"","date","KR"
"345","2008-05-15",13.495
"346","2008-05-16",13.98
"347","2008-05-19",13.795
"348","2008-05-20",13.65
"349","2008-05-21",13.55
"350","2008-05-22",13.605
"351","2008-05-23",13.48
"352","2008-05-27",13.67
"353","2008-05-28",13.76
"354","2008-05-29",13.87
"355","2008-05-30",13.82
"356","2008-06-02",13.765
"357","2008-06-03",13.665
"358","2008-06-04",13.87
"359","2008-06-05",14.2
"360","2008-06-06",13.65
"361","2008-06-09",13.69
"362","2008-06-10",13.75
"363","2008-06-11",13.385
"364","2008-06-12",13.755
"365","2008-06-13",13.8
"366","2008-06-16",13.575
"367","2008-06-17",13.2
"368","2008-06-18",13.135
"369","2008-06-19",13.245
"370","2008-06-20",13.45
"371","2008-06-23",13
"372","2008-06-24",13.91
"373","2008-06-25",14.675
"374","2008-06-26",14.305
"375","2008-06-27",14.325
"376","2008-06-30",14.435
"377","2008-07-01",14.795
"378","2008-07-02",14.5
"379","2008-07-03",14.725
"380","2008-07-07",14.655
"381","2008-07-08",14.88
"382","2008-07-09",14.63
"383","2008-07-10",14.665
"384","2008-07-11",14.435
"385","2008-07-14",14.265
"386","2008-07-15",14.255
"387","2008-07-16",14.49
"388","2008-07-17",14.58
"389","2008-07-18",14.06
"390","2008-07-21",14.16
"391","2008-07-22",14.42
"392","2008-07-23",14.09
"393","2008-07-24",13.695
"394","2008-07-25",13.505
"395","2008-07-28",13.535
"396","2008-07-29",14.135
"397","2008-07-30",14.22
"398","2008-07-31",14.14
"399","2008-08-01",14.01
"400","2008-08-04",13.97
"401","2008-08-05",14.48
"402","2008-08-06",14.37
"403","2008-08-07",14.365
"404","2008-08-08",14.555
"405","2008-08-11",15.16
"406","2008-08-12",15.175
"407","2008-08-13",14.785
"408","2008-08-14",15.16
"409","2008-08-15",15.025
"410","2008-08-18",14.255
"411","2008-08-19",14.25
"412","2008-08-20",14.27
"413","2008-08-21",14.015
"414","2008-08-22",14.105
"415","2008-08-25",13.755
"416","2008-08-26",13.695
"417","2008-08-27",13.845
"418","2008-08-28",13.95
"419","2008-08-29",13.81
"420","2008-09-02",13.9
"421","2008-09-03",13.895
"422","2008-09-04",13.625
"423","2008-09-05",13.435
"424","2008-09-08",13.65
"425","2008-09-09",13.975
"426","2008-09-10",13.99
"427","2008-09-11",14.1
"428","2008-09-12",13.945
"429","2008-09-15",13.295
"430","2008-09-16",13.995
"431","2008-09-17",13.45
"432","2008-09-18",13.41
"433","2008-09-19",13.52
"434","2008-09-22",13.36
"435","2008-09-23",13.31
"436","2008-09-24",13.175
"437","2008-09-25",13.44
"438","2008-09-26",13.925
"439","2008-09-29",13.415
"440","2008-09-30",13.74
"441","2008-10-01",13.78
"442","2008-10-02",13.89
"443","2008-10-03",13.6
"444","2008-10-06",13.26
"445","2008-10-07",12.88
"446","2008-10-08",12.44
"447","2008-10-09",12.04
"448","2008-10-10",11.89
"449","2008-10-13",12.685
"450","2008-10-14",12.835
"451","2008-10-15",12.28
"452","2008-10-16",13.145
"453","2008-10-17",12.615
"454","2008-10-20",13.085
"455","2008-10-21",13.115
"456","2008-10-22",13.415
"457","2008-10-23",13.48
"458","2008-10-24",13.195
"459","2008-10-27",12.745
"460","2008-10-28",13.37
"461","2008-10-29",13.25
"462","2008-10-30",13.735
"463","2008-10-31",13.73
"464","2008-11-03",13.66
"465","2008-11-04",13.885
"466","2008-11-05",13.35
"467","2008-11-06",13.495
"468","2008-11-07",13.76
"469","2008-11-10",13.705
"470","2008-11-11",13.865
"471","2008-11-12",13.395
"472","2008-11-13",13.975
"473","2008-11-14",14.01
"474","2008-11-17",13.42
"475","2008-11-18",13.49
"476","2008-11-19",13.3
"477","2008-11-20",12.24
"478","2008-11-21",13.105
"479","2008-11-24",13.475
"480","2008-11-25",13.765
"481","2008-11-26",13.855
"482","2008-11-28",13.83
"483","2008-12-01",13.5
"484","2008-12-02",13.405
"485","2008-12-03",13.73
"486","2008-12-04",13.44
"487","2008-12-05",13.71
"488","2008-12-08",13.655
"489","2008-12-09",12.735
"490","2008-12-10",13.13
"491","2008-12-11",13.07
"492","2008-12-12",12.78
"493","2008-12-15",12.835
"494","2008-12-16",13.2
"495","2008-12-17",13.155
"496","2008-12-18",13.01
"497","2008-12-19",12.71
"498","2008-12-22",12.77
"499","2008-12-23",12.64
"500","2008-12-24",12.63
"501","2008-12-26",12.65
"502","2008-12-29",12.705
"503","2008-12-30",13.02
"504","2008-12-31",13.205
"505","2009-01-02",13.27
"506","2009-01-05",13.335
"507","2009-01-06",12.68
"508","2009-01-07",12.795
"509","2009-01-08",12.565
"510","2009-01-09",12.405
"511","2009-01-12",12.255
"512","2009-01-13",12.36
"513","2009-01-14",12.115
"514","2009-01-15",12.25
"515","2009-01-16",12.485
"516","2009-01-20",12.21
"517","2009-01-21",12.38
"518","2009-01-22",12.435
"519","2009-01-23",12.27
"520","2009-01-26",12.46
"521","2009-01-27",12.405
"522","2009-01-28",12.33
"523","2009-01-29",12.065
"524","2009-01-30",11.25
"525","2009-02-02",11.2
"526","2009-02-03",11.345
"527","2009-02-04",11.1
"528","2009-02-05",11
"529","2009-02-06",11.455
"530","2009-02-09",11.455
"531","2009-02-10",10.72
"532","2009-02-11",10.765
"533","2009-02-12",10.7
"534","2009-02-13",10.64
"535","2009-02-17",10.485
"536","2009-02-18",10.86
"537","2009-02-19",10.995
"538","2009-02-20",11.085
"539","2009-02-23",10.515
"540","2009-02-24",10.66
"541","2009-02-25",10.96
"542","2009-02-26",10.34
"543","2009-02-27",10.335
"544","2009-03-02",10.16
"545","2009-03-03",10.095
"546","2009-03-04",10.29
"547","2009-03-05",10.07
"548","2009-03-06",9.925
"549","2009-03-09",9.73
"550","2009-03-10",10.72
"551","2009-03-11",10.41
"552","2009-03-12",10.65
"553","2009-03-13",10.635
"554","2009-03-16",10.565
"555","2009-03-17",10.7
"556","2009-03-18",10.635
"557","2009-03-19",10.475
"558","2009-03-20",10.355
"559","2009-03-23",10.54
"560","2009-03-24",10.555
"561","2009-03-25",10.86
"562","2009-03-26",11.105
"563","2009-03-27",11.025
"564","2009-03-30",10.725
"565","2009-03-31",10.61
"566","2009-04-01",10.67
"567","2009-04-02",10.84
"568","2009-04-03",10.74
"569","2009-04-06",10.665
"570","2009-04-07",10.095
"571","2009-04-08",10.41
"572","2009-04-09",10.125
"573","2009-04-13",10.255
"574","2009-04-14",10.36
"575","2009-04-15",10.31
"576","2009-04-16",10.5
"577","2009-04-17",10.355
"578","2009-04-20",10.405
"579","2009-04-21",10.435
"580","2009-04-22",10.66
"581","2009-04-23",10.7
"582","2009-04-24",10.71
"583","2009-04-27",10.73
"584","2009-04-28",10.84
"585","2009-04-29",11.08
"586","2009-04-30",10.81
"587","2009-05-01",10.985
"588","2009-05-04",11.19
"589","2009-05-05",11.17
"590","2009-05-06",10.95
"591","2009-05-07",10.82
"592","2009-05-08",10.865
"593","2009-05-11",10.845
"594","2009-05-12",10.795
"595","2009-05-13",10.725
"596","2009-05-14",11.105
"597","2009-05-15",10.9
"598","2009-05-18",10.945
"599","2009-05-19",10.815
"600","2009-05-20",10.865
"601","2009-05-21",11.16
"602","2009-05-22",11.165
"603","2009-05-26",11.32
"604","2009-05-27",11.035
"605","2009-05-28",11.265
"606","2009-05-29",11.4
"607","2009-06-01",11.7
"608","2009-06-02",11.525
"609","2009-06-03",11.37
"610","2009-06-04",11.495
"611","2009-06-05",11.475
"612","2009-06-08",11.22
"613","2009-06-09",11.165
"614","2009-06-10",10.97
"615","2009-06-11",10.925
"616","2009-06-12",10.86
"617","2009-06-15",10.645
"618","2009-06-16",10.68
"619","2009-06-17",10.615
"620","2009-06-18",10.71
"621","2009-06-19",10.73
"622","2009-06-22",10.89
"623","2009-06-23",10.88
"624","2009-06-24",10.925
"625","2009-06-25",11.17
"626","2009-06-26",11.19
"627","2009-06-29",11.115
"628","2009-06-30",11.025
"629","2009-07-01",11.115
"630","2009-07-02",10.63
"631","2009-07-06",10.795
"632","2009-07-07",10.66
"633","2009-07-08",10.92
"634","2009-07-09",10.715
"635","2009-07-10",10.83
"636","2009-07-13",10.82
"637","2009-07-14",10.84
"638","2009-07-15",10.95
"639","2009-07-16",10.99
"640","2009-07-17",10.83
"641","2009-07-20",10.755
"642","2009-07-21",10.76
"643","2009-07-22",10.7
"644","2009-07-23",10.49
"645","2009-07-24",10.68
"646","2009-07-27",10.605
"647","2009-07-28",10.535
"648","2009-07-29",10.53
"649","2009-07-30",10.645
"650","2009-07-31",10.69
"651","2009-08-03",10.79
"652","2009-08-04",10.765
"653","2009-08-05",10.755
"654","2009-08-06",10.66
"655","2009-08-07",10.45
"656","2009-08-10",10.465
"657","2009-08-11",10.475
"658","2009-08-12",10.635
"659","2009-08-13",10.645
"660","2009-08-14",10.52
"661","2009-08-17",10.505
"662","2009-08-18",10.4
"663","2009-08-19",10.47
"664","2009-08-20",10.575
"665","2009-08-21",10.69
"666","2009-08-24",10.65
"667","2009-08-25",10.645
"668","2009-08-26",10.95
"669","2009-08-27",11
"670","2009-08-28",10.89
"671","2009-08-31",10.795
"672","2009-09-01",10.72
"673","2009-09-02",10.78
"674","2009-09-03",10.86
"675","2009-09-04",10.995
"676","2009-09-08",10.975
"677","2009-09-09",11.035
"678","2009-09-10",11
"679","2009-09-11",10.89
"680","2009-09-14",11.055
"681","2009-09-15",10.23
"682","2009-09-16",10.6
"683","2009-09-17",10.365
"684","2009-09-18",10.36
"685","2009-09-21",10.155
"686","2009-09-22",10.25
"687","2009-09-23",10.275
"688","2009-09-24",10.27
"689","2009-09-25",10.285
"690","2009-09-28",10.29
"691","2009-09-29",10.34
"692","2009-09-30",10.32
"693","2009-10-01",10.46
"694","2009-10-02",10.49
"695","2009-10-05",10.56
"696","2009-10-06",10.655
"697","2009-10-07",10.78
"698","2009-10-08",10.835
"699","2009-10-09",11.155
"700","2009-10-12",11.365
"701","2009-10-13",11.295
"702","2009-10-14",11.42
"703","2009-10-15",11.96
"704","2009-10-16",12.335
"705","2009-10-19",12.145
"706","2009-10-20",12.075
"707","2009-10-21",11.755
"708","2009-10-22",11.97
"709","2009-10-23",11.85
"710","2009-10-26",11.875
"711","2009-10-27",11.75
"712","2009-10-28",11.775
"713","2009-10-29",11.76
"714","2009-10-30",11.565
"715","2009-11-02",11.58
"716","2009-11-03",11.545
"717","2009-11-04",11.545
"718","2009-11-05",11.66
"719","2009-11-06",11.635
"720","2009-11-09",11.845
"721","2009-11-10",11.845
"722","2009-11-11",11.81
"723","2009-11-12",11.6
"724","2009-11-13",11.645
"725","2009-11-16",11.71
"726","2009-11-17",11.535
"727","2009-11-18",11.365
"728","2009-11-19",11.41
"729","2009-11-20",11.43
"730","2009-11-23",11.465
"731","2009-11-24",11.535
"732","2009-11-25",11.52
"733","2009-11-27",11.435
"734","2009-11-30",11.37
"735","2009-12-01",11.445
"736","2009-12-02",11.35
"737","2009-12-03",11.12
"738","2009-12-04",11.25
"739","2009-12-07",11.425
"740","2009-12-08",10.065
"741","2009-12-09",10.015
"742","2009-12-10",10.03
"743","2009-12-11",10.015
"744","2009-12-14",9.96
"745","2009-12-15",10.08
"746","2009-12-16",10.255
"747","2009-12-17",10.175
"748","2009-12-18",10.065
"749","2009-12-21",10.245
"750","2009-12-22",10.3
"751","2009-12-23",10.33
"752","2009-12-24",10.325
"753","2009-12-28",10.365
"754","2009-12-29",10.22
"755","2009-12-30",10.245
"756","2009-12-31",10.265
"757","2010-01-04",10.24
"758","2010-01-05",10.12
"759","2010-01-06",10.125
"760","2010-01-07",10.225
"761","2010-01-08",10.13
"762","2010-01-11",10.17
"763","2010-01-12",10.355
"764","2010-01-13",10.315
"765","2010-01-14",10.315
"766","2010-01-15",10.36
"767","2010-01-19",10.545
"768","2010-01-20",10.795
"769","2010-01-21",10.76
"770","2010-01-22",10.885
"771","2010-01-25",10.91
"772","2010-01-26",10.8
"773","2010-01-27",10.765
"774","2010-01-28",10.67
"775","2010-01-29",10.715
"776","2010-02-01",10.745
"777","2010-02-02",10.815
"778","2010-02-03",10.76
"779","2010-02-04",10.58
"780","2010-02-05",10.59
"781","2010-02-08",10.565
"782","2010-02-09",10.685
"783","2010-02-10",10.615
"784","2010-02-11",10.72
"785","2010-02-12",10.68
"786","2010-02-16",10.79
"787","2010-02-17",10.865
"788","2010-02-18",11
"789","2010-02-19",11.045
"790","2010-02-22",11.05
"791","2010-02-23",10.845
"792","2010-02-24",10.945
"793","2010-02-25",11.155
"794","2010-02-26",11.05
"795","2010-03-01",11.205
"796","2010-03-02",11.34
"797","2010-03-03",11.265
"798","2010-03-04",11.345
"799","2010-03-05",11.37
"800","2010-03-08",11.45
"801","2010-03-09",11.175
"802","2010-03-10",11.075
"803","2010-03-11",10.89
"804","2010-03-12",11.135
"805","2010-03-15",11.15
"806","2010-03-16",11.145
"807","2010-03-17",11.22
"808","2010-03-18",11.12
"809","2010-03-19",10.82
"810","2010-03-22",10.665
"811","2010-03-23",10.695
"812","2010-03-24",10.625
"813","2010-03-25",10.62
"814","2010-03-26",10.605
"815","2010-03-29",10.67
"816","2010-03-30",10.72
"817","2010-03-31",10.83
"818","2010-04-01",10.94
"819","2010-04-05",11.015
"820","2010-04-06",10.97
"821","2010-04-07",11.125
"822","2010-04-08",11.19
"823","2010-04-09",11.27
"824","2010-04-12",11.265
"825","2010-04-13",11.335
"826","2010-04-14",11.57
"827","2010-04-15",11.7
"828","2010-04-16",11.82
"829","2010-04-19",11.75
"830","2010-04-20",11.705
"831","2010-04-21",11.75
"832","2010-04-22",11.84
"833","2010-04-23",11.85
"834","2010-04-26",11.795
"835","2010-04-27",11.455
"836","2010-04-28",11.545
"837","2010-04-29",11.25
"838","2010-04-30",11.115
"839","2010-05-03",11.37
"840","2010-05-04",11.3
"841","2010-05-05",11.275
"842","2010-05-06",11.005
"843","2010-05-07",10.775
"844","2010-05-10",11.105
"845","2010-05-11",11.08
"846","2010-05-12",11.06
"847","2010-05-13",11.265
"848","2010-05-14",11.12
"849","2010-05-17",11.04
"850","2010-05-18",11.195
"851","2010-05-19",11.24
"852","2010-05-20",10.755
"853","2010-05-21",10.63
"854","2010-05-24",10.335
"855","2010-05-25",10.105
"856","2010-05-26",9.91
"857","2010-05-27",9.925
"858","2010-05-28",10.065
"859","2010-06-01",9.935
"860","2010-06-02",10.03
"861","2010-06-03",9.995
"862","2010-06-04",9.66
"863","2010-06-07",9.58
"864","2010-06-08",9.82
"865","2010-06-09",9.76
"866","2010-06-10",9.885
"867","2010-06-11",9.995
"868","2010-06-14",9.86
"869","2010-06-15",10.19
"870","2010-06-16",10.04
"871","2010-06-17",10.375
"872","2010-06-18",10.03
"873","2010-06-21",9.955
"874","2010-06-22",10.09
"875","2010-06-23",10.13
"876","2010-06-24",10.08
"877","2010-06-25",10.115
"878","2010-06-28",10.135
"879","2010-06-29",9.905
"880","2010-06-30",9.845
"881","2010-07-01",10.005
"882","2010-07-02",9.93
"883","2010-07-06",10.01
"884","2010-07-07",10.225
"885","2010-07-08",10.26
"886","2010-07-09",10.23
"887","2010-07-12",10.235
"888","2010-07-13",10.385
"889","2010-07-14",10.365
"890","2010-07-15",10.395
"891","2010-07-16",10.185
"892","2010-07-19",10.05
"893","2010-07-20",10.245
"894","2010-07-21",10.31
"895","2010-07-22",10.215
"896","2010-07-23",10.4
"897","2010-07-26",10.565
"898","2010-07-27",10.64
"899","2010-07-28",10.51
"900","2010-07-29",10.575
"901","2010-07-30",10.59
"902","2010-08-02",10.69
"903","2010-08-03",10.79
"904","2010-08-04",10.885
"905","2010-08-05",10.995
"906","2010-08-06",11.1
"907","2010-08-09",11.095
"908","2010-08-10",11.215
"909","2010-08-11",11.005
"910","2010-08-12",10.97
"911","2010-08-13",11
"912","2010-08-16",10.96
"913","2010-08-17",11.015
"914","2010-08-18",10.7
"915","2010-08-19",10.545
"916","2010-08-20",10.565
"917","2010-08-23",10.455
"918","2010-08-24",10.27
"919","2010-08-25",10.345
"920","2010-08-26",10.18
"921","2010-08-27",10.165
"922","2010-08-30",9.96
"923","2010-08-31",9.865
"924","2010-09-01",10.03
"925","2010-09-02",10.19
"926","2010-09-03",10.345
"927","2010-09-07",10.35
"928","2010-09-08",10.35
"929","2010-09-09",10.505
"930","2010-09-10",10.625
"931","2010-09-13",10.52
"932","2010-09-14",10.63
"933","2010-09-15",10.745
"934","2010-09-16",10.94
"935","2010-09-17",10.895
"936","2010-09-20",10.94
"937","2010-09-21",10.8
"938","2010-09-22",10.81
"939","2010-09-23",10.935
"940","2010-09-24",11.045
"941","2010-09-27",10.96
"942","2010-09-28",10.94
"943","2010-09-29",10.815
"944","2010-09-30",10.83
"945","2010-10-01",10.86
"946","2010-10-04",10.68
"947","2010-10-05",10.685
"948","2010-10-06",10.61
"949","2010-10-07",10.66
"950","2010-10-08",10.645
"951","2010-10-11",10.795
"952","2010-10-12",10.845
"953","2010-10-13",11.005
"954","2010-10-14",11.075
"955","2010-10-15",11.005
"956","2010-10-18",11.095
"957","2010-10-19",10.71
"958","2010-10-20",10.88
"959","2010-10-21",10.875
"960","2010-10-22",10.9
"961","2010-10-25",10.88
"962","2010-10-26",11.035
"963","2010-10-27",11.1
"964","2010-10-28",11.085
"965","2010-10-29",11
"966","2010-11-01",11.005
"967","2010-11-02",11.27
"968","2010-11-03",11.375
"969","2010-11-04",11.605
"970","2010-11-05",11.555
"971","2010-11-08",11.355
"972","2010-11-09",11.36
"973","2010-11-10",11.33
"974","2010-11-11",11.325
"975","2010-11-12",11.495
"976","2010-11-15",11.425
"977","2010-11-16",11.22
"978","2010-11-17",11.405
"979","2010-11-18",11.38
"980","2010-11-19",11.415
"981","2010-11-22",11.565
"982","2010-11-23",11.505
"983","2010-11-24",11.51
"984","2010-11-26",11.535
"985","2010-11-29",11.54
"986","2010-11-30",11.775
"987","2010-12-01",11.93
"988","2010-12-02",10.815
"989","2010-12-03",10.555
"990","2010-12-06",10.315
"991","2010-12-07",10.34
"992","2010-12-08",10.38
"993","2010-12-09",10.38
"994","2010-12-10",10.325
"995","2010-12-13",10.555
"996","2010-12-14",10.5
"997","2010-12-15",10.69
"998","2010-12-16",10.795
"999","2010-12-17",10.85
"1000","2010-12-20",10.875
