"","date","CNR"
"1","2007-01-03",258.450012
"2","2007-01-04",256.950012
"3","2007-01-05",254.75
"4","2007-01-08",253.949997
"5","2007-01-09",253.649994
"6","2007-01-10",254.550003
"7","2007-01-11",255.600006
"8","2007-01-12",256.850006
"9","2007-01-16",262.25
"10","2007-01-17",266.200012
"11","2007-01-18",271.899994
"12","2007-01-19",275.600006
"13","2007-01-22",272.549988
"14","2007-01-23",278.200012
"15","2007-01-24",279.549988
"16","2007-01-25",279.049988
"17","2007-01-26",283.450012
"18","2007-01-29",283.299988
"19","2007-01-30",282.100006
"20","2007-01-31",284.600006
"21","2007-02-01",289.649994
"22","2007-02-02",287.75
"23","2007-02-05",290.549988
"24","2007-02-06",287.899994
"25","2007-02-07",292.950012
"26","2007-02-08",293.149994
"27","2007-02-09",286.850006
"28","2007-02-12",291.399994
"29","2007-02-13",295.850006
"30","2007-02-14",295
"31","2007-02-15",293.799988
"32","2007-02-16",295.5
"33","2007-02-20",301.350006
"34","2007-02-21",300.899994
"35","2007-02-22",296.850006
"36","2007-02-23",290
"37","2007-02-26",287.25
"38","2007-02-27",284.5
"39","2007-02-28",279.549988
"40","2007-03-01",248.550003
"41","2007-03-02",247.25
"42","2007-03-05",241.75
"43","2007-03-06",248.699997
"44","2007-03-07",241.5
"45","2007-03-08",244.149994
"46","2007-03-09",243.800003
"47","2007-03-12",240.5
"48","2007-03-13",234
"49","2007-03-14",230
"50","2007-03-15",232.25
"51","2007-03-16",230.850006
"52","2007-03-19",235.25
"53","2007-03-20",235.449997
"54","2007-03-21",235.149994
"55","2007-03-22",233.050003
"56","2007-03-23",237.75
"57","2007-03-26",242.399994
"58","2007-03-27",239
"59","2007-03-28",238.699997
"60","2007-03-29",240.949997
"61","2007-03-30",238.699997
"62","2007-04-02",236.5
"63","2007-04-03",237.199997
"64","2007-04-04",234.350006
"65","2007-04-05",235
"66","2007-04-09",233.75
"67","2007-04-10",232.449997
"68","2007-04-11",229.75
"69","2007-04-12",228.699997
"70","2007-04-13",228.75
"71","2007-04-16",231.199997
"72","2007-04-17",234.449997
"73","2007-04-18",236.100006
"74","2007-04-19",244.25
"75","2007-04-20",245.199997
"76","2007-04-23",242.350006
"77","2007-04-24",248.399994
"78","2007-04-25",256.149994
"79","2007-04-26",257.350006
"80","2007-04-27",253.050003
"81","2007-04-30",249.850006
"82","2007-05-01",251.5
"83","2007-05-02",254.199997
"84","2007-05-03",252
"85","2007-05-04",252
"86","2007-05-07",255.100006
"87","2007-05-08",255.25
"88","2007-05-09",255.199997
"89","2007-05-10",252.449997
"90","2007-05-11",251.300003
"91","2007-05-14",254.100006
"92","2007-05-15",251.100006
"93","2007-05-16",252
"94","2007-05-17",254.649994
"95","2007-05-18",257.549988
"96","2007-05-21",260.25
"97","2007-05-22",262.5
"98","2007-05-23",262.600006
"99","2007-05-24",249.850006
"100","2007-05-25",246.75
"101","2007-05-29",247.550003
"102","2007-05-30",253.75
"103","2007-05-31",257.049988
"104","2007-06-01",252.100006
"105","2007-06-04",256.899994
"106","2007-06-05",255.949997
"107","2007-06-06",253.800003
"108","2007-06-07",252.899994
"109","2007-06-08",255.899994
"110","2007-06-11",253.949997
"111","2007-06-12",253.050003
"112","2007-06-13",255.949997
"113","2007-06-14",255.600006
"114","2007-06-15",258.5
"115","2007-06-18",258.600006
"116","2007-06-19",256.25
"117","2007-06-20",253.199997
"118","2007-06-21",253.850006
"119","2007-06-22",255
"120","2007-06-25",248.949997
"121","2007-06-26",248.199997
"122","2007-06-27",250.25
"123","2007-06-28",248.899994
"124","2007-06-29",246.649994
"125","2007-07-02",248
"126","2007-07-03",247.75
"127","2007-07-05",244.75
"128","2007-07-06",248.399994
"129","2007-07-09",247.75
"130","2007-07-10",243.5
"131","2007-07-11",247.899994
"132","2007-07-12",253.550003
"133","2007-07-13",258.350006
"134","2007-07-16",254.199997
"135","2007-07-17",257.100006
"136","2007-07-18",254.75
"137","2007-07-19",256.649994
"138","2007-07-20",254.649994
"139","2007-07-23",251
"140","2007-07-24",246.350006
"141","2007-07-25",251.300003
"142","2007-07-26",246.25
"143","2007-07-27",245.449997
"144","2007-07-30",252.600006
"145","2007-07-31",241.800003
"146","2007-08-01",236.5
"147","2007-08-02",239.699997
"148","2007-08-03",232.550003
"149","2007-08-06",235.25
"150","2007-08-07",241.350006
"151","2007-08-08",245.149994
"152","2007-08-09",254.449997
"153","2007-08-10",257.549988
"154","2007-08-13",247
"155","2007-08-14",241.899994
"156","2007-08-15",230.75
"157","2007-08-16",232
"158","2007-08-17",232.100006
"159","2007-08-20",231.75
"160","2007-08-21",229.550003
"161","2007-08-22",231.5
"162","2007-08-23",229.550003
"163","2007-08-24",234.300003
"164","2007-08-27",233.600006
"165","2007-08-28",225.449997
"166","2007-08-29",229.050003
"167","2007-08-30",228.449997
"168","2007-08-31",231.949997
"169","2007-09-04",232.399994
"170","2007-09-05",239.100006
"171","2007-09-06",233.949997
"172","2007-09-07",230.800003
"173","2007-09-10",224.800003
"174","2007-09-11",227.25
"175","2007-09-12",225.75
"176","2007-09-13",223.649994
"177","2007-09-14",221.800003
"178","2007-09-17",218.649994
"179","2007-09-18",227.850006
"180","2007-09-19",227.800003
"181","2007-09-20",230.149994
"182","2007-09-21",229.300003
"183","2007-09-24",226.25
"184","2007-09-25",223.5
"185","2007-09-26",221.25
"186","2007-09-27",220.449997
"187","2007-09-28",216.050003
"188","2007-10-01",214.050003
"189","2007-10-02",216.699997
"190","2007-10-03",221.899994
"191","2007-10-04",222.5
"192","2007-10-05",225.149994
"193","2007-10-08",225.699997
"194","2007-10-09",223.5
"195","2007-10-10",218.699997
"196","2007-10-11",215.5
"197","2007-10-12",214.949997
"198","2007-10-15",208.550003
"199","2007-10-16",200.5
"200","2007-10-17",195.850006
"201","2007-10-18",188.25
"202","2007-10-19",183.5
"203","2007-10-22",186.850006
"204","2007-10-23",187.649994
"205","2007-10-24",185
"206","2007-10-25",185.300003
"207","2007-10-26",185.199997
"208","2007-10-29",188.600006
"209","2007-10-30",191.350006
"210","2007-10-31",195.899994
"211","2007-11-01",188
"212","2007-11-02",184.5
"213","2007-11-05",182.699997
"214","2007-11-06",181.850006
"215","2007-11-07",178.350006
"216","2007-11-08",174.949997
"217","2007-11-09",169.050003
"218","2007-11-12",170.25
"219","2007-11-13",175
"220","2007-11-14",173.75
"221","2007-11-15",171.600006
"222","2007-11-16",168.699997
"223","2007-11-19",160.699997
"224","2007-11-20",155.199997
"225","2007-11-21",155.699997
"226","2007-11-23",158.100006
"227","2007-11-26",160.100006
"228","2007-11-27",163.050003
"229","2007-11-28",167.449997
"230","2007-11-29",166.449997
"231","2007-11-30",171.649994
"232","2007-12-03",171.25
"233","2007-12-04",169.5
"234","2007-12-05",172.25
"235","2007-12-06",179.75
"236","2007-12-07",179
"237","2007-12-10",178.899994
"238","2007-12-11",140.600006
"239","2007-12-12",139.300003
"240","2007-12-13",136.75
"241","2007-12-14",129.25
"242","2007-12-17",122.449997
"243","2007-12-18",126.849998
"244","2007-12-19",128.100006
"245","2007-12-20",129.449997
"246","2007-12-21",138.899994
"247","2007-12-24",141.550003
"248","2007-12-26",140.300003
"249","2007-12-27",139.899994
"250","2007-12-28",142.550003
"251","2007-12-31",143.949997
"252","2008-01-02",141.75
"253","2008-01-03",138.75
"254","2008-01-04",135.649994
"255","2008-01-07",136.100006
"256","2008-01-08",132.5
"257","2008-01-09",129.199997
"258","2008-01-10",137.199997
"259","2008-01-11",135.850006
"260","2008-01-14",135.25
"261","2008-01-15",133.199997
"262","2008-01-16",139.550003
"263","2008-01-17",133.350006
"264","2008-01-18",131.149994
"265","2008-01-22",124.550003
"266","2008-01-23",129.350006
"267","2008-01-24",130.399994
"268","2008-01-25",132
"269","2008-01-28",131.399994
"270","2008-01-29",132.399994
"271","2008-01-30",138.100006
"272","2008-01-31",143.550003
"273","2008-02-01",148.199997
"274","2008-02-04",142.899994
"275","2008-02-05",136.199997
"276","2008-02-06",138.850006
"277","2008-02-07",138.899994
"278","2008-02-08",139.800003
"279","2008-02-11",142
"280","2008-02-12",148.899994
"281","2008-02-13",155.100006
"282","2008-02-14",150.25
"283","2008-02-15",154.75
"284","2008-02-19",159.149994
"285","2008-02-20",162.850006
"286","2008-02-21",159.600006
"287","2008-02-22",161.399994
"288","2008-02-25",162.5
"289","2008-02-26",162.25
"290","2008-02-27",170.649994
"291","2008-02-28",155.100006
