"","date","OMAB"
"1","2007-01-03",22.99
"2","2007-01-04",23.15
"3","2007-01-05",23.280001
"4","2007-01-08",23.5
"5","2007-01-09",22.6
"6","2007-01-10",21.85
"7","2007-01-11",22.65
"8","2007-01-12",23.16
"9","2007-01-16",23.610001
"10","2007-01-17",24.049999
"11","2007-01-18",24
"12","2007-01-19",24
"13","2007-01-22",24.049999
"14","2007-01-23",23.76
"15","2007-01-24",23.85
"16","2007-01-25",23.75
"17","2007-01-26",23.950001
"18","2007-01-29",24.309999
"19","2007-01-30",24.209999
"20","2007-01-31",24.26
"21","2007-02-01",24.190001
"22","2007-02-02",24.700001
"23","2007-02-05",25.35
"24","2007-02-06",24.82
"25","2007-02-07",24.98
"26","2007-02-08",24.92
"27","2007-02-09",24.48
"28","2007-02-12",24.4
"29","2007-02-13",24.76
"30","2007-02-14",24.75
"31","2007-02-15",24.59
"32","2007-02-16",24.35
"33","2007-02-20",25
"34","2007-02-21",25
"35","2007-02-22",25.299999
"36","2007-02-23",25.23
"37","2007-02-26",24.73
"38","2007-02-27",22.67
"39","2007-02-28",23.48
"40","2007-03-01",23.32
"41","2007-03-02",23.24
"42","2007-03-05",23.09
"43","2007-03-06",23.870001
"44","2007-03-07",23.91
"45","2007-03-08",24.700001
"46","2007-03-09",24.799999
"47","2007-03-12",25.08
"48","2007-03-13",24.620001
"49","2007-03-14",25.08
"50","2007-03-15",24.92
"51","2007-03-16",25.129999
"52","2007-03-19",25.700001
"53","2007-03-20",25.959999
"54","2007-03-21",26.559999
"55","2007-03-22",26.459999
"56","2007-03-23",26.469999
"57","2007-03-26",26.209999
"58","2007-03-27",25.41
"59","2007-03-28",25.49
"60","2007-03-29",26.09
"61","2007-03-30",27.110001
"62","2007-04-02",27.299999
"63","2007-04-03",27.889999
"64","2007-04-04",28.66
"65","2007-04-05",28.77
"66","2007-04-09",29.299999
"67","2007-04-10",29.1
"68","2007-04-11",29.030001
"69","2007-04-12",28.99
"70","2007-04-13",28.799999
"71","2007-04-16",28.52
"72","2007-04-17",28.299999
"73","2007-04-18",28.299999
"74","2007-04-19",28
"75","2007-04-20",27.959999
"76","2007-04-23",28.01
"77","2007-04-24",27.860001
"78","2007-04-25",28.950001
"79","2007-04-26",29
"80","2007-04-27",29.27
"81","2007-04-30",29.24
"82","2007-05-01",29.469999
"83","2007-05-02",28.540001
"84","2007-05-03",27.549999
"85","2007-05-04",28.440001
"86","2007-05-07",28.41
"87","2007-05-08",27.809999
"88","2007-05-09",28.82
"89","2007-05-10",28.5
"90","2007-05-11",28.91
"91","2007-05-14",29.370001
"92","2007-05-15",28.969999
"93","2007-05-16",29.5
"94","2007-05-17",28.950001
"95","2007-05-18",29.35
"96","2007-05-21",29.07
"97","2007-05-22",29.120001
"98","2007-05-23",28.35
"99","2007-05-24",28.01
"100","2007-05-25",27.33
"101","2007-05-29",27.299999
"102","2007-05-30",27.23
"103","2007-05-31",27.57
"104","2007-06-01",27.719999
"105","2007-06-04",27.299999
"106","2007-06-05",27.049999
"107","2007-06-06",26.68
"108","2007-06-07",25.780001
"109","2007-06-08",26.73
"110","2007-06-11",27.389999
"111","2007-06-12",27.92
"112","2007-06-13",27.67
"113","2007-06-14",27.719999
"114","2007-06-15",27.57
"115","2007-06-18",28.110001
"116","2007-06-19",28.370001
"117","2007-06-20",27.41
"118","2007-06-21",27.26
"119","2007-06-22",27.24
"120","2007-06-25",26.75
"121","2007-06-26",26.59
"122","2007-06-27",26.82
"123","2007-06-28",27.26
"124","2007-06-29",27.469999
"125","2007-07-02",28.27
"126","2007-07-03",29.32
"127","2007-07-05",29.17
"128","2007-07-06",29.219999
"129","2007-07-09",28.9
"130","2007-07-10",28.52
"131","2007-07-11",28.76
"132","2007-07-12",29
"133","2007-07-13",28.620001
"134","2007-07-16",28.440001
"135","2007-07-17",28.610001
"136","2007-07-18",28.629999
"137","2007-07-19",28.709999
"138","2007-07-20",28.82
"139","2007-07-23",28.200001
"140","2007-07-24",27.459999
"141","2007-07-25",28
"142","2007-07-26",26.790001
"143","2007-07-27",26.35
"144","2007-07-30",26.77
"145","2007-07-31",26.700001
"146","2007-08-01",25.68
"147","2007-08-02",25.49
"148","2007-08-03",25.07
"149","2007-08-06",25.09
"150","2007-08-07",25.469999
"151","2007-08-08",26.190001
"152","2007-08-09",25.450001
"153","2007-08-10",25.83
"154","2007-08-13",26.08
"155","2007-08-14",25.219999
"156","2007-08-15",24.780001
"157","2007-08-16",23.299999
"158","2007-08-17",23.379999
"159","2007-08-20",23.99
"160","2007-08-21",24.1
"161","2007-08-22",25.790001
"162","2007-08-23",25.83
"163","2007-08-24",25.799999
"164","2007-08-27",25.74
"165","2007-08-28",25.85
"166","2007-08-29",25.790001
"167","2007-08-30",25.389999
"168","2007-08-31",26.549999
"169","2007-09-04",28.01
"170","2007-09-05",28.26
"171","2007-09-06",28.309999
"172","2007-09-07",27.98
"173","2007-09-10",27.719999
"174","2007-09-11",28.219999
"175","2007-09-12",28.18
"176","2007-09-13",28.639999
"177","2007-09-14",28.450001
"178","2007-09-17",28.24
"179","2007-09-18",28.66
"180","2007-09-19",28.16
"181","2007-09-20",27.76
"182","2007-09-21",28.540001
"183","2007-09-24",28.690001
"184","2007-09-25",28.549999
"185","2007-09-26",28.620001
"186","2007-09-27",28.59
"187","2007-09-28",28.799999
"188","2007-10-01",28.65
"189","2007-10-02",27.99
"190","2007-10-03",26.98
"191","2007-10-04",27.27
"192","2007-10-05",28.08
"193","2007-10-08",27.98
"194","2007-10-09",28.290001
"195","2007-10-10",28.83
"196","2007-10-11",28.549999
"197","2007-10-12",29.6
"198","2007-10-15",30.110001
"199","2007-10-16",30.34
"200","2007-10-17",30.629999
"201","2007-10-18",31
"202","2007-10-19",29.940001
"203","2007-10-22",29.82
"204","2007-10-23",30.790001
"205","2007-10-24",30.33
"206","2007-10-25",29.85
"207","2007-10-26",30.110001
"208","2007-10-29",30.15
"209","2007-10-30",30
"210","2007-10-31",30.719999
"211","2007-11-01",30.57
"212","2007-11-02",30.58
"213","2007-11-05",29.99
"214","2007-11-06",29.91
"215","2007-11-07",28.530001
"216","2007-11-08",27.5
"217","2007-11-09",26.76
"218","2007-11-12",26.83
"219","2007-11-13",28.09
"220","2007-11-14",27.9
"221","2007-11-15",27.49
"222","2007-11-16",27.09
"223","2007-11-19",26.549999
"224","2007-11-20",26.67
"225","2007-11-21",26.26
"226","2007-11-23",26.139999
"227","2007-11-26",25.9
"228","2007-11-27",26.049999
"229","2007-11-28",26.35
"230","2007-11-29",26.76
"231","2007-11-30",27.1
"232","2007-12-03",26.73
"233","2007-12-04",26.610001
"234","2007-12-05",26.709999
"235","2007-12-06",26.75
"236","2007-12-07",26.719999
"237","2007-12-10",26.85
"238","2007-12-11",26.530001
"239","2007-12-12",25.77
"240","2007-12-13",25.629999
"241","2007-12-14",25.030001
"242","2007-12-17",24.559999
"243","2007-12-18",24.67
"244","2007-12-19",24.5
"245","2007-12-20",24.49
"246","2007-12-21",25.120001
"247","2007-12-24",25.629999
"248","2007-12-26",25.66
"249","2007-12-27",25.83
"250","2007-12-28",25.139999
"251","2007-12-31",25.120001
"252","2008-01-02",24.75
"253","2008-01-03",24.68
"254","2008-01-04",24.67
"255","2008-01-07",23.780001
"256","2008-01-08",23.620001
"257","2008-01-09",24.209999
"258","2008-01-10",23.889999
"259","2008-01-11",23.4
"260","2008-01-14",23.08
"261","2008-01-15",22.58
"262","2008-01-16",22.07
"263","2008-01-17",21.93
"264","2008-01-18",21.629999
"265","2008-01-22",21.4
"266","2008-01-23",21.309999
"267","2008-01-24",21.42
"268","2008-01-25",22.23
"269","2008-01-28",21.940001
"270","2008-01-29",22.32
"271","2008-01-30",22.02
"272","2008-01-31",23.549999
"273","2008-02-01",23.26
"274","2008-02-04",22.92
"275","2008-02-05",22.690001
"276","2008-02-06",22.610001
"277","2008-02-07",23
"278","2008-02-08",22.860001
"279","2008-02-11",22.879999
"280","2008-02-12",22.610001
"281","2008-02-13",22.530001
"282","2008-02-14",22.33
"283","2008-02-15",22.51
"284","2008-02-19",22.99
"285","2008-02-20",23.040001
"286","2008-02-21",23.6
"287","2008-02-22",23.370001
"288","2008-02-25",23.299999
"289","2008-02-26",23.49
"290","2008-02-27",23.459999
"291","2008-02-28",23
"292","2008-02-29",22.6
"293","2008-03-03",22.709999
"294","2008-03-04",22.49
"295","2008-03-05",22.809999
"296","2008-03-06",22.35
"297","2008-03-07",22.33
"298","2008-03-10",21.73
"299","2008-03-11",22.200001
"300","2008-03-12",22.280001
"301","2008-03-13",22.41
"302","2008-03-14",22.200001
"303","2008-03-17",21.41
"304","2008-03-18",21.9
"305","2008-03-19",21.32
"306","2008-03-20",20.940001
"307","2008-03-24",21.34
"308","2008-03-25",21.42
"309","2008-03-26",21.49
"310","2008-03-27",21.549999
"311","2008-03-28",21.559999
"312","2008-03-31",22.299999
"313","2008-04-01",23.08
"314","2008-04-02",23
"315","2008-04-03",23.209999
"316","2008-04-04",23
"317","2008-04-07",23.98
"318","2008-04-08",23.82
"319","2008-04-09",23.02
"320","2008-04-10",23.280001
"321","2008-04-11",22.23
"322","2008-04-14",21.75
"323","2008-04-15",21.67
"324","2008-04-16",21.540001
"325","2008-04-17",21.700001
"326","2008-04-18",21.799999
"327","2008-04-21",21.559999
"328","2008-04-22",21.67
"329","2008-04-23",21.75
"330","2008-04-24",22.34
"331","2008-04-25",21.719999
"332","2008-04-28",21.77
"333","2008-04-29",21.73
"334","2008-04-30",21.75
"335","2008-05-01",21.709999
"336","2008-05-02",21.75
"337","2008-05-05",21.75
"338","2008-05-06",21.629999
"339","2008-05-07",21.450001
"340","2008-05-08",20.790001
"341","2008-05-09",19.84
"342","2008-05-12",19.84
"343","2008-05-13",19.690001
"344","2008-05-14",19.879999
"345","2008-05-15",19.969999
"346","2008-05-16",19.950001
"347","2008-05-19",20.110001
"348","2008-05-20",19.9
"349","2008-05-21",19.209999
"350","2008-05-22",18.959999
"351","2008-05-23",19.379999
"352","2008-05-27",19.27
"353","2008-05-28",18.65
"354","2008-05-29",18.92
"355","2008-05-30",20.040001
"356","2008-06-02",20.17
"357","2008-06-03",20.280001
"358","2008-06-04",20.110001
"359","2008-06-05",20.41
"360","2008-06-06",19.84
"361","2008-06-09",19.780001
"362","2008-06-10",19.76
"363","2008-06-11",19.57
"364","2008-06-12",19.290001
"365","2008-06-13",18.99
"366","2008-06-16",19.26
"367","2008-06-17",18.98
"368","2008-06-18",18.610001
"369","2008-06-19",18.620001
"370","2008-06-20",18.200001
"371","2008-06-23",17.290001
"372","2008-06-24",17.120001
"373","2008-06-25",17.049999
"374","2008-06-26",16.82
"375","2008-06-27",16.59
"376","2008-06-30",16.58
"377","2008-07-01",16.32
"378","2008-07-02",16.639999
"379","2008-07-03",17.25
"380","2008-07-07",17.01
"381","2008-07-08",17.389999
"382","2008-07-09",16.75
"383","2008-07-10",16.139999
"384","2008-07-11",15.57
"385","2008-07-14",15.76
"386","2008-07-15",16.049999
"387","2008-07-16",16.6
"388","2008-07-17",17.219999
"389","2008-07-18",17
"390","2008-07-21",16.709999
"391","2008-07-22",17.379999
"392","2008-07-23",17.559999
"393","2008-07-24",17.73
"394","2008-07-25",17.540001
"395","2008-07-28",17.41
"396","2008-07-29",17.83
"397","2008-07-30",17.860001
"398","2008-07-31",17.860001
"399","2008-08-01",17.82
"400","2008-08-04",17.73
"401","2008-08-05",17.959999
"402","2008-08-06",17.620001
"403","2008-08-07",16.84
"404","2008-08-08",15.88
"405","2008-08-11",15.83
"406","2008-08-12",15.83
"407","2008-08-13",15.7
"408","2008-08-14",15.65
"409","2008-08-15",15.86
"410","2008-08-18",15.88
"411","2008-08-19",15.7
"412","2008-08-20",16.120001
"413","2008-08-21",16.01
"414","2008-08-22",16.09
"415","2008-08-25",15.98
"416","2008-08-26",15.69
"417","2008-08-27",15.84
"418","2008-08-28",15.7
"419","2008-08-29",15.09
"420","2008-09-02",15.44
"421","2008-09-03",15.19
"422","2008-09-04",14.4
"423","2008-09-05",14.27
"424","2008-09-08",14.3
"425","2008-09-09",14.14
"426","2008-09-10",13.85
"427","2008-09-11",13.92
"428","2008-09-12",14.17
"429","2008-09-15",13.75
"430","2008-09-16",13.8
"431","2008-09-17",12.69
"432","2008-09-18",13.13
"433","2008-09-19",13.39
"434","2008-09-22",12.92
"435","2008-09-23",12.42
"436","2008-09-24",12.19
"437","2008-09-25",12.34
"438","2008-09-26",11.93
"439","2008-09-29",11.29
"440","2008-09-30",12.01
"441","2008-10-01",11.6
"442","2008-10-02",10.98
"443","2008-10-03",11.1
"444","2008-10-06",9.7
"445","2008-10-07",8.92
"446","2008-10-08",8.73
"447","2008-10-09",8.29
"448","2008-10-10",8.12
"449","2008-10-13",9.1
"450","2008-10-14",9.09
"451","2008-10-15",8.29
"452","2008-10-16",8.66
"453","2008-10-17",8.9
"454","2008-10-20",9.1
"455","2008-10-21",8.71
"456","2008-10-22",8.02
"457","2008-10-23",7.84
"458","2008-10-24",7.49
"459","2008-10-27",7.06
"460","2008-10-28",7.7
"461","2008-10-29",7.95
"462","2008-10-30",8.28
"463","2008-10-31",8.47
"464","2008-11-03",8.8
"465","2008-11-04",9.12
"466","2008-11-05",8.81
"467","2008-11-06",8.44
"468","2008-11-07",8.7
"469","2008-11-10",8.89
"470","2008-11-11",8.93
"471","2008-11-12",8.76
"472","2008-11-13",9.3
"473","2008-11-14",9.12
"474","2008-11-17",8.89
"475","2008-11-18",9
"476","2008-11-19",8.4
"477","2008-11-20",7.79
"478","2008-11-21",7.85
"479","2008-11-24",8.16
"480","2008-11-25",8.24
"481","2008-11-26",8.33
"482","2008-11-28",8.49
"483","2008-12-01",8.51
"484","2008-12-02",8.47
"485","2008-12-03",8.15
"486","2008-12-04",8.27
"487","2008-12-05",8.25
"488","2008-12-08",8.73
"489","2008-12-09",8.8
"490","2008-12-10",8.86
"491","2008-12-11",9.19
"492","2008-12-12",9.17
"493","2008-12-15",9.28
"494","2008-12-16",9.94
"495","2008-12-17",9.8
"496","2008-12-18",9.79
"497","2008-12-19",10.22
"498","2008-12-22",10.15
"499","2008-12-23",10.31
"500","2008-12-24",10.85
"501","2008-12-26",10.95
"502","2008-12-29",10.92
"503","2008-12-30",10.92
"504","2008-12-31",11.1
"505","2009-01-02",11.31
"506","2009-01-05",11.36
"507","2009-01-06",11.2
"508","2009-01-07",11.01
"509","2009-01-08",10.81
"510","2009-01-09",10.6
"511","2009-01-12",10.29
"512","2009-01-13",9.65
"513","2009-01-14",8.85
"514","2009-01-15",8.9
"515","2009-01-16",8.73
"516","2009-01-20",8.32
"517","2009-01-21",8.34
"518","2009-01-22",8.17
"519","2009-01-23",7.89
"520","2009-01-26",7.74
"521","2009-01-27",8.03
"522","2009-01-28",8.67
"523","2009-01-29",8.38
"524","2009-01-30",8.48
"525","2009-02-02",8.42
"526","2009-02-03",8.82
"527","2009-02-04",8.75
"528","2009-02-05",8.72
"529","2009-02-06",8.89
"530","2009-02-09",8.45
"531","2009-02-10",8.12
"532","2009-02-11",8.16
"533","2009-02-12",7.93
"534","2009-02-13",8.24
"535","2009-02-17",7.96
"536","2009-02-18",7.74
"537","2009-02-19",7.87
"538","2009-02-20",7.95
"539","2009-02-23",7.74
"540","2009-02-24",7.78
"541","2009-02-25",7.44
"542","2009-02-26",7.39
"543","2009-02-27",7.2
"544","2009-03-02",6.8
"545","2009-03-03",6.77
"546","2009-03-04",6.93
"547","2009-03-05",6.65
"548","2009-03-06",6.67
"549","2009-03-09",6.52
"550","2009-03-10",6.88
"551","2009-03-11",7
"552","2009-03-12",7
"553","2009-03-13",7.19
"554","2009-03-16",7.15
"555","2009-03-17",7.08
"556","2009-03-18",7.54
"557","2009-03-19",7.21
"558","2009-03-20",6.91
"559","2009-03-23",7.15
"560","2009-03-24",7.1
"561","2009-03-25",7.06
"562","2009-03-26",7.23
"563","2009-03-27",7.34
"564","2009-03-30",7.09
"565","2009-03-31",7.26
"566","2009-04-01",7.37
"567","2009-04-02",7.98
"568","2009-04-03",8.4
"569","2009-04-06",8.27
"570","2009-04-07",8.12
"571","2009-04-08",8.32
"572","2009-04-09",8.35
"573","2009-04-13",8.72
"574","2009-04-14",8.83
"575","2009-04-15",8.8
"576","2009-04-16",8.8
"577","2009-04-17",8.55
"578","2009-04-20",8
"579","2009-04-21",8.04
"580","2009-04-22",8.36
"581","2009-04-23",8.65
"582","2009-04-24",8.8
"583","2009-04-27",7.5
"584","2009-04-28",8.02
"585","2009-04-29",8.18
"586","2009-04-30",8.13
"587","2009-05-01",8.45
"588","2009-05-04",8.85
"589","2009-05-05",9.07
"590","2009-05-06",9.09
"591","2009-05-07",9.19
"592","2009-05-08",9.57
"593","2009-05-11",9.47
"594","2009-05-12",9.45
"595","2009-05-13",8.82
"596","2009-05-14",8.77
"597","2009-05-15",8.81
"598","2009-05-18",8.93
"599","2009-05-19",9.15
"600","2009-05-20",9
"601","2009-05-21",8.82
"602","2009-05-22",8.95
"603","2009-05-26",9.29
"604","2009-05-27",9.2
"605","2009-05-28",9.4
"606","2009-05-29",9.62
"607","2009-06-01",9.56
"608","2009-06-02",9.71
"609","2009-06-03",9.33
"610","2009-06-04",9.41
"611","2009-06-05",9.48
"612","2009-06-08",9.39
"613","2009-06-09",9.53
"614","2009-06-10",9.73
"615","2009-06-11",10.68
"616","2009-06-12",11.3
"617","2009-06-15",11.05
"618","2009-06-16",10.2
"619","2009-06-17",10.23
"620","2009-06-18",10.23
"621","2009-06-19",9.95
"622","2009-06-22",9.61
"623","2009-06-23",9.71
"624","2009-06-24",9.6
"625","2009-06-25",9.89
"626","2009-06-26",10.6
