"","date","CIO"
"103","2014-09-10",12.66
"104","2014-09-11",12.71
"105","2014-09-12",12.75
"106","2014-09-15",12.77
"107","2014-09-16",12.81
"108","2014-09-17",13.06
"109","2014-09-18",12.97
"110","2014-09-19",13.29
"111","2014-09-22",13.29
"112","2014-09-23",13.18
"113","2014-09-24",13.35
"114","2014-09-25",13.3
"115","2014-09-26",13.37
"116","2014-09-29",13.61
"117","2014-09-30",13.58
"118","2014-10-01",13.32
"119","2014-10-02",13.22
"120","2014-10-03",13.11
"121","2014-10-06",13.08
"122","2014-10-07",13.3
"123","2014-10-08",13.41
"124","2014-10-09",13.35
"125","2014-10-10",13.36
"126","2014-10-13",13.37
"127","2014-10-14",13.49
"128","2014-10-15",13.09
"129","2014-10-16",13.24
"130","2014-10-17",13.29
"131","2014-10-20",13.25
"132","2014-10-21",13.3
"133","2014-10-22",13.23
"134","2014-10-23",12.97
"135","2014-10-24",13.26
"136","2014-10-27",13.06
"137","2014-10-28",12.89
"138","2014-10-29",12.9
"139","2014-10-30",12.91
"140","2014-10-31",13.19
"141","2014-11-03",13.154
"142","2014-11-04",13.25
"143","2014-11-05",13.34
"144","2014-11-06",13.18
"145","2014-11-07",12.8
"146","2014-11-10",12.99
"147","2014-11-11",12.976
"148","2014-11-12",13.31
"149","2014-11-13",13.19
"150","2014-11-14",12.99
"151","2014-11-17",13.25
"152","2014-11-18",13.24
"153","2014-11-19",13.24
"154","2014-11-20",13.21
"155","2014-11-21",12.87
"156","2014-11-24",13.14
"157","2014-11-25",13.21
"158","2014-11-26",13.26
"159","2014-11-28",13.27
"160","2014-12-01",13.26
"161","2014-12-02",13.17
"162","2014-12-03",12.73
"163","2014-12-04",12.6
"164","2014-12-05",12.57
"165","2014-12-08",12.71
"166","2014-12-09",12.66
"167","2014-12-10",12.59
"168","2014-12-11",12.51
"169","2014-12-12",12.5
"170","2014-12-15",12.5
"171","2014-12-16",12.5
"172","2014-12-17",12.63
"173","2014-12-18",13.02
"174","2014-12-19",13.22
"175","2014-12-22",13.12
"176","2014-12-23",13.17
"177","2014-12-24",13.16
"178","2014-12-26",13.1
"179","2014-12-29",13.11
"180","2014-12-30",13.07
"181","2014-12-31",12.8
"182","2015-01-02",12.91
"183","2015-01-05",12.96
"184","2015-01-06",12.93
"185","2015-01-07",12.95
"186","2015-01-08",12.97
"187","2015-01-09",12.9
"188","2015-01-12",12.98
"189","2015-01-13",12.96
"190","2015-01-14",12.85
"191","2015-01-15",12.93
"192","2015-01-16",12.88
"193","2015-01-20",12.87
"194","2015-01-21",12.87
"195","2015-01-22",12.87
"196","2015-01-23",12.81
"197","2015-01-26",12.76
"198","2015-01-27",12.84
"199","2015-01-28",12.76
"200","2015-01-29",12.78
"201","2015-01-30",12.8
"202","2015-02-02",12.9
"203","2015-02-03",12.9
"204","2015-02-04",12.91
"205","2015-02-05",12.97
"206","2015-02-06",12.56
"207","2015-02-09",12.7
"208","2015-02-10",12.61
"209","2015-02-11",12.57
"210","2015-02-12",12.52
"211","2015-02-13",12.37
"212","2015-02-17",12.41
"213","2015-02-18",12.4
"214","2015-02-19",12.3
"215","2015-02-20",12.36
"216","2015-02-23",12.4
"217","2015-02-24",12.31
"218","2015-02-25",12.28
"219","2015-02-26",12.47
"220","2015-02-27",12.57
"221","2015-03-02",12.58
"222","2015-03-03",12.71
"223","2015-03-04",12.74
"224","2015-03-05",12.46
"225","2015-03-06",12.48
"226","2015-03-09",12.42
"227","2015-03-10",12.42
"228","2015-03-11",12.44
"229","2015-03-12",12.58
"230","2015-03-13",12.52
"231","2015-03-16",12.64
"232","2015-03-17",12.65
"233","2015-03-18",12.65
"234","2015-03-19",12.63
"235","2015-03-20",12.72
"236","2015-03-23",12.79
"237","2015-03-24",12.74
"238","2015-03-25",12.65
"239","2015-03-26",12.78
"240","2015-03-27",12.76
"241","2015-03-30",12.92
"242","2015-03-31",12.73
"243","2015-04-01",12.8
"244","2015-04-02",13.05
"245","2015-04-06",13.09
"246","2015-04-07",13.44
"247","2015-04-08",13.26
"248","2015-04-09",13.34
"249","2015-04-10",13.27
"250","2015-04-13",13.38
"251","2015-04-14",13.24
"252","2015-04-15",13.3
"253","2015-04-16",13.2
"254","2015-04-17",13.13
"255","2015-04-20",12.95
"256","2015-04-21",13.17
"257","2015-04-22",13.19
"258","2015-04-23",12.92
"259","2015-04-24",12.98
"260","2015-04-27",13.1
"261","2015-04-28",13.3
"262","2015-04-29",12.98
"263","2015-04-30",12.91
"264","2015-05-01",12.95
"265","2015-05-04",12.85
"266","2015-05-05",12.87
"267","2015-05-06",12.42
"268","2015-05-07",12.77
"269","2015-05-08",12.82
"270","2015-05-11",12.74
"271","2015-05-12",12.7
"272","2015-05-13",12.79
"273","2015-05-14",12.8
"274","2015-05-15",12.82
"275","2015-05-18",12.84
"276","2015-05-19",12.84
"277","2015-05-20",12.81
"278","2015-05-21",12.75
"279","2015-05-22",12.77
"280","2015-05-26",12.6
"281","2015-05-27",12.53
"282","2015-05-28",12.54
"283","2015-05-29",12.71
"284","2015-06-01",12.72
"285","2015-06-02",12.59
"286","2015-06-03",12.64
"287","2015-06-04",12.57
"288","2015-06-05",12.62
"289","2015-06-08",12.51
"290","2015-06-09",12.54
"291","2015-06-10",12.52
"292","2015-06-11",12.56
"293","2015-06-12",12.53
"294","2015-06-15",12.37
"295","2015-06-16",12.48
"296","2015-06-17",12.62
"297","2015-06-18",12.76
"298","2015-06-19",13.1
"299","2015-06-22",13.12
"300","2015-06-23",12.87
"301","2015-06-24",12.87
"302","2015-06-25",12.83
"303","2015-06-26",13.04
"304","2015-06-29",12.74
"305","2015-06-30",12.4
"306","2015-07-01",12.29
"307","2015-07-02",12.36
"308","2015-07-06",12.76
"309","2015-07-07",12.65
"310","2015-07-08",12.56
"311","2015-07-09",12.38
"312","2015-07-10",12.29
"313","2015-07-13",12.42
"314","2015-07-14",12.4
"315","2015-07-15",12.36
"316","2015-07-16",12.28
"317","2015-07-17",12.36
"318","2015-07-20",12.39
"319","2015-07-21",12.61
"320","2015-07-22",12.42
"321","2015-07-23",12.46
"322","2015-07-24",12.36
"323","2015-07-27",12.22
"324","2015-07-28",12.19
"325","2015-07-29",12.13
"326","2015-07-30",12.39
"327","2015-07-31",12.45
"328","2015-08-03",12.11
"329","2015-08-04",11.95
"330","2015-08-05",12
"331","2015-08-06",11.95
"332","2015-08-07",12
"333","2015-08-10",11.8
"334","2015-08-11",11.74
"335","2015-08-12",11.6
"336","2015-08-13",11.63
"337","2015-08-14",11.92
"338","2015-08-17",11.94
"339","2015-08-18",11.72
"340","2015-08-19",11.67
"341","2015-08-20",11.68
"342","2015-08-21",11.67
"343","2015-08-24",11.7
"344","2015-08-25",11.48
"345","2015-08-26",11.15
"346","2015-08-27",11.16
"347","2015-08-28",11.31
"348","2015-08-31",11.2
"349","2015-09-01",11.07
"350","2015-09-02",11.12
"351","2015-09-03",10.84
"352","2015-09-04",10.5
"353","2015-09-08",10.77
"354","2015-09-09",10.57
"355","2015-09-10",10.42
"356","2015-09-11",10.35
"357","2015-09-14",10.35
"358","2015-09-15",10.36
"359","2015-09-16",10.54
"360","2015-09-17",10.45
"361","2015-09-18",10.96
"362","2015-09-21",11.25
"363","2015-09-22",11.13
"364","2015-09-23",11.69
"365","2015-09-24",11.65
"366","2015-09-25",11.52
"367","2015-09-28",11.28
"368","2015-09-29",11.18
"369","2015-09-30",11.36
"370","2015-10-01",11.19
"371","2015-10-02",11.15
"372","2015-10-05",11.33
"373","2015-10-06",11.07
"374","2015-10-07",11.27
"375","2015-10-08",11.22
"376","2015-10-09",11.26
"377","2015-10-12",11.29
"378","2015-10-13",11.3
"379","2015-10-14",11.24
"380","2015-10-15",11.43
"381","2015-10-16",11.75
"382","2015-10-19",11.76
"383","2015-10-20",11.64
"384","2015-10-21",11.53
"385","2015-10-22",12.15
"386","2015-10-23",12.15
"387","2015-10-26",12.15
"388","2015-10-27",11.85
"389","2015-10-28",11.94
"390","2015-10-29",11.91
"391","2015-10-30",11.49
"392","2015-11-02",11.59
"393","2015-11-03",11.49
"394","2015-11-04",11.51
"395","2015-11-05",11.57
"396","2015-11-06",11.25
"397","2015-11-09",11.01
"398","2015-11-10",11.17
"399","2015-11-11",11.23
"400","2015-11-12",11.03
"401","2015-11-13",11.1
"402","2015-11-16",11.17
"403","2015-11-17",11.07
"404","2015-11-18",11.14
"405","2015-11-19",11.13
"406","2015-11-20",11.15
"407","2015-11-23",11.1
"408","2015-11-24",11.57
"409","2015-11-25",11.55
"410","2015-11-27",11.64
"411","2015-11-30",11.67
"412","2015-12-01",11.85
"413","2015-12-02",11.65
"414","2015-12-03",11.42
"415","2015-12-04",11.46
"416","2015-12-07",11.28
"417","2015-12-08",11.11
"418","2015-12-09",11.69
"419","2015-12-10",11.58
"420","2015-12-11",11.47
"421","2015-12-14",11.17
"422","2015-12-15",11.56
"423","2015-12-16",11.81
"424","2015-12-17",11.66
"425","2015-12-18",11.67
"426","2015-12-21",11.82
"427","2015-12-22",11.99
"428","2015-12-23",12.2
"429","2015-12-24",12.11
"430","2015-12-28",12.15
"431","2015-12-29",12.22
"432","2015-12-30",12.11
"433","2015-12-31",12.18
"434","2016-01-04",12.07
"435","2016-01-05",12.29
"436","2016-01-06",12.23
"437","2016-01-07",12
"438","2016-01-08",11.99
"439","2016-01-11",11.96
"440","2016-01-12",11.78
"441","2016-01-13",11.26
"442","2016-01-14",11.23
"443","2016-01-15",11.14
"444","2016-01-19",11.2
"445","2016-01-20",11.12
"446","2016-01-21",11.29
"447","2016-01-22",11.72
"448","2016-01-25",11.81
"449","2016-01-26",11.73
"450","2016-01-27",11.63
"451","2016-01-28",11.46
"452","2016-01-29",11.75
"453","2016-02-01",11.65
"454","2016-02-02",11.53
"455","2016-02-03",11.5
"456","2016-02-04",11.67
"457","2016-02-05",11.56
"458","2016-02-08",11.35
"459","2016-02-09",11.15
"460","2016-02-10",11.28
"461","2016-02-11",10.9
"462","2016-02-12",11.03
"463","2016-02-16",11.39
"464","2016-02-17",11.41
"465","2016-02-18",11.53
"466","2016-02-19",11.61
"467","2016-02-22",11.66
"468","2016-02-23",11.9
"469","2016-02-24",11.93
"470","2016-02-25",11.94
"471","2016-02-26",12.15
"472","2016-02-29",12.1
"473","2016-03-01",12.38
"474","2016-03-02",12.2
"475","2016-03-03",12.36
"476","2016-03-04",12.05
"477","2016-03-07",12.01
"478","2016-03-08",11.87
"479","2016-03-09",11.9
"480","2016-03-10",11.74
"481","2016-03-11",12.03
"482","2016-03-14",12.11
"483","2016-03-15",12.22
"484","2016-03-16",12.29
"485","2016-03-17",12.3
"486","2016-03-18",13.08
"487","2016-03-21",12.64
"488","2016-03-22",12.7
"489","2016-03-23",12.71
"490","2016-03-24",12.72
"491","2016-03-28",12.78
"492","2016-03-29",12.01
"493","2016-03-30",11.6
"494","2016-03-31",11.4
"495","2016-04-01",11.2
"496","2016-04-04",11.24
"497","2016-04-05",11.25
"498","2016-04-06",11.23
"499","2016-04-07",11.27
"500","2016-04-08",11.14
"501","2016-04-11",11.21
"502","2016-04-12",11.21
"503","2016-04-13",11.21
"504","2016-04-14",11.19
"505","2016-04-15",11.19
"506","2016-04-18",11.18
"507","2016-04-19",11.19
"508","2016-04-20",11.21
"509","2016-04-21",11.04
"510","2016-04-22",11.13
"511","2016-04-25",11.18
"512","2016-04-26",11.22
"513","2016-04-27",11.2
"514","2016-04-28",11.23
"515","2016-04-29",11.23
"516","2016-05-02",11.22
"517","2016-05-03",11.21
"518","2016-05-04",11.23
"519","2016-05-05",11.33
"520","2016-05-06",11.46
"521","2016-05-09",11.58
"522","2016-05-10",11.59
"523","2016-05-11",11.59
"524","2016-05-12",11.57
"525","2016-05-13",11.59
"526","2016-05-16",11.73
"527","2016-05-17",11.55
"528","2016-05-18",11.35
"529","2016-05-19",11.24
"530","2016-05-20",11.55
"531","2016-05-23",11.23
"532","2016-05-24",11.52
"533","2016-05-25",11.46
"534","2016-05-26",11.69
"535","2016-05-27",11.74
"536","2016-05-31",11.77
"537","2016-06-01",11.75
"538","2016-06-02",11.65
"539","2016-06-03",11.8
"540","2016-06-06",11.66
"541","2016-06-07",11.5
"542","2016-06-08",11.73
"543","2016-06-09",11.84
"544","2016-06-10",11.73
"545","2016-06-13",11.67
"546","2016-06-14",11.6
"547","2016-06-15",11.81
"548","2016-06-16",11.81
"549","2016-06-17",11.81
"550","2016-06-20",12.25
"551","2016-06-21",12.22
"552","2016-06-22",12.37
"553","2016-06-23",12.61
"554","2016-06-24",12.57
"555","2016-06-27",12.55
"556","2016-06-28",12.55
"557","2016-06-29",12.74
"558","2016-06-30",12.98
"559","2016-07-01",13.16
"560","2016-07-05",13.14
"561","2016-07-06",13
"562","2016-07-07",13
"563","2016-07-08",13.13
"564","2016-07-11",13.26
"565","2016-07-12",13.25
"566","2016-07-13",13.24
"567","2016-07-14",13.27
"568","2016-07-15",13.36
"569","2016-07-18",13.43
"570","2016-07-19",13.51
"571","2016-07-20",13.55
"572","2016-07-21",13.44
"573","2016-07-22",13.58
"574","2016-07-25",13.63
"575","2016-07-26",13.48
"576","2016-07-27",13.46
"577","2016-07-28",13.6
"578","2016-07-29",13.56
"579","2016-08-01",13.77
"580","2016-08-02",13.52
"581","2016-08-03",13.52
"582","2016-08-04",13.29
"583","2016-08-05",13.46
"584","2016-08-08",13.44
"585","2016-08-09",13.4
"586","2016-08-10",13.36
"587","2016-08-11",13.23
"588","2016-08-12",13.37
"589","2016-08-15",13.44
"590","2016-08-16",13.16
"591","2016-08-17",13.3
"592","2016-08-18",13.33
"593","2016-08-19",13.43
"594","2016-08-22",13.34
"595","2016-08-23",13.28
"596","2016-08-24",13.17
"597","2016-08-25",13.19
"598","2016-08-26",13.16
"599","2016-08-29",13.09
"600","2016-08-30",12.98
"601","2016-08-31",12.96
"602","2016-09-01",12.85
"603","2016-09-02",13
"604","2016-09-06",13.01
"605","2016-09-07",13.19
"606","2016-09-08",13.12
"607","2016-09-09",12.75
"608","2016-09-12",12.7
"609","2016-09-13",12.37
"610","2016-09-14",12.36
"611","2016-09-15",12.49
"612","2016-09-16",12.5
"613","2016-09-19",12.61
"614","2016-09-20",12.6
"615","2016-09-21",12.78
"616","2016-09-22",12.94
"617","2016-09-23",13.14
"618","2016-09-26",13.17
"619","2016-09-27",13.04
"620","2016-09-28",13
"621","2016-09-29",12.76
"622","2016-09-30",12.73
"623","2016-10-03",12.82
"624","2016-10-04",12.62
"625","2016-10-05",12.24
"626","2016-10-06",12.02
"627","2016-10-07",12.02
"628","2016-10-10",12.14
"629","2016-10-11",12.16
"630","2016-10-12",12.28
"631","2016-10-13",12.34
"632","2016-10-14",12.18
"633","2016-10-17",12.38
"634","2016-10-18",12.39
"635","2016-10-19",12.46
"636","2016-10-20",12.53
"637","2016-10-21",12.98
"638","2016-10-24",13
"639","2016-10-25",12.99
"640","2016-10-26",12.67
"641","2016-10-27",12.52
"642","2016-10-28",12.55
"643","2016-10-31",12.56
"644","2016-11-01",12.28
"645","2016-11-02",12.16
"646","2016-11-03",12.13
"647","2016-11-04",12.12
"648","2016-11-07",12.55
"649","2016-11-08",12.63
"650","2016-11-09",12.32
"651","2016-11-10",12.11
"652","2016-11-11",12.14
"653","2016-11-14",12.16
"654","2016-11-15",12.31
"655","2016-11-16",12.24
"656","2016-11-17",12.21
"657","2016-11-18",12.34
"658","2016-11-21",12.25
"659","2016-11-22",12.51
"660","2016-11-23",12.5
"661","2016-11-25",12.65
"662","2016-11-28",12.66
"663","2016-11-29",12.61
"664","2016-11-30",12.52
"665","2016-12-01",12.31
"666","2016-12-02",12.4
"667","2016-12-05",12.51
"668","2016-12-06",12.5
"669","2016-12-07",12.85
"670","2016-12-08",12.9
"671","2016-12-09",12.77
"672","2016-12-12",12.8
"673","2016-12-13",12.9
"674","2016-12-14",12.75
"675","2016-12-15",12.69
"676","2016-12-16",12.63
"677","2016-12-19",12.92
"678","2016-12-20",12.91
"679","2016-12-21",12.71
"680","2016-12-22",12.76
"681","2016-12-23",12.9
"682","2016-12-27",12.9
"683","2016-12-28",12.79
"684","2016-12-29",13.1
"685","2016-12-30",13.17
"686","2017-01-03",13.35
"687","2017-01-04",13.34
"688","2017-01-05",13.12
"689","2017-01-06",13.03
"690","2017-01-09",12.92
"691","2017-01-10",12.43
"692","2017-01-11",12.29
"693","2017-01-12",12.31
"694","2017-01-13",12.42
"695","2017-01-17",12.71
"696","2017-01-18",12.7
"697","2017-01-19",12.7
"698","2017-01-20",12.64
"699","2017-01-23",12.89
"700","2017-01-24",12.85
"701","2017-01-25",12.75
"702","2017-01-26",12.82
"703","2017-01-27",12.71
"704","2017-01-30",12.44
"705","2017-01-31",12.59
"706","2017-02-01",12.54
"707","2017-02-02",12.95
"708","2017-02-03",13.12
"709","2017-02-06",13.15
"710","2017-02-07",12.95
"711","2017-02-08",12.95
"712","2017-02-09",13.07
"713","2017-02-10",13.14
"714","2017-02-13",13.25
"715","2017-02-14",12.99
"716","2017-02-15",12.95
"717","2017-02-16",13
"718","2017-02-17",13
"719","2017-02-21",13.04
"720","2017-02-22",13.12
"721","2017-02-23",13.11
"722","2017-02-24",13.15
"723","2017-02-27",13.17
"724","2017-02-28",13.03
"725","2017-03-01",12.96
"726","2017-03-02",12.72
"727","2017-03-03",12.59
"728","2017-03-06",12.53
"729","2017-03-07",12.47
"730","2017-03-08",12.2
"731","2017-03-09",12
"732","2017-03-10",11.9
"733","2017-03-13",11.65
"734","2017-03-14",11.51
"735","2017-03-15",11.89
"736","2017-03-16",12.01
"737","2017-03-17",11.99
"738","2017-03-20",11.97
"739","2017-03-21",11.83
"740","2017-03-22",11.82
"741","2017-03-23",11.92
"742","2017-03-24",11.94
"743","2017-03-27",11.91
"744","2017-03-28",11.92
"745","2017-03-29",11.99
"746","2017-03-30",12.05
"747","2017-03-31",12.15
"748","2017-04-03",12.14
"749","2017-04-04",12.19
"750","2017-04-05",12.18
"751","2017-04-06",12.38
"752","2017-04-07",12.37
"753","2017-04-10",12.28
"754","2017-04-11",12.43
"755","2017-04-12",12.42
"756","2017-04-13",12.33
"757","2017-04-17",12.34
"758","2017-04-18",12.51
"759","2017-04-19",12.45
"760","2017-04-20",12.49
"761","2017-04-21",12.46
"762","2017-04-24",12.46
"763","2017-04-25",12.53
"764","2017-04-26",12.64
"765","2017-04-27",12.65
"766","2017-04-28",12.55
"767","2017-05-01",12.61
"768","2017-05-02",12.57
"769","2017-05-03",12.18
"770","2017-05-04",12.2
"771","2017-05-05",12.36
"772","2017-05-08",12.42
"773","2017-05-09",12.09
"774","2017-05-10",12.27
"775","2017-05-11",12.12
"776","2017-05-12",12.15
"777","2017-05-15",12.23
"778","2017-05-16",12.18
"779","2017-05-17",12.09
"780","2017-05-18",12.1
"781","2017-05-19",12.1
"782","2017-05-22",12.18
"783","2017-05-23",12.18
"784","2017-05-24",12.19
"785","2017-05-25",12.45
"786","2017-05-26",12.45
"787","2017-05-30",12.26
"788","2017-05-31",12.29
"789","2017-06-01",12.56
"790","2017-06-02",12.72
"791","2017-06-05",12.73
"792","2017-06-06",12.54
"793","2017-06-07",12.55
"794","2017-06-08",12.54
"795","2017-06-09",12.57
"796","2017-06-12",12.76
"797","2017-06-13",12.78
"798","2017-06-14",12.77
"799","2017-06-15",12.72
"800","2017-06-16",12.77
"801","2017-06-19",12.63
"802","2017-06-20",12.61
"803","2017-06-21",12.65
"804","2017-06-22",12.65
"805","2017-06-23",12.72
"806","2017-06-26",12.74
"807","2017-06-27",12.71
"808","2017-06-28",12.76
"809","2017-06-29",12.72
"810","2017-06-30",12.7
"811","2017-07-03",12.9
"812","2017-07-05",12.83
"813","2017-07-06",12.64
"814","2017-07-07",12.45
"815","2017-07-10",12.4
"816","2017-07-11",12.34
"817","2017-07-12",12.36
"818","2017-07-13",12.32
"819","2017-07-14",12.41
"820","2017-07-17",12.59
"821","2017-07-18",12.61
"822","2017-07-19",12.61
"823","2017-07-20",12.6
"824","2017-07-21",12.63
"825","2017-07-24",12.58
"826","2017-07-25",12.52
"827","2017-07-26",12.66
"828","2017-07-27",12.7
"829","2017-07-28",12.76
"830","2017-07-31",12.71
"831","2017-08-01",12.66
"832","2017-08-02",12.56
"833","2017-08-03",12.53
"834","2017-08-04",12.54
"835","2017-08-07",12.6
"836","2017-08-08",12.6
"837","2017-08-09",12.48
"838","2017-08-10",12.44
"839","2017-08-11",12.45
"840","2017-08-14",12.65
"841","2017-08-15",12.56
"842","2017-08-16",12.55
"843","2017-08-17",12.44
"844","2017-08-18",12.48
"845","2017-08-21",12.54
"846","2017-08-22",12.44
"847","2017-08-23",12.46
"848","2017-08-24",12.46
"849","2017-08-25",12.49
"850","2017-08-28",12.51
"851","2017-08-29",12.56
"852","2017-08-30",12.7
"853","2017-08-31",12.79
"854","2017-09-01",12.85
"855","2017-09-05",12.77
"856","2017-09-06",12.82
"857","2017-09-07",12.8
"858","2017-09-08",12.84
"859","2017-09-11",12.93
"860","2017-09-12",12.86
"861","2017-09-13",12.89
"862","2017-09-14",12.95
"863","2017-09-15",12.96
"864","2017-09-18",12.99
"865","2017-09-19",13
"866","2017-09-20",12.93
"867","2017-09-21",12.94
"868","2017-09-22",12.99
"869","2017-09-25",13.17
"870","2017-09-26",13.44
"871","2017-09-27",13.56
"872","2017-09-28",13.75
"873","2017-09-29",13.77
"874","2017-10-02",13.76
"875","2017-10-03",13.77
"876","2017-10-04",13.78
"877","2017-10-05",13.8
"878","2017-10-06",13.7
"879","2017-10-09",13.61
"880","2017-10-10",13.35
"881","2017-10-11",13.34
"882","2017-10-12",13.34
"883","2017-10-13",13.34
"884","2017-10-16",13.29
"885","2017-10-17",13.27
"886","2017-10-18",13.4
"887","2017-10-19",13.4
"888","2017-10-20",13.39
"889","2017-10-23",13.35
"890","2017-10-24",13.29
"891","2017-10-25",13.03
"892","2017-10-26",12.99
"893","2017-10-27",13.1
"894","2017-10-30",12.92
"895","2017-10-31",13.04
"896","2017-11-01",13.03
"897","2017-11-02",13.1
"898","2017-11-03",13.06
"899","2017-11-06",12.78
"900","2017-11-07",12.8
"901","2017-11-08",12.86
"902","2017-11-09",12.89
"903","2017-11-10",12.87
"904","2017-11-13",12.88
"905","2017-11-14",12.97
"906","2017-11-15",12.8
"907","2017-11-16",12.81
"908","2017-11-17",12.79
"909","2017-11-20",12.91
"910","2017-11-21",13.01
"911","2017-11-22",12.99
"912","2017-11-24",13.08
"913","2017-11-27",13.24
"914","2017-11-28",13.32
"915","2017-11-29",13.34
"916","2017-11-30",13.24
"917","2017-12-01",13.05
"918","2017-12-04",12.95
"919","2017-12-05",12.99
"920","2017-12-06",12.93
"921","2017-12-07",12.9
"922","2017-12-08",12.98
"923","2017-12-11",12.89
"924","2017-12-12",12.86
"925","2017-12-13",12.92
"926","2017-12-14",12.87
"927","2017-12-15",13.11
"928","2017-12-18",13.15
"929","2017-12-19",12.82
"930","2017-12-20",12.82
"931","2017-12-21",12.89
"932","2017-12-22",12.87
"933","2017-12-26",13.03
"934","2017-12-27",12.98
"935","2017-12-28",13.05
"936","2017-12-29",13.01
"937","2018-01-02",12.96
"938","2018-01-03",12.89
"939","2018-01-04",12.79
"940","2018-01-05",12.89
"941","2018-01-08",12.89
"942","2018-01-09",12.86
"943","2018-01-10",12.4
"944","2018-01-11",12.27
"945","2018-01-12",11.99
"946","2018-01-16",12.07
"947","2018-01-17",12.06
"948","2018-01-18",11.95
"949","2018-01-19",11.85
"950","2018-01-22",11.97
"951","2018-01-23",12.07
"952","2018-01-24",11.97
"953","2018-01-25",12
"954","2018-01-26",11.86
"955","2018-01-29",11.72
"956","2018-01-30",11.66
"957","2018-01-31",11.68
"958","2018-02-01",11.51
"959","2018-02-02",11.32
"960","2018-02-05",10.96
"961","2018-02-06",10.79
"962","2018-02-07",10.8
"963","2018-02-08",10.47
"964","2018-02-09",10.45
"965","2018-02-12",10.38
"966","2018-02-13",10.55
"967","2018-02-14",10.44
"968","2018-02-15",10.59
"969","2018-02-16",10.67
"970","2018-02-20",10.59
"971","2018-02-21",10.42
"972","2018-02-22",10.46
"973","2018-02-23",10.57
"974","2018-02-26",10.4
"975","2018-02-27",10.17
"976","2018-02-28",10.04
"977","2018-03-01",10.52
"978","2018-03-02",10.72
"979","2018-03-05",10.75
"980","2018-03-06",10.92
"981","2018-03-07",11.05
"982","2018-03-08",11.02
"983","2018-03-09",11.23
"984","2018-03-12",11.4
"985","2018-03-13",11.59
"986","2018-03-14",11.59
"987","2018-03-15",11.52
"988","2018-03-16",11.68
"989","2018-03-19",11.52
"990","2018-03-20",11.53
"991","2018-03-21",11.4
"992","2018-03-22",11.41
"993","2018-03-23",11.2
"994","2018-03-26",11.33
"995","2018-03-27",11.38
"996","2018-03-28",11.7
"997","2018-03-29",11.56
"998","2018-04-02",11.59
"999","2018-04-03",11.76
"1000","2018-04-04",11.96
