"","date","AIRTP"
"1","2019-06-13",27.440001
"2","2019-06-14",23.799999
"3","2019-06-17",26.9
"4","2019-06-18",23.43
"5","2019-06-19",24.200001
"6","2019-06-20",24.1
"7","2019-06-21",23.950001
"8","2019-06-24",24.5
"9","2019-06-25",23.9
"10","2019-06-26",24.5
"11","2019-06-27",23.9
"12","2019-06-28",23.9
"13","2019-07-01",24.450001
"14","2019-07-02",24
"15","2019-07-03",24.299999
"16","2019-07-05",24.75
"17","2019-07-08",24.200001
"18","2019-07-09",24.4
"19","2019-07-10",24.4
"20","2019-07-11",24.1
"21","2019-07-12",24.1
"22","2019-07-15",24.200001
"23","2019-07-16",24.200001
"24","2019-07-17",24
"25","2019-07-18",24
"26","2019-07-19",24
"27","2019-07-22",23.299999
"28","2019-07-23",24
"29","2019-07-24",24
"30","2019-07-25",24
"31","2019-07-26",24
"32","2019-07-29",24.299999
"33","2019-07-30",23.9
"34","2019-07-31",23.9
"35","2019-08-01",23.799999
"36","2019-08-02",24.1
"37","2019-08-05",23.9
"38","2019-08-06",23.9
"39","2019-08-07",23.9
"40","2019-08-08",24
"41","2019-08-09",24
"42","2019-08-12",23.969999
"43","2019-08-13",23.9
"44","2019-08-14",23.799999
"45","2019-08-15",23.799999
"46","2019-08-16",23.799999
"47","2019-08-19",24
"48","2019-08-20",24
"49","2019-08-21",24.110001
"50","2019-08-22",24.200001
"51","2019-08-23",23.9
"52","2019-08-26",23.9
"53","2019-08-27",23.9
"54","2019-08-28",23.9
"55","2019-08-29",23.9
"56","2019-08-30",23.799999
"57","2019-09-03",23.9
"58","2019-09-04",24.299999
"59","2019-09-05",24
"60","2019-09-06",24.1
"61","2019-09-09",24.1
"62","2019-09-10",24.25
"63","2019-09-11",24.440001
"64","2019-09-12",24.299999
"65","2019-09-13",24.1
"66","2019-09-16",23.9
"67","2019-09-17",23.9
"68","2019-09-18",24
"69","2019-09-19",24
"70","2019-09-20",23.9
"71","2019-09-23",24
"72","2019-09-24",24.1
"73","2019-09-25",24.200001
"74","2019-09-26",24.530001
"75","2019-09-27",24.1
"76","2019-09-30",25.15
"77","2019-10-01",24.4
"78","2019-10-02",24.6
"79","2019-10-03",24.860001
"80","2019-10-04",24.5
"81","2019-10-07",24.5
"82","2019-10-08",24.200001
"83","2019-10-09",24.200001
"84","2019-10-10",24.5
"85","2019-10-11",24.450001
"86","2019-10-14",24.799999
"87","2019-10-15",24.5
"88","2019-10-16",24.6
"89","2019-10-17",24.5
"90","2019-10-18",24.6
"91","2019-10-21",24.799999
"92","2019-10-22",24.799999
"93","2019-10-23",24.799999
"94","2019-10-24",24.5
"95","2019-10-25",24.5
"96","2019-10-28",24.5
"97","2019-10-29",24.6
"98","2019-10-30",24.6
"99","2019-10-31",24.65
"100","2019-11-01",24.68
"101","2019-11-04",24.700001
"102","2019-11-05",24.700001
"103","2019-11-06",24.799999
"104","2019-11-07",24.950001
"105","2019-11-08",24.9
"106","2019-11-11",25.1
"107","2019-11-12",25.1
"108","2019-11-13",25.4
"109","2019-11-14",25
"110","2019-11-15",24.9
"111","2019-11-18",24.83
"112","2019-11-19",24.700001
"113","2019-11-20",24.799999
"114","2019-11-21",24.799999
"115","2019-11-22",24.799999
"116","2019-11-25",24.799999
"117","2019-11-26",24.700001
"118","2019-11-27",24.700001
"119","2019-11-29",24.9
"120","2019-12-02",24.799999
"121","2019-12-03",24.700001
"122","2019-12-04",24.75
"123","2019-12-05",24.799999
"124","2019-12-06",24.700001
"125","2019-12-09",24.299999
"126","2019-12-10",24
"127","2019-12-11",24.6
"128","2019-12-12",24.6
"129","2019-12-13",24.6
"130","2019-12-16",24.6
"131","2019-12-17",24.799999
"132","2019-12-18",24.75
"133","2019-12-19",24.75
"134","2019-12-20",24.6
"135","2019-12-23",24.700001
"136","2019-12-24",24.450001
"137","2019-12-26",25.1
"138","2019-12-27",24.6
"139","2019-12-30",24.6
"140","2019-12-31",25.200001
"141","2020-01-02",24.950001
"142","2020-01-03",25
"143","2020-01-06",24.9
"144","2020-01-07",25
"145","2020-01-08",25.190001
"146","2020-01-09",25
"147","2020-01-10",25
"148","2020-01-13",25
"149","2020-01-14",27.4
"150","2020-01-15",24.77
"151","2020-01-16",24.870001
"152","2020-01-17",24.870001
"153","2020-01-21",24.9
"154","2020-01-22",24.870001
"155","2020-01-23",24.950001
"156","2020-01-24",24.950001
"157","2020-01-27",24.922001
"158","2020-01-28",24.889999
"159","2020-01-29",24.77
"160","2020-01-30",24.9
"161","2020-01-31",24.950001
"162","2020-02-03",24.969999
"163","2020-02-04",25.049999
"164","2020-02-05",24.85
"165","2020-02-06",25.1
"166","2020-02-07",25.08
"167","2020-02-10",25.120001
"168","2020-02-11",25.25
"169","2020-02-12",25.299999
"170","2020-02-13",24.799999
"171","2020-02-14",24.860001
"172","2020-02-18",24.91
"173","2020-02-19",24.940001
"174","2020-02-20",24.950001
"175","2020-02-21",24.969999
"176","2020-02-24",24.940001
"177","2020-02-25",24.940001
"178","2020-02-26",24.99
"179","2020-02-27",24.921
"180","2020-02-28",24.209999
"181","2020-03-02",24.85
"182","2020-03-03",24.700001
"183","2020-03-04",24.68
"184","2020-03-05",24.450001
"185","2020-03-06",24.549999
"186","2020-03-09",24.25
"187","2020-03-10",24.191
"188","2020-03-11",24.15
"189","2020-03-12",22.25
"190","2020-03-13",23
"191","2020-03-16",21.879999
"192","2020-03-17",21.75
"193","2020-03-18",20
"194","2020-03-19",19.5
"195","2020-03-20",19
"196","2020-03-23",19.5
"197","2020-03-24",19.1
"198","2020-03-25",19
"199","2020-03-26",19.26
"200","2020-03-27",19.219999
"201","2020-03-30",18.6
"202","2020-03-31",18.6
"203","2020-04-01",18.6
"204","2020-04-02",18.6
"205","2020-04-03",18.65
"206","2020-04-06",18.65
"207","2020-04-07",18.65
"208","2020-04-08",18.65
"209","2020-04-09",19
"210","2020-04-13",19.139999
"211","2020-04-14",19.5
"212","2020-04-15",20.549999
"213","2020-04-16",20.559999
"214","2020-04-17",20.559999
"215","2020-04-20",20.559999
"216","2020-04-21",20.559999
"217","2020-04-22",22
"218","2020-04-23",22
"219","2020-04-24",22
"220","2020-04-27",23
"221","2020-04-28",22.73
"222","2020-04-29",22.73
"223","2020-04-30",23.290001
"224","2020-05-01",23.191999
"225","2020-05-04",23.191999
"226","2020-05-05",22.105
"227","2020-05-06",22.105
"228","2020-05-07",21.35
"229","2020-05-08",21.35
"230","2020-05-11",21.719999
"231","2020-05-12",21.719999
"232","2020-05-13",21
"233","2020-05-14",21
"234","2020-05-15",21
"235","2020-05-18",21
"236","2020-05-19",21
"237","2020-05-20",21
"238","2020-05-21",21
"239","2020-05-22",21
"240","2020-05-26",21
"241","2020-05-27",19.693001
"242","2020-05-28",19.693001
"243","2020-05-29",19.693001
"244","2020-06-01",19.693001
"245","2020-06-02",19.693001
"246","2020-06-03",22.200001
"247","2020-06-04",22.200001
"248","2020-06-05",22.200001
"249","2020-06-08",22.200001
"250","2020-06-09",22.25
"251","2020-06-10",22.299999
"252","2020-06-11",22.299999
"253","2020-06-12",22.299999
"254","2020-06-15",22.299999
"255","2020-06-16",22.299999
"256","2020-06-17",20.049999
"257","2020-06-18",20
"258","2020-06-19",20.950001
"259","2020-06-22",21.312
"260","2020-06-23",21.312
"261","2020-06-24",21.312
"262","2020-06-25",21.312
"263","2020-06-26",21.312
"264","2020-06-29",21.312
"265","2020-06-30",21.312
"266","2020-07-01",21.312
"267","2020-07-02",21.312
"268","2020-07-06",21.312
"269","2020-07-07",21.312
"270","2020-07-08",21.312
"271","2020-07-09",21.312
"272","2020-07-10",21.312
"273","2020-07-13",21.312
"274","2020-07-14",21.312
"275","2020-07-15",21.312
"276","2020-07-16",21.312
"277","2020-07-17",21.312
"278","2020-07-20",21.99
"279","2020-07-21",21.99
"280","2020-07-22",21.608
"281","2020-07-23",21.450001
"282","2020-07-24",21.450001
"283","2020-07-27",21.450001
"284","2020-07-28",21.450001
"285","2020-07-29",21.450001
"286","2020-07-30",21
"287","2020-07-31",21
"288","2020-08-03",21
"289","2020-08-04",20
"290","2020-08-05",21
"291","2020-08-06",20.75
"292","2020-08-07",20.75
"293","2020-08-10",22
"294","2020-08-11",22.5
"295","2020-08-12",22.799999
"296","2020-08-13",22.280001
"297","2020-08-14",22.280001
"298","2020-08-17",22.25
"299","2020-08-18",21.969999
"300","2020-08-19",21.969999
"301","2020-08-20",21.969999
"302","2020-08-21",21.969999
"303","2020-08-24",21.398001
"304","2020-08-25",21.398001
"305","2020-08-26",21.398001
"306","2020-08-27",21.398001
"307","2020-08-28",21.398001
"308","2020-08-31",21.398001
"309","2020-09-01",21.398001
"310","2020-09-02",21.16
"311","2020-09-03",21.16
"312","2020-09-04",21.16
"313","2020-09-08",20.540001
"314","2020-09-09",21.040001
"315","2020-09-10",21.040001
"316","2020-09-11",21.040001
"317","2020-09-14",21.040001
"318","2020-09-15",21.040001
"319","2020-09-16",21.040001
"320","2020-09-17",22
"321","2020-09-18",22
"322","2020-09-21",22
"323","2020-09-22",22
"324","2020-09-23",22
"325","2020-09-24",22.02
"326","2020-09-25",21
"327","2020-09-28",21
"328","2020-09-29",21
"329","2020-09-30",21
"330","2020-10-01",21
"331","2020-10-02",21
"332","2020-10-05",23
"333","2020-10-06",22.591
"334","2020-10-07",22.591
"335","2020-10-08",22.591
"336","2020-10-09",22.591
"337","2020-10-12",23.75
"338","2020-10-13",21.75
"339","2020-10-14",22.23
"340","2020-10-15",22.23
"341","2020-10-16",21.83
"342","2020-10-19",21.83
"343","2020-10-20",22.620001
"344","2020-10-21",22.239
"345","2020-10-22",22.5
"346","2020-10-23",22.5
"347","2020-10-26",22.5
"348","2020-10-27",21.790001
"349","2020-10-28",22.85
"350","2020-10-29",22.85
"351","2020-10-30",22.85
"352","2020-11-02",22.85
"353","2020-11-03",22.799999
"354","2020-11-04",22.360001
"355","2020-11-05",22.360001
"356","2020-11-06",23.5
"357","2020-11-09",23.950001
"358","2020-11-10",23.99
"359","2020-11-11",24.360001
"360","2020-11-12",24.360001
"361","2020-11-13",23.486
"362","2020-11-16",23.486
"363","2020-11-17",22.879999
"364","2020-11-18",22.5
"365","2020-11-19",22.775
"366","2020-11-20",22.9
"367","2020-11-23",22.450001
"368","2020-11-24",22.42
"369","2020-11-25",22.42
"370","2020-11-27",22.42
