"","date","GSIT"
"363","2008-09-04",3.82
"364","2008-09-05",3.8
"365","2008-09-08",3.65
"366","2008-09-09",3.56
"367","2008-09-10",3.54
"368","2008-09-11",3.61
"369","2008-09-12",3.61
"370","2008-09-15",3.49
"371","2008-09-16",3.61
"372","2008-09-17",3.53
"373","2008-09-18",3.64
"374","2008-09-19",3.65
"375","2008-09-22",3.51
"376","2008-09-23",3.43
"377","2008-09-24",3.65
"378","2008-09-25",3.64
"379","2008-09-26",3.72
"380","2008-09-29",3.7
"381","2008-09-30",3.6
"382","2008-10-01",3.6
"383","2008-10-02",3.6
"384","2008-10-03",3.64
"385","2008-10-06",3.6
"386","2008-10-07",3.47
"387","2008-10-08",3.54
"388","2008-10-09",3.5
"389","2008-10-10",3.3
"390","2008-10-13",3.4
"391","2008-10-14",3.37
"392","2008-10-15",3.21
"393","2008-10-16",3.19
"394","2008-10-17",3.29
"395","2008-10-20",3.43
"396","2008-10-21",3.7
"397","2008-10-22",3.3
"398","2008-10-23",3.08
"399","2008-10-24",3.05
"400","2008-10-27",3.29
"401","2008-10-28",3.4
"402","2008-10-29",3.3
"403","2008-10-30",3.4
"404","2008-10-31",3.5
"405","2008-11-03",3.37
"406","2008-11-04",3.3
"407","2008-11-05",3.25
"408","2008-11-06",3.22
"409","2008-11-07",3.34
"410","2008-11-10",3.4
"411","2008-11-11",3.32
"412","2008-11-12",3.3
"413","2008-11-13",3.26
"414","2008-11-14",3.2
"415","2008-11-17",3.26
"416","2008-11-18",3.23
"417","2008-11-19",3.17
"418","2008-11-20",3.22
"419","2008-11-21",3.19
"420","2008-11-24",3.25
"421","2008-11-25",3.23
"422","2008-11-26",3.2
"423","2008-11-28",3.15
"424","2008-12-01",3.21
"425","2008-12-02",3.23
"426","2008-12-03",3.11
"427","2008-12-04",3.11
"428","2008-12-05",2.94
"429","2008-12-08",2.9
"430","2008-12-09",2.82
"431","2008-12-10",2.8
"432","2008-12-11",2.79
"433","2008-12-12",2.77
"434","2008-12-15",2.82
"435","2008-12-16",2.8
"436","2008-12-17",2.79
"437","2008-12-18",2.77
"438","2008-12-19",2.85
"439","2008-12-22",2.85
"440","2008-12-23",2.75
"441","2008-12-24",2.86
"442","2008-12-26",2.8
"443","2008-12-29",2.81
"444","2008-12-30",2.83
"445","2008-12-31",2.74
"446","2009-01-02",2.78
"447","2009-01-05",2.7
"448","2009-01-06",2.88
"449","2009-01-07",2.8
"450","2009-01-08",2.81
"451","2009-01-09",2.8
"452","2009-01-12",2.81
"453","2009-01-13",2.76
"454","2009-01-14",2.75
"455","2009-01-15",2.62
"456","2009-01-16",2.63
"457","2009-01-20",2.62
"458","2009-01-21",2.64
"459","2009-01-22",2.64
"460","2009-01-23",2.57
"461","2009-01-26",2.57
"462","2009-01-27",2.51
"463","2009-01-28",2.53
"464","2009-01-29",2.57
"465","2009-01-30",2.58
"466","2009-02-02",2.56
"467","2009-02-03",2.58
"468","2009-02-04",2.5
"469","2009-02-05",2.52
"470","2009-02-06",2.43
"471","2009-02-09",2.43
"472","2009-02-10",2.43
"473","2009-02-11",2.45
"474","2009-02-12",2.45
"475","2009-02-13",2.4
"476","2009-02-17",2.53
"477","2009-02-18",2.31
"478","2009-02-19",2.2
"479","2009-02-20",2.3
"480","2009-02-23",2.22
"481","2009-02-24",2.2
"482","2009-02-25",2.19
"483","2009-02-26",2.26
"484","2009-02-27",2.21
"485","2009-03-02",2.1
"486","2009-03-03",2.09
"487","2009-03-04",2.1
"488","2009-03-05",2.1
"489","2009-03-06",2.25
"490","2009-03-09",2.15
"491","2009-03-10",2.3
"492","2009-03-11",2.3
"493","2009-03-12",2.16
"494","2009-03-13",2.19
"495","2009-03-16",2.17
"496","2009-03-17",2.22
"497","2009-03-18",2.38
"498","2009-03-19",2.44
"499","2009-03-20",2.43
"500","2009-03-23",2.32
"501","2009-03-24",2.39
"502","2009-03-25",2.41
"503","2009-03-26",2.58
"504","2009-03-27",2.6
"505","2009-03-30",2.57
"506","2009-03-31",2.54
"507","2009-04-01",2.46
"508","2009-04-02",2.56
"509","2009-04-03",2.49
"510","2009-04-06",2.49
"511","2009-04-07",2.5
"512","2009-04-08",2.51
"513","2009-04-09",2.67
"514","2009-04-13",2.67
"515","2009-04-14",2.55
"516","2009-04-15",2.49
"517","2009-04-16",2.4
"518","2009-04-17",2.54
"519","2009-04-20",2.41
"520","2009-04-21",2.71
"521","2009-04-22",2.75
"522","2009-04-23",2.86
"523","2009-04-24",3
"524","2009-04-27",3.01
"525","2009-04-28",3.05
"526","2009-04-29",3.05
"527","2009-04-30",3.09
"528","2009-05-01",3.14
"529","2009-05-04",3.09
"530","2009-05-05",3.15
"531","2009-05-06",3
"532","2009-05-07",3.15
"533","2009-05-08",3.07
"534","2009-05-11",3.38
"535","2009-05-12",3.33
"536","2009-05-13",3.25
"537","2009-05-14",3.12
"538","2009-05-15",3.11
"539","2009-05-18",3.31
"540","2009-05-19",3.38
"541","2009-05-20",3.51
"542","2009-05-21",3.42
"543","2009-05-22",3.49
"544","2009-05-26",3.42
"545","2009-05-27",3.45
"546","2009-05-28",3.45
"547","2009-05-29",3.43
"548","2009-06-01",3.43
"549","2009-06-02",3.46
"550","2009-06-03",3.46
"551","2009-06-04",3.43
"552","2009-06-05",3.39
"553","2009-06-08",3.43
"554","2009-06-09",3.45
"555","2009-06-10",3.34
"556","2009-06-11",3.42
"557","2009-06-12",3.46
"558","2009-06-15",3.41
"559","2009-06-16",3.46
"560","2009-06-17",3.46
"561","2009-06-18",3.41
"562","2009-06-19",3.44
"563","2009-06-22",3.45
"564","2009-06-23",3.33
"565","2009-06-24",3.39
"566","2009-06-25",3.47
"567","2009-06-26",3.88
"568","2009-06-29",3.89
"569","2009-06-30",3.86
"570","2009-07-01",3.97
"571","2009-07-02",3.92
"572","2009-07-06",3.87
"573","2009-07-07",3.85
"574","2009-07-08",3.85
"575","2009-07-09",3.92
"576","2009-07-10",3.99
"577","2009-07-13",4
"578","2009-07-14",4
"579","2009-07-15",4.04
"580","2009-07-16",4.1
"581","2009-07-17",3.98
"582","2009-07-20",4.11
"583","2009-07-21",4.12
"584","2009-07-22",4.15
"585","2009-07-23",4.15
"586","2009-07-24",4.23
"587","2009-07-27",4.25
"588","2009-07-28",4.29
"589","2009-07-29",4.37
"590","2009-07-30",4.39
"591","2009-07-31",3.96
"592","2009-08-03",4
"593","2009-08-04",4.15
"594","2009-08-05",3.86
"595","2009-08-06",3.75
"596","2009-08-07",3.77
"597","2009-08-10",3.61
"598","2009-08-11",3.69
"599","2009-08-12",3.78
"600","2009-08-13",3.83
"601","2009-08-14",3.76
"602","2009-08-17",3.78
"603","2009-08-18",3.82
"604","2009-08-19",3.88
"605","2009-08-20",3.93
"606","2009-08-21",4
"607","2009-08-24",4.02
"608","2009-08-25",3.93
"609","2009-08-26",3.95
"610","2009-08-27",3.94
"611","2009-08-28",3.85
"612","2009-08-31",3.75
"613","2009-09-01",3.61
"614","2009-09-02",3.7
"615","2009-09-03",3.7
"616","2009-09-04",3.69
"617","2009-09-08",3.61
"618","2009-09-09",3.63
"619","2009-09-10",3.74
"620","2009-09-11",3.67
"621","2009-09-14",3.63
"622","2009-09-15",3.61
"623","2009-09-16",3.7
"624","2009-09-17",3.72
"625","2009-09-18",3.67
"626","2009-09-21",3.78
"627","2009-09-22",3.97
"628","2009-09-23",3.84
"629","2009-09-24",3.86
"630","2009-09-25",4.1
"631","2009-09-28",4
"632","2009-09-29",4
"633","2009-09-30",3.99
"634","2009-10-01",4.02
"635","2009-10-02",4.06
"636","2009-10-05",4.04
"637","2009-10-06",4.1
"638","2009-10-07",4.12
"639","2009-10-08",4.09
"640","2009-10-09",4.15
"641","2009-10-12",4.15
"642","2009-10-13",4.1
"643","2009-10-14",4.22
"644","2009-10-15",4.18
"645","2009-10-16",4.04
"646","2009-10-19",4
"647","2009-10-20",3.76
"648","2009-10-21",3.76
"649","2009-10-22",3.87
"650","2009-10-23",3.7
"651","2009-10-26",3.68
"652","2009-10-27",3.71
"653","2009-10-28",3.6
"654","2009-10-29",3.57
"655","2009-10-30",3.61
"656","2009-11-02",3.43
"657","2009-11-03",3.26
"658","2009-11-04",3.25
"659","2009-11-05",3.37
"660","2009-11-06",3.5
"661","2009-11-09",3.62
"662","2009-11-10",3.62
"663","2009-11-11",3.57
"664","2009-11-12",3.59
"665","2009-11-13",3.6
"666","2009-11-16",3.6
"667","2009-11-17",3.7
"668","2009-11-18",3.63
"669","2009-11-19",3.51
"670","2009-11-20",3.57
"671","2009-11-23",3.65
"672","2009-11-24",3.58
"673","2009-11-25",3.5
"674","2009-11-27",3.4
"675","2009-11-30",4.67
"676","2009-12-01",4.79
"677","2009-12-02",4.23
"678","2009-12-03",4.29
"679","2009-12-04",4.58
"680","2009-12-07",4.43
"681","2009-12-08",4.49
"682","2009-12-09",4.38
"683","2009-12-10",4.52
"684","2009-12-11",4.41
"685","2009-12-14",4.34
"686","2009-12-15",4.17
"687","2009-12-16",4.05
"688","2009-12-17",4
"689","2009-12-18",4.44
"690","2009-12-21",4.45
"691","2009-12-22",4.42
"692","2009-12-23",4.45
"693","2009-12-24",4.47
"694","2009-12-28",4.73
"695","2009-12-29",4.74
"696","2009-12-30",4.7
"697","2009-12-31",4.48
"698","2010-01-04",4.74
"699","2010-01-05",4.7
"700","2010-01-06",5
"701","2010-01-07",4.99
"702","2010-01-08",4.99
"703","2010-01-11",5
"704","2010-01-12",4.82
"705","2010-01-13",5.21
"706","2010-01-14",5.38
"707","2010-01-15",5.08
"708","2010-01-19",4.94
"709","2010-01-20",4.83
"710","2010-01-21",4.49
"711","2010-01-22",4.45
"712","2010-01-25",4.47
"713","2010-01-26",4.52
"714","2010-01-27",4.49
"715","2010-01-28",4.33
"716","2010-01-29",4.46
"717","2010-02-01",4.42
"718","2010-02-02",4.4
"719","2010-02-03",4.64
"720","2010-02-04",4.63
"721","2010-02-05",4.5
"722","2010-02-08",4.43
"723","2010-02-09",4.33
"724","2010-02-10",4.33
"725","2010-02-11",4.34
"726","2010-02-12",4.36
"727","2010-02-16",4.49
"728","2010-02-17",4.58
"729","2010-02-18",4.51
"730","2010-02-19",4.56
"731","2010-02-22",4.64
"732","2010-02-23",4.65
"733","2010-02-24",4.59
"734","2010-02-25",4.43
"735","2010-02-26",4.47
"736","2010-03-01",4.58
"737","2010-03-02",4.73
"738","2010-03-03",4.64
"739","2010-03-04",4.68
"740","2010-03-05",4.71
"741","2010-03-08",4.76
"742","2010-03-09",4.92
"743","2010-03-10",4.95
"744","2010-03-11",4.93
"745","2010-03-12",4.83
"746","2010-03-15",4.65
"747","2010-03-16",4.72
"748","2010-03-17",4.72
"749","2010-03-18",4.75
"750","2010-03-19",4.6
"751","2010-03-22",4.47
"752","2010-03-23",4.77
"753","2010-03-24",4.9
"754","2010-03-25",4.76
"755","2010-03-26",4.67
"756","2010-03-29",4.7
"757","2010-03-30",4.75
"758","2010-03-31",4.66
"759","2010-04-01",4.8
"760","2010-04-05",4.66
"761","2010-04-06",4.67
"762","2010-04-07",4.82
"763","2010-04-08",4.9
"764","2010-04-09",4.91
"765","2010-04-12",5.25
"766","2010-04-13",5.37
"767","2010-04-14",5.75
"768","2010-04-15",5.8
"769","2010-04-16",5.73
"770","2010-04-19",5.72
"771","2010-04-20",6
"772","2010-04-21",5.83
"773","2010-04-22",6.1
"774","2010-04-23",6.04
"775","2010-04-26",5.99
"776","2010-04-27",6.04
"777","2010-04-28",6.01
"778","2010-04-29",6.73
"779","2010-04-30",6.47
"780","2010-05-03",6.7
"781","2010-05-04",6.26
"782","2010-05-05",6.08
"783","2010-05-06",5.98
"784","2010-05-07",5.47
"785","2010-05-10",6
"786","2010-05-11",6.29
"787","2010-05-12",6.6
"788","2010-05-13",6.49
"789","2010-05-14",6.23
"790","2010-05-17",6.28
"791","2010-05-18",6.03
"792","2010-05-19",6.19
"793","2010-05-20",5.8
"794","2010-05-21",5.83
"795","2010-05-24",5.67
"796","2010-05-25",5.64
"797","2010-05-26",5.77
"798","2010-05-27",6.04
"799","2010-05-28",5.92
"800","2010-06-01",6.01
"801","2010-06-02",6.43
"802","2010-06-03",6.38
"803","2010-06-04",6.23
"804","2010-06-07",5.8
"805","2010-06-08",5.6
"806","2010-06-09",5.69
"807","2010-06-10",5.84
"808","2010-06-11",5.8
"809","2010-06-14",5.96
"810","2010-06-15",6.33
"811","2010-06-16",6.31
"812","2010-06-17",6.44
"813","2010-06-18",6.58
"814","2010-06-21",6.47
"815","2010-06-22",6.31
"816","2010-06-23",6.16
"817","2010-06-24",6.1
"818","2010-06-25",6.44
"819","2010-06-28",6.54
"820","2010-06-29",5.85
"821","2010-06-30",5.72
"822","2010-07-01",5.64
"823","2010-07-02",5.8
"824","2010-07-06",5.51
"825","2010-07-07",5.93
"826","2010-07-08",5.88
"827","2010-07-09",5.97
"828","2010-07-12",6.05
"829","2010-07-13",6.38
"830","2010-07-14",6.15
"831","2010-07-15",6
"832","2010-07-16",5.84
"833","2010-07-19",6.17
"834","2010-07-20",6.19
"835","2010-07-21",6.15
"836","2010-07-22",6.49
"837","2010-07-23",6.49
"838","2010-07-26",6.38
"839","2010-07-27",6.47
"840","2010-07-28",6.49
"841","2010-07-29",6.28
"842","2010-07-30",6.8
"843","2010-08-02",7
"844","2010-08-03",6.94
"845","2010-08-04",6.76
"846","2010-08-05",6.82
"847","2010-08-06",6.66
"848","2010-08-09",6.82
"849","2010-08-10",6.5
"850","2010-08-11",6.17
"851","2010-08-12",6
"852","2010-08-13",6.03
"853","2010-08-16",6.19
"854","2010-08-17",6.17
"855","2010-08-18",6.13
"856","2010-08-19",6.14
"857","2010-08-20",6.22
"858","2010-08-23",6.05
"859","2010-08-24",6.07
"860","2010-08-25",6.15
"861","2010-08-26",5.81
"862","2010-08-27",5.89
"863","2010-08-30",5.71
"864","2010-08-31",5.8
"865","2010-09-01",6.07
"866","2010-09-02",6.04
"867","2010-09-03",6.14
"868","2010-09-07",5.84
"869","2010-09-08",5.75
"870","2010-09-09",5.62
"871","2010-09-10",5.59
"872","2010-09-13",5.8
"873","2010-09-14",6.01
"874","2010-09-15",6.06
"875","2010-09-16",5.87
"876","2010-09-17",5.78
"877","2010-09-20",5.81
"878","2010-09-21",5.93
"879","2010-09-22",5.8
"880","2010-09-23",5.73
"881","2010-09-24",5.9
"882","2010-09-27",5.74
"883","2010-09-28",5.81
"884","2010-09-29",5.84
"885","2010-09-30",5.74
"886","2010-10-01",5.81
"887","2010-10-04",5.75
"888","2010-10-05",5.93
"889","2010-10-06",5.7
"890","2010-10-07",5.66
"891","2010-10-08",5.78
"892","2010-10-11",5.81
"893","2010-10-12",6
"894","2010-10-13",6.31
"895","2010-10-14",6.39
"896","2010-10-15",6.54
"897","2010-10-18",6.5
"898","2010-10-19",6.31
"899","2010-10-20",6.44
"900","2010-10-21",6.19
"901","2010-10-22",6.39
"902","2010-10-25",6.3
"903","2010-10-26",6.22
"904","2010-10-27",6.2
"905","2010-10-28",6.12
"906","2010-10-29",6.95
"907","2010-11-01",6.82
"908","2010-11-02",6.67
"909","2010-11-03",6.9
"910","2010-11-04",7.12
"911","2010-11-05",7.17
"912","2010-11-08",7.23
"913","2010-11-09",7.04
"914","2010-11-10",7.07
"915","2010-11-11",6.99
"916","2010-11-12",6.93
"917","2010-11-15",7.06
"918","2010-11-16",7.01
"919","2010-11-17",7.01
"920","2010-11-18",7.24
"921","2010-11-19",7.27
"922","2010-11-22",7.4
"923","2010-11-23",7.33
"924","2010-11-24",7.5
"925","2010-11-26",7.49
"926","2010-11-29",7.47
"927","2010-11-30",7.4
"928","2010-12-01",7.5
"929","2010-12-02",7.51
"930","2010-12-03",7.58
"931","2010-12-06",7.76
"932","2010-12-07",7.82
"933","2010-12-08",7.83
"934","2010-12-09",7.99
"935","2010-12-10",7.93
"936","2010-12-13",7.85
"937","2010-12-14",7.71
"938","2010-12-15",7.76
"939","2010-12-16",7.9
"940","2010-12-17",7.88
"941","2010-12-20",7.89
"942","2010-12-21",7.94
"943","2010-12-22",7.98
"944","2010-12-23",8.1
"945","2010-12-27",8.18
"946","2010-12-28",8.2
"947","2010-12-29",8.2
"948","2010-12-30",8.19
"949","2010-12-31",8.1
"950","2011-01-03",8.28
"951","2011-01-04",8.2
"952","2011-01-05",8.22
"953","2011-01-06",8.4
"954","2011-01-07",8.4
"955","2011-01-10",9.17
"956","2011-01-11",9.51
"957","2011-01-12",9.54
"958","2011-01-13",9.7
"959","2011-01-14",9.96
"960","2011-01-18",10.09
"961","2011-01-19",9.47
"962","2011-01-20",9.2
"963","2011-01-21",9.48
"964","2011-01-24",9.56
"965","2011-01-25",9.47
"966","2011-01-26",9.7
"967","2011-01-27",9.96
"968","2011-01-28",9.27
"969","2011-01-31",9.2
"970","2011-02-01",9.32
"971","2011-02-02",9.34
"972","2011-02-03",9.37
"973","2011-02-04",9.27
"974","2011-02-07",9.42
"975","2011-02-08",9.43
"976","2011-02-09",9.37
"977","2011-02-10",9.3
"978","2011-02-11",9.38
"979","2011-02-14",9.39
"980","2011-02-15",9.32
"981","2011-02-16",9.37
"982","2011-02-17",9.4
"983","2011-02-18",9.78
"984","2011-02-22",9.27
"985","2011-02-23",8.94
"986","2011-02-24",9.29
"987","2011-02-25",9.45
"988","2011-02-28",9.41
"989","2011-03-01",9.2
"990","2011-03-02",9.18
"991","2011-03-03",9.49
"992","2011-03-04",9.61
"993","2011-03-07",9
"994","2011-03-08",9.02
"995","2011-03-09",8.83
"996","2011-03-10",8.42
"997","2011-03-11",8.41
"998","2011-03-14",8.4
"999","2011-03-15",8.38
"1000","2011-03-16",8.25
"1001","2011-03-17",8.33
"1002","2011-03-18",8.3
