"","date","REG"
"1","2007-01-03",78.639999
"2","2007-01-04",78.510002
"3","2007-01-05",77.279999
"4","2007-01-08",76.25
"5","2007-01-09",77.75
"6","2007-01-10",78.919998
"7","2007-01-11",79.559998
"8","2007-01-12",79.949997
"9","2007-01-16",81.519997
"10","2007-01-17",81.93
"11","2007-01-18",81.18
"12","2007-01-19",81.82
"13","2007-01-22",81.32
"14","2007-01-23",81.830002
"15","2007-01-24",83.059998
"16","2007-01-25",84.629997
"17","2007-01-26",85.040001
"18","2007-01-29",85.459999
"19","2007-01-30",86.300003
"20","2007-01-31",87.099998
"21","2007-02-01",88.449997
"22","2007-02-02",88.57
"23","2007-02-05",88.510002
"24","2007-02-06",89.82
"25","2007-02-07",92.790001
"26","2007-02-08",91.629997
"27","2007-02-09",90.730003
"28","2007-02-12",88.339996
"29","2007-02-13",89.540001
"30","2007-02-14",88.010002
"31","2007-02-15",88.519997
"32","2007-02-16",88.25
"33","2007-02-20",89.010002
"34","2007-02-21",88.75
"35","2007-02-22",88.629997
"36","2007-02-23",87.18
"37","2007-02-26",87.019997
"38","2007-02-27",84.050003
"39","2007-02-28",85.739998
"40","2007-03-01",85.519997
"41","2007-03-02",83.889999
"42","2007-03-05",79.93
"43","2007-03-06",82.769997
"44","2007-03-07",81.290001
"45","2007-03-08",82.660004
"46","2007-03-09",83.589996
"47","2007-03-12",84.110001
"48","2007-03-13",81.790001
"49","2007-03-14",82.25
"50","2007-03-15",82.959999
"51","2007-03-16",81.769997
"52","2007-03-19",82.75
"53","2007-03-20",83.260002
"54","2007-03-21",84.629997
"55","2007-03-22",84.849998
"56","2007-03-23",84.889999
"57","2007-03-26",83.239998
"58","2007-03-27",82.18
"59","2007-03-28",81.940002
"60","2007-03-29",81.669998
"61","2007-03-30",83.550003
"62","2007-04-02",84.470001
"63","2007-04-03",84.389999
"64","2007-04-04",83.989998
"65","2007-04-05",83.589996
"66","2007-04-09",84.160004
"67","2007-04-10",84.900002
"68","2007-04-11",83.389999
"69","2007-04-12",82.580002
"70","2007-04-13",83.519997
"71","2007-04-16",83.540001
"72","2007-04-17",84.389999
"73","2007-04-18",83.440002
"74","2007-04-19",82.769997
"75","2007-04-20",83.599998
"76","2007-04-23",84.959999
"77","2007-04-24",84.25
"78","2007-04-25",84.129997
"79","2007-04-26",83.769997
"80","2007-04-27",84.190002
"81","2007-04-30",82.400002
"82","2007-05-01",81.480003
"83","2007-05-02",81.940002
"84","2007-05-03",82.489998
"85","2007-05-04",82.129997
"86","2007-05-07",82.150002
"87","2007-05-08",81.620003
"88","2007-05-09",81.949997
"89","2007-05-10",80.580002
"90","2007-05-11",81.25
"91","2007-05-14",80.199997
"92","2007-05-15",78.580002
"93","2007-05-16",77.440002
"94","2007-05-17",75.800003
"95","2007-05-18",74.529999
"96","2007-05-21",74.760002
"97","2007-05-22",75.629997
"98","2007-05-23",74.860001
"99","2007-05-24",73.379997
"100","2007-05-25",73.879997
"101","2007-05-29",76.25
"102","2007-05-30",78.959999
"103","2007-05-31",78.57
"104","2007-06-01",78.669998
"105","2007-06-04",79.650002
"106","2007-06-05",78.459999
"107","2007-06-06",77.449997
"108","2007-06-07",75.639999
"109","2007-06-08",76.379997
"110","2007-06-11",74.68
"111","2007-06-12",73.519997
"112","2007-06-13",74.629997
"113","2007-06-14",73.75
"114","2007-06-15",74.379997
"115","2007-06-18",72.440002
"116","2007-06-19",72.830002
"117","2007-06-20",71.290001
"118","2007-06-21",71.010002
"119","2007-06-22",70.099998
"120","2007-06-25",68.730003
"121","2007-06-26",68.5
"122","2007-06-27",70.580002
"123","2007-06-28",70.370003
"124","2007-06-29",70.5
"125","2007-07-02",72.410004
"126","2007-07-03",72.589996
"127","2007-07-05",73.610001
"128","2007-07-06",73.660004
"129","2007-07-09",73.480003
"130","2007-07-10",71.480003
"131","2007-07-11",71.080002
"132","2007-07-12",72.07
"133","2007-07-13",73.650002
"134","2007-07-16",73.300003
"135","2007-07-17",72.720001
"136","2007-07-18",72.5
"137","2007-07-19",72.489998
"138","2007-07-20",70.550003
"139","2007-07-23",69.379997
"140","2007-07-24",68.050003
"141","2007-07-25",67.209999
"142","2007-07-26",66.040001
"143","2007-07-27",63.720001
"144","2007-07-30",64.269997
"145","2007-07-31",64.870003
"146","2007-08-01",65.25
"147","2007-08-02",66.529999
"148","2007-08-03",66
"149","2007-08-06",67.800003
"150","2007-08-07",68.169998
"151","2007-08-08",70.25
"152","2007-08-09",70.389999
"153","2007-08-10",67.489998
"154","2007-08-13",65.82
"155","2007-08-14",63.75
"156","2007-08-15",62.529999
"157","2007-08-16",63
"158","2007-08-17",65.519997
"159","2007-08-20",68.389999
"160","2007-08-21",69.529999
"161","2007-08-22",70.169998
"162","2007-08-23",69.449997
"163","2007-08-24",69.620003
"164","2007-08-27",67.790001
"165","2007-08-28",65.650002
"166","2007-08-29",67.25
"167","2007-08-30",67.699997
"168","2007-08-31",69.470001
"169","2007-09-04",70.93
"170","2007-09-05",69.839996
"171","2007-09-06",70.400002
"172","2007-09-07",68.75
"173","2007-09-10",68.110001
"174","2007-09-11",69.300003
"175","2007-09-12",69.550003
"176","2007-09-13",70.309998
"177","2007-09-14",71.910004
"178","2007-09-17",71.160004
"179","2007-09-18",73.089996
"180","2007-09-19",75.349998
"181","2007-09-20",73.669998
"182","2007-09-21",73.360001
"183","2007-09-24",75.040001
"184","2007-09-25",73.699997
"185","2007-09-26",74.160004
"186","2007-09-27",75.940002
"187","2007-09-28",76.75
"188","2007-10-01",77.330002
"189","2007-10-02",78.389999
"190","2007-10-03",78.379997
"191","2007-10-04",78.849998
"192","2007-10-05",79.730003
"193","2007-10-08",79.129997
"194","2007-10-09",80.059998
"195","2007-10-10",79.260002
"196","2007-10-11",78.209999
"197","2007-10-12",78
"198","2007-10-15",76.849998
"199","2007-10-16",75.540001
"200","2007-10-17",74.68
"201","2007-10-18",73.93
"202","2007-10-19",71.18
"203","2007-10-22",71.480003
"204","2007-10-23",72.279999
"205","2007-10-24",70.949997
"206","2007-10-25",70.059998
"207","2007-10-26",70.68
"208","2007-10-29",70.220001
"209","2007-10-30",70.370003
"210","2007-10-31",71.480003
"211","2007-11-01",69.870003
"212","2007-11-02",69.580002
"213","2007-11-05",69.489998
"214","2007-11-06",70.330002
"215","2007-11-07",68.779999
"216","2007-11-08",70.230003
"217","2007-11-09",70.080002
"218","2007-11-12",69.400002
"219","2007-11-13",71.199997
"220","2007-11-14",69.989998
"221","2007-11-15",69.059998
"222","2007-11-16",67.559998
"223","2007-11-19",66.730003
"224","2007-11-20",65.389999
"225","2007-11-21",66.220001
"226","2007-11-23",67.610001
"227","2007-11-26",62.610001
"228","2007-11-27",64.029999
"229","2007-11-28",65.150002
"230","2007-11-29",64.440002
"231","2007-11-30",66.440002
"232","2007-12-03",66.349998
"233","2007-12-04",65.519997
"234","2007-12-05",67.639999
"235","2007-12-06",69.690002
"236","2007-12-07",69.059998
"237","2007-12-10",70.839996
"238","2007-12-11",67.489998
"239","2007-12-12",66.5
"240","2007-12-13",65.68
"241","2007-12-14",63.459999
"242","2007-12-17",62.220001
"243","2007-12-18",62.630001
"244","2007-12-19",64.010002
"245","2007-12-20",64.669998
