"","date","STWD"
"1","2009-08-12",16.126431
"2","2009-08-13",16.126431
"3","2009-08-14",15.860345
"4","2009-08-17",15.642638
"5","2009-08-18",15.755524
"6","2009-08-19",15.965167
"7","2009-08-20",16.158684
"8","2009-08-21",16.094179
"9","2009-08-24",16.126431
"10","2009-08-25",15.932914
"11","2009-08-26",16.086115
"12","2009-08-27",15.884535
"13","2009-08-28",15.884535
"14","2009-08-31",15.957104
"15","2009-09-01",15.803903
"16","2009-09-02",16.029673
"17","2009-09-03",16.069988
"18","2009-09-04",16.069988
"19","2009-09-08",15.892598
"20","2009-09-09",15.860345
"21","2009-09-10",15.852282
"22","2009-09-11",15.844218
"23","2009-09-14",15.916787
"24","2009-09-15",15.811966
"25","2009-09-16",16.005484
"26","2009-09-17",16.045799
"27","2009-09-18",16.078053
"28","2009-09-21",16.029673
"29","2009-09-22",16.02161
"30","2009-09-23",15.965167
"31","2009-09-24",15.932914
"32","2009-09-25",15.811966
"33","2009-09-28",15.868408
"34","2009-09-29",16.013546
"35","2009-09-30",16.328012
"36","2009-10-01",16.150621
"37","2009-10-02",16.134495
"38","2009-10-05",16.134495
"39","2009-10-06",16.360264
"40","2009-10-07",16.279633
"41","2009-10-08",16.319948
"42","2009-10-09",16.311886
"43","2009-10-12",16.231253
"44","2009-10-13",16.319948
"45","2009-10-14",16.352201
"46","2009-10-15",16.392517
"47","2009-10-16",16.384455
"48","2009-10-19",16.682793
"49","2009-10-20",16.610224
"50","2009-10-21",16.408644
"51","2009-10-22",16.561846
"52","2009-10-23",16.384455
"53","2009-10-26",16.311886
"54","2009-10-27",16.336075
"55","2009-10-28",16.158684
"56","2009-10-29",16.263506
"57","2009-10-30",16.231253
"58","2009-11-02",16.295759
"59","2009-11-03",16.336075
"60","2009-11-04",15.844218
"61","2009-11-05",15.92485
"62","2009-11-06",15.932914
"63","2009-11-09",15.92485
"64","2009-11-10",15.811966
"65","2009-11-11",15.828093
"66","2009-11-12",15.658765
"67","2009-11-13",15.72327
"68","2009-11-16",16.061926
"69","2009-11-17",16.078053
"70","2009-11-18",16.126431
"71","2009-11-19",15.828093
"72","2009-11-20",15.932914
"73","2009-11-23",15.892598
"74","2009-11-24",15.836156
"75","2009-11-25",15.72327
"76","2009-11-27",15.562006
"77","2009-11-30",15.642638
"78","2009-12-01",15.731334
"79","2009-12-02",15.92485
"80","2009-12-03",15.731334
"81","2009-12-04",15.715207
"82","2009-12-07",15.626512
"83","2009-12-08",15.489437
"84","2009-12-09",15.166908
"85","2009-12-10",15.52169
"86","2009-12-11",15.562006
"87","2009-12-14",15.449121
"88","2009-12-15",15.376553
"89","2009-12-16",15.263667
"90","2009-12-17",15.312046
"91","2009-12-18",15.279794
"92","2009-12-21",15.279794
"93","2009-12-22",15.118529
"94","2009-12-23",15.158845
"95","2009-12-24",15.183035
"96","2009-12-28",14.892759
"97","2009-12-29",15.166908
