"","date","GNUS"
"258","2013-02-13",25.5
"259","2013-02-14",25.5
"260","2013-02-15",30
"261","2013-02-19",30
"262","2013-02-20",30
"263","2013-02-21",30
"264","2013-02-22",25.5
"265","2013-02-25",25.5
"266","2013-02-26",25.5
"267","2013-02-27",25.5
"268","2013-02-28",25.5
"269","2013-03-01",25.5
"270","2013-03-04",25.5
"271","2013-03-05",28.5
"272","2013-03-06",28.5
"273","2013-03-07",28.5
"274","2013-03-08",30
"275","2013-03-11",31.5
"276","2013-03-12",30.299999
"277","2013-03-13",30
"278","2013-03-14",30
"279","2013-03-15",19.5
"280","2013-03-18",21
"281","2013-03-19",25.5
"282","2013-03-20",25.5
"283","2013-03-21",24
"284","2013-03-22",24
"285","2013-03-25",27
"286","2013-03-26",27
"287","2013-03-27",27
"288","2013-03-28",27
"289","2013-04-01",27
"290","2013-04-02",27
"291","2013-04-03",24
"292","2013-04-04",24
"293","2013-04-05",24
"294","2013-04-08",18.9
"295","2013-04-09",18.6
"296","2013-04-10",18.6
"297","2013-04-11",24
"298","2013-04-12",22.5
"299","2013-04-15",22.5
"300","2013-04-16",22.5
"301","2013-04-17",21
"302","2013-04-18",21
"303","2013-04-19",21
"304","2013-04-22",18
"305","2013-04-23",18
"306","2013-04-24",18
"307","2013-04-25",17.4
"308","2013-04-26",17.4
"309","2013-04-29",17.4
"310","2013-04-30",17.4
"311","2013-05-01",17.4
"312","2013-05-02",17.4
"313","2013-05-03",18
"314","2013-05-06",18
"315","2013-05-07",15
"316","2013-05-08",15
"317","2013-05-09",14.1
"318","2013-05-10",14.1
"319","2013-05-13",14.1
"320","2013-05-14",15
"321","2013-05-15",13.5
"322","2013-05-16",13.5
"323","2013-05-17",15
"324","2013-05-20",15
"325","2013-05-21",15
"326","2013-05-22",15
"327","2013-05-23",16.200001
"328","2013-05-24",18
"329","2013-05-28",18
"330","2013-05-29",15
"331","2013-05-30",18
"332","2013-05-31",18
"333","2013-06-03",18
"334","2013-06-04",18
"335","2013-06-05",18
"336","2013-06-06",18
"337","2013-06-07",14.1
"338","2013-06-10",14.4
"339","2013-06-11",14.4
"340","2013-06-12",21.6
"341","2013-06-13",30.299999
"342","2013-06-14",21
"343","2013-06-17",19.5
"344","2013-06-18",19.5
"345","2013-06-19",18
"346","2013-06-20",19.5
"347","2013-06-21",16.5
"348","2013-06-24",19.5
"349","2013-06-25",21
"350","2013-06-26",21
"351","2013-06-27",21
"352","2013-06-28",21
"353","2013-07-01",21
"354","2013-07-02",21
"355","2013-07-03",21
"356","2013-07-05",21
"357","2013-07-08",18
"358","2013-07-09",18
"359","2013-07-10",18
"360","2013-07-11",18
"361","2013-07-12",18
"362","2013-07-15",16.5
"363","2013-07-16",18
"364","2013-07-17",18
"365","2013-07-18",18
"366","2013-07-19",18
"367","2013-07-22",18
"368","2013-07-23",18
"369","2013-07-24",18
"370","2013-07-25",15.3
"371","2013-07-26",16.5
"372","2013-07-29",15
"373","2013-07-30",15
"374","2013-07-31",15
"375","2013-08-01",15
"376","2013-08-02",15
"377","2013-08-05",15
"378","2013-08-06",15
"379","2013-08-07",15
"380","2013-08-08",15
"381","2013-08-09",15
"382","2013-08-12",15
"383","2013-08-13",13.5
"384","2013-08-14",15
"385","2013-08-15",13.5
"386","2013-08-16",13.5
"387","2013-08-19",15
"388","2013-08-20",15
"389","2013-08-21",16.5
"390","2013-08-22",15
"391","2013-08-23",18
"392","2013-08-26",20.1
"393","2013-08-27",20.1
"394","2013-08-28",19.5
"395","2013-08-29",19.5
"396","2013-08-30",23.700001
"397","2013-09-03",19.5
"398","2013-09-04",21
"399","2013-09-05",13.5
"400","2013-09-06",13.2
"401","2013-09-09",12
"402","2013-09-10",13.2
"403","2013-09-11",13.5
"404","2013-09-12",13.5
"405","2013-09-13",15.6
"406","2013-09-16",12.9
"407","2013-09-17",14.7
"408","2013-09-18",15
"409","2013-09-19",15
"410","2013-09-20",7.8
"411","2013-09-23",8.1
"412","2013-09-24",7.2
"413","2013-09-25",7.8
"414","2013-09-26",10.5
"415","2013-09-27",12
"416","2013-09-30",10.5
"417","2013-10-01",9.3
"418","2013-10-02",9
"419","2013-10-03",9
"420","2013-10-04",11.4
"421","2013-10-07",9
"422","2013-10-08",10.8
"423","2013-10-09",10.8
"424","2013-10-10",10.8
"425","2013-10-11",11.1
"426","2013-10-14",11.1
"427","2013-10-15",10.2
"428","2013-10-16",10.2
"429","2013-10-17",10.2
"430","2013-10-18",9.6
"431","2013-10-21",9.6
"432","2013-10-22",9.3
"433","2013-10-23",9.3
"434","2013-10-24",9
"435","2013-10-25",9.3
"436","2013-10-28",9
"437","2013-10-29",8.4
"438","2013-10-30",8.4
"439","2013-10-31",8.7
"440","2013-11-01",7.8
"441","2013-11-04",10.5
"442","2013-11-05",9.6
"443","2013-11-06",9.6
"444","2013-11-07",10.5
"445","2013-11-08",10.5
"446","2013-11-11",10.5
"447","2013-11-12",10.5
"448","2013-11-13",9
"449","2013-11-14",10.2
"450","2013-11-15",12.9
"451","2013-11-18",12.9
"452","2013-11-19",13.8
"453","2013-11-20",14.7
"454","2013-11-21",16.200001
"455","2013-11-22",16.5
"456","2013-11-25",16.5
"457","2013-11-26",17.4
"458","2013-11-27",16.5
"459","2013-11-29",16.5
"460","2013-12-02",15
"461","2013-12-03",15
"462","2013-12-04",15
"463","2013-12-05",13.5
"464","2013-12-06",15
"465","2013-12-09",14.7
"466","2013-12-10",15
"467","2013-12-11",14.4
"468","2013-12-12",20.4
"469","2013-12-13",19.5
"470","2013-12-16",20.700001
"471","2013-12-17",16.5
"472","2013-12-18",16.5
"473","2013-12-19",16.5
"474","2013-12-20",18
"475","2013-12-23",17.4
"476","2013-12-24",17.1
"477","2013-12-26",18.6
"478","2013-12-27",18
"479","2013-12-30",15
"480","2013-12-31",13.5
"481","2014-01-02",12.6
"482","2014-01-03",14.7
"483","2014-01-06",13.2
"484","2014-01-07",11.4
"485","2014-01-08",13.5
"486","2014-01-09",13.2
"487","2014-01-10",12
"488","2014-01-13",13.2
"489","2014-01-14",12.3
"490","2014-01-15",12
"491","2014-01-16",12
"492","2014-01-17",11.7
"493","2014-01-21",12.6
"494","2014-01-22",12.9
"495","2014-01-23",12.9
"496","2014-01-24",13.5
"497","2014-01-27",10.5
"498","2014-01-28",13.2
"499","2014-01-29",10.5
"500","2014-01-30",11.4
"501","2014-01-31",12
"502","2014-02-03",10.8
"503","2014-02-04",10.8
"504","2014-02-05",10.5
"505","2014-02-06",11.7
"506","2014-02-07",13.2
"507","2014-02-10",12.6
"508","2014-02-11",12
"509","2014-02-12",10.8
"510","2014-02-13",9.6
"511","2014-02-14",11.1
"512","2014-02-18",10.2
"513","2014-02-19",10.8
"514","2014-02-20",11.4
"515","2014-02-21",10.8
"516","2014-02-24",10.5
"517","2014-02-25",11.4
"518","2014-02-26",11.4
"519","2014-02-27",11.1
"520","2014-02-28",11.1
"521","2014-03-03",10.2
"522","2014-03-04",10.5
"523","2014-03-05",11.1
"524","2014-03-06",11.1
"525","2014-03-07",11.1
"526","2014-03-10",10.5
"527","2014-03-11",9
"528","2014-03-12",10.5
"529","2014-03-13",9.6
"530","2014-03-14",9.6
"531","2014-03-17",9.6
"532","2014-03-18",8.7
"533","2014-03-19",10.2
"534","2014-03-20",12
"535","2014-03-21",14.7
"536","2014-03-24",12.6
"537","2014-03-25",12.6
"538","2014-03-26",12
"539","2014-03-27",12.3
"540","2014-03-28",11.4
"541","2014-03-31",11.4
"542","2014-04-01",10.8
"543","2014-04-02",9.3
"544","2014-04-03",8.7
"545","2014-04-04",9
"546","2014-04-07",9.3
"547","2014-04-08",9
"548","2014-04-09",9.9
"549","2014-04-10",9
"550","2014-04-11",10.17
"551","2014-04-14",9.3
"552","2014-04-15",10.32
"553","2014-04-16",8.1
"554","2014-04-17",9.6
"555","2014-04-21",9.75
"556","2014-04-22",9
"557","2014-04-23",9.93
"558","2014-04-24",9.45
"559","2014-04-25",9.87
"560","2014-04-28",9.75
"561","2014-04-29",8.97
"562","2014-04-30",9.9
"563","2014-05-01",9.63
"564","2014-05-02",9.45
"565","2014-05-05",9.42
"566","2014-05-06",9
"567","2014-05-07",8.4
"568","2014-05-08",9.42
"569","2014-05-09",8.97
"570","2014-05-12",9.3
"571","2014-05-13",8.91
"572","2014-05-14",8.01
"573","2014-05-15",9
"574","2014-05-16",8.88
"575","2014-05-19",8.85
"576","2014-05-20",9.3
"577","2014-05-21",9.3
"578","2014-05-22",9.57
"579","2014-05-23",9.99
"580","2014-05-27",10.5
"581","2014-05-28",10.8
"582","2014-05-29",11.55
"583","2014-05-30",12
"584","2014-06-02",11.94
"585","2014-06-03",11.7
"586","2014-06-04",12.15
"587","2014-06-05",11.55
"588","2014-06-06",11.85
"589","2014-06-09",12.15
"590","2014-06-10",12.09
"591","2014-06-11",11.88
"592","2014-06-12",11.7
"593","2014-06-13",12.12
"594","2014-06-16",11.85
"595","2014-06-17",11.19
"596","2014-06-18",11.19
"597","2014-06-19",11.19
"598","2014-06-20",11.1
"599","2014-06-23",10.95
"600","2014-06-24",10.41
"601","2014-06-25",10.8
"602","2014-06-26",8.82
"603","2014-06-27",8.4
"604","2014-06-30",8.85
"605","2014-07-01",8.52
"606","2014-07-02",8.52
"607","2014-07-03",8.67
"608","2014-07-07",8.67
"609","2014-07-08",8.67
"610","2014-07-09",8.85
"611","2014-07-10",8.85
"612","2014-07-11",7.86
"613","2014-07-14",7.5
"614","2014-07-15",7.5
"615","2014-07-16",7.26
"616","2014-07-17",6.3
"617","2014-07-18",6.66
"618","2014-07-21",6.66
"619","2014-07-22",7.11
"620","2014-07-23",6.93
"621","2014-07-24",6.36
"622","2014-07-25",6.6
"623","2014-07-28",6.6
"624","2014-07-29",6.6
"625","2014-07-30",6.9
"626","2014-07-31",6.84
"627","2014-08-01",6.6
"628","2014-08-04",6.87
"629","2014-08-05",6.66
"630","2014-08-06",6.6
"631","2014-08-07",6.78
"632","2014-08-08",6.75
"633","2014-08-11",6.84
"634","2014-08-12",6.75
"635","2014-08-13",6.84
"636","2014-08-14",6.6
"637","2014-08-15",6.6
"638","2014-08-18",6.48
"639","2014-08-19",6.6
"640","2014-08-20",6.6
"641","2014-08-21",6.57
"642","2014-08-22",6.45
"643","2014-08-25",6.09
"644","2014-08-26",6.21
"645","2014-08-27",5.91
"646","2014-08-28",5.94
"647","2014-08-29",5.88
"648","2014-09-02",5.85
"649","2014-09-03",5.64
"650","2014-09-04",5.4
"651","2014-09-05",5.7
"652","2014-09-08",5.55
"653","2014-09-09",5.7
"654","2014-09-10",5.43
"655","2014-09-11",5.52
"656","2014-09-12",5.4
"657","2014-09-15",5.37
"658","2014-09-16",5.52
"659","2014-09-17",5.52
"660","2014-09-18",5.43
"661","2014-09-19",5.37
"662","2014-09-22",5.28
"663","2014-09-23",5.16
"664","2014-09-24",5.46
"665","2014-09-25",5.13
"666","2014-09-26",5.4
"667","2014-09-29",5.25
"668","2014-09-30",6
"669","2014-10-01",6
"670","2014-10-02",5.61
"671","2014-10-03",6
"672","2014-10-06",5.97
"673","2014-10-07",5.55
"674","2014-10-08",5.52
"675","2014-10-09",5.37
"676","2014-10-10",5.1
"677","2014-10-13",5.1
"678","2014-10-14",5.1
"679","2014-10-15",5.55
"680","2014-10-16",5.28
"681","2014-10-17",5.22
"682","2014-10-20",3.99
"683","2014-10-21",4.59
"684","2014-10-22",4.59
"685","2014-10-23",4.71
"686","2014-10-24",4.86
"687","2014-10-27",4.86
"688","2014-10-28",4.86
"689","2014-10-29",4.86
"690","2014-10-30",4.89
"691","2014-10-31",5.55
"692","2014-11-03",5.25
"693","2014-11-04",5.25
"694","2014-11-05",5.25
"695","2014-11-06",4.5
"696","2014-11-07",4.89
"697","2014-11-10",5.07
"698","2014-11-11",5.07
"699","2014-11-12",5.34
"700","2014-11-13",5.13
"701","2014-11-14",5.16
"702","2014-11-17",5.28
"703","2014-11-18",5.4
"704","2014-11-19",5.595
"705","2014-11-20",6
"706","2014-11-21",6.06
"707","2014-11-24",6.24
"708","2014-11-25",6.21
"709","2014-11-26",6.21
"710","2014-11-28",6.21
"711","2014-12-01",6
"712","2014-12-02",5.64
"713","2014-12-03",6.09
"714","2014-12-04",6.06
"715","2014-12-05",6.06
"716","2014-12-08",5.67
"717","2014-12-09",5.43
"718","2014-12-10",5.4
"719","2014-12-11",5.25
"720","2014-12-12",5.25
"721","2014-12-15",5.1
"722","2014-12-16",4.77
"723","2014-12-17",5.16
"724","2014-12-18",4.95
"725","2014-12-19",4.95
"726","2014-12-22",4.65
"727","2014-12-23",4.62
"728","2014-12-24",4.62
"729","2014-12-26",4.41
"730","2014-12-29",4.47
"731","2014-12-30",5.1
"732","2014-12-31",5.67
"733","2015-01-02",5.85
"734","2015-01-05",5.01
"735","2015-01-06",5.1
"736","2015-01-07",4.95
"737","2015-01-08",4.86
"738","2015-01-09",4.8
"739","2015-01-12",5.22
"740","2015-01-13",5.25
"741","2015-01-14",4.5
"742","2015-01-15",5.25
"743","2015-01-16",5.4
"744","2015-01-20",6
"745","2015-01-21",6
"746","2015-01-22",5.88
"747","2015-01-23",5.88
"748","2015-01-26",5.7
"749","2015-01-27",5.7
"750","2015-01-28",5.55
"751","2015-01-29",5.85
"752","2015-01-30",6.15
"753","2015-02-02",6
"754","2015-02-03",6
"755","2015-02-04",5.85
"756","2015-02-05",5.85
"757","2015-02-06",6.15
"758","2015-02-09",6
"759","2015-02-10",6
"760","2015-02-11",5.85
"761","2015-02-12",5.7
"762","2015-02-13",5.7
"763","2015-02-17",5.97
"764","2015-02-18",5.85
"765","2015-02-19",5.85
"766","2015-02-20",5.7
"767","2015-02-23",5.595
"768","2015-02-24",5.7
"769","2015-02-25",5.7
"770","2015-02-26",5.7
"771","2015-02-27",5.91
"772","2015-03-02",5.64
"773","2015-03-03",5.64
"774","2015-03-04",5.67
"775","2015-03-05",5.46
"776","2015-03-06",5.55
"777","2015-03-09",5.55
"778","2015-03-10",5.4
"779","2015-03-11",5.4
"780","2015-03-12",5.55
"781","2015-03-13",5.7
"782","2015-03-16",5.7
"783","2015-03-17",5.55
"784","2015-03-18",5.55
"785","2015-03-19",5.7
"786","2015-03-20",5.67
"787","2015-03-23",5.7
"788","2015-03-24",5.7
"789","2015-03-25",5.76
"790","2015-03-26",6.42
"791","2015-03-27",6.72
"792","2015-03-30",6.69
"793","2015-03-31",8.4
"794","2015-04-01",8.25
"795","2015-04-02",7.5
"796","2015-04-06",6.48
"797","2015-04-07",7.02
"798","2015-04-08",6.87
"799","2015-04-09",7.5
"800","2015-04-10",7.8
"801","2015-04-13",7.5
"802","2015-04-14",7.5
"803","2015-04-15",7.5
"804","2015-04-16",7.77
"805","2015-04-17",8.4
"806","2015-04-20",9
"807","2015-04-21",9
"808","2015-04-22",9.3
"809","2015-04-23",8.85
"810","2015-04-24",8.4
"811","2015-04-27",8.4
"812","2015-04-28",8.7
"813","2015-04-29",9.42
"814","2015-04-30",9.72
"815","2015-05-01",9.15
"816","2015-05-04",9.03
"817","2015-05-05",9.39
"818","2015-05-06",9.03
"819","2015-05-07",8.7
"820","2015-05-08",8.55
"821","2015-05-11",8.4
"822","2015-05-12",8.4
"823","2015-05-13",8.4
"824","2015-05-14",8.7
"825","2015-05-15",9.45
"826","2015-05-18",9.15
"827","2015-05-19",8.61
"828","2015-05-20",8.7
"829","2015-05-21",7.95
"830","2015-05-22",8.4
"831","2015-05-26",8.4
"832","2015-05-27",7.95
"833","2015-05-28",7.77
"834","2015-05-29",7.77
"835","2015-06-01",7.95
"836","2015-06-02",7.41
"837","2015-06-03",7.35
"838","2015-06-04",7.68
"839","2015-06-05",7.11
"840","2015-06-08",6.93
"841","2015-06-09",7.47
"842","2015-06-10",7.2
"843","2015-06-11",6.75
"844","2015-06-12",6.9
"845","2015-06-15",6.9
"846","2015-06-16",6.6
"847","2015-06-17",7.05
"848","2015-06-18",7.05
"849","2015-06-19",7.05
"850","2015-06-22",6.75
"851","2015-06-23",6.27
"852","2015-06-24",6.15
"853","2015-06-25",6.3
"854","2015-06-26",6.3
"855","2015-06-29",6.3
"856","2015-06-30",6.6
"857","2015-07-01",6.3
"858","2015-07-02",6.3
"859","2015-07-06",6.3
"860","2015-07-07",6.3
"861","2015-07-08",6.15
"862","2015-07-09",6.15
"863","2015-07-10",6.15
"864","2015-07-13",6.6
"865","2015-07-14",6.6
"866","2015-07-15",6.57
"867","2015-07-16",6.45
"868","2015-07-17",6.3
"869","2015-07-20",6.24
"870","2015-07-21",5.85
"871","2015-07-22",6
"872","2015-07-23",5.85
"873","2015-07-24",5.25
"874","2015-07-27",6.24
"875","2015-07-28",6
"876","2015-07-29",6.6
"877","2015-07-30",6.75
"878","2015-07-31",6.63
"879","2015-08-03",6.3
"880","2015-08-04",6.3
"881","2015-08-05",6.24
"882","2015-08-06",6.21
"883","2015-08-07",6.57
"884","2015-08-10",6.57
"885","2015-08-11",6.24
"886","2015-08-12",6.24
"887","2015-08-13",6.24
"888","2015-08-14",6.24
"889","2015-08-17",6.06
"890","2015-08-18",6.24
"891","2015-08-19",6.24
"892","2015-08-20",6.24
"893","2015-08-21",6
"894","2015-08-24",5.52
"895","2015-08-25",5.85
"896","2015-08-26",5.64
"897","2015-08-27",4.95
"898","2015-08-28",6
"899","2015-08-31",5.85
"900","2015-09-01",5.85
"901","2015-09-02",5.85
"902","2015-09-03",5.85
"903","2015-09-04",5.76
"904","2015-09-08",5.25
"905","2015-09-09",4.8
"906","2015-09-10",4.95
"907","2015-09-11",4.29
"908","2015-09-14",4.26
"909","2015-09-15",4.05
"910","2015-09-16",4.29
"911","2015-09-17",4.2
"912","2015-09-18",4.35
"913","2015-09-21",4.2
"914","2015-09-22",4.05
"915","2015-09-23",3.96
"916","2015-09-24",3.9
"917","2015-09-25",3.75
"918","2015-09-28",3.75
"919","2015-09-29",3.9
"920","2015-09-30",4.59
"921","2015-10-01",3.96
"922","2015-10-02",3.9
"923","2015-10-05",3.36
"924","2015-10-06",3.15
"925","2015-10-07",3
"926","2015-10-08",2.85
"927","2015-10-09",2.85
"928","2015-10-12",2.85
"929","2015-10-13",3.3
"930","2015-10-14",3
"931","2015-10-15",3.42
"932","2015-10-16",2.97
"933","2015-10-19",2.82
"934","2015-10-20",3.18
"935","2015-10-21",3.15
"936","2015-10-22",3
"937","2015-10-23",3
"938","2015-10-26",2.7
"939","2015-10-27",2.94
"940","2015-10-28",2.7
"941","2015-10-29",2.85
"942","2015-10-30",2.67
"943","2015-11-02",2.7
"944","2015-11-03",2.85
"945","2015-11-04",2.85
"946","2015-11-05",2.7
"947","2015-11-06",2.82
"948","2015-11-09",3.45
"949","2015-11-10",3.54
"950","2015-11-11",4.14
"951","2015-11-12",4.56
"952","2015-11-13",4.56
"953","2015-11-16",4.26
"954","2015-11-17",3.69
"955","2015-11-18",3.75
"956","2015-11-19",3.3
"957","2015-11-20",3.06
"958","2015-11-23",2.85
"959","2015-11-24",2.85
"960","2015-11-25",3
"961","2015-11-27",3.3
"962","2015-11-30",3.3
"963","2015-12-01",2.88
"964","2015-12-02",3
"965","2015-12-03",2.94
"966","2015-12-04",3
"967","2015-12-07",3
"968","2015-12-08",2.94
"969","2015-12-09",2.7
"970","2015-12-10",2.7
"971","2015-12-11",2.7
"972","2015-12-14",2.7
"973","2015-12-15",2.55
"974","2015-12-16",4.05
"975","2015-12-17",3.6
"976","2015-12-18",3.45
"977","2015-12-21",3.39
"978","2015-12-22",3.96
"979","2015-12-23",3.9
"980","2015-12-24",3.87
"981","2015-12-28",3.15
"982","2015-12-29",3.45
"983","2015-12-30",3.3
"984","2015-12-31",3.27
"985","2016-01-04",3.3
"986","2016-01-05",3.18
"987","2016-01-06",3.18
"988","2016-01-07",3.09
"989","2016-01-08",3.21
"990","2016-01-11",3
"991","2016-01-12",3.09
"992","2016-01-13",3
"993","2016-01-14",3
"994","2016-01-15",2.64
"995","2016-01-19",2.64
"996","2016-01-20",2.25
"997","2016-01-21",2.4
"998","2016-01-22",2.4
"999","2016-01-25",2.4
"1000","2016-01-26",2.4
"1001","2016-01-27",2.19
"1002","2016-01-28",2.1
"1003","2016-01-29",2.31
"1004","2016-02-01",2.25
"1005","2016-02-02",2.16
"1006","2016-02-03",2.7
"1007","2016-02-04",2.28
"1008","2016-02-05",2.4
"1009","2016-02-08",2.334
"1010","2016-02-09",2.4
"1011","2016-02-10",2.4
"1012","2016-02-11",2.34
"1013","2016-02-12",2.4
"1014","2016-02-16",2.46
"1015","2016-02-17",2.55
"1016","2016-02-18",2.58
"1017","2016-02-19",2.58
"1018","2016-02-22",2.49
"1019","2016-02-23",2.7
"1020","2016-02-24",2.655
"1021","2016-02-25",2.325
"1022","2016-02-26",2.34
"1023","2016-02-29",2.355
"1024","2016-03-01",2.22
"1025","2016-03-02",2.31
"1026","2016-03-03",2.205
"1027","2016-03-04",2.19
"1028","2016-03-07",2.25
"1029","2016-03-08",2.25
"1030","2016-03-09",2.31
"1031","2016-03-10",2.31
"1032","2016-03-11",2.4
"1033","2016-03-14",2.4
"1034","2016-03-15",2.43
