"","date","HBIO"
"1","2007-01-03",3.843821
"2","2007-01-04",3.790751
"3","2007-01-05",3.699773
"4","2007-01-08",3.768006
"5","2007-01-09",3.707354
"6","2007-01-10",3.942381
"7","2007-01-11",3.919636
"8","2007-01-12",4.048522
"9","2007-01-16",4.086429
"10","2007-01-17",4.056103
"11","2007-01-18",4.033359
"12","2007-01-19",4.010614
"13","2007-01-22",3.98787
"14","2007-01-23",3.98787
"15","2007-01-24",3.98787
"16","2007-01-25",4.025777
"17","2007-01-26",4.003033
"18","2007-01-29",4.04094
"19","2007-01-30",4.04094
"20","2007-01-31",4.018196
"21","2007-02-01",4.003033
"22","2007-02-02",4.056103
"23","2007-02-05",4.033359
"24","2007-02-06",3.980288
"25","2007-02-07",4.018196
"26","2007-02-08",4.010614
"27","2007-02-09",4.086429
"28","2007-02-12",4.04094
"29","2007-02-13",4.056103
"30","2007-02-14",4.116755
"31","2007-02-15",4.078847
"32","2007-02-16",4.071266
"33","2007-02-20",4.056103
"34","2007-02-21",4.010614
"35","2007-02-22",3.843821
"36","2007-02-23",3.919636
"37","2007-02-26",3.980288
"38","2007-02-27",3.942381
"39","2007-02-28",3.843821
"40","2007-03-01",3.639121
"41","2007-03-02",3.851403
"42","2007-03-05",3.798332
"43","2007-03-06",3.692191
"44","2007-03-07",3.790751
"45","2007-03-08",3.730098
"46","2007-03-09",3.813495
"47","2007-03-12",3.752843
"48","2007-03-13",3.730098
"49","2007-03-14",3.73768
"50","2007-03-15",3.760425
"51","2007-03-16",3.805914
"52","2007-03-19",3.866565
"53","2007-03-20",3.904473
"54","2007-03-21",3.912055
"55","2007-03-22",3.798332
"56","2007-03-23",3.68461
"57","2007-03-26",3.616376
"58","2007-03-27",3.646702
"59","2007-03-28",3.646702
"60","2007-03-29",3.646702
"61","2007-03-30",3.654284
"62","2007-04-02",3.745262
"63","2007-04-03",3.760425
"64","2007-04-04",3.813495
"65","2007-04-05",3.919636
"66","2007-04-09",3.881729
"67","2007-04-10",3.783169
"68","2007-04-11",3.790751
"69","2007-04-12",3.760425
"70","2007-04-13",3.783169
"71","2007-04-16",3.851403
"72","2007-04-17",3.919636
"73","2007-04-18",3.828658
"74","2007-04-19",3.874147
"75","2007-04-20",3.88931
"76","2007-04-23",3.912055
"77","2007-04-24",4.025777
"78","2007-04-25",4.101592
"79","2007-04-26",4.124337
"80","2007-04-27",4.207733
"81","2007-04-30",4.200151
"82","2007-05-01",4.222896
"83","2007-05-02",4.359363
"84","2007-05-03",4.457922
"85","2007-05-04",4.253222
"86","2007-05-07",4.412434
"87","2007-05-08",4.450341
"88","2007-05-09",4.207733
"89","2007-05-10",4.101592
"90","2007-05-11",4.177407
"91","2007-05-14",4.056103
"92","2007-05-15",3.957544
"93","2007-05-16",3.995451
"94","2007-05-17",4.018196
"95","2007-05-18",3.904473
"96","2007-05-21",4.018196
"97","2007-05-22",4.018196
"98","2007-05-23",3.980288
"99","2007-05-24",3.919636
"100","2007-05-25",3.927217
"101","2007-05-29",3.88931
"102","2007-05-30",3.881729
"103","2007-05-31",3.919636
"104","2007-06-01",3.980288
"105","2007-06-04",4.010614
"106","2007-06-05",3.98787
"107","2007-06-06",3.949962
"108","2007-06-07",3.904473
"109","2007-06-08",3.775588
"110","2007-06-11",3.798332
"111","2007-06-12",3.760425
"112","2007-06-13",3.805914
"113","2007-06-14",3.851403
"114","2007-06-15",4.086429
"115","2007-06-18",3.980288
"116","2007-06-19",3.98787
"117","2007-06-20",3.904473
"118","2007-06-21",3.896892
"119","2007-06-22",3.88931
"120","2007-06-25",3.874147
"121","2007-06-26",3.919636
"122","2007-06-27",4.018196
"123","2007-06-28",3.980288
"124","2007-06-29",3.980288
"125","2007-07-02",4.018196
"126","2007-07-03",4.033359
"127","2007-07-05",4.048522
"128","2007-07-06",3.942381
"129","2007-07-09",3.942381
"130","2007-07-10",3.927217
"131","2007-07-11",3.904473
"132","2007-07-12",3.88931
"133","2007-07-13",3.965125
"134","2007-07-16",3.88931
"135","2007-07-17",3.88931
"136","2007-07-18",3.927217
"137","2007-07-19",4.063684
"138","2007-07-20",3.972707
"139","2007-07-23",3.942381
"140","2007-07-24",3.919636
"141","2007-07-25",3.934799
"142","2007-07-26",3.88931
"143","2007-07-27",3.821077
"144","2007-07-30",3.821077
"145","2007-07-31",3.896892
"146","2007-08-01",3.752843
"147","2007-08-02",3.760425
"148","2007-08-03",3.821077
"149","2007-08-06",3.639121
"150","2007-08-07",3.608794
"151","2007-08-08",3.646702
"152","2007-08-09",3.464746
"153","2007-08-10",3.555724
"154","2007-08-13",3.563306
"155","2007-08-14",3.730098
"156","2007-08-15",3.669446
"157","2007-08-16",3.555724
"158","2007-08-17",3.517817
"159","2007-08-20",3.442002
"160","2007-08-21",3.48749
"161","2007-08-22",3.661865
"162","2007-08-23",3.805914
"163","2007-08-24",3.714936
"164","2007-08-27",3.555724
"165","2007-08-28",3.457165
"166","2007-08-29",3.457165
"167","2007-08-30",3.472327
"168","2007-08-31",3.48749
"169","2007-09-04",3.646702
"170","2007-09-05",3.639121
"171","2007-09-06",3.677028
"172","2007-09-07",3.601213
"173","2007-09-10",3.540561
"174","2007-09-11",3.48749
"175","2007-09-12",3.548142
"176","2007-09-13",3.502654
"177","2007-09-14",3.68461
"178","2007-09-17",3.654284
