"","date","AAP"
"1","2007-01-03",35.580002
"2","2007-01-04",35.810001
"3","2007-01-05",35.02
"4","2007-01-08",35.139999
"5","2007-01-09",35.439999
"6","2007-01-10",35.490002
"7","2007-01-11",36.400002
"8","2007-01-12",36.200001
"9","2007-01-16",36.200001
"10","2007-01-17",36.349998
"11","2007-01-18",36.98
"12","2007-01-19",37.299999
"13","2007-01-22",37.060001
"14","2007-01-23",37.43
"15","2007-01-24",37.689999
"16","2007-01-25",37.259998
"17","2007-01-26",37.490002
"18","2007-01-29",37.299999
"19","2007-01-30",37.060001
"20","2007-01-31",37.950001
"21","2007-02-01",37.509998
"22","2007-02-02",37.490002
"23","2007-02-05",37.52
"24","2007-02-06",37.970001
"25","2007-02-07",38.330002
"26","2007-02-08",38.73
"27","2007-02-09",38.52
"28","2007-02-12",37.48
"29","2007-02-13",37.5
"30","2007-02-14",37.02
"31","2007-02-15",38.75
"32","2007-02-16",38.650002
"33","2007-02-20",38.029999
"34","2007-02-21",38.310001
"35","2007-02-22",38.380001
"36","2007-02-23",38.529999
"37","2007-02-26",38.73
"38","2007-02-27",37.509998
"39","2007-02-28",37.650002
"40","2007-03-01",36.91
"41","2007-03-02",36.279999
"42","2007-03-05",36.25
"43","2007-03-06",37.41
"44","2007-03-07",37.880001
"45","2007-03-08",38.41
"46","2007-03-09",38.139999
"47","2007-03-12",38.919998
"48","2007-03-13",37.779999
"49","2007-03-14",38.029999
"50","2007-03-15",37.970001
"51","2007-03-16",37.98
"52","2007-03-19",39.299999
"53","2007-03-20",38.830002
"54","2007-03-21",39.189999
"55","2007-03-22",39.099998
"56","2007-03-23",39.349998
"57","2007-03-26",39.200001
"58","2007-03-27",38.990002
"59","2007-03-28",38.73
"60","2007-03-29",38.349998
"61","2007-03-30",38.549999
"62","2007-04-02",38.779999
"63","2007-04-03",39
"64","2007-04-04",38.650002
"65","2007-04-05",39.560001
"66","2007-04-09",39.48
"67","2007-04-10",39.790001
"68","2007-04-11",40.150002
"69","2007-04-12",39.950001
"70","2007-04-13",39.650002
"71","2007-04-16",40.25
"72","2007-04-17",40.200001
"73","2007-04-18",40
"74","2007-04-19",40.09
"75","2007-04-20",40.799999
"76","2007-04-23",41.189999
"77","2007-04-24",41.060001
"78","2007-04-25",42.259998
"79","2007-04-26",41.77
"80","2007-04-27",41.669998
"81","2007-04-30",41.200001
"82","2007-05-01",40.939999
"83","2007-05-02",41.299999
"84","2007-05-03",40.73
"85","2007-05-04",40.349998
"86","2007-05-07",40.41
"87","2007-05-08",41.75
"88","2007-05-09",42
"89","2007-05-10",41.68
"90","2007-05-11",41.48
"91","2007-05-14",40.799999
"92","2007-05-15",40.470001
"93","2007-05-16",40.509998
"94","2007-05-17",41.349998
"95","2007-05-18",41.32
"96","2007-05-21",41.639999
"97","2007-05-22",41.110001
"98","2007-05-23",41.040001
"99","2007-05-24",40.48
"100","2007-05-25",40.43
"101","2007-05-29",40.68
"102","2007-05-30",41.27
"103","2007-05-31",41.419998
"104","2007-06-01",41.610001
"105","2007-06-04",41.98
"106","2007-06-05",41.900002
"107","2007-06-06",41.25
"108","2007-06-07",40.599998
"109","2007-06-08",42.040001
"110","2007-06-11",41.57
"111","2007-06-12",40.950001
"112","2007-06-13",41.049999
"113","2007-06-14",41
"114","2007-06-15",41
"115","2007-06-18",40.830002
"116","2007-06-19",41.18
"117","2007-06-20",41.009998
"118","2007-06-21",40.400002
"119","2007-06-22",40.09
"120","2007-06-25",39.860001
"121","2007-06-26",39.310001
"122","2007-06-27",41.02
"123","2007-06-28",40.82
