"","date","ERIC"
"1","2007-01-03",20.695
"2","2007-01-04",20.775
"3","2007-01-05",20.465
"4","2007-01-08",20.379999
"5","2007-01-09",20.165001
"6","2007-01-10",20.129999
"7","2007-01-11",20.07
"8","2007-01-12",20.385
"9","2007-01-16",21
"10","2007-01-17",20.67
"11","2007-01-18",20.27
"12","2007-01-19",20.35
"13","2007-01-22",20.195
"14","2007-01-23",20.27
"15","2007-01-24",20.440001
"16","2007-01-25",20.235001
"17","2007-01-26",20.27
"18","2007-01-29",19.93
"19","2007-01-30",19.955
"20","2007-01-31",19.895
"21","2007-02-01",19.665001
"22","2007-02-02",18.559999
"23","2007-02-05",18.799999
"24","2007-02-06",18.594999
"25","2007-02-07",18.85
"26","2007-02-08",18.674999
"27","2007-02-09",18.219999
"28","2007-02-12",17.959999
"29","2007-02-13",18.135
"30","2007-02-14",18.690001
"31","2007-02-15",18.455
"32","2007-02-16",18.254999
"33","2007-02-20",18.41
"34","2007-02-21",18.215
"35","2007-02-22",18.184999
"36","2007-02-23",18.4
"37","2007-02-26",18.495001
"38","2007-02-27",17.950001
"39","2007-02-28",17.879999
"40","2007-03-01",17.5
"41","2007-03-02",17.360001
"42","2007-03-05",17.190001
"43","2007-03-06",17.295
"44","2007-03-07",17.15
"45","2007-03-08",17.424999
"46","2007-03-09",17.355
"47","2007-03-12",17.809999
"48","2007-03-13",17.434999
"49","2007-03-14",17.639999
"50","2007-03-15",17.665001
"51","2007-03-16",17.674999
"52","2007-03-19",18.110001
"53","2007-03-20",18.275
"54","2007-03-21",19.02
"55","2007-03-22",18.91
"56","2007-03-23",18.875
"57","2007-03-26",18.82
"58","2007-03-27",18.58
"59","2007-03-28",18.115
"60","2007-03-29",18.42
"61","2007-03-30",18.545
"62","2007-04-02",18.305
"63","2007-04-03",18.49
"64","2007-04-04",18.620001
"65","2007-04-05",18.76
"66","2007-04-09",18.745001
"67","2007-04-10",19.42
"68","2007-04-11",19.18
"69","2007-04-12",19.075001
"70","2007-04-13",19.264999
"71","2007-04-16",19.725
"72","2007-04-17",19.525
"73","2007-04-18",19.565001
"74","2007-04-19",19.84
"75","2007-04-20",19.275
"76","2007-04-23",19.299999
"77","2007-04-24",19.465
"78","2007-04-25",19.985001
"79","2007-04-26",19.27
"80","2007-04-27",19.245001
"81","2007-04-30",19.084999
"82","2007-05-01",19.295
"83","2007-05-02",19.405001
"84","2007-05-03",19.184999
"85","2007-05-04",19.450001
"86","2007-05-07",19.565001
"87","2007-05-08",19.225
"88","2007-05-09",19.059999
"89","2007-05-10",18.440001
"90","2007-05-11",18.775
"91","2007-05-14",19.1
"92","2007-05-15",19.055
"93","2007-05-16",19.225
"94","2007-05-17",19.110001
"95","2007-05-18",19.195
"96","2007-05-21",19.059999
"97","2007-05-22",19.07
"98","2007-05-23",19.139999
"99","2007-05-24",18.98
"100","2007-05-25",19.235001
"101","2007-05-29",19.059999
"102","2007-05-30",18.965
"103","2007-05-31",18.99
"104","2007-06-01",19.094999
"105","2007-06-04",19.07
"106","2007-06-05",19.34
"107","2007-06-06",18.945
"108","2007-06-07",18.344999
"109","2007-06-08",18.57
"110","2007-06-11",18.709999
"111","2007-06-12",18.18
"112","2007-06-13",18.43
"113","2007-06-14",18.635
"114","2007-06-15",18.844999
"115","2007-06-18",19.684999
"116","2007-06-19",19.76
"117","2007-06-20",19.780001
"118","2007-06-21",19.879999
"119","2007-06-22",19.6
"120","2007-06-25",19.434999
"121","2007-06-26",19.58
"122","2007-06-27",19.84
"123","2007-06-28",20.08
"124","2007-06-29",19.945
"125","2007-07-02",20.33
"126","2007-07-03",20.674999
"127","2007-07-05",20.754999
"128","2007-07-06",20.780001
"129","2007-07-09",21.129999
"130","2007-07-10",20.75
"131","2007-07-11",20.73
"132","2007-07-12",21.68
"133","2007-07-13",21.205
"134","2007-07-16",21
"135","2007-07-17",20.860001
"136","2007-07-18",20.795
"137","2007-07-19",21.045
"138","2007-07-20",19.92
"139","2007-07-23",19.75
"140","2007-07-24",19.285
"141","2007-07-25",19.200001
"142","2007-07-26",18.66
"143","2007-07-27",18.615
"144","2007-07-30",19.295
"145","2007-07-31",18.705
"146","2007-08-01",18.76
"147","2007-08-02",19.305
"148","2007-08-03",18.785
"149","2007-08-06",19.040001
"150","2007-08-07",18.965
"151","2007-08-08",19.375
"152","2007-08-09",18.535
"153","2007-08-10",18.67
"154","2007-08-13",18.219999
"155","2007-08-14",18.09
"156","2007-08-15",17.705
"157","2007-08-16",17.424999
"158","2007-08-17",17.764999
"159","2007-08-20",17.855
"160","2007-08-21",17.844999
"161","2007-08-22",18.16
"162","2007-08-23",18.299999
"163","2007-08-24",18.52
"164","2007-08-27",18.084999
"165","2007-08-28",17.59
"166","2007-08-29",18.209999
"167","2007-08-30",18.165001
"168","2007-08-31",18.605
"169","2007-09-04",18.764999
"170","2007-09-05",18.360001
"171","2007-09-06",18.26
"172","2007-09-07",18.145
"173","2007-09-10",18.125
"174","2007-09-11",19.129999
"175","2007-09-12",19.615
"176","2007-09-13",19.795
"177","2007-09-14",19.635
"178","2007-09-17",19.355
"179","2007-09-18",20.190001
"180","2007-09-19",20.245001
"181","2007-09-20",19.469999
"182","2007-09-21",19.575001
"183","2007-09-24",19.32
"184","2007-09-25",19.545
"185","2007-09-26",19.455
"186","2007-09-27",19.895
"187","2007-09-28",19.9
"188","2007-10-01",20.09
"189","2007-10-02",19.855
"190","2007-10-03",20.145
"191","2007-10-04",20.040001
"192","2007-10-05",20.665001
"193","2007-10-08",20.299999
"194","2007-10-09",20.290001
"195","2007-10-10",20.184999
"196","2007-10-11",20.370001
"197","2007-10-12",20.594999
"198","2007-10-15",20.465
"199","2007-10-16",15.665
"200","2007-10-17",15.275
"201","2007-10-18",14.88
"202","2007-10-19",14.565
"203","2007-10-22",14.52
"204","2007-10-23",14.97
"205","2007-10-24",14.9
"206","2007-10-25",14.545
"207","2007-10-26",15.07
"208","2007-10-29",14.77
"209","2007-10-30",14.68
"210","2007-10-31",15.025
"211","2007-11-01",14.44
"212","2007-11-02",14.705
"213","2007-11-05",14.815
"214","2007-11-06",15.195
"215","2007-11-07",14.83
"216","2007-11-08",14.945
"217","2007-11-09",14.36
"218","2007-11-12",14.03
"219","2007-11-13",14.775
"220","2007-11-14",14.845
"221","2007-11-15",14.595
"222","2007-11-16",14.485
"223","2007-11-19",14.265
"224","2007-11-20",12.555
"225","2007-11-21",11.595
"226","2007-11-23",11.715
"227","2007-11-26",11.57
"228","2007-11-27",11.845
"229","2007-11-28",12.275
"230","2007-11-29",12.58
"231","2007-11-30",12.23
"232","2007-12-03",12.465
"233","2007-12-04",12.04
"234","2007-12-05",12.485
"235","2007-12-06",12.385
"236","2007-12-07",12.465
"237","2007-12-10",12.515
"238","2007-12-11",12.39
"239","2007-12-12",12.61
"240","2007-12-13",12.5
"241","2007-12-14",12.155
"242","2007-12-17",11.45
"243","2007-12-18",11.395
"244","2007-12-19",11.29
"245","2007-12-20",11.345
"246","2007-12-21",11.65
"247","2007-12-24",11.73
"248","2007-12-26",11.805
"249","2007-12-27",11.635
"250","2007-12-28",11.755
"251","2007-12-31",11.675
"252","2008-01-02",11.45
"253","2008-01-03",11.585
"254","2008-01-04",11
"255","2008-01-07",10.82
"256","2008-01-08",10.85
"257","2008-01-09",10.985
"258","2008-01-10",11.3
"259","2008-01-11",11.505
"260","2008-01-14",11.995
"261","2008-01-15",11.74
"262","2008-01-16",11.78
"263","2008-01-17",11.92
"264","2008-01-18",11.64
"265","2008-01-22",11.075
"266","2008-01-23",11.03
"267","2008-01-24",10.865
"268","2008-01-25",10.99
"269","2008-01-28",11.385
"270","2008-01-29",11.295
"271","2008-01-30",11.275
"272","2008-01-31",11.36
"273","2008-02-01",11.025
"274","2008-02-04",10.775
"275","2008-02-05",10.315
"276","2008-02-06",10.03
"277","2008-02-07",9.995
"278","2008-02-08",10.145
"279","2008-02-11",10.225
"280","2008-02-12",10.57
"281","2008-02-13",11.005
"282","2008-02-14",10.91
"283","2008-02-15",11.1
"284","2008-02-19",11.09
"285","2008-02-20",11.045
"286","2008-02-21",10.785
"287","2008-02-22",10.82
"288","2008-02-25",10.835
"289","2008-02-26",10.945
"290","2008-02-27",11.06
"291","2008-02-28",10.9
"292","2008-02-29",10.75
"293","2008-03-03",10.59
"294","2008-03-04",10.345
"295","2008-03-05",10.435
"296","2008-03-06",9.975
"297","2008-03-07",9.915
"298","2008-03-10",9.875
"299","2008-03-11",10.06
"300","2008-03-12",10.035
"301","2008-03-13",10.1
"302","2008-03-14",9.85
"303","2008-03-17",9.455
"304","2008-03-18",9.695
"305","2008-03-19",8.695
"306","2008-03-20",8.99
"307","2008-03-24",9.24
"308","2008-03-25",9.325
"309","2008-03-26",9.565
"310","2008-03-27",9.405
"311","2008-03-28",9.505
"312","2008-03-31",9.825
"313","2008-04-01",10.185
"314","2008-04-02",10.27
"315","2008-04-03",10.275
"316","2008-04-04",9.99
"317","2008-04-07",10.16
"318","2008-04-08",10.195
"319","2008-04-09",10.205
"320","2008-04-10",10.005
"321","2008-04-11",9.9
