"","date","TRUE"
"188","2015-02-12",19.43
"189","2015-02-13",19.549999
"190","2015-02-17",19.66
"191","2015-02-18",19.530001
"192","2015-02-19",20.77
"193","2015-02-20",17.950001
"194","2015-02-23",17.379999
"195","2015-02-24",16.75
"196","2015-02-25",18.030001
"197","2015-02-26",19.209999
"198","2015-02-27",19.9
"199","2015-03-02",19.16
"200","2015-03-03",17.68
"201","2015-03-04",17.1
"202","2015-03-05",17.17
"203","2015-03-06",16.84
"204","2015-03-09",16.969999
"205","2015-03-10",16.5
"206","2015-03-11",17.059999
"207","2015-03-12",17.280001
"208","2015-03-13",17.41
"209","2015-03-16",17.469999
"210","2015-03-17",17.559999
"211","2015-03-18",17.83
"212","2015-03-19",17.91
"213","2015-03-20",17.370001
"214","2015-03-23",19.24
"215","2015-03-24",19.1
"216","2015-03-25",18.290001
"217","2015-03-26",18.219999
"218","2015-03-27",17.780001
"219","2015-03-30",17.620001
"220","2015-03-31",17.85
"221","2015-04-01",17
"222","2015-04-02",15.71
"223","2015-04-06",16.08
"224","2015-04-07",16.129999
"225","2015-04-08",16.030001
"226","2015-04-09",15.85
"227","2015-04-10",16.07
"228","2015-04-13",16.43
"229","2015-04-14",15.99
"230","2015-04-15",15.75
"231","2015-04-16",16.469999
"232","2015-04-17",16.379999
"233","2015-04-20",15.92
"234","2015-04-21",15.98
"235","2015-04-22",15.72
"236","2015-04-23",15.71
"237","2015-04-24",15.62
"238","2015-04-27",15.74
"239","2015-04-28",15.63
"240","2015-04-29",15.6
"241","2015-04-30",15.42
"242","2015-05-01",15.47
"243","2015-05-04",15.3
"244","2015-05-05",15.13
"245","2015-05-06",15.27
"246","2015-05-07",15.03
"247","2015-05-08",14.11
"248","2015-05-11",13.51
"249","2015-05-12",13.86
"250","2015-05-13",14.08
"251","2015-05-14",14.14
"252","2015-05-15",14.25
"253","2015-05-18",14.9
"254","2015-05-19",15.03
"255","2015-05-20",13.99
"256","2015-05-21",14.05
"257","2015-05-22",14.17
"258","2015-05-26",13.93
"259","2015-05-27",14.05
"260","2015-05-28",14.02
"261","2015-05-29",13.83
"262","2015-06-01",13.71
"263","2015-06-02",13.97
"264","2015-06-03",13.94
"265","2015-06-04",13.51
"266","2015-06-05",13.59
"267","2015-06-08",13.01
"268","2015-06-09",13.18
"269","2015-06-10",12.79
"270","2015-06-11",12.43
"271","2015-06-12",12.4
"272","2015-06-15",12.63
"273","2015-06-16",12.44
"274","2015-06-17",12.17
"275","2015-06-18",13.52
"276","2015-06-19",13
"277","2015-06-22",12.89
"278","2015-06-23",12.93
"279","2015-06-24",12.76
"280","2015-06-25",12.6
"281","2015-06-26",12.51
"282","2015-06-29",11.94
"283","2015-06-30",11.99
"284","2015-07-01",11.97
"285","2015-07-02",11.64
"286","2015-07-06",11.69
"287","2015-07-07",11.34
"288","2015-07-08",11.02
"289","2015-07-09",10.05
"290","2015-07-10",10.66
"291","2015-07-13",11.01
"292","2015-07-14",10.985
"293","2015-07-15",11
"294","2015-07-16",11.18
"295","2015-07-17",11.14
"296","2015-07-20",11.06
"297","2015-07-21",11.22
"298","2015-07-22",10.93
"299","2015-07-23",10.68
"300","2015-07-24",6.87
"301","2015-07-27",5.84
"302","2015-07-28",6.76
"303","2015-07-29",6.69
"304","2015-07-30",6.89
"305","2015-07-31",6.52
"306","2015-08-03",6.26
"307","2015-08-04",6.04
"308","2015-08-05",5.91
"309","2015-08-06",5.54
"310","2015-08-07",5.76
"311","2015-08-10",5.86
"312","2015-08-11",5.98
"313","2015-08-12",5.78
"314","2015-08-13",5.63
"315","2015-08-14",5.41
"316","2015-08-17",5.46
"317","2015-08-18",5.44
"318","2015-08-19",5.28
"319","2015-08-20",4.96
"320","2015-08-21",4.79
"321","2015-08-24",4.79
"322","2015-08-25",4.87
"323","2015-08-26",4.925
"324","2015-08-27",5.44
"325","2015-08-28",5.8
"326","2015-08-31",5.91
"327","2015-09-01",5.62
"328","2015-09-02",6.02
"329","2015-09-03",6.08
"330","2015-09-04",6.06
"331","2015-09-08",5.83
"332","2015-09-09",5.83
"333","2015-09-10",6
"334","2015-09-11",5.91
"335","2015-09-14",5.76
"336","2015-09-15",6
"337","2015-09-16",5.97
"338","2015-09-17",6.35
"339","2015-09-18",6.43
"340","2015-09-21",6.07
"341","2015-09-22",5.6
"342","2015-09-23",5.52
"343","2015-09-24",5.51
"344","2015-09-25",5.1
"345","2015-09-28",5.34
"346","2015-09-29",5.06
"347","2015-09-30",5.21
"348","2015-10-01",5.07
"349","2015-10-02",5.39
"350","2015-10-05",5.91
"351","2015-10-06",6.44
"352","2015-10-07",6.95
"353","2015-10-08",6.48
"354","2015-10-09",6.4
"355","2015-10-12",6.13
"356","2015-10-13",6.14
"357","2015-10-14",6.2
"358","2015-10-15",6.32
"359","2015-10-16",6.28
"360","2015-10-19",6.25
"361","2015-10-20",6.51
"362","2015-10-21",6.41
"363","2015-10-22",6.63
"364","2015-10-23",6.57
"365","2015-10-26",6.44
"366","2015-10-27",6.18
"367","2015-10-28",6.25
"368","2015-10-29",6.18
"369","2015-10-30",6.14
"370","2015-11-02",5.84
"371","2015-11-03",6.43
"372","2015-11-04",6.63
"373","2015-11-05",6.13
"374","2015-11-06",8.43
"375","2015-11-09",8.12
"376","2015-11-10",7.48
"377","2015-11-11",7.24
"378","2015-11-12",6.55
"379","2015-11-13",6.75
"380","2015-11-16",7.04
"381","2015-11-17",7.1
"382","2015-11-18",7.03
"383","2015-11-19",7.57
"384","2015-11-20",7.41
"385","2015-11-23",7.91
"386","2015-11-24",9.03
"387","2015-11-25",8.76
"388","2015-11-27",8.49
"389","2015-11-30",8.03
"390","2015-12-01",7.75
"391","2015-12-02",7.89
"392","2015-12-03",7.49
"393","2015-12-04",7.88
"394","2015-12-07",7.63
"395","2015-12-08",7.8
"396","2015-12-09",7.81
"397","2015-12-10",8.04
"398","2015-12-11",7.86
"399","2015-12-14",8.02
"400","2015-12-15",8.2
"401","2015-12-16",8.51
"402","2015-12-17",8.42
"403","2015-12-18",8.41
"404","2015-12-21",8.8
"405","2015-12-22",8.94
"406","2015-12-23",9.4
"407","2015-12-24",9.66
"408","2015-12-28",9.27
"409","2015-12-29",9.66
"410","2015-12-30",9.63
"411","2015-12-31",9.54
"412","2016-01-04",9.04
"413","2016-01-05",8.77
"414","2016-01-06",8.34
"415","2016-01-07",7.67
"416","2016-01-08",7.58
"417","2016-01-11",7.17
"418","2016-01-12",7.03
"419","2016-01-13",6.53
"420","2016-01-14",6.86
"421","2016-01-15",6.55
"422","2016-01-19",6.2
"423","2016-01-20",5.83
"424","2016-01-21",6.19
"425","2016-01-22",6.44
"426","2016-01-25",6.21
"427","2016-01-26",6.13
"428","2016-01-27",6.48
"429","2016-01-28",6.45
"430","2016-01-29",6.48
"431","2016-02-01",6.29
"432","2016-02-02",6.04
"433","2016-02-03",5.72
"434","2016-02-04",5.98
"435","2016-02-05",5.49
"436","2016-02-08",5.24
"437","2016-02-09",5.11
"438","2016-02-10",5.11
"439","2016-02-11",5.38
"440","2016-02-12",5.53
"441","2016-02-16",5.76
"442","2016-02-17",5.9
"443","2016-02-18",5.77
"444","2016-02-19",5.04
"445","2016-02-22",4.78
"446","2016-02-23",4.71
"447","2016-02-24",4.82
"448","2016-02-25",4.85
"449","2016-02-26",5.32
"450","2016-02-29",5.43
"451","2016-03-01",5.65
"452","2016-03-02",6
"453","2016-03-03",5.96
"454","2016-03-04",5.99
"455","2016-03-07",6.4
"456","2016-03-08",5.91
"457","2016-03-09",5.69
"458","2016-03-10",5.91
"459","2016-03-11",5.87
"460","2016-03-14",6.03
"461","2016-03-15",5.79
"462","2016-03-16",5.65
"463","2016-03-17",5.94
"464","2016-03-18",6.07
"465","2016-03-21",6.19
"466","2016-03-22",6.11
"467","2016-03-23",5.66
"468","2016-03-24",5.35
"469","2016-03-28",5.24
"470","2016-03-29",5.42
"471","2016-03-30",5.52
"472","2016-03-31",5.59
"473","2016-04-01",5.29
"474","2016-04-04",5.27
"475","2016-04-05",5.21
"476","2016-04-06",5.27
"477","2016-04-07",5.22
"478","2016-04-08",5.31
"479","2016-04-11",5.36
"480","2016-04-12",5.45
"481","2016-04-13",6.06
"482","2016-04-14",6.4
"483","2016-04-15",6.28
"484","2016-04-18",6.31
"485","2016-04-19",6.06
"486","2016-04-20",6.39
"487","2016-04-21",6.76
"488","2016-04-22",6.32
"489","2016-04-25",6.13
"490","2016-04-26",6.27
"491","2016-04-27",6.2
"492","2016-04-28",6.29
"493","2016-04-29",6.84
"494","2016-05-02",6.42
"495","2016-05-03",6.14
"496","2016-05-04",6.42
"497","2016-05-05",6.26
"498","2016-05-06",5.99
"499","2016-05-09",5.86
"500","2016-05-10",6.48
"501","2016-05-11",6.24
"502","2016-05-12",6.2
"503","2016-05-13",6.32
"504","2016-05-16",6.47
"505","2016-05-17",6.71
"506","2016-05-18",6.72
"507","2016-05-19",6.69
"508","2016-05-20",7.21
"509","2016-05-23",6.97
"510","2016-05-24",7.13
"511","2016-05-25",7.26
"512","2016-05-26",7.2
"513","2016-05-27",7.43
"514","2016-05-31",7.59
"515","2016-06-01",7.2
"516","2016-06-02",7.26
"517","2016-06-03",7.105
"518","2016-06-06",7.39
"519","2016-06-07",7.36
"520","2016-06-08",7.25
"521","2016-06-09",7.02
"522","2016-06-10",6.62
"523","2016-06-13",6.59
"524","2016-06-14",6.7
"525","2016-06-15",6.97
"526","2016-06-16",6.97
"527","2016-06-17",7.11
"528","2016-06-20",7.35
"529","2016-06-21",7.42
"530","2016-06-22",7.385
"531","2016-06-23",7.87
"532","2016-06-24",7.83
"533","2016-06-27",7.315
"534","2016-06-28",7.46
"535","2016-06-29",7.87
"536","2016-06-30",7.85
"537","2016-07-01",7.97
"538","2016-07-05",7.88
"539","2016-07-06",7.95
"540","2016-07-07",8.07
"541","2016-07-08",8.72
"542","2016-07-11",8.92
"543","2016-07-12",9.08
"544","2016-07-13",8.62
"545","2016-07-14",8.57
"546","2016-07-15",8.4
"547","2016-07-18",8.66
"548","2016-07-19",8.62
"549","2016-07-20",8.82
"550","2016-07-21",8.88
"551","2016-07-22",8.99
"552","2016-07-25",9.27
"553","2016-07-26",9.45
"554","2016-07-27",9.22
"555","2016-07-28",9.15
"556","2016-07-29",9.37
"557","2016-08-01",9.76
"558","2016-08-02",9.09
"559","2016-08-03",9.28
"560","2016-08-04",9.93
"561","2016-08-05",10.23
"562","2016-08-08",10.68
"563","2016-08-09",10.85
"564","2016-08-10",10.92
"565","2016-08-11",10.85
"566","2016-08-12",10.72
"567","2016-08-15",10.85
"568","2016-08-16",10.81
"569","2016-08-17",10.81
"570","2016-08-18",10.7
"571","2016-08-19",10.77
"572","2016-08-22",10.61
"573","2016-08-23",10.83
"574","2016-08-24",10.62
"575","2016-08-25",9.6
"576","2016-08-26",9.27
"577","2016-08-29",9.5
"578","2016-08-30",9.67
"579","2016-08-31",9.65
"580","2016-09-01",9.83
"581","2016-09-02",9.67
"582","2016-09-06",9.48
"583","2016-09-07",9.36
"584","2016-09-08",9.25
"585","2016-09-09",8.83
"586","2016-09-12",8.61
"587","2016-09-13",8.51
"588","2016-09-14",8.5
"589","2016-09-15",8.48
"590","2016-09-16",8.39
"591","2016-09-19",8.8
"592","2016-09-20",8.7
"593","2016-09-21",8.82
"594","2016-09-22",9.03
"595","2016-09-23",8.99
"596","2016-09-26",8.87
"597","2016-09-27",9.04
"598","2016-09-28",9.27
"599","2016-09-29",9.34
"600","2016-09-30",9.44
"601","2016-10-03",9.53
"602","2016-10-04",9.56
"603","2016-10-05",9.5
"604","2016-10-06",9.5
"605","2016-10-07",9.29
"606","2016-10-10",9.37
"607","2016-10-11",9.18
"608","2016-10-12",9.17
"609","2016-10-13",9.15
"610","2016-10-14",9.12
"611","2016-10-17",9.3
"612","2016-10-18",9.41
"613","2016-10-19",9.55
"614","2016-10-20",9.56
"615","2016-10-21",9.81
"616","2016-10-24",10.43
"617","2016-10-25",10.43
"618","2016-10-26",10.07
"619","2016-10-27",9.91
"620","2016-10-28",9.59
"621","2016-10-31",9.65
"622","2016-11-01",9.74
"623","2016-11-02",9.52
"624","2016-11-03",9.26
"625","2016-11-04",10.55
"626","2016-11-07",10.97
"627","2016-11-08",11.13
"628","2016-11-09",11.06
"629","2016-11-10",11.28
"630","2016-11-11",11.95
"631","2016-11-14",11.76
"632","2016-11-15",12.1
"633","2016-11-16",12.46
"634","2016-11-17",12.63
"635","2016-11-18",12.68
"636","2016-11-21",12.76
"637","2016-11-22",12.65
"638","2016-11-23",12.62
"639","2016-11-25",12.57
"640","2016-11-28",12.36
"641","2016-11-29",12.11
"642","2016-11-30",12.38
"643","2016-12-01",12.04
"644","2016-12-02",12.26
"645","2016-12-05",12.42
"646","2016-12-06",12.44
"647","2016-12-07",12.55
"648","2016-12-08",13.11
"649","2016-12-09",12.95
"650","2016-12-12",12.33
"651","2016-12-13",12.5
"652","2016-12-14",12.29
"653","2016-12-15",12.54
"654","2016-12-16",12.57
"655","2016-12-19",12.94
"656","2016-12-20",13.06
"657","2016-12-21",12.73
"658","2016-12-22",12.49
"659","2016-12-23",12.62
"660","2016-12-27",12.81
"661","2016-12-28",12.54
"662","2016-12-29",12.47
"663","2016-12-30",12.5
"664","2017-01-03",12.51
"665","2017-01-04",12.86
"666","2017-01-05",12.99
"667","2017-01-06",12.91
"668","2017-01-09",12.94
"669","2017-01-10",13.03
"670","2017-01-11",12.99
"671","2017-01-12",12.96
"672","2017-01-13",12.99
"673","2017-01-17",12.79
"674","2017-01-18",12.87
"675","2017-01-19",13.12
"676","2017-01-20",12.74
"677","2017-01-23",12.6
"678","2017-01-24",12.95
"679","2017-01-25",12.82
"680","2017-01-26",12.93
"681","2017-01-27",12.89
"682","2017-01-30",13.07
"683","2017-01-31",13.15
"684","2017-02-01",13.21
"685","2017-02-02",13.15
"686","2017-02-03",13.23
"687","2017-02-06",13.47
"688","2017-02-07",13.3
"689","2017-02-08",13.13
"690","2017-02-09",13.01
"691","2017-02-10",13.27
"692","2017-02-13",13.13
"693","2017-02-14",13.23
"694","2017-02-15",13.34
"695","2017-02-16",13.25
"696","2017-02-17",14.38
"697","2017-02-21",14.27
"698","2017-02-22",14.21
"699","2017-02-23",14.1
"700","2017-02-24",14.28
"701","2017-02-27",14.41
"702","2017-02-28",14.06
"703","2017-03-01",14.61
"704","2017-03-02",14.74
"705","2017-03-03",14.84
"706","2017-03-06",14.86
"707","2017-03-07",14.785
"708","2017-03-08",14.7
"709","2017-03-09",14.49
"710","2017-03-10",14.49
"711","2017-03-13",14.38
"712","2017-03-14",14.5
"713","2017-03-15",14.9
"714","2017-03-16",14.99
"715","2017-03-17",14.93
"716","2017-03-20",14.9
"717","2017-03-21",14.63
"718","2017-03-22",14.92
"719","2017-03-23",15.13
"720","2017-03-24",15.24
"721","2017-03-27",15.45
"722","2017-03-28",15.83
"723","2017-03-29",15.68
"724","2017-03-30",15.6
"725","2017-03-31",15.47
"726","2017-04-03",14.98
"727","2017-04-04",14.91
"728","2017-04-05",14.64
"729","2017-04-06",14.55
"730","2017-04-07",14.47
"731","2017-04-10",14.4
"732","2017-04-11",14.5
"733","2017-04-12",14.31
"734","2017-04-13",14.2
"735","2017-04-17",14.48
"736","2017-04-18",14.67
"737","2017-04-19",15.21
"738","2017-04-20",15.32
"739","2017-04-21",15.26
"740","2017-04-24",15.85
"741","2017-04-25",16.469999
"742","2017-04-26",16.74
"743","2017-04-27",17.57
"744","2017-04-28",17.52
"745","2017-05-01",17.67
"746","2017-05-02",17.5
"747","2017-05-03",17.200001
"748","2017-05-04",17.200001
"749","2017-05-05",17.41
"750","2017-05-08",17.209999
"751","2017-05-09",17.309999
"752","2017-05-10",17.799999
"753","2017-05-11",17.280001
"754","2017-05-12",17.27
"755","2017-05-15",17.58
"756","2017-05-16",18.120001
"757","2017-05-17",16.879999
"758","2017-05-18",17.540001
"759","2017-05-19",17.51
"760","2017-05-22",17.58
"761","2017-05-23",17.51
"762","2017-05-24",17.41
"763","2017-05-25",17.780001
"764","2017-05-26",17.82
"765","2017-05-30",17.41
"766","2017-05-31",17.58
"767","2017-06-01",17.84
"768","2017-06-02",17.91
"769","2017-06-05",18.52
"770","2017-06-06",19.25
"771","2017-06-07",19.15
"772","2017-06-08",19.27
"773","2017-06-09",18.91
"774","2017-06-12",18.610001
"775","2017-06-13",18.780001
"776","2017-06-14",18.459999
"777","2017-06-15",18.75
"778","2017-06-16",18.85
"779","2017-06-19",18.9
"780","2017-06-20",18.08
"781","2017-06-21",18.52
"782","2017-06-22",18.33
"783","2017-06-23",18.299999
"784","2017-06-26",18.459999
"785","2017-06-27",18.309999
"786","2017-06-28",19.27
"787","2017-06-29",19.040001
"788","2017-06-30",19.93
"789","2017-07-03",19.93
"790","2017-07-05",20.09
"791","2017-07-06",19.93
"792","2017-07-07",20.379999
"793","2017-07-10",20.690001
"794","2017-07-11",20.9
"795","2017-07-12",21.24
"796","2017-07-13",21.4
"797","2017-07-14",21.559999
"798","2017-07-17",21
"799","2017-07-18",21.1
"800","2017-07-19",21.23
"801","2017-07-20",20.42
"802","2017-07-21",19.959999
"803","2017-07-24",19.99
"804","2017-07-25",20.809999
"805","2017-07-26",19.559999
"806","2017-07-27",18.77
"807","2017-07-28",19.02
"808","2017-07-31",18.93
"809","2017-08-01",18.74
"810","2017-08-02",18.35
"811","2017-08-03",18.799999
"812","2017-08-04",19.15
"813","2017-08-07",19.68
"814","2017-08-08",19.51
"815","2017-08-09",16.73
"816","2017-08-10",15.74
"817","2017-08-11",15.94
"818","2017-08-14",16.040001
"819","2017-08-15",16.469999
"820","2017-08-16",16.620001
"821","2017-08-17",16.35
"822","2017-08-18",16.67
"823","2017-08-21",16.549999
"824","2017-08-22",16.67
"825","2017-08-23",16.34
"826","2017-08-24",16.48
"827","2017-08-25",16.309999
"828","2017-08-28",16.549999
"829","2017-08-29",16.74
"830","2017-08-30",16.68
"831","2017-08-31",16.950001
"832","2017-09-01",16.940001
"833","2017-09-05",16.959999
"834","2017-09-06",16.98
"835","2017-09-07",16.950001
"836","2017-09-08",16.809999
"837","2017-09-11",16.950001
"838","2017-09-12",16.690001
"839","2017-09-13",17.040001
"840","2017-09-14",17.040001
"841","2017-09-15",16.719999
"842","2017-09-18",16.540001
"843","2017-09-19",16.629999
"844","2017-09-20",16.35
"845","2017-09-21",15.86
"846","2017-09-22",15.41
"847","2017-09-25",15.12
"848","2017-09-26",14.75
"849","2017-09-27",14.71
"850","2017-09-28",15.04
"851","2017-09-29",15.79
"852","2017-10-02",15.82
"853","2017-10-03",15.96
"854","2017-10-04",16.049999
"855","2017-10-05",16.27
"856","2017-10-06",16.110001
"857","2017-10-09",16.01
"858","2017-10-10",15.34
"859","2017-10-11",15.27
"860","2017-10-12",15.48
"861","2017-10-13",15.35
"862","2017-10-16",15.15
"863","2017-10-17",15.07
"864","2017-10-18",15.71
"865","2017-10-19",15.69
"866","2017-10-20",16
"867","2017-10-23",15.32
"868","2017-10-24",15.52
"869","2017-10-25",14.98
"870","2017-10-26",15.32
"871","2017-10-27",15.725
"872","2017-10-30",16.110001
"873","2017-10-31",16.18
"874","2017-11-01",16.09
"875","2017-11-02",16.280001
"876","2017-11-03",16.09
"877","2017-11-06",16.34
"878","2017-11-07",10.58
"879","2017-11-08",10.39
"880","2017-11-09",10.92
"881","2017-11-10",11.22
"882","2017-11-13",10.98
"883","2017-11-14",11.11
"884","2017-11-15",11.3
"885","2017-11-16",11.33
"886","2017-11-17",11.15
"887","2017-11-20",11.29
"888","2017-11-21",11.74
"889","2017-11-22",11.69
"890","2017-11-24",11.735
"891","2017-11-27",11.85
"892","2017-11-28",12.07
"893","2017-11-29",12.18
"894","2017-11-30",12.19
"895","2017-12-01",12.07
"896","2017-12-04",11.51
"897","2017-12-05",11.29
"898","2017-12-06",11.31
"899","2017-12-07",11.79
"900","2017-12-08",11.73
"901","2017-12-11",11.05
"902","2017-12-12",11
"903","2017-12-13",11.35
"904","2017-12-14",11.12
"905","2017-12-15",11.15
"906","2017-12-18",11.47
"907","2017-12-19",11.34
"908","2017-12-20",11.44
"909","2017-12-21",11.34
"910","2017-12-22",11.28
"911","2017-12-26",11.1
"912","2017-12-27",10.95
"913","2017-12-28",10.97
"914","2017-12-29",11.2
"915","2018-01-02",11.38
"916","2018-01-03",11.39
"917","2018-01-04",11.6
"918","2018-01-05",11.72
"919","2018-01-08",11.52
"920","2018-01-09",11.68
"921","2018-01-10",11.65
"922","2018-01-11",12.18
"923","2018-01-12",11.74
"924","2018-01-16",11.81
"925","2018-01-17",11.9
"926","2018-01-18",11.71
"927","2018-01-19",11.7
"928","2018-01-22",11.77
"929","2018-01-23",11.91
"930","2018-01-24",12.28
"931","2018-01-25",12.07
"932","2018-01-26",12.27
"933","2018-01-29",12.07
"934","2018-01-30",11.88
"935","2018-01-31",11.79
"936","2018-02-01",11.75
"937","2018-02-02",11.25
"938","2018-02-05",10.98
"939","2018-02-06",11.02
"940","2018-02-07",11.16
"941","2018-02-08",11.06
"942","2018-02-09",10.99
"943","2018-02-12",11.09
"944","2018-02-13",10.975
"945","2018-02-14",11.25
"946","2018-02-15",11.91
"947","2018-02-16",11.18
"948","2018-02-20",11.71
"949","2018-02-21",11.08
"950","2018-02-22",11.34
"951","2018-02-23",11.38
"952","2018-02-26",11.48
"953","2018-02-27",11.1
"954","2018-02-28",11.09
"955","2018-03-01",10.94
"956","2018-03-02",10.94
"957","2018-03-05",10.88
"958","2018-03-06",10.67
"959","2018-03-07",10.7
"960","2018-03-08",11.09
"961","2018-03-09",11.1
"962","2018-03-12",11.03
"963","2018-03-13",10.99
"964","2018-03-14",10.86
"965","2018-03-15",10.79
"966","2018-03-16",10.8
"967","2018-03-19",10.19
"968","2018-03-20",9.94
"969","2018-03-21",9.93
"970","2018-03-22",9.8
"971","2018-03-23",9.32
"972","2018-03-26",9.26
"973","2018-03-27",9.02
"974","2018-03-28",9.18
"975","2018-03-29",9.46
"976","2018-04-02",9.24
"977","2018-04-03",9.4
"978","2018-04-04",9.52
"979","2018-04-05",9.33
"980","2018-04-06",9.28
"981","2018-04-09",9.24
"982","2018-04-10",9.19
"983","2018-04-11",9.31
"984","2018-04-12",9.37
"985","2018-04-13",9.28
"986","2018-04-16",9.5
"987","2018-04-17",9.75
"988","2018-04-18",9.85
"989","2018-04-19",9.67
"990","2018-04-20",9.64
"991","2018-04-23",9.61
"992","2018-04-24",9.6
