"","date","BUD"
"1","2009-07-01",38.5
"2","2009-07-02",38.400002
"3","2009-07-06",38
"4","2009-07-07",37.400002
"5","2009-07-08",37.5
"6","2009-07-09",37.5
"7","2009-07-10",37.700001
"8","2009-07-13",37.5
"9","2009-07-14",38.799999
"10","2009-07-15",39.849998
"11","2009-07-16",39.549999
"12","2009-07-17",38.900002
"13","2009-07-20",39.549999
"14","2009-07-21",38.75
"15","2009-07-22",39.549999
"16","2009-07-23",39.900002
"17","2009-07-24",39.900002
"18","2009-07-27",39.599998
"19","2009-07-28",39.869999
"20","2009-07-29",39.349998
"21","2009-07-30",39.799999
"22","2009-07-31",40.150002
"23","2009-08-03",39.790001
"24","2009-08-04",39.25
"25","2009-08-05",39.400002
"26","2009-08-06",39.400002
"27","2009-08-07",39.450001
"28","2009-08-10",40.150002
"29","2009-08-11",40.400002
"30","2009-08-12",41.049999
"31","2009-08-13",39.150002
"32","2009-08-14",38.700001
"33","2009-08-17",39.150002
"34","2009-08-18",40.150002
"35","2009-08-19",40.689999
"36","2009-08-20",40.599998
"37","2009-08-21",42.049999
"38","2009-08-24",41.900002
"39","2009-08-25",42.599998
"40","2009-08-26",42.5
"41","2009-08-27",42.369999
"42","2009-08-28",42.700001
"43","2009-08-31",43.400002
"44","2009-09-01",41.5
"45","2009-09-02",41.75
"46","2009-09-03",41.549999
"47","2009-09-04",42.099998
"48","2009-09-08",43.5
"49","2009-09-09",44.450001
"50","2009-09-10",45
"51","2009-09-11",45.450001
"52","2009-09-14",46.169998
"53","2009-09-15",46.25
"54","2009-09-16",46.950001
"55","2009-09-17",46.549999
"56","2009-09-18",47
"57","2009-09-21",47.700001
"58","2009-09-22",46.849998
"59","2009-09-23",45.900002
"60","2009-09-24",45.619999
"61","2009-09-25",44.919998
"62","2009-09-28",45.43
"63","2009-09-29",45.279999
"64","2009-09-30",45.939999
"65","2009-10-01",45.07
"66","2009-10-02",44
"67","2009-10-05",45.400002
"68","2009-10-06",46.66
"69","2009-10-07",46.720001
"70","2009-10-08",48.189999
"71","2009-10-09",47.59
"72","2009-10-12",47.900002
"73","2009-10-13",47.549999
"74","2009-10-14",49.549999
"75","2009-10-15",49.810001
"76","2009-10-16",50.189999
"77","2009-10-19",51.189999
"78","2009-10-20",50.150002
"79","2009-10-21",50.759998
"80","2009-10-22",52.299999
"81","2009-10-23",50.549999
"82","2009-10-26",49.490002
"83","2009-10-27",48.400002
"84","2009-10-28",47.490002
"85","2009-10-29",48.889999
"86","2009-10-30",47.18
"87","2009-11-02",48.310001
"88","2009-11-03",47.110001
"89","2009-11-04",47.380001
"90","2009-11-05",48.59
"91","2009-11-06",48.369999
"92","2009-11-09",49.720001
"93","2009-11-10",48.32
"94","2009-11-11",48.639999
"95","2009-11-12",48.27
"96","2009-11-13",50.27
"97","2009-11-16",51.650002
"98","2009-11-17",51.09
"99","2009-11-18",51.389999
"100","2009-11-19",50.599998
"101","2009-11-20",50.669998
"102","2009-11-23",51.32
"103","2009-11-24",51.32
"104","2009-11-25",52.439999
"105","2009-11-27",51.18
"106","2009-11-30",50.290001
"107","2009-12-01",52.25
"108","2009-12-02",53.240002
"109","2009-12-03",52.639999
"110","2009-12-04",52.639999
"111","2009-12-07",52.5
"112","2009-12-08",51.16
"113","2009-12-09",51.369999
"114","2009-12-10",51.689999
"115","2009-12-11",52.32
"116","2009-12-14",52.990002
"117","2009-12-15",52.450001
"118","2009-12-16",52.599998
"119","2009-12-17",51.43
"120","2009-12-18",50.610001
"121","2009-12-21",50.830002
"122","2009-12-22",50.68
"123","2009-12-23",51.279999
"124","2009-12-24",51.48
"125","2009-12-28",52.02
"126","2009-12-29",52.43
"127","2009-12-30",52.119999
"128","2009-12-31",52.029999
"129","2010-01-04",53.490002
"130","2010-01-05",52.849998
"131","2010-01-06",52.52
"132","2010-01-07",51.240002
"133","2010-01-08",50.950001
"134","2010-01-11",51.41
"135","2010-01-12",51.200001
"136","2010-01-13",51.790001
"137","2010-01-14",51.880001
"138","2010-01-15",50.490002
"139","2010-01-19",50.529999
"140","2010-01-20",49.27
"141","2010-01-21",47.880001
"142","2010-01-22",48.060001
"143","2010-01-25",48.349998
"144","2010-01-26",48.110001
"145","2010-01-27",49.73
"146","2010-01-28",49.07
"147","2010-01-29",49.790001
"148","2010-02-01",50.650002
"149","2010-02-02",51.02
"150","2010-02-03",50.990002
"151","2010-02-04",47.889999
"152","2010-02-05",46.43
"153","2010-02-08",47.040001
"154","2010-02-09",48.52
"155","2010-02-10",48.299999
"156","2010-02-11",49.130001
"157","2010-02-12",49.540001
"158","2010-02-16",50.209999
"159","2010-02-17",50.849998
"160","2010-02-18",51.16
"161","2010-02-19",50.32
"162","2010-02-22",49.630001
"163","2010-02-23",49.049999
"164","2010-02-24",50.27
"165","2010-02-25",49.740002
"166","2010-02-26",49.950001
"167","2010-03-01",50.849998
"168","2010-03-02",50.860001
"169","2010-03-03",51.400002
"170","2010-03-04",49.419998
"171","2010-03-05",49.599998
"172","2010-03-08",49
"173","2010-03-09",49.700001
"174","2010-03-10",50.369999
"175","2010-03-11",50.669998
"176","2010-03-12",50.599998
"177","2010-03-15",49.990002
"178","2010-03-16",51.310001
"179","2010-03-17",51.740002
"180","2010-03-18",51.650002
"181","2010-03-19",51.450001
"182","2010-03-22",51.66
"183","2010-03-23",51.919998
"184","2010-03-24",50.66
"185","2010-03-25",50.169998
"186","2010-03-26",50.32
"187","2010-03-29",50.689999
"188","2010-03-30",50.75
"189","2010-03-31",50.450001
"190","2010-04-01",50.84
"191","2010-04-05",50.82
"192","2010-04-06",51.130001
"193","2010-04-07",50.84
"194","2010-04-08",51.169998
"195","2010-04-09",51.950001
"196","2010-04-12",52.349998
"197","2010-04-13",51.389999
"198","2010-04-14",51.459999
"199","2010-04-15",50.619999
"200","2010-04-16",49.790001
"201","2010-04-19",49.299999
"202","2010-04-20",49.950001
"203","2010-04-21",49.400002
"204","2010-04-22",49.450001
"205","2010-04-23",49.150002
"206","2010-04-26",49
"207","2010-04-27",47.73
"208","2010-04-28",47.080002
"209","2010-04-29",48.150002
"210","2010-04-30",48.450001
"211","2010-05-03",48.68
"212","2010-05-04",47.830002
"213","2010-05-05",47.529999
"214","2010-05-06",46.84
"215","2010-05-07",45.799999
"216","2010-05-10",49.889999
"217","2010-05-11",49.169998
"218","2010-05-12",49.439999
"219","2010-05-13",49.169998
"220","2010-05-14",47.709999
"221","2010-05-17",48.450001
"222","2010-05-18",47.93
"223","2010-05-19",48.560001
"224","2010-05-20",47
"225","2010-05-21",48.27
"226","2010-05-24",47.509998
"227","2010-05-25",47.119999
"228","2010-05-26",46.200001
"229","2010-05-27",49.279999
"230","2010-05-28",47.91
"231","2010-06-01",47.529999
"232","2010-06-02",49.060001
"233","2010-06-03",48.650002
"234","2010-06-04",46.459999
"235","2010-06-07",46.830002
"236","2010-06-08",47.52
"237","2010-06-09",47.689999
"238","2010-06-10",49.130001
"239","2010-06-11",48.560001
"240","2010-06-14",49.580002
"241","2010-06-15",51.75
"242","2010-06-16",51.48
"243","2010-06-17",51.919998
"244","2010-06-18",51.25
"245","2010-06-21",51.009998
"246","2010-06-22",50.299999
"247","2010-06-23",50.18
"248","2010-06-24",49.919998
"249","2010-06-25",49.59
"250","2010-06-28",49.669998
"251","2010-06-29",48.220001
"252","2010-06-30",48.009998
"253","2010-07-01",49.209999
"254","2010-07-02",48.860001
"255","2010-07-06",50.380001
"256","2010-07-07",51.330002
"257","2010-07-08",52.099998
"258","2010-07-09",52.48
"259","2010-07-12",52.759998
"260","2010-07-13",53.669998
"261","2010-07-14",53.799999
"262","2010-07-15",54.349998
"263","2010-07-16",52.849998
"264","2010-07-19",53.09
"265","2010-07-20",52.5
"266","2010-07-21",52.939999
"267","2010-07-22",54.389999
"268","2010-07-23",54.669998
"269","2010-07-26",55.060001
"270","2010-07-27",54.700001
"271","2010-07-28",53.740002
"272","2010-07-29",53.380001
"273","2010-07-30",53.060001
"274","2010-08-02",54.560001
"275","2010-08-03",54.84
"276","2010-08-04",55.200001
"277","2010-08-05",53.860001
"278","2010-08-06",52.560001
"279","2010-08-09",52.639999
"280","2010-08-10",52.23
"281","2010-08-11",50.849998
"282","2010-08-12",53.049999
"283","2010-08-13",53.240002
"284","2010-08-16",53.509998
"285","2010-08-17",53.66
"286","2010-08-18",53.57
"287","2010-08-19",52.27
"288","2010-08-20",51.700001
"289","2010-08-23",51.549999
"290","2010-08-24",51.130001
"291","2010-08-25",51.009998
"292","2010-08-26",51.119999
"293","2010-08-27",51.880001
"294","2010-08-30",51.189999
"295","2010-08-31",51.970001
"296","2010-09-01",54.220001
"297","2010-09-02",54.950001
"298","2010-09-03",55.150002
"299","2010-09-07",54.330002
"300","2010-09-08",55.650002
"301","2010-09-09",55.049999
"302","2010-09-10",54.799999
"303","2010-09-13",55.48
"304","2010-09-14",55.849998
"305","2010-09-15",56.290001
"306","2010-09-16",56.310001
"307","2010-09-17",55.360001
"308","2010-09-20",56.16
"309","2010-09-21",56.139999
"310","2010-09-22",56.049999
"311","2010-09-23",56.419998
"312","2010-09-24",58.57
"313","2010-09-27",57.720001
"314","2010-09-28",58.950001
"315","2010-09-29",59.48
"316","2010-09-30",58.75
"317","2010-10-01",58.66
"318","2010-10-04",57.59
"319","2010-10-05",59.299999
"320","2010-10-06",59.889999
"321","2010-10-07",59.509998
"322","2010-10-08",61.599998
"323","2010-10-11",61.939999
"324","2010-10-12",62.290001
"325","2010-10-13",63.700001
"326","2010-10-14",63.380001
"327","2010-10-15",62.720001
"328","2010-10-18",62.41
"329","2010-10-19",61.380001
"330","2010-10-20",62.209999
"331","2010-10-21",63.740002
"332","2010-10-22",63.75
"333","2010-10-25",63.880001
"334","2010-10-26",62.720001
"335","2010-10-27",61.240002
"336","2010-10-28",62.310001
"337","2010-10-29",62.900002
"338","2010-11-01",62.860001
"339","2010-11-02",63.509998
"340","2010-11-03",61.619999
"341","2010-11-04",62.619999
"342","2010-11-05",61.560001
"343","2010-11-08",60.790001
"344","2010-11-09",60.450001
"345","2010-11-10",60.549999
"346","2010-11-11",59.080002
"347","2010-11-12",58.700001
"348","2010-11-15",58.619999
"349","2010-11-16",57.439999
"350","2010-11-17",58.779999
"351","2010-11-18",60.75
"352","2010-11-19",60.860001
"353","2010-11-22",60.900002
"354","2010-11-23",59.220001
"355","2010-11-24",58.700001
"356","2010-11-26",57.57
"357","2010-11-29",56.02
"358","2010-11-30",54.939999
"359","2010-12-01",56.639999
"360","2010-12-02",57.799999
"361","2010-12-03",58.02
"362","2010-12-06",57.459999
"363","2010-12-07",57.689999
"364","2010-12-08",57.540001
"365","2010-12-09",57.200001
"366","2010-12-10",57.630001
"367","2010-12-13",57.860001
"368","2010-12-14",57.889999
"369","2010-12-15",57.119999
"370","2010-12-16",57.459999
"371","2010-12-17",57.389999
"372","2010-12-20",57.040001
"373","2010-12-21",57.630001
"374","2010-12-22",57.48
"375","2010-12-23",57.299999
"376","2010-12-27",57.470001
"377","2010-12-28",57
"378","2010-12-29",56.98
"379","2010-12-30",57.330002
"380","2010-12-31",57.09
"381","2011-01-03",57.630001
"382","2011-01-04",57.34
"383","2011-01-05",56.82
"384","2011-01-06",57.07
"385","2011-01-07",56.599998
"386","2011-01-10",56.610001
"387","2011-01-11",57.040001
"388","2011-01-12",58.110001
"389","2011-01-13",58.68
"390","2011-01-14",57.91
"391","2011-01-18",57.380001
"392","2011-01-19",56.849998
"393","2011-01-20",55.84
"394","2011-01-21",55.700001
"395","2011-01-24",56.619999
"396","2011-01-25",57.540001
"397","2011-01-26",57.459999
"398","2011-01-27",56.470001
"399","2011-01-28",55.07
"400","2011-01-31",55.310001
"401","2011-02-01",55.669998
"402","2011-02-02",56.25
