"","date","MCO"
"1","2007-01-03",70.32
"2","2007-01-04",69.809998
"3","2007-01-05",68.779999
"4","2007-01-08",68.760002
"5","2007-01-09",68.199997
"6","2007-01-10",68.919998
"7","2007-01-11",69.790001
"8","2007-01-12",69.370003
"9","2007-01-16",69.360001
"10","2007-01-17",70.540001
"11","2007-01-18",70.68
"12","2007-01-19",71.339996
"13","2007-01-22",71.75
"14","2007-01-23",72.360001
"15","2007-01-24",72.379997
"16","2007-01-25",71.82
"17","2007-01-26",70.75
"18","2007-01-29",71.239998
"19","2007-01-30",70.599998
"20","2007-01-31",71.559998
"21","2007-02-01",72.610001
"22","2007-02-02",72.470001
"23","2007-02-05",72.089996
"24","2007-02-06",72.610001
"25","2007-02-07",73.949997
"26","2007-02-08",74.839996
"27","2007-02-09",73.709999
"28","2007-02-12",71.830002
"29","2007-02-13",70.949997
"30","2007-02-14",71.68
"31","2007-02-15",71.800003
"32","2007-02-16",72.68
"33","2007-02-20",72.699997
"34","2007-02-21",71.209999
"35","2007-02-22",68.790001
"36","2007-02-23",67.43
"37","2007-02-26",65.370003
"38","2007-02-27",64.879997
"39","2007-02-28",64.720001
"40","2007-03-01",66.150002
"41","2007-03-02",66.099998
"42","2007-03-05",64.5
"43","2007-03-06",65.709999
"44","2007-03-07",65.010002
"45","2007-03-08",65.309998
"46","2007-03-09",64.830002
"47","2007-03-12",63.57
"48","2007-03-13",59.560001
"49","2007-03-14",60.23
"50","2007-03-15",63.509998
"51","2007-03-16",63.200001
"52","2007-03-19",64.279999
"53","2007-03-20",64.43
"54","2007-03-21",66.370003
"55","2007-03-22",66.339996
"56","2007-03-23",65.57
"57","2007-03-26",64.5
"58","2007-03-27",62.93
"59","2007-03-28",61.52
"60","2007-03-29",62.09
"61","2007-03-30",62.060001
"62","2007-04-02",61.279999
"63","2007-04-03",61.389999
"64","2007-04-04",61.049999
"65","2007-04-05",61.110001
"66","2007-04-09",61.779999
"67","2007-04-10",60.18
"68","2007-04-11",60.610001
"69","2007-04-12",62.02
"70","2007-04-13",62.799999
"71","2007-04-16",65.720001
"72","2007-04-17",68.400002
"73","2007-04-18",67.900002
"74","2007-04-19",67.980003
"75","2007-04-20",68.080002
"76","2007-04-23",67.089996
"77","2007-04-24",67.989998
"78","2007-04-25",68.459999
"79","2007-04-26",67.940002
"80","2007-04-27",67.110001
"81","2007-04-30",66.120003
"82","2007-05-01",65.470001
"83","2007-05-02",66.099998
"84","2007-05-03",66.360001
"85","2007-05-04",66.940002
"86","2007-05-07",65.559998
"87","2007-05-08",68.230003
"88","2007-05-09",68.599998
"89","2007-05-10",66.919998
"90","2007-05-11",68.099998
"91","2007-05-14",67.959999
"92","2007-05-15",66.879997
"93","2007-05-16",68.169998
"94","2007-05-17",67.110001
"95","2007-05-18",67.669998
"96","2007-05-21",68.260002
"97","2007-05-22",68.040001
"98","2007-05-23",72.110001
"99","2007-05-24",69.910004
"100","2007-05-25",69.830002
"101","2007-05-29",70.860001
"102","2007-05-30",72.559998
"103","2007-05-31",69.650002
"104","2007-06-01",69.120003
"105","2007-06-04",71.019997
"106","2007-06-05",70.360001
"107","2007-06-06",70.730003
"108","2007-06-07",68.690002
"109","2007-06-08",68.68
"110","2007-06-11",68.449997
"111","2007-06-12",66.800003
"112","2007-06-13",66.82
"113","2007-06-14",66.970001
"114","2007-06-15",67.669998
"115","2007-06-18",67
"116","2007-06-19",67
"117","2007-06-20",64.239998
"118","2007-06-21",63.990002
"119","2007-06-22",63.369999
"120","2007-06-25",61.119999
"121","2007-06-26",62.060001
"122","2007-06-27",62.57
"123","2007-06-28",62.529999
"124","2007-06-29",62.200001
"125","2007-07-02",62.040001
"126","2007-07-03",60.889999
"127","2007-07-05",61.43
"128","2007-07-06",62.290001
"129","2007-07-09",61.5
"130","2007-07-10",60.389999
"131","2007-07-11",60.889999
"132","2007-07-12",61.18
"133","2007-07-13",62.610001
"134","2007-07-16",61.119999
"135","2007-07-17",60.779999
"136","2007-07-18",59.560001
"137","2007-07-19",59.48
"138","2007-07-20",58.720001
"139","2007-07-23",58.900002
"140","2007-07-24",55.939999
"141","2007-07-25",57.360001
"142","2007-07-26",55.32
"143","2007-07-27",55.009998
"144","2007-07-30",54.529999
"145","2007-07-31",53.799999
"146","2007-08-01",55.389999
"147","2007-08-02",57.25
"148","2007-08-03",53.259998
"149","2007-08-06",54.130001
"150","2007-08-07",55.869999
"151","2007-08-08",58.360001
"152","2007-08-09",56.75
"153","2007-08-10",54.700001
"154","2007-08-13",52.41
"155","2007-08-14",49.98
"156","2007-08-15",49.18
"157","2007-08-16",49.200001
"158","2007-08-17",49.98
"159","2007-08-20",45.889999
"160","2007-08-21",46.790001
"161","2007-08-22",46.580002
"162","2007-08-23",46.240002
"163","2007-08-24",46.450001
"164","2007-08-27",46.150002
"165","2007-08-28",44.830002
"166","2007-08-29",46.040001
"167","2007-08-30",45.09
"168","2007-08-31",45.849998
"169","2007-09-04",46.23
"170","2007-09-05",44.950001
"171","2007-09-06",46.029999
"172","2007-09-07",44.279999
"173","2007-09-10",44.150002
"174","2007-09-11",44.52
"175","2007-09-12",44.259998
"176","2007-09-13",44.799999
"177","2007-09-14",44.380001
"178","2007-09-17",42.869999
"179","2007-09-18",47.200001
"180","2007-09-19",48.700001
"181","2007-09-20",47.68
"182","2007-09-21",48.34
