"","date","NRIM"
"1","2007-01-03",25.847618
"2","2007-01-04",25.780952
"3","2007-01-05",25.266666
"4","2007-01-08",25.257143
"5","2007-01-09",25.657143
"6","2007-01-10",25.523809
"7","2007-01-11",25.333334
"8","2007-01-12",25.380953
"9","2007-01-16",25.495237
"10","2007-01-17",25.676191
"11","2007-01-18",25.504763
"12","2007-01-19",25.409523
"13","2007-01-22",25.628571
"14","2007-01-23",25.380953
"15","2007-01-24",26.266666
"16","2007-01-25",26.466667
"17","2007-01-26",26.428572
"18","2007-01-29",26.523809
"19","2007-01-30",26.666666
"20","2007-01-31",26.904762
"21","2007-02-01",27.24762
"22","2007-02-02",27.047619
"23","2007-02-05",27.761906
"24","2007-02-06",27.771429
"25","2007-02-07",27.457144
"26","2007-02-08",27.428572
"27","2007-02-09",27.619047
"28","2007-02-12",27.6
"29","2007-02-13",27.685715
"30","2007-02-14",27.590477
"31","2007-02-15",27.619047
"32","2007-02-16",27.638096
"33","2007-02-20",27.761906
"34","2007-02-21",27.847618
"35","2007-02-22",27.75238
"36","2007-02-23",27.761906
"37","2007-02-26",27.571428
"38","2007-02-27",27.619047
"39","2007-02-28",27.790476
"40","2007-03-01",27.742857
"41","2007-03-02",27.780952
"42","2007-03-05",27.609524
"43","2007-03-06",27.75238
"44","2007-03-07",28.333334
"45","2007-03-08",28.304762
"46","2007-03-09",28.447618
"47","2007-03-12",28.714285
"48","2007-03-13",28.628571
"49","2007-03-14",28.333334
"50","2007-03-15",27.799999
"51","2007-03-16",27.619047
"52","2007-03-19",27.657143
"53","2007-03-20",27.790476
"54","2007-03-21",27.904762
"55","2007-03-22",27.809525
"56","2007-03-23",27.895239
"57","2007-03-26",27.619047
"58","2007-03-27",28.409523
"59","2007-03-28",28.428572
"60","2007-03-29",28.095238
"61","2007-03-30",28.142857
"62","2007-04-02",28.266666
"63","2007-04-03",28.285715
"64","2007-04-04",28.238094
"65","2007-04-05",28.323809
"66","2007-04-09",28.257143
"67","2007-04-10",28.409523
"68","2007-04-11",28.590477
"69","2007-04-12",28.495237
"70","2007-04-13",28.733334
"71","2007-04-16",28.438095
"72","2007-04-17",28.342857
"73","2007-04-18",28.447618
"74","2007-04-19",28.380953
"75","2007-04-20",28.447618
"76","2007-04-23",28.171429
"77","2007-04-24",28.571428
"78","2007-04-25",27.152382
"79","2007-04-26",25.714285
"80","2007-04-27",26.619047
"81","2007-04-30",26.866667
"82","2007-05-01",26.514286
"83","2007-05-02",26.761906
"84","2007-05-03",26.495237
"85","2007-05-04",25.666666
"86","2007-05-07",25.733334
"87","2007-05-08",25.676191
"88","2007-05-09",25.114286
"89","2007-05-10",25.209524
"90","2007-05-11",25.104761
"91","2007-05-14",25.095238
"92","2007-05-15",24.895239
"93","2007-05-16",24.87619
"94","2007-05-17",25.390476
"95","2007-05-18",25.304762
"96","2007-05-21",25.533333
"97","2007-05-22",25.428572
"98","2007-05-23",25.352381
"99","2007-05-24",25.457144
"100","2007-05-25",25.590477
"101","2007-05-29",25.514286
"102","2007-05-30",25.228571
"103","2007-05-31",25.6
"104","2007-06-01",24.799999
"105","2007-06-04",24.857143
"106","2007-06-05",24.952381
"107","2007-06-06",24.819048
"108","2007-06-07",24.809525
"109","2007-06-08",24.866667
"110","2007-06-11",24.457144
"111","2007-06-12",24.904762
"112","2007-06-13",24.809525
"113","2007-06-14",24.771429
"114","2007-06-15",24.799999
"115","2007-06-18",24.75238
"116","2007-06-19",24.638096
"117","2007-06-20",24.638096
"118","2007-06-21",24.704762
"119","2007-06-22",24.628571
"120","2007-06-25",24.619047
"121","2007-06-26",24.657143
"122","2007-06-27",24.87619
"123","2007-06-28",24.87619
"124","2007-06-29",26.009523
"125","2007-07-02",26.200001
"126","2007-07-03",26.447618
"127","2007-07-05",26.571428
"128","2007-07-06",26.361904
"129","2007-07-09",26.180952
"130","2007-07-10",26.066668
"131","2007-07-11",26.428572
"132","2007-07-12",26.285715
"133","2007-07-13",26.666666
"134","2007-07-16",27.009523
"135","2007-07-17",27.209524
"136","2007-07-18",26.942858
"137","2007-07-19",27.542856
"138","2007-07-20",27.590477
"139","2007-07-23",27.857143
"140","2007-07-24",27.390476
"141","2007-07-25",27.761906
"142","2007-07-26",27.619047
"143","2007-07-27",27.857143
"144","2007-07-30",27.923809
"145","2007-07-31",28.095238
"146","2007-08-01",28.257143
"147","2007-08-02",28.285715
"148","2007-08-03",27.980953
"149","2007-08-06",27.390476
"150","2007-08-07",27.419048
"151","2007-08-08",26.771429
"152","2007-08-09",25.571428
"153","2007-08-10",25.295238
"154","2007-08-13",25.933332
"155","2007-08-14",26.028572
"156","2007-08-15",25.942858
"157","2007-08-16",25.085714
"158","2007-08-17",24.380953
"159","2007-08-20",24
"160","2007-08-21",23.371429
"161","2007-08-22",23.704762
"162","2007-08-23",24.114286
"163","2007-08-24",24.285715
"164","2007-08-27",24.161905
"165","2007-08-28",23.914286
"166","2007-08-29",23.809525
"167","2007-08-30",24.27619
"168","2007-08-31",24.409523
"169","2007-09-04",24.285715
"170","2007-09-05",23.980953
"171","2007-09-06",24.076191
"172","2007-09-07",23.990477
"173","2007-09-10",24.171429
"174","2007-09-11",24.266666
"175","2007-09-12",24.133333
