"","date","AZN"
"1","2007-01-03",26.945
"2","2007-01-04",27.645
"3","2007-01-05",27.764999
"4","2007-01-08",27.209999
"5","2007-01-09",27.15
"6","2007-01-10",27.125
"7","2007-01-11",27.540001
"8","2007-01-12",28.174999
"9","2007-01-16",28.555
"10","2007-01-17",28.5
"11","2007-01-18",28.465
"12","2007-01-19",28.375
"13","2007-01-22",28.040001
"14","2007-01-23",28.200001
"15","2007-01-24",28.405001
"16","2007-01-25",27.825001
"17","2007-01-26",27.42
"18","2007-01-29",27.49
"19","2007-01-30",27.775
"20","2007-01-31",27.975
"21","2007-02-01",28.700001
"22","2007-02-02",28.85
"23","2007-02-05",28.924999
"24","2007-02-06",29.389999
"25","2007-02-07",29
"26","2007-02-08",28.73
"27","2007-02-09",28.405001
"28","2007-02-12",28.395
"29","2007-02-13",28.465
"30","2007-02-14",28.75
"31","2007-02-15",28.775
"32","2007-02-16",28.950001
"33","2007-02-20",28.68
"34","2007-02-21",28.504999
"35","2007-02-22",28.375
"36","2007-02-23",28.594999
"37","2007-02-26",28.65
"38","2007-02-27",27.84
"39","2007-02-28",28.065001
"40","2007-03-01",27.540001
"41","2007-03-02",26.92
"42","2007-03-05",26.764999
"43","2007-03-06",27.465
"44","2007-03-07",27.73
"45","2007-03-08",28.065001
"46","2007-03-09",28.290001
"47","2007-03-12",28.325001
"48","2007-03-13",27.915001
"49","2007-03-14",27.809999
"50","2007-03-15",27.83
"51","2007-03-16",27.75
"52","2007-03-19",27.735001
"53","2007-03-20",27.924999
"54","2007-03-21",28.344999
"55","2007-03-22",27.725
"56","2007-03-23",27.35
"57","2007-03-26",27.365
"58","2007-03-27",27.02
"59","2007-03-28",26.815001
"60","2007-03-29",26.860001
"61","2007-03-30",26.825001
"62","2007-04-02",26.85
"63","2007-04-03",26.885
"64","2007-04-04",27.24
"65","2007-04-05",27.295
"66","2007-04-09",27.165001
"67","2007-04-10",26.965
"68","2007-04-11",26.889999
"69","2007-04-12",27.275
"70","2007-04-13",27.985001
"71","2007-04-16",28.35
"72","2007-04-17",28.575001
"73","2007-04-18",28.834999
"74","2007-04-19",29.209999
"75","2007-04-20",29.52
"76","2007-04-23",27.955
"77","2007-04-24",27.690001
"78","2007-04-25",27.790001
"79","2007-04-26",27.469999
"80","2007-04-27",27.5
"81","2007-04-30",27.155001
"82","2007-05-01",27.059999
"83","2007-05-02",26.889999
"84","2007-05-03",26.459999
"85","2007-05-04",26.855
"86","2007-05-07",26.889999
"87","2007-05-08",26.9
"88","2007-05-09",26.959999
"89","2007-05-10",26.514999
"90","2007-05-11",26.635
"91","2007-05-14",26.59
"92","2007-05-15",26.875
"93","2007-05-16",27.004999
"94","2007-05-17",27.135
"95","2007-05-18",27.094999
"96","2007-05-21",26.780001
"97","2007-05-22",26.77
"98","2007-05-23",26.719999
"99","2007-05-24",26.690001
"100","2007-05-25",26.74
"101","2007-05-29",26.735001
"102","2007-05-30",26.674999
"103","2007-05-31",26.59
"104","2007-06-01",26.629999
"105","2007-06-04",26.76
"106","2007-06-05",26.285
"107","2007-06-06",26.305
"108","2007-06-07",25.754999
"109","2007-06-08",25.545
"110","2007-06-11",25.955
"111","2007-06-12",25.74
"112","2007-06-13",25.735001
"113","2007-06-14",25.605
"114","2007-06-15",25.860001
"115","2007-06-18",25.950001
"116","2007-06-19",25.934999
"117","2007-06-20",25.775
"118","2007-06-21",25.815001
"119","2007-06-22",25.625
"120","2007-06-25",25.5
"121","2007-06-26",25.905001
"122","2007-06-27",26.610001
"123","2007-06-28",26.52
"124","2007-06-29",26.74
"125","2007-07-02",26.834999
"126","2007-07-03",26.959999
"127","2007-07-05",26.924999
"128","2007-07-06",26.959999
"129","2007-07-09",26.745001
"130","2007-07-10",26.674999
"131","2007-07-11",27.440001
"132","2007-07-12",27.975
"133","2007-07-13",28.055
"134","2007-07-16",28.08
"135","2007-07-17",28.055
"136","2007-07-18",27.67
"137","2007-07-19",27.870001
"138","2007-07-20",27.795
"139","2007-07-23",27.775
"140","2007-07-24",27.325001
"141","2007-07-25",27.5
"142","2007-07-26",26.15
"143","2007-07-27",25.855
"144","2007-07-30",25.754999
"145","2007-07-31",25.915001
"146","2007-08-01",25.875
"147","2007-08-02",25.889999
"148","2007-08-03",25.360001
"149","2007-08-06",25.799999
"150","2007-08-07",25.285
"151","2007-08-08",25.52
"152","2007-08-09",24.475
"153","2007-08-10",23.98
"154","2007-08-13",23.715
"155","2007-08-14",23.485001
"156","2007-08-15",23.055
"157","2007-08-16",22.780001
"158","2007-08-17",23.25
"159","2007-08-20",23.49
"160","2007-08-21",23.575001
"161","2007-08-22",23.955
"162","2007-08-23",24.15
"163","2007-08-24",24.610001
"164","2007-08-27",24.174999
"165","2007-08-28",23.799999
"166","2007-08-29",24.290001
"167","2007-08-30",24.225
"168","2007-08-31",24.6
"169","2007-09-04",24.73
"170","2007-09-05",24.51
"171","2007-09-06",24.440001
"172","2007-09-07",24.014999
"173","2007-09-10",23.825001
"174","2007-09-11",24.309999
"175","2007-09-12",24.190001
"176","2007-09-13",24.125
"177","2007-09-14",23.965
"178","2007-09-17",23.645
"179","2007-09-18",24
"180","2007-09-19",24.105
"181","2007-09-20",24.219999
"182","2007-09-21",24.565001
"183","2007-09-24",24.555
"184","2007-09-25",24.549999
"185","2007-09-26",24.309999
"186","2007-09-27",24.450001
"187","2007-09-28",25.035
"188","2007-10-01",25.375
"189","2007-10-02",25.674999
"190","2007-10-03",25.559999
"191","2007-10-04",26.15
"192","2007-10-05",26.219999
"193","2007-10-08",26.129999
"194","2007-10-09",26.115
"195","2007-10-10",26.139999
"196","2007-10-11",26.18
"197","2007-10-12",26.235001
"198","2007-10-15",26.125
"199","2007-10-16",25.825001
"200","2007-10-17",26.045
"201","2007-10-18",26.08
"202","2007-10-19",25.25
"203","2007-10-22",24.92
"204","2007-10-23",25.41
"205","2007-10-24",24.764999
"206","2007-10-25",24.6
"207","2007-10-26",24.34
"208","2007-10-29",24.33
"209","2007-10-30",24.375
"210","2007-10-31",24.549999
"211","2007-11-01",24.115
