"","date","AAWW"
"1","2007-01-03",44
"2","2007-01-04",45.279999
"3","2007-01-05",45.16
"4","2007-01-08",45.610001
"5","2007-01-09",46.060001
"6","2007-01-10",45.990002
"7","2007-01-11",46.950001
"8","2007-01-12",47.119999
"9","2007-01-16",47.380001
"10","2007-01-17",47.220001
"11","2007-01-18",47.709999
"12","2007-01-19",47.580002
"13","2007-01-22",46.740002
"14","2007-01-23",46.77
"15","2007-01-24",47.73
"16","2007-01-25",47.48
"17","2007-01-26",47.400002
"18","2007-01-29",47.5
"19","2007-01-30",47.23
"20","2007-01-31",47.950001
"21","2007-02-01",49
"22","2007-02-02",49.389999
"23","2007-02-05",49.02
"24","2007-02-06",49.48
"25","2007-02-07",49.18
"26","2007-02-08",49.77
"27","2007-02-09",49.169998
"28","2007-02-12",49.869999
"29","2007-02-13",50.25
"30","2007-02-14",50.529999
"31","2007-02-15",50.150002
"32","2007-02-16",49.939999
"33","2007-02-20",50.23
"34","2007-02-21",50.099998
"35","2007-02-22",50.400002
"36","2007-02-23",50.330002
"37","2007-02-26",50.009998
"38","2007-02-27",48.52
"39","2007-02-28",48.849998
"40","2007-03-01",49.209999
"41","2007-03-02",48.619999
"42","2007-03-05",47.139999
"43","2007-03-06",47.220001
"44","2007-03-07",47.139999
"45","2007-03-08",49.529999
"46","2007-03-09",49.099998
"47","2007-03-12",50.610001
"48","2007-03-13",49.759998
"49","2007-03-14",51.330002
"50","2007-03-15",52.02
"51","2007-03-16",53.220001
"52","2007-03-19",52.990002
"53","2007-03-20",53.720001
"54","2007-03-21",54.290001
"55","2007-03-22",53.98
"56","2007-03-23",53.549999
"57","2007-03-26",53.369999
"58","2007-03-27",53
"59","2007-03-28",52.450001
"60","2007-03-29",52.740002
"61","2007-03-30",52.73
"62","2007-04-02",53.689999
"63","2007-04-03",55.32
"64","2007-04-04",55.59
"65","2007-04-05",56.119999
"66","2007-04-09",55.630001
"67","2007-04-10",56.099998
"68","2007-04-11",55.889999
"69","2007-04-12",56.77
"70","2007-04-13",58.419998
"71","2007-04-16",59.799999
"72","2007-04-17",59.200001
"73","2007-04-18",58.459999
"74","2007-04-19",58.540001
"75","2007-04-20",59.82
"76","2007-04-23",59.540001
"77","2007-04-24",58.560001
"78","2007-04-25",59.029999
"79","2007-04-26",59.279999
"80","2007-04-27",58.689999
"81","2007-04-30",57.52
"82","2007-05-01",57.5
"83","2007-05-02",58.619999
"84","2007-05-03",58.25
"85","2007-05-04",59.25
"86","2007-05-07",59.5
"87","2007-05-08",59.630001
"88","2007-05-09",58.900002
"89","2007-05-10",59
"90","2007-05-11",59.220001
"91","2007-05-14",58.5
"92","2007-05-15",58.27
"93","2007-05-16",59
"94","2007-05-17",58.450001
"95","2007-05-18",58.529999
"96","2007-05-21",58.73
"97","2007-05-22",59
"98","2007-05-23",58.34
"99","2007-05-24",57.580002
"100","2007-05-25",58.240002
"101","2007-05-29",58.889999
"102","2007-05-30",58.700001
"103","2007-05-31",58.630001
"104","2007-06-01",58.790001
"105","2007-06-04",58.299999
"106","2007-06-05",57.720001
"107","2007-06-06",57.32
"108","2007-06-07",56.52
"109","2007-06-08",57.560001
"110","2007-06-11",57.689999
"111","2007-06-12",56.529999
"112","2007-06-13",56.549999
"113","2007-06-14",57.060001
"114","2007-06-15",58.220001
"115","2007-06-18",58.48
"116","2007-06-19",58.5
