"","date","BIP"
"1","2008-01-10",11.309524
"2","2008-01-11",11.547619
"3","2008-01-14",11.934524
"4","2008-01-15",11.875
"5","2008-01-16",11.785714
"6","2008-01-17",11.845238
"7","2008-01-18",11.904762
"8","2008-01-22",11.696428
"9","2008-01-23",12.261905
"10","2008-01-24",12.202381
"11","2008-01-25",12.5
"12","2008-01-28",12.589286
"13","2008-01-29",12.5
"14","2008-01-30",12.559524
"15","2008-01-31",12.470238
"16","2008-02-01",12.208333
"17","2008-02-04",12.017858
"18","2008-02-05",11.797619
"19","2008-02-06",11.488095
"20","2008-02-07",11.458333
"21","2008-02-08",11.583333
"22","2008-02-11",11.488095
"23","2008-02-12",11.369047
"24","2008-02-13",11.279762
"25","2008-02-14",11.351191
"26","2008-02-15",11.446428
"27","2008-02-19",11.351191
"28","2008-02-20",11.25
"29","2008-02-21",11.220238
"30","2008-02-22",11.380953
"31","2008-02-25",11.458333
"32","2008-02-26",11.458333
"33","2008-02-27",11.345238
"34","2008-02-28",11.25
"35","2008-02-29",11.190476
"36","2008-03-03",11.160714
"37","2008-03-04",11.059524
"38","2008-03-05",10.827381
"39","2008-03-06",11.190476
"40","2008-03-07",10.845238
"41","2008-03-10",10.476191
"42","2008-03-11",10.434524
"43","2008-03-12",10.238095
"44","2008-03-13",10
"45","2008-03-14",9.613095
"46","2008-03-17",9.166667
"47","2008-03-18",9.166667
"48","2008-03-19",9.029762
"49","2008-03-20",9.238095
"50","2008-03-24",10.416667
"51","2008-03-25",10.892858
"52","2008-03-26",11.130953
"53","2008-03-27",10.529762
"54","2008-03-28",10.517858
"55","2008-03-31",10.089286
"56","2008-04-01",10.648809
"57","2008-04-02",10.714286
"58","2008-04-03",10.863095
"59","2008-04-04",10.803572
"60","2008-04-07",11.059524
"61","2008-04-08",10.857142
"62","2008-04-09",10.702381
"63","2008-04-10",10.803572
"64","2008-04-11",10.75
"65","2008-04-14",10.565476
"66","2008-04-15",10.535714
"67","2008-04-16",10.738095
"68","2008-04-17",10.678572
"69","2008-04-18",10.845238
"70","2008-04-21",10.863095
"71","2008-04-22",10.702381
"72","2008-04-23",10.672619
"73","2008-04-24",10.488095
"74","2008-04-25",11.023809
"75","2008-04-28",11.517858
"76","2008-04-29",11.726191
"77","2008-04-30",11.827381
"78","2008-05-01",12.083333
"79","2008-05-02",12.041667
"80","2008-05-05",11.952381
"81","2008-05-06",11.970238
"82","2008-05-07",11.934524
"83","2008-05-08",12.255953
"84","2008-05-09",12.202381
"85","2008-05-12",12.101191
"86","2008-05-13",12.125
"87","2008-05-14",11.910714
"88","2008-05-15",11.964286
"89","2008-05-16",11.940476
"90","2008-05-19",11.964286
"91","2008-05-20",12.065476
"92","2008-05-21",12.172619
"93","2008-05-22",12.172619
"94","2008-05-23",12.029762
"95","2008-05-27",11.708333
"96","2008-05-28",11.267858
"97","2008-05-29",11.178572
"98","2008-05-30",11.226191
"99","2008-06-02",11.208333
"100","2008-06-03",11.494047
"101","2008-06-04",11.696428
"102","2008-06-05",11.404762
"103","2008-06-06",11.392858
"104","2008-06-09",11.309524
"105","2008-06-10",11.386905
"106","2008-06-11",11.428572
"107","2008-06-12",11.339286
"108","2008-06-13",11.386905
"109","2008-06-16",11.357142
"110","2008-06-17",11.369047
"111","2008-06-18",11.422619
"112","2008-06-19",11.488095
"113","2008-06-20",11.375
"114","2008-06-23",11.410714
"115","2008-06-24",11.404762
"116","2008-06-25",11.940476
"117","2008-06-26",11.660714
"118","2008-06-27",11.476191
"119","2008-06-30",11.666667
"120","2008-07-01",11.613095
"121","2008-07-02",11.607142
"122","2008-07-03",11.428572
"123","2008-07-07",11.565476
"124","2008-07-08",11.303572
"125","2008-07-09",11.232142
"126","2008-07-10",11.357142
"127","2008-07-11",11.255953
"128","2008-07-14",11.440476
"129","2008-07-15",11.196428
"130","2008-07-16",11.279762
"131","2008-07-17",11.172619
"132","2008-07-18",11.190476
"133","2008-07-21",11.345238
"134","2008-07-22",11.232142
"135","2008-07-23",11.452381
"136","2008-07-24",11.488095
"137","2008-07-25",11.172619
"138","2008-07-28",11.059524
"139","2008-07-29",11.041667
"140","2008-07-30",11.297619
"141","2008-07-31",11.196428
"142","2008-08-01",11.107142
"143","2008-08-04",11.142858
"144","2008-08-05",10.803572
"145","2008-08-06",10.565476
"146","2008-08-07",10.505953
"147","2008-08-08",10.595238
"148","2008-08-11",10.827381
"149","2008-08-12",10.785714
"150","2008-08-13",10.654762
"151","2008-08-14",11.011905
"152","2008-08-15",10.660714
"153","2008-08-18",10.660714
"154","2008-08-19",10.494047
"155","2008-08-20",10.392858
"156","2008-08-21",10.339286
"157","2008-08-22",10.25
"158","2008-08-25",10.357142
"159","2008-08-26",10.476191
"160","2008-08-27",10.476191
"161","2008-08-28",10.648809
"162","2008-08-29",10.714286
"163","2008-09-02",10.642858
"164","2008-09-03",10.726191
"165","2008-09-04",10.714286
"166","2008-09-05",10.738095
"167","2008-09-08",10.714286
"168","2008-09-09",10.434524
"169","2008-09-10",10.458333
"170","2008-09-11",10.255953
"171","2008-09-12",10.511905
"172","2008-09-15",10.059524
"173","2008-09-16",10.065476
"174","2008-09-17",9.678572
"175","2008-09-18",9.279762
"176","2008-09-19",10.160714
"177","2008-09-22",9.577381
"178","2008-09-23",9.226191
"179","2008-09-24",9.136905
"180","2008-09-25",9.107142
"181","2008-09-26",9.166667
"182","2008-09-29",9.172619
"183","2008-09-30",9.363095
"184","2008-10-01",9.75
"185","2008-10-02",9.339286
"186","2008-10-03",9.345238
"187","2008-10-06",8.702381
"188","2008-10-07",7.773809
"189","2008-10-08",7.184524
"190","2008-10-09",6.25
"191","2008-10-10",5.952381
"192","2008-10-13",7.273809
"193","2008-10-14",7.976191
"194","2008-10-15",7.797619
"195","2008-10-16",8.011905
"196","2008-10-17",8.154762
"197","2008-10-20",8.303572
"198","2008-10-21",8.571428
"199","2008-10-22",8.428572
"200","2008-10-23",8.392858
"201","2008-10-24",8.333333
"202","2008-10-27",8.065476
"203","2008-10-28",8.059524
"204","2008-10-29",7.970238
"205","2008-10-30",8.488095
"206","2008-10-31",8.928572
"207","2008-11-03",8.940476
"208","2008-11-04",9.428572
"209","2008-11-05",8.011905
"210","2008-11-06",7.738095
"211","2008-11-07",8.220238
"212","2008-11-10",8.125
"213","2008-11-11",8.011905
"214","2008-11-12",7.678571
"215","2008-11-13",7.5
"216","2008-11-14",8.029762
"217","2008-11-17",7.327381
"218","2008-11-18",7.130952
"219","2008-11-19",6.553571
"220","2008-11-20",6.232143
"221","2008-11-21",6.309524
"222","2008-11-24",6.809524
"223","2008-11-25",6.857143
"224","2008-11-26",6.815476
