"","date","CZNC"
"1","2007-01-03",21.782179
"2","2007-01-04",22.237623
"3","2007-01-05",21.732674
"4","2007-01-08",21.643564
"5","2007-01-09",21.782179
"6","2007-01-10",21.782179
"7","2007-01-11",21.79208
"8","2007-01-12",21.782179
"9","2007-01-16",21.782179
"10","2007-01-17",21.683168
"11","2007-01-18",22.079208
"12","2007-01-19",21.950495
"13","2007-01-22",21.920792
"14","2007-01-23",21.940594
"15","2007-01-24",21.891088
"16","2007-01-25",21.841583
"17","2007-01-26",22.029703
"18","2007-01-29",22.059406
"19","2007-01-30",21.90099
"20","2007-01-31",21.90099
"21","2007-02-01",22.188118
"22","2007-02-02",21.90099
"23","2007-02-05",21.940594
"24","2007-02-06",22.059406
"25","2007-02-07",22.069307
"26","2007-02-08",22.277227
"27","2007-02-09",22.079208
"28","2007-02-12",22.069307
"29","2007-02-13",22.029703
"30","2007-02-14",22.029703
"31","2007-02-15",22.029703
"32","2007-02-16",22.039604
"33","2007-02-20",22.029703
"34","2007-02-21",21.891088
"35","2007-02-22",21.910891
"36","2007-02-23",21.762377
"37","2007-02-26",21.782179
"38","2007-02-27",21.732674
"39","2007-02-28",21.702971
"40","2007-03-01",21.702971
"41","2007-03-02",21.683168
"42","2007-03-05",21.762377
"43","2007-03-06",21.722773
"44","2007-03-07",21.693069
"45","2007-03-08",21.633663
"46","2007-03-09",21.534653
"47","2007-03-12",21.752476
"48","2007-03-13",21.722773
"49","2007-03-14",21.039604
"50","2007-03-15",20.990099
"51","2007-03-16",20.990099
"52","2007-03-19",20.841583
"53","2007-03-20",21.039604
"54","2007-03-21",20.891088
"55","2007-03-22",20.801981
"56","2007-03-23",21.009901
"57","2007-03-26",20.871286
"58","2007-03-27",20.554455
"59","2007-03-28",20.653465
"60","2007-03-29",20.782179
"61","2007-03-30",20.39604
"62","2007-04-02",20.39604
"63","2007-04-03",20.316832
"64","2007-04-04",20.346535
"65","2007-04-05",20.653465
"66","2007-04-09",20.594059
"67","2007-04-10",20.445545
"68","2007-04-11",20.752476
"69","2007-04-12",20.39604
"70","2007-04-13",20.435644
"71","2007-04-16",20.435644
"72","2007-04-17",20.594059
"73","2007-04-18",20.752476
"74","2007-04-19",20.752476
"75","2007-04-20",20.891088
"76","2007-04-23",20.851484
"77","2007-04-24",20.801981
"78","2007-04-25",20.79208
"79","2007-04-26",20.544554
"80","2007-04-27",20.544554
"81","2007-04-30",20.544554
"82","2007-05-01",20.673267
"83","2007-05-02",20.544554
"84","2007-05-03",20.79208
"85","2007-05-04",20.79208
"86","2007-05-07",20.79208
"87","2007-05-08",20.60396
"88","2007-05-09",20.980198
"89","2007-05-10",20.891088
"90","2007-05-11",20.79208
"91","2007-05-14",20.891088
"92","2007-05-15",20.801981
"93","2007-05-16",20.891088
"94","2007-05-17",20.693069
"95","2007-05-18",20.762377
"96","2007-05-21",20.554455
"97","2007-05-22",20.554455
"98","2007-05-23",20.693069
"99","2007-05-24",20.544554
"100","2007-05-25",20.544554
"101","2007-05-29",20.930693
"102","2007-05-30",20.653465
"103","2007-05-31",20.653465
"104","2007-06-01",20.653465
"105","2007-06-04",20.673267
"106","2007-06-05",20.594059
"107","2007-06-06",20.653465
"108","2007-06-07",20.50495
"109","2007-06-08",20.722773
"110","2007-06-11",20.445545
"111","2007-06-12",20.594059
"112","2007-06-13",20.534653
"113","2007-06-14",20.425743
"114","2007-06-15",20.079208
"115","2007-06-18",19.801981
"116","2007-06-19",20.198019
"117","2007-06-20",20.138615
"118","2007-06-21",20.089109
