"","date","CYD"
"1","2007-01-03",7.41
"2","2007-01-04",7.21
"3","2007-01-05",7.42
"4","2007-01-08",7.22
"5","2007-01-09",7.16
"6","2007-01-10",7
"7","2007-01-11",7.15
"8","2007-01-12",7.16
"9","2007-01-16",7.21
"10","2007-01-17",7.26
"11","2007-01-18",7.11
"12","2007-01-19",7.22
"13","2007-01-22",7.12
"14","2007-01-23",7.21
"15","2007-01-24",7.23
"16","2007-01-25",7.06
"17","2007-01-26",7.05
"18","2007-01-29",7.08
"19","2007-01-30",7.01
"20","2007-01-31",7.16
"21","2007-02-01",7.21
"22","2007-02-02",7.22
"23","2007-02-05",7.23
"24","2007-02-06",7.26
"25","2007-02-07",7.21
"26","2007-02-08",7.18
"27","2007-02-09",7.19
"28","2007-02-12",7.1
"29","2007-02-13",7.12
"30","2007-02-14",7.09
"31","2007-02-15",7.25
"32","2007-02-16",7.53
"33","2007-02-20",7.69
"34","2007-02-21",8.14
"35","2007-02-22",9
"36","2007-02-23",9
"37","2007-02-26",9.1
"38","2007-02-27",7.69
"39","2007-02-28",7.66
"40","2007-03-01",7.49
"41","2007-03-02",7.5
"42","2007-03-05",7.16
"43","2007-03-06",7.56
"44","2007-03-07",7.43
"45","2007-03-08",7.67
"46","2007-03-09",7.63
"47","2007-03-12",7.68
"48","2007-03-13",7.59
"49","2007-03-14",7.43
"50","2007-03-15",7.5
"51","2007-03-16",7.5
"52","2007-03-19",7.69
"53","2007-03-20",7.87
"54","2007-03-21",7.96
"55","2007-03-22",8.05
"56","2007-03-23",8.08
"57","2007-03-26",7.97
"58","2007-03-27",8.09
"59","2007-03-28",7.86
"60","2007-03-29",7.91
"61","2007-03-30",7.97
"62","2007-04-02",8
"63","2007-04-03",7.88
"64","2007-04-04",8.01
"65","2007-04-05",7.85
"66","2007-04-09",8
"67","2007-04-10",8.05
"68","2007-04-11",8.53
"69","2007-04-12",8.64
"70","2007-04-13",8.61
"71","2007-04-16",8.55
"72","2007-04-17",9.21
"73","2007-04-18",8.78
"74","2007-04-19",8.91
"75","2007-04-20",8.97
"76","2007-04-23",9.21
"77","2007-04-24",9.03
"78","2007-04-25",9.28
"79","2007-04-26",9.34
"80","2007-04-27",9.15
"81","2007-04-30",9.25
"82","2007-05-01",9.09
"83","2007-05-02",9.09
"84","2007-05-03",9.12
"85","2007-05-04",9.71
"86","2007-05-07",10.2
"87","2007-05-08",10.15
"88","2007-05-09",10.1
"89","2007-05-10",10.08
"90","2007-05-11",10.82
"91","2007-05-14",11.07
"92","2007-05-15",10.53
"93","2007-05-16",10.45
"94","2007-05-17",10.62
"95","2007-05-18",10.43
"96","2007-05-21",10.8
"97","2007-05-22",10.57
"98","2007-05-23",10.32
"99","2007-05-24",9.92
"100","2007-05-25",10.21
"101","2007-05-29",10.2
"102","2007-05-30",10.39
"103","2007-05-31",10.12
"104","2007-06-01",10.12
"105","2007-06-04",10.56
"106","2007-06-05",10.18
"107","2007-06-06",10.09
"108","2007-06-07",9.78
"109","2007-06-08",10.01
"110","2007-06-11",10.03
"111","2007-06-12",10.05
"112","2007-06-13",10.18
"113","2007-06-14",10.27
"114","2007-06-15",10.25
"115","2007-06-18",10.25
"116","2007-06-19",10.41
"117","2007-06-20",10.36
"118","2007-06-21",10.4
"119","2007-06-22",10.97
"120","2007-06-25",11.25
"121","2007-06-26",11.55
"122","2007-06-27",11.45
"123","2007-06-28",11.52
"124","2007-06-29",11.42
"125","2007-07-02",11.76
"126","2007-07-03",12.07
"127","2007-07-05",12.11
"128","2007-07-06",12.09
"129","2007-07-09",12
"130","2007-07-10",11.98
"131","2007-07-11",11.99
"132","2007-07-12",12.21
"133","2007-07-13",12.21
"134","2007-07-16",12.05
"135","2007-07-17",12.04
"136","2007-07-18",12.02
"137","2007-07-19",12.07
"138","2007-07-20",12.29
"139","2007-07-23",12.46
"140","2007-07-24",12.02
"141","2007-07-25",10.62
"142","2007-07-26",9.83
"143","2007-07-27",9.39
"144","2007-07-30",9.64
"145","2007-07-31",9.66
"146","2007-08-01",9.45
"147","2007-08-02",9.59
"148","2007-08-03",8.82
"149","2007-08-06",8.87
"150","2007-08-07",8.65
"151","2007-08-08",8.63
"152","2007-08-09",7.91
"153","2007-08-10",8.55
"154","2007-08-13",8.5
"155","2007-08-14",7.9
"156","2007-08-15",7.82
"157","2007-08-16",7.43
"158","2007-08-17",7.5
"159","2007-08-20",7.97
"160","2007-08-21",8.06
"161","2007-08-22",8.38
"162","2007-08-23",8
"163","2007-08-24",8.25
"164","2007-08-27",8.29
"165","2007-08-28",8
"166","2007-08-29",8.1
"167","2007-08-30",7.99
"168","2007-08-31",8.09
"169","2007-09-04",8.45
"170","2007-09-05",8.12
"171","2007-09-06",8.09
"172","2007-09-07",7.95
"173","2007-09-10",7.65
"174","2007-09-11",7.78
"175","2007-09-12",7.64
"176","2007-09-13",7.61
"177","2007-09-14",7.78
"178","2007-09-17",7.68
"179","2007-09-18",7.85
"180","2007-09-19",8.11
"181","2007-09-20",8.2
"182","2007-09-21",9.7
"183","2007-09-24",9.69
"184","2007-09-25",10.39
"185","2007-09-26",10.63
"186","2007-09-27",10.3
"187","2007-09-28",9.92
"188","2007-10-01",10.15
"189","2007-10-02",9.94
"190","2007-10-03",9.75
"191","2007-10-04",9.77
"192","2007-10-05",10.1
"193","2007-10-08",9.9
"194","2007-10-09",10.17
"195","2007-10-10",10.08
"196","2007-10-11",10.5
"197","2007-10-12",10.95
"198","2007-10-15",10.61
"199","2007-10-16",10.3
"200","2007-10-17",10.34
"201","2007-10-18",10.4
"202","2007-10-19",9.68
"203","2007-10-22",9.97
"204","2007-10-23",10.15
"205","2007-10-24",11.99
"206","2007-10-25",12.63
"207","2007-10-26",12.31
"208","2007-10-29",12.92
"209","2007-10-30",13.47
"210","2007-10-31",13.8
"211","2007-11-01",13.06
"212","2007-11-02",13.12
"213","2007-11-05",12.7
"214","2007-11-06",12.37
"215","2007-11-07",12.16
"216","2007-11-08",11.15
"217","2007-11-09",11.4
"218","2007-11-12",10.85
"219","2007-11-13",11.02
"220","2007-11-14",10.68
"221","2007-11-15",10.4
"222","2007-11-16",10.32
"223","2007-11-19",9.99
"224","2007-11-20",9.68
"225","2007-11-21",9.23
"226","2007-11-23",9.2
"227","2007-11-26",9.21
"228","2007-11-27",9.2
"229","2007-11-28",9.79
"230","2007-11-29",9.51
"231","2007-11-30",9.78
"232","2007-12-03",9.4
"233","2007-12-04",10.32
"234","2007-12-05",10.85
"235","2007-12-06",10.84
"236","2007-12-07",10.85
"237","2007-12-10",10.72
"238","2007-12-11",10.24
"239","2007-12-12",10.34
"240","2007-12-13",10.35
"241","2007-12-14",10.25
"242","2007-12-17",9.72
"243","2007-12-18",9.92
"244","2007-12-19",10
"245","2007-12-20",10
"246","2007-12-21",10.05
"247","2007-12-24",9.98
"248","2007-12-26",10.23
"249","2007-12-27",9.87
"250","2007-12-28",10
"251","2007-12-31",9.91
"252","2008-01-02",9.67
"253","2008-01-03",9.65
"254","2008-01-04",9.28
"255","2008-01-07",9.01
"256","2008-01-08",9.03
"257","2008-01-09",8.89
"258","2008-01-10",9.13
"259","2008-01-11",9
"260","2008-01-14",9.11
"261","2008-01-15",8.5
"262","2008-01-16",8.55
"263","2008-01-17",8.05
"264","2008-01-18",7.98
"265","2008-01-22",7.55
"266","2008-01-23",7.3
"267","2008-01-24",7.89
"268","2008-01-25",7.81
"269","2008-01-28",8.27
"270","2008-01-29",8.18
"271","2008-01-30",8
"272","2008-01-31",8.11
"273","2008-02-01",8.21
"274","2008-02-04",8.49
"275","2008-02-05",7.78
"276","2008-02-06",7.5
"277","2008-02-07",7.66
"278","2008-02-08",7.8
"279","2008-02-11",7.69
"280","2008-02-12",7.96
"281","2008-02-13",8.25
"282","2008-02-14",8.27
"283","2008-02-15",8.23
"284","2008-02-19",8.3
"285","2008-02-20",8.32
"286","2008-02-21",8.35
"287","2008-02-22",8.12
"288","2008-02-25",8.46
"289","2008-02-26",8.57
"290","2008-02-27",8.66
"291","2008-02-28",8.67
"292","2008-02-29",8.72
"293","2008-03-03",9.32
"294","2008-03-04",9.52
"295","2008-03-05",9.83
"296","2008-03-06",9.45
"297","2008-03-07",9.39
"298","2008-03-10",8.85
"299","2008-03-11",9.19
"300","2008-03-12",9.11
"301","2008-03-13",9.12
"302","2008-03-14",8.96
"303","2008-03-17",8.5
"304","2008-03-18",8.93
"305","2008-03-19",8.35
"306","2008-03-20",8.27
"307","2008-03-24",8.65
"308","2008-03-25",8.55
"309","2008-03-26",8.32
"310","2008-03-27",8.55
"311","2008-03-28",8.51
"312","2008-03-31",8.38
"313","2008-04-01",8.64
"314","2008-04-02",8.51
"315","2008-04-03",8.77
"316","2008-04-04",8.94
"317","2008-04-07",9.42
"318","2008-04-08",9.27
"319","2008-04-09",8.95
"320","2008-04-10",9.73
"321","2008-04-11",9.29
"322","2008-04-14",9.23
"323","2008-04-15",9.24
"324","2008-04-16",9.46
"325","2008-04-17",9.45
"326","2008-04-18",9.6
"327","2008-04-21",9.98
"328","2008-04-22",10.09
"329","2008-04-23",9.82
"330","2008-04-24",9.61
"331","2008-04-25",9.67
"332","2008-04-28",9.25
"333","2008-04-29",9.36
"334","2008-04-30",9.41
"335","2008-05-01",9.57
"336","2008-05-02",9.45
"337","2008-05-05",9.18
"338","2008-05-06",9.25
"339","2008-05-07",9.13
"340","2008-05-08",9.2
"341","2008-05-09",9.38
"342","2008-05-12",9.63
"343","2008-05-13",9.68
"344","2008-05-14",10.01
"345","2008-05-15",10.77
"346","2008-05-16",11.89
"347","2008-05-19",11.6
"348","2008-05-20",11.65
"349","2008-05-21",11.56
"350","2008-05-22",11.64
"351","2008-05-23",11.45
"352","2008-05-27",11.26
"353","2008-05-28",11.57
"354","2008-05-29",11.6
"355","2008-05-30",11.25
"356","2008-06-02",11.24
"357","2008-06-03",11.23
"358","2008-06-04",11.25
"359","2008-06-05",11.55
"360","2008-06-06",11.05
"361","2008-06-09",10.51
"362","2008-06-10",10.46
"363","2008-06-11",10.4
"364","2008-06-12",10.83
"365","2008-06-13",10.77
"366","2008-06-16",11.45
"367","2008-06-17",11.26
"368","2008-06-18",11.2
"369","2008-06-19",11.03
"370","2008-06-20",10.83
"371","2008-06-23",10.6
"372","2008-06-24",10.17
"373","2008-06-25",10.5
"374","2008-06-26",10.03
"375","2008-06-27",10.1
"376","2008-06-30",9.95
"377","2008-07-01",10.13
"378","2008-07-02",9.6
"379","2008-07-03",9.3
"380","2008-07-07",9.12
"381","2008-07-08",9.2
"382","2008-07-09",9.13
"383","2008-07-10",8.74
"384","2008-07-11",8.77
"385","2008-07-14",8.56
"386","2008-07-15",8.66
"387","2008-07-16",9.46
"388","2008-07-17",9.5
"389","2008-07-18",9.43
"390","2008-07-21",9.07
"391","2008-07-22",8.98
"392","2008-07-23",9.1
"393","2008-07-24",8.73
"394","2008-07-25",8.84
"395","2008-07-28",8.65
"396","2008-07-29",8.99
"397","2008-07-30",8.97
"398","2008-07-31",9.17
"399","2008-08-01",9.01
"400","2008-08-04",8.73
"401","2008-08-05",8.73
"402","2008-08-06",8.88
"403","2008-08-07",8.67
"404","2008-08-08",10.63
"405","2008-08-11",11.12
"406","2008-08-12",10.87
"407","2008-08-13",10.54
"408","2008-08-14",10.75
"409","2008-08-15",10.63
"410","2008-08-18",10.25
"411","2008-08-19",10.12
"412","2008-08-20",10.12
"413","2008-08-21",10.01
"414","2008-08-22",10
"415","2008-08-25",9.82
"416","2008-08-26",9.87
"417","2008-08-27",9.87
"418","2008-08-28",10.12
"419","2008-08-29",10.26
"420","2008-09-02",9.86
"421","2008-09-03",9.78
"422","2008-09-04",9.56
"423","2008-09-05",9.41
"424","2008-09-08",9.35
"425","2008-09-09",8.83
"426","2008-09-10",8.85
"427","2008-09-11",8.83
"428","2008-09-12",8.92
"429","2008-09-15",8.44
"430","2008-09-16",8.08
"431","2008-09-17",7.71
"432","2008-09-18",7.91
"433","2008-09-19",8.65
"434","2008-09-22",8.34
"435","2008-09-23",8.2
"436","2008-09-24",8.02
"437","2008-09-25",8.3
"438","2008-09-26",8.16
"439","2008-09-29",7.31
"440","2008-09-30",7.59
"441","2008-10-01",7.42
"442","2008-10-02",7.1
"443","2008-10-03",6.74
"444","2008-10-06",6.08
"445","2008-10-07",5.71
"446","2008-10-08",5.41
"447","2008-10-09",4.96
"448","2008-10-10",4.75
"449","2008-10-13",5.87
"450","2008-10-14",5.71
"451","2008-10-15",5.04
"452","2008-10-16",5.08
"453","2008-10-17",5.32
"454","2008-10-20",5.47
"455","2008-10-21",5.39
"456","2008-10-22",5.04
"457","2008-10-23",4.89
"458","2008-10-24",4.6
"459","2008-10-27",4.29
"460","2008-10-28",4.6
"461","2008-10-29",4.72
"462","2008-10-30",4.81
"463","2008-10-31",5.37
"464","2008-11-03",5.18
"465","2008-11-04",5.44
"466","2008-11-05",5
"467","2008-11-06",4.5
"468","2008-11-07",4.75
"469","2008-11-10",4.74
"470","2008-11-11",4.52
"471","2008-11-12",4.09
"472","2008-11-13",4.21
"473","2008-11-14",3.75
"474","2008-11-17",3.86
"475","2008-11-18",3.75
"476","2008-11-19",3.69
"477","2008-11-20",2.61
"478","2008-11-21",3.02
"479","2008-11-24",3.85
"480","2008-11-25",3.72
"481","2008-11-26",4.04
"482","2008-11-28",4.45
"483","2008-12-01",3.81
"484","2008-12-02",4
"485","2008-12-03",3.99
"486","2008-12-04",3.91
"487","2008-12-05",4
"488","2008-12-08",4.08
"489","2008-12-09",4.05
"490","2008-12-10",4.07
"491","2008-12-11",4.05
"492","2008-12-12",4.05
"493","2008-12-15",4.14
"494","2008-12-16",4.24
"495","2008-12-17",4.23
"496","2008-12-18",4.33
"497","2008-12-19",4.1
"498","2008-12-22",3.94
"499","2008-12-23",3.78
"500","2008-12-24",3.84
"501","2008-12-26",3.73
"502","2008-12-29",3.6
