"","date","PHR"
"130","2020-01-22",28.5
"131","2020-01-23",29
"132","2020-01-24",29.99
"133","2020-01-27",29.26
"134","2020-01-28",30.65
"135","2020-01-29",31.15
"136","2020-01-30",31.18
"137","2020-01-31",31
"138","2020-02-03",31.469999
"139","2020-02-04",31.030001
"140","2020-02-05",33.43
"141","2020-02-06",33.27
"142","2020-02-07",32.580002
"143","2020-02-10",32.759998
"144","2020-02-11",33.290001
"145","2020-02-12",32.360001
"146","2020-02-13",33.549999
"147","2020-02-14",32.610001
"148","2020-02-18",32.73
"149","2020-02-19",33.369999
"150","2020-02-20",33.610001
"151","2020-02-21",34.130001
"152","2020-02-24",31.82
"153","2020-02-25",30.459999
"154","2020-02-26",31.700001
"155","2020-02-27",31.450001
"156","2020-02-28",31.040001
"157","2020-03-02",29.5
"158","2020-03-03",29.299999
"159","2020-03-04",31.389999
"160","2020-03-05",30.790001
"161","2020-03-06",28.15
"162","2020-03-09",24.82
"163","2020-03-10",25.27
"164","2020-03-11",23.5
"165","2020-03-12",20.940001
"166","2020-03-13",20.299999
"167","2020-03-16",18.09
"168","2020-03-17",18.860001
"169","2020-03-18",16.59
"170","2020-03-19",18.530001
"171","2020-03-20",20.120001
"172","2020-03-23",18.99
"173","2020-03-24",18.16
"174","2020-03-25",18.18
"175","2020-03-26",20.57
"176","2020-03-27",18.67
"177","2020-03-30",20.34
"178","2020-03-31",21.030001
"179","2020-04-01",19.360001
"180","2020-04-02",19.16
"181","2020-04-03",18.540001
"182","2020-04-06",18.32
"183","2020-04-07",17.65
"184","2020-04-08",17.959999
"185","2020-04-09",19.75
"186","2020-04-13",19.969999
"187","2020-04-14",19.809999
"188","2020-04-15",19.93
"189","2020-04-16",19.889999
"190","2020-04-17",21.84
"191","2020-04-20",22.690001
"192","2020-04-21",22.549999
"193","2020-04-22",22.01
"194","2020-04-23",23.5
"195","2020-04-24",23.67
"196","2020-04-27",26.629999
"197","2020-04-28",26.75
"198","2020-04-29",26.66
"199","2020-04-30",25.389999
"200","2020-05-01",25.200001
"201","2020-05-04",24.809999
"202","2020-05-05",25.01
"203","2020-05-06",25
"204","2020-05-07",26.6
"205","2020-05-08",27.530001
"206","2020-05-11",27.209999
"207","2020-05-12",26.5
"208","2020-05-13",25.73
"209","2020-05-14",25.98
"210","2020-05-15",26.190001
"211","2020-05-18",27.700001
"212","2020-05-19",28.5
"213","2020-05-20",29.5
"214","2020-05-21",29.450001
"215","2020-05-22",29.450001
"216","2020-05-26",29.59
"217","2020-05-27",28.91
"218","2020-05-28",29.32
"219","2020-05-29",29.32
"220","2020-06-01",30.08
"221","2020-06-02",29.92
"222","2020-06-03",30.959999
"223","2020-06-04",29.030001
"224","2020-06-05",32.029999
"225","2020-06-08",31.6
"226","2020-06-09",29.9
"227","2020-06-10",30.18
"228","2020-06-11",27.219999
"229","2020-06-12",28.67
"230","2020-06-15",30.23
"231","2020-06-16",30.059999
"232","2020-06-17",29.030001
"233","2020-06-18",28.51
"234","2020-06-19",28.280001
"235","2020-06-22",29.1
"236","2020-06-23",28.52
"237","2020-06-24",27.75
"238","2020-06-25",28.07
"239","2020-06-26",27.02
"240","2020-06-29",27.049999
"241","2020-06-30",28.280001
"242","2020-07-01",27.99
"243","2020-07-02",29.139999
"244","2020-07-06",28.83
"245","2020-07-07",29.280001
"246","2020-07-08",27.82
"247","2020-07-09",28.25
"248","2020-07-10",29.309999
"249","2020-07-13",29.09
"250","2020-07-14",29.049999
"251","2020-07-15",30.049999
"252","2020-07-16",29.459999
"253","2020-07-17",29.17
"254","2020-07-20",29.49
"255","2020-07-21",28.73
"256","2020-07-22",28.780001
"257","2020-07-23",28.01
"258","2020-07-24",27
"259","2020-07-27",27.459999
"260","2020-07-28",27.52
"261","2020-07-29",28.51
"262","2020-07-30",29.299999
"263","2020-07-31",30.059999
"264","2020-08-03",30.870001
"265","2020-08-04",31.02
"266","2020-08-05",29.889999
"267","2020-08-06",30.68
"268","2020-08-07",30.27
"269","2020-08-10",30.59
"270","2020-08-11",29.620001
"271","2020-08-12",29.66
"272","2020-08-13",30.52
"273","2020-08-14",29.84
"274","2020-08-17",30.059999
"275","2020-08-18",30.27
"276","2020-08-19",30.52
"277","2020-08-20",30.459999
"278","2020-08-21",30.440001
"279","2020-08-24",29.67
"280","2020-08-25",30.610001
"281","2020-08-26",30.959999
"282","2020-08-27",31
"283","2020-08-28",31.6
"284","2020-08-31",31.540001
"285","2020-09-01",31.92
"286","2020-09-02",33.049999
"287","2020-09-03",32.91
"288","2020-09-04",31
"289","2020-09-08",30.450001
"290","2020-09-09",30.01
"291","2020-09-10",28.530001
"292","2020-09-11",28.15
"293","2020-09-14",30.049999
"294","2020-09-15",30.440001
"295","2020-09-16",29.959999
"296","2020-09-17",29.68
"297","2020-09-18",29.860001
"298","2020-09-21",28.530001
"299","2020-09-22",29.66
"300","2020-09-23",29.24
"301","2020-09-24",27.950001
"302","2020-09-25",28.940001
"303","2020-09-28",29.360001
"304","2020-09-29",30.940001
"305","2020-09-30",32.130001
"306","2020-10-01",31.27
"307","2020-10-02",30.74
"308","2020-10-05",30.75
"309","2020-10-06",31.639999
"310","2020-10-07",31.93
"311","2020-10-08",32.099998
"312","2020-10-09",31.969999
"313","2020-10-12",32.25
"314","2020-10-13",33.18
"315","2020-10-14",32.950001
"316","2020-10-15",33.98
"317","2020-10-16",32.799999
"318","2020-10-19",32.32
"319","2020-10-20",32.52
"320","2020-10-21",36.279999
"321","2020-10-22",37.610001
"322","2020-10-23",37.299999
"323","2020-10-26",37.080002
"324","2020-10-27",38.990002
"325","2020-10-28",37.990002
"326","2020-10-29",37.700001
"327","2020-10-30",36.970001
"328","2020-11-02",36.450001
"329","2020-11-03",38.25
"330","2020-11-04",39.580002
"331","2020-11-05",40.720001
"332","2020-11-06",40.25
"333","2020-11-09",42.110001
"334","2020-11-10",40.540001
"335","2020-11-11",41.860001
"336","2020-11-12",41.040001
"337","2020-11-13",41.459999
"338","2020-11-16",41.279999
"339","2020-11-17",41.110001
"340","2020-11-18",39.869999
"341","2020-11-19",40.810001
"342","2020-11-20",41.84
"343","2020-11-23",42.32
"344","2020-11-24",42.200001
"345","2020-11-25",42.650002
"346","2020-11-27",43.360001
