"","date","EQR"
"1","2007-01-03",50.82
"2","2007-01-04",50.919998
"3","2007-01-05",49.919998
"4","2007-01-08",49.880001
"5","2007-01-09",50.599998
"6","2007-01-10",51.400002
"7","2007-01-11",52.220001
"8","2007-01-12",52.66
"9","2007-01-16",53.610001
"10","2007-01-17",53.400002
"11","2007-01-18",53.450001
"12","2007-01-19",53.869999
"13","2007-01-22",53.16
"14","2007-01-23",53.25
"15","2007-01-24",54.459999
"16","2007-01-25",54.720001
"17","2007-01-26",55.080002
"18","2007-01-29",55.049999
"19","2007-01-30",55.610001
"20","2007-01-31",56.279999
"21","2007-02-01",56.07
"22","2007-02-02",55.75
"23","2007-02-05",55.700001
"24","2007-02-06",56.349998
"25","2007-02-07",53.5
"26","2007-02-08",53.5
"27","2007-02-09",52.75
"28","2007-02-12",52.060001
"29","2007-02-13",52.419998
"30","2007-02-14",52.349998
"31","2007-02-15",52.919998
"32","2007-02-16",52.200001
"33","2007-02-20",53.450001
"34","2007-02-21",53.139999
"35","2007-02-22",53.029999
"36","2007-02-23",52.16
"37","2007-02-26",51.740002
"38","2007-02-27",49.849998
"39","2007-02-28",50.790001
"40","2007-03-01",49.869999
"41","2007-03-02",48.950001
"42","2007-03-05",46.700001
"43","2007-03-06",48.07
"44","2007-03-07",47.5
"45","2007-03-08",47.830002
"46","2007-03-09",48.360001
"47","2007-03-12",48.880001
"48","2007-03-13",47.619999
"49","2007-03-14",48.099998
"50","2007-03-15",48.02
"51","2007-03-16",47.630001
"52","2007-03-19",48
"53","2007-03-20",48.34
"54","2007-03-21",49.150002
"55","2007-03-22",49.299999
"56","2007-03-23",49.32
"57","2007-03-26",48.299999
"58","2007-03-27",47.599998
"59","2007-03-28",47.119999
"60","2007-03-29",47.669998
"61","2007-03-30",48.23
"62","2007-04-02",48.669998
"63","2007-04-03",49.349998
"64","2007-04-04",49.259998
"65","2007-04-05",49.330002
"66","2007-04-09",49.369999
"67","2007-04-10",49.549999
"68","2007-04-11",48.5
"69","2007-04-12",48.16
"70","2007-04-13",48.73
"71","2007-04-16",48.720001
"72","2007-04-17",48.880001
"73","2007-04-18",48.330002
"74","2007-04-19",47.799999
"75","2007-04-20",47.959999
"76","2007-04-23",48.450001
"77","2007-04-24",47.669998
"78","2007-04-25",47.790001
"79","2007-04-26",47.349998
"80","2007-04-27",47.34
"81","2007-04-30",46.43
"82","2007-05-01",46.02
"83","2007-05-02",46.349998
"84","2007-05-03",46.16
"85","2007-05-04",45.59
"86","2007-05-07",45.939999
"87","2007-05-08",45.52
"88","2007-05-09",46.150002
"89","2007-05-10",45.880001
"90","2007-05-11",47.610001
"91","2007-05-14",47.450001
"92","2007-05-15",47.189999
"93","2007-05-16",47.009998
"94","2007-05-17",46.599998
"95","2007-05-18",46.139999
"96","2007-05-21",46.669998
"97","2007-05-22",47.189999
"98","2007-05-23",46.669998
"99","2007-05-24",46.369999
"100","2007-05-25",47.549999
"101","2007-05-29",50.75
"102","2007-05-30",51.84
"103","2007-05-31",50.669998
"104","2007-06-01",50.889999
"105","2007-06-04",50.599998
"106","2007-06-05",49.970001
"107","2007-06-06",49.52
"108","2007-06-07",47.540001
"109","2007-06-08",48.110001
"110","2007-06-11",47.080002
"111","2007-06-12",46.830002
"112","2007-06-13",47.959999
"113","2007-06-14",46.970001
"114","2007-06-15",47.110001
"115","2007-06-18",46.540001
"116","2007-06-19",46.650002
"117","2007-06-20",45.799999
"118","2007-06-21",45.82
"119","2007-06-22",46.130001
"120","2007-06-25",45.619999
"121","2007-06-26",45.240002
"122","2007-06-27",46.360001
"123","2007-06-28",45.610001
"124","2007-06-29",45.630001
"125","2007-07-02",46.09
"126","2007-07-03",45.939999
"127","2007-07-05",46.380001
"128","2007-07-06",46.450001
"129","2007-07-09",46.09
"130","2007-07-10",44.849998
"131","2007-07-11",44.799999
"132","2007-07-12",46.040001
"133","2007-07-13",46.75
"134","2007-07-16",46.669998
"135","2007-07-17",46.290001
"136","2007-07-18",46.049999
"137","2007-07-19",46.52
"138","2007-07-20",45.779999
"139","2007-07-23",44.700001
"140","2007-07-24",43.439999
"141","2007-07-25",42.970001
"142","2007-07-26",42.049999
"143","2007-07-27",40.57
"144","2007-07-30",40.490002
"145","2007-07-31",39.810001
"146","2007-08-01",40.09
"147","2007-08-02",40.540001
"148","2007-08-03",38.82
"149","2007-08-06",40
"150","2007-08-07",40.150002
"151","2007-08-08",41.77
"152","2007-08-09",41.450001
"153","2007-08-10",39.279999
"154","2007-08-13",38.75
"155","2007-08-14",36.919998
"156","2007-08-15",37.02
"157","2007-08-16",39.009998
"158","2007-08-17",40.470001
"159","2007-08-20",41.560001
"160","2007-08-21",41.77
"161","2007-08-22",41.669998
"162","2007-08-23",41.139999
"163","2007-08-24",40.959999
"164","2007-08-27",40.02
"165","2007-08-28",38.549999
"166","2007-08-29",39.360001
"167","2007-08-30",39.669998
"168","2007-08-31",40.240002
"169","2007-09-04",40.91
"170","2007-09-05",40.299999
"171","2007-09-06",40.610001
"172","2007-09-07",39.77
"173","2007-09-10",39.779999
"174","2007-09-11",40.57
"175","2007-09-12",40.25
"176","2007-09-13",40.32
"177","2007-09-14",40.23
"178","2007-09-17",39.970001
"179","2007-09-18",41.349998
"180","2007-09-19",42.049999
"181","2007-09-20",41.52
"182","2007-09-21",41.779999
"183","2007-09-24",42.73
"184","2007-09-25",42.419998
"185","2007-09-26",43.189999
"186","2007-09-27",43.360001
"187","2007-09-28",42.360001
"188","2007-10-01",42.900002
"189","2007-10-02",43.299999
"190","2007-10-03",43.650002
"191","2007-10-04",44.080002
"192","2007-10-05",44.880001
"193","2007-10-08",44.200001
"194","2007-10-09",44.279999
"195","2007-10-10",43.740002
"196","2007-10-11",42.939999
"197","2007-10-12",42.119999
"198","2007-10-15",41.32
"199","2007-10-16",40.900002
"200","2007-10-17",40.169998
"201","2007-10-18",40.59
"202","2007-10-19",39.52
"203","2007-10-22",39.669998
"204","2007-10-23",40.43
"205","2007-10-24",39.549999
"206","2007-10-25",39.27
"207","2007-10-26",39.32
"208","2007-10-29",38.900002
"209","2007-10-30",39.869999
"210","2007-10-31",41.779999
"211","2007-11-01",40.200001
"212","2007-11-02",39.110001
"213","2007-11-05",38.540001
"214","2007-11-06",38.700001
"215","2007-11-07",37.73
"216","2007-11-08",37.849998
"217","2007-11-09",37.82
"218","2007-11-12",37.68
"219","2007-11-13",39.349998
"220","2007-11-14",38.43
"221","2007-11-15",38.110001
"222","2007-11-16",37.759998
"223","2007-11-19",36.48
"224","2007-11-20",35.93
"225","2007-11-21",35.830002
"226","2007-11-23",36.919998
"227","2007-11-26",34.490002
"228","2007-11-27",34.740002
"229","2007-11-28",36.470001
"230","2007-11-29",36.290001
"231","2007-11-30",37.209999
"232","2007-12-03",37.220001
"233","2007-12-04",36.25
"234","2007-12-05",37.759998
"235","2007-12-06",39.91
"236","2007-12-07",40.049999
"237","2007-12-10",40.700001
"238","2007-12-11",37.790001
"239","2007-12-12",36.73
"240","2007-12-13",35.970001
"241","2007-12-14",34.619999
"242","2007-12-17",34.240002
"243","2007-12-18",35.68
"244","2007-12-19",36.860001
"245","2007-12-20",36.02
"246","2007-12-21",36.98
"247","2007-12-24",38.860001
"248","2007-12-26",37.779999
"249","2007-12-27",36.610001
"250","2007-12-28",36.439999
"251","2007-12-31",36.470001
"252","2008-01-02",36.43
"253","2008-01-03",34.889999
"254","2008-01-04",33.380001
"255","2008-01-07",33.880001
"256","2008-01-08",33.110001
"257","2008-01-09",33.540001
"258","2008-01-10",34.139999
"259","2008-01-11",33.639999
"260","2008-01-14",33.689999
"261","2008-01-15",32.779999
"262","2008-01-16",33.400002
"263","2008-01-17",33.049999
"264","2008-01-18",32.720001
"265","2008-01-22",33.91
"266","2008-01-23",37.52
"267","2008-01-24",37.450001
"268","2008-01-25",37.610001
"269","2008-01-28",37.740002
"270","2008-01-29",37.759998
"271","2008-01-30",36.82
"272","2008-01-31",37.369999
"273","2008-02-01",38.75
"274","2008-02-04",38.099998
"275","2008-02-05",36.509998
"276","2008-02-06",37.490002
"277","2008-02-07",38.57
"278","2008-02-08",37.400002
"279","2008-02-11",36.57
"280","2008-02-12",38.59
"281","2008-02-13",38.849998
"282","2008-02-14",38.139999
"283","2008-02-15",38.599998
"284","2008-02-19",38.259998
"285","2008-02-20",39.880001
"286","2008-02-21",39.25
"287","2008-02-22",40.09
"288","2008-02-25",41.220001
"289","2008-02-26",40.41
"290","2008-02-27",40.040001
"291","2008-02-28",38.82
"292","2008-02-29",38.18
"293","2008-03-03",39.150002
"294","2008-03-04",38.810001
"295","2008-03-05",38.740002
"296","2008-03-06",36.709999
"297","2008-03-07",37.209999
"298","2008-03-10",36.240002
"299","2008-03-11",38.790001
"300","2008-03-12",38.240002
"301","2008-03-13",38.639999
"302","2008-03-14",38.619999
"303","2008-03-17",38.259998
"304","2008-03-18",40.59
"305","2008-03-19",40.380001
"306","2008-03-20",42.23
"307","2008-03-24",43.509998
"308","2008-03-25",43.529999
"309","2008-03-26",41.580002
"310","2008-03-27",41.009998
"311","2008-03-28",40.349998
"312","2008-03-31",41.490002
"313","2008-04-01",44.259998
"314","2008-04-02",43.259998
"315","2008-04-03",43.75
"316","2008-04-04",43.290001
"317","2008-04-07",43.279999
"318","2008-04-08",42.110001
"319","2008-04-09",40.98
"320","2008-04-10",40.869999
"321","2008-04-11",40.349998
"322","2008-04-14",40.18
"323","2008-04-15",40.57
"324","2008-04-16",42.290001
"325","2008-04-17",42.389999
"326","2008-04-18",42.389999
"327","2008-04-21",41.959999
"328","2008-04-22",41.32
"329","2008-04-23",42.349998
"330","2008-04-24",43.34
"331","2008-04-25",43.799999
"332","2008-04-28",42.939999
"333","2008-04-29",42.43
"334","2008-04-30",41.52
"335","2008-05-01",42.990002
"336","2008-05-02",43.630001
"337","2008-05-05",43.380001
"338","2008-05-06",43.98
"339","2008-05-07",42.279999
"340","2008-05-08",41.849998
"341","2008-05-09",41.650002
"342","2008-05-12",43.470001
"343","2008-05-13",43.310001
"344","2008-05-14",43.860001
"345","2008-05-15",44.25
"346","2008-05-16",44.07
"347","2008-05-19",44.450001
"348","2008-05-20",43.259998
"349","2008-05-21",41.93
"350","2008-05-22",41.740002
"351","2008-05-23",40.970001
"352","2008-05-27",41.560001
"353","2008-05-28",41.759998
"354","2008-05-29",42.59
"355","2008-05-30",42.290001
"356","2008-06-02",41.77
"357","2008-06-03",42.91
"358","2008-06-04",43.669998
"359","2008-06-05",44.16
"360","2008-06-06",42.549999
"361","2008-06-09",41.349998
"362","2008-06-10",41.779999
"363","2008-06-11",41.330002
"364","2008-06-12",41.650002
"365","2008-06-13",42.610001
"366","2008-06-16",43.299999
"367","2008-06-17",41.509998
"368","2008-06-18",40.740002
"369","2008-06-19",41.610001
"370","2008-06-20",40.349998
"371","2008-06-23",39.259998
"372","2008-06-24",39.59
"373","2008-06-25",40.189999
"374","2008-06-26",38.380001
"375","2008-06-27",38.25
"376","2008-06-30",38.27
"377","2008-07-01",38.189999
"378","2008-07-02",37.290001
"379","2008-07-03",37.830002
"380","2008-07-07",37.790001
"381","2008-07-08",41.119999
"382","2008-07-09",38.099998
"383","2008-07-10",39.02
"384","2008-07-11",39.27
"385","2008-07-14",38.439999
"386","2008-07-15",37.599998
"387","2008-07-16",40.48
"388","2008-07-17",41.310001
"389","2008-07-18",41.299999
"390","2008-07-21",41.759998
"391","2008-07-22",43.169998
"392","2008-07-23",44.540001
"393","2008-07-24",41.290001
"394","2008-07-25",42.720001
"395","2008-07-28",41.470001
"396","2008-07-29",43.709999
"397","2008-07-30",43.389999
"398","2008-07-31",43.169998
"399","2008-08-01",44.119999
"400","2008-08-04",44.110001
"401","2008-08-05",46.869999
"402","2008-08-06",45.959999
"403","2008-08-07",43.689999
"404","2008-08-08",45.599998
"405","2008-08-11",47.139999
"406","2008-08-12",45.299999
"407","2008-08-13",44.639999
"408","2008-08-14",45.57
"409","2008-08-15",44.889999
"410","2008-08-18",43.939999
"411","2008-08-19",42.580002
"412","2008-08-20",42.41
"413","2008-08-21",41.34
"414","2008-08-22",42.75
"415","2008-08-25",41.389999
"416","2008-08-26",42.049999
"417","2008-08-27",41.830002
"418","2008-08-28",42.950001
"419","2008-08-29",42.200001
"420","2008-09-02",42.41
"421","2008-09-03",43.779999
"422","2008-09-04",41.650002
"423","2008-09-05",42.349998
"424","2008-09-08",44.689999
"425","2008-09-09",42.259998
"426","2008-09-10",42.459999
"427","2008-09-11",42.369999
"428","2008-09-12",42.849998
"429","2008-09-15",40
"430","2008-09-16",41.73
"431","2008-09-17",39.66
"432","2008-09-18",49
"433","2008-09-19",47.529999
"434","2008-09-22",43.450001
"435","2008-09-23",43.18
"436","2008-09-24",42.740002
"437","2008-09-25",43.849998
"438","2008-09-26",45.509998
"439","2008-09-29",41.52
"440","2008-09-30",44.41
"441","2008-10-01",43.09
"442","2008-10-02",40.830002
"443","2008-10-03",39.139999
"444","2008-10-06",38.669998
"445","2008-10-07",36.639999
"446","2008-10-08",36.990002
"447","2008-10-09",33.380001
"448","2008-10-10",41
"449","2008-10-13",39.439999
"450","2008-10-14",35.91
"451","2008-10-15",30.280001
"452","2008-10-16",32.32
"453","2008-10-17",32.509998
"454","2008-10-20",33.25
"455","2008-10-21",32.52
"456","2008-10-22",29.98
"457","2008-10-23",31.5
"458","2008-10-24",30.08
"459","2008-10-27",28.719999
"460","2008-10-28",31.9
"461","2008-10-29",31.93
"462","2008-10-30",32.060001
"463","2008-10-31",34.93
"464","2008-11-03",32.970001
"465","2008-11-04",35.139999
"466","2008-11-05",31.4
"467","2008-11-06",29.83
"468","2008-11-07",33.060001
"469","2008-11-10",30.33
"470","2008-11-11",30.52
"471","2008-11-12",29.15
"472","2008-11-13",32.049999
"473","2008-11-14",27.66
"474","2008-11-17",26.620001
"475","2008-11-18",26.5
"476","2008-11-19",23.209999
"477","2008-11-20",22.129999
"478","2008-11-21",25.35
"479","2008-11-24",29.940001
