"","date","AYTU"
"1","2008-09-25",18731.707031
"2","2008-09-26",18731.707031
"3","2008-09-29",18731.707031
"4","2008-09-30",18731.707031
"5","2008-10-01",18731.707031
"6","2008-10-02",11707.317383
"7","2008-10-03",17560.976563
"8","2008-10-06",17560.976563
"9","2008-10-07",17560.976563
"10","2008-10-08",17560.976563
"11","2008-10-09",13463.415039
"12","2008-10-10",13463.415039
"13","2008-10-13",13463.415039
"14","2008-10-14",13463.415039
"15","2008-10-15",14634.146484
"16","2008-10-16",11707.317383
"17","2008-10-17",11707.317383
"18","2008-10-20",11707.317383
"19","2008-10-21",11707.317383
"20","2008-10-22",59121.953125
"21","2008-10-23",59121.953125
"22","2008-10-24",59121.953125
"23","2008-10-27",59121.953125
"24","2008-10-28",59121.953125
"25","2008-10-29",59121.953125
"26","2008-10-30",59121.953125
"27","2008-10-31",59121.953125
"28","2008-11-03",59121.953125
"29","2008-11-04",59121.953125
"30","2008-11-05",59121.953125
"31","2008-11-06",29853.658203
"32","2008-11-07",29853.658203
"33","2008-11-10",29853.658203
"34","2008-11-11",29853.658203
"35","2008-11-12",29853.658203
"36","2008-11-13",29853.658203
"37","2008-11-14",29853.658203
"38","2008-11-17",29853.658203
"39","2008-11-18",29853.658203
"40","2008-11-19",29853.658203
"41","2008-11-20",29853.658203
"42","2008-11-21",29853.658203
"43","2008-11-24",29853.658203
"44","2008-11-25",29853.658203
"45","2008-11-26",29853.658203
"46","2008-11-28",29853.658203
"47","2008-12-01",29853.658203
"48","2008-12-02",29853.658203
"49","2008-12-03",29853.658203
"50","2008-12-04",29853.658203
"51","2008-12-05",29853.658203
"52","2008-12-08",29853.658203
"53","2008-12-09",29853.658203
"54","2008-12-10",29853.658203
"55","2008-12-11",29853.658203
"56","2008-12-12",29853.658203
"57","2008-12-15",29853.658203
"58","2008-12-16",29853.658203
"59","2008-12-17",29853.658203
"60","2008-12-18",29853.658203
"61","2008-12-19",29853.658203
"62","2008-12-22",29853.658203
"63","2008-12-23",29853.658203
"64","2008-12-24",29853.658203
"65","2008-12-26",29853.658203
"66","2008-12-29",29853.658203
"67","2008-12-30",29853.658203
"68","2008-12-31",29853.658203
"69","2009-01-02",29853.658203
"70","2009-01-05",29853.658203
"71","2009-01-06",29853.658203
"72","2009-01-07",29853.658203
"73","2009-01-08",29853.658203
"74","2009-01-09",29853.658203
"75","2009-01-12",29853.658203
"76","2009-01-13",29853.658203
"77","2009-01-14",29853.658203
"78","2009-01-15",29853.658203
"79","2009-01-16",29853.658203
"80","2009-01-20",29853.658203
"81","2009-01-21",29853.658203
"82","2009-01-22",29853.658203
"83","2009-01-23",29853.658203
"84","2009-01-26",29853.658203
"85","2009-01-27",29853.658203
"86","2009-01-28",29853.658203
"87","2009-01-29",29853.658203
"88","2009-01-30",29853.658203
"89","2009-02-02",29853.658203
"90","2009-02-03",29853.658203
"91","2009-02-04",29853.658203
"92","2009-02-05",29853.658203
"93","2009-02-06",29853.658203
"94","2009-02-09",29853.658203
"95","2009-02-10",29853.658203
"96","2009-02-11",29853.658203
"97","2009-02-12",29853.658203
"98","2009-02-13",29853.658203
"99","2009-02-17",29853.658203
"100","2009-02-18",29853.658203
"101","2009-02-19",29853.658203
"102","2009-02-20",29853.658203
"103","2009-02-23",29853.658203
"104","2009-02-24",29853.658203
"105","2009-02-25",29853.658203
"106","2009-02-26",29853.658203
"107","2009-02-27",29853.658203
"108","2009-03-02",29853.658203
"109","2009-03-03",29853.658203
"110","2009-03-04",29853.658203
"111","2009-03-05",29853.658203
"112","2009-03-06",29853.658203
"113","2009-03-09",29853.658203
"114","2009-03-10",29853.658203
"115","2009-03-11",29853.658203
"116","2009-03-12",29853.658203
"117","2009-03-13",29853.658203
"118","2009-03-16",29853.658203
"119","2009-03-17",29853.658203
"120","2009-03-18",29853.658203
"121","2009-03-19",29853.658203
"122","2009-03-20",29853.658203
"123","2009-03-23",29853.658203
"124","2009-03-24",29853.658203
"125","2009-03-25",29853.658203
"126","2009-03-26",29853.658203
