"","date","LHX"
"1","2007-01-03",44.78352
"2","2007-01-04",46.134583
"3","2007-01-05",46.002312
"4","2007-01-08",45.747215
"5","2007-01-09",46.16293
"6","2007-01-10",46.2952
"7","2007-01-11",47.410065
"8","2007-01-12",48.37376
"9","2007-01-16",47.731297
"10","2007-01-17",47.164417
"11","2007-01-18",46.125137
"12","2007-01-19",46.531399
"13","2007-01-22",45.917278
"14","2007-01-23",44.92524
"15","2007-01-24",45.312607
"16","2007-01-25",44.915791
"17","2007-01-26",45.038616
"18","2007-01-29",44.868553
"19","2007-01-30",45.114201
"20","2007-01-31",48.014736
"21","2007-02-01",48.147007
"22","2007-02-02",48.147007
"23","2007-02-05",48.761127
"24","2007-02-06",49.819305
"25","2007-02-07",49.299664
"26","2007-02-08",49.620895
"27","2007-02-09",49.847649
"28","2007-02-12",48.79892
"29","2007-02-13",48.93119
"30","2007-02-14",47.825775
"31","2007-02-15",48.109215
"32","2007-02-16",47.90136
"33","2007-02-20",48.005287
"34","2007-02-21",47.674606
"35","2007-02-22",47.022697
"36","2007-02-23",47.589577
"37","2007-02-26",47.258896
"38","2007-02-27",45.945625
"39","2007-02-28",46.389679
"40","2007-03-01",45.53936
"41","2007-03-02",44.632351
"42","2007-03-05",44.131607
"43","2007-03-06",45.652737
"44","2007-03-07",45.218128
"45","2007-03-08",45.284264
"46","2007-03-09",45.284264
"47","2007-03-12",45.39764
"48","2007-03-13",44.934689
"49","2007-03-14",45.095303
"50","2007-03-15",45.463776
"51","2007-03-16",45.019718
"52","2007-03-19",45.8228
"53","2007-03-20",46.455814
"54","2007-03-21",47.221104
"55","2007-03-22",47.343929
"56","2007-03-23",47.485649
"57","2007-03-26",47.976944
"58","2007-03-27",47.438408
"59","2007-03-28",47.466751
"60","2007-03-29",47.589577
"61","2007-03-30",48.137562
"62","2007-04-02",48.326519
"63","2007-04-03",48.628857
"64","2007-04-04",48.288727
"65","2007-04-05",48.288727
"66","2007-04-09",47.948601
"67","2007-04-10",47.721848
"68","2007-04-11",47.287239
"69","2007-04-12",47.400616
"70","2007-04-13",47.806881
"71","2007-04-16",48.298176
"72","2007-04-17",47.854118
"73","2007-04-18",47.542336
"74","2007-04-19",48.024185
"75","2007-04-20",48.345417
"76","2007-04-23",48.17535
"77","2007-04-24",48.572166
"78","2007-04-25",49.129601
"79","2007-04-26",49.573654
"80","2007-04-27",49.677586
"81","2007-04-30",48.51548
"82","2007-05-01",49.498074
"83","2007-05-02",45.208679
"84","2007-05-03",46.134583
"85","2007-05-04",46.247959
"86","2007-05-07",46.342442
"87","2007-05-08",46.682568
"88","2007-05-09",47.551785
"89","2007-05-10",46.824287
"90","2007-05-11",46.99435
"91","2007-05-14",46.947113
"92","2007-05-15",46.332993
"93","2007-05-16",46.342442
"94","2007-05-17",46.266857
"95","2007-05-18",46.389679
"96","2007-05-21",46.758152
"97","2007-05-22",46.795944
"98","2007-05-23",47.221104
"99","2007-05-24",46.493607
"100","2007-05-25",46.370785
"101","2007-05-29",46.729809
"102","2007-05-30",46.909321
"103","2007-05-31",47.164417
"104","2007-06-01",45.983418
"105","2007-06-04",46.99435
"106","2007-06-05",47.343929
"107","2007-06-06",47.778538
"108","2007-06-07",47.986393
"109","2007-06-08",49.07291
"110","2007-06-11",49.044567
"111","2007-06-12",48.609959
"112","2007-06-13",49.280769
"113","2007-06-14",49.69648
"114","2007-06-15",49.875992
"115","2007-06-18",50.206673
"116","2007-06-19",52.502537
"117","2007-06-20",51.945103
"118","2007-06-21",52.001793
"119","2007-06-22",51.378223
"120","2007-06-25",50.669624
"121","2007-06-26",50.480663
"122","2007-06-27",50.518456
"123","2007-06-28",51.604977
"124","2007-06-29",51.538841
"125","2007-07-02",52.360817
"126","2007-07-03",53.116657
"127","2007-07-05",52.455296
"128","2007-07-06",52.823769
"129","2007-07-09",53.28672
"130","2007-07-10",52.6726
"131","2007-07-11",53.097759
"132","2007-07-12",54.439377
"133","2007-07-13",54.231522
"134","2007-07-16",53.919735
"135","2007-07-17",54.354343
"136","2007-07-18",54.089802
"137","2007-07-19",55.053497
"138","2007-07-20",55.544792
"139","2007-07-23",54.930672
"140","2007-07-24",53.475681
"141","2007-07-25",53.759121
"142","2007-07-26",52.426952
"143","2007-07-27",51.567184
"144","2007-07-30",52.549774
"145","2007-07-31",51.850624
"146","2007-08-01",52.011238
"147","2007-08-02",52.597015
"148","2007-08-03",51.680561
"149","2007-08-06",52.086823
"150","2007-08-07",52.87101
"151","2007-08-08",52.597015
"152","2007-08-09",51.708904
"153","2007-08-10",55.062943
"154","2007-08-13",55.147976
"155","2007-08-14",53.929184
"156","2007-08-15",52.474194
"157","2007-08-16",53.551266
"158","2007-08-17",54.420479
"159","2007-08-20",54.864536
"160","2007-08-21",54.259865
"161","2007-08-22",55.951057
"162","2007-08-23",55.233009
"163","2007-08-24",55.695961
"164","2007-08-27",55.251904
"165","2007-08-28",53.551266
"166","2007-08-29",55.497551
"167","2007-08-30",55.951057
"168","2007-08-31",57.472183
"169","2007-09-04",58.190231
"170","2007-09-05",56.716343
"171","2007-09-06",57.075367
"172","2007-09-07",55.544792
"173","2007-09-10",55.384174
"174","2007-09-11",56.858063
"175","2007-09-12",55.856575
"176","2007-09-13",55.09129
"177","2007-09-14",54.826744
"178","2007-09-17",54.259865
"179","2007-09-18",55.629826
"180","2007-09-19",55.525894
"181","2007-09-20",54.75116
"182","2007-09-21",54.845638
"183","2007-09-24",53.702431
"184","2007-09-25",54.496063
"185","2007-09-26",54.354343
"186","2007-09-27",54.628338
"187","2007-09-28",54.599991
"188","2007-10-01",56.40456
"189","2007-10-02",56.017193
"190","2007-10-03",55.440865
"191","2007-10-04",55.544792
"192","2007-10-05",57.642246
"193","2007-10-08",57.44384
"194","2007-10-09",57.037575
"195","2007-10-10",57.122608
"196","2007-10-11",56.225048
"197","2007-10-12",57.453289
"198","2007-10-15",57.519424
"199","2007-10-16",56.442352
"200","2007-10-17",56.480145
"201","2007-10-18",56.395111
"202","2007-10-19",54.496063
"203","2007-10-22",55.92271
"204","2007-10-23",56.574623
"205","2007-10-24",57.453289
"206","2007-10-25",56.688
"207","2007-10-26",57.1604
"208","2007-10-29",58.010719
"209","2007-10-30",57.349361
"210","2007-10-31",57.217087
"211","2007-11-01",56.848618
"212","2007-11-02",58.82325
"213","2007-11-05",59.23896
"214","2007-11-06",62.186737
"215","2007-11-07",61.336414
"216","2007-11-08",60.495544
"217","2007-11-09",58.96497
"218","2007-11-12",56.621864
"219","2007-11-13",57.840656
"220","2007-11-14",57.821758
"221","2007-11-15",59.427921
"222","2007-11-16",59.021656
"223","2007-11-19",58.48312
"224","2007-11-20",57.415497
"225","2007-11-21",57.018681
"226","2007-11-23",57.311569
"227","2007-11-26",56.706898
"228","2007-11-27",57.453289
"229","2007-11-28",59.512951
"230","2007-11-29",59.550743
"231","2007-11-30",59.305096
"232","2007-12-03",58.322502
"233","2007-12-04",57.916241
"234","2007-12-05",58.369743
"235","2007-12-06",59.456264
"236","2007-12-07",60.060936
"237","2007-12-10",59.616879
"238","2007-12-11",57.122608
"239","2007-12-12",58.605946
"240","2007-12-13",57.972927
"241","2007-12-14",57.321014
"242","2007-12-17",56.980888
"243","2007-12-18",57.736729
"244","2007-12-19",57.179295
"245","2007-12-20",57.92569
"246","2007-12-21",58.681526
"247","2007-12-24",59.673569
"248","2007-12-26",59.881424
"249","2007-12-27",58.946072
"250","2007-12-28",59.229511
"251","2007-12-31",59.220062
"252","2008-01-02",58.454777
"253","2008-01-03",58.728767
"254","2008-01-04",57.226536
"255","2008-01-07",54.845638
"256","2008-01-08",53.692986
"257","2008-01-09",52.729286
"258","2008-01-10",47.069935
"259","2008-01-11",48.307625
"260","2008-01-14",48.37376
"261","2008-01-15",47.939152
"262","2008-01-16",47.221104
"263","2008-01-17",46.266857
"264","2008-01-18",46.418022
"265","2008-01-22",44.679592
"266","2008-01-23",44.188297
"267","2008-01-24",45.293713
"268","2008-01-25",45.312607
"269","2008-01-28",45.851143
"270","2008-01-29",46.644775
"271","2008-01-30",46.531399
"272","2008-01-31",51.586079
"273","2008-02-01",51.245953
"274","2008-02-04",51.425465
"275","2008-02-05",51.047543
"276","2008-02-06",50.603489
"277","2008-02-07",50.509007
"278","2008-02-08",51.793938
"279","2008-02-11",52.332474
"280","2008-02-12",52.001793
"281","2008-02-13",52.94659
"282","2008-02-14",51.586079
"283","2008-02-15",50.849136
"284","2008-02-19",51.047543
"285","2008-02-20",51.066441
"286","2008-02-21",50.527905
"287","2008-02-22",50.537354
"288","2008-02-25",51.340431
"289","2008-02-26",50.745209
"290","2008-02-27",51.595528
"291","2008-02-28",50.953064
"292","2008-02-29",46.134583
"293","2008-03-03",45.624393
"294","2008-03-04",44.972481
