"","date","AMBA"
"132","2013-04-23",12.99
"133","2013-04-24",12.99
"134","2013-04-25",13.91
"135","2013-04-26",13.74
"136","2013-04-29",14.19
"137","2013-04-30",13.7
"138","2013-05-01",13.44
"139","2013-05-02",13.9
"140","2013-05-03",13.96
"141","2013-05-06",14.7
"142","2013-05-07",13.77
"143","2013-05-08",13.79
"144","2013-05-09",13.81
"145","2013-05-10",14.33
"146","2013-05-13",15.12
"147","2013-05-14",14.15
"148","2013-05-15",15.21
"149","2013-05-16",15.19
"150","2013-05-17",15.24
"151","2013-05-20",16.790001
"152","2013-05-21",16.9
"153","2013-05-22",15.72
"154","2013-05-23",16.190001
"155","2013-05-24",15.49
"156","2013-05-28",15.67
"157","2013-05-29",16.290001
"158","2013-05-30",16.17
"159","2013-05-31",16.17
"160","2013-06-03",15.71
"161","2013-06-04",16.190001
"162","2013-06-05",16.65
"163","2013-06-06",16.35
"164","2013-06-07",16.530001
"165","2013-06-10",17.4
"166","2013-06-11",17.440001
"167","2013-06-12",17.040001
"168","2013-06-13",17.040001
"169","2013-06-14",17.469999
"170","2013-06-17",18.139999
"171","2013-06-18",17.91
"172","2013-06-19",18.16
"173","2013-06-20",16.93
"174","2013-06-21",17.07
"175","2013-06-24",15.95
"176","2013-06-25",16.469999
"177","2013-06-26",16.41
"178","2013-06-27",16.18
"179","2013-06-28",16.83
"180","2013-07-01",16.969999
"181","2013-07-02",16.889999
"182","2013-07-03",17.07
"183","2013-07-05",17.23
"184","2013-07-08",16.98
"185","2013-07-09",16.9
"186","2013-07-10",16.889999
"187","2013-07-11",17.799999
"188","2013-07-12",17.790001
"189","2013-07-15",17.870001
"190","2013-07-16",17.65
"191","2013-07-17",19.24
"192","2013-07-18",18.59
"193","2013-07-19",18.959999
"194","2013-07-22",19.24
"195","2013-07-23",18.719999
"196","2013-07-24",18.24
"197","2013-07-25",18.459999
"198","2013-07-26",18.360001
"199","2013-07-29",17.52
"200","2013-07-30",16.139999
"201","2013-07-31",16.6
"202","2013-08-01",16.030001
"203","2013-08-02",16.75
"204","2013-08-05",16.83
"205","2013-08-06",16.049999
"206","2013-08-07",15.95
"207","2013-08-08",16.6
"208","2013-08-09",16.82
"209","2013-08-12",16.98
"210","2013-08-13",16.85
"211","2013-08-14",16.889999
"212","2013-08-15",16.02
"213","2013-08-16",16.01
"214","2013-08-19",15.58
"215","2013-08-20",16.120001
"216","2013-08-21",15.11
"217","2013-08-22",14.88
"218","2013-08-23",15.05
"219","2013-08-26",13.42
"220","2013-08-27",14.56
"221","2013-08-28",14.38
"222","2013-08-29",14.81
"223","2013-08-30",14.34
"224","2013-09-03",14.81
"225","2013-09-04",15.2
"226","2013-09-05",15.34
"227","2013-09-06",16.66
"228","2013-09-09",17.66
"229","2013-09-10",17.870001
"230","2013-09-11",17.719999
"231","2013-09-12",17.440001
"232","2013-09-13",17.83
"233","2013-09-16",17.799999
"234","2013-09-17",17.99
"235","2013-09-18",17.889999
"236","2013-09-19",17.719999
"237","2013-09-20",17.879999
"238","2013-09-23",17.799999
"239","2013-09-24",17.620001
"240","2013-09-25",19.110001
"241","2013-09-26",19.52
"242","2013-09-27",19.209999
"243","2013-09-30",19.52
"244","2013-10-01",20.57
"245","2013-10-02",19.99
"246","2013-10-03",19.549999
"247","2013-10-04",19.98
"248","2013-10-07",19.68
"249","2013-10-08",19.110001
"250","2013-10-09",18.09
"251","2013-10-10",19.450001
"252","2013-10-11",19.76
"253","2013-10-14",19.75
"254","2013-10-15",20.26
"255","2013-10-16",21.030001
"256","2013-10-17",21.860001
"257","2013-10-18",21.629999
"258","2013-10-21",22.26
"259","2013-10-22",21.68
"260","2013-10-23",21.23
"261","2013-10-24",21.6
"262","2013-10-25",20.74
"263","2013-10-28",21.07
"264","2013-10-29",21.5
"265","2013-10-30",19.91
"266","2013-10-31",20.549999
"267","2013-11-01",20.120001
"268","2013-11-04",20.969999
"269","2013-11-05",20.58
"270","2013-11-06",20.610001
"271","2013-11-07",19.700001
"272","2013-11-08",20.540001
"273","2013-11-11",21.85
"274","2013-11-12",21.51
"275","2013-11-13",22.32
"276","2013-11-14",21.780001
"277","2013-11-15",22.290001
"278","2013-11-18",21.969999
"279","2013-11-19",21.549999
"280","2013-11-20",21.540001
"281","2013-11-21",22.940001
"282","2013-11-22",22.450001
"283","2013-11-25",23.790001
"284","2013-11-26",24.42
"285","2013-11-27",24.790001
"286","2013-11-29",24.799999
"287","2013-12-02",23.690001
"288","2013-12-03",23.57
"289","2013-12-04",24.02
"290","2013-12-05",23.98
"291","2013-12-06",24.719999
"292","2013-12-09",24.940001
"293","2013-12-10",24.959999
"294","2013-12-11",23.719999
"295","2013-12-12",24.5
"296","2013-12-13",24.809999
"297","2013-12-16",24.73
"298","2013-12-17",24.84
"299","2013-12-18",24.99
"300","2013-12-19",25.07
"301","2013-12-20",27.940001
"302","2013-12-23",28.959999
"303","2013-12-24",28.790001
"304","2013-12-26",30.65
"305","2013-12-27",31.889999
"306","2013-12-30",32.080002
"307","2013-12-31",33.889999
"308","2014-01-02",33.07
"309","2014-01-03",34.209999
"310","2014-01-06",34.060001
"311","2014-01-07",35.610001
"312","2014-01-08",32.459999
"313","2014-01-09",32.169998
"314","2014-01-10",29.309999
"315","2014-01-13",28.99
"316","2014-01-14",31.709999
"317","2014-01-15",32.029999
"318","2014-01-16",32.419998
"319","2014-01-17",31.9
"320","2014-01-21",32.25
"321","2014-01-22",32.009998
"322","2014-01-23",31.059999
"323","2014-01-24",29.790001
"324","2014-01-27",31.200001
"325","2014-01-28",31.370001
"326","2014-01-29",31.870001
"327","2014-01-30",32.41
"328","2014-01-31",32.029999
"329","2014-02-03",30.379999
"330","2014-02-04",29.540001
"331","2014-02-05",27.09
"332","2014-02-06",25.950001
"333","2014-02-07",27.27
"334","2014-02-10",28.110001
"335","2014-02-11",29.459999
"336","2014-02-12",28.91
"337","2014-02-13",29.9
"338","2014-02-14",29.969999
"339","2014-02-18",31.26
"340","2014-02-19",30.879999
"341","2014-02-20",31.65
"342","2014-02-21",31.84
"343","2014-02-24",31.57
"344","2014-02-25",31.09
"345","2014-02-26",32.52
"346","2014-02-27",33.91
"347","2014-02-28",33.450001
"348","2014-03-03",33.099998
"349","2014-03-04",34.849998
"350","2014-03-05",34.68
"351","2014-03-06",34.029999
"352","2014-03-07",31.5
"353","2014-03-10",31.25
"354","2014-03-11",29.290001
"355","2014-03-12",29.67
"356","2014-03-13",28.68
"357","2014-03-14",27.91
"358","2014-03-17",28.17
"359","2014-03-18",29.65
"360","2014-03-19",28.690001
"361","2014-03-20",29.040001
"362","2014-03-21",27.879999
"363","2014-03-24",27.77
"364","2014-03-25",28.709999
"365","2014-03-26",26.84
"366","2014-03-27",26.24
"367","2014-03-28",26.370001
"368","2014-03-31",26.709999
"369","2014-04-01",26.84
"370","2014-04-02",26.559999
"371","2014-04-03",27.23
"372","2014-04-04",27.040001
"373","2014-04-07",26.41
"374","2014-04-08",26.809999
"375","2014-04-09",27.389999
"376","2014-04-10",27.139999
"377","2014-04-11",26.389999
"378","2014-04-14",26.389999
"379","2014-04-15",26.85
"380","2014-04-16",26.66
"381","2014-04-17",27.24
"382","2014-04-21",27.42
"383","2014-04-22",27.9
"384","2014-04-23",27.799999
"385","2014-04-24",27.65
"386","2014-04-25",26.34
"387","2014-04-28",25.280001
"388","2014-04-29",25.459999
"389","2014-04-30",24.85
"390","2014-05-01",24.83
"391","2014-05-02",24.74
"392","2014-05-05",23.809999
"393","2014-05-06",23.01
"394","2014-05-07",22.870001
"395","2014-05-08",22.27
"396","2014-05-09",22.49
"397","2014-05-12",23.34
"398","2014-05-13",23.809999
"399","2014-05-14",23.51
"400","2014-05-15",23.68
"401","2014-05-16",24.049999
"402","2014-05-19",24.780001
"403","2014-05-20",23.24
"404","2014-05-21",24.17
"405","2014-05-22",25.120001
"406","2014-05-23",25.9
"407","2014-05-27",26.51
"408","2014-05-28",26.68
"409","2014-05-29",26.58
"410","2014-05-30",25.940001
"411","2014-06-02",24.91
"412","2014-06-03",24.65
"413","2014-06-04",24.870001
"414","2014-06-05",25.799999
"415","2014-06-06",26.610001
"416","2014-06-09",26.719999
"417","2014-06-10",26.450001
"418","2014-06-11",26.790001
"419","2014-06-12",26.940001
"420","2014-06-13",26.799999
"421","2014-06-16",27.559999
"422","2014-06-17",28.91
"423","2014-06-18",28.93
"424","2014-06-19",29.209999
"425","2014-06-20",29.74
"426","2014-06-23",30.440001
"427","2014-06-24",31.27
"428","2014-06-25",32.299999
"429","2014-06-26",31.040001
"430","2014-06-27",31.110001
"431","2014-06-30",31.18
"432","2014-07-01",31.530001
"433","2014-07-02",32.970001
"434","2014-07-03",32.639999
"435","2014-07-07",31.93
"436","2014-07-08",30.549999
"437","2014-07-09",31.32
"438","2014-07-10",30.83
"439","2014-07-11",30.700001
"440","2014-07-14",31.200001
"441","2014-07-15",30.540001
"442","2014-07-16",30.23
"443","2014-07-17",29.57
"444","2014-07-18",30.01
"445","2014-07-21",29.610001
"446","2014-07-22",29.950001
"447","2014-07-23",29.639999
"448","2014-07-24",30.27
"449","2014-07-25",29.49
"450","2014-07-28",28.5
"451","2014-07-29",28.610001
"452","2014-07-30",29.65
"453","2014-07-31",28.610001
"454","2014-08-01",28.67
"455","2014-08-04",28.139999
"456","2014-08-05",28.309999
"457","2014-08-06",28.18
"458","2014-08-07",28.65
"459","2014-08-08",28.73
"460","2014-08-11",29.4
"461","2014-08-12",29.09
"462","2014-08-13",29.67
"463","2014-08-14",29.969999
"464","2014-08-15",29.139999
"465","2014-08-18",30.110001
"466","2014-08-19",30.77
"467","2014-08-20",31.26
"468","2014-08-21",30.98
"469","2014-08-22",31.83
"470","2014-08-25",33.07
"471","2014-08-26",33.07
"472","2014-08-27",33.119999
"473","2014-08-28",32.82
"474","2014-08-29",34.25
"475","2014-09-02",35.25
"476","2014-09-03",35.720001
"477","2014-09-04",35.77
"478","2014-09-05",36.900002
"479","2014-09-08",38.919998
"480","2014-09-09",37.689999
"481","2014-09-10",37.43
"482","2014-09-11",37.5
"483","2014-09-12",36.869999
"484","2014-09-15",34.419998
"485","2014-09-16",37.02
"486","2014-09-17",37.549999
"487","2014-09-18",40.259998
"488","2014-09-19",38.75
"489","2014-09-22",39.59
"490","2014-09-23",40.98
"491","2014-09-24",41.099998
"492","2014-09-25",39.73
"493","2014-09-26",41.790001
"494","2014-09-29",44.470001
"495","2014-09-30",43.669998
"496","2014-10-01",41.509998
"497","2014-10-02",42.099998
"498","2014-10-03",42.049999
"499","2014-10-06",43.75
"500","2014-10-07",41.790001
"501","2014-10-08",43.779999
"502","2014-10-09",41.880001
"503","2014-10-10",36.419998
"504","2014-10-13",35.240002
"505","2014-10-14",35.66
"506","2014-10-15",38.599998
"507","2014-10-16",38.759998
"508","2014-10-17",38.439999
"509","2014-10-20",39.18
"510","2014-10-21",41.459999
"511","2014-10-22",40.59
"512","2014-10-23",41.380001
"513","2014-10-24",41.200001
"514","2014-10-27",39.529999
"515","2014-10-28",41.439999
"516","2014-10-29",42.349998
"517","2014-10-30",41.799999
"518","2014-10-31",44.290001
"519","2014-11-03",47.560001
"520","2014-11-04",45.48
"521","2014-11-05",44.709999
"522","2014-11-06",46.009998
"523","2014-11-07",47.139999
"524","2014-11-10",49.209999
"525","2014-11-11",49.189999
"526","2014-11-12",49.389999
"527","2014-11-13",47.740002
"528","2014-11-14",47.84
"529","2014-11-17",48.779999
"530","2014-11-18",49.669998
"531","2014-11-19",49.709999
"532","2014-11-20",50.599998
"533","2014-11-21",49.630001
"534","2014-11-24",51.509998
"535","2014-11-25",51.189999
"536","2014-11-26",54.849998
"537","2014-11-28",55
"538","2014-12-01",50.689999
"539","2014-12-02",53.099998
"540","2014-12-03",56.23
"541","2014-12-04",55.630001
"542","2014-12-05",54.689999
"543","2014-12-08",51.040001
"544","2014-12-09",52.509998
"545","2014-12-10",51.119999
"546","2014-12-11",47.970001
"547","2014-12-12",46.330002
"548","2014-12-15",46.130001
"549","2014-12-16",45.779999
"550","2014-12-17",46.720001
"551","2014-12-18",48.560001
"552","2014-12-19",47.849998
"553","2014-12-22",50.790001
"554","2014-12-23",51.330002
"555","2014-12-24",52.049999
"556","2014-12-26",55.939999
"557","2014-12-29",54.040001
"558","2014-12-30",52.400002
"559","2014-12-31",50.720001
"560","2015-01-02",51.02
"561","2015-01-05",50.669998
"562","2015-01-06",52.880001
"563","2015-01-07",60
"564","2015-01-08",60
"565","2015-01-09",61.830002
"566","2015-01-12",61.900002
"567","2015-01-13",60.27
"568","2015-01-14",57.950001
"569","2015-01-15",53.610001
"570","2015-01-16",56.459999
"571","2015-01-20",59.220001
"572","2015-01-21",59.110001
"573","2015-01-22",58.400002
"574","2015-01-23",56.48
"575","2015-01-26",57.84
"576","2015-01-27",57.82
"577","2015-01-28",57
"578","2015-01-29",56.68
"579","2015-01-30",55.310001
"580","2015-02-02",56.610001
"581","2015-02-03",56.720001
"582","2015-02-04",56.52
"583","2015-02-05",59.209999
"584","2015-02-06",56.02
"585","2015-02-09",55.580002
"586","2015-02-10",56.25
"587","2015-02-11",54.84
"588","2015-02-12",55.169998
"589","2015-02-13",50.709999
"590","2015-02-17",52.650002
"591","2015-02-18",51.68
"592","2015-02-19",51.369999
"593","2015-02-20",51.75
"594","2015-02-23",54.91
"595","2015-02-24",57.700001
"596","2015-02-25",56.639999
"597","2015-02-26",58.009998
"598","2015-02-27",57.389999
"599","2015-03-02",61.650002
"600","2015-03-03",63.049999
"601","2015-03-04",67.489998
"602","2015-03-05",64.389999
"603","2015-03-06",64.220001
"604","2015-03-09",66.309998
"605","2015-03-10",66.660004
"606","2015-03-11",67.620003
"607","2015-03-12",67.519997
"608","2015-03-13",68.440002
"609","2015-03-16",69.269997
"610","2015-03-17",67.809998
"611","2015-03-18",68.480003
"612","2015-03-19",69.25
"613","2015-03-20",72.389999
"614","2015-03-23",72.25
"615","2015-03-24",72.720001
"616","2015-03-25",69.559998
"617","2015-03-26",68.510002
"618","2015-03-27",70.349998
"619","2015-03-30",74.610001
"620","2015-03-31",75.709999
"621","2015-04-01",73.970001
"622","2015-04-02",74
"623","2015-04-06",73.660004
"624","2015-04-07",72.809998
"625","2015-04-08",74.379997
"626","2015-04-09",75.209999
"627","2015-04-10",75.800003
"628","2015-04-13",75.260002
"629","2015-04-14",74.870003
"630","2015-04-15",74.669998
"631","2015-04-16",74.599998
"632","2015-04-17",72.839996
"633","2015-04-20",74.559998
"634","2015-04-21",74.389999
"635","2015-04-22",74.57
"636","2015-04-23",73.449997
"637","2015-04-24",72.129997
"638","2015-04-27",70.629997
"639","2015-04-28",72.010002
"640","2015-04-29",75.370003
"641","2015-04-30",73.150002
"642","2015-05-01",76.050003
"643","2015-05-04",75.400002
"644","2015-05-05",72.519997
"645","2015-05-06",73.470001
"646","2015-05-07",73.279999
"647","2015-05-08",72.07
"648","2015-05-11",71.830002
"649","2015-05-12",72.900002
"650","2015-05-13",73.110001
"651","2015-05-14",75.900002
"652","2015-05-15",79.860001
"653","2015-05-18",81.43
"654","2015-05-19",83.580002
"655","2015-05-20",86.25
"656","2015-05-21",83.290001
"657","2015-05-22",83.68
"658","2015-05-26",87.199997
"659","2015-05-27",89.879997
"660","2015-05-28",88.959999
"661","2015-05-29",90.209999
"662","2015-06-01",94.519997
"663","2015-06-02",92.209999
"664","2015-06-03",95.660004
"665","2015-06-04",100.370003
"666","2015-06-05",103.330002
"667","2015-06-08",108.75
"668","2015-06-09",114.040001
"669","2015-06-10",112.940002
"670","2015-06-11",111.5
"671","2015-06-12",118.160004
"672","2015-06-15",117.489998
"673","2015-06-16",117.849998
"674","2015-06-17",122.230003
"675","2015-06-18",126.699997
"676","2015-06-19",119.349998
"677","2015-06-22",94.360001
"678","2015-06-23",102.300003
"679","2015-06-24",101.599998
"680","2015-06-25",104.730003
"681","2015-06-26",101.57
"682","2015-06-29",100.809998
"683","2015-06-30",102.690002
"684","2015-07-01",101.879997
"685","2015-07-02",101.209999
"686","2015-07-06",101.910004
"687","2015-07-07",100.860001
"688","2015-07-08",97.449997
"689","2015-07-09",96.75
"690","2015-07-10",99.610001
"691","2015-07-13",99.150002
"692","2015-07-14",107.480003
"693","2015-07-15",106.209999
"694","2015-07-16",108.169998
"695","2015-07-17",111.120003
"696","2015-07-20",117.720001
"697","2015-07-21",118.18
"698","2015-07-22",122.5
"699","2015-07-23",122.989998
"700","2015-07-24",124.230003
"701","2015-07-27",119.449997
"702","2015-07-28",119.260002
"703","2015-07-29",117.720001
"704","2015-07-30",115.800003
"705","2015-07-31",115.870003
"706","2015-08-03",113.099998
"707","2015-08-04",114.650002
"708","2015-08-05",115.050003
"709","2015-08-06",113.279999
"710","2015-08-07",114.980003
"711","2015-08-10",118.209999
"712","2015-08-11",112.940002
"713","2015-08-12",110.050003
"714","2015-08-13",109.160004
"715","2015-08-14",108.620003
"716","2015-08-17",108.720001
"717","2015-08-18",105.32
"718","2015-08-19",104.639999
"719","2015-08-20",97.040001
"720","2015-08-21",89.760002
"721","2015-08-24",87.580002
"722","2015-08-25",87
"723","2015-08-26",89.459999
"724","2015-08-27",90.82
"725","2015-08-28",96.309998
"726","2015-08-31",95.629997
"727","2015-09-01",89.610001
"728","2015-09-02",81.980003
"729","2015-09-03",73.150002
"730","2015-09-04",73.239998
"731","2015-09-08",72.870003
"732","2015-09-09",68.470001
"733","2015-09-10",70.190002
"734","2015-09-11",64.410004
"735","2015-09-14",66.830002
"736","2015-09-15",71.360001
"737","2015-09-16",70.82
"738","2015-09-17",73.68
"739","2015-09-18",71.459999
"740","2015-09-21",66.940002
"741","2015-09-22",66.800003
"742","2015-09-23",62.59
"743","2015-09-24",63.900002
"744","2015-09-25",58.360001
"745","2015-09-28",55.040001
"746","2015-09-29",55.630001
"747","2015-09-30",57.790001
"748","2015-10-01",57.93
"749","2015-10-02",58.919998
"750","2015-10-05",60.259998
"751","2015-10-06",61.689999
"752","2015-10-07",61.810001
"753","2015-10-08",56.16
"754","2015-10-09",57.169998
"755","2015-10-12",57.48
"756","2015-10-13",56.369999
"757","2015-10-14",55.59
"758","2015-10-15",57.240002
"759","2015-10-16",56.389999
"760","2015-10-19",57.27
"761","2015-10-20",56.82
"762","2015-10-21",53.619999
"763","2015-10-22",52
"764","2015-10-23",53.240002
"765","2015-10-26",52.169998
"766","2015-10-27",54.209999
"767","2015-10-28",56.5
"768","2015-10-29",50.380001
"769","2015-10-30",49.439999
"770","2015-11-02",51.84
"771","2015-11-03",56.959999
"772","2015-11-04",57.02
"773","2015-11-05",54.779999
"774","2015-11-06",54.310001
"775","2015-11-09",56.91
"776","2015-11-10",56.630001
"777","2015-11-11",55.349998
"778","2015-11-12",52.389999
"779","2015-11-13",50.349998
"780","2015-11-16",50.849998
"781","2015-11-17",52.759998
"782","2015-11-18",53.419998
"783","2015-11-19",54.98
"784","2015-11-20",58.470001
"785","2015-11-23",54.849998
"786","2015-11-24",56.32
"787","2015-11-25",58.27
"788","2015-11-27",58.470001
"789","2015-11-30",62.810001
"790","2015-12-01",59.709999
"791","2015-12-02",60.459999
"792","2015-12-03",57.880001
"793","2015-12-04",56.93
"794","2015-12-07",54.549999
"795","2015-12-08",56.470001
"796","2015-12-09",55.990002
"797","2015-12-10",59
"798","2015-12-11",57.630001
"799","2015-12-14",56.330002
"800","2015-12-15",57.540001
"801","2015-12-16",56.849998
"802","2015-12-17",56.59
"803","2015-12-18",57.57
"804","2015-12-21",58.52
"805","2015-12-22",57.689999
"806","2015-12-23",59.630001
"807","2015-12-24",58.580002
"808","2015-12-28",58.389999
"809","2015-12-29",57.759998
"810","2015-12-30",56.630001
"811","2015-12-31",55.740002
"812","2016-01-04",54.139999
"813","2016-01-05",54.57
"814","2016-01-06",55.41
"815","2016-01-07",50.34
"816","2016-01-08",45
"817","2016-01-11",42.57
"818","2016-01-12",44.5
"819","2016-01-13",44.59
"820","2016-01-14",41.93
"821","2016-01-15",39.549999
"822","2016-01-19",37.07
"823","2016-01-20",39.330002
"824","2016-01-21",37.330002
"825","2016-01-22",38.209999
"826","2016-01-25",37.080002
"827","2016-01-26",37.220001
"828","2016-01-27",36.43
"829","2016-01-28",37.41
"830","2016-01-29",39.68
"831","2016-02-01",38.200001
"832","2016-02-02",36.860001
"833","2016-02-03",37.43
"834","2016-02-04",39.349998
"835","2016-02-05",37.43
"836","2016-02-08",35.040001
"837","2016-02-09",34.639999
"838","2016-02-10",36.450001
"839","2016-02-11",36.299999
"840","2016-02-12",39.07
"841","2016-02-16",41.73
"842","2016-02-17",42.84
"843","2016-02-18",42.439999
"844","2016-02-19",42.59
"845","2016-02-22",44.310001
"846","2016-02-23",43.419998
"847","2016-02-24",45.060001
"848","2016-02-25",43.580002
"849","2016-02-26",44.080002
"850","2016-02-29",46.400002
"851","2016-03-01",45.939999
"852","2016-03-02",45.259998
"853","2016-03-03",46.240002
"854","2016-03-04",42.110001
"855","2016-03-07",41.360001
"856","2016-03-08",37.889999
"857","2016-03-09",39.389999
"858","2016-03-10",38.43
"859","2016-03-11",39.200001
"860","2016-03-14",40.259998
"861","2016-03-15",37.669998
"862","2016-03-16",37.610001
"863","2016-03-17",38.990002
"864","2016-03-18",39.919998
"865","2016-03-21",39.150002
"866","2016-03-22",40.75
"867","2016-03-23",39.939999
"868","2016-03-24",40.790001
"869","2016-03-28",40.709999
"870","2016-03-29",44.5
"871","2016-03-30",44.279999
"872","2016-03-31",44.700001
"873","2016-04-01",44.419998
"874","2016-04-04",44.240002
"875","2016-04-05",44.310001
"876","2016-04-06",44.580002
"877","2016-04-07",44.610001
"878","2016-04-08",44.02
"879","2016-04-11",43.639999
"880","2016-04-12",41.970001
"881","2016-04-13",44.889999
"882","2016-04-14",45.02
"883","2016-04-15",44.389999
"884","2016-04-18",44.369999
"885","2016-04-19",43.639999
"886","2016-04-20",43.849998
"887","2016-04-21",43.549999
"888","2016-04-22",44.57
"889","2016-04-25",41.959999
"890","2016-04-26",42.279999
"891","2016-04-27",42.43
"892","2016-04-28",41.919998
"893","2016-04-29",41.099998
"894","2016-05-02",40.400002
"895","2016-05-03",38.209999
"896","2016-05-04",37.52
"897","2016-05-05",38.009998
"898","2016-05-06",38.27
"899","2016-05-09",38.259998
"900","2016-05-10",38.419998
"901","2016-05-11",38.220001
"902","2016-05-12",35.380001
"903","2016-05-13",36.380001
"904","2016-05-16",37.16
"905","2016-05-17",37.029999
"906","2016-05-18",37.779999
"907","2016-05-19",37.669998
"908","2016-05-20",38.650002
"909","2016-05-23",39.599998
"910","2016-05-24",40.759998
"911","2016-05-25",40.77
"912","2016-05-26",40.919998
"913","2016-05-27",41.130001
"914","2016-05-31",41.34
"915","2016-06-01",41.540001
"916","2016-06-02",42.48
"917","2016-06-03",46.470001
"918","2016-06-06",46.549999
"919","2016-06-07",48.470001
"920","2016-06-08",51.939999
"921","2016-06-09",52.290001
"922","2016-06-10",51.41
"923","2016-06-13",50.830002
"924","2016-06-14",51.73
"925","2016-06-15",52.419998
"926","2016-06-16",52.77
"927","2016-06-17",52.639999
"928","2016-06-20",52.93
"929","2016-06-21",51.900002
"930","2016-06-22",51.400002
"931","2016-06-23",52.310001
"932","2016-06-24",49.540001
"933","2016-06-27",49.330002
"934","2016-06-28",50.25
"935","2016-06-29",50.130001
"936","2016-06-30",50.810001
"937","2016-07-01",50.68
"938","2016-07-05",49.43
"939","2016-07-06",51.029999
"940","2016-07-07",52.23
"941","2016-07-08",53.790001
"942","2016-07-11",54.59
"943","2016-07-12",54.869999
"944","2016-07-13",54.669998
"945","2016-07-14",54.389999
"946","2016-07-15",55.02
"947","2016-07-18",57.439999
"948","2016-07-19",57.5
"949","2016-07-20",57.380001
"950","2016-07-21",56.310001
"951","2016-07-22",56.049999
"952","2016-07-25",57.389999
"953","2016-07-26",58.66
"954","2016-07-27",58
"955","2016-07-28",57.73
"956","2016-07-29",57.98
"957","2016-08-01",58.849998
"958","2016-08-02",56.560001
"959","2016-08-03",56.759998
"960","2016-08-04",57.75
"961","2016-08-05",58.59
"962","2016-08-08",59.25
"963","2016-08-09",61.080002
"964","2016-08-10",60.099998
