"","date","EXPD"
"1","2007-01-03",41.790001
"2","2007-01-04",42.209999
"3","2007-01-05",41.779999
"4","2007-01-08",42.330002
"5","2007-01-09",41.369999
"6","2007-01-10",41.560001
"7","2007-01-11",42.689999
"8","2007-01-12",43.939999
"9","2007-01-16",45.060001
"10","2007-01-17",44.950001
"11","2007-01-18",43.799999
"12","2007-01-19",44.189999
"13","2007-01-22",43.369999
"14","2007-01-23",43.25
"15","2007-01-24",43.970001
"16","2007-01-25",42.060001
"17","2007-01-26",41.330002
"18","2007-01-29",41.450001
"19","2007-01-30",40.91
"20","2007-01-31",42.689999
"21","2007-02-01",43.98
"22","2007-02-02",44
"23","2007-02-05",43.099998
"24","2007-02-06",43.060001
"25","2007-02-07",44.139999
"26","2007-02-08",45.43
"27","2007-02-09",44.439999
"28","2007-02-12",43.669998
"29","2007-02-13",43.580002
"30","2007-02-14",44.099998
"31","2007-02-15",44.779999
"32","2007-02-16",45.099998
"33","2007-02-20",46.009998
"34","2007-02-21",46.169998
"35","2007-02-22",46.490002
"36","2007-02-23",47.009998
"37","2007-02-26",45.91
"38","2007-02-27",45.299999
"39","2007-02-28",44.849998
"40","2007-03-01",45.599998
"41","2007-03-02",45.080002
"42","2007-03-05",44.43
"43","2007-03-06",44.509998
"44","2007-03-07",44.369999
"45","2007-03-08",44.650002
"46","2007-03-09",44.759998
"47","2007-03-12",44.450001
"48","2007-03-13",42.939999
"49","2007-03-14",42.709999
"50","2007-03-15",42.25
"51","2007-03-16",42.009998
"52","2007-03-19",42.310001
"53","2007-03-20",42.27
"54","2007-03-21",42.889999
"55","2007-03-22",42.849998
"56","2007-03-23",43.200001
"57","2007-03-26",42.48
"58","2007-03-27",42.040001
"59","2007-03-28",41.099998
"60","2007-03-29",41.330002
"61","2007-03-30",41.32
"62","2007-04-02",41.189999
"63","2007-04-03",41.919998
"64","2007-04-04",42.139999
"65","2007-04-05",42.43
"66","2007-04-09",42.439999
"67","2007-04-10",42.330002
"68","2007-04-11",41.060001
"69","2007-04-12",41.630001
"70","2007-04-13",41.599998
"71","2007-04-16",41.73
"72","2007-04-17",41.75
"73","2007-04-18",41.939999
"74","2007-04-19",41.299999
"75","2007-04-20",41.5
"76","2007-04-23",41.290001
"77","2007-04-24",41.369999
"78","2007-04-25",43.310001
"79","2007-04-26",42.709999
"80","2007-04-27",42.75
"81","2007-04-30",41.799999
"82","2007-05-01",42.150002
"83","2007-05-02",42.900002
"84","2007-05-03",45.130001
"85","2007-05-04",45.919998
"86","2007-05-07",45.48
"87","2007-05-08",45.66
"88","2007-05-09",45.25
"89","2007-05-10",44.029999
"90","2007-05-11",44.490002
"91","2007-05-14",44.080002
"92","2007-05-15",43.720001
"93","2007-05-16",44.900002
"94","2007-05-17",44.34
"95","2007-05-18",44.299999
"96","2007-05-21",44.450001
"97","2007-05-22",43.950001
"98","2007-05-23",43.669998
"99","2007-05-24",42.880001
"100","2007-05-25",42.82
"101","2007-05-29",43.200001
"102","2007-05-30",43.110001
"103","2007-05-31",43.66
"104","2007-06-01",44.650002
"105","2007-06-04",44.380001
"106","2007-06-05",43.549999
"107","2007-06-06",42.860001
"108","2007-06-07",42.259998
"109","2007-06-08",42.59
"110","2007-06-11",42.41
"111","2007-06-12",41.869999
"112","2007-06-13",42.080002
"113","2007-06-14",42.610001
"114","2007-06-15",42.299999
"115","2007-06-18",41.619999
"116","2007-06-19",41.77
"117","2007-06-20",41.169998
"118","2007-06-21",41.599998
"119","2007-06-22",41.459999
"120","2007-06-25",42.119999
"121","2007-06-26",42.040001
"122","2007-06-27",42.23
"123","2007-06-28",42.220001
"124","2007-06-29",41.299999
"125","2007-07-02",41.830002
"126","2007-07-03",42.150002
"127","2007-07-05",41.599998
"128","2007-07-06",41.759998
"129","2007-07-09",43.529999
"130","2007-07-10",43.950001
"131","2007-07-11",44.919998
"132","2007-07-12",45.369999
"133","2007-07-13",45.709999
"134","2007-07-16",45.900002
"135","2007-07-17",46.540001
"136","2007-07-18",46.540001
"137","2007-07-19",46.900002
"138","2007-07-20",46.419998
"139","2007-07-23",47.09
"140","2007-07-24",46.150002
"141","2007-07-25",45.689999
"142","2007-07-26",44.709999
"143","2007-07-27",44.810001
"144","2007-07-30",45.080002
"145","2007-07-31",44.68
"146","2007-08-01",45.259998
"147","2007-08-02",46
"148","2007-08-03",44.849998
"149","2007-08-06",46.990002
"150","2007-08-07",49.66
"151","2007-08-08",52.68
"152","2007-08-09",52.360001
"153","2007-08-10",47.779999
"154","2007-08-13",47.740002
"155","2007-08-14",46.490002
"156","2007-08-15",45.310001
"157","2007-08-16",44.169998
"158","2007-08-17",45.150002
"159","2007-08-20",45.830002
"160","2007-08-21",44.27
"161","2007-08-22",45.27
"162","2007-08-23",45.139999
"163","2007-08-24",45.779999
"164","2007-08-27",45.16
"165","2007-08-28",43.25
"166","2007-08-29",44.52
"167","2007-08-30",43.810001
"168","2007-08-31",44.169998
"169","2007-09-04",44.650002
"170","2007-09-05",43.639999
"171","2007-09-06",43.080002
"172","2007-09-07",42.439999
"173","2007-09-10",42.889999
"174","2007-09-11",43.389999
"175","2007-09-12",42.369999
"176","2007-09-13",43.080002
"177","2007-09-14",43.68
"178","2007-09-17",42.799999
"179","2007-09-18",44.560001
"180","2007-09-19",45.369999
"181","2007-09-20",44.330002
"182","2007-09-21",44.799999
"183","2007-09-24",45.18
"184","2007-09-25",45.880001
"185","2007-09-26",46.32
"186","2007-09-27",47.049999
"187","2007-09-28",47.299999
"188","2007-10-01",48.189999
"189","2007-10-02",48.5
"190","2007-10-03",48.009998
"191","2007-10-04",47.98
"192","2007-10-05",50.049999
"193","2007-10-08",49.91
"194","2007-10-09",51.860001
"195","2007-10-10",50.959999
"196","2007-10-11",49.549999
"197","2007-10-12",50.189999
"198","2007-10-15",49.43
"199","2007-10-16",48.84
"200","2007-10-17",49.110001
"201","2007-10-18",49.779999
"202","2007-10-19",47.450001
"203","2007-10-22",48.889999
"204","2007-10-23",48.869999
