"","date","ALSK"
"185","2007-09-26",14.55
"186","2007-09-27",14.74
"187","2007-09-28",14.45
"188","2007-10-01",14.56
"189","2007-10-02",14.86
"190","2007-10-03",14.62
"191","2007-10-04",14.96
"192","2007-10-05",15.19
"193","2007-10-08",15.14
"194","2007-10-09",15.22
"195","2007-10-10",15.17
"196","2007-10-11",15.13
"197","2007-10-12",15.27
"198","2007-10-15",15.04
"199","2007-10-16",15.15
"200","2007-10-17",15.22
"201","2007-10-18",15.21
"202","2007-10-19",14.59
"203","2007-10-22",14.73
"204","2007-10-23",14.91
"205","2007-10-24",14.98
"206","2007-10-25",14.67
"207","2007-10-26",15.63
"208","2007-10-29",15.77
"209","2007-10-30",15.89
"210","2007-10-31",16.27
"211","2007-11-01",15.26
"212","2007-11-02",15.39
"213","2007-11-05",15.2
"214","2007-11-06",15.24
"215","2007-11-07",14.69
"216","2007-11-08",14.97
"217","2007-11-09",14.35
"218","2007-11-12",14.48
"219","2007-11-13",14.95
"220","2007-11-14",14.82
"221","2007-11-15",14.89
"222","2007-11-16",15.06
"223","2007-11-19",14.74
"224","2007-11-20",14.65
"225","2007-11-21",14.49
"226","2007-11-23",14.8
"227","2007-11-26",14.54
"228","2007-11-27",14.5
"229","2007-11-28",14.97
"230","2007-11-29",14.88
"231","2007-11-30",15
"232","2007-12-03",14.95
"233","2007-12-04",14.7
"234","2007-12-05",15.11
"235","2007-12-06",15.31
"236","2007-12-07",15.02
"237","2007-12-10",14.98
"238","2007-12-11",14.57
"239","2007-12-12",14.76
"240","2007-12-13",14.75
"241","2007-12-14",14.6
"242","2007-12-17",14.21
"243","2007-12-18",14.45
"244","2007-12-19",14.63
"245","2007-12-20",14.67
"246","2007-12-21",15.02
"247","2007-12-24",15.89
"248","2007-12-26",15.67
"249","2007-12-27",15.07
"250","2007-12-28",15.08
"251","2007-12-31",15
"252","2008-01-02",14.72
"253","2008-01-03",14.67
"254","2008-01-04",14.32
"255","2008-01-07",14.45
"256","2008-01-08",14.09
"257","2008-01-09",14.29
"258","2008-01-10",14.27
"259","2008-01-11",13.84
"260","2008-01-14",13.96
"261","2008-01-15",13.88
"262","2008-01-16",14
"263","2008-01-17",13.66
"264","2008-01-18",12.99
"265","2008-01-22",12.76
"266","2008-01-23",13.13
"267","2008-01-24",12.8
"268","2008-01-25",12.73
"269","2008-01-28",13.29
"270","2008-01-29",13.72
"271","2008-01-30",13.53
"272","2008-01-31",14.04
"273","2008-02-01",14
"274","2008-02-04",13.67
"275","2008-02-05",13.29
"276","2008-02-06",13.19
"277","2008-02-07",13.18
"278","2008-02-08",13
"279","2008-02-11",13.05
"280","2008-02-12",13.11
"281","2008-02-13",13.44
"282","2008-02-14",13.06
"283","2008-02-15",13.02
"284","2008-02-19",12.93
"285","2008-02-20",12.96
"286","2008-02-21",12.65
"287","2008-02-22",12.71
"288","2008-02-25",12.46
"289","2008-02-26",12.18
"290","2008-02-27",12.19
"291","2008-02-28",11.83
"292","2008-02-29",11.33
"293","2008-03-03",11.54
"294","2008-03-04",11.42
"295","2008-03-05",11.46
"296","2008-03-06",11.48
"297","2008-03-07",11.45
"298","2008-03-10",11.4
"299","2008-03-11",12.17
"300","2008-03-12",11.85
"301","2008-03-13",12.09
"302","2008-03-14",11.75
"303","2008-03-17",12.06
"304","2008-03-18",12.35
"305","2008-03-19",12.18
"306","2008-03-20",12.59
"307","2008-03-24",12.48
"308","2008-03-25",12.43
"309","2008-03-26",12.3
"310","2008-03-27",12.14
"311","2008-03-28",12.11
"312","2008-03-31",12.24
"313","2008-04-01",12.48
"314","2008-04-02",11.73
"315","2008-04-03",11.85
"316","2008-04-04",11.85
"317","2008-04-07",11.83
"318","2008-04-08",11.76
"319","2008-04-09",11.43
"320","2008-04-10",11.54
"321","2008-04-11",11.05
"322","2008-04-14",11.18
"323","2008-04-15",11.1
"324","2008-04-16",11.32
"325","2008-04-17",11.18
"326","2008-04-18",11.36
"327","2008-04-21",11.18
"328","2008-04-22",10.83
"329","2008-04-23",10.9
"330","2008-04-24",10.84
"331","2008-04-25",11.3
"332","2008-04-28",11.08
"333","2008-04-29",11.33
"334","2008-04-30",11.18
"335","2008-05-01",11.65
"336","2008-05-02",11.56
"337","2008-05-05",11.43
"338","2008-05-06",11.53
"339","2008-05-07",11.67
"340","2008-05-08",11.51
"341","2008-05-09",11.11
"342","2008-05-12",11.11
"343","2008-05-13",10.85
"344","2008-05-14",11.05
"345","2008-05-15",11.24
"346","2008-05-16",11.34
"347","2008-05-19",11.82
"348","2008-05-20",11.83
"349","2008-05-21",11.88
"350","2008-05-22",12.06
"351","2008-05-23",12.1
"352","2008-05-27",12.21
"353","2008-05-28",12.88
"354","2008-05-29",12.72
"355","2008-05-30",12.94
"356","2008-06-02",12.62
"357","2008-06-03",12.48
"358","2008-06-04",12.5
"359","2008-06-05",12.9
"360","2008-06-06",12.53
"361","2008-06-09",12.43
"362","2008-06-10",12.28
"363","2008-06-11",12.07
"364","2008-06-12",12.18
"365","2008-06-13",12.34
"366","2008-06-16",12.13
"367","2008-06-17",12.16
"368","2008-06-18",12.11
"369","2008-06-19",12.61
"370","2008-06-20",12.46
"371","2008-06-23",12.17
"372","2008-06-24",12.15
"373","2008-06-25",12.37
"374","2008-06-26",11.94
"375","2008-06-27",11.82
"376","2008-06-30",11.94
"377","2008-07-01",12.14
"378","2008-07-02",12.09
"379","2008-07-03",11.81
"380","2008-07-07",11.94
"381","2008-07-08",12.37
"382","2008-07-09",12.06
"383","2008-07-10",12.08
"384","2008-07-11",12.22
"385","2008-07-14",12.11
"386","2008-07-15",12.15
"387","2008-07-16",12.14
"388","2008-07-17",11.92
"389","2008-07-18",11.9
"390","2008-07-21",11.92
"391","2008-07-22",12.13
"392","2008-07-23",12.35
"393","2008-07-24",12.14
"394","2008-07-25",12.31
"395","2008-07-28",12.37
"396","2008-07-29",12.57
"397","2008-07-30",12.65
"398","2008-07-31",12.74
"399","2008-08-01",12.56
"400","2008-08-04",12.19
"401","2008-08-05",12.5
"402","2008-08-06",11
"403","2008-08-07",10.71
"404","2008-08-08",10.91
"405","2008-08-11",10.76
"406","2008-08-12",11
"407","2008-08-13",10.97
"408","2008-08-14",10.92
"409","2008-08-15",11.01
"410","2008-08-18",11.01
"411","2008-08-19",11.08
"412","2008-08-20",10.95
"413","2008-08-21",10.77
"414","2008-08-22",10.74
"415","2008-08-25",10.35
"416","2008-08-26",10.2
"417","2008-08-27",10.37
"418","2008-08-28",10.61
"419","2008-08-29",10.52
"420","2008-09-02",10.81
"421","2008-09-03",10.9
"422","2008-09-04",10.73
"423","2008-09-05",10.64
"424","2008-09-08",11.02
"425","2008-09-09",11.06
"426","2008-09-10",11.08
"427","2008-09-11",11.1
"428","2008-09-12",11.23
"429","2008-09-15",11.08
"430","2008-09-16",11.43
"431","2008-09-17",11.47
"432","2008-09-18",12.41
"433","2008-09-19",12.82
"434","2008-09-22",12.56
"435","2008-09-23",12.56
"436","2008-09-24",12.33
"437","2008-09-25",12.46
"438","2008-09-26",12.6
"439","2008-09-29",12.05
"440","2008-09-30",12.23
"441","2008-10-01",12.19
"442","2008-10-02",11.86
"443","2008-10-03",11.66
"444","2008-10-06",11.44
"445","2008-10-07",10.97
"446","2008-10-08",10.51
"447","2008-10-09",9.98
"448","2008-10-10",10.43
"449","2008-10-13",11.15
"450","2008-10-14",11.12
"451","2008-10-15",10.3
"452","2008-10-16",10.95
"453","2008-10-17",10.62
"454","2008-10-20",11.1
"455","2008-10-21",10.93
"456","2008-10-22",10.2
"457","2008-10-23",9.99
"458","2008-10-24",9.23
"459","2008-10-27",9.01
"460","2008-10-28",9.18
"461","2008-10-29",9.05
"462","2008-10-30",9.23
"463","2008-10-31",9.34
"464","2008-11-03",9.51
"465","2008-11-04",9.43
"466","2008-11-05",9.05
"467","2008-11-06",9.33
"468","2008-11-07",9.49
"469","2008-11-10",9.3
"470","2008-11-11",9.27
"471","2008-11-12",9.23
"472","2008-11-13",10.33
"473","2008-11-14",9.75
"474","2008-11-17",9.71
"475","2008-11-18",9.64
"476","2008-11-19",8.98
"477","2008-11-20",8.32
"478","2008-11-21",8.8
"479","2008-11-24",9.34
"480","2008-11-25",9.19
"481","2008-11-26",9.39
"482","2008-11-28",9.7
"483","2008-12-01",8.62
"484","2008-12-02",9.21
"485","2008-12-03",9.18
"486","2008-12-04",8.91
"487","2008-12-05",9.54
"488","2008-12-08",9.35
"489","2008-12-09",8.78
"490","2008-12-10",8.96
"491","2008-12-11",8.5
"492","2008-12-12",8.6
"493","2008-12-15",8.33
"494","2008-12-16",8.58
"495","2008-12-17",8.59
"496","2008-12-18",8.83
"497","2008-12-19",9.09
"498","2008-12-22",8.89
"499","2008-12-23",8.89
"500","2008-12-24",8.87
"501","2008-12-26",8.9
"502","2008-12-29",8.73
"503","2008-12-30",8.99
"504","2008-12-31",9.38
"505","2009-01-02",9.34
"506","2009-01-05",9.16
"507","2009-01-06",8.99
"508","2009-01-07",8.87
"509","2009-01-08",9.11
"510","2009-01-09",9.01
"511","2009-01-12",9.01
"512","2009-01-13",9.22
"513","2009-01-14",9.07
"514","2009-01-15",9.81
"515","2009-01-16",9.21
"516","2009-01-20",8.82
"517","2009-01-21",9
"518","2009-01-22",8.59
"519","2009-01-23",8.49
"520","2009-01-26",8.5
"521","2009-01-27",8.56
"522","2009-01-28",8.47
"523","2009-01-29",8.25
"524","2009-01-30",8.35
"525","2009-02-02",8.52
"526","2009-02-03",8.55
"527","2009-02-04",8.25
"528","2009-02-05",8.31
"529","2009-02-06",8.58
"530","2009-02-09",8.38
"531","2009-02-10",8.08
"532","2009-02-11",8.02
"533","2009-02-12",7.92
"534","2009-02-13",7.79
"535","2009-02-17",7.25
"536","2009-02-18",6.94
"537","2009-02-19",6.79
"538","2009-02-20",6.6
"539","2009-02-23",6.27
"540","2009-02-24",6.44
"541","2009-02-25",6.23
"542","2009-02-26",6.23
"543","2009-02-27",6.29
"544","2009-03-02",5.73
"545","2009-03-03",5.02
"546","2009-03-04",5.4
"547","2009-03-05",5.31
"548","2009-03-06",5.79
"549","2009-03-09",5.1
"550","2009-03-10",5.21
"551","2009-03-11",5.15
"552","2009-03-12",5.27
"553","2009-03-13",5.03
"554","2009-03-16",5.03
"555","2009-03-17",5.35
"556","2009-03-18",5.98
"557","2009-03-19",5.99
"558","2009-03-20",5.99
"559","2009-03-23",7.45
"560","2009-03-24",6.73
"561","2009-03-25",6.85
"562","2009-03-26",7.17
"563","2009-03-27",6.95
"564","2009-03-30",6.63
"565","2009-03-31",6.7
"566","2009-04-01",6.64
"567","2009-04-02",6.92
"568","2009-04-03",6.8
"569","2009-04-06",6.63
"570","2009-04-07",6.35
"571","2009-04-08",6.34
"572","2009-04-09",6.46
"573","2009-04-13",6.64
"574","2009-04-14",6.36
"575","2009-04-15",6.47
"576","2009-04-16",6.49
"577","2009-04-17",6.46
"578","2009-04-20",6.15
"579","2009-04-21",6.23
"580","2009-04-22",6.22
"581","2009-04-23",6.04
"582","2009-04-24",5.94
"583","2009-04-27",5.71
"584","2009-04-28",5.74
"585","2009-04-29",5.82
"586","2009-04-30",6.03
"587","2009-05-01",6.64
"588","2009-05-04",6.66
"589","2009-05-05",6.76
"590","2009-05-06",6.99
"591","2009-05-07",6.9
"592","2009-05-08",7.12
"593","2009-05-11",6.82
"594","2009-05-12",6.74
"595","2009-05-13",6.76
"596","2009-05-14",6.85
"597","2009-05-15",6.78
"598","2009-05-18",6.88
"599","2009-05-19",6.66
"600","2009-05-20",6.72
"601","2009-05-21",6.58
"602","2009-05-22",6.49
"603","2009-05-26",6.66
"604","2009-05-27",6.65
"605","2009-05-28",6.62
"606","2009-05-29",6.77
"607","2009-06-01",6.91
"608","2009-06-02",6.91
"609","2009-06-03",6.72
"610","2009-06-04",6.7
"611","2009-06-05",6.72
"612","2009-06-08",6.68
"613","2009-06-09",6.64
"614","2009-06-10",6.64
"615","2009-06-11",6.7
"616","2009-06-12",6.92
"617","2009-06-15",6.9
"618","2009-06-16",6.99
"619","2009-06-17",7.15
"620","2009-06-18",7.18
"621","2009-06-19",7.26
"622","2009-06-22",7.35
"623","2009-06-23",7.42
"624","2009-06-24",7.57
"625","2009-06-25",7.69
"626","2009-06-26",7.56
"627","2009-06-29",7.42
"628","2009-06-30",7.32
"629","2009-07-01",7.27
"630","2009-07-02",7.03
"631","2009-07-06",6.93
"632","2009-07-07",6.79
"633","2009-07-08",6.54
"634","2009-07-09",6.44
"635","2009-07-10",6.41
"636","2009-07-13",6.5
"637","2009-07-14",6.5
"638","2009-07-15",6.87
"639","2009-07-16",6.76
"640","2009-07-17",6.64
"641","2009-07-20",6.67
"642","2009-07-21",6.67
"643","2009-07-22",6.84
"644","2009-07-23",7.17
"645","2009-07-24",7.15
"646","2009-07-27",7.34
"647","2009-07-28",7.34
"648","2009-07-29",7.15
"649","2009-07-30",7.27
"650","2009-07-31",7.41
"651","2009-08-03",7.48
"652","2009-08-04",7.67
"653","2009-08-05",7.81
"654","2009-08-06",7.66
"655","2009-08-07",7.95
"656","2009-08-10",8.05
"657","2009-08-11",8.01
"658","2009-08-12",8.06
"659","2009-08-13",7.9
"660","2009-08-14",7.86
"661","2009-08-17",7.85
"662","2009-08-18",7.82
"663","2009-08-19",7.74
"664","2009-08-20",7.78
"665","2009-08-21",7.9
"666","2009-08-24",8.01
"667","2009-08-25",8.11
"668","2009-08-26",8.18
"669","2009-08-27",8.17
"670","2009-08-28",8
"671","2009-08-31",7.97
"672","2009-09-01",7.86
"673","2009-09-02",7.81
"674","2009-09-03",7.89
"675","2009-09-04",8.13
"676","2009-09-08",8.26
"677","2009-09-09",8.3
"678","2009-09-10",8.43
"679","2009-09-11",8.49
"680","2009-09-14",8.57
"681","2009-09-15",8.54
"682","2009-09-16",8.67
"683","2009-09-17",8.53
"684","2009-09-18",8.47
"685","2009-09-21",8.29
"686","2009-09-22",8.39
"687","2009-09-23",8.86
"688","2009-09-24",9.13
"689","2009-09-25",9.22
"690","2009-09-28",9.14
"691","2009-09-29",9.37
"692","2009-09-30",9.25
"693","2009-10-01",8.8
"694","2009-10-02",8.67
"695","2009-10-05",8.83
"696","2009-10-06",8.8
"697","2009-10-07",8.73
"698","2009-10-08",8.77
"699","2009-10-09",8.74
"700","2009-10-12",8.66
"701","2009-10-13",8.6
"702","2009-10-14",8.63
"703","2009-10-15",8.59
"704","2009-10-16",8.5
"705","2009-10-19",8.55
"706","2009-10-20",8.45
"707","2009-10-21",8.42
"708","2009-10-22",8.61
"709","2009-10-23",8.34
"710","2009-10-26",8.09
"711","2009-10-27",8.06
"712","2009-10-28",7.85
"713","2009-10-29",7.96
"714","2009-10-30",7.78
"715","2009-11-02",7.66
"716","2009-11-03",7.61
"717","2009-11-04",7.49
"718","2009-11-05",7.71
"719","2009-11-06",6.98
"720","2009-11-09",7.15
"721","2009-11-10",6.84
"722","2009-11-11",6.78
"723","2009-11-12",6.64
"724","2009-11-13",6.6
"725","2009-11-16",6.65
"726","2009-11-17",6.62
"727","2009-11-18",6.68
"728","2009-11-19",6.74
"729","2009-11-20",6.78
"730","2009-11-23",6.96
"731","2009-11-24",7.45
"732","2009-11-25",7.34
"733","2009-11-27",7.19
"734","2009-11-30",7.31
"735","2009-12-01",7.59
"736","2009-12-02",7.85
"737","2009-12-03",7.89
"738","2009-12-04",7.98
"739","2009-12-07",8.05
"740","2009-12-08",8.12
"741","2009-12-09",8.12
"742","2009-12-10",7.95
"743","2009-12-11",8.05
"744","2009-12-14",8.07
"745","2009-12-15",8.1
"746","2009-12-16",8.01
"747","2009-12-17",7.99
"748","2009-12-18",8.05
"749","2009-12-21",8.12
"750","2009-12-22",8.26
"751","2009-12-23",8.48
"752","2009-12-24",8.7
"753","2009-12-28",8.84
"754","2009-12-29",8.17
"755","2009-12-30",7.92
"756","2009-12-31",7.98
"757","2010-01-04",8.13
"758","2010-01-05",8.23
"759","2010-01-06",8.07
"760","2010-01-07",7.85
"761","2010-01-08",7.83
"762","2010-01-11",7.78
"763","2010-01-12",7.67
"764","2010-01-13",7.62
"765","2010-01-14",7.81
"766","2010-01-15",7.61
"767","2010-01-19",8
"768","2010-01-20",8.06
"769","2010-01-21",8.04
"770","2010-01-22",7.95
"771","2010-01-25",8.11
"772","2010-01-26",8.02
"773","2010-01-27",8.11
"774","2010-01-28",8.14
"775","2010-01-29",8.15
"776","2010-02-01",8
"777","2010-02-02",7.92
"778","2010-02-03",7.84
"779","2010-02-04",7.35
"780","2010-02-05",7.1
"781","2010-02-08",6.84
"782","2010-02-09",6.88
"783","2010-02-10",6.85
"784","2010-02-11",6.95
"785","2010-02-12",6.85
"786","2010-02-16",7.09
"787","2010-02-17",7.31
"788","2010-02-18",7.47
"789","2010-02-19",7.41
"790","2010-02-22",7.4
"791","2010-02-23",7.38
"792","2010-02-24",7.37
"793","2010-02-25",7.29
"794","2010-02-26",7.26
"795","2010-03-01",7.21
"796","2010-03-02",7.25
"797","2010-03-03",7.39
"798","2010-03-04",7.45
"799","2010-03-05",7.69
"800","2010-03-08",8.19
"801","2010-03-09",8.64
"802","2010-03-10",8.28
"803","2010-03-11",8.38
"804","2010-03-12",8.32
"805","2010-03-15",8.53
"806","2010-03-16",8.57
"807","2010-03-17",8.49
"808","2010-03-18",8.6
"809","2010-03-19",8.37
"810","2010-03-22",8.54
"811","2010-03-23",8.59
"812","2010-03-24",8.47
"813","2010-03-25",8.44
"814","2010-03-26",8.45
"815","2010-03-29",8.19
"816","2010-03-30",8.12
"817","2010-03-31",8.12
"818","2010-04-01",8.07
"819","2010-04-05",7.97
"820","2010-04-06",8.09
"821","2010-04-07",8.01
"822","2010-04-08",8.09
"823","2010-04-09",8.1
"824","2010-04-12",8.12
"825","2010-04-13",8.16
"826","2010-04-14",8.19
"827","2010-04-15",8.16
"828","2010-04-16",7.99
"829","2010-04-19",8
"830","2010-04-20",8.07
"831","2010-04-21",8.05
"832","2010-04-22",8.21
"833","2010-04-23",8.29
"834","2010-04-26",8.33
"835","2010-04-27",8.22
"836","2010-04-28",8.34
"837","2010-04-29",8.24
"838","2010-04-30",8.56
"839","2010-05-03",8.69
"840","2010-05-04",8.41
"841","2010-05-05",8.27
"842","2010-05-06",7.85
"843","2010-05-07",7.65
"844","2010-05-10",7.95
"845","2010-05-11",8.1
"846","2010-05-12",8.47
"847","2010-05-13",8.39
"848","2010-05-14",8.37
"849","2010-05-17",8.39
"850","2010-05-18",8.25
"851","2010-05-19",8.34
"852","2010-05-20",7.99
"853","2010-05-21",8.22
"854","2010-05-24",8.03
"855","2010-05-25",8.14
"856","2010-05-26",8.07
"857","2010-05-27",8.34
"858","2010-05-28",8.27
"859","2010-06-01",8.27
"860","2010-06-02",8.62
"861","2010-06-03",8.62
"862","2010-06-04",8.26
"863","2010-06-07",8.19
"864","2010-06-08",8.21
"865","2010-06-09",8.33
"866","2010-06-10",8.49
"867","2010-06-11",8.6
"868","2010-06-14",8.48
"869","2010-06-15",8.69
"870","2010-06-16",8.84
"871","2010-06-17",8.91
"872","2010-06-18",8.95
"873","2010-06-21",8.99
"874","2010-06-22",8.98
"875","2010-06-23",9.13
"876","2010-06-24",9.03
"877","2010-06-25",9.2
"878","2010-06-28",8.95
"879","2010-06-29",8.5
"880","2010-06-30",8.49
"881","2010-07-01",8.64
"882","2010-07-02",8.57
"883","2010-07-06",8.44
"884","2010-07-07",8.94
"885","2010-07-08",9.01
"886","2010-07-09",8.98
"887","2010-07-12",8.82
"888","2010-07-13",9
"889","2010-07-14",9.19
"890","2010-07-15",8.98
"891","2010-07-16",8.8
"892","2010-07-19",8.81
"893","2010-07-20",9.03
"894","2010-07-21",8.82
"895","2010-07-22",8.85
"896","2010-07-23",9.2
"897","2010-07-26",9.31
"898","2010-07-27",9.41
"899","2010-07-28",9.29
"900","2010-07-29",9.17
"901","2010-07-30",9.26
"902","2010-08-02",9.01
"903","2010-08-03",9.01
"904","2010-08-04",9.01
"905","2010-08-05",9.1
"906","2010-08-06",9.02
"907","2010-08-09",9.16
"908","2010-08-10",9.11
"909","2010-08-11",8.93
"910","2010-08-12",8.95
"911","2010-08-13",8.89
"912","2010-08-16",8.94
"913","2010-08-17",9.18
"914","2010-08-18",9.21
"915","2010-08-19",9.08
"916","2010-08-20",9.26
"917","2010-08-23",9.25
"918","2010-08-24",9.29
"919","2010-08-25",9.46
"920","2010-08-26",9.29
"921","2010-08-27",9.57
"922","2010-08-30",9.42
"923","2010-08-31",9.66
"924","2010-09-01",9.61
"925","2010-09-02",9.4
"926","2010-09-03",9.57
"927","2010-09-07",9.35
"928","2010-09-08",9.62
"929","2010-09-09",9.78
"930","2010-09-10",9.8
"931","2010-09-13",9.81
"932","2010-09-14",9.67
"933","2010-09-15",9.73
"934","2010-09-16",9.65
"935","2010-09-17",9.84
"936","2010-09-20",9.92
"937","2010-09-21",10.08
"938","2010-09-22",10.11
"939","2010-09-23",10.33
"940","2010-09-24",10.44
"941","2010-09-27",10.6
"942","2010-09-28",10.11
"943","2010-09-29",10.23
"944","2010-09-30",10.15
"945","2010-10-01",9.96
"946","2010-10-04",9.87
"947","2010-10-05",10.19
"948","2010-10-06",10.15
"949","2010-10-07",10.07
"950","2010-10-08",9.77
"951","2010-10-11",9.81
"952","2010-10-12",9.78
"953","2010-10-13",9.95
"954","2010-10-14",10.09
"955","2010-10-15",9.99
"956","2010-10-18",10.13
"957","2010-10-19",9.97
"958","2010-10-20",10.15
"959","2010-10-21",10.1
"960","2010-10-22",10.18
"961","2010-10-25",10.26
"962","2010-10-26",10.12
"963","2010-10-27",10.1
"964","2010-10-28",10.08
"965","2010-10-29",10.03
"966","2010-11-01",10.09
"967","2010-11-02",10.33
"968","2010-11-03",10.39
"969","2010-11-04",10.51
"970","2010-11-05",10.65
"971","2010-11-08",10.66
"972","2010-11-09",10.44
"973","2010-11-10",10.76
"974","2010-11-11",10.46
"975","2010-11-12",10.58
"976","2010-11-15",10.52
"977","2010-11-16",10.24
"978","2010-11-17",10.34
"979","2010-11-18",10.48
"980","2010-11-19",10.5
"981","2010-11-22",10.53
"982","2010-11-23",10.28
"983","2010-11-24",10.45
"984","2010-11-26",10.48
"985","2010-11-29",10.58
"986","2010-11-30",10.54
"987","2010-12-01",10.69
"988","2010-12-02",10.67
"989","2010-12-03",10.79
"990","2010-12-06",10.88
"991","2010-12-07",11
"992","2010-12-08",10.97
"993","2010-12-09",10.89
"994","2010-12-10",10.92
"995","2010-12-13",11.21
"996","2010-12-14",11.4
"997","2010-12-15",11.23
"998","2010-12-16",11.47
"999","2010-12-17",11.41
"1000","2010-12-20",11.47
