"","date","KALV"
"1","2015-04-09",77.839996
"2","2015-04-10",74.059998
"3","2015-04-13",70.559998
"4","2015-04-14",74.620003
"5","2015-04-15",78.540001
"6","2015-04-16",75.459999
"7","2015-04-17",85.260002
"8","2015-04-20",102.620003
"9","2015-04-21",103.599998
"10","2015-04-22",98.279999
"11","2015-04-23",105.839996
"12","2015-04-24",104.300003
"13","2015-04-27",95.900002
"14","2015-04-28",81.760002
"15","2015-04-29",72.800003
"16","2015-04-30",70.559998
"17","2015-05-01",75.879997
"18","2015-05-04",83.860001
"19","2015-05-05",82.18
"20","2015-05-06",77.699997
"21","2015-05-07",79.800003
"22","2015-05-08",83.440002
"23","2015-05-11",82.18
"24","2015-05-12",91.839996
"25","2015-05-13",97.580002
"26","2015-05-14",101.360001
"27","2015-05-15",107.800003
"28","2015-05-18",106.540001
"29","2015-05-19",100.239998
"30","2015-05-20",103.040001
"31","2015-05-21",105.139999
"32","2015-05-22",105.559998
"33","2015-05-26",105
"34","2015-05-27",100.800003
"35","2015-05-28",104.440002
"36","2015-05-29",104.860001
"37","2015-06-01",105
"38","2015-06-02",107.800003
"39","2015-06-03",111.580002
"40","2015-06-04",118.440002
"41","2015-06-05",123.199997
"42","2015-06-08",126.559998
"43","2015-06-09",124.599998
"44","2015-06-10",124.459999
"45","2015-06-11",123.199997
"46","2015-06-12",123.059998
"47","2015-06-15",121.940002
"48","2015-06-16",121.519997
"49","2015-06-17",116.900002
"50","2015-06-18",119.699997
"51","2015-06-19",107.940002
"52","2015-06-22",113.959999
"53","2015-06-23",101.779999
"54","2015-06-24",99.82
"55","2015-06-25",94.779999
"56","2015-06-26",97.580002
"57","2015-06-29",99.400002
"58","2015-06-30",100.099998
"59","2015-07-01",99.120003
"60","2015-07-02",92.540001
"61","2015-07-06",100.239998
"62","2015-07-07",100.800003
"63","2015-07-08",99.120003
"64","2015-07-09",97.300003
"65","2015-07-10",101.639999
"66","2015-07-13",99.540001
"67","2015-07-14",102.199997
"68","2015-07-15",99.260002
"69","2015-07-16",99.82
"70","2015-07-17",109.900002
"71","2015-07-20",101.220001
"72","2015-07-21",104.300003
"73","2015-07-22",106.82
"74","2015-07-23",104.580002
"75","2015-07-24",96.459999
"76","2015-07-27",96.32
"77","2015-07-28",102.059998
"78","2015-07-29",100.519997
"79","2015-07-30",98.279999
"80","2015-07-31",96.739998
"81","2015-08-03",96.739998
"82","2015-08-04",95.760002
"83","2015-08-05",95.339996
"84","2015-08-06",91.980003
"85","2015-08-07",91.699997
"86","2015-08-10",92.260002
"87","2015-08-11",90.720001
"88","2015-08-12",86.800003
"89","2015-08-13",87.5
"90","2015-08-14",87.919998
"91","2015-08-17",90.440002
"92","2015-08-18",91.419998
"93","2015-08-19",93.800003
"94","2015-08-20",93.379997
"95","2015-08-21",88.059998
"96","2015-08-24",77
"97","2015-08-25",70.279999
"98","2015-08-26",75.040001
"99","2015-08-27",71.260002
"100","2015-08-28",75.32
"101","2015-08-31",76.019997
"102","2015-09-01",71.120003
"103","2015-09-02",66.919998
"104","2015-09-03",69.860001
"105","2015-09-04",74.760002
"106","2015-09-08",79.800003
"107","2015-09-09",73.5
"108","2015-09-10",71.959999
"109","2015-09-11",73.779999
"110","2015-09-14",74.199997
"111","2015-09-15",70.839996
"112","2015-09-16",70
"113","2015-09-17",70.839996
"114","2015-09-18",70.839996
"115","2015-09-21",68.599998
"116","2015-09-22",69.440002
"117","2015-09-23",68.040001
"118","2015-09-24",65.519997
"119","2015-09-25",60.619999
"120","2015-09-28",55.16
"121","2015-09-29",52.080002
"122","2015-09-30",49.98
"123","2015-10-01",48.580002
"124","2015-10-02",57.259998
"125","2015-10-05",60.060001
"126","2015-10-06",57.400002
"127","2015-10-07",59.919998
"128","2015-10-08",60.48
"129","2015-10-09",57.68
"130","2015-10-12",57.540001
"131","2015-10-13",54.040001
"132","2015-10-14",53.060001
"133","2015-10-15",55.299999
"134","2015-10-16",55.16
"135","2015-10-19",53.060001
"136","2015-10-20",50.540001
"137","2015-10-21",48.439999
"138","2015-10-22",47.880001
"139","2015-10-23",46.34
"140","2015-10-26",46.759998
"141","2015-10-27",46.200001
"142","2015-10-28",47.880001
"143","2015-10-29",50.119999
"144","2015-10-30",50.400002
"145","2015-11-02",56.139999
"146","2015-11-03",56.98
"147","2015-11-04",63.98
"148","2015-11-05",65.940002
"149","2015-11-06",64.68
"150","2015-11-09",64.959999
"151","2015-11-10",59.080002
"152","2015-11-11",57.540001
"153","2015-11-12",55.860001
"154","2015-11-13",55.720001
"155","2015-11-16",53.900002
"156","2015-11-17",52.080002
"157","2015-11-18",51.66
"158","2015-11-19",50.82
"159","2015-11-20",49.700001
"160","2015-11-23",49.419998
"161","2015-11-24",48.860001
"162","2015-11-25",51.939999
"163","2015-11-27",53.34
"164","2015-11-30",55.860001
"165","2015-12-01",56.98
"166","2015-12-02",54.599998
"167","2015-12-03",50.82
"168","2015-12-04",50.259998
"169","2015-12-07",49.279999
"170","2015-12-08",45.639999
"171","2015-12-09",45.779999
"172","2015-12-10",46.619999
"173","2015-12-11",43.82
"174","2015-12-14",39.48
"175","2015-12-15",45.360001
"176","2015-12-16",46.900002
"177","2015-12-17",45.919998
"178","2015-12-18",47.32
"179","2015-12-21",47.459999
"180","2015-12-22",46.759998
"181","2015-12-23",48.439999
"182","2015-12-24",50.259998
"183","2015-12-28",50.400002
"184","2015-12-29",51.240002
"185","2015-12-30",52.779999
"186","2015-12-31",50.68
"187","2016-01-04",46.619999
"188","2016-01-05",46.759998
"189","2016-01-06",45.639999
"190","2016-01-07",43.259998
"191","2016-01-08",41.16
"192","2016-01-11",33.740002
"193","2016-01-12",30.1
"194","2016-01-13",29.120001
"195","2016-01-14",34.439999
"196","2016-01-15",35.560001
"197","2016-01-19",35.419998
