"","date","HUYA"
"1","2018-05-11",16.059999
"2","2018-05-14",18.379999
"3","2018-05-15",19
"4","2018-05-16",22.5
"5","2018-05-17",20
"6","2018-05-18",19.040001
"7","2018-05-21",19.18
"8","2018-05-22",19.48
"9","2018-05-23",19.959999
"10","2018-05-24",23.09
"11","2018-05-25",23.93
"12","2018-05-29",23.27
"13","2018-05-30",25.870001
"14","2018-05-31",25.450001
"15","2018-06-01",29.07
"16","2018-06-04",29.700001
"17","2018-06-05",29.719999
"18","2018-06-06",29.26
"19","2018-06-07",29.870001
"20","2018-06-08",34.889999
"21","2018-06-11",36.389999
"22","2018-06-12",36.220001
"23","2018-06-13",38.939999
"24","2018-06-14",44.040001
"25","2018-06-15",46.200001
"26","2018-06-18",48.57
"27","2018-06-19",42.720001
"28","2018-06-20",43.990002
"29","2018-06-21",38.029999
"30","2018-06-22",35.849998
"31","2018-06-25",31.49
"32","2018-06-26",34.150002
"33","2018-06-27",31.08
"34","2018-06-28",32.68
"35","2018-06-29",32.889999
"36","2018-07-02",32.099998
"37","2018-07-03",31.15
"38","2018-07-05",29.92
"39","2018-07-06",28.540001
"40","2018-07-09",33.689999
"41","2018-07-10",32.09
"42","2018-07-11",36.470001
"43","2018-07-12",37.369999
"44","2018-07-13",36.93
"45","2018-07-16",37.919998
"46","2018-07-17",38.709999
"47","2018-07-18",38.73
"48","2018-07-19",35.490002
"49","2018-07-20",35.709999
"50","2018-07-23",34.59
"51","2018-07-24",33.400002
"52","2018-07-25",35.18
"53","2018-07-26",34.490002
"54","2018-07-27",35.279999
"55","2018-07-30",32.360001
"56","2018-07-31",32.200001
"57","2018-08-01",34.5
"58","2018-08-02",33.439999
"59","2018-08-03",31.57
"60","2018-08-06",31.030001
"61","2018-08-07",32.049999
"62","2018-08-08",31.02
"63","2018-08-09",30.91
"64","2018-08-10",32.189999
"65","2018-08-13",32.880001
"66","2018-08-14",27.6
"67","2018-08-15",25.83
"68","2018-08-16",26.370001
"69","2018-08-17",25.610001
"70","2018-08-20",26.49
"71","2018-08-21",26.309999
"72","2018-08-22",27
"73","2018-08-23",26.219999
"74","2018-08-24",26.17
"75","2018-08-27",28.959999
"76","2018-08-28",29.120001
"77","2018-08-29",28.77
"78","2018-08-30",28.02
"79","2018-08-31",28.030001
"80","2018-09-04",27
"81","2018-09-05",26.48
"82","2018-09-06",26.280001
"83","2018-09-07",26.25
"84","2018-09-10",25.799999
"85","2018-09-11",25.41
"86","2018-09-12",27.01
"87","2018-09-13",27.549999
"88","2018-09-14",26.379999
"89","2018-09-17",25.219999
"90","2018-09-18",25.23
"91","2018-09-19",25.639999
"92","2018-09-20",25.57
"93","2018-09-21",25
"94","2018-09-24",23.35
"95","2018-09-25",24.379999
"96","2018-09-26",23.629999
"97","2018-09-27",23.59
"98","2018-09-28",23.58
"99","2018-10-01",22.5
"100","2018-10-02",21.129999
"101","2018-10-03",21.709999
"102","2018-10-04",21
"103","2018-10-05",21.76
"104","2018-10-08",21.620001
"105","2018-10-09",21.530001
"106","2018-10-10",21.059999
"107","2018-10-11",22.18
"108","2018-10-12",22.809999
"109","2018-10-15",22.07
"110","2018-10-16",23.02
"111","2018-10-17",22.18
"112","2018-10-18",21.969999
"113","2018-10-19",22.08
"114","2018-10-22",22.52
"115","2018-10-23",21.35
"116","2018-10-24",19.51
"117","2018-10-25",19.59
"118","2018-10-26",18.93
"119","2018-10-29",17.370001
"120","2018-10-30",17.790001
"121","2018-10-31",17.32
"122","2018-11-01",19.57
"123","2018-11-02",19.76
"124","2018-11-05",19.549999
"125","2018-11-06",19.280001
"126","2018-11-07",19.040001
"127","2018-11-08",19
"128","2018-11-09",18.98
"129","2018-11-12",18.5
"130","2018-11-13",18.67
"131","2018-11-14",17.65
"132","2018-11-15",18.16
"133","2018-11-16",17.690001
"134","2018-11-19",17.629999
"135","2018-11-20",17.040001
"136","2018-11-21",17.690001
"137","2018-11-23",17.719999
"138","2018-11-26",16.9
"139","2018-11-27",16.27
"140","2018-11-28",17.040001
"141","2018-11-29",17.07
"142","2018-11-30",17.27
"143","2018-12-03",17.01
"144","2018-12-04",15.81
"145","2018-12-06",15.23
"146","2018-12-07",14.66
"147","2018-12-10",15.28
"148","2018-12-11",16.15
"149","2018-12-12",16.75
"150","2018-12-13",18.110001
"151","2018-12-14",18.299999
"152","2018-12-17",16.4
"153","2018-12-18",16.049999
"154","2018-12-19",15.8
"155","2018-12-20",16.16
"156","2018-12-21",15.58
"157","2018-12-24",15.55
"158","2018-12-26",16.219999
"159","2018-12-27",15.93
"160","2018-12-28",15.47
"161","2018-12-31",15.48
"162","2019-01-02",15.77
"163","2019-01-03",15.67
"164","2019-01-04",17.110001
"165","2019-01-07",18.5
"166","2019-01-08",18.139999
"167","2019-01-09",19.450001
"168","2019-01-10",19.959999
"169","2019-01-11",20.200001
"170","2019-01-14",18.610001
"171","2019-01-15",19.07
"172","2019-01-16",19.049999
"173","2019-01-17",19.709999
"174","2019-01-18",20.309999
"175","2019-01-22",19.879999
"176","2019-01-23",19.950001
"177","2019-01-24",20.08
"178","2019-01-25",22.370001
"179","2019-01-28",20.950001
"180","2019-01-29",20.09
"181","2019-01-30",19.889999
"182","2019-01-31",20.98
"183","2019-02-01",19.67
"184","2019-02-04",19.74
"185","2019-02-05",20
"186","2019-02-06",19.43
"187","2019-02-07",18.84
"188","2019-02-08",19.200001
"189","2019-02-11",19.360001
"190","2019-02-12",20
"191","2019-02-13",19.379999
"192","2019-02-14",19.799999
"193","2019-02-15",19.440001
"194","2019-02-19",20.049999
"195","2019-02-20",22
"196","2019-02-21",21.26
"197","2019-02-22",23.75
"198","2019-02-25",24.870001
"199","2019-02-26",25.469999
"200","2019-02-27",25.790001
"201","2019-02-28",25.84
"202","2019-03-01",25.209999
"203","2019-03-04",24.559999
"204","2019-03-05",29.959999
"205","2019-03-06",27.32
"206","2019-03-07",25.219999
"207","2019-03-08",24.139999
"208","2019-03-11",25.459999
"209","2019-03-12",26.1
"210","2019-03-13",25.1
"211","2019-03-14",24.469999
"212","2019-03-15",26.709999
"213","2019-03-18",27.83
"214","2019-03-19",28.02
"215","2019-03-20",27.73
"216","2019-03-21",27.99
"217","2019-03-22",25.030001
"218","2019-03-25",25.870001
"219","2019-03-26",25.809999
"220","2019-03-27",26.110001
"221","2019-03-28",26.959999
"222","2019-03-29",28.129999
"223","2019-04-01",29.299999
"224","2019-04-02",27.700001
"225","2019-04-03",27.040001
"226","2019-04-04",25.74
"227","2019-04-05",25.99
"228","2019-04-08",25.23
"229","2019-04-09",24.33
"230","2019-04-10",23.209999
"231","2019-04-11",22.77
"232","2019-04-12",23.01
"233","2019-04-15",22.25
"234","2019-04-16",22.51
"235","2019-04-17",22.02
"236","2019-04-18",22.940001
"237","2019-04-22",22.379999
"238","2019-04-23",22.66
"239","2019-04-24",22.950001
"240","2019-04-25",22.959999
"241","2019-04-26",22.889999
"242","2019-04-29",23.059999
"243","2019-04-30",23.889999
"244","2019-05-01",22.91
"245","2019-05-02",22.889999
"246","2019-05-03",23.84
"247","2019-05-06",22.879999
"248","2019-05-07",21.85
"249","2019-05-08",22.129999
"250","2019-05-09",22.58
"251","2019-05-10",21.99
"252","2019-05-13",20.049999
"253","2019-05-14",20.469999
"254","2019-05-15",21.51
"255","2019-05-16",20.969999
"256","2019-05-17",21.65
"257","2019-05-20",19.6
"258","2019-05-21",20.68
"259","2019-05-22",20.469999
"260","2019-05-23",20.27
"261","2019-05-24",20.85
"262","2019-05-28",20.99
"263","2019-05-29",21.1
"264","2019-05-30",21.85
"265","2019-05-31",21.370001
"266","2019-06-03",20.51
"267","2019-06-04",22.059999
"268","2019-06-05",21.110001
"269","2019-06-06",21.129999
"270","2019-06-07",22.02
"271","2019-06-10",22.950001
"272","2019-06-11",23.18
"273","2019-06-12",22.860001
"274","2019-06-13",23.299999
"275","2019-06-14",23.299999
"276","2019-06-17",23.870001
"277","2019-06-18",26.15
"278","2019-06-19",25.639999
"279","2019-06-20",25.040001
"280","2019-06-21",25.040001
"281","2019-06-24",25.450001
"282","2019-06-25",23.4
"283","2019-06-26",24.16
"284","2019-06-27",24.93
"285","2019-06-28",24.709999
"286","2019-07-01",25.629999
"287","2019-07-02",25.959999
"288","2019-07-03",25.92
"289","2019-07-05",25.99
"290","2019-07-08",24.889999
"291","2019-07-09",25.4
"292","2019-07-10",24.59
"293","2019-07-11",23.93
"294","2019-07-12",24.1
"295","2019-07-15",24.280001
"296","2019-07-16",24.07
"297","2019-07-17",22.870001
"298","2019-07-18",22.24
"299","2019-07-19",21.66
"300","2019-07-22",21.43
"301","2019-07-23",22.49
"302","2019-07-24",22.459999
"303","2019-07-25",22.139999
"304","2019-07-26",22
"305","2019-07-29",22.67
"306","2019-07-30",22.559999
"307","2019-07-31",22.67
"308","2019-08-01",21.01
"309","2019-08-02",21.059999
"310","2019-08-05",20.35
"311","2019-08-06",20.110001
"312","2019-08-07",20.15
"313","2019-08-08",20.6
"314","2019-08-09",20.389999
"315","2019-08-12",20.4
"316","2019-08-13",21.33
"317","2019-08-14",21.389999
"318","2019-08-15",23.18
"319","2019-08-16",24.290001
"320","2019-08-19",24.01
"321","2019-08-20",23.299999
"322","2019-08-21",23.75
"323","2019-08-22",22.65
"324","2019-08-23",22.07
"325","2019-08-26",22.809999
"326","2019-08-27",21.99
"327","2019-08-28",23.620001
"328","2019-08-29",24.51
"329","2019-08-30",25.200001
"330","2019-09-03",24.1
"331","2019-09-04",24.610001
"332","2019-09-05",25
"333","2019-09-06",24.25
"334","2019-09-09",23.959999
"335","2019-09-10",23.190001
"336","2019-09-11",23.5
"337","2019-09-12",24.18
"338","2019-09-13",24.139999
"339","2019-09-16",23.85
"340","2019-09-17",25.120001
"341","2019-09-18",25.950001
"342","2019-09-19",27.93
"343","2019-09-20",27.879999
"344","2019-09-23",27.040001
"345","2019-09-24",26.450001
"346","2019-09-25",26.610001
"347","2019-09-26",26.379999
"348","2019-09-27",23.889999
"349","2019-09-30",23.639999
"350","2019-10-01",23.440001
"351","2019-10-02",23.040001
"352","2019-10-03",23.52
"353","2019-10-04",22.73
"354","2019-10-07",22.68
"355","2019-10-08",21.620001
"356","2019-10-09",21.620001
"357","2019-10-10",21.629999
"358","2019-10-11",22.34
"359","2019-10-14",22.41
"360","2019-10-15",23.73
"361","2019-10-16",24.049999
"362","2019-10-17",22.84
"363","2019-10-18",21.5
"364","2019-10-21",22.01
"365","2019-10-22",20.74
"366","2019-10-23",21.540001
"367","2019-10-24",21.83
"368","2019-10-25",21.940001
"369","2019-10-28",22.02
"370","2019-10-29",21.84
"371","2019-10-30",22.25
"372","2019-10-31",22.24
"373","2019-11-01",23.26
"374","2019-11-04",24.85
"375","2019-11-05",24.360001
"376","2019-11-06",23.25
"377","2019-11-07",24.24
"378","2019-11-08",25.25
"379","2019-11-11",25.35
"380","2019-11-12",24.26
"381","2019-11-13",24.18
"382","2019-11-14",22.4
"383","2019-11-15",22.440001
"384","2019-11-18",22.98
"385","2019-11-19",22.49
"386","2019-11-20",21.92
"387","2019-11-21",21.35
"388","2019-11-22",21.77
"389","2019-11-25",21.77
"390","2019-11-26",21.58
"391","2019-11-27",21.610001
"392","2019-11-29",21.1
"393","2019-12-02",20.6
"394","2019-12-03",19.25
"395","2019-12-04",18.67
"396","2019-12-05",18.709999
"397","2019-12-06",18.68
"398","2019-12-09",18.08
"399","2019-12-10",17.58
"400","2019-12-11",18.209999
"401","2019-12-12",18.01
"402","2019-12-13",16.950001
"403","2019-12-16",17.370001
"404","2019-12-17",17.76
"405","2019-12-18",17.450001
"406","2019-12-19",17.290001
"407","2019-12-20",17.440001
"408","2019-12-23",17.58
"409","2019-12-24",17.690001
"410","2019-12-26",17.91
"411","2019-12-27",18.02
"412","2019-12-30",18.16
"413","2019-12-31",17.950001
"414","2020-01-02",20.02
"415","2020-01-03",19.24
"416","2020-01-06",19.83
"417","2020-01-07",20.82
"418","2020-01-08",20.950001
"419","2020-01-09",20.98
"420","2020-01-10",20.389999
"421","2020-01-13",21.040001
"422","2020-01-14",20.59
"423","2020-01-15",20.68
"424","2020-01-16",20.5
"425","2020-01-17",20.43
"426","2020-01-21",20.48
"427","2020-01-22",18.389999
"428","2020-01-23",19
"429","2020-01-24",18.15
"430","2020-01-27",17.93
"431","2020-01-28",18.209999
"432","2020-01-29",18.42
"433","2020-01-30",18.139999
"434","2020-01-31",17.879999
"435","2020-02-03",18.6
"436","2020-02-04",18.870001
"437","2020-02-05",18.65
"438","2020-02-06",19.059999
"439","2020-02-07",19.09
"440","2020-02-10",20.309999
"441","2020-02-11",20.389999
"442","2020-02-12",20.99
