"","date","HUYA"
"443","2020-02-13",20.540001
"444","2020-02-14",21.049999
"445","2020-02-18",20.58
"446","2020-02-19",20.610001
"447","2020-02-20",20.93
"448","2020-02-21",20.049999
"449","2020-02-24",19.49
"450","2020-02-25",19.27
"451","2020-02-26",19.6
"452","2020-02-27",18.58
"453","2020-02-28",19.809999
"454","2020-03-02",19.389999
"455","2020-03-03",19.209999
"456","2020-03-04",20.379999
"457","2020-03-05",20.1
"458","2020-03-06",19.9
"459","2020-03-09",18.99
"460","2020-03-10",18.84
"461","2020-03-11",17.75
"462","2020-03-12",15.46
"463","2020-03-13",15.4
"464","2020-03-16",14.44
"465","2020-03-17",14.85
"466","2020-03-18",12.36
"467","2020-03-19",13.04
"468","2020-03-20",13.36
"469","2020-03-23",13.49
"470","2020-03-24",14.18
"471","2020-03-25",14.98
"472","2020-03-26",16.700001
"473","2020-03-27",16.49
"474","2020-03-30",16.9
"475","2020-03-31",16.950001
"476","2020-04-01",16.700001
"477","2020-04-02",16.99
"478","2020-04-03",15.97
"479","2020-04-06",16.129999
"480","2020-04-07",15.08
"481","2020-04-08",15.37
"482","2020-04-09",15.62
"483","2020-04-13",15.95
"484","2020-04-14",16.58
"485","2020-04-15",16.540001
"486","2020-04-16",16.049999
"487","2020-04-17",16.549999
"488","2020-04-20",16.18
"489","2020-04-21",15.17
"490","2020-04-22",15.44
"491","2020-04-23",15.39
"492","2020-04-24",16.209999
"493","2020-04-27",16.32
"494","2020-04-28",15.71
"495","2020-04-29",15.99
"496","2020-04-30",16.23
"497","2020-05-01",15.11
"498","2020-05-04",15.1
"499","2020-05-05",14.7
"500","2020-05-06",15.04
"501","2020-05-07",15.5
"502","2020-05-08",15.85
"503","2020-05-11",16.1
"504","2020-05-12",15.84
"505","2020-05-13",16.030001
"506","2020-05-14",16.34
"507","2020-05-15",17.129999
"508","2020-05-18",17.5
"509","2020-05-19",18.75
"510","2020-05-20",19.15
"511","2020-05-21",17.09
"512","2020-05-22",15.54
"513","2020-05-26",16.32
"514","2020-05-27",16.299999
"515","2020-05-28",15.61
"516","2020-05-29",15.52
"517","2020-06-01",16.049999
"518","2020-06-02",16.57
"519","2020-06-03",16.82
"520","2020-06-04",16.93
"521","2020-06-05",16.68
"522","2020-06-08",16.59
"523","2020-06-09",15.91
"524","2020-06-10",16.040001
"525","2020-06-11",17.25
"526","2020-06-12",16.48
"527","2020-06-15",17.440001
"528","2020-06-16",18.49
"529","2020-06-17",19.030001
"530","2020-06-18",19.469999
"531","2020-06-19",20.219999
"532","2020-06-22",19.5
"533","2020-06-23",18.52
"534","2020-06-24",17.98
"535","2020-06-25",18.540001
"536","2020-06-26",18.629999
"537","2020-06-29",18.83
"538","2020-06-30",18.67
"539","2020-07-01",19.49
"540","2020-07-02",19.48
"541","2020-07-06",22.48
"542","2020-07-07",22.42
"543","2020-07-08",23.66
"544","2020-07-09",24.309999
"545","2020-07-10",24.4
"546","2020-07-13",23.74
"547","2020-07-14",23.969999
"548","2020-07-15",23.74
"549","2020-07-16",23.549999
"550","2020-07-17",24.280001
"551","2020-07-20",24.82
"552","2020-07-21",24.969999
"553","2020-07-22",23.790001
"554","2020-07-23",22.790001
"555","2020-07-24",22.469999
"556","2020-07-27",22.370001
"557","2020-07-28",22.780001
"558","2020-07-29",23.459999
"559","2020-07-30",23.43
"560","2020-07-31",24.32
"561","2020-08-03",24.1
"562","2020-08-04",25.110001
"563","2020-08-05",27.059999
"564","2020-08-06",28.01
"565","2020-08-07",26.66
"566","2020-08-10",24.040001
"567","2020-08-11",24.059999
"568","2020-08-12",25.73
"569","2020-08-13",24.719999
"570","2020-08-14",24.120001
"571","2020-08-17",24.799999
"572","2020-08-18",25.5
"573","2020-08-19",24.84
"574","2020-08-20",24.59
"575","2020-08-21",24.690001
"576","2020-08-24",26.440001
"577","2020-08-25",27.110001
"578","2020-08-26",27.860001
"579","2020-08-27",28.190001
"580","2020-08-28",28.799999
"581","2020-08-31",28.719999
"582","2020-09-01",29.58
"583","2020-09-02",29.469999
"584","2020-09-03",26.799999
"585","2020-09-04",27.049999
"586","2020-09-08",26.190001
"587","2020-09-09",27.049999
"588","2020-09-10",25.610001
"589","2020-09-11",25.790001
"590","2020-09-14",26.51
"591","2020-09-15",27.129999
"592","2020-09-16",27.25
"593","2020-09-17",27.559999
"594","2020-09-18",26.870001
"595","2020-09-21",25.99
"596","2020-09-22",26.18
"597","2020-09-23",25.139999
"598","2020-09-24",25.09
"599","2020-09-25",25.02
"600","2020-09-28",24.799999
"601","2020-09-29",23.700001
"602","2020-09-30",23.950001
"603","2020-10-01",24.969999
"604","2020-10-02",25.549999
"605","2020-10-05",24.360001
"606","2020-10-06",24.360001
"607","2020-10-07",24.6
"608","2020-10-08",24.52
"609","2020-10-09",25.790001
"610","2020-10-12",22.91
"611","2020-10-13",22.34
"612","2020-10-14",22.24
"613","2020-10-15",22.15
"614","2020-10-16",22.190001
"615","2020-10-19",23
"616","2020-10-20",21.889999
"617","2020-10-21",21.75
"618","2020-10-22",21.200001
"619","2020-10-23",21.68
"620","2020-10-26",21.4
"621","2020-10-27",21.99
"622","2020-10-28",20.790001
"623","2020-10-29",22
"624","2020-10-30",22.4
"625","2020-11-02",22.049999
"626","2020-11-03",22.15
"627","2020-11-04",22.639999
"628","2020-11-05",22.67
"629","2020-11-06",22
"630","2020-11-09",21.02
"631","2020-11-10",19.91
"632","2020-11-11",20.6
"633","2020-11-12",21.360001
"634","2020-11-13",21.52
"635","2020-11-16",21.6
"636","2020-11-17",21.73
"637","2020-11-18",20.91
"638","2020-11-19",20.99
"639","2020-11-20",20.969999
"640","2020-11-23",21.610001
"641","2020-11-24",21.57
"642","2020-11-25",21.49
"643","2020-11-27",21.49
