"","date","WBA"
"1","2007-01-03",46.07
"2","2007-01-04",46.16
"3","2007-01-05",45.5
"4","2007-01-08",45.689999
"5","2007-01-09",45.93
"6","2007-01-10",45.580002
"7","2007-01-11",46.060001
"8","2007-01-12",46.200001
"9","2007-01-16",46.09
"10","2007-01-17",46.509998
"11","2007-01-18",46.400002
"12","2007-01-19",46.009998
"13","2007-01-22",45.799999
"14","2007-01-23",45.580002
"15","2007-01-24",45.509998
"16","2007-01-25",45.139999
"17","2007-01-26",45.189999
"18","2007-01-29",45.400002
"19","2007-01-30",45.240002
"20","2007-01-31",45.299999
"21","2007-02-01",45.740002
"22","2007-02-02",45.32
"23","2007-02-05",44.900002
"24","2007-02-06",45.360001
"25","2007-02-07",45.43
"26","2007-02-08",45.759998
"27","2007-02-09",45.43
"28","2007-02-12",45.099998
"29","2007-02-13",45.049999
"30","2007-02-14",44.93
"31","2007-02-15",46.099998
"32","2007-02-16",46.009998
"33","2007-02-20",46.32
"34","2007-02-21",45.880001
"35","2007-02-22",45.610001
"36","2007-02-23",45.32
"37","2007-02-26",45.52
"38","2007-02-27",44.619999
"39","2007-02-28",44.700001
"40","2007-03-01",44.630001
"41","2007-03-02",44.16
"42","2007-03-05",43.91
"43","2007-03-06",44.450001
"44","2007-03-07",44.049999
"45","2007-03-08",44.619999
"46","2007-03-09",44.59
"47","2007-03-12",44.790001
"48","2007-03-13",44.139999
"49","2007-03-14",44.599998
"50","2007-03-15",45.720001
"51","2007-03-16",46.259998
"52","2007-03-19",46.529999
"53","2007-03-20",46.369999
"54","2007-03-21",47.07
"55","2007-03-22",47.369999
"56","2007-03-23",47.77
"57","2007-03-26",47.299999
"58","2007-03-27",46.939999
"59","2007-03-28",46.349998
"60","2007-03-29",46.200001
"61","2007-03-30",45.889999
"62","2007-04-02",45.810001
"63","2007-04-03",46.200001
"64","2007-04-04",46
"65","2007-04-05",46.240002
"66","2007-04-09",46.599998
"67","2007-04-10",46.669998
"68","2007-04-11",45.990002
"69","2007-04-12",45.93
"70","2007-04-13",45.919998
"71","2007-04-16",46.130001
"72","2007-04-17",45.98
"73","2007-04-18",45.959999
"74","2007-04-19",45.950001
"75","2007-04-20",45.799999
"76","2007-04-23",45.869999
"77","2007-04-24",45.889999
"78","2007-04-25",45.98
"79","2007-04-26",45.830002
"80","2007-04-27",45.02
"81","2007-04-30",43.900002
"82","2007-05-01",44.23
"83","2007-05-02",44.580002
"84","2007-05-03",44.549999
"85","2007-05-04",44.82
"86","2007-05-07",45.049999
"87","2007-05-08",44.98
"88","2007-05-09",45.150002
"89","2007-05-10",44.470001
"90","2007-05-11",44.139999
"91","2007-05-14",44.23
"92","2007-05-15",44.470001
"93","2007-05-16",45.279999
"94","2007-05-17",45.34
"95","2007-05-18",45.740002
"96","2007-05-21",45.119999
"97","2007-05-22",44.77
"98","2007-05-23",44.689999
"99","2007-05-24",44.59
"100","2007-05-25",45.09
"101","2007-05-29",45.369999
"102","2007-05-30",45.25
"103","2007-05-31",45.130001
"104","2007-06-01",45.130001
"105","2007-06-04",45.23
"106","2007-06-05",44.959999
"107","2007-06-06",44.290001
"108","2007-06-07",43.950001
"109","2007-06-08",44.310001
"110","2007-06-11",44.25
"111","2007-06-12",43.490002
"112","2007-06-13",44
"113","2007-06-14",43.849998
"114","2007-06-15",44.259998
"115","2007-06-18",44.27
"116","2007-06-19",43.66
"117","2007-06-20",43.66
"118","2007-06-21",44.849998
"119","2007-06-22",44.970001
"120","2007-06-25",44.25
"121","2007-06-26",43.73
"122","2007-06-27",44.07
"123","2007-06-28",43.529999
"124","2007-06-29",43.540001
"125","2007-07-02",43.709999
"126","2007-07-03",43.849998
"127","2007-07-05",43.91
"128","2007-07-06",44.41
"129","2007-07-09",44.689999
"130","2007-07-10",44.07
"131","2007-07-11",44.16
"132","2007-07-12",45.099998
"133","2007-07-13",45.200001
"134","2007-07-16",44.959999
"135","2007-07-17",44.529999
"136","2007-07-18",44.799999
"137","2007-07-19",45.169998
"138","2007-07-20",45.490002
"139","2007-07-23",45.650002
"140","2007-07-24",45.080002
"141","2007-07-25",45.619999
"142","2007-07-26",45.200001
"143","2007-07-27",44.549999
"144","2007-07-30",44.830002
"145","2007-07-31",44.18
"146","2007-08-01",44.73
"147","2007-08-02",44.810001
"148","2007-08-03",44.09
"149","2007-08-06",45.150002
"150","2007-08-07",45.5
"151","2007-08-08",46.330002
"152","2007-08-09",47.139999
"153","2007-08-10",46.419998
"154","2007-08-13",45.639999
"155","2007-08-14",45.23
"156","2007-08-15",44.610001
"157","2007-08-16",45.119999
"158","2007-08-17",45.669998
"159","2007-08-20",44.959999
"160","2007-08-21",45.02
"161","2007-08-22",45.02
"162","2007-08-23",44.810001
"163","2007-08-24",45.099998
"164","2007-08-27",44.389999
"165","2007-08-28",43.599998
"166","2007-08-29",44.84
"167","2007-08-30",44.619999
"168","2007-08-31",45.07
"169","2007-09-04",45.43
"170","2007-09-05",45.139999
"171","2007-09-06",45.080002
"172","2007-09-07",44.150002
"173","2007-09-10",44.049999
"174","2007-09-11",44.849998
"175","2007-09-12",45.029999
"176","2007-09-13",45.419998
"177","2007-09-14",45.279999
"178","2007-09-17",45.09
"179","2007-09-18",46.200001
"180","2007-09-19",46.049999
"181","2007-09-20",45.349998
"182","2007-09-21",45.41
"183","2007-09-24",45.75
"184","2007-09-25",46.889999
"185","2007-09-26",47.709999
"186","2007-09-27",47.93
"187","2007-09-28",47.240002
"188","2007-10-01",40.16
"189","2007-10-02",40.080002
"190","2007-10-03",39.439999
"191","2007-10-04",39.77
"192","2007-10-05",39.299999
"193","2007-10-08",39.130001
"194","2007-10-09",39.189999
"195","2007-10-10",38.869999
"196","2007-10-11",38.68
"197","2007-10-12",38.82
"198","2007-10-15",38.799999
"199","2007-10-16",38.669998
"200","2007-10-17",38.369999
"201","2007-10-18",38.369999
"202","2007-10-19",37.849998
"203","2007-10-22",37.700001
"204","2007-10-23",38.259998
"205","2007-10-24",39.450001
"206","2007-10-25",39.98
"207","2007-10-26",40.18
"208","2007-10-29",39.700001
"209","2007-10-30",39.48
"210","2007-10-31",39.650002
"211","2007-11-01",39.029999
"212","2007-11-02",39.110001
"213","2007-11-05",38.68
"214","2007-11-06",38.580002
"215","2007-11-07",38.490002
"216","2007-11-08",39.029999
"217","2007-11-09",38.099998
"218","2007-11-12",38.439999
"219","2007-11-13",39.099998
"220","2007-11-14",39.75
"221","2007-11-15",39.59
"222","2007-11-16",39.970001
"223","2007-11-19",39.279999
"224","2007-11-20",39.77
"225","2007-11-21",39.400002
"226","2007-11-23",39.73
"227","2007-11-26",39.209999
"228","2007-11-27",38.290001
"229","2007-11-28",38.310001
"230","2007-11-29",37.290001
"231","2007-11-30",36.59
"232","2007-12-03",36.400002
"233","2007-12-04",35.810001
"234","2007-12-05",36.459999
"235","2007-12-06",36.59
"236","2007-12-07",37.110001
"237","2007-12-10",37.240002
"238","2007-12-11",36.900002
"239","2007-12-12",37
"240","2007-12-13",36.650002
"241","2007-12-14",36.59
"242","2007-12-17",36.849998
"243","2007-12-18",37.240002
"244","2007-12-19",36.380001
"245","2007-12-20",36.25
"246","2007-12-21",38.470001
"247","2007-12-24",39.02
"248","2007-12-26",38.619999
"249","2007-12-27",38.380001
