"","date","BLK"
"1","2007-01-03",155.119995
"2","2007-01-04",156.789993
"3","2007-01-05",156.75
"4","2007-01-08",159.639999
"5","2007-01-09",160.649994
"6","2007-01-10",164.899994
"7","2007-01-11",168.020004
"8","2007-01-12",172.5
"9","2007-01-16",171.460007
"10","2007-01-17",173.190002
"11","2007-01-18",170.059998
"12","2007-01-19",169.679993
"13","2007-01-22",169.279999
"14","2007-01-23",176.149994
"15","2007-01-24",171.990005
"16","2007-01-25",169.699997
"17","2007-01-26",169.169998
"18","2007-01-29",168.580002
"19","2007-01-30",168.119995
"20","2007-01-31",167.759995
"21","2007-02-01",169.320007
"22","2007-02-02",169.080002
"23","2007-02-05",170.649994
"24","2007-02-06",170.800003
"25","2007-02-07",172.539993
"26","2007-02-08",173.440002
"27","2007-02-09",173.679993
"28","2007-02-12",171.320007
"29","2007-02-13",170.509995
"30","2007-02-14",172.139999
"31","2007-02-15",175.589996
"32","2007-02-16",173.539993
"33","2007-02-20",174
"34","2007-02-21",172.639999
"35","2007-02-22",175.009995
"36","2007-02-23",174.350006
"37","2007-02-26",167.580002
"38","2007-02-27",163.039993
"39","2007-02-28",159.25
"40","2007-03-01",158.539993
"41","2007-03-02",155.699997
"42","2007-03-05",152.509995
"43","2007-03-06",155.089996
"44","2007-03-07",155.800003
"45","2007-03-08",157.559998
"46","2007-03-09",158.619995
"47","2007-03-12",159.309998
"48","2007-03-13",153.360001
"49","2007-03-14",153.600006
"50","2007-03-15",155.919998
"51","2007-03-16",156.070007
"52","2007-03-19",158.309998
"53","2007-03-20",154.330002
"54","2007-03-21",158.429993
"55","2007-03-22",158.179993
"56","2007-03-23",160.360001
"57","2007-03-26",159.529999
"58","2007-03-27",158.570007
"59","2007-03-28",156.699997
"60","2007-03-29",156.009995
"61","2007-03-30",156.309998
"62","2007-04-02",154.100006
"63","2007-04-03",156.009995
"64","2007-04-04",155.779999
"65","2007-04-05",156.509995
"66","2007-04-09",155.369995
"67","2007-04-10",158.589996
"68","2007-04-11",157.029999
"69","2007-04-12",156.509995
"70","2007-04-13",157.860001
"71","2007-04-16",160.600006
"72","2007-04-17",161.589996
"73","2007-04-18",160.389999
"74","2007-04-19",156.460007
"75","2007-04-20",154.839996
"76","2007-04-23",152.690002
"77","2007-04-24",152.660004
"78","2007-04-25",152.820007
"79","2007-04-26",152.910004
"80","2007-04-27",151.490005
"81","2007-04-30",149.699997
"82","2007-05-01",148.850006
"83","2007-05-02",148.649994
"84","2007-05-03",148.970001
"85","2007-05-04",148.919998
"86","2007-05-07",148.419998
"87","2007-05-08",147.320007
"88","2007-05-09",146.130005
"89","2007-05-10",145.649994
"90","2007-05-11",149.089996
"91","2007-05-14",146.710007
"92","2007-05-15",144.820007
"93","2007-05-16",144.699997
"94","2007-05-17",148.100006
"95","2007-05-18",148.199997
"96","2007-05-21",148.320007
"97","2007-05-22",147.380005
"98","2007-05-23",147.369995
"99","2007-05-24",146.279999
"100","2007-05-25",144.979996
"101","2007-05-29",146.410004
"102","2007-05-30",146.429993
"103","2007-05-31",153.539993
"104","2007-06-01",154.300003
"105","2007-06-04",152.929993
"106","2007-06-05",152.199997
"107","2007-06-06",151.240005
"108","2007-06-07",149.360001
"109","2007-06-08",152.020004
"110","2007-06-11",154.330002
