"","date","XBIT"
"1","2015-04-15",23.25
"2","2015-04-16",22.709999
"3","2015-04-17",26.18
"4","2015-04-20",31.5
"5","2015-04-21",27.370001
"6","2015-04-22",27.549999
"7","2015-04-23",27.440001
"8","2015-04-24",22.940001
"9","2015-04-27",19.950001
"10","2015-04-28",19.889999
"11","2015-04-29",19.940001
"12","2015-04-30",18.25
"13","2015-05-01",17.639999
"14","2015-05-04",18.66
"15","2015-05-05",18.200001
"16","2015-05-06",17.629999
"17","2015-05-07",18.23
"18","2015-05-08",19.094999
"19","2015-05-11",20.139999
"20","2015-05-12",20.200001
"21","2015-05-13",20.75
"22","2015-05-14",19.74
"23","2015-05-15",19.93
"24","2015-05-18",19.75
"25","2015-05-19",18.42
"26","2015-05-20",18.84
"27","2015-05-21",19.049999
"28","2015-05-22",20.59
"29","2015-05-26",20.219999
"30","2015-05-27",20.01
"31","2015-05-28",19.92
"32","2015-05-29",19.120001
"33","2015-06-01",18.59
"34","2015-06-02",19.190001
"35","2015-06-03",20.6
"36","2015-06-04",19.309999
"37","2015-06-05",20.200001
"38","2015-06-08",20.93
"39","2015-06-09",21.690001
"40","2015-06-10",22.01
"41","2015-06-11",22
"42","2015-06-12",22.15
"43","2015-06-15",21.99
"44","2015-06-16",20.68
"45","2015-06-17",21.190001
"46","2015-06-18",20.629999
"47","2015-06-19",20.16
"48","2015-06-22",20.49
"49","2015-06-23",20.110001
"50","2015-06-24",19.99
"51","2015-06-25",19.68
"52","2015-06-26",18.969999
"53","2015-06-29",18.26
"54","2015-06-30",18.08
"55","2015-07-01",18.02
"56","2015-07-02",17.719999
"57","2015-07-06",18.389999
"58","2015-07-07",18.639999
"59","2015-07-08",16.700001
"60","2015-07-09",17.09
"61","2015-07-10",16.879999
"62","2015-07-13",16.25
"63","2015-07-14",15.27
"64","2015-07-15",15.47
"65","2015-07-16",17.049999
"66","2015-07-17",19.030001
"67","2015-07-20",19.6
"68","2015-07-21",20.5
"69","2015-07-22",20.709999
"70","2015-07-23",19.629999
"71","2015-07-24",18.889999
"72","2015-07-27",19.02
"73","2015-07-28",19.799999
"74","2015-07-29",19.049999
"75","2015-07-30",18.51
"76","2015-07-31",18.65
"77","2015-08-03",17.48
"78","2015-08-04",15.82
"79","2015-08-05",15.83
"80","2015-08-06",14.59
"81","2015-08-07",13.87
"82","2015-08-10",14.95
"83","2015-08-11",15.75
"84","2015-08-12",15.76
"85","2015-08-13",16.65
"86","2015-08-14",16.85
"87","2015-08-17",16.49
"88","2015-08-18",16.93
"89","2015-08-19",17.34
"90","2015-08-20",17.01
"91","2015-08-21",18.42
"92","2015-08-24",18.209999
"93","2015-08-25",16.799999
"94","2015-08-26",17.219999
"95","2015-08-27",17.82
"96","2015-08-28",18.450001
"97","2015-08-31",19.18
"98","2015-09-01",17.66
"99","2015-09-02",18.32
"100","2015-09-03",17.559999
"101","2015-09-04",18
"102","2015-09-08",17.959999
"103","2015-09-09",17.860001
"104","2015-09-10",17.709999
"105","2015-09-11",18.75
"106","2015-09-14",18.65
"107","2015-09-15",18.27
"108","2015-09-16",18.01
"109","2015-09-17",18.15
"110","2015-09-18",17.360001
"111","2015-09-21",17.120001
"112","2015-09-22",16.870001
"113","2015-09-23",17.129999
"114","2015-09-24",17.280001
"115","2015-09-25",16.91
"116","2015-09-28",17.25
"117","2015-09-29",16.040001
"118","2015-09-30",14.94
"119","2015-10-01",14.63
"120","2015-10-02",15.42
"121","2015-10-05",15.67
"122","2015-10-06",15.62
"123","2015-10-07",15.77
"124","2015-10-08",15.2
"125","2015-10-09",15.63
"126","2015-10-12",14.82
"127","2015-10-13",14.4
"128","2015-10-14",14.15
"129","2015-10-15",15.7
"130","2015-10-16",15.59
"131","2015-10-19",14.07
"132","2015-10-20",14.03
"133","2015-10-21",13.91
"134","2015-10-22",14.15
"135","2015-10-23",14.46
"136","2015-10-26",14.48
"137","2015-10-27",14.09
"138","2015-10-28",14.99
"139","2015-10-29",14.41
"140","2015-10-30",14.18
"141","2015-11-02",14.07
"142","2015-11-03",14.2
"143","2015-11-04",14.24
"144","2015-11-05",14.16
"145","2015-11-06",14.24
"146","2015-11-09",14.19
"147","2015-11-10",14.2
"148","2015-11-11",14.13
"149","2015-11-12",14.01
"150","2015-11-13",14.1
"151","2015-11-16",13.03
"152","2015-11-17",13.58
"153","2015-11-18",13.41
"154","2015-11-19",13.46
"155","2015-11-20",13.54
"156","2015-11-23",13.25
"157","2015-11-24",8.75
"158","2015-11-25",8.59
"159","2015-11-27",7.9
"160","2015-11-30",7.47
"161","2015-12-01",7.89
"162","2015-12-02",8.47
"163","2015-12-03",8.8
"164","2015-12-04",8.61
"165","2015-12-07",13.03
"166","2015-12-08",12.51
"167","2015-12-09",12.19
"168","2015-12-10",11.87
"169","2015-12-11",10.8
"170","2015-12-14",11.24
"171","2015-12-15",11.54
"172","2015-12-16",11.98
"173","2015-12-17",11.05
"174","2015-12-18",10.36
"175","2015-12-21",10.66
"176","2015-12-22",11.95
"177","2015-12-23",10.56
"178","2015-12-24",10.62
"179","2015-12-28",10.75
"180","2015-12-29",10.8
"181","2015-12-30",10.83
"182","2015-12-31",10.87
"183","2016-01-04",10.44
"184","2016-01-05",9.66
"185","2016-01-06",9.18
"186","2016-01-07",8.72
"187","2016-01-08",8.5
"188","2016-01-11",8.24
"189","2016-01-12",8.34
"190","2016-01-13",7.86
"191","2016-01-14",7.54
"192","2016-01-15",7.74
"193","2016-01-19",7.36
"194","2016-01-20",6.99
"195","2016-01-21",7.52
"196","2016-01-22",7.71
"197","2016-01-25",7.75
"198","2016-01-26",8
"199","2016-01-27",7.81
"200","2016-01-28",8.08
"201","2016-01-29",8.25
"202","2016-02-01",8.19
"203","2016-02-02",8.04
"204","2016-02-03",7.61
"205","2016-02-04",7.97
"206","2016-02-05",7.72
"207","2016-02-08",7.32
"208","2016-02-09",7.37
"209","2016-02-10",7.42
"210","2016-02-11",7.66
"211","2016-02-12",8
"212","2016-02-16",8.3
"213","2016-02-17",8.18
"214","2016-02-18",8.14
"215","2016-02-19",8.14
"216","2016-02-22",7.7
"217","2016-02-23",7.65
"218","2016-02-24",7.85
"219","2016-02-25",7.57
"220","2016-02-26",7.74
"221","2016-02-29",7.66
"222","2016-03-01",7.79
"223","2016-03-02",8
"224","2016-03-03",8
"225","2016-03-04",8.01
"226","2016-03-07",8.33
"227","2016-03-08",8.27
"228","2016-03-09",8.37
"229","2016-03-10",8.03
"230","2016-03-11",8.39
"231","2016-03-14",8.83
"232","2016-03-15",8.48
"233","2016-03-16",8.75
"234","2016-03-17",8.3
"235","2016-03-18",8.91
"236","2016-03-21",8.61
"237","2016-03-22",8.94
"238","2016-03-23",9.36
"239","2016-03-24",10.41
"240","2016-03-28",10.25
"241","2016-03-29",10.06
"242","2016-03-30",9.59
"243","2016-03-31",9.45
"244","2016-04-01",9.46
"245","2016-04-04",10
"246","2016-04-05",10.14
"247","2016-04-06",10.35
"248","2016-04-07",11.01
"249","2016-04-08",11.39
"250","2016-04-11",11.54
"251","2016-04-12",12.09
"252","2016-04-13",12
"253","2016-04-14",12.05
"254","2016-04-15",13.77
"255","2016-04-18",14.99
"256","2016-04-19",13.43
"257","2016-04-20",13.51
"258","2016-04-21",13.64
"259","2016-04-22",13.71
"260","2016-04-25",13.77
"261","2016-04-26",14.15
"262","2016-04-27",13.39
"263","2016-04-28",13.11
"264","2016-04-29",12.75
"265","2016-05-02",12.99
"266","2016-05-03",12.93
"267","2016-05-04",12.3
"268","2016-05-05",12.15
"269","2016-05-06",12.15
"270","2016-05-09",12.49
"271","2016-05-10",13.02
"272","2016-05-11",12.87
"273","2016-05-12",12.33
"274","2016-05-13",12.82
"275","2016-05-16",14
"276","2016-05-17",14.04
"277","2016-05-18",15.01
"278","2016-05-19",13.51
"279","2016-05-20",13.38
"280","2016-05-23",13.45
"281","2016-05-24",14
"282","2016-05-25",13.86
"283","2016-05-26",14.02
"284","2016-05-27",14.43
"285","2016-05-31",15.4
"286","2016-06-01",16.110001
"287","2016-06-02",17.09
"288","2016-06-03",16.719999
"289","2016-06-06",16.93
"290","2016-06-07",17.99
"291","2016-06-08",19.08
"292","2016-06-09",16.690001
"293","2016-06-10",15.885
"294","2016-06-13",15.86
"295","2016-06-14",15.86
"296","2016-06-15",16.49
"297","2016-06-16",16.99
"298","2016-06-17",15.98
"299","2016-06-20",16.5
"300","2016-06-21",16.25
"301","2016-06-22",16.75
"302","2016-06-23",17.200001
"303","2016-06-24",18.16
"304","2016-06-27",18.84
"305","2016-06-28",19.1
"306","2016-06-29",20.879999
"307","2016-06-30",20.92
"308","2016-07-01",24.9
"309","2016-07-05",16.799999
"310","2016-07-06",14.5
"311","2016-07-07",14.78
"312","2016-07-08",15.78
"313","2016-07-11",19.35
"314","2016-07-12",18.24
"315","2016-07-13",18.209999
"316","2016-07-14",15.39
"317","2016-07-15",14.95
"318","2016-07-18",14.79
"319","2016-07-19",15.48
"320","2016-07-20",15.92
"321","2016-07-21",15.87
"322","2016-07-22",15.9
"323","2016-07-25",13.9
"324","2016-07-26",13.83
"325","2016-07-27",14.08
"326","2016-07-28",14.05
"327","2016-07-29",14.27
"328","2016-08-01",14.32
"329","2016-08-02",13.51
"330","2016-08-03",14.09
"331","2016-08-04",13.88
"332","2016-08-05",15.21
"333","2016-08-08",15.7
"334","2016-08-09",15.5
"335","2016-08-10",15.19
"336","2016-08-11",15.32
"337","2016-08-12",15.42
"338","2016-08-15",14.46
"339","2016-08-16",15.19
"340","2016-08-17",14.98
"341","2016-08-18",15.1
"342","2016-08-19",15.09
"343","2016-08-22",15.13
"344","2016-08-23",15.6
"345","2016-08-24",14.14
"346","2016-08-25",14.26
"347","2016-08-26",13.08
"348","2016-08-29",13.19
"349","2016-08-30",13.03
"350","2016-08-31",12.98
"351","2016-09-01",13.01
"352","2016-09-02",13.28
"353","2016-09-06",13.85
"354","2016-09-07",14.36
"355","2016-09-08",14.71
"356","2016-09-09",13.83
"357","2016-09-12",14.28
"358","2016-09-13",13.63
"359","2016-09-14",13.26
"360","2016-09-15",13.68
"361","2016-09-16",13.59
"362","2016-09-19",13.31
"363","2016-09-20",13.27
"364","2016-09-21",13.15
"365","2016-09-22",13.39
"366","2016-09-23",12.9
"367","2016-09-26",12.81
"368","2016-09-27",13.44
"369","2016-09-28",13.4
"370","2016-09-29",12.98
"371","2016-09-30",13.46
"372","2016-10-03",14.08
"373","2016-10-04",13.76
"374","2016-10-05",13.91
"375","2016-10-06",13.54
"376","2016-10-07",13.53
"377","2016-10-10",13.92
"378","2016-10-11",13.5
"379","2016-10-12",13.3
"380","2016-10-13",13.33
"381","2016-10-14",13.37
"382","2016-10-17",13.92
"383","2016-10-18",14.4
"384","2016-10-19",15.75
"385","2016-10-20",15.79
"386","2016-10-21",15.61
"387","2016-10-24",15.4
"388","2016-10-25",14.76
"389","2016-10-26",14.23
"390","2016-10-27",13.77
"391","2016-10-28",13.67
"392","2016-10-31",13.25
"393","2016-11-01",13.02
"394","2016-11-02",12.89
"395","2016-11-03",11.91
"396","2016-11-04",12.02
"397","2016-11-07",12.14
"398","2016-11-08",12
"399","2016-11-09",13.08
"400","2016-11-10",13.18
"401","2016-11-11",13.76
"402","2016-11-14",14.11
"403","2016-11-15",15.18
"404","2016-11-16",15.9
"405","2016-11-17",16.9
"406","2016-11-18",15.01
"407","2016-11-21",15.8
"408","2016-11-22",15.04
"409","2016-11-23",15.34
"410","2016-11-25",15.15
"411","2016-11-28",14.87
"412","2016-11-29",14.22
"413","2016-11-30",13.99
"414","2016-12-01",13.27
"415","2016-12-02",13.76
"416","2016-12-05",14.37
"417","2016-12-06",14.11
"418","2016-12-07",13.84
"419","2016-12-08",13.91
"420","2016-12-09",13.37
"421","2016-12-12",13.19
"422","2016-12-13",13.08
"423","2016-12-14",12.84
"424","2016-12-15",12.83
"425","2016-12-16",9.98
"426","2016-12-19",9.44
"427","2016-12-20",9.56
"428","2016-12-21",8.9
"429","2016-12-22",9.01
"430","2016-12-23",9.35
"431","2016-12-27",10.73
"432","2016-12-28",10.21
"433","2016-12-29",10
"434","2016-12-30",10.12
"435","2017-01-03",10.38
"436","2017-01-04",10.58
"437","2017-01-05",10.25
"438","2017-01-06",10
"439","2017-01-09",9.94
"440","2017-01-10",9.97
"441","2017-01-11",9.74
"442","2017-01-12",9.44
"443","2017-01-13",10.03
"444","2017-01-17",10.34
"445","2017-01-18",10.56
"446","2017-01-19",11.04
"447","2017-01-20",11.64
"448","2017-01-23",11.17
"449","2017-01-24",11.66
"450","2017-01-25",12
"451","2017-01-26",11.78
"452","2017-01-27",11.91
"453","2017-01-30",11.59
"454","2017-01-31",11.4
"455","2017-02-01",11.48
"456","2017-02-02",11.46
"457","2017-02-03",11.85
"458","2017-02-06",11.63
"459","2017-02-07",11.22
"460","2017-02-08",11.03
"461","2017-02-09",11.35
"462","2017-02-10",11.33
"463","2017-02-13",11.61
"464","2017-02-14",11.91
"465","2017-02-15",12.2
"466","2017-02-16",12.03
"467","2017-02-17",12.27
"468","2017-02-21",12.62
"469","2017-02-22",12.31
"470","2017-02-23",12.62
"471","2017-02-24",12.68
"472","2017-02-27",13.21
"473","2017-02-28",13.49
"474","2017-03-01",13.95
"475","2017-03-02",13.79
"476","2017-03-03",14.97
"477","2017-03-06",14.61
"478","2017-03-07",14.27
"479","2017-03-08",14.19
"480","2017-03-09",14.63
"481","2017-03-10",15.31
"482","2017-03-13",15.05
"483","2017-03-14",14.87
"484","2017-03-15",15.29
"485","2017-03-16",16.280001
"486","2017-03-17",16.280001
"487","2017-03-20",16.389999
"488","2017-03-21",16.82
"489","2017-03-22",18.77
"490","2017-03-23",19.200001
"491","2017-03-24",18.959999
"492","2017-03-27",18.09
"493","2017-03-28",16.99
"494","2017-03-29",16.120001
"495","2017-03-30",16.620001
"496","2017-03-31",16.49
"497","2017-04-03",16.1
"498","2017-04-04",15.73
"499","2017-04-05",15.98
"500","2017-04-06",15.79
"501","2017-04-07",16.459999
"502","2017-04-10",16.43
"503","2017-04-11",16.139999
"504","2017-04-12",15.82
"505","2017-04-13",15.78
"506","2017-04-17",16.34
"507","2017-04-18",16.51
"508","2017-04-19",17.17
"509","2017-04-20",17.02
"510","2017-04-21",10.23
"511","2017-04-24",10.22
"512","2017-04-25",9.96
"513","2017-04-26",10.46
"514","2017-04-27",10.88
"515","2017-04-28",10.88
"516","2017-05-01",10.58
"517","2017-05-02",10.44
"518","2017-05-03",10.21
"519","2017-05-04",10
"520","2017-05-05",10.25
"521","2017-05-08",10.09
"522","2017-05-09",10.07
"523","2017-05-10",9.9
"524","2017-05-11",8.94
"525","2017-05-12",8.89
"526","2017-05-15",8.99
"527","2017-05-16",9.09
"528","2017-05-17",8.95
"529","2017-05-18",8.82
"530","2017-05-19",8.38
"531","2017-05-22",8.46
"532","2017-05-23",8.21
"533","2017-05-24",8.17
"534","2017-05-25",8.07
"535","2017-05-26",7.82
"536","2017-05-30",7.69
"537","2017-05-31",7.37
"538","2017-06-01",9.33
"539","2017-06-02",10.21
"540","2017-06-05",9.17
"541","2017-06-06",9.43
"542","2017-06-07",9.42
"543","2017-06-08",9.42
"544","2017-06-09",3.2
"545","2017-06-12",4.2
"546","2017-06-13",4.4
"547","2017-06-14",4.8
"548","2017-06-15",4.5
"549","2017-06-16",4.28
"550","2017-06-19",4.24
"551","2017-06-20",4.15
"552","2017-06-21",4.48
"553","2017-06-22",5.38
"554","2017-06-23",5.2
"555","2017-06-26",4.87
"556","2017-06-27",4.86
"557","2017-06-28",5.02
"558","2017-06-29",4.95
"559","2017-06-30",4.7
"560","2017-07-03",4.75
"561","2017-07-05",4.76
"562","2017-07-06",4.73
"563","2017-07-07",4.78
"564","2017-07-10",4.68
"565","2017-07-11",4.82
"566","2017-07-12",5.22
"567","2017-07-13",5.5
"568","2017-07-14",5.58
"569","2017-07-17",5.42
"570","2017-07-18",5.32
"571","2017-07-19",5.17
"572","2017-07-20",4.77
"573","2017-07-21",4.8
"574","2017-07-24",4.68
"575","2017-07-25",4.85
"576","2017-07-26",4.79
"577","2017-07-27",4.63
"578","2017-07-28",4.73
"579","2017-07-31",4.59
"580","2017-08-01",4.34
"581","2017-08-02",4.15
"582","2017-08-03",4.33
"583","2017-08-04",4.39
"584","2017-08-07",4.36
"585","2017-08-08",4.18
"586","2017-08-09",4.14
"587","2017-08-10",4.2
"588","2017-08-11",4.54
"589","2017-08-14",4.96
"590","2017-08-15",4.75
"591","2017-08-16",4.82
"592","2017-08-17",4.75
"593","2017-08-18",4.8
"594","2017-08-21",4.96
"595","2017-08-22",5.02
"596","2017-08-23",4.8
"597","2017-08-24",5.05
"598","2017-08-25",4.97
"599","2017-08-28",4.92
"600","2017-08-29",5.02
"601","2017-08-30",5.09
"602","2017-08-31",5.12
"603","2017-09-01",5.08
"604","2017-09-05",4.97
"605","2017-09-06",5.01
"606","2017-09-07",4.99
"607","2017-09-08",4.87
"608","2017-09-11",4.59
"609","2017-09-12",4.6
"610","2017-09-13",4.65
"611","2017-09-14",4.53
"612","2017-09-15",4.48
"613","2017-09-18",4.51
"614","2017-09-19",4.46
"615","2017-09-20",4.52
"616","2017-09-21",4.39
"617","2017-09-22",4.19
"618","2017-09-25",4.24
"619","2017-09-26",4.22
"620","2017-09-27",4.33
"621","2017-09-28",4.29
"622","2017-09-29",4.37
"623","2017-10-02",4.39
"624","2017-10-03",4.39
"625","2017-10-04",4.25
"626","2017-10-05",4.39
"627","2017-10-06",4.46
"628","2017-10-09",4.54
"629","2017-10-10",4.46
"630","2017-10-11",4.46
"631","2017-10-12",4.43
"632","2017-10-13",4.46
"633","2017-10-16",4.45
"634","2017-10-17",4.41
"635","2017-10-18",4.3
"636","2017-10-19",4.17
"637","2017-10-20",4.12
"638","2017-10-23",4.1
"639","2017-10-24",4.05
"640","2017-10-25",4.05
"641","2017-10-26",4.2
"642","2017-10-27",4.31
"643","2017-10-30",4.28
"644","2017-10-31",4.26
"645","2017-11-01",4.2
"646","2017-11-02",4.23
"647","2017-11-03",4.16
"648","2017-11-06",3.94
"649","2017-11-07",3.9
"650","2017-11-08",4
"651","2017-11-09",3.93
"652","2017-11-10",4.08
"653","2017-11-13",3.97
"654","2017-11-14",3.99
"655","2017-11-15",4.17
"656","2017-11-16",4.2
"657","2017-11-17",4.1
"658","2017-11-20",4.13
"659","2017-11-21",4.19
"660","2017-11-22",4
"661","2017-11-24",4.13
"662","2017-11-27",4.15
"663","2017-11-28",4.28
"664","2017-11-29",4.29
"665","2017-11-30",4.22
"666","2017-12-01",4.14
"667","2017-12-04",4.02
"668","2017-12-05",3.9
"669","2017-12-06",4.17
"670","2017-12-07",4.47
"671","2017-12-08",4.66
"672","2017-12-11",4.47
"673","2017-12-12",4.37
"674","2017-12-13",4.62
"675","2017-12-14",4.47
"676","2017-12-15",4.17
"677","2017-12-18",4.1
"678","2017-12-19",4.03
"679","2017-12-20",4.19
"680","2017-12-21",4.17
"681","2017-12-22",4.06
"682","2017-12-26",4.03
"683","2017-12-27",4.01
"684","2017-12-28",3.99
"685","2017-12-29",3.94
"686","2018-01-02",3.98
"687","2018-01-03",4.1
"688","2018-01-04",4.12
"689","2018-01-05",4.2
"690","2018-01-08",4.13
"691","2018-01-09",4.01
"692","2018-01-10",4.1
"693","2018-01-11",4.13
"694","2018-01-12",4.16
"695","2018-01-16",4.55
"696","2018-01-17",4.56
"697","2018-01-18",4.51
"698","2018-01-19",4.68
"699","2018-01-22",4.76
"700","2018-01-23",4.86
"701","2018-01-24",4.85
"702","2018-01-25",4.99
"703","2018-01-26",4.73
"704","2018-01-29",4.7
"705","2018-01-30",4.9
"706","2018-01-31",4.92
"707","2018-02-01",4.68
"708","2018-02-02",4.54
"709","2018-02-05",4.18
"710","2018-02-06",4.06
"711","2018-02-07",4.14
"712","2018-02-08",3.92
"713","2018-02-09",4.17
"714","2018-02-12",4.2
