"","date","XBIT"
"715","2018-02-13",4.54
"716","2018-02-14",4.71
"717","2018-02-15",4.6
"718","2018-02-16",4.69
"719","2018-02-20",4.55
"720","2018-02-21",4.71
"721","2018-02-22",4.76
"722","2018-02-23",4.79
"723","2018-02-26",4.82
"724","2018-02-27",4.83
"725","2018-02-28",4.82
"726","2018-03-01",4.86
"727","2018-03-02",4.97
"728","2018-03-05",4.92
"729","2018-03-06",4.96
"730","2018-03-07",4.91
"731","2018-03-08",4.73
"732","2018-03-09",4.72
"733","2018-03-12",4.82
"734","2018-03-13",4.69
"735","2018-03-14",4.67
"736","2018-03-15",4.47
"737","2018-03-16",4.87
"738","2018-03-19",4.77
"739","2018-03-20",4.78
"740","2018-03-21",4.7
"741","2018-03-22",4.71
"742","2018-03-23",4.75
"743","2018-03-26",4.78
"744","2018-03-27",4.86
"745","2018-03-28",5.11
"746","2018-03-29",5.35
"747","2018-04-02",5.13
"748","2018-04-03",5.11
"749","2018-04-04",5.05
"750","2018-04-05",5.01
"751","2018-04-06",4.98
"752","2018-04-09",4.98
"753","2018-04-10",4.93
"754","2018-04-11",4.93
"755","2018-04-12",4.9
"756","2018-04-13",4.89
"757","2018-04-16",4.6
"758","2018-04-17",4.83
"759","2018-04-18",4.78
"760","2018-04-19",4.84
"761","2018-04-20",4.86
"762","2018-04-23",4.83
"763","2018-04-24",4.9
"764","2018-04-25",4.9
"765","2018-04-26",5
"766","2018-04-27",4.87
"767","2018-04-30",4.81
"768","2018-05-01",4.8
"769","2018-05-02",4.56
"770","2018-05-03",4.25
"771","2018-05-04",4.23
"772","2018-05-07",4.24
"773","2018-05-08",4.16
"774","2018-05-09",4.24
"775","2018-05-10",4.31
"776","2018-05-11",4.38
"777","2018-05-14",4.39
"778","2018-05-15",4.4
"779","2018-05-16",4.42
"780","2018-05-17",4.29
"781","2018-05-18",4.27
"782","2018-05-21",4.3
"783","2018-05-22",4.21
"784","2018-05-23",4.26
"785","2018-05-24",4.23
"786","2018-05-25",4.26
"787","2018-05-29",4.26
"788","2018-05-30",4.3
"789","2018-05-31",4.3
"790","2018-06-01",4.25
"791","2018-06-04",4.25
"792","2018-06-05",4.33
"793","2018-06-06",4.29
"794","2018-06-07",4.32
"795","2018-06-08",4.31
"796","2018-06-11",4.27
"797","2018-06-12",4.23
"798","2018-06-13",4.29
"799","2018-06-14",4.35
"800","2018-06-15",4.5
"801","2018-06-18",4.51
"802","2018-06-19",4.44
"803","2018-06-20",4.5
"804","2018-06-21",4.33
"805","2018-06-22",4.25
"806","2018-06-25",4.04
"807","2018-06-26",4.47
"808","2018-06-27",4.34
"809","2018-06-28",4.23
"810","2018-06-29",4.48
"811","2018-07-02",4.46
"812","2018-07-03",4.56
"813","2018-07-05",4.63
"814","2018-07-06",4.69
"815","2018-07-09",4.58
"816","2018-07-10",4.37
"817","2018-07-11",4.31
"818","2018-07-12",4.33
"819","2018-07-13",4.27
"820","2018-07-16",4.22
"821","2018-07-17",4.3
"822","2018-07-18",4.31
"823","2018-07-19",4.38
"824","2018-07-20",4.33
"825","2018-07-23",4.32
"826","2018-07-24",4.41
"827","2018-07-25",4.39
"828","2018-07-26",4.41
"829","2018-07-27",4.32
"830","2018-07-30",4.43
"831","2018-07-31",4.42
"832","2018-08-01",4.16
"833","2018-08-02",4.05
"834","2018-08-03",4.02
"835","2018-08-06",4
"836","2018-08-07",4
"837","2018-08-08",4.01
"838","2018-08-09",3.97
"839","2018-08-10",4.15
"840","2018-08-13",4.3
"841","2018-08-14",4.4
"842","2018-08-15",4.33
"843","2018-08-16",4.3
"844","2018-08-17",4.15
"845","2018-08-20",4.15
"846","2018-08-21",4.55
"847","2018-08-22",4.4
"848","2018-08-23",4.16
"849","2018-08-24",4.06
"850","2018-08-27",4.04
"851","2018-08-28",4.04
"852","2018-08-29",3.9
"853","2018-08-30",3.97
"854","2018-08-31",4.04
"855","2018-09-04",3.98
"856","2018-09-05",3.87
"857","2018-09-06",3.62
"858","2018-09-07",3.58
"859","2018-09-10",2.78
"860","2018-09-11",2.31
"861","2018-09-12",2.925
"862","2018-09-13",2.87
"863","2018-09-14",2.8
"864","2018-09-17",2.94
"865","2018-09-18",2.88
"866","2018-09-19",2.76
"867","2018-09-20",2.7
"868","2018-09-21",2.8
"869","2018-09-24",2.71
"870","2018-09-25",2.93
"871","2018-09-26",3.05
"872","2018-09-27",3.15
"873","2018-09-28",3.18
"874","2018-10-01",3.24
"875","2018-10-02",3.45
"876","2018-10-03",3.33
"877","2018-10-04",3.34
"878","2018-10-05",3.31
"879","2018-10-08",3.22
"880","2018-10-09",3.3
"881","2018-10-10",3.45
"882","2018-10-11",3.25
"883","2018-10-12",3.3
"884","2018-10-15",3.27
"885","2018-10-16",3.62
"886","2018-10-17",3.62
"887","2018-10-18",3.63
"888","2018-10-19",3.55
"889","2018-10-22",3.44
"890","2018-10-23",3.67
"891","2018-10-24",3.595
"892","2018-10-25",3.8
"893","2018-10-26",3.745
"894","2018-10-29",3.78
"895","2018-10-30",3.82
"896","2018-10-31",3.9
"897","2018-11-01",3.8
"898","2018-11-02",3.95
"899","2018-11-05",3.96
"900","2018-11-06",3.89
"901","2018-11-07",3.96
"902","2018-11-08",3.8
"903","2018-11-09",3.85
"904","2018-11-12",4.02
"905","2018-11-13",3.99
"906","2018-11-14",4.04
"907","2018-11-15",4.2
"908","2018-11-16",4.13
"909","2018-11-19",4.2
"910","2018-11-20",4.2
"911","2018-11-21",4.3
"912","2018-11-23",4.35
"913","2018-11-26",4.32
"914","2018-11-27",4.21
"915","2018-11-28",4.19
"916","2018-11-29",4.15
"917","2018-11-30",4.48
"918","2018-12-03",4.44
"919","2018-12-04",4.25
"920","2018-12-06",4.1
"921","2018-12-07",4.14
"922","2018-12-10",4.14
"923","2018-12-11",4.32
"924","2018-12-12",4.39
"925","2018-12-13",4.39
"926","2018-12-14",4.44
"927","2018-12-17",4.54
"928","2018-12-18",4.88
"929","2018-12-19",5.46
"930","2018-12-20",5.93
"931","2018-12-21",6.27
"932","2018-12-24",5.96
"933","2018-12-26",5.16
"934","2018-12-27",4.96
"935","2018-12-28",4.96
"936","2018-12-31",5.08
"937","2019-01-02",5.15
"938","2019-01-03",5.05
"939","2019-01-04",5.26
"940","2019-01-07",5.31
"941","2019-01-08",5.42
"942","2019-01-09",5.51
"943","2019-01-10",5.66
"944","2019-01-11",5.84
"945","2019-01-14",5.72
"946","2019-01-15",5.41
"947","2019-01-16",5.69
"948","2019-01-17",5.93
"949","2019-01-18",6.1
"950","2019-01-22",5.8
"951","2019-01-23",5.9
"952","2019-01-24",6.09
"953","2019-01-25",6.07
"954","2019-01-28",5.99
"955","2019-01-29",6.26
"956","2019-01-30",6.45
"957","2019-01-31",6.6
"958","2019-02-01",6.69
"959","2019-02-04",7.24
"960","2019-02-05",8.42
"961","2019-02-06",9.85
"962","2019-02-07",9.06
"963","2019-02-08",8.46
"964","2019-02-11",8.65
"965","2019-02-12",8.4
"966","2019-02-13",8.23
"967","2019-02-14",8.8
"968","2019-02-15",8.66
"969","2019-02-19",8.59
"970","2019-02-20",8.54
"971","2019-02-21",8.48
"972","2019-02-22",8.51
"973","2019-02-25",8.14
"974","2019-02-26",8.29
"975","2019-02-27",7.95
"976","2019-02-28",7.93
"977","2019-03-01",9.34
"978","2019-03-04",9.26
"979","2019-03-05",9.54
"980","2019-03-06",9.25
"981","2019-03-07",10.04
"982","2019-03-08",10.76
"983","2019-03-11",10.05
"984","2019-03-12",9.98
"985","2019-03-13",9.61
"986","2019-03-14",9.09
"987","2019-03-15",9.17
"988","2019-03-18",9.84
"989","2019-03-19",10.6
"990","2019-03-20",11
"991","2019-03-21",11.62
"992","2019-03-22",10.94
"993","2019-03-25",10.52
"994","2019-03-26",10.9
"995","2019-03-27",11.16
"996","2019-03-28",10.78
