"","date","EBR"
"271","2009-12-16",20.889999
"272","2009-12-17",19.860001
"273","2009-12-18",19.75
"274","2009-12-21",20.08
"275","2009-12-22",19.860001
"276","2009-12-23",19.879999
"277","2009-12-24",20.18
"278","2009-12-28",20.77
"279","2009-12-29",21.18
"280","2009-12-30",21.09
"281","2009-12-31",21.09
"282","2010-01-04",22.23
"283","2010-01-05",22.09
"284","2010-01-06",21.68
"285","2010-01-07",21.870001
"286","2010-01-08",22.74
"287","2010-01-11",22.08
"288","2010-01-12",21.940001
"289","2010-01-13",21.75
"290","2010-01-14",21.440001
"291","2010-01-15",20.66
"292","2010-01-19",21.52
"293","2010-01-20",20.809999
"294","2010-01-21",21.040001
"295","2010-01-22",22.68
"296","2010-01-25",22.610001
"297","2010-01-26",21.879999
"298","2010-01-27",21.219999
"299","2010-01-28",20.799999
"300","2010-01-29",21.280001
"301","2010-02-01",15.62
"302","2010-02-02",15.69
"303","2010-02-03",14.85
"304","2010-02-04",13.52
"305","2010-02-05",13.23
"306","2010-02-08",12.89
"307","2010-02-09",13.48
"308","2010-02-10",13.37
"309","2010-02-11",13.5
"310","2010-02-12",13.3
"311","2010-02-16",13.77
"312","2010-02-17",13.56
"313","2010-02-18",13.93
"314","2010-02-19",13.75
"315","2010-02-22",13.42
"316","2010-02-23",12.95
"317","2010-02-24",12.81
"318","2010-02-25",13.17
"319","2010-02-26",13
"320","2010-03-01",13.58
"321","2010-03-02",13.92
"322","2010-03-03",13.66
"323","2010-03-04",13.66
"324","2010-03-05",13.97
"325","2010-03-08",13.84
"326","2010-03-09",14.48
"327","2010-03-10",14.7
"328","2010-03-11",14.61
"329","2010-03-12",14.52
"330","2010-03-15",14.67
"331","2010-03-16",15.11
"332","2010-03-17",15.41
"333","2010-03-18",15.25
"334","2010-03-19",15.11
"335","2010-03-22",14.66
"336","2010-03-23",14.87
"337","2010-03-24",14.55
"338","2010-03-25",14.21
"339","2010-03-26",14.39
"340","2010-03-29",14.97
"341","2010-03-30",14.92
"342","2010-03-31",15
"343","2010-04-01",15.26
"344","2010-04-05",14.97
"345","2010-04-06",15.01
"346","2010-04-07",14.82
"347","2010-04-08",14.6
"348","2010-04-09",14.76
"349","2010-04-12",14.63
"350","2010-04-13",14.54
"351","2010-04-14",14.61
"352","2010-04-15",14.53
"353","2010-04-16",14.46
"354","2010-04-19",14.54
"355","2010-04-20",14.48
"356","2010-04-21",14.54
"357","2010-04-22",14.68
"358","2010-04-23",14.77
"359","2010-04-26",14.57
"360","2010-04-27",14.06
"361","2010-04-28",14.28
"362","2010-04-29",14.48
"363","2010-04-30",14.29
"364","2010-05-03",13.89
"365","2010-05-04",13.16
"366","2010-05-05",12.74
"367","2010-05-06",11.95
"368","2010-05-07",12.28
"369","2010-05-10",13.4
"370","2010-05-11",13.19
"371","2010-05-12",13.29
"372","2010-05-13",13.2
"373","2010-05-14",12.74
"374","2010-05-17",12.72
"375","2010-05-18",12.24
"376","2010-05-19",12.21
"377","2010-05-20",11.74
"378","2010-05-21",12.05
"379","2010-05-24",11.89
"380","2010-05-25",12
"381","2010-05-26",11.98
"382","2010-05-27",12.52
"383","2010-05-28",12.48
"384","2010-06-01",12.39
"385","2010-06-02",12.59
"386","2010-06-03",12.41
"387","2010-06-04",12.14
"388","2010-06-07",12.02
"389","2010-06-08",12.09
"390","2010-06-09",12.06
"391","2010-06-10",12.52
"392","2010-06-11",12.85
"393","2010-06-14",12.81
"394","2010-06-15",13.25
"395","2010-06-16",13.6
"396","2010-06-17",13.76
"397","2010-06-18",13.99
"398","2010-06-21",13.93
"399","2010-06-22",13.97
"400","2010-06-23",13.92
"401","2010-06-24",13.68
"402","2010-06-25",13.9
"403","2010-06-28",13.82
"404","2010-06-29",13.56
"405","2010-06-30",13.36
"406","2010-07-01",13.19
"407","2010-07-02",13.02
"408","2010-07-06",12.91
"409","2010-07-07",13.07
"410","2010-07-08",12.97
"411","2010-07-09",13.24
"412","2010-07-12",12.63
"413","2010-07-13",12.74
"414","2010-07-14",12.77
"415","2010-07-15",12.55
"416","2010-07-16",12.28
"417","2010-07-19",12.32
"418","2010-07-20",12.51
"419","2010-07-21",12.45
"420","2010-07-22",12.84
"421","2010-07-23",12.98
"422","2010-07-26",12.99
"423","2010-07-27",12.64
"424","2010-07-28",12.72
"425","2010-07-29",12.84
"426","2010-07-30",13.08
"427","2010-08-02",13.25
"428","2010-08-03",13.15
"429","2010-08-04",13.22
"430","2010-08-05",13.15
"431","2010-08-06",13.16
"432","2010-08-09",13.07
"433","2010-08-10",13.06
"434","2010-08-11",12.64
"435","2010-08-12",12.62
"436","2010-08-13",12.68
"437","2010-08-16",12.85
"438","2010-08-17",12.73
"439","2010-08-18",12.88
"440","2010-08-19",12.67
"441","2010-08-20",12.94
"442","2010-08-23",12.67
"443","2010-08-24",12.73
"444","2010-08-25",12.59
"445","2010-08-26",12.3
"446","2010-08-27",12.6
"447","2010-08-30",12.29
"448","2010-08-31",12.36
"449","2010-09-01",12.55
"450","2010-09-02",12.6
"451","2010-09-03",12.61
"452","2010-09-07",12.81
"453","2010-09-08",12.5
"454","2010-09-09",12.41
"455","2010-09-10",12.6
"456","2010-09-13",12.91
"457","2010-09-14",12.8
"458","2010-09-15",12.69
"459","2010-09-16",12.76
"460","2010-09-17",12.6
"461","2010-09-20",12.71
"462","2010-09-21",12.8
"463","2010-09-22",12.71
"464","2010-09-23",12.72
"465","2010-09-24",12.82
"466","2010-09-27",12.86
"467","2010-09-28",12.85
"468","2010-09-29",12.79
"469","2010-09-30",12.85
"470","2010-10-01",13.03
"471","2010-10-04",13.32
"472","2010-10-05",13.84
"473","2010-10-06",13.9
"474","2010-10-07",13.82
"475","2010-10-08",14
"476","2010-10-11",14.13
"477","2010-10-12",14.53
"478","2010-10-13",15.22
"479","2010-10-14",15.37
"480","2010-10-15",15.92
"481","2010-10-18",14.83
"482","2010-10-19",14.59
"483","2010-10-20",15.01
"484","2010-10-21",14.31
"485","2010-10-22",14.14
"486","2010-10-25",14
"487","2010-10-26",14.44
"488","2010-10-27",14.28
"489","2010-10-28",13.96
"490","2010-10-29",13.97
"491","2010-11-01",14.33
"492","2010-11-02",14.38
"493","2010-11-03",14.29
"494","2010-11-04",14.66
"495","2010-11-05",14.36
"496","2010-11-08",14.3
"497","2010-11-09",13.96
"498","2010-11-10",13.78
"499","2010-11-11",13.48
"500","2010-11-12",13.27
"501","2010-11-15",13.41
"502","2010-11-16",13.14
"503","2010-11-17",13.24
"504","2010-11-18",13.42
"505","2010-11-19",13.39
"506","2010-11-22",13.25
"507","2010-11-23",12.94
"508","2010-11-24",13.23
"509","2010-11-26",13.09
"510","2010-11-29",13
"511","2010-11-30",13.38
"512","2010-12-01",13.65
"513","2010-12-02",13.76
"514","2010-12-03",14.23
"515","2010-12-06",14.31
"516","2010-12-07",13.88
"517","2010-12-08",13.83
"518","2010-12-09",13.36
"519","2010-12-10",13.53
"520","2010-12-13",13.69
"521","2010-12-14",13.54
"522","2010-12-15",13.22
"523","2010-12-16",13.26
"524","2010-12-17",13.15
"525","2010-12-20",13.22
"526","2010-12-21",13.33
"527","2010-12-22",13.19
"528","2010-12-23",13.2
"529","2010-12-27",13.23
"530","2010-12-28",13.11
"531","2010-12-29",13.49
"532","2010-12-30",13.66
"533","2010-12-31",13.75
"534","2011-01-03",14
"535","2011-01-04",14.22
"536","2011-01-05",14.4
"537","2011-01-06",14.1
"538","2011-01-07",13.96
"539","2011-01-10",13.69
"540","2011-01-11",13.71
"541","2011-01-12",13.8
"542","2011-01-13",13.98
"543","2011-01-14",14.25
"544","2011-01-18",14.08
"545","2011-01-19",13.76
"546","2011-01-20",13.57
"547","2011-01-21",13.62
"548","2011-01-24",13.69
"549","2011-01-25",13.56
"550","2011-01-26",13.61
"551","2011-01-27",13.5
"552","2011-01-28",13.41
"553","2011-01-31",13.63
"554","2011-02-01",13.78
"555","2011-02-02",13.67
"556","2011-02-03",13.71
"557","2011-02-04",13.63
"558","2011-02-07",13.67
"559","2011-02-08",13.8
"560","2011-02-09",13.77
"561","2011-02-10",13.81
"562","2011-02-11",13.88
"563","2011-02-14",13.79
"564","2011-02-15",13.76
"565","2011-02-16",13.93
"566","2011-02-17",14.01
"567","2011-02-18",14.19
"568","2011-02-22",14.02
"569","2011-02-23",14.05
"570","2011-02-24",14.16
"571","2011-02-25",14.01
"572","2011-02-28",14.28
"573","2011-03-01",14.24
"574","2011-03-02",14.37
"575","2011-03-03",14.61
"576","2011-03-04",14.8
"577","2011-03-07",14.73
"578","2011-03-08",14.96
"579","2011-03-09",14.91
"580","2011-03-10",14.66
"581","2011-03-11",14.79
"582","2011-03-14",15.07
"583","2011-03-15",14.77
"584","2011-03-16",14.29
"585","2011-03-17",14.45
"586","2011-03-18",14.7
"587","2011-03-21",14.67
"588","2011-03-22",15.06
"589","2011-03-23",14.94
"590","2011-03-24",15.17
"591","2011-03-25",15.12
"592","2011-03-28",14.9
"593","2011-03-29",14.92
"594","2011-03-30",15.21
"595","2011-03-31",15.51
"596","2011-04-01",15.73
"597","2011-04-04",15.91
"598","2011-04-05",16.059999
"599","2011-04-06",16.049999
"600","2011-04-07",16.200001
"601","2011-04-08",16.24
"602","2011-04-11",15.9
"603","2011-04-12",15.5
"604","2011-04-13",15.39
"605","2011-04-14",15.48
"606","2011-04-15",15.4
"607","2011-04-18",15.27
"608","2011-04-19",15.35
"609","2011-04-20",15.47
"610","2011-04-21",15.47
"611","2011-04-25",15.25
"612","2011-04-26",15.48
"613","2011-04-27",15.09
"614","2011-04-28",14.88
"615","2011-04-29",14.82
"616","2011-05-02",14.47
"617","2011-05-03",14.33
"618","2011-05-04",14.15
"619","2011-05-05",14.21
"620","2011-05-06",14.36
"621","2011-05-09",14.3
"622","2011-05-10",14.41
"623","2011-05-11",14.16
"624","2011-05-12",14.23
"625","2011-05-13",14.03
"626","2011-05-16",13.88
"627","2011-05-17",14.07
"628","2011-05-18",14.26
"629","2011-05-19",14.25
"630","2011-05-20",14.29
"631","2011-05-23",14.09
"632","2011-05-24",14.1
"633","2011-05-25",14.05
"634","2011-05-26",14.08
"635","2011-05-27",14.21
"636","2011-05-31",14.43
"637","2011-06-01",14.23
"638","2011-06-02",14.31
"639","2011-06-03",14.46
"640","2011-06-06",14.14
"641","2011-06-07",13.95
"642","2011-06-08",13.79
"643","2011-06-09",13.85
"644","2011-06-10",13.55
"645","2011-06-13",13.63
"646","2011-06-14",13.64
"647","2011-06-15",13.52
"648","2011-06-16",13.41
"649","2011-06-17",13.15
"650","2011-06-20",13.07
"651","2011-06-21",13.25
"652","2011-06-22",13.09
"653","2011-06-23",12.82
"654","2011-06-24",12.8
"655","2011-06-27",13.02
"656","2011-06-28",13.17
"657","2011-06-29",13.42
"658","2011-06-30",13.5
"659","2011-07-01",13.63
"660","2011-07-05",13.31
"661","2011-07-06",13.16
"662","2011-07-07",13.17
"663","2011-07-08",12.97
"664","2011-07-11",12.44
"665","2011-07-12",12.48
"666","2011-07-13",12.62
"667","2011-07-14",12.52
"668","2011-07-15",12.56
"669","2011-07-18",12.47
"670","2011-07-19",12.36
"671","2011-07-20",12.28
"672","2011-07-21",12.46
"673","2011-07-22",12.48
"674","2011-07-25",12.5
"675","2011-07-26",12.32
"676","2011-07-27",11.95
"677","2011-07-28",11.74
"678","2011-07-29",12.06
"679","2011-08-01",11.98
"680","2011-08-02",11.8
"681","2011-08-03",11.59
"682","2011-08-04",11
"683","2011-08-05",10.99
"684","2011-08-08",9.88
"685","2011-08-09",10.29
"686","2011-08-10",9.74
"687","2011-08-11",10.21
"688","2011-08-12",10.12
"689","2011-08-15",10.59
"690","2011-08-16",10.61
"691","2011-08-17",10.72
"692","2011-08-18",10.32
"693","2011-08-19",10.32
"694","2011-08-22",10.46
"695","2011-08-23",10.15
"696","2011-08-24",10.09
"697","2011-08-25",10.06
"698","2011-08-26",10.11
"699","2011-08-29",10.28
"700","2011-08-30",10.32
"701","2011-08-31",10.43
"702","2011-09-01",10.28
"703","2011-09-02",9.99
"704","2011-09-06",10.27
"705","2011-09-07",10.49
"706","2011-09-08",10.2
"707","2011-09-09",9.8
"708","2011-09-12",9.65
"709","2011-09-13",9.63
"710","2011-09-14",9.73
"711","2011-09-15",9.62
"712","2011-09-16",10.21
"713","2011-09-19",9.99
"714","2011-09-20",9.8
"715","2011-09-21",9.63
"716","2011-09-22",8.8
"717","2011-09-23",8.89
"718","2011-09-26",9
"719","2011-09-27",9.12
"720","2011-09-28",8.87
"721","2011-09-29",8.82
"722","2011-09-30",8.77
"723","2011-10-03",8.56
"724","2011-10-04",8.46
"725","2011-10-05",8.51
"726","2011-10-06",8.98
"727","2011-10-07",8.79
"728","2011-10-10",9.22
"729","2011-10-11",9.42
"730","2011-10-12",9.54
"731","2011-10-13",9.52
"732","2011-10-14",9.65
"733","2011-10-17",9.38
"734","2011-10-18",9.61
"735","2011-10-19",9.42
"736","2011-10-20",9.26
"737","2011-10-21",9.66
"738","2011-10-24",10.12
"739","2011-10-25",9.64
"740","2011-10-26",9.77
"741","2011-10-27",10.36
"742","2011-10-28",10.41
"743","2011-10-31",9.95
"744","2011-11-01",9.79
"745","2011-11-02",9.9
"746","2011-11-03",9.87
"747","2011-11-04",10.29
"748","2011-11-07",10.47
"749","2011-11-08",10.45
"750","2011-11-09",9.98
"751","2011-11-10",9.98
"752","2011-11-11",10.14
"753","2011-11-14",9.66
"754","2011-11-15",9.72
"755","2011-11-16",9.66
"756","2011-11-17",9.21
"757","2011-11-18",9.28
"758","2011-11-21",9.19
"759","2011-11-22",8.93
"760","2011-11-23",8.57
"761","2011-11-25",8.42
"762","2011-11-28",8.96
"763","2011-11-29",8.88
"764","2011-11-30",9.29
"765","2011-12-01",9.26
"766","2011-12-02",9.34
"767","2011-12-05",9.55
"768","2011-12-06",9.66
"769","2011-12-07",9.61
"770","2011-12-08",9.34
"771","2011-12-09",9.56
"772","2011-12-12",9.34
"773","2011-12-13",9.3
"774","2011-12-14",9.22
"775","2011-12-15",9.18
"776","2011-12-16",9.27
"777","2011-12-19",9.1
"778","2011-12-20",9.39
"779","2011-12-21",9.56
"780","2011-12-22",9.73
"781","2011-12-23",9.8
"782","2011-12-27",9.77
"783","2011-12-28",9.43
"784","2011-12-29",9.58
"785","2011-12-30",9.71
"786","2012-01-03",9.75
"787","2012-01-04",10.2
"788","2012-01-05",9.89
"789","2012-01-06",9.71
"790","2012-01-09",9.91
"791","2012-01-10",9.93
"792","2012-01-11",9.84
"793","2012-01-12",9.9
"794","2012-01-13",9.85
"795","2012-01-17",9.91
"796","2012-01-18",10.19
"797","2012-01-19",10.05
"798","2012-01-20",10.12
"799","2012-01-23",9.87
"800","2012-01-24",9.83
"801","2012-01-25",10.16
"802","2012-01-26",9.96
"803","2012-01-27",10.17
"804","2012-01-30",10.18
"805","2012-01-31",10.21
"806","2012-02-01",10.29
"807","2012-02-02",10.25
"808","2012-02-03",10.31
"809","2012-02-06",10.36
"810","2012-02-07",10.49
"811","2012-02-08",10.5
"812","2012-02-09",10.68
"813","2012-02-10",11.02
"814","2012-02-13",10.93
"815","2012-02-14",10.7
"816","2012-02-15",10.9
"817","2012-02-16",11.22
"818","2012-02-17",11.3
"819","2012-02-21",11.15
"820","2012-02-22",11.11
"821","2012-02-23",10.92
"822","2012-02-24",11.12
"823","2012-02-27",10.87
"824","2012-02-28",11
"825","2012-02-29",10.81
"826","2012-03-01",10.88
"827","2012-03-02",10.91
"828","2012-03-05",10.89
"829","2012-03-06",10.62
"830","2012-03-07",10.64
"831","2012-03-08",10.54
"832","2012-03-09",10.27
"833","2012-03-12",10.17
"834","2012-03-13",10.39
"835","2012-03-14",10.14
"836","2012-03-15",9.77
"837","2012-03-16",9.83
"838","2012-03-19",9.85
"839","2012-03-20",9.72
"840","2012-03-21",9.59
"841","2012-03-22",9.52
"842","2012-03-23",9.6
"843","2012-03-26",9.65
"844","2012-03-27",9.73
"845","2012-03-28",9.7
"846","2012-03-29",9.53
"847","2012-03-30",9.36
"848","2012-04-02",9.51
"849","2012-04-03",9.2
"850","2012-04-04",9.22
"851","2012-04-05",9.1
"852","2012-04-09",8.92
"853","2012-04-10",8.71
"854","2012-04-11",8.62
"855","2012-04-12",8.81
"856","2012-04-13",8.64
"857","2012-04-16",8.54
"858","2012-04-17",9.08
"859","2012-04-18",8.71
"860","2012-04-19",8.53
"861","2012-04-20",8.53
"862","2012-04-23",8.59
"863","2012-04-24",8.76
"864","2012-04-25",8.65
"865","2012-04-26",8.52
"866","2012-04-27",8.36
"867","2012-04-30",8.52
"868","2012-05-01",8.42
"869","2012-05-02",8.42
"870","2012-05-03",8.37
"871","2012-05-04",8.34
"872","2012-05-07",8.32
"873","2012-05-08",8.24
"874","2012-05-09",8.12
"875","2012-05-10",8.26
"876","2012-05-11",8.2
"877","2012-05-14",7.87
"878","2012-05-15",7.75
"879","2012-05-16",7.95
"880","2012-05-17",7.83
"881","2012-05-18",7.07
"882","2012-05-21",6.75
"883","2012-05-22",6.51
"884","2012-05-23",6.42
"885","2012-05-24",6.4
"886","2012-05-25",6.44
"887","2012-05-29",6.36
"888","2012-05-30",6.36
"889","2012-05-31",6.56
"890","2012-06-01",6.31
"891","2012-06-04",6.38
"892","2012-06-05",6.34
"893","2012-06-06",6.56
"894","2012-06-07",6.53
"895","2012-06-08",6.68
"896","2012-06-11",6.52
"897","2012-06-12",6.64
"898","2012-06-13",6.71
"899","2012-06-14",6.74
"900","2012-06-15",7.07
"901","2012-06-18",6.8
"902","2012-06-19",6.92
"903","2012-06-20",6.94
"904","2012-06-21",6.83
"905","2012-06-22",6.59
"906","2012-06-25",6.58
"907","2012-06-26",6.55
"908","2012-06-27",6.68
"909","2012-06-28",6.74
"910","2012-06-29",7.03
"911","2012-07-02",7.17
"912","2012-07-03",7.07
"913","2012-07-05",7.16
"914","2012-07-06",6.9
"915","2012-07-09",6.79
"916","2012-07-10",6.75
"917","2012-07-11",6.68
"918","2012-07-12",6.65
"919","2012-07-13",6.63
"920","2012-07-16",6.68
"921","2012-07-17",6.76
"922","2012-07-18",6.85
"923","2012-07-19",6.92
"924","2012-07-20",6.78
"925","2012-07-23",6.55
"926","2012-07-24",6.48
"927","2012-07-25",6.48
"928","2012-07-26",6.48
"929","2012-07-27",6.88
"930","2012-07-30",6.88
"931","2012-07-31",6.83
"932","2012-08-01",6.92
"933","2012-08-02",6.79
"934","2012-08-03",7.05
"935","2012-08-06",7.22
"936","2012-08-07",7.31
"937","2012-08-08",7.43
"938","2012-08-09",7.49
"939","2012-08-10",7.53
"940","2012-08-13",7.54
"941","2012-08-14",7.52
"942","2012-08-15",7.69
"943","2012-08-16",7.79
"944","2012-08-17",7.67
"945","2012-08-20",7.95
"946","2012-08-21",7.74
"947","2012-08-22",7.73
"948","2012-08-23",7.49
"949","2012-08-24",7.45
"950","2012-08-27",7.43
"951","2012-08-28",7.45
"952","2012-08-29",7.3
"953","2012-08-30",6.95
"954","2012-08-31",6.5
"955","2012-09-04",6.46
"956","2012-09-05",6.52
"957","2012-09-06",6.49
"958","2012-09-07",6.42
"959","2012-09-10",6.47
"960","2012-09-11",6.32
"961","2012-09-12",5.82
"962","2012-09-13",6.05
"963","2012-09-14",6.18
"964","2012-09-17",6.11
"965","2012-09-18",6.14
"966","2012-09-19",6
"967","2012-09-20",6.03
"968","2012-09-21",5.93
"969","2012-09-24",6.04
"970","2012-09-25",6.04
"971","2012-09-26",6.01
"972","2012-09-27",6.05
"973","2012-09-28",5.93
"974","2012-10-01",6.04
"975","2012-10-02",5.99
"976","2012-10-03",5.91
"977","2012-10-04",5.77
"978","2012-10-05",5.79
"979","2012-10-08",5.85
"980","2012-10-09",5.79
"981","2012-10-10",5.75
"982","2012-10-11",5.78
"983","2012-10-12",5.75
"984","2012-10-15",5.89
"985","2012-10-16",5.87
"986","2012-10-17",5.69
"987","2012-10-18",5.89
"988","2012-10-19",5.86
"989","2012-10-22",6.01
"990","2012-10-23",5.81
"991","2012-10-24",5.65
"992","2012-10-25",5.77
"993","2012-10-26",5.64
"994","2012-10-31",5.56
"995","2012-11-01",5.67
"996","2012-11-02",5.16
"997","2012-11-05",5.35
"998","2012-11-06",5.31
