"","date","PRQR"
"1","2014-09-18",14.73
"2","2014-09-19",16.370001
"3","2014-09-22",16.049999
"4","2014-09-23",15.76
"5","2014-09-24",16.35
"6","2014-09-25",15.75
"7","2014-09-26",16.129999
"8","2014-09-29",15.88
"9","2014-09-30",17.190001
"10","2014-10-01",16.74
"11","2014-10-02",16.610001
"12","2014-10-03",16.67
"13","2014-10-06",16.379999
"14","2014-10-07",16.209999
"15","2014-10-08",16.129999
"16","2014-10-09",16.08
"17","2014-10-10",15.46
"18","2014-10-13",13
"19","2014-10-14",12.48
"20","2014-10-15",11.82
"21","2014-10-16",12.51
"22","2014-10-17",12.49
"23","2014-10-20",12.77
"24","2014-10-21",13.02
"25","2014-10-22",13.07
"26","2014-10-23",13
"27","2014-10-24",12.96
"28","2014-10-27",12.33
"29","2014-10-28",12.29
"30","2014-10-29",12.72
"31","2014-10-30",12.64
"32","2014-10-31",12.83
"33","2014-11-03",12.88
"34","2014-11-04",12.79
"35","2014-11-05",12.34
"36","2014-11-06",11.83
"37","2014-11-07",11.44
"38","2014-11-10",11.45
"39","2014-11-11",11.48
"40","2014-11-12",11.77
"41","2014-11-13",12.14
"42","2014-11-14",12.86
"43","2014-11-17",12.55
"44","2014-11-18",12.79
"45","2014-11-19",12.97
"46","2014-11-20",13.9
"47","2014-11-21",14.8
"48","2014-11-24",14.93
"49","2014-11-25",15.07
"50","2014-11-26",15.2
"51","2014-11-28",15.17
"52","2014-12-01",14.65
"53","2014-12-02",15.17
"54","2014-12-03",15.75
"55","2014-12-04",16.07
"56","2014-12-05",18.33
"57","2014-12-08",18.299999
"58","2014-12-09",18.18
"59","2014-12-10",17.780001
"60","2014-12-11",18
"61","2014-12-12",18.780001
"62","2014-12-15",16.92
"63","2014-12-16",17.74
"64","2014-12-17",18.07
"65","2014-12-18",18.719999
"66","2014-12-19",20.25
"67","2014-12-22",19.959999
"68","2014-12-23",19.82
"69","2014-12-24",19.68
"70","2014-12-26",18.9
"71","2014-12-29",19.6
"72","2014-12-30",20.450001
"73","2014-12-31",21.67
"74","2015-01-02",20.459999
"75","2015-01-05",19.65
"76","2015-01-06",18.790001
"77","2015-01-07",18.24
"78","2015-01-08",19.58
"79","2015-01-09",19.799999
"80","2015-01-12",19.74
"81","2015-01-13",19.809999
"82","2015-01-14",19.5
"83","2015-01-15",20.32
"84","2015-01-16",20.360001
"85","2015-01-20",20.77
"86","2015-01-21",20.690001
"87","2015-01-22",20.549999
"88","2015-01-23",21.01
"89","2015-01-26",20.719999
"90","2015-01-27",20.6
"91","2015-01-28",20.540001
"92","2015-01-29",20.52
"93","2015-01-30",20.08
"94","2015-02-02",18.98
"95","2015-02-03",17.68
"96","2015-02-04",15.84
"97","2015-02-05",17.4
"98","2015-02-06",17.41
"99","2015-02-09",17.700001
"100","2015-02-10",18.040001
"101","2015-02-11",18.25
"102","2015-02-12",19.18
"103","2015-02-13",18.32
"104","2015-02-17",17.57
"105","2015-02-18",17.129999
"106","2015-02-19",17.25
"107","2015-02-20",18.969999
"108","2015-02-23",20.110001
"109","2015-02-24",20.959999
"110","2015-02-25",19.98
"111","2015-02-26",19.77
"112","2015-02-27",18.83
"113","2015-03-02",18.51
"114","2015-03-03",18.200001
"115","2015-03-04",19.49
"116","2015-03-05",21.370001
"117","2015-03-06",22.860001
"118","2015-03-09",23.4
"119","2015-03-10",24.99
"120","2015-03-11",24.93
"121","2015-03-12",24.24
"122","2015-03-13",24.73
"123","2015-03-16",24.02
"124","2015-03-17",24.23
"125","2015-03-18",23.629999
"126","2015-03-19",24.440001
"127","2015-03-20",24.25
"128","2015-03-23",24.700001
"129","2015-03-24",24.219999
"130","2015-03-25",23.440001
"131","2015-03-26",23.16
"132","2015-03-27",23.299999
"133","2015-03-30",24.35
"134","2015-03-31",21.879999
"135","2015-04-01",20.959999
"136","2015-04-02",20.51
"137","2015-04-06",19.82
"138","2015-04-07",20.52
"139","2015-04-08",21.450001
"140","2015-04-09",21.25
"141","2015-04-10",20.469999
"142","2015-04-13",19.98
"143","2015-04-14",19.83
"144","2015-04-15",19.424
"145","2015-04-16",20.01
"146","2015-04-17",19.969999
"147","2015-04-20",19.209999
"148","2015-04-21",18.15
"149","2015-04-22",18.790001
"150","2015-04-23",19.5
"151","2015-04-24",19.459999
"152","2015-04-27",18.68
"153","2015-04-28",18.799999
"154","2015-04-29",19.25
"155","2015-04-30",18.969999
"156","2015-05-01",19.110001
"157","2015-05-04",19.48
"158","2015-05-05",19.1
"159","2015-05-06",19.209999
"160","2015-05-07",19.200001
"161","2015-05-08",20.290001
"162","2015-05-11",20.860001
"163","2015-05-12",19.610001
"164","2015-05-13",19.4
"165","2015-05-14",19.639999
"166","2015-05-15",19.790001
"167","2015-05-18",19.860001
"168","2015-05-19",19.6
"169","2015-05-20",20.049999
"170","2015-05-21",19.690001
"171","2015-05-22",19.549999
"172","2015-05-26",18.809999
"173","2015-05-27",18.82
"174","2015-05-28",18.629999
"175","2015-05-29",18.24
"176","2015-06-01",18.389999
"177","2015-06-02",18.24
"178","2015-06-03",18.110001
"179","2015-06-04",18.049999
"180","2015-06-05",18.5
"181","2015-06-08",18.129999
"182","2015-06-09",18.139999
"183","2015-06-10",18.49
"184","2015-06-11",17.959999
"185","2015-06-12",17.16
"186","2015-06-15",16.860001
"187","2015-06-16",16.57
"188","2015-06-17",17.280001
"189","2015-06-18",17.799999
"190","2015-06-19",17.309999
"191","2015-06-22",17.379999
"192","2015-06-23",16.870001
"193","2015-06-24",16.299999
"194","2015-06-25",15.74
"195","2015-06-26",16.639999
"196","2015-06-29",16.290001
"197","2015-06-30",16.67
"198","2015-07-01",16.379999
"199","2015-07-02",15.76
"200","2015-07-06",15.91
"201","2015-07-07",15.35
"202","2015-07-08",14.68
"203","2015-07-09",14.67
"204","2015-07-10",16.9
"205","2015-07-13",17.530001
"206","2015-07-14",17.290001
"207","2015-07-15",17.620001
"208","2015-07-16",18.35
"209","2015-07-17",19.52
"210","2015-07-20",18.940001
"211","2015-07-21",17.85
"212","2015-07-22",17.889999
"213","2015-07-23",17.969999
"214","2015-07-24",17.459999
"215","2015-07-27",17.190001
"216","2015-07-28",17.42
"217","2015-07-29",16.35
"218","2015-07-30",15.76
"219","2015-07-31",16.040001
"220","2015-08-03",16.98
"221","2015-08-04",17
"222","2015-08-05",16.809999
"223","2015-08-06",16.77
"224","2015-08-07",15.74
"225","2015-08-10",16.42
"226","2015-08-11",16.940001
"227","2015-08-12",16.52
"228","2015-08-13",16.48
"229","2015-08-14",16.33
"230","2015-08-17",16.74
"231","2015-08-18",16.299999
"232","2015-08-19",16.23
"233","2015-08-20",15.3
"234","2015-08-21",14.94
"235","2015-08-24",13.16
"236","2015-08-25",14.94
"237","2015-08-26",14.89
"238","2015-08-27",14.93
"239","2015-08-28",16.700001
"240","2015-08-31",17.42
"241","2015-09-01",17.92
"242","2015-09-02",17.950001
"243","2015-09-03",17.1
"244","2015-09-04",17.040001
"245","2015-09-08",17.129999
"246","2015-09-09",17.299999
"247","2015-09-10",16.67
"248","2015-09-11",15.75
"249","2015-09-14",15.86
"250","2015-09-15",17.370001
"251","2015-09-16",17
"252","2015-09-17",18.110001
"253","2015-09-18",19
"254","2015-09-21",19
"255","2015-09-22",19.15
"256","2015-09-23",19.25
"257","2015-09-24",19.49
"258","2015-09-25",17
"259","2015-09-28",14.75
"260","2015-09-29",14
"261","2015-09-30",14.57
"262","2015-10-01",14.7
"263","2015-10-02",14.52
"264","2015-10-05",14.36
"265","2015-10-06",14.33
"266","2015-10-07",14.99
"267","2015-10-08",14.91
"268","2015-10-09",14.65
"269","2015-10-12",14.36
"270","2015-10-13",13.6
"271","2015-10-14",13.13
"272","2015-10-15",13.87
"273","2015-10-16",13.36
"274","2015-10-19",13.09
"275","2015-10-20",12.35
"276","2015-10-21",13.77
"277","2015-10-22",13.65
