"","date","HCI"
"120","2009-03-06",5.1
"121","2009-03-09",5.25
"122","2009-03-10",5.25
"123","2009-03-11",5.51
"124","2009-03-12",5.5
"125","2009-03-13",5.34
"126","2009-03-16",5.05
"127","2009-03-17",5.35
"128","2009-03-18",5
"129","2009-03-19",4.91
"130","2009-03-20",4.92
"131","2009-03-23",5
"132","2009-03-24",5
"133","2009-03-25",5.15
"134","2009-03-26",5.2
"135","2009-03-27",5.02
"136","2009-03-30",5.06
"137","2009-03-31",5.29
"138","2009-04-01",5.3
"139","2009-04-02",5.3
"140","2009-04-03",5.07
"141","2009-04-06",5.05
"142","2009-04-07",4.99
"143","2009-04-08",5
"144","2009-04-09",5
"145","2009-04-13",5
"146","2009-04-14",5
"147","2009-04-15",5
"148","2009-04-16",4.86
"149","2009-04-17",5.05
"150","2009-04-20",4.95
"151","2009-04-21",5
"152","2009-04-22",4.75
"153","2009-04-23",4.55
"154","2009-04-24",4.88
"155","2009-04-27",4.85
"156","2009-04-28",4.85
"157","2009-04-29",5
"158","2009-04-30",5.05
"159","2009-05-01",5.15
"160","2009-05-04",5.15
"161","2009-05-05",5.19
"162","2009-05-06",4.91
"163","2009-05-07",5.24
"164","2009-05-08",5.02
"165","2009-05-11",5.25
"166","2009-05-12",5.25
"167","2009-05-13",5.58
"168","2009-05-14",5.11
"169","2009-05-15",5.1
"170","2009-05-18",5.42
"171","2009-05-19",5.24
"172","2009-05-20",5.05
"173","2009-05-21",5.16
"174","2009-05-22",5.16
"175","2009-05-26",4.98
"176","2009-05-27",4.9
"177","2009-05-28",5
"178","2009-05-29",5.28
"179","2009-06-01",4.88
"180","2009-06-02",5.15
"181","2009-06-03",5.02
"182","2009-06-04",5.15
"183","2009-06-05",5.09
"184","2009-06-08",5.19
"185","2009-06-09",5.2
"186","2009-06-10",5.19
"187","2009-06-11",5.15
"188","2009-06-12",5.08
"189","2009-06-15",5.14
"190","2009-06-16",5.14
"191","2009-06-17",5.19
"192","2009-06-18",5.35
"193","2009-06-19",5.4
"194","2009-06-22",5.45
"195","2009-06-23",5.13
"196","2009-06-24",5.15
"197","2009-06-25",5.25
"198","2009-06-26",5.05
"199","2009-06-29",5.19
"200","2009-06-30",5.2
"201","2009-07-01",5.2
"202","2009-07-02",5.15
"203","2009-07-06",5.1
"204","2009-07-07",5.13
"205","2009-07-08",5.28
"206","2009-07-09",5.4
"207","2009-07-10",5.28
"208","2009-07-13",5.68
"209","2009-07-14",6.08
"210","2009-07-15",6.1
"211","2009-07-16",6.14
"212","2009-07-17",5.54
"213","2009-07-20",5.71
"214","2009-07-21",6.55
"215","2009-07-22",6.75
"216","2009-07-23",6.37
"217","2009-07-24",6.59
"218","2009-07-27",6.75
"219","2009-07-28",6.7
"220","2009-07-29",6.75
"221","2009-07-30",7
"222","2009-07-31",7
"223","2009-08-03",7.2
"224","2009-08-04",7.1
"225","2009-08-05",7.2
"226","2009-08-06",7.2
"227","2009-08-07",6.91
"228","2009-08-10",6.98
"229","2009-08-11",7
"230","2009-08-12",6.57
"231","2009-08-13",6.55
"232","2009-08-14",6.24
"233","2009-08-17",5.78
"234","2009-08-18",5.78
"235","2009-08-19",6.35
"236","2009-08-20",6.25
"237","2009-08-21",6.3
"238","2009-08-24",6.43
"239","2009-08-25",6.06
"240","2009-08-26",6.23
"241","2009-08-27",6.46
"242","2009-08-28",6.35
"243","2009-08-31",6.45
"244","2009-09-01",5.8
"245","2009-09-02",6.22
"246","2009-09-03",6.33
"247","2009-09-04",6.5
"248","2009-09-08",6.96
"249","2009-09-09",6.75
"250","2009-09-10",7
"251","2009-09-11",6.97
"252","2009-09-14",7.05
"253","2009-09-15",7.18
"254","2009-09-16",7.49
"255","2009-09-17",7.72
"256","2009-09-18",7.12
"257","2009-09-21",7.96
"258","2009-09-22",8.2
"259","2009-09-23",8.2
"260","2009-09-24",7.57
"261","2009-09-25",8
"262","2009-09-28",7.82
"263","2009-09-29",7.86
"264","2009-09-30",8.22
"265","2009-10-01",8
"266","2009-10-02",7.85
"267","2009-10-05",8.39
"268","2009-10-06",8.49
"269","2009-10-07",8.37
"270","2009-10-08",8.65
"271","2009-10-09",8.59
"272","2009-10-12",8.15
"273","2009-10-13",8.14
"274","2009-10-14",7.76
"275","2009-10-15",8.25
"276","2009-10-16",8.26
"277","2009-10-19",8.54
"278","2009-10-20",8.5
"279","2009-10-21",8.35
"280","2009-10-22",8.2
"281","2009-10-23",8.7
"282","2009-10-26",8.54
"283","2009-10-27",8.68
"284","2009-10-28",8.15
"285","2009-10-29",8.2
"286","2009-10-30",8.1
"287","2009-11-02",7.9
"288","2009-11-03",8.06
"289","2009-11-04",8
"290","2009-11-05",8.5
"291","2009-11-06",8.4
"292","2009-11-09",8.73
"293","2009-11-10",8.66
"294","2009-11-11",8.5
"295","2009-11-12",8.5
"296","2009-11-13",8.48
"297","2009-11-16",8.1
"298","2009-11-17",8.07
"299","2009-11-18",8.06
"300","2009-11-19",8.07
"301","2009-11-20",8.05
"302","2009-11-23",8
"303","2009-11-24",7.73
"304","2009-11-25",8
"305","2009-11-27",8
"306","2009-11-30",7.85
"307","2009-12-01",7.75
"308","2009-12-02",8
"309","2009-12-03",8.05
"310","2009-12-04",8.04
"311","2009-12-07",8
"312","2009-12-08",7.99
"313","2009-12-09",8
"314","2009-12-10",7.95
"315","2009-12-11",7.99
"316","2009-12-14",7.95
"317","2009-12-15",7.9
"318","2009-12-16",7.66
"319","2009-12-17",7.55
"320","2009-12-18",7.77
"321","2009-12-21",7.56
"322","2009-12-22",7.63
"323","2009-12-23",7.8
"324","2009-12-24",7.84
"325","2009-12-28",7.87
"326","2009-12-29",7.99
"327","2009-12-30",7.8
"328","2009-12-31",7.8
"329","2010-01-04",8.25
"330","2010-01-05",8.25
"331","2010-01-06",7.99
"332","2010-01-07",8
"333","2010-01-08",8
"334","2010-01-11",8.04
"335","2010-01-12",8
"336","2010-01-13",8.1
"337","2010-01-14",8.1
"338","2010-01-15",8.01
"339","2010-01-19",8.01
"340","2010-01-20",7.95
"341","2010-01-21",7.84
"342","2010-01-22",7.71
"343","2010-01-25",7.95
"344","2010-01-26",7.89
"345","2010-01-27",7.85
"346","2010-01-28",7.9
"347","2010-01-29",7.6
"348","2010-02-01",7.65
"349","2010-02-02",7.64
"350","2010-02-03",7.65
"351","2010-02-04",7.52
"352","2010-02-05",7.43
"353","2010-02-08",7.75
"354","2010-02-09",7.69
"355","2010-02-10",7.6
"356","2010-02-11",7.7
"357","2010-02-12",7.74
"358","2010-02-16",7.75
"359","2010-02-17",7.83
"360","2010-02-18",7.71
"361","2010-02-19",7.71
"362","2010-02-22",7.62
"363","2010-02-23",7.75
"364","2010-02-24",7.75
"365","2010-02-25",7.73
"366","2010-02-26",8.12
"367","2010-03-01",8.02
"368","2010-03-02",8.05
"369","2010-03-03",7.92
"370","2010-03-04",7.92
"371","2010-03-05",8
"372","2010-03-08",8
"373","2010-03-09",8.1
"374","2010-03-10",7.87
"375","2010-03-11",7.83
"376","2010-03-12",7.84
"377","2010-03-15",7.44
"378","2010-03-16",7.45
"379","2010-03-17",7.3
"380","2010-03-18",7.01
"381","2010-03-19",6.97
"382","2010-03-22",6.98
"383","2010-03-23",7.03
"384","2010-03-24",6.94
"385","2010-03-25",7
"386","2010-03-26",6.6
"387","2010-03-29",6.43
"388","2010-03-30",6.45
"389","2010-03-31",6.5
"390","2010-04-01",6.45
"391","2010-04-05",6.45
"392","2010-04-06",6.51
"393","2010-04-07",6.54
"394","2010-04-08",7.1
"395","2010-04-09",7.2
"396","2010-04-12",7.05
"397","2010-04-13",6.97
"398","2010-04-14",6.99
"399","2010-04-15",6.9
"400","2010-04-16",6.74
"401","2010-04-19",6.8
"402","2010-04-20",6.87
"403","2010-04-21",6.88
"404","2010-04-22",6.87
"405","2010-04-23",6.87
"406","2010-04-26",6.99
"407","2010-04-27",6.85
"408","2010-04-28",6.85
"409","2010-04-29",6.7
"410","2010-04-30",6.8
"411","2010-05-03",6.88
"412","2010-05-04",6.85
"413","2010-05-05",6.9
"414","2010-05-06",6.8
"415","2010-05-07",6.88
"416","2010-05-10",6.75
"417","2010-05-11",6.75
"418","2010-05-12",6.59
"419","2010-05-13",6.6
"420","2010-05-14",6.6
"421","2010-05-17",6.51
"422","2010-05-18",6.5
"423","2010-05-19",6.19
"424","2010-05-20",6.25
"425","2010-05-21",6.45
"426","2010-05-24",6.47
"427","2010-05-25",6.39
"428","2010-05-26",6.18
"429","2010-05-27",6.7
"430","2010-05-28",6.3
"431","2010-06-01",6.49
"432","2010-06-02",6.25
"433","2010-06-03",6.2
"434","2010-06-04",6.25
"435","2010-06-07",6.2
"436","2010-06-08",6.19
"437","2010-06-09",6.1
"438","2010-06-10",6
"439","2010-06-11",5.9
"440","2010-06-14",5.9
"441","2010-06-15",5.49
"442","2010-06-16",5.48
"443","2010-06-17",5.35
"444","2010-06-18",5.48
"445","2010-06-21",5.45
"446","2010-06-22",5.45
"447","2010-06-23",5.48
"448","2010-06-24",5.48
"449","2010-06-25",5.48
"450","2010-06-28",5.4
"451","2010-06-29",5.47
"452","2010-06-30",5.84
"453","2010-07-01",5.52
"454","2010-07-02",5.56
"455","2010-07-06",5.56
"456","2010-07-07",5.5
"457","2010-07-08",5.51
"458","2010-07-09",5.56
"459","2010-07-12",5.5
"460","2010-07-13",5.4
"461","2010-07-14",5.44
"462","2010-07-15",5.36
"463","2010-07-16",5.46
"464","2010-07-19",5.48
"465","2010-07-20",5.43
"466","2010-07-21",5.45
"467","2010-07-22",5.4
"468","2010-07-23",5.32
"469","2010-07-26",5.37
"470","2010-07-27",5.48
"471","2010-07-28",5.48
"472","2010-07-29",5.41
"473","2010-07-30",5.41
"474","2010-08-02",5.45
"475","2010-08-03",5.45
"476","2010-08-04",5.72
"477","2010-08-05",5.73
"478","2010-08-06",5.86
"479","2010-08-09",5.75
"480","2010-08-10",5.66
"481","2010-08-11",6.25
"482","2010-08-12",6.2
"483","2010-08-13",6.07
"484","2010-08-16",6.05
"485","2010-08-17",6.23
"486","2010-08-18",6.1
"487","2010-08-19",6.16
"488","2010-08-20",6.4
"489","2010-08-23",6.4
"490","2010-08-24",6.47
"491","2010-08-25",6.46
"492","2010-08-26",6.47
"493","2010-08-27",6.45
"494","2010-08-30",6.25
"495","2010-08-31",6.35
"496","2010-09-01",6.4
"497","2010-09-02",6.25
"498","2010-09-03",6.25
"499","2010-09-07",6.34
"500","2010-09-08",6.49
"501","2010-09-09",6.49
"502","2010-09-10",6.35
"503","2010-09-13",6.37
"504","2010-09-14",6.37
"505","2010-09-15",6.11
"506","2010-09-16",6.1
"507","2010-09-17",6.1
"508","2010-09-20",6.14
"509","2010-09-21",6.33
"510","2010-09-22",6.25
"511","2010-09-23",6.34
"512","2010-09-24",6.4
"513","2010-09-27",6.5
"514","2010-09-28",6.2
"515","2010-09-29",6.33
"516","2010-09-30",6.5
"517","2010-10-01",6.5
"518","2010-10-04",6.71
"519","2010-10-05",6.74
"520","2010-10-06",6.69
"521","2010-10-07",6.89
"522","2010-10-08",6.63
"523","2010-10-11",6.84
"524","2010-10-12",6.78
"525","2010-10-13",7
"526","2010-10-14",6.71
"527","2010-10-15",6.83
"528","2010-10-18",6.98
"529","2010-10-19",6.98
"530","2010-10-20",6.94
"531","2010-10-21",6.95
"532","2010-10-22",6.95
"533","2010-10-25",6.95
"534","2010-10-26",6.92
"535","2010-10-27",6.99
"536","2010-10-28",6.99
"537","2010-10-29",6.79
"538","2010-11-01",6.99
"539","2010-11-02",6.82
"540","2010-11-03",7.7
"541","2010-11-04",7.7
"542","2010-11-05",7.84
"543","2010-11-08",8
"544","2010-11-09",8
"545","2010-11-10",8.25
"546","2010-11-11",8.25
"547","2010-11-12",8.16
"548","2010-11-15",8.53
"549","2010-11-16",8.71
"550","2010-11-17",8.55
"551","2010-11-18",8.41
"552","2010-11-19",8.24
"553","2010-11-22",8.23
"554","2010-11-23",8.2
"555","2010-11-24",8.22
"556","2010-11-26",7.9
"557","2010-11-29",8.15
"558","2010-11-30",8.3
"559","2010-12-01",8.12
"560","2010-12-02",7.96
"561","2010-12-03",8.04
"562","2010-12-06",8.14
"563","2010-12-07",8.18
"564","2010-12-08",8.16
"565","2010-12-09",8.09
"566","2010-12-10",8.2
"567","2010-12-13",8.2
"568","2010-12-14",8.2
"569","2010-12-15",8
"570","2010-12-16",8.17
"571","2010-12-17",8.16
"572","2010-12-20",8.1
"573","2010-12-21",8.15
"574","2010-12-22",8.15
"575","2010-12-23",8.16
"576","2010-12-27",8.2
"577","2010-12-28",8.21
"578","2010-12-29",8.11
"579","2010-12-30",7.93
"580","2010-12-31",8.08
"581","2011-01-03",8.11
"582","2011-01-04",8.18
"583","2011-01-05",8.17
"584","2011-01-06",8.19
"585","2011-01-07",8.17
"586","2011-01-10",8.28
"587","2011-01-11",8.35
"588","2011-01-12",8.39
"589","2011-01-13",8.35
"590","2011-01-14",8.31
"591","2011-01-18",8.35
"592","2011-01-19",8.25
"593","2011-01-20",8.25
"594","2011-01-21",7.9
"595","2011-01-24",8.03
"596","2011-01-25",8.22
"597","2011-01-26",8.31
"598","2011-01-27",8.27
"599","2011-01-28",8.34
"600","2011-01-31",8.35
"601","2011-02-01",8.35
"602","2011-02-02",8.35
"603","2011-02-03",8.31
"604","2011-02-04",8.46
"605","2011-02-07",8.33
"606","2011-02-08",8.33
"607","2011-02-09",8.48
"608","2011-02-10",8.39
"609","2011-02-11",8.25
"610","2011-02-14",8.3
"611","2011-02-15",8.28
"612","2011-02-16",8.33
"613","2011-02-17",8.4
"614","2011-02-18",8.35
"615","2011-02-22",8.29
"616","2011-02-23",8.13
"617","2011-02-24",8.23
"618","2011-02-25",8.3
"619","2011-02-28",8.24
"620","2011-03-01",8.15
"621","2011-03-02",8.2
"622","2011-03-03",8.2
"623","2011-03-04",8.54
"624","2011-03-07",8.4
"625","2011-03-08",8.5
"626","2011-03-09",8.29
"627","2011-03-10",8.12
"628","2011-03-11",8.25
"629","2011-03-14",8.15
"630","2011-03-15",8.12
"631","2011-03-16",8.09
"632","2011-03-17",8.1
"633","2011-03-18",8
"634","2011-03-21",8.11
"635","2011-03-22",8.02
"636","2011-03-23",8.07
"637","2011-03-24",8.1
"638","2011-03-25",8.1
"639","2011-03-28",8.1
"640","2011-03-29",8.1
"641","2011-03-30",8.15
"642","2011-03-31",8.18
"643","2011-04-01",8.12
"644","2011-04-04",8.2
"645","2011-04-05",8.2
"646","2011-04-06",8.1
"647","2011-04-07",8.06
"648","2011-04-08",8.11
"649","2011-04-11",8.1
"650","2011-04-12",8.1
"651","2011-04-13",8.05
"652","2011-04-14",8.05
"653","2011-04-15",7.98
"654","2011-04-18",8.05
"655","2011-04-19",8.06
"656","2011-04-20",8.03
"657","2011-04-21",8.04
"658","2011-04-25",8.06
"659","2011-04-26",8
"660","2011-04-27",8
"661","2011-04-28",7.97
"662","2011-04-29",7.97
"663","2011-05-02",8.03
"664","2011-05-03",8.05
"665","2011-05-04",8
"666","2011-05-05",7.95
"667","2011-05-06",7.69
"668","2011-05-09",7.98
"669","2011-05-10",7.98
"670","2011-05-11",8.03
"671","2011-05-12",7.84
"672","2011-05-13",7.9
"673","2011-05-16",7.75
"674","2011-05-17",7.95
"675","2011-05-18",7.77
"676","2011-05-19",7.8
"677","2011-05-20",7.45
"678","2011-05-23",7.4
"679","2011-05-24",7.19
"680","2011-05-25",7.19
"681","2011-05-26",7.14
"682","2011-05-27",7.14
"683","2011-05-31",7.2
"684","2011-06-01",7.02
"685","2011-06-02",6.9
"686","2011-06-03",6.63
"687","2011-06-06",6.64
"688","2011-06-07",6.77
"689","2011-06-08",6.65
"690","2011-06-09",6.85
"691","2011-06-10",6.68
"692","2011-06-13",6.74
"693","2011-06-14",6.7
"694","2011-06-15",6.43
"695","2011-06-16",6.4
"696","2011-06-17",6.76
"697","2011-06-20",6.77
"698","2011-06-21",6.67
"699","2011-06-22",6.7
"700","2011-06-23",6.7
"701","2011-06-24",7
"702","2011-06-27",6.96
"703","2011-06-28",6.71
"704","2011-06-29",6.9
"705","2011-06-30",6.66
"706","2011-07-01",6.82
"707","2011-07-05",6.72
"708","2011-07-06",6.65
"709","2011-07-07",6.66
"710","2011-07-08",6.66
"711","2011-07-11",6.71
"712","2011-07-12",6.64
"713","2011-07-13",6.65
"714","2011-07-14",6.58
"715","2011-07-15",6.63
"716","2011-07-18",6.53
"717","2011-07-19",6.77
"718","2011-07-20",6.69
"719","2011-07-21",6.6
"720","2011-07-22",6.7
"721","2011-07-25",6.57
"722","2011-07-26",6.7
"723","2011-07-27",6.65
"724","2011-07-28",6.65
"725","2011-07-29",6.67
"726","2011-08-01",7
"727","2011-08-02",6.8
"728","2011-08-03",6.75
"729","2011-08-04",6.9
"730","2011-08-05",6.96
"731","2011-08-08",6.44
"732","2011-08-09",6.74
"733","2011-08-10",6.5
"734","2011-08-11",6.23
"735","2011-08-12",6.48
"736","2011-08-15",6.34
"737","2011-08-16",6.27
"738","2011-08-17",6.25
"739","2011-08-18",6.29
"740","2011-08-19",6.34
"741","2011-08-22",6.2
"742","2011-08-23",6.17
"743","2011-08-24",6.22
"744","2011-08-25",6.25
"745","2011-08-26",6.25
"746","2011-08-29",6.24
"747","2011-08-30",6.23
"748","2011-08-31",6.24
"749","2011-09-01",6.35
"750","2011-09-02",6.34
"751","2011-09-06",6.43
"752","2011-09-07",6.26
"753","2011-09-08",6.27
"754","2011-09-09",6.32
"755","2011-09-12",6.22
"756","2011-09-13",6.26
"757","2011-09-14",6.21
"758","2011-09-15",6.25
"759","2011-09-16",6.27
"760","2011-09-19",6.37
"761","2011-09-20",6.32
"762","2011-09-21",6.45
"763","2011-09-22",6.29
"764","2011-09-23",6.43
"765","2011-09-26",6.3
"766","2011-09-27",6.73
"767","2011-09-28",6.54
"768","2011-09-29",6.49
"769","2011-09-30",6.45
"770","2011-10-03",6.48
"771","2011-10-04",6.45
"772","2011-10-05",6.47
"773","2011-10-06",6.37
"774","2011-10-07",6.53
"775","2011-10-10",6.54
"776","2011-10-11",6.54
"777","2011-10-12",6.53
"778","2011-10-13",6.47
"779","2011-10-14",6.5
"780","2011-10-17",6.56
"781","2011-10-18",6.65
"782","2011-10-19",6.92
"783","2011-10-20",7.1
"784","2011-10-21",7.38
"785","2011-10-24",7.6
"786","2011-10-25",7.65
"787","2011-10-26",7.87
"788","2011-10-27",8
"789","2011-10-28",7.99
"790","2011-10-31",7.92
"791","2011-11-01",7.68
"792","2011-11-02",7.47
"793","2011-11-03",7.2
"794","2011-11-04",7.65
"795","2011-11-07",7.64
"796","2011-11-08",7.77
"797","2011-11-09",7.99
"798","2011-11-10",7.83
"799","2011-11-11",7.84
"800","2011-11-14",8.2
"801","2011-11-15",8.19
"802","2011-11-16",8.05
"803","2011-11-17",8.05
"804","2011-11-18",7.92
"805","2011-11-21",7.9
"806","2011-11-22",8.02
"807","2011-11-23",8.05
"808","2011-11-25",7.92
"809","2011-11-28",8.02
"810","2011-11-29",7.95
"811","2011-11-30",7.94
"812","2011-12-01",8.01
"813","2011-12-02",7.98
"814","2011-12-05",7.9
"815","2011-12-06",7.95
"816","2011-12-07",7.69
"817","2011-12-08",7.8
"818","2011-12-09",7.84
"819","2011-12-12",7.92
"820","2011-12-13",8
"821","2011-12-14",7.95
"822","2011-12-15",8.01
"823","2011-12-16",7.91
"824","2011-12-19",7.99
"825","2011-12-20",7.99
"826","2011-12-21",8
"827","2011-12-22",8.1
"828","2011-12-23",8.1
"829","2011-12-27",8.09
"830","2011-12-28",8.01
"831","2011-12-29",8.01
"832","2011-12-30",8.01
"833","2012-01-03",8.02
"834","2012-01-04",8.02
"835","2012-01-05",8.1
"836","2012-01-06",8.05
"837","2012-01-09",7.94
"838","2012-01-10",8.14
"839","2012-01-11",8.18
"840","2012-01-12",8.27
"841","2012-01-13",8.38
"842","2012-01-17",8.94
"843","2012-01-18",9.38
"844","2012-01-19",9.55
"845","2012-01-20",9.5
"846","2012-01-23",9.65
"847","2012-01-24",9.45
"848","2012-01-25",9.55
"849","2012-01-26",9.64
"850","2012-01-27",9.45
"851","2012-01-30",9.45
"852","2012-01-31",9.61
"853","2012-02-01",9.8
"854","2012-02-02",10.17
"855","2012-02-03",10.17
"856","2012-02-06",10.2
"857","2012-02-07",10.5
"858","2012-02-08",10.55
"859","2012-02-09",10.69
"860","2012-02-10",10.89
"861","2012-02-13",10.9
"862","2012-02-14",10.88
"863","2012-02-15",10.95
"864","2012-02-16",10.72
"865","2012-02-17",10.75
"866","2012-02-21",10.74
"867","2012-02-22",10.69
"868","2012-02-23",10.9
"869","2012-02-24",10.7
"870","2012-02-27",10.87
"871","2012-02-28",10.9
"872","2012-02-29",10.9
"873","2012-03-01",10.9
"874","2012-03-02",11
"875","2012-03-05",11.05
"876","2012-03-06",10.95
"877","2012-03-07",11.1
"878","2012-03-08",11.15
"879","2012-03-09",13
"880","2012-03-12",12.7
"881","2012-03-13",11.91
"882","2012-03-14",11.77
"883","2012-03-15",11.89
"884","2012-03-16",11.79
"885","2012-03-19",11.92
"886","2012-03-20",12.18
"887","2012-03-21",12.75
"888","2012-03-22",12.4
"889","2012-03-23",12.5
"890","2012-03-26",12.36
"891","2012-03-27",12.2
"892","2012-03-28",12.15
"893","2012-03-29",12.54
"894","2012-03-30",12.7
"895","2012-04-02",12.83
"896","2012-04-03",12.64
"897","2012-04-04",12.41
"898","2012-04-05",12.32
"899","2012-04-09",12.51
"900","2012-04-10",12.2
"901","2012-04-11",12.54
"902","2012-04-12",12.62
"903","2012-04-13",12.98
"904","2012-04-16",12.59
"905","2012-04-17",12.5
"906","2012-04-18",12.69
"907","2012-04-19",12.65
"908","2012-04-20",12.15
"909","2012-04-23",12.58
"910","2012-04-24",13
"911","2012-04-25",13.4
"912","2012-04-26",13.39
"913","2012-04-27",13.64
"914","2012-04-30",14.04
"915","2012-05-01",14.36
"916","2012-05-02",14.76
"917","2012-05-03",14.82
"918","2012-05-04",14.63
"919","2012-05-07",15.32
"920","2012-05-08",15.7
"921","2012-05-09",15.83
"922","2012-05-10",16
"923","2012-05-11",15.81
"924","2012-05-14",14.79
"925","2012-05-15",15.04
"926","2012-05-16",13.9
"927","2012-05-17",13.82
"928","2012-05-18",13.84
"929","2012-05-21",13.99
"930","2012-05-22",13.67
"931","2012-05-23",13.79
"932","2012-05-24",13.49
"933","2012-05-25",13.62
"934","2012-05-29",13.6
"935","2012-05-30",13.68
"936","2012-05-31",13.65
"937","2012-06-01",13.82
"938","2012-06-04",13.82
"939","2012-06-05",13.62
"940","2012-06-06",13.82
"941","2012-06-07",13.77
"942","2012-06-08",13.81
"943","2012-06-11",14.22
"944","2012-06-12",14.09
"945","2012-06-13",14.66
"946","2012-06-14",14.86
"947","2012-06-15",15.14
"948","2012-06-18",15.39
"949","2012-06-19",15.93
"950","2012-06-20",16.139999
"951","2012-06-21",15.64
"952","2012-06-22",16.209999
"953","2012-06-25",16.700001
"954","2012-06-26",17.07
"955","2012-06-27",17.299999
"956","2012-06-28",16.799999
"957","2012-06-29",17.6
"958","2012-07-02",18.389999
"959","2012-07-03",18.09
"960","2012-07-05",18.709999
"961","2012-07-06",19.700001
"962","2012-07-09",21.1
"963","2012-07-10",19.809999
"964","2012-07-11",18.530001
"965","2012-07-12",17.66
"966","2012-07-13",18.309999
"967","2012-07-16",18.01
"968","2012-07-17",18.01
"969","2012-07-18",18.65
"970","2012-07-19",17.559999
"971","2012-07-20",18.639999
"972","2012-07-23",18.17
"973","2012-07-24",18.1
"974","2012-07-25",17.379999
"975","2012-07-26",17.799999
"976","2012-07-27",18.450001
"977","2012-07-30",17.59
"978","2012-07-31",18.129999
"979","2012-08-01",18.129999
"980","2012-08-02",19.290001
"981","2012-08-03",18.48
"982","2012-08-06",20.110001
"983","2012-08-07",21.190001
"984","2012-08-08",21.48
"985","2012-08-09",21.85
"986","2012-08-10",21.139999
"987","2012-08-13",20.76
"988","2012-08-14",20.75
"989","2012-08-15",20.66
"990","2012-08-16",20.700001
"991","2012-08-17",20.6
"992","2012-08-20",21.959999
"993","2012-08-21",21.25
"994","2012-08-22",20.67
"995","2012-08-23",19.1
"996","2012-08-24",19.5
"997","2012-08-27",20.450001
"998","2012-08-28",20.120001
"999","2012-08-29",20.219999
"1000","2012-08-30",20.360001
"1001","2012-08-31",20.040001
"1002","2012-09-04",20.450001
"1003","2012-09-05",20.030001
"1004","2012-09-06",20.889999
