"","date","ANTM"
"1","2007-01-03",78.190002
"2","2007-01-04",77.870003
"3","2007-01-05",78.489998
"4","2007-01-08",78.959999
"5","2007-01-09",76.209999
"6","2007-01-10",76.309998
"7","2007-01-11",77.339996
"8","2007-01-12",77.800003
"9","2007-01-16",78.449997
"10","2007-01-17",78.779999
"11","2007-01-18",76.830002
"12","2007-01-19",77.32
"13","2007-01-22",76.809998
"14","2007-01-23",77.029999
"15","2007-01-24",76
"16","2007-01-25",76
"17","2007-01-26",75.980003
"18","2007-01-29",76.449997
"19","2007-01-30",77.849998
"20","2007-01-31",78.379997
"21","2007-02-01",79.309998
"22","2007-02-02",78.709999
"23","2007-02-05",79.900002
"24","2007-02-06",80.150002
"25","2007-02-07",81.800003
"26","2007-02-08",81.5
"27","2007-02-09",80.68
"28","2007-02-12",80.690002
"29","2007-02-13",80.870003
"30","2007-02-14",80.980003
"31","2007-02-15",82.410004
"32","2007-02-16",82.25
"33","2007-02-20",81.900002
"34","2007-02-21",81.690002
"35","2007-02-22",81.760002
"36","2007-02-23",81.5
"37","2007-02-26",81.129997
"38","2007-02-27",77.900002
"39","2007-02-28",79.389999
"40","2007-03-01",80.809998
"41","2007-03-02",80.059998
"42","2007-03-05",80.290001
"43","2007-03-06",80.080002
"44","2007-03-07",79.760002
"45","2007-03-08",79.510002
"46","2007-03-09",78.32
"47","2007-03-12",79
"48","2007-03-13",77.900002
"49","2007-03-14",78.089996
"50","2007-03-15",78.309998
"51","2007-03-16",78.800003
"52","2007-03-19",78.989998
"53","2007-03-20",79.019997
"54","2007-03-21",79.849998
"55","2007-03-22",80.910004
"56","2007-03-23",81.669998
"57","2007-03-26",81.889999
"58","2007-03-27",81.440002
"59","2007-03-28",81.620003
"60","2007-03-29",80.410004
"61","2007-03-30",81.099998
"62","2007-04-02",81.029999
"63","2007-04-03",82.18
"64","2007-04-04",82.559998
"65","2007-04-05",81.919998
"66","2007-04-09",82.25
"67","2007-04-10",81.940002
"68","2007-04-11",80.949997
"69","2007-04-12",81.860001
"70","2007-04-13",82.239998
"71","2007-04-16",83.550003
"72","2007-04-17",84.059998
"73","2007-04-18",84.599998
"74","2007-04-19",83.050003
"75","2007-04-20",82.849998
"76","2007-04-23",82.959999
"77","2007-04-24",82.239998
"78","2007-04-25",78.839996
"79","2007-04-26",79.019997
"80","2007-04-27",79.190002
"81","2007-04-30",78.970001
"82","2007-05-01",79.720001
"83","2007-05-02",81.089996
"84","2007-05-03",81.209999
"85","2007-05-04",81.43
"86","2007-05-07",82.059998
"87","2007-05-08",81.970001
"88","2007-05-09",82.150002
"89","2007-05-10",82.150002
"90","2007-05-11",83.5
"91","2007-05-14",83.5
"92","2007-05-15",83.550003
"93","2007-05-16",84.860001
"94","2007-05-17",85
"95","2007-05-18",85.07
"96","2007-05-21",84.43
"97","2007-05-22",84.589996
"98","2007-05-23",84.470001
"99","2007-05-24",84.480003
"100","2007-05-25",83.980003
"101","2007-05-29",84.209999
"102","2007-05-30",84.400002
"103","2007-05-31",81.410004
"104","2007-06-01",81.779999
"105","2007-06-04",81.220001
"106","2007-06-05",81.440002
"107","2007-06-06",81.449997
"108","2007-06-07",81.029999
"109","2007-06-08",81.559998
"110","2007-06-11",81.309998
"111","2007-06-12",80.93
"112","2007-06-13",81.370003
"113","2007-06-14",81.230003
"114","2007-06-15",81.040001
"115","2007-06-18",81
"116","2007-06-19",80.989998
"117","2007-06-20",80.339996
"118","2007-06-21",80.230003
"119","2007-06-22",79.510002
"120","2007-06-25",80.080002
"121","2007-06-26",80.760002
"122","2007-06-27",80.599998
"123","2007-06-28",80.370003
"124","2007-06-29",79.830002
"125","2007-07-02",81.07
"126","2007-07-03",81.040001
"127","2007-07-05",81.699997
"128","2007-07-06",82.230003
"129","2007-07-09",81.519997
"130","2007-07-10",80.440002
"131","2007-07-11",81
"132","2007-07-12",82.230003
"133","2007-07-13",81.779999
"134","2007-07-16",82.010002
"135","2007-07-17",81.949997
"136","2007-07-18",83.07
"137","2007-07-19",81.849998
"138","2007-07-20",81.199997
"139","2007-07-23",81.589996
"140","2007-07-24",82.169998
"141","2007-07-25",79.989998
"142","2007-07-26",78.150002
"143","2007-07-27",75.93
"144","2007-07-30",75.5
"145","2007-07-31",75.120003
"146","2007-08-01",74.449997
"147","2007-08-02",75.839996
"148","2007-08-03",75.050003
"149","2007-08-06",76.300003
"150","2007-08-07",76.889999
"151","2007-08-08",77.309998
"152","2007-08-09",75.779999
"153","2007-08-10",77.019997
"154","2007-08-13",77.769997
"155","2007-08-14",76.970001
"156","2007-08-15",78.389999
"157","2007-08-16",78.040001
"158","2007-08-17",79.550003
"159","2007-08-20",79.050003
"160","2007-08-21",77.620003
"161","2007-08-22",77.440002
"162","2007-08-23",77.370003
"163","2007-08-24",78.18
"164","2007-08-27",78.089996
"165","2007-08-28",78
"166","2007-08-29",79.150002
"167","2007-08-30",79.669998
"168","2007-08-31",80.589996
"169","2007-09-04",81.68
"170","2007-09-05",81
"171","2007-09-06",79.760002
"172","2007-09-07",79.059998
"173","2007-09-10",79.239998
