"","date","RBCAA"
"1","2007-01-03",23.942858
"2","2007-01-04",23.704762
"3","2007-01-05",23.142857
"4","2007-01-08",22.523809
"5","2007-01-09",22.838095
"6","2007-01-10",22.923809
"7","2007-01-11",23.019047
"8","2007-01-12",23.409523
"9","2007-01-16",23.038095
"10","2007-01-17",22.380953
"11","2007-01-18",21.904762
"12","2007-01-19",22.009523
"13","2007-01-22",21.704762
"14","2007-01-23",22.076191
"15","2007-01-24",22.552382
"16","2007-01-25",21.933332
"17","2007-01-26",22.209524
"18","2007-01-29",22.285715
"19","2007-01-30",22.4
"20","2007-01-31",22.580952
"21","2007-02-01",22.857143
"22","2007-02-02",23.076191
"23","2007-02-05",23.114286
"24","2007-02-06",23.323809
"25","2007-02-07",23.180952
"26","2007-02-08",23.238094
"27","2007-02-09",22.866667
"28","2007-02-12",22.742857
"29","2007-02-13",22.704762
"30","2007-02-14",22.428572
"31","2007-02-15",22.295238
"32","2007-02-16",22.076191
"33","2007-02-20",22.504763
"34","2007-02-21",22.552382
"35","2007-02-22",22.552382
"36","2007-02-23",22.447618
"37","2007-02-26",21.714285
"38","2007-02-27",20.228571
"39","2007-02-28",20.828571
"40","2007-03-01",20.961905
"41","2007-03-02",20.428572
"42","2007-03-05",20.009523
"43","2007-03-06",20.676191
"44","2007-03-07",20.409523
"45","2007-03-08",20.371429
"46","2007-03-09",20.4
"47","2007-03-12",20.799999
"48","2007-03-13",20.161905
"49","2007-03-14",20.333334
"50","2007-03-15",21.028572
"51","2007-03-16",20.609524
"52","2007-03-19",20.457144
"53","2007-03-20",20.952381
"54","2007-03-21",22.17
"55","2007-03-22",23.08
"56","2007-03-23",23.120001
"57","2007-03-26",23.08
"58","2007-03-27",22.76
"59","2007-03-28",22.25
"60","2007-03-29",22.280001
"61","2007-03-30",22.610001
"62","2007-04-02",22.41
"63","2007-04-03",22.440001
"64","2007-04-04",22.360001
"65","2007-04-05",22.27
"66","2007-04-09",22.26
"67","2007-04-10",21.879999
"68","2007-04-11",20.51
"69","2007-04-12",20.549999
"70","2007-04-13",20.35
"71","2007-04-16",20.690001
"72","2007-04-17",20.27
"73","2007-04-18",20.26
"74","2007-04-19",19.459999
"75","2007-04-20",19.48
"76","2007-04-23",19.299999
"77","2007-04-24",19.02
"78","2007-04-25",19.549999
"79","2007-04-26",19.25
"80","2007-04-27",19.09
"81","2007-04-30",18.290001
"82","2007-05-01",18.26
"83","2007-05-02",18.82
"84","2007-05-03",18.620001
"85","2007-05-04",18.43
"86","2007-05-07",18.139999
"87","2007-05-08",17.969999
"88","2007-05-09",18.120001
"89","2007-05-10",17.459999
"90","2007-05-11",17.92
"91","2007-05-14",17.629999
"92","2007-05-15",17.32
"93","2007-05-16",17.639999
"94","2007-05-17",17.620001
"95","2007-05-18",17.790001
"96","2007-05-21",18.040001
"97","2007-05-22",18.68
"98","2007-05-23",18.48
"99","2007-05-24",18.030001
"100","2007-05-25",18.540001
"101","2007-05-29",18.98
"102","2007-05-30",18.99
"103","2007-05-31",19.07
"104","2007-06-01",19.32
"105","2007-06-04",19.309999
"106","2007-06-05",18.98
"107","2007-06-06",18.790001
"108","2007-06-07",18.5
"109","2007-06-08",18.68
"110","2007-06-11",18.84
"111","2007-06-12",18.639999
"112","2007-06-13",18.75
"113","2007-06-14",18.370001
"114","2007-06-15",18.9
"115","2007-06-18",17.870001
"116","2007-06-19",18.209999
"117","2007-06-20",17.309999
"118","2007-06-21",16.84
"119","2007-06-22",16.370001
"120","2007-06-25",16.08
"121","2007-06-26",16.629999
"122","2007-06-27",17.25
"123","2007-06-28",17.08
"124","2007-06-29",16.59
"125","2007-07-02",16.809999
"126","2007-07-03",16.940001
