"","date","HGEN"
"1","2013-01-31",320
"2","2013-02-01",320
"3","2013-02-04",318
"4","2013-02-05",309.200012
"5","2013-02-06",310
"6","2013-02-07",310.399994
"7","2013-02-08",300
"8","2013-02-11",304.799988
"9","2013-02-12",290.799988
"10","2013-02-13",290
"11","2013-02-14",295.200012
"12","2013-02-15",288
"13","2013-02-19",288.399994
"14","2013-02-20",292
"15","2013-02-21",284.799988
"16","2013-02-22",284.799988
"17","2013-02-25",282.399994
"18","2013-02-26",275.600006
"19","2013-02-27",269.600006
"20","2013-02-28",264
"21","2013-03-01",262.799988
"22","2013-03-04",260
"23","2013-03-05",263.600006
"24","2013-03-06",256
"25","2013-03-07",263.200012
"26","2013-03-08",261.200012
"27","2013-03-11",259.600006
"28","2013-03-12",257.600006
"29","2013-03-13",256.799988
"30","2013-03-14",256
"31","2013-03-15",254.399994
"32","2013-03-18",247.600006
"33","2013-03-19",241.600006
"34","2013-03-20",244.800003
"35","2013-03-21",249.600006
"36","2013-03-22",252
"37","2013-03-25",244
"38","2013-03-26",244
"39","2013-03-27",246.800003
"40","2013-03-28",240
"41","2013-04-01",242
"42","2013-04-02",243.199997
"43","2013-04-03",240
"44","2013-04-04",240
"45","2013-04-05",237.199997
"46","2013-04-08",240
"47","2013-04-09",240
"48","2013-04-10",250
"49","2013-04-11",238.800003
"50","2013-04-12",236.800003
"51","2013-04-15",242.800003
"52","2013-04-16",242
"53","2013-04-17",236.800003
"54","2013-04-18",234.399994
"55","2013-04-19",238.800003
"56","2013-04-22",248.800003
"57","2013-04-23",247.600006
"58","2013-04-24",239.199997
"59","2013-04-25",240.399994
"60","2013-04-26",240
"61","2013-04-29",238.399994
"62","2013-04-30",240
"63","2013-05-01",236.800003
"64","2013-05-02",240
"65","2013-05-03",244
"66","2013-05-06",240
"67","2013-05-07",238.399994
"68","2013-05-08",235.600006
"69","2013-05-09",230.399994
"70","2013-05-10",224.399994
"71","2013-05-13",224
"72","2013-05-14",223.600006
"73","2013-05-15",236
"74","2013-05-16",242.800003
"75","2013-05-17",232.800003
"76","2013-05-20",232
"77","2013-05-21",234
"78","2013-05-22",229.199997
"79","2013-05-23",227.600006
"80","2013-05-24",234
"81","2013-05-28",235.600006
"82","2013-05-29",226.800003
"83","2013-05-30",227.199997
"84","2013-05-31",226.399994
"85","2013-06-03",223.600006
"86","2013-06-04",222.399994
"87","2013-06-05",217.600006
"88","2013-06-06",206
"89","2013-06-07",202.399994
"90","2013-06-10",202
"91","2013-06-11",195.600006
"92","2013-06-12",196
"93","2013-06-13",201.199997
"94","2013-06-14",200.800003
"95","2013-06-17",199.199997
"96","2013-06-18",203.199997
"97","2013-06-19",200.399994
"98","2013-06-20",198.399994
"99","2013-06-21",198
"100","2013-06-24",196
"101","2013-06-25",201.199997
"102","2013-06-26",199.600006
"103","2013-06-27",200.399994
"104","2013-06-28",226.399994
"105","2013-07-01",210
"106","2013-07-02",205.199997
"107","2013-07-03",209.600006
"108","2013-07-05",231.199997
"109","2013-07-08",232.800003
"110","2013-07-09",232.399994
"111","2013-07-10",234
"112","2013-07-11",233.600006
"113","2013-07-12",233.600006
"114","2013-07-15",232.800003
"115","2013-07-16",238
"116","2013-07-17",239.199997
"117","2013-07-18",234.800003
"118","2013-07-19",233.199997
"119","2013-07-22",234.800003
"120","2013-07-23",232.800003
"121","2013-07-24",236.800003
"122","2013-07-25",236.800003
"123","2013-07-26",235.199997
"124","2013-07-29",230.800003
"125","2013-07-30",230
"126","2013-07-31",240.800003
"127","2013-08-01",235.199997
"128","2013-08-02",234
"129","2013-08-05",258.399994
"130","2013-08-06",251.600006
"131","2013-08-07",246
"132","2013-08-08",244.800003
"133","2013-08-09",251.199997
"134","2013-08-12",248.399994
"135","2013-08-13",245.600006
"136","2013-08-14",246
"137","2013-08-15",242.800003
"138","2013-08-16",242.399994
"139","2013-08-19",226.800003
"140","2013-08-20",216
"141","2013-08-21",205.199997
"142","2013-08-22",226
"143","2013-08-23",231.199997
"144","2013-08-26",230.399994
"145","2013-08-27",211.600006
"146","2013-08-28",212.800003
"147","2013-08-29",222.800003
"148","2013-08-30",222.800003
"149","2013-09-03",228.800003
"150","2013-09-04",233.199997
"151","2013-09-05",230
"152","2013-09-06",232
"153","2013-09-09",234.800003
"154","2013-09-10",231.199997
"155","2013-09-11",230
"156","2013-09-12",230
"157","2013-09-13",226.800003
"158","2013-09-16",228.399994
"159","2013-09-17",228.399994
"160","2013-09-18",230
"161","2013-09-19",225.199997
"162","2013-09-20",205.600006
"163","2013-09-23",209.600006
"164","2013-09-24",218.399994
"165","2013-09-25",185.199997
"166","2013-09-26",178
"167","2013-09-27",178.399994
"168","2013-09-30",180.800003
"169","2013-10-01",187.199997
"170","2013-10-02",185.199997
"171","2013-10-03",186
"172","2013-10-04",192.800003
"173","2013-10-07",190
"174","2013-10-08",183.199997
"175","2013-10-09",178
"176","2013-10-10",177.600006
"177","2013-10-11",179.600006
"178","2013-10-14",176
"179","2013-10-15",176.399994
"180","2013-10-16",180.800003
"181","2013-10-17",179.600006
"182","2013-10-18",176.800003
"183","2013-10-21",176.399994
"184","2013-10-22",166
"185","2013-10-23",164.800003
"186","2013-10-24",164.399994
"187","2013-10-25",168
"188","2013-10-28",170
"189","2013-10-29",174
"190","2013-10-30",169.199997
"191","2013-10-31",160.399994
"192","2013-11-01",162.399994
"193","2013-11-04",160
"194","2013-11-05",154
"195","2013-11-06",154
"196","2013-11-07",156
"197","2013-11-08",158
"198","2013-11-11",167.600006
"199","2013-11-12",163.199997
"200","2013-11-13",166
"201","2013-11-14",165.600006
"202","2013-11-15",164.399994
"203","2013-11-18",163.199997
"204","2013-11-19",162
"205","2013-11-20",164
"206","2013-11-21",166.800003
"207","2013-11-22",168
"208","2013-11-25",172.399994
"209","2013-11-26",168.800003
"210","2013-11-27",171.199997
"211","2013-11-29",169.600006
"212","2013-12-02",166.800003
"213","2013-12-03",166.800003
"214","2013-12-04",167.199997
"215","2013-12-05",162
"216","2013-12-06",168.800003
"217","2013-12-09",161.199997
"218","2013-12-10",155.600006
"219","2013-12-11",151.600006
"220","2013-12-12",146.800003
"221","2013-12-13",146.399994
"222","2013-12-16",148
"223","2013-12-17",149.199997
"224","2013-12-18",149.600006
"225","2013-12-19",158.800003
"226","2013-12-20",164
"227","2013-12-23",164.399994
"228","2013-12-24",166
"229","2013-12-26",166
"230","2013-12-27",170
"231","2013-12-30",175.199997
"232","2013-12-31",176.800003
"233","2014-01-02",175.600006
"234","2014-01-03",176
"235","2014-01-06",171.199997
"236","2014-01-07",176.800003
"237","2014-01-08",174
"238","2014-01-09",175.199997
"239","2014-01-10",179.600006
"240","2014-01-13",183.199997
"241","2014-01-14",206
"242","2014-01-15",216.800003
"243","2014-01-16",213.199997
"244","2014-01-17",216.399994
"245","2014-01-21",214.399994
"246","2014-01-22",215.199997
"247","2014-01-23",215.600006
"248","2014-01-24",212.800003
"249","2014-01-27",186
"250","2014-01-28",192
"251","2014-01-29",186
"252","2014-01-30",133.199997
"253","2014-01-31",124.800003
"254","2014-02-03",116
"255","2014-02-04",104.400002
"256","2014-02-05",107.199997
"257","2014-02-06",110
"258","2014-02-07",113.199997
"259","2014-02-10",117.199997
"260","2014-02-11",121.599998
"261","2014-02-12",118.800003
"262","2014-02-13",119.199997
"263","2014-02-14",118.400002
"264","2014-02-18",126
"265","2014-02-19",124.800003
"266","2014-02-20",122
"267","2014-02-21",124.800003
"268","2014-02-24",124.800003
"269","2014-02-25",124.800003
"270","2014-02-26",125.599998
"271","2014-02-27",127.199997
"272","2014-02-28",130
"273","2014-03-03",132
"274","2014-03-04",136.399994
"275","2014-03-05",144.399994
"276","2014-03-06",141.199997
"277","2014-03-07",134.399994
"278","2014-03-10",134.399994
"279","2014-03-11",130
"280","2014-03-12",128.800003
"281","2014-03-13",127.199997
"282","2014-03-14",120.800003
"283","2014-03-17",121.199997
"284","2014-03-18",122.400002
"285","2014-03-19",125.199997
"286","2014-03-20",124.800003
"287","2014-03-21",120.800003
"288","2014-03-24",119.199997
"289","2014-03-25",115.199997
"290","2014-03-26",113.599998
"291","2014-03-27",109.199997
"292","2014-03-28",108
"293","2014-03-31",108.400002
"294","2014-04-01",108
"295","2014-04-02",105.599998
"296","2014-04-03",101.199997
"297","2014-04-04",96.400002
"298","2014-04-07",96.800003
"299","2014-04-08",96.800003
"300","2014-04-09",99.599998
"301","2014-04-10",95.599998
"302","2014-04-11",91.199997
"303","2014-04-14",90
"304","2014-04-15",88.800003
"305","2014-04-16",94.400002
"306","2014-04-17",92.400002
"307","2014-04-21",100
"308","2014-04-22",104.800003
"309","2014-04-23",96
"310","2014-04-24",95.599998
"311","2014-04-25",90
"312","2014-04-28",88
"313","2014-04-29",90
"314","2014-04-30",90.800003
"315","2014-05-01",91.199997
"316","2014-05-02",90
"317","2014-05-05",90.800003
"318","2014-05-06",87.199997
"319","2014-05-07",84
"320","2014-05-08",84
"321","2014-05-09",75.599998
"322","2014-05-12",74
"323","2014-05-13",77.199997
"324","2014-05-14",78
"325","2014-05-15",76.400002
"326","2014-05-16",75.199997
"327","2014-05-19",71.199997
"328","2014-05-20",71.599998
"329","2014-05-21",72.800003
"330","2014-05-22",75.199997
"331","2014-05-23",75.199997
"332","2014-05-27",76
"333","2014-05-28",80
"334","2014-05-29",77.599998
"335","2014-05-30",75.199997
"336","2014-06-02",71.199997
"337","2014-06-03",70
"338","2014-06-04",68.800003
"339","2014-06-05",68
"340","2014-06-06",69.599998
"341","2014-06-09",75.599998
"342","2014-06-10",85.199997
"343","2014-06-11",89.199997
"344","2014-06-12",89.199997
"345","2014-06-13",84
"346","2014-06-16",82.800003
"347","2014-06-17",86
"348","2014-06-18",84
"349","2014-06-19",82
"350","2014-06-20",82.800003
"351","2014-06-23",84.400002
"352","2014-06-24",87.199997
"353","2014-06-25",86.400002
"354","2014-06-26",89.199997
"355","2014-06-27",94
"356","2014-06-30",91.199997
"357","2014-07-01",93.199997
"358","2014-07-02",92.400002
"359","2014-07-03",93.199997
"360","2014-07-07",86.400002
"361","2014-07-08",81.599998
"362","2014-07-09",82.400002
"363","2014-07-10",80
"364","2014-07-11",80.800003
"365","2014-07-14",80.800003
"366","2014-07-15",80.400002
"367","2014-07-16",78
"368","2014-07-17",76.800003
"369","2014-07-18",76.400002
"370","2014-07-21",75.599998
"371","2014-07-22",76.400002
"372","2014-07-23",78
"373","2014-07-24",80.800003
"374","2014-07-25",78
"375","2014-07-28",77.199997
"376","2014-07-29",65.599998
"377","2014-07-30",66.800003
"378","2014-07-31",66
"379","2014-08-01",66.400002
"380","2014-08-04",64.400002
"381","2014-08-05",64.800003
"382","2014-08-06",65.199997
"383","2014-08-07",64
"384","2014-08-08",62.799999
"385","2014-08-11",63.599998
