"","date","INMD"
"1","2019-08-08",13.57
"2","2019-08-09",14.02
"3","2019-08-12",13.75
"4","2019-08-13",14
"5","2019-08-14",16.25
"6","2019-08-15",18.25
"7","2019-08-16",19.9
"8","2019-08-19",20.5
"9","2019-08-20",21.85
"10","2019-08-21",22.6
"11","2019-08-22",22.780001
"12","2019-08-23",20.610001
"13","2019-08-26",21.549999
"14","2019-08-27",21.41
"15","2019-08-28",21.6
"16","2019-08-29",21.65
"17","2019-08-30",19.9
"18","2019-09-03",22.389999
"19","2019-09-04",25.27
"20","2019-09-05",26.719999
"21","2019-09-06",24.139999
"22","2019-09-09",26.049999
"23","2019-09-10",25.200001
"24","2019-09-11",26.84
"25","2019-09-12",27.34
"26","2019-09-13",28.48
"27","2019-09-16",27.530001
"28","2019-09-17",27.48
"29","2019-09-18",27.75
"30","2019-09-19",27.290001
"31","2019-09-20",26.07
"32","2019-09-23",27.07
"33","2019-09-24",26.74
"34","2019-09-25",27.02
"35","2019-09-26",26.48
"36","2019-09-27",22.24
"37","2019-09-30",21.51
"38","2019-10-01",22.51
"39","2019-10-02",22.02
"40","2019-10-03",22.51
"41","2019-10-04",24.530001
"42","2019-10-07",24.030001
"43","2019-10-08",23
"44","2019-10-09",23.700001
"45","2019-10-10",23.52
"46","2019-10-11",24.360001
"47","2019-10-14",27.17
"48","2019-10-15",25.959999
"49","2019-10-16",25.15
"50","2019-10-17",26.030001
"51","2019-10-18",25.950001
"52","2019-10-21",27.57
"53","2019-10-22",29.82
"54","2019-10-23",30.809999
"55","2019-10-24",30.209999
"56","2019-10-25",31.5
"57","2019-10-28",31.27
"58","2019-10-29",30.68
"59","2019-10-30",31.66
"60","2019-10-31",30.76
"61","2019-11-01",32.099998
"62","2019-11-04",33.970001
"63","2019-11-05",40.66
"64","2019-11-06",38.860001
"65","2019-11-07",41.610001
"66","2019-11-08",40.439999
"67","2019-11-11",45.41
"68","2019-11-12",43.950001
"69","2019-11-13",43.200001
"70","2019-11-14",45.900002
"71","2019-11-15",49.439999
"72","2019-11-18",52.23
"73","2019-11-19",55.84
"74","2019-11-20",52.68
"75","2019-11-21",46.66
"76","2019-11-22",41.549999
"77","2019-11-25",47.66
"78","2019-11-26",51.490002
"79","2019-11-27",54.639999
"80","2019-11-29",50.66
"81","2019-12-02",49.009998
"82","2019-12-03",43.990002
"83","2019-12-04",42.880001
"84","2019-12-05",43.57
"85","2019-12-06",47.419998
"86","2019-12-09",42.700001
"87","2019-12-10",44.400002
"88","2019-12-11",42.650002
"89","2019-12-12",38.950001
"90","2019-12-13",38.84
"91","2019-12-16",41.82
"92","2019-12-17",43.200001
"93","2019-12-18",42.099998
"94","2019-12-19",44.43
"95","2019-12-20",41.5
"96","2019-12-23",40.57
"97","2019-12-24",38.290001
"98","2019-12-26",38.080002
"99","2019-12-27",39.02
"100","2019-12-30",38.52
"101","2019-12-31",39.200001
"102","2020-01-02",38.110001
"103","2020-01-03",36.849998
"104","2020-01-06",35.040001
"105","2020-01-07",38.009998
"106","2020-01-08",38.040001
"107","2020-01-09",41.23
"108","2020-01-10",42.139999
"109","2020-01-13",44.740002
"110","2020-01-14",41.490002
"111","2020-01-15",42.360001
"112","2020-01-16",44.720001
"113","2020-01-17",45.049999
"114","2020-01-21",46.990002
"115","2020-01-22",46.150002
"116","2020-01-23",49.75
"117","2020-01-24",48.900002
"118","2020-01-27",43.900002
"119","2020-01-28",47.27
"120","2020-01-29",48.23
"121","2020-01-30",46.549999
"122","2020-01-31",43.330002
"123","2020-02-03",44.5
"124","2020-02-04",48.869999
"125","2020-02-05",44.419998
"126","2020-02-06",42.91
"127","2020-02-07",42.810001
"128","2020-02-10",45.189999
"129","2020-02-11",45.650002
"130","2020-02-12",44.169998
"131","2020-02-13",44.139999
"132","2020-02-14",43.959999
"133","2020-02-18",40.689999
"134","2020-02-19",39.07
"135","2020-02-20",39.959999
"136","2020-02-21",39
"137","2020-02-24",35.939999
"138","2020-02-25",33.639999
"139","2020-02-26",34.279999
"140","2020-02-27",32.919998
"141","2020-02-28",32.939999
"142","2020-03-02",32.990002
"143","2020-03-03",29.379999
"144","2020-03-04",32.700001
"145","2020-03-05",31.190001
"146","2020-03-06",31.76
"147","2020-03-09",27.58
"148","2020-03-10",27.58
"149","2020-03-11",24.4
"150","2020-03-12",20.049999
"151","2020-03-13",19.690001
"152","2020-03-16",15.84
"153","2020-03-17",14.86
"154","2020-03-18",15.72
"155","2020-03-19",17.83
"156","2020-03-20",17.26
"157","2020-03-23",17.959999
"158","2020-03-24",20.58
"159","2020-03-25",22.719999
"160","2020-03-26",24.35
"161","2020-03-27",22.040001
"162","2020-03-30",21.040001
"163","2020-03-31",21.5
"164","2020-04-01",19.92
"165","2020-04-02",20.610001
"166","2020-04-03",19.35
"167","2020-04-06",22.17
"168","2020-04-07",21.98
"169","2020-04-08",23.48
"170","2020-04-09",24.5
"171","2020-04-13",24.459999
"172","2020-04-14",24.940001
"173","2020-04-15",23.91
"174","2020-04-16",22.700001
"175","2020-04-17",24.42
"176","2020-04-20",24.51
"177","2020-04-21",22.85
"178","2020-04-22",22.370001
"179","2020-04-23",22.98
"180","2020-04-24",22.5
"181","2020-04-27",24.059999
"182","2020-04-28",23.41
"183","2020-04-29",25.290001
"184","2020-04-30",26.02
"185","2020-05-01",24.1
"186","2020-05-04",24.32
"187","2020-05-05",26.01
"188","2020-05-06",25
"189","2020-05-07",24.040001
"190","2020-05-08",25.879999
"191","2020-05-11",28.18
"192","2020-05-12",26.01
"193","2020-05-13",23.719999
"194","2020-05-14",23.66
"195","2020-05-15",24.059999
"196","2020-05-18",25.91
"197","2020-05-19",25.709999
"198","2020-05-20",26.780001
"199","2020-05-21",27.030001
"200","2020-05-22",26.200001
"201","2020-05-26",26.68
"202","2020-05-27",26.629999
"203","2020-05-28",28.610001
"204","2020-05-29",29.309999
"205","2020-06-01",30.25
"206","2020-06-02",31.040001
"207","2020-06-03",32.700001
"208","2020-06-04",33.970001
"209","2020-06-05",33.91
"210","2020-06-08",34.990002
"211","2020-06-09",33.130001
"212","2020-06-10",32.630001
"213","2020-06-11",28.860001
"214","2020-06-12",29.790001
"215","2020-06-15",30.559999
"216","2020-06-16",31.66
"217","2020-06-17",31.15
"218","2020-06-18",30.809999
"219","2020-06-19",30.41
"220","2020-06-22",30.809999
"221","2020-06-23",31.15
"222","2020-06-24",29.889999
"223","2020-06-25",28.559999
"224","2020-06-26",27.98
"225","2020-06-29",27.889999
"226","2020-06-30",28.32
"227","2020-07-01",27.969999
"228","2020-07-02",28.07
"229","2020-07-06",30.32
"230","2020-07-07",28.540001
"231","2020-07-08",28.66
"232","2020-07-09",26.67
"233","2020-07-10",25.82
"234","2020-07-13",28.549999
"235","2020-07-14",32.360001
"236","2020-07-15",34.419998
"237","2020-07-16",34.470001
"238","2020-07-17",34.209999
"239","2020-07-20",35.599998
"240","2020-07-21",33.73
"241","2020-07-22",32.27
"242","2020-07-23",32.66
"243","2020-07-24",31.790001
"244","2020-07-27",32.639999
"245","2020-07-28",31.75
"246","2020-07-29",32.060001
"247","2020-07-30",32.77
"248","2020-07-31",32.360001
"249","2020-08-03",33.5
"250","2020-08-04",32.919998
"251","2020-08-05",32.330002
"252","2020-08-06",31.040001
"253","2020-08-07",31.77
"254","2020-08-10",30.93
"255","2020-08-11",31.120001
"256","2020-08-12",31.379999
"257","2020-08-13",31.99
"258","2020-08-14",31.51
"259","2020-08-17",33.639999
"260","2020-08-18",34
"261","2020-08-19",34.380001
"262","2020-08-20",32.869999
"263","2020-08-21",31.66
"264","2020-08-24",31.450001
"265","2020-08-25",32.389999
"266","2020-08-26",32.07
"267","2020-08-27",32.349998
"268","2020-08-28",31.809999
"269","2020-08-31",31.629999
"270","2020-09-01",30.799999
"271","2020-09-02",35.560001
"272","2020-09-03",34.84
"273","2020-09-04",33.09
"274","2020-09-08",32.07
"275","2020-09-09",33.849998
"276","2020-09-10",33.880001
"277","2020-09-11",33.93
"278","2020-09-14",36.049999
"279","2020-09-15",37.02
"280","2020-09-16",36.310001
"281","2020-09-17",36.509998
"282","2020-09-18",36.220001
"283","2020-09-21",34.799999
