"","date","SANM"
"1","2007-01-03",20.82
"2","2007-01-04",21.18
"3","2007-01-05",20.639999
"4","2007-01-08",20.639999
"5","2007-01-09",20.52
"6","2007-01-10",20.1
"7","2007-01-11",20.34
"8","2007-01-12",20.639999
"9","2007-01-16",20.639999
"10","2007-01-17",20.1
"11","2007-01-18",19.68
"12","2007-01-19",20.34
"13","2007-01-22",20.16
"14","2007-01-23",20.34
"15","2007-01-24",20.459999
"16","2007-01-25",20.58
"17","2007-01-26",21.42
"18","2007-01-29",21
"19","2007-01-30",21
"20","2007-01-31",21
"21","2007-02-01",20.82
"22","2007-02-02",21.059999
"23","2007-02-05",20.879999
"24","2007-02-06",21.059999
"25","2007-02-07",21.540001
"26","2007-02-08",21.66
"27","2007-02-09",21.780001
"28","2007-02-12",21.9
"29","2007-02-13",22.379999
"30","2007-02-14",22.440001
"31","2007-02-15",22.68
"32","2007-02-16",22.799999
"33","2007-02-20",22.799999
"34","2007-02-21",23.1
"35","2007-02-22",23.040001
"36","2007-02-23",23.34
"37","2007-02-26",23.459999
"38","2007-02-27",21.9
"39","2007-02-28",22.26
"40","2007-03-01",22.139999
"41","2007-03-02",21.42
"42","2007-03-05",21
"43","2007-03-06",21.299999
"44","2007-03-07",21.719999
"45","2007-03-08",21.959999
"46","2007-03-09",22.799999
"47","2007-03-12",22.620001
"48","2007-03-13",22.32
"49","2007-03-14",22.440001
"50","2007-03-15",22.32
"51","2007-03-16",22.440001
"52","2007-03-19",22.440001
"53","2007-03-20",22.139999
"54","2007-03-21",22.559999
"55","2007-03-22",22.379999
"56","2007-03-23",22.200001
"57","2007-03-26",22.139999
"58","2007-03-27",22.139999
"59","2007-03-28",21.540001
"60","2007-03-29",21.360001
"61","2007-03-30",21.719999
"62","2007-04-02",22.200001
"63","2007-04-03",21.9
"64","2007-04-04",22.559999
"65","2007-04-05",22.860001
"66","2007-04-09",21.540001
"67","2007-04-10",21.66
"68","2007-04-11",21.299999
"69","2007-04-12",21.66
"70","2007-04-13",21.360001
"71","2007-04-16",22.26
"72","2007-04-17",21.6
"73","2007-04-18",22.32
"74","2007-04-19",22.139999
"75","2007-04-20",22.98
"76","2007-04-23",22.92
"77","2007-04-24",22.620001
"78","2007-04-25",21.24
"79","2007-04-26",21.18
"80","2007-04-27",21.059999
"81","2007-04-30",20.700001
"82","2007-05-01",21.059999
"83","2007-05-02",21.66
"84","2007-05-03",21.540001
"85","2007-05-04",21.6
"86","2007-05-07",21.059999
"87","2007-05-08",21.299999
"88","2007-05-09",21.9
"89","2007-05-10",21
"90","2007-05-11",21.299999
"91","2007-05-14",21.42
"92","2007-05-15",21.120001
"93","2007-05-16",21.299999
"94","2007-05-17",21.360001
"95","2007-05-18",21.6
"96","2007-05-21",21.719999
"97","2007-05-22",21.6
"98","2007-05-23",21.120001
"99","2007-05-24",20.879999
"100","2007-05-25",20.82
"101","2007-05-29",21.24
"102","2007-05-30",21
"103","2007-05-31",21.42
"104","2007-06-01",21.299999
"105","2007-06-04",22.5
"106","2007-06-05",22.200001
"107","2007-06-06",21.48
"108","2007-06-07",21.360001
"109","2007-06-08",21.18
"110","2007-06-11",21.120001
"111","2007-06-12",20.700001
"112","2007-06-13",20.82
"113","2007-06-14",20.879999
"114","2007-06-15",21
"115","2007-06-18",20.82
"116","2007-06-19",20.76
"117","2007-06-20",20.16
"118","2007-06-21",20.459999
"119","2007-06-22",20.34
"120","2007-06-25",19.799999
"121","2007-06-26",19.5
"122","2007-06-27",19.559999
"123","2007-06-28",19.32
"124","2007-06-29",18.780001
"125","2007-07-02",19.440001
"126","2007-07-03",19.68
"127","2007-07-05",19.200001
"128","2007-07-06",19.02
"129","2007-07-09",19.26
"130","2007-07-10",19.08
"131","2007-07-11",19.200001
"132","2007-07-12",19.620001
"133","2007-07-13",19.559999
"134","2007-07-16",19.32
"135","2007-07-17",19.440001
"136","2007-07-18",19.26
"137","2007-07-19",19.559999
"138","2007-07-20",19.5
"139","2007-07-23",19.26
"140","2007-07-24",19.139999
"141","2007-07-25",18.9
"142","2007-07-26",17.16
"143","2007-07-27",16.200001
"144","2007-07-30",16.32
"145","2007-07-31",16.5
"146","2007-08-01",16.74
"147","2007-08-02",16.08
"148","2007-08-03",14.88
"149","2007-08-06",14.1
"150","2007-08-07",12.96
"151","2007-08-08",12.72
"152","2007-08-09",12.06
"153","2007-08-10",11.7
"154","2007-08-13",12.06
"155","2007-08-14",11.82
"156","2007-08-15",11.94
