"","date","GDEN"
"1","2007-01-03",20.559999
"2","2007-01-04",19.84
"3","2007-01-05",19.780001
"4","2007-01-08",19.059999
"5","2007-01-09",18.799999
"6","2007-01-10",18.940001
"7","2007-01-11",19
"8","2007-01-12",18.879999
"9","2007-01-16",18.559999
"10","2007-01-17",18.24
"11","2007-01-18",17.84
"12","2007-01-19",17.639999
"13","2007-01-22",17.639999
"14","2007-01-23",17.74
"15","2007-01-24",17.9
"16","2007-01-25",17.299999
"17","2007-01-26",16.58
"18","2007-01-29",16.76
"19","2007-01-30",16.940001
"20","2007-01-31",17.120001
"21","2007-02-01",17
"22","2007-02-02",16.940001
"23","2007-02-05",16.76
"24","2007-02-06",16.780001
"25","2007-02-07",17.6
"26","2007-02-08",16.780001
"27","2007-02-09",16.299999
"28","2007-02-12",16.639999
"29","2007-02-13",17.440001
"30","2007-02-14",17.719999
"31","2007-02-15",17.5
"32","2007-02-16",17.459999
"33","2007-02-20",17.84
"34","2007-02-21",17.719999
"35","2007-02-22",18.639999
"36","2007-02-23",18.280001
"37","2007-02-26",18.059999
"38","2007-02-27",17.68
"39","2007-02-28",17.82
"40","2007-03-01",17.959999
"41","2007-03-02",17.639999
"42","2007-03-05",17.48
"43","2007-03-06",18.799999
"44","2007-03-07",18.559999
"45","2007-03-08",18.799999
"46","2007-03-09",19.379999
"47","2007-03-12",19.34
"48","2007-03-13",19
"49","2007-03-14",19.48
"50","2007-03-15",19.76
"51","2007-03-16",20.280001
"52","2007-03-19",20.940001
"53","2007-03-20",21.200001
"54","2007-03-21",22.42
"55","2007-03-22",22.620001
"56","2007-03-23",23.08
"57","2007-03-26",23.16
"58","2007-03-27",22.52
"59","2007-03-28",22.139999
"60","2007-03-29",21.940001
"61","2007-03-30",22.299999
"62","2007-04-02",22.360001
"63","2007-04-03",22.34
"64","2007-04-04",22.459999
"65","2007-04-05",22.58
"66","2007-04-09",22.5
"67","2007-04-10",23.120001
"68","2007-04-11",23.1
"69","2007-04-12",23.52
"70","2007-04-13",24.4
"71","2007-04-16",24.6
"72","2007-04-17",24.059999
"73","2007-04-18",23.98
"74","2007-04-19",23.82
"75","2007-04-20",24.559999
"76","2007-04-23",25.040001
"77","2007-04-24",26.379999
"78","2007-04-25",26.08
"79","2007-04-26",26
"80","2007-04-27",25.860001
"81","2007-04-30",24.76
"82","2007-05-01",24.16
"83","2007-05-02",24.959999
"84","2007-05-03",24.5
"85","2007-05-04",24.42
"86","2007-05-07",23.719999
"87","2007-05-08",23.4
"88","2007-05-09",23.540001
"89","2007-05-10",23.4
"90","2007-05-11",23.959999
"91","2007-05-14",22.32
"92","2007-05-15",21.540001
"93","2007-05-16",21.74
"94","2007-05-17",20.92
"95","2007-05-18",21.040001
"96","2007-05-21",23.379999
"97","2007-05-22",23.58
"98","2007-05-23",23.879999
"99","2007-05-24",23.1
"100","2007-05-25",22.780001
"101","2007-05-29",22.16
"102","2007-05-30",22.18
"103","2007-05-31",22.799999
"104","2007-06-01",23.040001
"105","2007-06-04",23.08
"106","2007-06-05",22.639999
"107","2007-06-06",23.08
"108","2007-06-07",22.639999
"109","2007-06-08",23.540001
"110","2007-06-11",23.860001
"111","2007-06-12",23.280001
"112","2007-06-13",22.92
"113","2007-06-14",23.559999
"114","2007-06-15",24.139999
"115","2007-06-18",23.98
"116","2007-06-19",23.9
"117","2007-06-20",23.540001
"118","2007-06-21",23.4
"119","2007-06-22",23.74
"120","2007-06-25",24.440001
"121","2007-06-26",24.4
"122","2007-06-27",25
"123","2007-06-28",24.459999
"124","2007-06-29",23.620001
"125","2007-07-02",24
"126","2007-07-03",24.639999
"127","2007-07-05",24.5
"128","2007-07-06",24.26
"129","2007-07-09",24.059999
"130","2007-07-10",23.92
"131","2007-07-11",23.74
"132","2007-07-12",24.1
"133","2007-07-13",24.120001
"134","2007-07-16",23.639999
"135","2007-07-17",24.040001
"136","2007-07-18",23.559999
"137","2007-07-19",23.5
"138","2007-07-20",22.879999
"139","2007-07-23",22.82
"140","2007-07-24",22.200001
"141","2007-07-25",21.9
"142","2007-07-26",21.1
"143","2007-07-27",20.700001
"144","2007-07-30",20.940001
"145","2007-07-31",21.84
"146","2007-08-01",23
"147","2007-08-02",23.58
"148","2007-08-03",23.24
"149","2007-08-06",23.24
"150","2007-08-07",23.76
"151","2007-08-08",23.440001
"152","2007-08-09",24.379999
"153","2007-08-10",23.719999
"154","2007-08-13",23.280001
"155","2007-08-14",22.82
"156","2007-08-15",23.040001
"157","2007-08-16",22.799999
"158","2007-08-17",22.68
"159","2007-08-20",22.440001
"160","2007-08-21",21.959999
"161","2007-08-22",22.24
"162","2007-08-23",21.98
"163","2007-08-24",22.6
"164","2007-08-27",22.58
"165","2007-08-28",21.799999
"166","2007-08-29",22.4
"167","2007-08-30",21.700001
"168","2007-08-31",21.68
"169","2007-09-04",21.52
"170","2007-09-05",22.1
"171","2007-09-06",22.16
"172","2007-09-07",21.360001
"173","2007-09-10",21.559999
"174","2007-09-11",20.860001
"175","2007-09-12",20.280001
"176","2007-09-13",20.280001
"177","2007-09-14",20
"178","2007-09-17",19.66
"179","2007-09-18",19.540001
"180","2007-09-19",19.879999
"181","2007-09-20",20.08
"182","2007-09-21",19.98
"183","2007-09-24",19.58
"184","2007-09-25",19.4
"185","2007-09-26",19
"186","2007-09-27",19.48
"187","2007-09-28",19.059999
"188","2007-10-01",19.639999
"189","2007-10-02",19.52
"190","2007-10-03",18.440001
"191","2007-10-04",19.040001
"192","2007-10-05",18.98
"193","2007-10-08",18.66
"194","2007-10-09",18.92
"195","2007-10-10",19
"196","2007-10-11",18.879999
"197","2007-10-12",18.360001
"198","2007-10-15",18.24
"199","2007-10-16",18.08
"200","2007-10-17",18.26
"201","2007-10-18",18.059999
"202","2007-10-19",17.559999
"203","2007-10-22",18.1
"204","2007-10-23",18.68
"205","2007-10-24",17.92
"206","2007-10-25",17.459999
"207","2007-10-26",18.02
"208","2007-10-29",17.5
