"","date","VYGR"
"112","2016-04-22",12.16
"113","2016-04-25",12.97
"114","2016-04-26",13
"115","2016-04-27",12.49
"116","2016-04-28",12.67
"117","2016-04-29",11.65
"118","2016-05-02",12.48
"119","2016-05-03",12.07
"120","2016-05-04",12.03
"121","2016-05-05",11.81
"122","2016-05-06",12.15
"123","2016-05-09",12.22
"124","2016-05-10",13.03
"125","2016-05-11",12.68
"126","2016-05-12",11.82
"127","2016-05-13",11.86
"128","2016-05-16",11.04
"129","2016-05-17",11.01
"130","2016-05-18",11
"131","2016-05-19",11.33
"132","2016-05-20",11.83
"133","2016-05-23",12
"134","2016-05-24",12.5
"135","2016-05-25",12.76
"136","2016-05-26",12.78
"137","2016-05-27",13.66
"138","2016-05-31",13.88
"139","2016-06-01",13.71
"140","2016-06-02",13.78
"141","2016-06-03",13.4
"142","2016-06-06",13.99
"143","2016-06-07",13.79
"144","2016-06-08",14.06
"145","2016-06-09",15.19
"146","2016-06-10",14.89
"147","2016-06-13",14.14
"148","2016-06-14",13.71
"149","2016-06-15",13.7
"150","2016-06-16",14.03
"151","2016-06-17",14.27
"152","2016-06-20",14.48
"153","2016-06-21",13.14
"154","2016-06-22",12.24
"155","2016-06-23",12.51
"156","2016-06-24",12.52
"157","2016-06-27",10.7
"158","2016-06-28",10.81
"159","2016-06-29",10.63
"160","2016-06-30",10.99
"161","2016-07-01",11.16
"162","2016-07-05",10.94
"163","2016-07-06",11.32
"164","2016-07-07",11.35
"165","2016-07-08",11.71
"166","2016-07-11",12.09
"167","2016-07-12",12.33
"168","2016-07-13",11.81
"169","2016-07-14",11.93
"170","2016-07-15",12.69
"171","2016-07-18",12.54
"172","2016-07-19",12.46
"173","2016-07-20",12.71
"174","2016-07-21",12.66
"175","2016-07-22",13.86
"176","2016-07-25",13.79
"177","2016-07-26",14.27
"178","2016-07-27",14.24
"179","2016-07-28",14.28
"180","2016-07-29",14.74
"181","2016-08-01",14.48
"182","2016-08-02",14.02
"183","2016-08-03",14.27
"184","2016-08-04",15.11
"185","2016-08-05",16.129999
"186","2016-08-08",16.26
"187","2016-08-09",16.209999
"188","2016-08-10",15.52
"189","2016-08-11",15.67
"190","2016-08-12",15.98
"191","2016-08-15",16.02
"192","2016-08-16",15.96
"193","2016-08-17",16.26
"194","2016-08-18",15.97
"195","2016-08-19",15.33
"196","2016-08-22",14.28
"197","2016-08-23",13.76
"198","2016-08-24",13.15
"199","2016-08-25",12.83
"200","2016-08-26",12.57
"201","2016-08-29",12.47
"202","2016-08-30",12.27
"203","2016-08-31",12.17
"204","2016-09-01",12.23
"205","2016-09-02",11.69
"206","2016-09-06",11.77
"207","2016-09-07",12.52
"208","2016-09-08",12.86
"209","2016-09-09",12.68
"210","2016-09-12",13.58
"211","2016-09-13",13.44
"212","2016-09-14",13.67
"213","2016-09-15",14.09
"214","2016-09-16",14.26
"215","2016-09-19",13.75
"216","2016-09-20",13.71
"217","2016-09-21",13.86
"218","2016-09-22",13.89
"219","2016-09-23",13.85
"220","2016-09-26",13.74
"221","2016-09-27",13.9
"222","2016-09-28",13.48
"223","2016-09-29",11.86
"224","2016-09-30",12.01
"225","2016-10-03",11.94
"226","2016-10-04",12.05
"227","2016-10-05",12.31
"228","2016-10-06",12.1
"229","2016-10-07",11.84
"230","2016-10-10",12.08
"231","2016-10-11",11.64
"232","2016-10-12",11.27
"233","2016-10-13",11.1
"234","2016-10-14",11.07
"235","2016-10-17",11.06
"236","2016-10-18",12.32
"237","2016-10-19",12.11
"238","2016-10-20",12.82
"239","2016-10-21",12.45
"240","2016-10-24",12.75
"241","2016-10-25",12.76
"242","2016-10-26",12.45
"243","2016-10-27",12.05
"244","2016-10-28",12.2
"245","2016-10-31",12
"246","2016-11-01",11.94
"247","2016-11-02",11.59
"248","2016-11-03",11.01
"249","2016-11-04",11.46
"250","2016-11-07",11.96
"251","2016-11-08",11.6
"252","2016-11-09",11.89
"253","2016-11-10",12.46
"254","2016-11-11",12.24
"255","2016-11-14",13.24
"256","2016-11-15",13.95
"257","2016-11-16",13.97
"258","2016-11-17",14.71
"259","2016-11-18",13.99
"260","2016-11-21",14
"261","2016-11-22",14.07
"262","2016-11-23",14.35
"263","2016-11-25",13.98
"264","2016-11-28",13.59
"265","2016-11-29",12.93
"266","2016-11-30",12.46
"267","2016-12-01",13.01
"268","2016-12-02",13.51
"269","2016-12-05",14.03
"270","2016-12-06",14
"271","2016-12-07",13.73
"272","2016-12-08",15.02
"273","2016-12-09",14.43
"274","2016-12-12",13.54
"275","2016-12-13",13.67
"276","2016-12-14",13.89
"277","2016-12-15",14.69
"278","2016-12-16",14.26
"279","2016-12-19",13.82
"280","2016-12-20",13.31
"281","2016-12-21",12.77
"282","2016-12-22",12.64
"283","2016-12-23",13.15
"284","2016-12-27",13.13
"285","2016-12-28",13.08
"286","2016-12-29",13.02
"287","2016-12-30",12.74
"288","2017-01-03",11.97
"289","2017-01-04",12.88
"290","2017-01-05",12.64
"291","2017-01-06",11.84
"292","2017-01-09",11.99
"293","2017-01-10",12.19
"294","2017-01-11",11.85
"295","2017-01-12",11.92
"296","2017-01-13",11.91
"297","2017-01-17",11.57
"298","2017-01-18",11.58
"299","2017-01-19",11.3
"300","2017-01-20",11.05
"301","2017-01-23",11.51
"302","2017-01-24",11.51
"303","2017-01-25",11.92
"304","2017-01-26",11.74
"305","2017-01-27",11.76
"306","2017-01-30",11.66
"307","2017-01-31",11.92
"308","2017-02-01",12.13
"309","2017-02-02",12.4
"310","2017-02-03",12.42
"311","2017-02-06",12.02
"312","2017-02-07",11.76
"313","2017-02-08",11.83
"314","2017-02-09",12.04
"315","2017-02-10",12.05
"316","2017-02-13",12.23
"317","2017-02-14",12.68
"318","2017-02-15",13.1
"319","2017-02-16",12.55
"320","2017-02-17",12.44
"321","2017-02-21",12.46
"322","2017-02-22",12.46
"323","2017-02-23",12.46
"324","2017-02-24",12.29
"325","2017-02-27",12.94
"326","2017-02-28",12.95
"327","2017-03-01",13.74
"328","2017-03-02",14
"329","2017-03-03",14.02
"330","2017-03-06",13.91
"331","2017-03-07",13.5
"332","2017-03-08",12.27
"333","2017-03-09",11.77
"334","2017-03-10",12.23
"335","2017-03-13",11.85
"336","2017-03-14",11.49
"337","2017-03-15",11.21
"338","2017-03-16",11.27
"339","2017-03-17",11.11
"340","2017-03-20",11.45
"341","2017-03-21",10.91
"342","2017-03-22",10.92
"343","2017-03-23",11.44
"344","2017-03-24",11.56
"345","2017-03-27",12.13
"346","2017-03-28",11.71
"347","2017-03-29",12.19
"348","2017-03-30",12.52
"349","2017-03-31",13.24
"350","2017-04-03",13.33
"351","2017-04-04",13.37
"352","2017-04-05",13.38
"353","2017-04-06",12.94
"354","2017-04-07",12.52
"355","2017-04-10",12.33
"356","2017-04-11",11.56
"357","2017-04-12",11.01
"358","2017-04-13",11.2
"359","2017-04-17",11.6
"360","2017-04-18",11.59
"361","2017-04-19",11.61
"362","2017-04-20",11.17
"363","2017-04-21",10.34
"364","2017-04-24",10.32
"365","2017-04-25",10.75
"366","2017-04-26",10.45
"367","2017-04-27",10.6
"368","2017-04-28",10.44
"369","2017-05-01",10.56
"370","2017-05-02",10.2
"371","2017-05-03",9.75
"372","2017-05-04",9.38
"373","2017-05-05",9.23
"374","2017-05-08",9.01
"375","2017-05-09",8.97
"376","2017-05-10",9.56
"377","2017-05-11",9.83
"378","2017-05-12",9.37
"379","2017-05-15",9.42
"380","2017-05-16",9.35
"381","2017-05-17",9.23
"382","2017-05-18",9.25
"383","2017-05-19",9.19
"384","2017-05-22",9.23
"385","2017-05-23",9.36
"386","2017-05-24",9.15
"387","2017-05-25",9.33
"388","2017-05-26",8.96
"389","2017-05-30",8.84
"390","2017-05-31",8.86
"391","2017-06-01",9.29
"392","2017-06-02",9.4
"393","2017-06-05",9.09
"394","2017-06-06",8.75
"395","2017-06-07",8.63
"396","2017-06-08",9
"397","2017-06-09",8.71
"398","2017-06-12",9.43
"399","2017-06-13",9.52
"400","2017-06-14",9.53
"401","2017-06-15",9.84
"402","2017-06-16",9.82
"403","2017-06-19",9.99
"404","2017-06-20",10.03
"405","2017-06-21",10.12
"406","2017-06-22",10.27
"407","2017-06-23",10.38
"408","2017-06-26",9.73
"409","2017-06-27",8.93
"410","2017-06-28",9.05
"411","2017-06-29",9.06
"412","2017-06-30",8.96
"413","2017-07-03",9.47
"414","2017-07-05",9.52
"415","2017-07-06",9.38
"416","2017-07-07",9.35
"417","2017-07-10",9.02
"418","2017-07-11",9.33
"419","2017-07-12",9.46
"420","2017-07-13",9.66
"421","2017-07-14",9.72
"422","2017-07-17",9.68
"423","2017-07-18",9.31
"424","2017-07-19",9.54
"425","2017-07-20",9.9
"426","2017-07-21",9.73
"427","2017-07-24",9.5
"428","2017-07-25",9.49
"429","2017-07-26",9.88
"430","2017-07-27",9.38
"431","2017-07-28",9.09
"432","2017-07-31",8.24
"433","2017-08-01",8.36
"434","2017-08-02",8.5
"435","2017-08-03",8.44
"436","2017-08-04",8.67
"437","2017-08-07",8.37
"438","2017-08-08",8.78
"439","2017-08-09",8.92
"440","2017-08-10",8.61
"441","2017-08-11",8.73
"442","2017-08-14",8.38
"443","2017-08-15",8.56
"444","2017-08-16",8.65
"445","2017-08-17",8.57
"446","2017-08-18",8.54
"447","2017-08-21",8.43
"448","2017-08-22",8.69
"449","2017-08-23",8.67
"450","2017-08-24",8.5
"451","2017-08-25",8.99
"452","2017-08-28",9.2
"453","2017-08-29",9.47
"454","2017-08-30",9.44
"455","2017-08-31",9.64
"456","2017-09-01",9.96
"457","2017-09-05",10.93
"458","2017-09-06",13.63
"459","2017-09-07",14.37
"460","2017-09-08",14.59
"461","2017-09-11",14.85
"462","2017-09-12",14.32
"463","2017-09-13",15.24
"464","2017-09-14",15.87
"465","2017-09-15",16.35
"466","2017-09-18",17.360001
"467","2017-09-19",17.15
"468","2017-09-20",17.5
"469","2017-09-21",17.719999
"470","2017-09-22",17.5
"471","2017-09-25",18.139999
"472","2017-09-26",17.66
"473","2017-09-27",17.92
"474","2017-09-28",19.530001
"475","2017-09-29",20.59
"476","2017-10-02",22.76
"477","2017-10-03",22.01
"478","2017-10-04",20.25
"479","2017-10-05",20.43
"480","2017-10-06",20.709999
"481","2017-10-09",20.24
"482","2017-10-10",20.76
"483","2017-10-11",24
"484","2017-10-12",25.879999
"485","2017-10-13",20.209999
"486","2017-10-16",20.530001
"487","2017-10-17",22.889999
"488","2017-10-18",22.690001
"489","2017-10-19",22.780001
"490","2017-10-20",23.1
"491","2017-10-23",22.190001
"492","2017-10-24",21.610001
"493","2017-10-25",21.459999
"494","2017-10-26",21.540001
"495","2017-10-27",22.57
"496","2017-10-30",22.73
"497","2017-10-31",21.059999
"498","2017-11-01",20.469999
"499","2017-11-02",18.9
"500","2017-11-03",16.889999
"501","2017-11-06",16.540001
"502","2017-11-07",13.38
"503","2017-11-08",12.85
"504","2017-11-09",13.43
"505","2017-11-10",13.6
"506","2017-11-13",12.26
"507","2017-11-14",12.35
"508","2017-11-15",13.59
"509","2017-11-16",13.5
"510","2017-11-17",12.95
"511","2017-11-20",13.88
"512","2017-11-21",13.9
"513","2017-11-22",14.18
"514","2017-11-24",14.4
"515","2017-11-27",13.35
"516","2017-11-28",13.63
"517","2017-11-29",13.91
"518","2017-11-30",14.63
"519","2017-12-01",14.44
"520","2017-12-04",13.83
"521","2017-12-05",13.28
"522","2017-12-06",13.12
"523","2017-12-07",13.74
"524","2017-12-08",13.77
"525","2017-12-11",13.6
"526","2017-12-12",13.36
"527","2017-12-13",14.62
"528","2017-12-14",13.88
"529","2017-12-15",14.76
"530","2017-12-18",14.03
"531","2017-12-19",14.16
"532","2017-12-20",15.74
"533","2017-12-21",15.58
"534","2017-12-22",16.299999
"535","2017-12-26",16.549999
"536","2017-12-27",16.809999
"537","2017-12-28",16.959999
"538","2017-12-29",16.6
"539","2018-01-02",17.629999
"540","2018-01-03",18.17
"541","2018-01-04",17.91
"542","2018-01-05",17.860001
"543","2018-01-08",16.16
"544","2018-01-09",16.559999
"545","2018-01-10",17.4
"546","2018-01-11",18.27
"547","2018-01-12",18.379999
"548","2018-01-16",17.469999
"549","2018-01-17",18.15
"550","2018-01-18",18.52
"551","2018-01-19",18.67
"552","2018-01-22",20.23
"553","2018-01-23",21.07
"554","2018-01-24",20.9
"555","2018-01-25",21.700001
"556","2018-01-26",21.85
"557","2018-01-29",22.690001
"558","2018-01-30",21.290001
"559","2018-01-31",20.639999
"560","2018-02-01",19.32
"561","2018-02-02",18.76
"562","2018-02-05",18.4
"563","2018-02-06",19.07
"564","2018-02-07",18.870001
"565","2018-02-08",18.01
"566","2018-02-09",18.18
"567","2018-02-12",18.68
"568","2018-02-13",18.9
"569","2018-02-14",18.99
"570","2018-02-15",19.17
"571","2018-02-16",19.360001
"572","2018-02-20",23.66
"573","2018-02-21",27.32
"574","2018-02-22",25.860001
"575","2018-02-23",28.75
"576","2018-02-26",29.799999
"577","2018-02-27",28.6
"578","2018-02-28",28.73
"579","2018-03-01",29.549999
"580","2018-03-02",30.09
"581","2018-03-05",31.26
"582","2018-03-06",31.309999
"583","2018-03-07",28.719999
"584","2018-03-08",26.92
"585","2018-03-09",26.889999
"586","2018-03-12",24.280001
"587","2018-03-13",24.26
"588","2018-03-14",23.16
"589","2018-03-15",21.860001
"590","2018-03-16",21.82
"591","2018-03-19",21.049999
"592","2018-03-20",21.18
"593","2018-03-21",20.809999
"594","2018-03-22",20.5
"595","2018-03-23",19.540001
"596","2018-03-26",20.09
"597","2018-03-27",18.030001
"598","2018-03-28",18.32
"599","2018-03-29",18.790001
"600","2018-04-02",18.16
"601","2018-04-03",18.219999
"602","2018-04-04",19.24
"603","2018-04-05",18.129999
"604","2018-04-06",17.370001
"605","2018-04-09",18.049999
"606","2018-04-10",19.23
"607","2018-04-11",19.5
"608","2018-04-12",19.66
"609","2018-04-13",18.75
"610","2018-04-16",18.68
"611","2018-04-17",19.18
"612","2018-04-18",18.6
"613","2018-04-19",17.85
"614","2018-04-20",18.530001
"615","2018-04-23",17.950001
"616","2018-04-24",17.74
"617","2018-04-25",17.85
"618","2018-04-26",18.709999
"619","2018-04-27",18.620001
"620","2018-04-30",18.16
"621","2018-05-01",18.93
"622","2018-05-02",18.83
"623","2018-05-03",18.43
"624","2018-05-04",18.77
"625","2018-05-07",18.959999
"626","2018-05-08",17.99
"627","2018-05-09",19.030001
"628","2018-05-10",16.76
"629","2018-05-11",18.209999
"630","2018-05-14",19.41
"631","2018-05-15",20.549999
"632","2018-05-16",20.25
"633","2018-05-17",20.33
"634","2018-05-18",18.76
"635","2018-05-21",18.629999
"636","2018-05-22",18.58
"637","2018-05-23",18.940001
"638","2018-05-24",19.780001
"639","2018-05-25",19.780001
"640","2018-05-29",20.280001
"641","2018-05-30",19.73
"642","2018-05-31",19.870001
"643","2018-06-01",20.41
"644","2018-06-04",21.139999
"645","2018-06-05",21.65
"646","2018-06-06",22.5
"647","2018-06-07",22.5
"648","2018-06-08",22.370001
"649","2018-06-11",20.790001
"650","2018-06-12",21.040001
"651","2018-06-13",21.59
"652","2018-06-14",21.639999
"653","2018-06-15",21.57
"654","2018-06-18",21.43
"655","2018-06-19",21.77
"656","2018-06-20",21.17
"657","2018-06-21",22.5
"658","2018-06-22",22.9
"659","2018-06-25",23.459999
"660","2018-06-26",23.92
"661","2018-06-27",21.76
"662","2018-06-28",20.299999
"663","2018-06-29",19.540001
"664","2018-07-02",19.1
"665","2018-07-03",19.360001
"666","2018-07-05",19.42
"667","2018-07-06",19.700001
"668","2018-07-09",18.450001
"669","2018-07-10",18.43
"670","2018-07-11",18.17
"671","2018-07-12",18.01
"672","2018-07-13",18.290001
"673","2018-07-16",18.030001
"674","2018-07-17",19.9
"675","2018-07-18",18.219999
"676","2018-07-19",18.34
"677","2018-07-20",18.700001
"678","2018-07-23",19.370001
"679","2018-07-24",18.73
"680","2018-07-25",18.5
"681","2018-07-26",18.950001
"682","2018-07-27",18.450001
"683","2018-07-30",18.27
"684","2018-07-31",18.860001
"685","2018-08-01",19.16
"686","2018-08-02",19.68
"687","2018-08-03",19.360001
"688","2018-08-06",20.299999
"689","2018-08-07",20.18
"690","2018-08-08",17.110001
"691","2018-08-09",18.379999
"692","2018-08-10",18.16
"693","2018-08-13",17.700001
"694","2018-08-14",18.09
"695","2018-08-15",18.280001
"696","2018-08-16",18.24
"697","2018-08-17",19.309999
"698","2018-08-20",19.700001
"699","2018-08-21",19.809999
"700","2018-08-22",21.07
"701","2018-08-23",21.5
"702","2018-08-24",21.49
"703","2018-08-27",21.530001
"704","2018-08-28",21.17
"705","2018-08-29",21.200001
"706","2018-08-30",21.389999
"707","2018-08-31",21.74
"708","2018-09-04",21.41
"709","2018-09-05",20.98
"710","2018-09-06",19.559999
"711","2018-09-07",19.309999
"712","2018-09-10",19.040001
"713","2018-09-11",18.440001
"714","2018-09-12",18.610001
"715","2018-09-13",19.549999
"716","2018-09-14",19.540001
"717","2018-09-17",18.6
"718","2018-09-18",18.389999
"719","2018-09-19",18.02
"720","2018-09-20",18.48
"721","2018-09-21",18.209999
"722","2018-09-24",18.219999
"723","2018-09-25",18.27
"724","2018-09-26",18.639999
"725","2018-09-27",18.780001
"726","2018-09-28",18.92
"727","2018-10-01",18.049999
"728","2018-10-02",16.99
"729","2018-10-03",18
"730","2018-10-04",17.219999
"731","2018-10-05",16.67
"732","2018-10-08",16.950001
"733","2018-10-09",16.73
"734","2018-10-10",16.280001
"735","2018-10-11",15.7
"736","2018-10-12",16.129999
"737","2018-10-15",15.17
"738","2018-10-16",16
"739","2018-10-17",16.01
"740","2018-10-18",15.15
"741","2018-10-19",15.36
"742","2018-10-22",15.04
"743","2018-10-23",15.19
"744","2018-10-24",13.91
"745","2018-10-25",14.51
"746","2018-10-26",13.99
"747","2018-10-29",13.41
"748","2018-10-30",13.66
"749","2018-10-31",13.57
"750","2018-11-01",13.9
"751","2018-11-02",14.14
"752","2018-11-05",14.09
"753","2018-11-06",13.63
"754","2018-11-07",13.99
"755","2018-11-08",12.32
"756","2018-11-09",12.32
"757","2018-11-12",11.51
"758","2018-11-13",11.8
"759","2018-11-14",11.25
"760","2018-11-15",12.18
"761","2018-11-16",12.45
"762","2018-11-19",11.59
"763","2018-11-20",11.61
"764","2018-11-21",11.86
"765","2018-11-23",11.89
"766","2018-11-26",12.07
"767","2018-11-27",11.22
"768","2018-11-28",11.69
"769","2018-11-29",11.53
"770","2018-11-30",11.4
"771","2018-12-03",11.65
"772","2018-12-04",10.9
"773","2018-12-06",10.66
"774","2018-12-07",10.73
"775","2018-12-10",11.04
"776","2018-12-11",11.16
"777","2018-12-12",11.18
"778","2018-12-13",10.52
"779","2018-12-14",10.02
"780","2018-12-17",9.8
"781","2018-12-18",9.63
"782","2018-12-19",9.54
"783","2018-12-20",9.39
"784","2018-12-21",8.73
"785","2018-12-24",8.59
"786","2018-12-26",9.27
"787","2018-12-27",8.98
"788","2018-12-28",9.12
"789","2018-12-31",9.4
"790","2019-01-02",9.42
"791","2019-01-03",8.89
"792","2019-01-04",9.47
"793","2019-01-07",9.36
"794","2019-01-08",9.49
"795","2019-01-09",9.46
"796","2019-01-10",9.26
"797","2019-01-11",9.1
"798","2019-01-14",8.92
"799","2019-01-15",8.79
"800","2019-01-16",8.54
"801","2019-01-17",8.5
"802","2019-01-18",8.26
"803","2019-01-22",8.2
"804","2019-01-23",8.21
"805","2019-01-24",8
"806","2019-01-25",8.45
"807","2019-01-28",8.04
"808","2019-01-29",11.12
"809","2019-01-30",10.52
"810","2019-01-31",10.49
"811","2019-02-01",10.55
"812","2019-02-04",10.71
"813","2019-02-05",10.76
"814","2019-02-06",11.08
"815","2019-02-07",10.91
"816","2019-02-08",10.72
"817","2019-02-11",10.55
"818","2019-02-12",10.77
"819","2019-02-13",10.65
"820","2019-02-14",10.64
"821","2019-02-15",10.73
"822","2019-02-19",10.78
"823","2019-02-20",10.89
"824","2019-02-21",10.68
"825","2019-02-22",13.12
"826","2019-02-25",13.86
"827","2019-02-26",13.87
"828","2019-02-27",15.46
"829","2019-02-28",15
"830","2019-03-01",16.5
"831","2019-03-04",18.190001
"832","2019-03-05",17.76
"833","2019-03-06",16.82
"834","2019-03-07",17.32
"835","2019-03-08",17.309999
"836","2019-03-11",18.57
"837","2019-03-12",17.51
"838","2019-03-13",17.709999
"839","2019-03-14",17.6
"840","2019-03-15",19.66
"841","2019-03-18",18.9
"842","2019-03-19",18.41
"843","2019-03-20",18.09
"844","2019-03-21",18.75
"845","2019-03-22",17.969999
"846","2019-03-25",19.139999
"847","2019-03-26",19.290001
"848","2019-03-27",18.75
"849","2019-03-28",18.99
"850","2019-03-29",19.139999
"851","2019-04-01",19.790001
"852","2019-04-02",21.25
"853","2019-04-03",21.700001
"854","2019-04-04",20.84
"855","2019-04-05",20.83
"856","2019-04-08",20.709999
"857","2019-04-09",20.5
"858","2019-04-10",21.48
"859","2019-04-11",21.389999
"860","2019-04-12",20.66
"861","2019-04-15",19.99
"862","2019-04-16",20.42
"863","2019-04-17",19.33
"864","2019-04-18",19.18
"865","2019-04-22",19.68
"866","2019-04-23",20.76
"867","2019-04-24",21.01
"868","2019-04-25",21.129999
"869","2019-04-26",21.370001
"870","2019-04-29",21.59
"871","2019-04-30",21.1
"872","2019-05-01",20.85
"873","2019-05-02",21.6
"874","2019-05-03",22.51
"875","2019-05-06",24.040001
"876","2019-05-07",23.52
"877","2019-05-08",24.49
"878","2019-05-09",23.76
"879","2019-05-10",24.43
"880","2019-05-13",22.629999
"881","2019-05-14",23.780001
"882","2019-05-15",23.690001
"883","2019-05-16",24.48
"884","2019-05-17",22.15
"885","2019-05-20",21.860001
"886","2019-05-21",23.02
"887","2019-05-22",22.85
"888","2019-05-23",22.85
"889","2019-05-24",24.120001
"890","2019-05-28",23.6
"891","2019-05-29",22.700001
"892","2019-05-30",22.43
"893","2019-05-31",21.809999
"894","2019-06-03",20.690001
"895","2019-06-04",22.620001
"896","2019-06-05",23.57
"897","2019-06-06",23
"898","2019-06-07",23.66
"899","2019-06-10",23.51
"900","2019-06-11",22.870001
"901","2019-06-12",23.530001
"902","2019-06-13",24.68
"903","2019-06-14",24.24
"904","2019-06-17",26.75
"905","2019-06-18",27.879999
"906","2019-06-19",27.870001
"907","2019-06-20",26.969999
"908","2019-06-21",27.73
"909","2019-06-24",25.74
"910","2019-06-25",25.799999
"911","2019-06-26",25.139999
"912","2019-06-27",26.299999
"913","2019-06-28",27.219999
"914","2019-07-01",27.92
"915","2019-07-02",27.42
"916","2019-07-03",28.290001
"917","2019-07-05",27.52
"918","2019-07-08",26.639999
"919","2019-07-09",26.99
"920","2019-07-10",27.049999
"921","2019-07-11",25.67
"922","2019-07-12",25.5
"923","2019-07-15",25.65
"924","2019-07-16",24.74
"925","2019-07-17",23.950001
"926","2019-07-18",24.540001
"927","2019-07-19",24.32
"928","2019-07-22",24.99
"929","2019-07-23",24.18
"930","2019-07-24",23.76
"931","2019-07-25",22.77
"932","2019-07-26",23.01
"933","2019-07-29",22.48
"934","2019-07-30",22.73
"935","2019-07-31",22.01
"936","2019-08-01",22.040001
"937","2019-08-02",21.280001
"938","2019-08-05",20.48
"939","2019-08-06",20.52
"940","2019-08-07",20.450001
"941","2019-08-08",20.68
"942","2019-08-09",20.530001
"943","2019-08-12",20.110001
"944","2019-08-13",20.559999
"945","2019-08-14",21.15
"946","2019-08-15",20.620001
"947","2019-08-16",21.43
"948","2019-08-19",21.65
"949","2019-08-20",21.129999
"950","2019-08-21",21.18
"951","2019-08-22",20.48
"952","2019-08-23",19.65
"953","2019-08-26",19.610001
"954","2019-08-27",18.459999
"955","2019-08-28",18.82
"956","2019-08-29",18.440001
"957","2019-08-30",17.870001
"958","2019-09-03",17.110001
"959","2019-09-04",16.77
"960","2019-09-05",17.030001
"961","2019-09-06",16.309999
"962","2019-09-09",16.540001
"963","2019-09-10",17.07
"964","2019-09-11",17.43
"965","2019-09-12",16.969999
"966","2019-09-13",17.190001
"967","2019-09-16",18.139999
"968","2019-09-17",17.85
"969","2019-09-18",18.110001
"970","2019-09-19",18.190001
"971","2019-09-20",18.120001
"972","2019-09-23",17.620001
"973","2019-09-24",16.440001
"974","2019-09-25",16.68
"975","2019-09-26",16.52
"976","2019-09-27",17.059999
"977","2019-09-30",17.209999
"978","2019-10-01",15.92
"979","2019-10-02",16.02
"980","2019-10-03",16.49
"981","2019-10-04",16.85
"982","2019-10-07",16.530001
"983","2019-10-08",15.6
"984","2019-10-09",15.45
"985","2019-10-10",14.93
"986","2019-10-11",15.16
"987","2019-10-14",14.89
