"","date","ORC"
"88","2013-06-20",11.65
"89","2013-06-21",11.84
"90","2013-06-24",11.18
"91","2013-06-25",11.12
"92","2013-06-26",11.41
"93","2013-06-27",11.36
"94","2013-06-28",11.29
"95","2013-07-01",11.2
"96","2013-07-02",11.28
"97","2013-07-03",11.3
"98","2013-07-05",11.19
"99","2013-07-08",10.82
"100","2013-07-09",10.35
"101","2013-07-10",10.9
"102","2013-07-11",11.71
"103","2013-07-12",11.98
"104","2013-07-15",12.52
"105","2013-07-16",12.42
"106","2013-07-17",12.23
"107","2013-07-18",12.45
"108","2013-07-19",12.38
"109","2013-07-22",12.39
"110","2013-07-23",12.28
"111","2013-07-24",11.71
"112","2013-07-25",11.75
"113","2013-07-26",11.57
"114","2013-07-29",11.69
"115","2013-07-30",11.73
"116","2013-07-31",11.35
"117","2013-08-01",11.18
"118","2013-08-02",11.23
"119","2013-08-05",11.32
"120","2013-08-06",11.4
"121","2013-08-07",11.15
"122","2013-08-08",11.16
"123","2013-08-09",11.35
"124","2013-08-12",11.07
"125","2013-08-13",11.17
"126","2013-08-14",11.16
"127","2013-08-15",11.2
"128","2013-08-16",11.2
"129","2013-08-19",11.15
"130","2013-08-20",10.9
"131","2013-08-21",10.7
"132","2013-08-22",10.61
"133","2013-08-23",10.8
"134","2013-08-26",11
"135","2013-08-27",11
"136","2013-08-28",10.78
"137","2013-08-29",10.61
"138","2013-08-30",10.6
"139","2013-09-03",10.32
"140","2013-09-04",10.25
"141","2013-09-05",10.21
"142","2013-09-06",10.59
"143","2013-09-09",10.58
"144","2013-09-10",10.6
"145","2013-09-11",10.89
"146","2013-09-12",10.9
"147","2013-09-13",10.84
"148","2013-09-16",10.9
"149","2013-09-17",11.18
"150","2013-09-18",11.39
"151","2013-09-19",11.3
"152","2013-09-20",11.1
"153","2013-09-23",11.15
"154","2013-09-24",11.15
"155","2013-09-25",11.24
"156","2013-09-26",11.15
"157","2013-09-27",11.15
"158","2013-09-30",10.97
"159","2013-10-01",11.21
"160","2013-10-02",11.21
"161","2013-10-03",11.18
"162","2013-10-04",11.23
"163","2013-10-07",11.32
"164","2013-10-08",11.33
"165","2013-10-09",11.45
"166","2013-10-10",11.72
"167","2013-10-11",11.79
"168","2013-10-14",11.9
"169","2013-10-15",12.14
"170","2013-10-16",12.29
"171","2013-10-17",12.44
"172","2013-10-18",12.48
"173","2013-10-21",12.52
"174","2013-10-22",12.47
"175","2013-10-23",12.52
"176","2013-10-24",12.5
"177","2013-10-25",12.52
"178","2013-10-28",12.19
"179","2013-10-29",11.7
"180","2013-10-30",11.91
"181","2013-10-31",11.93
"182","2013-11-01",11.81
"183","2013-11-04",11.76
"184","2013-11-05",11.7
"185","2013-11-06",11.61
"186","2013-11-07",11.73
"187","2013-11-08",11.75
"188","2013-11-11",11.6
"189","2013-11-12",11.55
"190","2013-11-13",11.74
"191","2013-11-14",11.87
"192","2013-11-15",12.02
"193","2013-11-18",12.3
"194","2013-11-19",12.32
"195","2013-11-20",12.12
"196","2013-11-21",12.35
"197","2013-11-22",12.12
"198","2013-11-25",12.16
"199","2013-11-26",12.29
"200","2013-11-27",12.23
"201","2013-11-29",12.16
"202","2013-12-02",12.11
"203","2013-12-03",12.22
"204","2013-12-04",12.13
"205","2013-12-05",12.14
"206","2013-12-06",12.29
"207","2013-12-09",11.98
"208","2013-12-10",11.96
"209","2013-12-11",12.04
"210","2013-12-12",12.35
"211","2013-12-13",12.73
"212","2013-12-16",12.75
"213","2013-12-17",12.6
"214","2013-12-18",12.82
"215","2013-12-19",13.17
"216","2013-12-20",13.15
"217","2013-12-23",12.89
"218","2013-12-24",12.76
"219","2013-12-26",12.8
"220","2013-12-27",12.88
"221","2013-12-30",13.08
"222","2013-12-31",13
"223","2014-01-02",13.23
"224","2014-01-03",13.39
"225","2014-01-06",13.42
"226","2014-01-07",13.23
"227","2014-01-08",13.38
"228","2014-01-09",13.33
"229","2014-01-10",13.63
"230","2014-01-13",13.78
"231","2014-01-14",13.56
"232","2014-01-15",13.5
"233","2014-01-16",13
"234","2014-01-17",12.35
"235","2014-01-21",12.38
"236","2014-01-22",12.4
"237","2014-01-23",12.19
"238","2014-01-24",12.2
"239","2014-01-27",12.39
"240","2014-01-28",12.27
"241","2014-01-29",12.27
"242","2014-01-30",12.26
"243","2014-01-31",12.31
"244","2014-02-03",12.34
"245","2014-02-04",12.3
"246","2014-02-05",12.25
"247","2014-02-06",12.31
"248","2014-02-07",12.33
"249","2014-02-10",12.33
"250","2014-02-11",12.38
"251","2014-02-12",12.42
"252","2014-02-13",12.48
"253","2014-02-14",12.52
"254","2014-02-18",12.55
"255","2014-02-19",12.75
"256","2014-02-20",12.78
"257","2014-02-21",12.62
"258","2014-02-24",12.67
"259","2014-02-25",12.69
"260","2014-02-26",12.51
"261","2014-02-27",12.7
"262","2014-02-28",12.67
"263","2014-03-03",12.78
"264","2014-03-04",12.77
"265","2014-03-05",12.94
"266","2014-03-06",12.93
"267","2014-03-07",13.04
"268","2014-03-10",12.96
"269","2014-03-11",12.91
"270","2014-03-12",13.21
"271","2014-03-13",13.35
"272","2014-03-14",13.44
"273","2014-03-17",12.86
"274","2014-03-18",12.92
"275","2014-03-19",12.4
"276","2014-03-20",12.23
"277","2014-03-21",12.4
"278","2014-03-24",12.22
"279","2014-03-25",12.11
"280","2014-03-26",11.81
"281","2014-03-27",11.87
"282","2014-03-28",11.7
"283","2014-03-31",11.88
"284","2014-04-01",12
"285","2014-04-02",12.12
"286","2014-04-03",12.16
"287","2014-04-04",12.2
"288","2014-04-07",12.2
"289","2014-04-08",12.26
"290","2014-04-09",12.27
"291","2014-04-10",12.19
"292","2014-04-11",12.29
"293","2014-04-14",12.42
"294","2014-04-15",12.38
"295","2014-04-16",12.45
"296","2014-04-17",12.51
"297","2014-04-21",12.54
"298","2014-04-22",12.58
"299","2014-04-23",12.35
"300","2014-04-24",12.24
"301","2014-04-25",12.23
"302","2014-04-28",12.22
"303","2014-04-29",12.25
"304","2014-04-30",12.29
"305","2014-05-01",12.37
"306","2014-05-02",12.47
"307","2014-05-05",12.57
"308","2014-05-06",12.89
"309","2014-05-07",12.73
"310","2014-05-08",12.68
"311","2014-05-09",12.73
"312","2014-05-12",12.82
"313","2014-05-13",12.76
"314","2014-05-14",12.76
"315","2014-05-15",12.8
"316","2014-05-16",12.83
"317","2014-05-19",12.87
"318","2014-05-20",12.82
"319","2014-05-21",12.9
"320","2014-05-22",12.77
"321","2014-05-23",12.84
"322","2014-05-27",12.82
"323","2014-05-28",12.84
"324","2014-05-29",12.92
"325","2014-05-30",12.97
"326","2014-06-02",12.99
"327","2014-06-03",12.85
"328","2014-06-04",12.93
"329","2014-06-05",13.06
"330","2014-06-06",13.1
"331","2014-06-09",13.1
"332","2014-06-10",13.05
"333","2014-06-11",13.09
"334","2014-06-12",12.99
"335","2014-06-13",13.1
"336","2014-06-16",13.1
"337","2014-06-17",13.05
"338","2014-06-18",13.11
"339","2014-06-19",13.15
"340","2014-06-20",13.2
"341","2014-06-23",13.1
"342","2014-06-24",13.05
"343","2014-06-25",13.06
"344","2014-06-26",13.03
"345","2014-06-27",13.05
"346","2014-06-30",13.06
"347","2014-07-01",13.15
"348","2014-07-02",13.29
"349","2014-07-03",13.28
"350","2014-07-07",13.24
"351","2014-07-08",13.2
"352","2014-07-09",13.24
"353","2014-07-10",13.26
"354","2014-07-11",13.23
"355","2014-07-14",13.35
"356","2014-07-15",13.46
"357","2014-07-16",13.55
"358","2014-07-17",13.64
"359","2014-07-18",13.65
"360","2014-07-21",13.74
"361","2014-07-22",13.9
"362","2014-07-23",13.95
"363","2014-07-24",13.72
"364","2014-07-25",13.71
"365","2014-07-28",13.78
"366","2014-07-29",14
"367","2014-07-30",13.74
"368","2014-07-31",13.31
"369","2014-08-01",13.39
"370","2014-08-04",13.5
"371","2014-08-05",13.55
"372","2014-08-06",13.65
"373","2014-08-07",13.7
"374","2014-08-08",13.66
"375","2014-08-11",14.33
"376","2014-08-12",14.17
"377","2014-08-13",14.43
"378","2014-08-14",14.29
"379","2014-08-15",14.22
"380","2014-08-18",14.25
"381","2014-08-19",14.36
"382","2014-08-20",14.28
"383","2014-08-21",14.36
"384","2014-08-22",14.11
"385","2014-08-25",13.89
"386","2014-08-26",13.98
"387","2014-08-27",13.85
"388","2014-08-28",13.86
"389","2014-08-29",13.86
"390","2014-09-02",14.09
"391","2014-09-03",14.03
"392","2014-09-04",13.98
"393","2014-09-05",13.99
"394","2014-09-08",14.18
"395","2014-09-09",14.28
"396","2014-09-10",14.26
"397","2014-09-11",14.14
"398","2014-09-12",13.93
"399","2014-09-15",13.95
"400","2014-09-16",13.95
"401","2014-09-17",13.97
"402","2014-09-18",13.86
"403","2014-09-19",13.7
"404","2014-09-22",13.86
"405","2014-09-23",13.49
"406","2014-09-24",13.71
"407","2014-09-25",13.48
"408","2014-09-26",13.81
"409","2014-09-29",13.79
"410","2014-09-30",13.27
"411","2014-10-01",13.11
"412","2014-10-02",12.88
"413","2014-10-03",13.06
"414","2014-10-06",13.32
"415","2014-10-07",13.52
"416","2014-10-08",13.54
"417","2014-10-09",13.53
"418","2014-10-10",13.73
"419","2014-10-13",13.89
"420","2014-10-14",13.76
"421","2014-10-15",13.78
"422","2014-10-16",13.99
"423","2014-10-17",14.28
"424","2014-10-20",14.55
"425","2014-10-21",14.86
"426","2014-10-22",14.67
"427","2014-10-23",14.9
"428","2014-10-24",14.68
"429","2014-10-27",14.69
"430","2014-10-28",14.52
"431","2014-10-29",14.16
"432","2014-10-30",13.83
"433","2014-10-31",13.87
"434","2014-11-03",13.97
"435","2014-11-04",13.93
"436","2014-11-05",13.88
"437","2014-11-06",13.82
"438","2014-11-07",13.77
"439","2014-11-10",13.8
"440","2014-11-11",14.19
"441","2014-11-12",14.29
"442","2014-11-13",14.67
"443","2014-11-14",14.28
"444","2014-11-17",14.2
"445","2014-11-18",14.21
"446","2014-11-19",14.22
"447","2014-11-20",14.17
"448","2014-11-21",13.88
"449","2014-11-24",13.8
"450","2014-11-25",13.81
"451","2014-11-26",13.93
"452","2014-11-28",13.79
"453","2014-12-01",13.72
"454","2014-12-02",13.8
"455","2014-12-03",13.8
"456","2014-12-04",13.8
"457","2014-12-05",13.6
"458","2014-12-08",12.99
"459","2014-12-09",13.25
"460","2014-12-10",13.35
"461","2014-12-11",13.4
"462","2014-12-12",13.23
"463","2014-12-15",12.89
"464","2014-12-16",12.85
"465","2014-12-17",13.32
"466","2014-12-18",13.23
"467","2014-12-19",13.06
"468","2014-12-22",13.19
"469","2014-12-23",13.2
"470","2014-12-24",13.2
"471","2014-12-26",13.1
"472","2014-12-29",13.1
"473","2014-12-30",13.08
"474","2014-12-31",13.05
"475","2015-01-02",13.34
"476","2015-01-05",13.21
"477","2015-01-06",13.14
"478","2015-01-07",13.14
"479","2015-01-08",13.36
"480","2015-01-09",13.22
"481","2015-01-12",13.21
"482","2015-01-13",12.99
"483","2015-01-14",12.84
"484","2015-01-15",13.01
"485","2015-01-16",13.23
"486","2015-01-20",13.32
"487","2015-01-21",13.32
"488","2015-01-22",13.14
"489","2015-01-23",12.96
"490","2015-01-26",13.1
"491","2015-01-27",13.18
"492","2015-01-28",13.13
"493","2015-01-29",13.17
"494","2015-01-30",13
"495","2015-02-02",13.08
"496","2015-02-03",13.19
"497","2015-02-04",13.17
"498","2015-02-05",13.27
"499","2015-02-06",13.41
"500","2015-02-09",13.56
"501","2015-02-10",13.52
"502","2015-02-11",13.63
"503","2015-02-12",13.68
"504","2015-02-13",13.98
"505","2015-02-17",14
"506","2015-02-18",14.09
"507","2015-02-19",14.21
"508","2015-02-20",14.21
"509","2015-02-23",13.93
"510","2015-02-24",13.29
"511","2015-02-25",13.66
"512","2015-02-26",13.84
"513","2015-02-27",13.9
"514","2015-03-02",13.82
"515","2015-03-03",13.63
"516","2015-03-04",13.71
"517","2015-03-05",13.75
"518","2015-03-06",13.71
"519","2015-03-09",13.8
"520","2015-03-10",13.81
"521","2015-03-11",13.78
"522","2015-03-12",13.75
"523","2015-03-13",13.65
"524","2015-03-16",13.64
"525","2015-03-17",13.63
"526","2015-03-18",13.67
"527","2015-03-19",13.6
"528","2015-03-20",13.68
"529","2015-03-23",13.73
"530","2015-03-24",13.66
"531","2015-03-25",13.46
"532","2015-03-26",13.27
"533","2015-03-27",13.19
"534","2015-03-30",13.22
"535","2015-03-31",13.24
"536","2015-04-01",13.4
"537","2015-04-02",13.46
"538","2015-04-06",13.57
"539","2015-04-07",13.72
"540","2015-04-08",13.79
"541","2015-04-09",13.81
"542","2015-04-10",13.91
"543","2015-04-13",13.96
"544","2015-04-14",14
"545","2015-04-15",13.96
"546","2015-04-16",14.02
"547","2015-04-17",14.01
"548","2015-04-20",14.12
"549","2015-04-21",14.03
"550","2015-04-22",14.16
"551","2015-04-23",14.08
"552","2015-04-24",14.01
"553","2015-04-27",13.92
"554","2015-04-28",13.96
"555","2015-04-29",13.98
"556","2015-04-30",13.81
"557","2015-05-01",13.79
"558","2015-05-04",13.76
"559","2015-05-05",13.7
"560","2015-05-06",13.6
"561","2015-05-07",13.66
"562","2015-05-08",13.9
"563","2015-05-11",14.07
"564","2015-05-12",14.22
"565","2015-05-13",14.16
"566","2015-05-14",14.09
"567","2015-05-15",14.12
"568","2015-05-18",14.14
"569","2015-05-19",14.06
"570","2015-05-20",14.09
"571","2015-05-21",13.89
"572","2015-05-22",13.81
"573","2015-05-26",13.59
"574","2015-05-27",13.7
"575","2015-05-28",13.71
"576","2015-05-29",13.64
"577","2015-06-01",13.67
"578","2015-06-02",13.63
"579","2015-06-03",13.53
"580","2015-06-04",13.46
"581","2015-06-05",13.35
"582","2015-06-08",13.19
"583","2015-06-09",13.45
"584","2015-06-10",13.58
"585","2015-06-11",13.5
"586","2015-06-12",13.4
"587","2015-06-15",13.39
"588","2015-06-16",13.44
"589","2015-06-17",13.28
"590","2015-06-18",13.14
"591","2015-06-19",13.1
"592","2015-06-22",12.75
"593","2015-06-23",12.93
"594","2015-06-24",12.81
"595","2015-06-25",12.68
"596","2015-06-26",12.18
"597","2015-06-29",11.3
"598","2015-06-30",11.21
"599","2015-07-01",11.15
"600","2015-07-02",11.2
"601","2015-07-06",11.33
"602","2015-07-07",11.51
"603","2015-07-08",11.49
"604","2015-07-09",11.48
"605","2015-07-10",9.5
"606","2015-07-13",8.76
"607","2015-07-14",8.84
"608","2015-07-15",8.73
"609","2015-07-16",8.66
"610","2015-07-17",8.62
"611","2015-07-20",8.85
"612","2015-07-21",8.62
"613","2015-07-22",8.65
"614","2015-07-23",8.26
"615","2015-07-24",7.77
"616","2015-07-27",8.22
"617","2015-07-28",8.32
"618","2015-07-29",8.26
"619","2015-07-30",8.63
"620","2015-07-31",8.62
"621","2015-08-03",8.3
"622","2015-08-04",8.22
"623","2015-08-05",8.24
"624","2015-08-06",8.43
"625","2015-08-07",8.41
"626","2015-08-10",8.5
"627","2015-08-11",8.8
"628","2015-08-12",9.05
"629","2015-08-13",9.29
"630","2015-08-14",9.39
"631","2015-08-17",9.27
"632","2015-08-18",9.35
"633","2015-08-19",9.14
"634","2015-08-20",9.1
"635","2015-08-21",8.85
"636","2015-08-24",8.36
"637","2015-08-25",8.63
"638","2015-08-26",8.79
"639","2015-08-27",9.05
"640","2015-08-28",9.01
"641","2015-08-31",9.09
"642","2015-09-01",9.04
"643","2015-09-02",9.15
"644","2015-09-03",9
"645","2015-09-04",8.92
"646","2015-09-08",8.96
"647","2015-09-09",8.99
"648","2015-09-10",8.96
"649","2015-09-11",9.07
"650","2015-09-14",9.08
"651","2015-09-15",9.23
"652","2015-09-16",9.36
"653","2015-09-17",9.66
"654","2015-09-18",10.04
"655","2015-09-21",9.84
"656","2015-09-22",9.85
"657","2015-09-23",9.66
"658","2015-09-24",9.83
"659","2015-09-25",9.56
"660","2015-09-28",9.36
"661","2015-09-29",9.1
"662","2015-09-30",9.25
"663","2015-10-01",9.22
"664","2015-10-02",9.27
"665","2015-10-05",9.72
"666","2015-10-06",9.86
"667","2015-10-07",10
"668","2015-10-08",10.16
"669","2015-10-09",9.54
"670","2015-10-12",9.74
"671","2015-10-13",9.63
"672","2015-10-14",9.7
"673","2015-10-15",9.89
"674","2015-10-16",9.8
"675","2015-10-19",9.79
"676","2015-10-20",9.89
"677","2015-10-21",9.9
"678","2015-10-22",10.12
"679","2015-10-23",10.13
"680","2015-10-26",9.82
"681","2015-10-27",9.48
"682","2015-10-28",9.91
"683","2015-10-29",9.39
"684","2015-10-30",8.88
"685","2015-11-02",8.96
"686","2015-11-03",9.15
"687","2015-11-04",9.24
"688","2015-11-05",9.12
"689","2015-11-06",9.12
"690","2015-11-09",8.85
"691","2015-11-10",8.79
"692","2015-11-11",9.01
"693","2015-11-12",9
"694","2015-11-13",9.17
"695","2015-11-16",9.28
"696","2015-11-17",9.17
"697","2015-11-18",9.31
"698","2015-11-19",9.26
"699","2015-11-20",9.05
"700","2015-11-23",9.17
"701","2015-11-24",9.23
"702","2015-11-25",9.29
"703","2015-11-27",9.53
"704","2015-11-30",9.57
"705","2015-12-01",9.61
"706","2015-12-02",9.25
"707","2015-12-03",9.1
"708","2015-12-04",9.26
"709","2015-12-07",9.07
"710","2015-12-08",9.09
"711","2015-12-09",9.11
"712","2015-12-10",9.17
"713","2015-12-11",9.02
"714","2015-12-14",8.4
"715","2015-12-15",8.8
"716","2015-12-16",9.25
"717","2015-12-17",9.5
"718","2015-12-18",9.58
"719","2015-12-21",9.62
"720","2015-12-22",9.67
"721","2015-12-23",9.69
"722","2015-12-24",9.76
"723","2015-12-28",9.75
"724","2015-12-29",9.84
"725","2015-12-30",9.89
"726","2015-12-31",9.93
"727","2016-01-04",9.91
"728","2016-01-05",10.03
"729","2016-01-06",10.25
"730","2016-01-07",9.9
"731","2016-01-08",9.77
"732","2016-01-11",9.61
"733","2016-01-12",9.07
"734","2016-01-13",8.86
"735","2016-01-14",8.96
"736","2016-01-15",8.71
"737","2016-01-19",8.35
"738","2016-01-20",8.46
"739","2016-01-21",8.63
"740","2016-01-22",8.74
"741","2016-01-25",8.23
"742","2016-01-26",8.4
"743","2016-01-27",8.37
"744","2016-01-28",8.47
"745","2016-01-29",8.88
"746","2016-02-01",8.9
"747","2016-02-02",8.94
"748","2016-02-03",9.03
"749","2016-02-04",9.05
"750","2016-02-05",8.94
"751","2016-02-08",9.17
"752","2016-02-09",8.89
"753","2016-02-10",8.88
"754","2016-02-11",8.88
"755","2016-02-12",9.14
"756","2016-02-16",9.42
"757","2016-02-17",9.62
"758","2016-02-18",9.53
"759","2016-02-19",9.62
"760","2016-02-22",9.51
"761","2016-02-23",9.25
"762","2016-02-24",9.35
"763","2016-02-25",9.53
"764","2016-02-26",9.52
"765","2016-02-29",9.62
"766","2016-03-01",9.66
"767","2016-03-02",9.63
"768","2016-03-03",9.87
"769","2016-03-04",9.72
"770","2016-03-07",9.98
"771","2016-03-08",9.76
"772","2016-03-09",9.8
"773","2016-03-10",9.78
"774","2016-03-11",10
"775","2016-03-14",10.16
"776","2016-03-15",9.79
"777","2016-03-16",10.02
"778","2016-03-17",10.25
"779","2016-03-18",10.41
"780","2016-03-21",10.56
"781","2016-03-22",10.68
"782","2016-03-23",10.21
"783","2016-03-24",10.32
"784","2016-03-28",10.18
"785","2016-03-29",10.33
"786","2016-03-30",10.26
"787","2016-03-31",10.37
"788","2016-04-01",10.39
"789","2016-04-04",10.35
"790","2016-04-05",10.43
"791","2016-04-06",10.57
"792","2016-04-07",10.51
"793","2016-04-08",10.55
"794","2016-04-11",10.69
"795","2016-04-12",10.72
"796","2016-04-13",10.87
"797","2016-04-14",10.64
"798","2016-04-15",10.6
"799","2016-04-18",10.59
"800","2016-04-19",10.65
"801","2016-04-20",10.85
"802","2016-04-21",10.81
"803","2016-04-22",10.62
"804","2016-04-25",10.41
"805","2016-04-26",10.48
"806","2016-04-27",10.41
"807","2016-04-28",9.37
"808","2016-04-29",9.68
"809","2016-05-02",9.61
"810","2016-05-03",9.52
"811","2016-05-04",9.73
"812","2016-05-05",9.71
"813","2016-05-06",9.9
"814","2016-05-09",10.04
"815","2016-05-10",10.25
"816","2016-05-11",10.28
"817","2016-05-12",10.4
"818","2016-05-13",10.48
"819","2016-05-16",10.74
"820","2016-05-17",10.62
"821","2016-05-18",10.36
"822","2016-05-19",10.3
"823","2016-05-20",10.47
"824","2016-05-23",10.49
"825","2016-05-24",10.43
"826","2016-05-25",10.32
"827","2016-05-26",10.19
"828","2016-05-27",10.35
"829","2016-05-31",10.38
"830","2016-06-01",10.4
"831","2016-06-02",10.43
"832","2016-06-03",10.44
"833","2016-06-06",10.42
"834","2016-06-07",10.39
"835","2016-06-08",10.43
"836","2016-06-09",10.45
"837","2016-06-10",10.45
"838","2016-06-13",10.42
"839","2016-06-14",10.37
"840","2016-06-15",10.38
"841","2016-06-16",10.44
"842","2016-06-17",10.46
"843","2016-06-20",10.51
"844","2016-06-21",10.49
"845","2016-06-22",10.44
"846","2016-06-23",10.44
"847","2016-06-24",10.34
"848","2016-06-27",10.14
"849","2016-06-28",10.29
"850","2016-06-29",10.34
"851","2016-06-30",10.29
"852","2016-07-01",10.29
"853","2016-07-05",10.21
"854","2016-07-06",10.29
"855","2016-07-07",10.25
"856","2016-07-08",10.26
"857","2016-07-11",10.37
"858","2016-07-12",10.47
"859","2016-07-13",10.48
"860","2016-07-14",10.68
"861","2016-07-15",10.74
"862","2016-07-18",10.77
"863","2016-07-19",10.86
"864","2016-07-20",10.98
"865","2016-07-21",10.91
"866","2016-07-22",11.04
"867","2016-07-25",10.86
"868","2016-07-26",10.83
"869","2016-07-27",10.85
"870","2016-07-28",10.95
"871","2016-07-29",11.16
"872","2016-08-01",10.97
"873","2016-08-02",10.93
"874","2016-08-03",10.97
"875","2016-08-04",10.99
"876","2016-08-05",11.07
"877","2016-08-08",10.95
"878","2016-08-09",10.93
"879","2016-08-10",10.89
"880","2016-08-11",10.87
"881","2016-08-12",10.85
"882","2016-08-15",10.82
"883","2016-08-16",10.76
"884","2016-08-17",10.78
"885","2016-08-18",10.83
"886","2016-08-19",10.8
"887","2016-08-22",10.9
"888","2016-08-23",10.95
"889","2016-08-24",10.81
"890","2016-08-25",10.7
"891","2016-08-26",10.46
"892","2016-08-29",10.51
"893","2016-08-30",10.55
"894","2016-08-31",10.49
"895","2016-09-01",10.39
"896","2016-09-02",10.57
"897","2016-09-06",10.54
"898","2016-09-07",10.6
"899","2016-09-08",10.57
"900","2016-09-09",10.37
"901","2016-09-12",10.43
"902","2016-09-13",10.44
"903","2016-09-14",10.47
"904","2016-09-15",10.52
"905","2016-09-16",10.55
"906","2016-09-19",10.58
"907","2016-09-20",10.64
"908","2016-09-21",10.71
"909","2016-09-22",10.76
"910","2016-09-23",10.7
"911","2016-09-26",10.57
"912","2016-09-27",10.53
"913","2016-09-28",10.49
"914","2016-09-29",10.46
"915","2016-09-30",10.42
"916","2016-10-03",10.39
"917","2016-10-04",10.08
"918","2016-10-05",10.11
"919","2016-10-06",10.07
"920","2016-10-07",10.05
"921","2016-10-10",10.1
"922","2016-10-11",10.05
"923","2016-10-12",10.28
"924","2016-10-13",10.49
"925","2016-10-14",10.57
"926","2016-10-17",10.68
"927","2016-10-18",10.61
"928","2016-10-19",10.68
"929","2016-10-20",10.7
"930","2016-10-21",10.71
"931","2016-10-24",10.83
"932","2016-10-25",10.76
"933","2016-10-26",10.59
"934","2016-10-27",10.4
"935","2016-10-28",10.42
"936","2016-10-31",10.53
"937","2016-11-01",10.76
"938","2016-11-02",10.79
"939","2016-11-03",10.79
"940","2016-11-04",10.82
"941","2016-11-07",10.81
"942","2016-11-08",10.82
"943","2016-11-09",10.8
"944","2016-11-10",10.79
"945","2016-11-11",10.79
"946","2016-11-14",10.78
"947","2016-11-15",10.8
"948","2016-11-16",10.83
"949","2016-11-17",10.8
"950","2016-11-18",10.79
"951","2016-11-21",10.8
"952","2016-11-22",10.92
"953","2016-11-23",10.86
"954","2016-11-25",10.83
"955","2016-11-28",10.75
"956","2016-11-29",10.76
"957","2016-11-30",10.72
"958","2016-12-01",10.69
"959","2016-12-02",10.57
"960","2016-12-05",10.66
"961","2016-12-06",10.71
"962","2016-12-07",10.79
"963","2016-12-08",10.75
"964","2016-12-09",10.74
"965","2016-12-12",10.76
"966","2016-12-13",10.72
"967","2016-12-14",10.65
"968","2016-12-15",10.26
"969","2016-12-16",10.47
"970","2016-12-19",10.84
"971","2016-12-20",10.85
"972","2016-12-21",10.88
"973","2016-12-22",11.09
"974","2016-12-23",11.01
"975","2016-12-27",11.09
"976","2016-12-28",10.78
"977","2016-12-29",10.93
"978","2016-12-30",10.83
"979","2017-01-03",10.97
"980","2017-01-04",11.26
"981","2017-01-05",11.2
"982","2017-01-06",11.2
"983","2017-01-09",11.22
"984","2017-01-10",11.43
"985","2017-01-11",11.59
"986","2017-01-12",11.34
"987","2017-01-13",11.43
"988","2017-01-17",11.44
"989","2017-01-18",11.51
"990","2017-01-19",11.49
"991","2017-01-20",11.64
"992","2017-01-23",11.79
"993","2017-01-24",11.87
"994","2017-01-25",12
"995","2017-01-26",12.09
"996","2017-01-27",12.06
"997","2017-01-30",11.95
"998","2017-01-31",11.83
"999","2017-02-01",11.81
"1000","2017-02-02",11.81
