"","date","OKE"
"1","2007-01-03",18.86272
"2","2007-01-04",18.665733
"3","2007-01-05",18.324287
"4","2007-01-08",18.232359
"5","2007-01-09",18.298021
"6","2007-01-10",18.15794
"7","2007-01-11",18.166697
"8","2007-01-12",18.232359
"9","2007-01-16",18.236736
"10","2007-01-17",18.346174
"11","2007-01-18",18.354929
"12","2007-01-19",18.464367
"13","2007-01-22",18.486254
"14","2007-01-23",18.766417
"15","2007-01-24",18.941517
"16","2007-01-25",18.762037
"17","2007-01-26",18.783926
"18","2007-01-29",18.727018
"19","2007-01-30",18.845211
"20","2007-01-31",18.783926
"21","2007-02-01",18.867098
"22","2007-02-02",18.845211
"23","2007-02-05",18.897741
"24","2007-02-06",18.945894
"25","2007-02-07",19.090351
"26","2007-02-08",19.156015
"27","2007-02-09",19.050955
"28","2007-02-12",18.928383
"29","2007-02-13",19.064087
"30","2007-02-14",19.055332
"31","2007-02-15",18.906496
"32","2007-02-16",18.888987
"33","2007-02-20",18.871475
"34","2007-02-21",18.910873
"35","2007-02-22",18.832079
"36","2007-02-23",18.700752
"37","2007-02-26",18.713886
"38","2007-02-27",18.424969
"39","2007-02-28",18.236736
"40","2007-03-01",18.455612
"41","2007-03-02",18.271757
"42","2007-03-05",17.562599
"43","2007-03-06",17.890913
"44","2007-03-07",18.573805
"45","2007-03-08",18.792681
"46","2007-03-09",18.853966
"47","2007-03-12",19.265453
"48","2007-03-13",19.374891
"49","2007-03-14",19.506216
"50","2007-03-15",19.725092
"51","2007-03-16",19.602522
"52","2007-03-19",20.044651
"53","2007-03-20",19.878305
"54","2007-03-21",20.136578
"55","2007-03-22",20.07967
"56","2007-03-23",20.193487
"57","2007-03-26",20.00963
"58","2007-03-27",20.114691
"59","2007-03-28",20.031519
"60","2007-03-29",19.948345
"61","2007-03-30",19.698828
"62","2007-04-02",19.825775
"63","2007-04-03",19.510593
"64","2007-04-04",19.799509
"65","2007-04-05",19.882683
"66","2007-04-09",20.00963
"67","2007-04-10",20.105936
"68","2007-04-11",19.83453
"69","2007-04-12",19.900192
"70","2007-04-13",19.878305
"71","2007-04-16",19.782
"72","2007-04-17",19.970232
"73","2007-04-18",20.184731
"74","2007-04-19",20.193487
"75","2007-04-20",20.276659
"76","2007-04-23",20.316057
"77","2007-04-24",20.521799
"78","2007-04-25",20.639994
"79","2007-04-26",20.552443
"80","2007-04-27",21.012081
"81","2007-04-30",21.191561
"82","2007-05-01",21.314131
"83","2007-05-02",21.349152
"84","2007-05-03",21.314131
"85","2007-05-04",21.546139
"86","2007-05-07",21.68622
"87","2007-05-08",21.817545
"88","2007-05-09",22.014534
"89","2007-05-10",21.918228
"90","2007-05-11",21.997023
"91","2007-05-14",22.150236
"92","2007-05-15",22.040798
"93","2007-05-16",22.040798
"94","2007-05-17",22.045176
"95","2007-05-18",22.281563
"96","2007-05-21",22.728069
"97","2007-05-22",23.196463
"98","2007-05-23",23.218351
"99","2007-05-24",22.872526
"100","2007-05-25",22.811241
"101","2007-05-29",23.305901
"102","2007-05-30",23.721766
"103","2007-05-31",23.682367
"104","2007-06-01",23.844336
"105","2007-06-04",23.892488
"106","2007-06-05",23.371563
"107","2007-06-06",22.763088
"108","2007-06-07",21.817545
"109","2007-06-08",21.86132
"110","2007-06-11",21.918228
"111","2007-06-12",21.58116
"112","2007-06-13",21.70373
"113","2007-06-14",22.106461
"114","2007-06-15",22.421642
"115","2007-06-18",22.220276
"116","2007-06-19",21.865698
"117","2007-06-20",21.957626
"118","2007-06-21",21.909473
"119","2007-06-22",21.559271
"120","2007-06-25",21.782524
"121","2007-06-26",21.270355
"122","2007-06-27",21.594292
"123","2007-06-28",21.856943
"124","2007-06-29",22.067064
"125","2007-07-02",22.623009
"126","2007-07-03",22.763088
"127","2007-07-05",22.960077
"128","2007-07-06",22.679916
"129","2007-07-09",23.187708
"130","2007-07-10",23.14831
"131","2007-07-11",23.37594
"132","2007-07-12",23.498512
"133","2007-07-13",23.564175
"134","2007-07-16",23.244616
"135","2007-07-17",23.279636
"136","2007-07-18",23.459114
"137","2007-07-19",23.92313
"138","2007-07-20",24.015059
"139","2007-07-23",23.905621
"140","2007-07-24",23.292768
"141","2007-07-25",23.533531
"142","2007-07-26",22.732447
"143","2007-07-27",22.316582
"144","2007-07-30",22.452286
"145","2007-07-31",22.215899
"146","2007-08-01",22.693048
"147","2007-08-02",21.239714
"148","2007-08-03",21.038347
"149","2007-08-06",20.907022
"150","2007-08-07",20.815094
"151","2007-08-08",20.66188
"152","2007-08-09",19.107862
"153","2007-08-10",19.655052
"154","2007-08-13",20.443005
"155","2007-08-14",20.180353
"156","2007-08-15",19.773245
"157","2007-08-16",19.383646
"158","2007-08-17",19.860794
"159","2007-08-20",20.114691
"160","2007-08-21",19.825775
"161","2007-08-22",20.316057
"162","2007-08-23",20.561197
"163","2007-08-24",20.718788
"164","2007-08-27",20.377342
"165","2007-08-28",20.246016
"166","2007-08-29",20.517422
"167","2007-08-30",20.267904
"168","2007-08-31",20.508667
"169","2007-09-04",20.714411
"170","2007-09-05",20.508667
"171","2007-09-06",20.495535
"172","2007-09-07",20.368587
"173","2007-09-10",20.215374
"174","2007-09-11",20.443005
"175","2007-09-12",20.696901
"176","2007-09-13",20.819471
"177","2007-09-14",20.307302
"178","2007-09-17",20.206619
"179","2007-09-18",20.38172
"180","2007-09-19",20.403606
"181","2007-09-20",20.574329
"182","2007-09-21",20.552443
"183","2007-09-24",20.302925
"184","2007-09-25",20.014008
"185","2007-09-26",20.543688
"186","2007-09-27",20.696901
"187","2007-09-28",20.749432
"188","2007-10-01",21.244091
"189","2007-10-02",21.22658
"190","2007-10-03",20.902643
"191","2007-10-04",20.96393
"192","2007-10-05",21.143408
"193","2007-10-08",20.920155
"194","2007-10-09",21.099632
"195","2007-10-10",20.867624
"196","2007-10-11",20.990194
"197","2007-10-12",21.147785
"198","2007-10-15",20.920155
"199","2007-10-16",20.66188
"200","2007-10-17",20.714411
"201","2007-10-18",21.147785
"202","2007-10-19",20.928909
"203","2007-10-22",20.745054
"204","2007-10-23",20.810717
"205","2007-10-24",21.222202
"206","2007-10-25",21.607424
"207","2007-10-26",21.75626
"208","2007-10-29",21.817545
"209","2007-10-30",21.677465
"210","2007-10-31",21.86132
"211","2007-11-01",22.373489
"212","2007-11-02",22.784977
"213","2007-11-05",22.605497
"214","2007-11-06",22.404133
"215","2007-11-07",22.0014
"216","2007-11-08",22.242165
"217","2007-11-09",21.896341
"218","2007-11-12",21.314131
"219","2007-11-13",21.371038
"220","2007-11-14",21.191561
"221","2007-11-15",21.077745
"222","2007-11-16",21.441078
"223","2007-11-19",21.169672
"224","2007-11-20",21.20907
"225","2007-11-21",20.872002
"226","2007-11-23",20.924532
"227","2007-11-26",20.836981
"228","2007-11-27",20.565575
"229","2007-11-28",20.552443
"230","2007-11-29",20.403606
"231","2007-11-30",20.355453
"232","2007-12-03",20.653126
"233","2007-12-04",20.836981
"234","2007-12-05",20.499912
"235","2007-12-06",20.473648
"236","2007-12-07",20.276659
"237","2007-12-10",20.057783
"238","2007-12-11",19.624409
"239","2007-12-12",19.93959
"240","2007-12-13",20.302925
"241","2007-12-14",19.812643
"242","2007-12-17",19.606899
"243","2007-12-18",19.58939
"244","2007-12-19",19.388023
"245","2007-12-20",19.427422
"246","2007-12-21",19.685694
"247","2007-12-24",19.843285
"248","2007-12-26",19.672562
"249","2007-12-27",19.746979
"250","2007-12-28",19.81702
"251","2007-12-31",19.598145
"252","2008-01-02",19.576256
"253","2008-01-03",19.690071
"254","2008-01-04",19.405533
"255","2008-01-07",19.296095
"256","2008-01-08",19.230433
"257","2008-01-09",21.15654
"258","2008-01-10",21.449833
"259","2008-01-11",21.060234
"260","2008-01-14",21.541761
"261","2008-01-15",21.406059
"262","2008-01-16",21.406059
"263","2008-01-17",20.832603
"264","2008-01-18",20.618105
"265","2008-01-22",20.228506
"266","2008-01-23",20.092804
"267","2008-01-24",20.066538
"268","2008-01-25",19.790754
"269","2008-01-28",19.869551
"270","2008-01-29",19.935213
"271","2008-01-30",19.922081
"272","2008-01-31",20.574329
"273","2008-02-01",20.920155
"274","2008-02-04",21.384171
"275","2008-02-05",20.666258
"276","2008-02-06",20.263527
"277","2008-02-07",20.399229
"278","2008-02-08",20.543688
"279","2008-02-11",20.705656
"280","2008-02-12",20.513044
"281","2008-02-13",20.705656
"282","2008-02-14",20.596218
"283","2008-02-15",20.569952
"284","2008-02-19",20.823849
"285","2008-02-20",21.082123
"286","2008-02-21",20.657503
"287","2008-02-22",20.85887
"288","2008-02-25",21.397303
"289","2008-02-26",21.270355
"290","2008-02-27",21.03397
"291","2008-02-28",21.121519
"292","2008-02-29",20.386097
"293","2008-03-03",20.714411
"294","2008-03-04",20.705656
"295","2008-03-05",20.977062
"296","2008-03-06",20.736298
"297","2008-03-07",20.688147
"298","2008-03-10",20.197865
"299","2008-03-11",20.386097
"300","2008-03-12",20.893888
"301","2008-03-13",21.134653
"302","2008-03-14",20.613728
"303","2008-03-17",19.970232
"304","2008-03-18",20.451759
"305","2008-03-19",19.716337
"306","2008-03-20",19.431799
"307","2008-03-24",19.58939
"308","2008-03-25",19.720715
"309","2008-03-26",19.777622
"310","2008-03-27",19.655052
"311","2008-03-28",19.256697
"312","2008-03-31",19.53686
"313","2008-04-01",19.970232
"314","2008-04-02",20.053406
"315","2008-04-03",20.119068
"316","2008-04-04",20.140957
"317","2008-04-07",20.25915
"318","2008-04-08",20.517422
"319","2008-04-09",20.850113
"320","2008-04-10",20.451759
"321","2008-04-11",20.145334
"322","2008-04-14",20.587463
"323","2008-04-15",20.876379
"324","2008-04-16",21.449833
"325","2008-04-17",21.375416
"326","2008-04-18",21.436701
"327","2008-04-21",21.309753
"328","2008-04-22",21.270355
"329","2008-04-23",21.620556
"330","2008-04-24",21.441078
"331","2008-04-25",21.476099
"332","2008-04-28",21.318508
"333","2008-04-29",21.073368
"334","2008-04-30",21.064611
"335","2008-05-01",20.806339
"336","2008-05-02",20.902643
"337","2008-05-05",21.414814
"338","2008-05-06",21.423569
"339","2008-05-07",21.585537
"340","2008-05-08",21.476099
"341","2008-05-09",21.379793
"342","2008-05-12",21.594292
"343","2008-05-13",21.786903
"344","2008-05-14",21.843811
"345","2008-05-15",21.769392
"346","2008-05-16",22.093328
"347","2008-05-19",21.988268
"348","2008-05-20",22.163368
"349","2008-05-21",22.010157
"350","2008-05-22",21.988268
"351","2008-05-23",21.73875
"352","2008-05-27",22.032043
"353","2008-05-28",21.997023
"354","2008-05-29",22.102083
"355","2008-05-30",21.913851
"356","2008-06-02",21.940115
"357","2008-06-03",21.852566
"358","2008-06-04",21.668709
"359","2008-06-05",21.935738
"360","2008-06-06",21.821922
"361","2008-06-09",21.970758
"362","2008-06-10",21.8263
"363","2008-06-11",21.865698
"364","2008-06-12",21.638067
"365","2008-06-13",21.45859
"366","2008-06-16",21.497986
"367","2008-06-17",21.773769
"368","2008-06-18",21.70373
"369","2008-06-19",21.33164
"370","2008-06-20",21.235334
"371","2008-06-23",21.533007
"372","2008-06-24",21.283487
"373","2008-06-25",21.397303
"374","2008-06-26",21.055857
"375","2008-06-27",20.893888
"376","2008-06-30",21.375416
"377","2008-07-01",21.576782
"378","2008-07-02",21.708107
