"","date","MYL"
"1","2007-01-03",20.040001
"2","2007-01-04",20.360001
"3","2007-01-05",20.280001
"4","2007-01-08",20.65
"5","2007-01-09",20.559999
"6","2007-01-10",20.59
"7","2007-01-11",20.860001
"8","2007-01-12",20.799999
"9","2007-01-16",20.91
"10","2007-01-17",20.860001
"11","2007-01-18",20.889999
"12","2007-01-19",20.950001
"13","2007-01-22",21.030001
"14","2007-01-23",20.92
"15","2007-01-24",21.07
"16","2007-01-25",21.110001
"17","2007-01-26",21.57
"18","2007-01-29",21.75
"19","2007-01-30",22.030001
"20","2007-01-31",22.139999
"21","2007-02-01",22.49
"22","2007-02-02",22.610001
"23","2007-02-05",22.4
"24","2007-02-06",22.459999
"25","2007-02-07",22.24
"26","2007-02-08",22.4
"27","2007-02-09",22.35
"28","2007-02-12",22.17
"29","2007-02-13",22.02
"30","2007-02-14",21.91
"31","2007-02-15",21.969999
"32","2007-02-16",22.049999
"33","2007-02-20",21.700001
"34","2007-02-21",21.950001
"35","2007-02-22",21.719999
"36","2007-02-23",21.82
"37","2007-02-26",21.84
"38","2007-02-27",21.41
"39","2007-02-28",21.17
"40","2007-03-01",20.26
"41","2007-03-02",19.870001
"42","2007-03-05",19.66
"43","2007-03-06",19.879999
"44","2007-03-07",19.65
"45","2007-03-08",19.879999
"46","2007-03-09",19.870001
"47","2007-03-12",19.92
"48","2007-03-13",19.559999
"49","2007-03-14",19.549999
"50","2007-03-15",19.73
"51","2007-03-16",19.42
"52","2007-03-19",19.52
"53","2007-03-20",19.6
"54","2007-03-21",19.540001
"55","2007-03-22",20.549999
"56","2007-03-23",20.32
"57","2007-03-26",20.219999
"58","2007-03-27",21.280001
"59","2007-03-28",21.110001
"60","2007-03-29",21.01
"61","2007-03-30",21.139999
"62","2007-04-02",20.99
"63","2007-04-03",21.09
"64","2007-04-04",21.040001
"65","2007-04-05",21.01
"66","2007-04-09",21.200001
"67","2007-04-10",21.799999
"68","2007-04-11",21.68
"69","2007-04-12",21.620001
"70","2007-04-13",21.75
"71","2007-04-16",21.799999
"72","2007-04-17",21.700001
"73","2007-04-18",21.860001
"74","2007-04-19",21.879999
"75","2007-04-20",21.92
"76","2007-04-23",21.639999
"77","2007-04-24",22.02
"78","2007-04-25",22.030001
"79","2007-04-26",22.1
"80","2007-04-27",22.049999
"81","2007-04-30",21.93
"82","2007-05-01",22.25
"83","2007-05-02",22.450001
"84","2007-05-03",22.209999
"85","2007-05-04",22.290001
"86","2007-05-07",22.389999
"87","2007-05-08",22.08
"88","2007-05-09",22.639999
"89","2007-05-10",22.09
"90","2007-05-11",22.4
"91","2007-05-14",19.700001
"92","2007-05-15",19.73
"93","2007-05-16",19.75
"94","2007-05-17",19.73
"95","2007-05-18",19.75
"96","2007-05-21",19.85
"97","2007-05-22",20.01
"98","2007-05-23",20.24
"99","2007-05-24",19.83
"100","2007-05-25",19.68
"101","2007-05-29",19.690001
"102","2007-05-30",19.73
"103","2007-05-31",19.77
"104","2007-06-01",19.700001
"105","2007-06-04",19.629999
"106","2007-06-05",19.59
"107","2007-06-06",19.41
"108","2007-06-07",19
"109","2007-06-08",18.799999
"110","2007-06-11",18.74
"111","2007-06-12",18.6
"112","2007-06-13",18.639999
"113","2007-06-14",18.459999
"114","2007-06-15",18.549999
"115","2007-06-18",18.700001
"116","2007-06-19",18.870001
"117","2007-06-20",18.799999
"118","2007-06-21",18.790001
"119","2007-06-22",18.9
"120","2007-06-25",18.65
"121","2007-06-26",18.49
"122","2007-06-27",18.469999
"123","2007-06-28",18.370001
"124","2007-06-29",18.190001
"125","2007-07-02",18.190001
"126","2007-07-03",18.17
"127","2007-07-05",18.17
"128","2007-07-06",18.049999
"129","2007-07-09",17.879999
"130","2007-07-10",17.75
"131","2007-07-11",17.73
"132","2007-07-12",17.959999
"133","2007-07-13",17.9
"134","2007-07-16",17.940001
"135","2007-07-17",17.92
"136","2007-07-18",17.92
"137","2007-07-19",17.74
"138","2007-07-20",17.440001
"139","2007-07-23",17.73
"140","2007-07-24",17.620001
"141","2007-07-25",17.92
"142","2007-07-26",16.66
"143","2007-07-27",15.8
"144","2007-07-30",16.17
"145","2007-07-31",16.030001
"146","2007-08-01",16.1
"147","2007-08-02",15.97
"148","2007-08-03",15.74
"149","2007-08-06",15.52
"150","2007-08-07",15.09
"151","2007-08-08",14.63
"152","2007-08-09",14
"153","2007-08-10",14.66
"154","2007-08-13",14.82
"155","2007-08-14",14.46
"156","2007-08-15",14.02
"157","2007-08-16",14.11
"158","2007-08-17",15
"159","2007-08-20",15.58
"160","2007-08-21",14.99
"161","2007-08-22",15.29
"162","2007-08-23",15.02
"163","2007-08-24",15.23
"164","2007-08-27",15.11
"165","2007-08-28",14.96
"166","2007-08-29",15.18
"167","2007-08-30",15.04
"168","2007-08-31",15.1
"169","2007-09-04",15.42
"170","2007-09-05",15.32
"171","2007-09-06",15.27
"172","2007-09-07",15.08
"173","2007-09-10",15.69
"174","2007-09-11",15.48
"175","2007-09-12",15.39
"176","2007-09-13",15.42
"177","2007-09-14",15.29
"178","2007-09-17",15.38
"179","2007-09-18",15.58
"180","2007-09-19",15.54
"181","2007-09-20",15.25
"182","2007-09-21",15.35
"183","2007-09-24",15.23
"184","2007-09-25",15.35
"185","2007-09-26",15.53
"186","2007-09-27",16.24
"187","2007-09-28",15.96
"188","2007-10-01",16.5
"189","2007-10-02",16.73
"190","2007-10-03",16.870001
"191","2007-10-04",16.559999
"192","2007-10-05",16.48
"193","2007-10-08",16.41
"194","2007-10-09",16.219999
"195","2007-10-10",15.95
"196","2007-10-11",15.63
"197","2007-10-12",15.69
"198","2007-10-15",15.69
"199","2007-10-16",15.5
"200","2007-10-17",15.44
"201","2007-10-18",15.28
"202","2007-10-19",15.01
"203","2007-10-22",15.3
"204","2007-10-23",15.38
"205","2007-10-24",15.32
"206","2007-10-25",15.19
"207","2007-10-26",15
"208","2007-10-29",15.1
"209","2007-10-30",14.91
"210","2007-10-31",15.04
"211","2007-11-01",15.28
"212","2007-11-02",15.06
"213","2007-11-05",14.89
"214","2007-11-06",15.06
"215","2007-11-07",15
"216","2007-11-08",15.38
"217","2007-11-09",15.21
"218","2007-11-12",15.03
"219","2007-11-13",14.35
"220","2007-11-14",14.12
"221","2007-11-15",13.97
"222","2007-11-16",13.65
"223","2007-11-19",13.25
"224","2007-11-20",13.45
"225","2007-11-21",13.29
"226","2007-11-23",13.61
"227","2007-11-26",13.53
"228","2007-11-27",14.05
"229","2007-11-28",14.4
"230","2007-11-29",14.45
"231","2007-11-30",14.38
"232","2007-12-03",14.24
"233","2007-12-04",14.35
"234","2007-12-05",14.18
"235","2007-12-06",14.16
"236","2007-12-07",14.14
"237","2007-12-10",14
"238","2007-12-11",13.54
"239","2007-12-12",13.53
"240","2007-12-13",13.54
"241","2007-12-14",13.7
"242","2007-12-17",13.46
"243","2007-12-18",13.77
"244","2007-12-19",13.74
"245","2007-12-20",13.64
"246","2007-12-21",13.5
"247","2007-12-24",13.75
"248","2007-12-26",13.87
"249","2007-12-27",13.8
"250","2007-12-28",14.05
"251","2007-12-31",14.06
"252","2008-01-02",13.88
"253","2008-01-03",13.67
"254","2008-01-04",13.69
"255","2008-01-07",14.14
"256","2008-01-08",14.22
"257","2008-01-09",14.84
"258","2008-01-10",15.1
"259","2008-01-11",15.4
"260","2008-01-14",15.04
"261","2008-01-15",14.96
"262","2008-01-16",15.35
"263","2008-01-17",15.21
"264","2008-01-18",15.1
"265","2008-01-22",14.84
"266","2008-01-23",14.67
"267","2008-01-24",14.61
"268","2008-01-25",14.57
"269","2008-01-28",14.65
"270","2008-01-29",14.77
"271","2008-01-30",14.93
"272","2008-01-31",14.84
"273","2008-02-01",14.92
"274","2008-02-04",15.09
"275","2008-02-05",14.61
"276","2008-02-06",13.81
"277","2008-02-07",13.09
"278","2008-02-08",12.98
"279","2008-02-11",12.92
"280","2008-02-12",12.93
"281","2008-02-13",13
"282","2008-02-14",12.94
"283","2008-02-15",12.96
"284","2008-02-19",12.86
"285","2008-02-20",12.93
"286","2008-02-21",12.84
"287","2008-02-22",12.94
"288","2008-02-25",13.05
"289","2008-02-26",13.27
"290","2008-02-27",13.15
"291","2008-02-28",12.03
"292","2008-02-29",11.84
"293","2008-03-03",11.45
"294","2008-03-04",11.18
"295","2008-03-05",10.81
"296","2008-03-06",10.55
"297","2008-03-07",10.6
"298","2008-03-10",10.33
"299","2008-03-11",10.47
"300","2008-03-12",10.5
"301","2008-03-13",10.69
"302","2008-03-14",11.07
"303","2008-03-17",10.77
"304","2008-03-18",11.18
"305","2008-03-19",11.02
"306","2008-03-20",11.1
"307","2008-03-24",11.42
"308","2008-03-25",11.58
"309","2008-03-26",11.87
"310","2008-03-27",11.56
"311","2008-03-28",11.49
"312","2008-03-31",11.6
"313","2008-04-01",11.89
"314","2008-04-02",11.97
"315","2008-04-03",12.22
"316","2008-04-04",12.33
"317","2008-04-07",12.6
"318","2008-04-08",12.98
"319","2008-04-09",12.38
"320","2008-04-10",12.18
"321","2008-04-11",12.19
"322","2008-04-14",12.38
"323","2008-04-15",12.54
"324","2008-04-16",12.75
"325","2008-04-17",12.65
"326","2008-04-18",12.51
"327","2008-04-21",12.59
"328","2008-04-22",12.39
"329","2008-04-23",12.52
"330","2008-04-24",12.89
"331","2008-04-25",12.96
"332","2008-04-28",12.95
"333","2008-04-29",13.22
"334","2008-04-30",13.17
"335","2008-05-01",13.3
"336","2008-05-02",13.22
"337","2008-05-05",13.14
"338","2008-05-06",13.1
"339","2008-05-07",12.81
"340","2008-05-08",12.46
"341","2008-05-09",11.42
"342","2008-05-12",11.59
"343","2008-05-13",11.4
"344","2008-05-14",11.73
"345","2008-05-15",11.97
"346","2008-05-16",12.22
"347","2008-05-19",12.39
"348","2008-05-20",12.46
"349","2008-05-21",12.34
"350","2008-05-22",12.64
"351","2008-05-23",12.6
"352","2008-05-27",12.85
"353","2008-05-28",12.84
"354","2008-05-29",13.04
"355","2008-05-30",13.35
"356","2008-06-02",13.19
"357","2008-06-03",13.1
"358","2008-06-04",13.14
"359","2008-06-05",13.06
"360","2008-06-06",12.74
"361","2008-06-09",12.64
"362","2008-06-10",12.91
"363","2008-06-11",12.58
"364","2008-06-12",12.46
"365","2008-06-13",12.59
"366","2008-06-16",12.66
"367","2008-06-17",12.58
"368","2008-06-18",12.43
"369","2008-06-19",12.42
"370","2008-06-20",11.99
"371","2008-06-23",11.96
"372","2008-06-24",12.04
"373","2008-06-25",12.12
"374","2008-06-26",11.56
"375","2008-06-27",12.16
"376","2008-06-30",12.07
"377","2008-07-01",12.05
"378","2008-07-02",12.15
"379","2008-07-03",11.85
"380","2008-07-07",11.67
"381","2008-07-08",12.29
"382","2008-07-09",12.27
"383","2008-07-10",12.12
"384","2008-07-11",11.99
"385","2008-07-14",11.89
"386","2008-07-15",12.02
"387","2008-07-16",12.13
"388","2008-07-17",12.73
"389","2008-07-18",12.83
"390","2008-07-21",12.9
"391","2008-07-22",13.21
"392","2008-07-23",13.49
"393","2008-07-24",13.12
"394","2008-07-25",13.26
"395","2008-07-28",12.74
"396","2008-07-29",12.74
"397","2008-07-30",13.01
"398","2008-07-31",12.97
"399","2008-08-01",12.76
"400","2008-08-04",12.92
"401","2008-08-05",13.16
"402","2008-08-06",13.65
"403","2008-08-07",13.99
"404","2008-08-08",14.02
"405","2008-08-11",13.98
"406","2008-08-12",13.66
"407","2008-08-13",13.57
"408","2008-08-14",13.79
"409","2008-08-15",13.72
"410","2008-08-18",13.43
"411","2008-08-19",13.23
"412","2008-08-20",12.92
"413","2008-08-21",12.98
"414","2008-08-22",13.44
"415","2008-08-25",13.2
"416","2008-08-26",13.31
"417","2008-08-27",13.19
"418","2008-08-28",13
"419","2008-08-29",12.89
"420","2008-09-02",12.83
"421","2008-09-03",12.87
"422","2008-09-04",12.84
"423","2008-09-05",12.5
"424","2008-09-08",12.42
"425","2008-09-09",11.1
"426","2008-09-10",11.47
"427","2008-09-11",11.6
"428","2008-09-12",11.55
"429","2008-09-15",11.04
"430","2008-09-16",10.85
"431","2008-09-17",11.01
"432","2008-09-18",11.76
"433","2008-09-19",11.8
"434","2008-09-22",11.57
"435","2008-09-23",11.47
"436","2008-09-24",11.73
"437","2008-09-25",11.99
"438","2008-09-26",11.7
"439","2008-09-29",11
"440","2008-09-30",11.42
"441","2008-10-01",11.28
"442","2008-10-02",10.66
"443","2008-10-03",10.27
"444","2008-10-06",9
"445","2008-10-07",8.52
"446","2008-10-08",7.73
"447","2008-10-09",7.59
"448","2008-10-10",7.22
"449","2008-10-13",8.7
