"","date","GRUB"
"1","2014-04-04",34
"2","2014-04-07",34.799999
"3","2014-04-08",35.990002
"4","2014-04-09",35.310001
"5","2014-04-10",30.91
"6","2014-04-11",33.639999
"7","2014-04-14",35.16
"8","2014-04-15",35
"9","2014-04-16",37.52
"10","2014-04-17",35.950001
"11","2014-04-21",33.189999
"12","2014-04-22",32.860001
"13","2014-04-23",32.389999
"14","2014-04-24",32.380001
"15","2014-04-25",31.26
"16","2014-04-28",32.639999
"17","2014-04-29",32.790001
"18","2014-04-30",30.950001
"19","2014-05-01",31.01
"20","2014-05-02",31.049999
"21","2014-05-05",31.629999
"22","2014-05-06",31.98
"23","2014-05-07",30.690001
"24","2014-05-08",31.379999
"25","2014-05-09",31.219999
"26","2014-05-12",30.93
"27","2014-05-13",31.040001
"28","2014-05-14",31.1
"29","2014-05-15",31.950001
"30","2014-05-16",32.07
"31","2014-05-19",31.209999
"32","2014-05-20",30
"33","2014-05-21",31.040001
"34","2014-05-22",30.91
"35","2014-05-23",31.799999
"36","2014-05-27",32.639999
"37","2014-05-28",33.43
"38","2014-05-29",33.689999
"39","2014-05-30",34.080002
"40","2014-06-02",34.389999
"41","2014-06-03",35.060001
"42","2014-06-04",35.650002
"43","2014-06-05",37.299999
"44","2014-06-06",37.650002
"45","2014-06-09",39.099998
"46","2014-06-10",38.009998
"47","2014-06-11",35.48
"48","2014-06-12",33.650002
"49","2014-06-13",36
"50","2014-06-16",34.990002
"51","2014-06-17",35.77
"52","2014-06-18",34.990002
"53","2014-06-19",34.450001
"54","2014-06-20",34.950001
"55","2014-06-23",35.220001
"56","2014-06-24",35.41
"57","2014-06-25",35.48
"58","2014-06-26",34.650002
"59","2014-06-27",34.200001
"60","2014-06-30",35.41
"61","2014-07-01",33.82
"62","2014-07-02",33.77
"63","2014-07-03",34.099998
"64","2014-07-07",32.700001
"65","2014-07-08",31.48
"66","2014-07-09",31.870001
"67","2014-07-10",31.889999
"68","2014-07-11",32.860001
"69","2014-07-14",33.529999
"70","2014-07-15",32.439999
"71","2014-07-16",32.959999
"72","2014-07-17",31.879999
"73","2014-07-18",32.130001
"74","2014-07-21",32.779999
"75","2014-07-22",32.419998
"76","2014-07-23",33.52
"77","2014-07-24",34.959999
"78","2014-07-25",35.23
"79","2014-07-28",38.02
"80","2014-07-29",37.59
"81","2014-07-30",36.52
"82","2014-07-31",36.290001
"83","2014-08-01",35.759998
"84","2014-08-04",36.259998
"85","2014-08-05",35.830002
"86","2014-08-06",36.919998
"87","2014-08-07",35.830002
"88","2014-08-08",36.400002
"89","2014-08-11",38.790001
"90","2014-08-12",39.360001
"91","2014-08-13",45.209999
"92","2014-08-14",42.759998
"93","2014-08-15",40.93
"94","2014-08-18",41.110001
"95","2014-08-19",42.41
"96","2014-08-20",42.450001
"97","2014-08-21",43.450001
"98","2014-08-22",42.759998
"99","2014-08-25",39.16
"100","2014-08-26",38.48
"101","2014-08-27",38.959999
"102","2014-08-28",38.68
"103","2014-08-29",38.439999
"104","2014-09-02",39.32
"105","2014-09-03",40.84
"106","2014-09-04",39.650002
"107","2014-09-05",39.75
"108","2014-09-08",39.700001
"109","2014-09-09",39.259998
"110","2014-09-10",38.880001
"111","2014-09-11",37.720001
"112","2014-09-12",39.450001
"113","2014-09-15",39.57
"114","2014-09-16",39.52
"115","2014-09-17",38.580002
"116","2014-09-18",38.470001
"117","2014-09-19",37.990002
"118","2014-09-22",35.490002
"119","2014-09-23",35.32
"120","2014-09-24",35.91
"121","2014-09-25",34.720001
"122","2014-09-26",34.580002
"123","2014-09-29",35.360001
"124","2014-09-30",34.240002
"125","2014-10-01",35.049999
"126","2014-10-02",35.09
"127","2014-10-03",35.599998
"128","2014-10-06",35.650002
"129","2014-10-07",36.200001
"130","2014-10-08",37.110001
"131","2014-10-09",36.919998
"132","2014-10-10",35.349998
"133","2014-10-13",35.34
"134","2014-10-14",36.610001
"135","2014-10-15",36.98
"136","2014-10-16",37.02
"137","2014-10-17",37.060001
"138","2014-10-20",36.860001
"139","2014-10-21",36.950001
"140","2014-10-22",37.169998
"141","2014-10-23",37.189999
"142","2014-10-24",36
"143","2014-10-27",36.470001
"144","2014-10-28",36.240002
"145","2014-10-29",36.09
"146","2014-10-30",35.82
"147","2014-10-31",36.360001
"148","2014-11-03",36.419998
"149","2014-11-04",36.349998
"150","2014-11-05",34.209999
"151","2014-11-06",33.98
"152","2014-11-07",33.25
"153","2014-11-10",33.52
"154","2014-11-11",34.130001
"155","2014-11-12",34.509998
"156","2014-11-13",34.369999
"157","2014-11-14",33.860001
"158","2014-11-17",34.060001
"159","2014-11-18",34.299999
"160","2014-11-19",34.779999
"161","2014-11-20",34.549999
"162","2014-11-21",34.900002
"163","2014-11-24",35.5
"164","2014-11-25",36
"165","2014-11-26",36.360001
"166","2014-11-28",36.799999
"167","2014-12-01",36.439999
"168","2014-12-02",35.93
"169","2014-12-03",36.080002
"170","2014-12-04",34.049999
"171","2014-12-05",34.490002
"172","2014-12-08",33.740002
"173","2014-12-09",34.290001
"174","2014-12-10",32.540001
"175","2014-12-11",31.9
"176","2014-12-12",32.009998
"177","2014-12-15",31.74
"178","2014-12-16",33.110001
"179","2014-12-17",33.959999
"180","2014-12-18",35.279999
"181","2014-12-19",35.790001
"182","2014-12-22",35.540001
"183","2014-12-23",35.77
"184","2014-12-24",35.650002
"185","2014-12-26",35.82
"186","2014-12-29",35.91
"187","2014-12-30",35.869999
"188","2014-12-31",36.32
