"","date","SWIR"
"1","2007-01-03",13.63
"2","2007-01-04",13.36
"3","2007-01-05",13.19
"4","2007-01-08",13.4
"5","2007-01-09",13.52
"6","2007-01-10",13.37
"7","2007-01-11",14.18
"8","2007-01-12",14.55
"9","2007-01-16",14.45
"10","2007-01-17",14.34
"11","2007-01-18",13.87
"12","2007-01-19",14.22
"13","2007-01-22",14.64
"14","2007-01-23",14.9
"15","2007-01-24",15.05
"16","2007-01-25",14.94
"17","2007-01-26",14.68
"18","2007-01-29",15.02
"19","2007-01-30",14.6
"20","2007-01-31",14.44
"21","2007-02-01",14.72
"22","2007-02-02",14.4
"23","2007-02-05",14.35
"24","2007-02-06",14.61
"25","2007-02-07",14.45
"26","2007-02-08",14.33
"27","2007-02-09",14.33
"28","2007-02-12",14.06
"29","2007-02-13",13.83
"30","2007-02-14",14.8
"31","2007-02-15",14.96
"32","2007-02-16",15.01
"33","2007-02-20",14.64
"34","2007-02-21",14.6
"35","2007-02-22",14.49
"36","2007-02-23",14.32
"37","2007-02-26",14.27
"38","2007-02-27",13.56
"39","2007-02-28",13.59
"40","2007-03-01",13.26
"41","2007-03-02",13.15
"42","2007-03-05",12.9
"43","2007-03-06",13.45
"44","2007-03-07",13.91
"45","2007-03-08",13.76
"46","2007-03-09",13.92
"47","2007-03-12",13.64
"48","2007-03-13",13.36
"49","2007-03-14",13.7
"50","2007-03-15",13.86
"51","2007-03-16",13.64
"52","2007-03-19",13.81
"53","2007-03-20",13.77
"54","2007-03-21",13.97
"55","2007-03-22",14.18
"56","2007-03-23",14.69
"57","2007-03-26",15.44
"58","2007-03-27",15.46
"59","2007-03-28",15.55
"60","2007-03-29",15.53
"61","2007-03-30",15.69
"62","2007-04-02",15.75
"63","2007-04-03",15.98
"64","2007-04-04",16.790001
"65","2007-04-05",16.540001
"66","2007-04-09",16.440001
"67","2007-04-10",16.41
"68","2007-04-11",16.23
"69","2007-04-12",16.440001
"70","2007-04-13",16.65
"71","2007-04-16",16.73
"72","2007-04-17",16.77
"73","2007-04-18",16.6
"74","2007-04-19",16.370001
"75","2007-04-20",16.57
"76","2007-04-23",16.74
"77","2007-04-24",17.08
"78","2007-04-25",17.559999
"79","2007-04-26",16.77
"80","2007-04-27",18.040001
"81","2007-04-30",18.07
"82","2007-05-01",17.41
"83","2007-05-02",17.809999
"84","2007-05-03",18.33
"85","2007-05-04",18.709999
"86","2007-05-07",18.85
"87","2007-05-08",18.82
"88","2007-05-09",18.809999
"89","2007-05-10",18.42
"90","2007-05-11",19
"91","2007-05-14",18.969999
"92","2007-05-15",19.370001
"93","2007-05-16",19.389999
"94","2007-05-17",19.85
"95","2007-05-18",20
"96","2007-05-21",20.16
"97","2007-05-22",20.34
"98","2007-05-23",20.370001
"99","2007-05-24",19.860001
"100","2007-05-25",20.25
"101","2007-05-29",21.040001
"102","2007-05-30",21.33
"103","2007-05-31",21.690001
"104","2007-06-01",22.08
"105","2007-06-04",21.969999
"106","2007-06-05",24.549999
"107","2007-06-06",23.65
"108","2007-06-07",23.74
"109","2007-06-08",24.35
"110","2007-06-11",25.01
"111","2007-06-12",24.65
"112","2007-06-13",25.129999
"113","2007-06-14",25.309999
"114","2007-06-15",25.530001
"115","2007-06-18",25.82
"116","2007-06-19",25.66
"117","2007-06-20",25.33
"118","2007-06-21",26.16
"119","2007-06-22",25.83
"120","2007-06-25",25.219999
"121","2007-06-26",23.9
"122","2007-06-27",24.75
"123","2007-06-28",24.76
"124","2007-06-29",24.889999
"125","2007-07-02",25.629999
"126","2007-07-03",25.700001
"127","2007-07-05",24.940001
"128","2007-07-06",25.290001
"129","2007-07-09",25.540001
"130","2007-07-10",25.540001
"131","2007-07-11",26.459999
"132","2007-07-12",27.35
"133","2007-07-13",27.440001
"134","2007-07-16",27.07
"135","2007-07-17",27.51
"136","2007-07-18",27.309999
"137","2007-07-19",27.860001
"138","2007-07-20",27.74
"139","2007-07-23",27.76
"140","2007-07-24",26.67
"141","2007-07-25",25.969999
"142","2007-07-26",26.42
"143","2007-07-27",23.190001
"144","2007-07-30",23.299999
"145","2007-07-31",22.65
"146","2007-08-01",20.49
"147","2007-08-02",21.9
"148","2007-08-03",21.040001
"149","2007-08-06",20.24
"150","2007-08-07",21.809999
"151","2007-08-08",21.219999
"152","2007-08-09",20.42
"153","2007-08-10",20.440001
"154","2007-08-13",20.9
"155","2007-08-14",20
"156","2007-08-15",19.049999
"157","2007-08-16",19.09
"158","2007-08-17",20.91
"159","2007-08-20",21.17
"160","2007-08-21",21.74
"161","2007-08-22",22.32
"162","2007-08-23",21.879999
"163","2007-08-24",22.32
"164","2007-08-27",22.16
"165","2007-08-28",21.41
"166","2007-08-29",21.780001
"167","2007-08-30",22.18
"168","2007-08-31",22.870001
"169","2007-09-04",22.84
"170","2007-09-05",22.77
"171","2007-09-06",23.57
"172","2007-09-07",22.92
"173","2007-09-10",22.65
"174","2007-09-11",23.09
"175","2007-09-12",23.02
"176","2007-09-13",23.190001
"177","2007-09-14",22.93
"178","2007-09-17",22.66
"179","2007-09-18",23.33
"180","2007-09-19",23.709999
"181","2007-09-20",22.65
"182","2007-09-21",22.530001
"183","2007-09-24",22.129999
"184","2007-09-25",22.01
"185","2007-09-26",22.32
"186","2007-09-27",21.690001
"187","2007-09-28",21.08
"188","2007-10-01",20.389999
"189","2007-10-02",21.34
"190","2007-10-03",21.549999
"191","2007-10-04",21.27
"192","2007-10-05",21.360001
"193","2007-10-08",21.030001
"194","2007-10-09",20.809999
"195","2007-10-10",20.860001
"196","2007-10-11",20.370001
"197","2007-10-12",20.700001
"198","2007-10-15",19.620001
"199","2007-10-16",18.469999
"200","2007-10-17",20.030001
"201","2007-10-18",20.059999
"202","2007-10-19",19.469999
"203","2007-10-22",20.530001
"204","2007-10-23",21.02
"205","2007-10-24",19.190001
"206","2007-10-25",19.07
"207","2007-10-26",21.690001
"208","2007-10-29",24.049999
"209","2007-10-30",23.51
"210","2007-10-31",23.67
"211","2007-11-01",23.639999
"212","2007-11-02",23.690001
"213","2007-11-05",23.84
"214","2007-11-06",22.629999
"215","2007-11-07",21.5
"216","2007-11-08",20.83
"217","2007-11-09",20.01
"218","2007-11-12",19.440001
"219","2007-11-13",20.99
"220","2007-11-14",20.42
"221","2007-11-15",18.530001
"222","2007-11-16",18.52
"223","2007-11-19",17.610001
"224","2007-11-20",16.809999
"225","2007-11-21",16.200001
"226","2007-11-23",16
"227","2007-11-26",15.66
"228","2007-11-27",16.299999
"229","2007-11-28",16.709999
"230","2007-11-29",16.16
"231","2007-11-30",16.09
"232","2007-12-03",15.75
"233","2007-12-04",15.51
"234","2007-12-05",16.77
"235","2007-12-06",16.879999
"236","2007-12-07",16.68
"237","2007-12-10",16.950001
"238","2007-12-11",16.940001
"239","2007-12-12",17.01
"240","2007-12-13",16.790001
"241","2007-12-14",16.35
"242","2007-12-17",15.4
"243","2007-12-18",15.36
"244","2007-12-19",15.24
"245","2007-12-20",15.87
"246","2007-12-21",15.84
"247","2007-12-24",15.71
"248","2007-12-26",15.7
"249","2007-12-27",15.26
"250","2007-12-28",15.15
"251","2007-12-31",14.85
"252","2008-01-02",14.41
"253","2008-01-03",14.34
"254","2008-01-04",13.66
"255","2008-01-07",13.11
"256","2008-01-08",13.1
"257","2008-01-09",13.68
"258","2008-01-10",13.63
"259","2008-01-11",13.4
"260","2008-01-14",13.99
"261","2008-01-15",12.96
"262","2008-01-16",13.07
"263","2008-01-17",13.22
"264","2008-01-18",13.27
"265","2008-01-22",13.02
"266","2008-01-23",13.15
"267","2008-01-24",14.08
"268","2008-01-25",14.16
"269","2008-01-28",14.36
"270","2008-01-29",15.14
"271","2008-01-30",14.68
"272","2008-01-31",14.81
"273","2008-02-01",16.24
"274","2008-02-04",16.799999
"275","2008-02-05",15.75
"276","2008-02-06",15.21
"277","2008-02-07",15.45
"278","2008-02-08",15.92
"279","2008-02-11",16.200001
"280","2008-02-12",15.93
"281","2008-02-13",16.559999
"282","2008-02-14",16.280001
"283","2008-02-15",16.58
"284","2008-02-19",16.309999
"285","2008-02-20",16.700001
"286","2008-02-21",15.21
"287","2008-02-22",15.07
"288","2008-02-25",15.11
"289","2008-02-26",15.59
"290","2008-02-27",15.47
"291","2008-02-28",15.15
"292","2008-02-29",14.46
"293","2008-03-03",14.39
"294","2008-03-04",14.11
"295","2008-03-05",14.47
"296","2008-03-06",14.06
"297","2008-03-07",13.74
"298","2008-03-10",12.93
"299","2008-03-11",13.33
"300","2008-03-12",13.45
"301","2008-03-13",14
"302","2008-03-14",13.52
"303","2008-03-17",13.99
"304","2008-03-18",14.44
"305","2008-03-19",13.84
"306","2008-03-20",14.39
"307","2008-03-24",15.32
"308","2008-03-25",15.62
"309","2008-03-26",15.55
"310","2008-03-27",15.7
"311","2008-03-28",15.95
"312","2008-03-31",15.95
"313","2008-04-01",16.709999
"314","2008-04-02",17.370001
"315","2008-04-03",17.24
"316","2008-04-04",17.24
"317","2008-04-07",18.129999
"318","2008-04-08",18.43
"319","2008-04-09",18.34
"320","2008-04-10",18.469999
"321","2008-04-11",18.030001
"322","2008-04-14",17.59
"323","2008-04-15",17.620001
"324","2008-04-16",18.85
"325","2008-04-17",18.530001
"326","2008-04-18",18.889999
"327","2008-04-21",19.27
"328","2008-04-22",18.76
"329","2008-04-23",18.98
"330","2008-04-24",19.129999
"331","2008-04-25",19.67
"332","2008-04-28",20.129999
"333","2008-04-29",20.24
"334","2008-04-30",18.700001
"335","2008-05-01",19.15
"336","2008-05-02",18.879999
"337","2008-05-05",18.35
"338","2008-05-06",17.73
"339","2008-05-07",17.889999
"340","2008-05-08",18.1
"341","2008-05-09",17.73
"342","2008-05-12",18.07
"343","2008-05-13",17.809999
"344","2008-05-14",17.59
"345","2008-05-15",17.610001
"346","2008-05-16",17.629999
"347","2008-05-19",17.33
"348","2008-05-20",17.25
"349","2008-05-21",16.6
"350","2008-05-22",16.799999
"351","2008-05-23",16.549999
"352","2008-05-27",16.67
"353","2008-05-28",16.790001
"354","2008-05-29",17.52
