"","date","ASGN"
"304","2008-03-18",6.39
"305","2008-03-19",5.89
"306","2008-03-20",5.98
"307","2008-03-24",6.18
"308","2008-03-25",6.34
"309","2008-03-26",6.38
"310","2008-03-27",6.3
"311","2008-03-28",6.28
"312","2008-03-31",6.35
"313","2008-04-01",6.58
"314","2008-04-02",6.81
"315","2008-04-03",6.96
"316","2008-04-04",7.21
"317","2008-04-07",7.12
"318","2008-04-08",7.18
"319","2008-04-09",6.98
"320","2008-04-10",7.08
"321","2008-04-11",6.88
"322","2008-04-14",6.96
"323","2008-04-15",7.02
"324","2008-04-16",7.06
"325","2008-04-17",6.88
"326","2008-04-18",7.08
"327","2008-04-21",7.09
"328","2008-04-22",7.08
"329","2008-04-23",7.18
"330","2008-04-24",7.25
"331","2008-04-25",7.39
"332","2008-04-28",7.37
"333","2008-04-29",7.29
"334","2008-04-30",7.03
"335","2008-05-01",7.2
"336","2008-05-02",7.74
"337","2008-05-05",7.71
"338","2008-05-06",7.93
"339","2008-05-07",7.89
"340","2008-05-08",7.72
"341","2008-05-09",7.96
"342","2008-05-12",8.12
"343","2008-05-13",8.12
"344","2008-05-14",7.92
"345","2008-05-15",8.15
"346","2008-05-16",7.91
"347","2008-05-19",7.99
"348","2008-05-20",7.85
"349","2008-05-21",7.77
"350","2008-05-22",7.93
"351","2008-05-23",7.89
"352","2008-05-27",8.16
"353","2008-05-28",8.22
"354","2008-05-29",8.32
"355","2008-05-30",8.34
"356","2008-06-02",8.15
"357","2008-06-03",8.21
"358","2008-06-04",8.47
"359","2008-06-05",8.74
"360","2008-06-06",8.3
"361","2008-06-09",8.47
"362","2008-06-10",8.39
"363","2008-06-11",7.96
"364","2008-06-12",8.03
"365","2008-06-13",8.32
"366","2008-06-16",8.41
"367","2008-06-17",8.24
"368","2008-06-18",8.2
"369","2008-06-19",8.41
"370","2008-06-20",8.23
"371","2008-06-23",8.33
"372","2008-06-24",8.3
"373","2008-06-25",8.4
"374","2008-06-26",8.18
"375","2008-06-27",8.17
"376","2008-06-30",8.02
"377","2008-07-01",7.74
"378","2008-07-02",7.54
"379","2008-07-03",7.48
"380","2008-07-07",7.45
"381","2008-07-08",7.95
"382","2008-07-09",7.69
"383","2008-07-10",7.65
"384","2008-07-11",7.71
"385","2008-07-14",7.56
"386","2008-07-15",7.51
"387","2008-07-16",8.04
"388","2008-07-17",7.89
"389","2008-07-18",8.14
"390","2008-07-21",8.05
"391","2008-07-22",8.58
"392","2008-07-23",8.59
"393","2008-07-24",8.33
"394","2008-07-25",8.58
"395","2008-07-28",8.26
"396","2008-07-29",8.66
"397","2008-07-30",8.75
"398","2008-07-31",8.53
"399","2008-08-01",8.67
"400","2008-08-04",8.15
"401","2008-08-05",8.79
"402","2008-08-06",8.95
"403","2008-08-07",8.73
"404","2008-08-08",8.97
"405","2008-08-11",9.05
"406","2008-08-12",8.94
"407","2008-08-13",9.14
"408","2008-08-14",9.15
"409","2008-08-15",9.22
"410","2008-08-18",9.16
"411","2008-08-19",8.92
"412","2008-08-20",8.95
"413","2008-08-21",8.76
"414","2008-08-22",8.85
"415","2008-08-25",8.84
"416","2008-08-26",8.9
"417","2008-08-27",9.18
"418","2008-08-28",9.34
"419","2008-08-29",9.45
"420","2008-09-02",9.3
"421","2008-09-03",9.51
"422","2008-09-04",9.14
"423","2008-09-05",9.27
"424","2008-09-08",9.33
"425","2008-09-09",9.3
"426","2008-09-10",9.41
"427","2008-09-11",9.31
"428","2008-09-12",9.43
"429","2008-09-15",9.41
"430","2008-09-16",9.69
"431","2008-09-17",9.17
"432","2008-09-18",9.1
"433","2008-09-19",9.26
"434","2008-09-22",9.18
"435","2008-09-23",8.8
"436","2008-09-24",8.42
"437","2008-09-25",8.28
"438","2008-09-26",8.23
"439","2008-09-29",7.48
"440","2008-09-30",7.88
"441","2008-10-01",7.68
"442","2008-10-02",7.22
"443","2008-10-03",6.65
"444","2008-10-06",6.61
"445","2008-10-07",6.07
"446","2008-10-08",5.91
"447","2008-10-09",5.33
"448","2008-10-10",5.76
"449","2008-10-13",6.67
"450","2008-10-14",6.09
"451","2008-10-15",5.69
"452","2008-10-16",5.76
"453","2008-10-17",5.85
"454","2008-10-20",5.75
"455","2008-10-21",5.45
"456","2008-10-22",5.37
"457","2008-10-23",5.19
"458","2008-10-24",5.14
"459","2008-10-27",4.72
"460","2008-10-28",4.75
"461","2008-10-29",5.26
"462","2008-10-30",5.9
"463","2008-10-31",6.5
"464","2008-11-03",6.6
"465","2008-11-04",6.76
"466","2008-11-05",6.5
"467","2008-11-06",6.29
"468","2008-11-07",6.33
"469","2008-11-10",5.91
"470","2008-11-11",5.75
"471","2008-11-12",5.45
"472","2008-11-13",6.23
"473","2008-11-14",5.9
"474","2008-11-17",5.63
"475","2008-11-18",5.4
"476","2008-11-19",4.87
"477","2008-11-20",4.78
"478","2008-11-21",4.9
"479","2008-11-24",5.69
"480","2008-11-25",5.36
"481","2008-11-26",5.85
"482","2008-11-28",5.75
"483","2008-12-01",5.2
"484","2008-12-02",5.61
"485","2008-12-03",6.04
"486","2008-12-04",5.49
"487","2008-12-05",5.56
"488","2008-12-08",4.68
"489","2008-12-09",4.61
"490","2008-12-10",4.6
"491","2008-12-11",4.44
"492","2008-12-12",4.22
"493","2008-12-15",4.11
"494","2008-12-16",4.2
"495","2008-12-17",4.81
"496","2008-12-18",4.88
"497","2008-12-19",5.16
"498","2008-12-22",4.7
"499","2008-12-23",4.58
"500","2008-12-24",4.6
"501","2008-12-26",5.2
"502","2008-12-29",4.95
"503","2008-12-30",5.36
"504","2008-12-31",5.67
"505","2009-01-02",5.54
"506","2009-01-05",5.37
"507","2009-01-06",5.39
"508","2009-01-07",5.25
"509","2009-01-08",5.78
"510","2009-01-09",5.26
"511","2009-01-12",5.17
"512","2009-01-13",5.41
"513","2009-01-14",4.47
"514","2009-01-15",5.19
"515","2009-01-16",5.07
"516","2009-01-20",4.33
"517","2009-01-21",4.88
"518","2009-01-22",4.55
"519","2009-01-23",4.54
"520","2009-01-26",4.37
"521","2009-01-27",4.93
"522","2009-01-28",5.39
"523","2009-01-29",4.82
"524","2009-01-30",4.63
"525","2009-02-02",5.05
"526","2009-02-03",4.46
"527","2009-02-04",4.29
"528","2009-02-05",4.21
"529","2009-02-06",4.24
"530","2009-02-09",4.19
"531","2009-02-10",4.19
"532","2009-02-11",4.31
"533","2009-02-12",4.37
"534","2009-02-13",4.42
"535","2009-02-17",4.32
"536","2009-02-18",4.4
"537","2009-02-19",4.3
"538","2009-02-20",3.62
"539","2009-02-23",2.93
"540","2009-02-24",2.7
"541","2009-02-25",2.42
"542","2009-02-26",2.11
"543","2009-02-27",2.36
"544","2009-03-02",2.03
"545","2009-03-03",1.78
"546","2009-03-04",1.7
"547","2009-03-05",1.38
"548","2009-03-06",1.44
"549","2009-03-09",1.4
"550","2009-03-10",2.06
"551","2009-03-11",2.4
"552","2009-03-12",2.58
"553","2009-03-13",2.5
"554","2009-03-16",2.42
"555","2009-03-17",2.78
"556","2009-03-18",3.03
"557","2009-03-19",2.82
"558","2009-03-20",2.78
"559","2009-03-23",3.11
"560","2009-03-24",2.95
"561","2009-03-25",3.05
"562","2009-03-26",3.08
"563","2009-03-27",2.5
"564","2009-03-30",2.74
"565","2009-03-31",2.71
"566","2009-04-01",2.9
"567","2009-04-02",3.09
"568","2009-04-03",3.19
"569","2009-04-06",3.02
"570","2009-04-07",2.96
"571","2009-04-08",3.13
"572","2009-04-09",3.41
"573","2009-04-13",3.33
"574","2009-04-14",2.84
"575","2009-04-15",2.82
"576","2009-04-16",2.97
"577","2009-04-17",3.11
"578","2009-04-20",2.81
"579","2009-04-21",3.11
"580","2009-04-22",3.18
"581","2009-04-23",3.01
"582","2009-04-24",3.03
"583","2009-04-27",3.04
"584","2009-04-28",3.33
"585","2009-04-29",3.72
"586","2009-04-30",3.52
"587","2009-05-01",3.54
"588","2009-05-04",3.55
"589","2009-05-05",3.74
"590","2009-05-06",3.7
"591","2009-05-07",3.56
"592","2009-05-08",3.74
"593","2009-05-11",3.7
"594","2009-05-12",3.75
"595","2009-05-13",3.4
"596","2009-05-14",3.29
"597","2009-05-15",3.08
"598","2009-05-18",3.05
"599","2009-05-19",2.94
"600","2009-05-20",2.96
"601","2009-05-21",2.89
"602","2009-05-22",2.9
"603","2009-05-26",3.3
"604","2009-05-27",3.2
"605","2009-05-28",3.29
"606","2009-05-29",3.57
"607","2009-06-01",3.81
"608","2009-06-02",3.7
"609","2009-06-03",3.82
"610","2009-06-04",3.8
"611","2009-06-05",3.74
"612","2009-06-08",3.89
"613","2009-06-09",3.81
"614","2009-06-10",3.83
"615","2009-06-11",3.87
"616","2009-06-12",4.08
"617","2009-06-15",4.17
"618","2009-06-16",3.98
"619","2009-06-17",4.01
"620","2009-06-18",3.9
"621","2009-06-19",3.74
"622","2009-06-22",3.66
"623","2009-06-23",3.7
"624","2009-06-24",3.64
"625","2009-06-25",3.86
"626","2009-06-26",4.09
"627","2009-06-29",3.98
"628","2009-06-30",3.91
"629","2009-07-01",3.99
"630","2009-07-02",3.85
"631","2009-07-06",3.88
"632","2009-07-07",3.6
"633","2009-07-08",3.71
"634","2009-07-09",3.66
"635","2009-07-10",3.65
"636","2009-07-13",3.78
"637","2009-07-14",3.81
"638","2009-07-15",3.9
"639","2009-07-16",4.37
"640","2009-07-17",4.26
"641","2009-07-20",4.38
"642","2009-07-21",4.32
"643","2009-07-22",4.29
"644","2009-07-23",4.74
"645","2009-07-24",4.5
"646","2009-07-27",4.51
"647","2009-07-28",4.43
"648","2009-07-29",4.28
"649","2009-07-30",4.4
"650","2009-07-31",4.23
"651","2009-08-03",4.11
"652","2009-08-04",4.25
"653","2009-08-05",4.18
"654","2009-08-06",3.98
"655","2009-08-07",3.89
"656","2009-08-10",4.03
"657","2009-08-11",3.95
"658","2009-08-12",3.94
"659","2009-08-13",4.02
"660","2009-08-14",3.96
"661","2009-08-17",3.91
"662","2009-08-18",3.97
"663","2009-08-19",4
"664","2009-08-20",4.06
"665","2009-08-21",4.31
"666","2009-08-24",4.37
"667","2009-08-25",4.47
"668","2009-08-26",4.54
"669","2009-08-27",4.56
"670","2009-08-28",4.29
"671","2009-08-31",4.01
"672","2009-09-01",4
"673","2009-09-02",4
"674","2009-09-03",4.21
"675","2009-09-04",4.51
"676","2009-09-08",4.63
"677","2009-09-09",5
"678","2009-09-10",5.19
"679","2009-09-11",5.23
"680","2009-09-14",5.33
"681","2009-09-15",5.53
"682","2009-09-16",5.8
"683","2009-09-17",5.79
"684","2009-09-18",5.85
"685","2009-09-21",5.8
"686","2009-09-22",5.79
"687","2009-09-23",5.93
"688","2009-09-24",5.91
"689","2009-09-25",5.89
"690","2009-09-28",6.15
"691","2009-09-29",6.18
"692","2009-09-30",5.85
"693","2009-10-01",5.48
"694","2009-10-02",5.74
"695","2009-10-05",6.01
"696","2009-10-06",6.4
"697","2009-10-07",6.19
"698","2009-10-08",6.16
"699","2009-10-09",6.42
"700","2009-10-12",6.31
"701","2009-10-13",6.3
"702","2009-10-14",6.44
"703","2009-10-15",6.37
"704","2009-10-16",6.26
"705","2009-10-19",6.37
"706","2009-10-20",6.1
"707","2009-10-21",5.69
"708","2009-10-22",5.78
"709","2009-10-23",5.3
"710","2009-10-26",5.26
"711","2009-10-27",5.56
"712","2009-10-28",5.91
"713","2009-10-29",6.16
"714","2009-10-30",6.04
"715","2009-11-02",6.05
"716","2009-11-03",6.13
"717","2009-11-04",5.98
"718","2009-11-05",6.7
"719","2009-11-06",6.62
"720","2009-11-09",6.54
"721","2009-11-10",6.39
"722","2009-11-11",6.41
"723","2009-11-12",6.05
"724","2009-11-13",6.18
"725","2009-11-16",6.45
"726","2009-11-17",6.35
"727","2009-11-18",6.38
"728","2009-11-19",6.25
"729","2009-11-20",6.24
"730","2009-11-23",6.28
"731","2009-11-24",6.3
"732","2009-11-25",6.33
"733","2009-11-27",5.97
"734","2009-11-30",6.34
"735","2009-12-01",6.48
"736","2009-12-02",6.58
"737","2009-12-03",6.64
"738","2009-12-04",6.92
"739","2009-12-07",7.04
"740","2009-12-08",7.24
"741","2009-12-09",7.29
"742","2009-12-10",7.31
"743","2009-12-11",7.28
"744","2009-12-14",7.42
"745","2009-12-15",7.05
"746","2009-12-16",7.05
"747","2009-12-17",6.94
"748","2009-12-18",7.06
"749","2009-12-21",7.18
"750","2009-12-22",7.12
"751","2009-12-23",7.22
"752","2009-12-24",7.32
"753","2009-12-28",7.18
"754","2009-12-29",7.1
"755","2009-12-30",7.2
"756","2009-12-31",7.15
"757","2010-01-04",7.4
"758","2010-01-05",7.19
"759","2010-01-06",7.04
"760","2010-01-07",7.4
"761","2010-01-08",7.41
"762","2010-01-11",7.41
"763","2010-01-12",7.2
"764","2010-01-13",7.18
"765","2010-01-14",7.16
"766","2010-01-15",7.14
"767","2010-01-19",7.25
"768","2010-01-20",7
"769","2010-01-21",7
"770","2010-01-22",6.98
"771","2010-01-25",6.98
"772","2010-01-26",6.9
"773","2010-01-27",7.13
"774","2010-01-28",6.93
"775","2010-01-29",6.98
"776","2010-02-01",7.01
"777","2010-02-02",7.01
"778","2010-02-03",6.99
"779","2010-02-04",6.78
"780","2010-02-05",6.65
"781","2010-02-08",6.57
"782","2010-02-09",6.76
"783","2010-02-10",6.67
"784","2010-02-11",6.84
"785","2010-02-12",6.99
"786","2010-02-16",7.29
"787","2010-02-17",7.28
"788","2010-02-18",7.17
"789","2010-02-19",7.34
"790","2010-02-22",6.96
"791","2010-02-23",6.84
"792","2010-02-24",6.87
"793","2010-02-25",6.8
"794","2010-02-26",6.59
"795","2010-03-01",7.03
"796","2010-03-02",6.95
"797","2010-03-03",6.89
"798","2010-03-04",6.99
"799","2010-03-05",6.98
"800","2010-03-08",6.99
"801","2010-03-09",7
"802","2010-03-10",7.06
"803","2010-03-11",7.25
"804","2010-03-12",7.35
"805","2010-03-15",7.34
"806","2010-03-16",7.37
"807","2010-03-17",7.57
"808","2010-03-18",7.66
"809","2010-03-19",7.4
"810","2010-03-22",7.67
"811","2010-03-23",7.84
"812","2010-03-24",7.74
"813","2010-03-25",7.5
"814","2010-03-26",7.46
"815","2010-03-29",7.26
"816","2010-03-30",7.3
"817","2010-03-31",7.13
"818","2010-04-01",7.14
"819","2010-04-05",7.75
"820","2010-04-06",7.56
"821","2010-04-07",7.41
"822","2010-04-08",7.38
"823","2010-04-09",7.07
"824","2010-04-12",7.05
"825","2010-04-13",7.11
"826","2010-04-14",7.15
"827","2010-04-15",7.22
"828","2010-04-16",7.18
"829","2010-04-19",7.11
"830","2010-04-20",7.08
"831","2010-04-21",7.08
"832","2010-04-22",7.32
"833","2010-04-23",7.21
"834","2010-04-26",7.1
"835","2010-04-27",7.06
"836","2010-04-28",7.15
"837","2010-04-29",7.39
"838","2010-04-30",7.03
"839","2010-05-03",7.06
"840","2010-05-04",7
"841","2010-05-05",6.67
"842","2010-05-06",6.26
"843","2010-05-07",5.95
"844","2010-05-10",6.24
"845","2010-05-11",6.24
"846","2010-05-12",6.46
"847","2010-05-13",6.4
"848","2010-05-14",5.99
"849","2010-05-17",5.96
"850","2010-05-18",5.86
"851","2010-05-19",5.83
"852","2010-05-20",5.53
"853","2010-05-21",5.51
"854","2010-05-24",5.48
"855","2010-05-25",5.28
"856","2010-05-26",5.31
"857","2010-05-27",5.65
"858","2010-05-28",5.53
"859","2010-06-01",5.26
"860","2010-06-02",5.4
"861","2010-06-03",5.44
"862","2010-06-04",4.99
"863","2010-06-07",4.91
"864","2010-06-08",4.72
"865","2010-06-09",4.77
"866","2010-06-10",4.97
"867","2010-06-11",5.15
"868","2010-06-14",5.2
"869","2010-06-15",5.55
"870","2010-06-16",5.5
"871","2010-06-17",5.55
"872","2010-06-18",5.51
"873","2010-06-21",5.33
"874","2010-06-22",5.24
"875","2010-06-23",5.15
"876","2010-06-24",5.14
"877","2010-06-25",5.29
"878","2010-06-28",5.21
"879","2010-06-29",4.9
"880","2010-06-30",5.03
"881","2010-07-01",4.97
"882","2010-07-02",4.89
"883","2010-07-06",4.83
"884","2010-07-07",5.1
"885","2010-07-08",5.2
"886","2010-07-09",5.37
"887","2010-07-12",5.18
"888","2010-07-13",5.18
"889","2010-07-14",5.01
"890","2010-07-15",4.98
"891","2010-07-16",4.43
"892","2010-07-19",4.39
"893","2010-07-20",4.34
"894","2010-07-21",4.48
"895","2010-07-22",4.85
"896","2010-07-23",4.97
"897","2010-07-26",5.05
"898","2010-07-27",4.92
"899","2010-07-28",4.7
"900","2010-07-29",4.59
"901","2010-07-30",4.83
"902","2010-08-02",5.03
"903","2010-08-03",5.42
"904","2010-08-04",5.74
"905","2010-08-05",5.28
"906","2010-08-06",5.42
"907","2010-08-09",5.58
"908","2010-08-10",5.41
"909","2010-08-11",5.44
"910","2010-08-12",5.43
"911","2010-08-13",5.09
"912","2010-08-16",4.94
"913","2010-08-17",4.95
"914","2010-08-18",4.82
"915","2010-08-19",4.6
"916","2010-08-20",4.64
"917","2010-08-23",4.65
"918","2010-08-24",4.65
"919","2010-08-25",4.75
"920","2010-08-26",4.64
"921","2010-08-27",4.48
"922","2010-08-30",4.3
"923","2010-08-31",4.37
"924","2010-09-01",4.69
"925","2010-09-02",4.76
"926","2010-09-03",4.94
"927","2010-09-07",4.68
"928","2010-09-08",4.76
"929","2010-09-09",4.91
"930","2010-09-10",4.71
"931","2010-09-13",4.94
"932","2010-09-14",5.01
"933","2010-09-15",5.06
"934","2010-09-16",4.94
"935","2010-09-17",4.96
"936","2010-09-20",5.04
"937","2010-09-21",4.97
"938","2010-09-22",4.94
"939","2010-09-23",4.7
"940","2010-09-24",4.82
"941","2010-09-27",4.88
"942","2010-09-28",4.86
"943","2010-09-29",4.95
"944","2010-09-30",5.25
"945","2010-10-01",5.41
"946","2010-10-04",5.19
"947","2010-10-05",5.39
"948","2010-10-06",5.38
"949","2010-10-07",5.31
"950","2010-10-08",5.67
"951","2010-10-11",5.59
"952","2010-10-12",5.33
"953","2010-10-13",5.59
"954","2010-10-14",5.63
"955","2010-10-15",5.7
"956","2010-10-18",5.8
"957","2010-10-19",5.5
"958","2010-10-20",5.66
"959","2010-10-21",5.74
"960","2010-10-22",5.67
"961","2010-10-25",5.6
"962","2010-10-26",5.5
"963","2010-10-27",5.4
"964","2010-10-28",5.34
"965","2010-10-29",5.65
"966","2010-11-01",5.56
"967","2010-11-02",5.83
"968","2010-11-03",6.05
"969","2010-11-04",6.47
"970","2010-11-05",6.86
"971","2010-11-08",7
"972","2010-11-09",7
"973","2010-11-10",7.14
"974","2010-11-11",7.34
"975","2010-11-12",7.26
"976","2010-11-15",7.23
"977","2010-11-16",7.02
"978","2010-11-17",6.7
"979","2010-11-18",6.94
"980","2010-11-19",6.66
"981","2010-11-22",6.46
"982","2010-11-23",6.49
"983","2010-11-24",7.14
"984","2010-11-26",7.17
"985","2010-11-29",7.07
"986","2010-11-30",6.87
"987","2010-12-01",7
"988","2010-12-02",7.05
"989","2010-12-03",7.24
"990","2010-12-06",7.3
"991","2010-12-07",7.43
"992","2010-12-08",7.79
"993","2010-12-09",7.97
"994","2010-12-10",8.1
"995","2010-12-13",8.42
"996","2010-12-14",8.51
"997","2010-12-15",8.47
"998","2010-12-16",8.67
"999","2010-12-17",8.63
"1000","2010-12-20",8.43
