"","date","LAUR"
"146","2017-08-29",14.11
"147","2017-08-30",14.37
"148","2017-08-31",14.64
"149","2017-09-01",14.91
"150","2017-09-05",14.54
"151","2017-09-06",14.67
"152","2017-09-07",14.58
"153","2017-09-08",14.71
"154","2017-09-11",14.7
"155","2017-09-12",15.03
"156","2017-09-13",14.82
"157","2017-09-14",14.66
"158","2017-09-15",14.37
"159","2017-09-18",14.75
"160","2017-09-19",14.4
"161","2017-09-20",14.65
"162","2017-09-21",14.39
"163","2017-09-22",14.41
"164","2017-09-25",14.1
"165","2017-09-26",14.13
"166","2017-09-27",14.54
"167","2017-09-28",14.55
"168","2017-09-29",14.55
"169","2017-10-02",14.67
"170","2017-10-03",14.5
"171","2017-10-04",14.3
"172","2017-10-05",14.37
"173","2017-10-06",14.41
"174","2017-10-09",14.2
"175","2017-10-10",14.01
"176","2017-10-11",13.87
"177","2017-10-12",13.76
"178","2017-10-13",13.95
"179","2017-10-16",14.23
"180","2017-10-17",14
"181","2017-10-18",14.05
"182","2017-10-19",13.98
"183","2017-10-20",13.9
"184","2017-10-23",13.68
"185","2017-10-24",13.4
"186","2017-10-25",13.4
"187","2017-10-26",13.35
"188","2017-10-27",13.43
"189","2017-10-30",13.36
"190","2017-10-31",13.37
"191","2017-11-01",13.27
"192","2017-11-02",13.36
"193","2017-11-03",13.25
"194","2017-11-06",13.75
"195","2017-11-07",13.42
"196","2017-11-08",13.45
"197","2017-11-09",11.61
"198","2017-11-10",11.34
"199","2017-11-13",11.13
"200","2017-11-14",10.9
"201","2017-11-15",10.53
"202","2017-11-16",10.7
"203","2017-11-17",10.64
"204","2017-11-20",11.02
"205","2017-11-21",11.41
"206","2017-11-22",11.63
"207","2017-11-24",12.02
"208","2017-11-27",12.22
"209","2017-11-28",13.4
"210","2017-11-29",13.6
"211","2017-11-30",13.63
"212","2017-12-01",13.53
"213","2017-12-04",12.86
"214","2017-12-05",12.23
"215","2017-12-06",12.52
"216","2017-12-07",12.68
"217","2017-12-08",12.94
"218","2017-12-11",13
"219","2017-12-12",12.69
"220","2017-12-13",12.91
"221","2017-12-14",12.94
"222","2017-12-15",12.97
"223","2017-12-18",13.56
"224","2017-12-19",13.53
"225","2017-12-20",13.55
"226","2017-12-21",13.66
"227","2017-12-22",13.45
"228","2017-12-26",13.25
"229","2017-12-27",13.57
"230","2017-12-28",13.59
"231","2017-12-29",13.56
"232","2018-01-02",14.72
"233","2018-01-03",14.68
"234","2018-01-04",14.61
"235","2018-01-05",14.21
"236","2018-01-08",14.59
"237","2018-01-09",14.65
"238","2018-01-10",14.58
"239","2018-01-11",15.38
"240","2018-01-12",15.67
"241","2018-01-16",16.120001
"242","2018-01-17",15.26
"243","2018-01-18",14.87
"244","2018-01-19",15.05
"245","2018-01-22",15.09
"246","2018-01-23",15.35
"247","2018-01-24",16.040001
"248","2018-01-25",15.62
"249","2018-01-26",15.58
"250","2018-01-29",15.37
"251","2018-01-30",15.11
"252","2018-01-31",14.4
"253","2018-02-01",14.26
"254","2018-02-02",14.2
"255","2018-02-05",13.9
"256","2018-02-06",13.47
"257","2018-02-07",13.24
"258","2018-02-08",13.01
"259","2018-02-09",12.99
"260","2018-02-12",13.09
"261","2018-02-13",12.98
"262","2018-02-14",13.17
"263","2018-02-15",13.15
"264","2018-02-16",13.12
"265","2018-02-20",13.23
"266","2018-02-21",13.49
"267","2018-02-22",13.58
"268","2018-02-23",13.71
"269","2018-02-26",13.7
"270","2018-02-27",13.63
"271","2018-02-28",13.37
"272","2018-03-01",12.9
"273","2018-03-02",13.29
"274","2018-03-05",13.43
"275","2018-03-06",14.01
"276","2018-03-07",13.97
"277","2018-03-08",13.78
"278","2018-03-09",13.88
"279","2018-03-12",13.76
"280","2018-03-13",13.49
"281","2018-03-14",13.35
"282","2018-03-15",13.49
"283","2018-03-16",13.62
"284","2018-03-19",13.8
"285","2018-03-20",13.64
"286","2018-03-21",14.12
"287","2018-03-22",13.16
"288","2018-03-23",12.93
"289","2018-03-26",13.62
"290","2018-03-27",13.43
"291","2018-03-28",13.74
"292","2018-03-29",13.75
"293","2018-04-02",13.6
"294","2018-04-03",13.86
"295","2018-04-04",14.07
"296","2018-04-05",14.34
"297","2018-04-06",14.09
"298","2018-04-09",13.56
"299","2018-04-10",13.76
"300","2018-04-11",13.97
"301","2018-04-12",13.97
"302","2018-04-13",14.4
"303","2018-04-16",14.35
"304","2018-04-17",14.18
"305","2018-04-18",14.3
"306","2018-04-19",14.34
"307","2018-04-20",14.33
"308","2018-04-23",13.93
"309","2018-04-24",13.85
"310","2018-04-25",14.14
"311","2018-04-26",14.19
"312","2018-04-27",14.38
"313","2018-04-30",14.12
"314","2018-05-01",13.88
"315","2018-05-02",14.2
"316","2018-05-03",14
"317","2018-05-04",14
"318","2018-05-07",14.2
"319","2018-05-08",14.36
"320","2018-05-09",13.98
"321","2018-05-10",14.38
"322","2018-05-11",14.57
"323","2018-05-14",14.5
"324","2018-05-15",14.3
"325","2018-05-16",14.49
"326","2018-05-17",14.3
"327","2018-05-18",14.29
"328","2018-05-21",14.71
"329","2018-05-22",15.02
"330","2018-05-23",15.27
"331","2018-05-24",15.75
"332","2018-05-25",15.83
"333","2018-05-29",15.55
"334","2018-05-30",15.86
"335","2018-05-31",16.23
"336","2018-06-01",16.24
"337","2018-06-04",16.09
"338","2018-06-05",16.549999
"339","2018-06-06",16.16
"340","2018-06-07",15.76
"341","2018-06-08",15.49
"342","2018-06-11",15.39
"343","2018-06-12",15.5
"344","2018-06-13",15.3
"345","2018-06-14",14.81
"346","2018-06-15",14.63
"347","2018-06-18",15.14
"348","2018-06-19",15.4
"349","2018-06-20",15.78
"350","2018-06-21",15.87
"351","2018-06-22",15.63
"352","2018-06-25",15.39
"353","2018-06-26",15.39
"354","2018-06-27",14.93
"355","2018-06-28",14.78
"356","2018-06-29",14.33
"357","2018-07-02",14.6
"358","2018-07-03",14.49
"359","2018-07-05",14.61
"360","2018-07-06",14.86
"361","2018-07-09",15.19
"362","2018-07-10",15.32
"363","2018-07-11",15.27
"364","2018-07-12",15.19
"365","2018-07-13",15.1
"366","2018-07-16",15.09
"367","2018-07-17",15.11
"368","2018-07-18",15.23
"369","2018-07-19",14.96
"370","2018-07-20",15.12
"371","2018-07-23",15.06
"372","2018-07-24",14.99
"373","2018-07-25",15.06
"374","2018-07-26",15.37
"375","2018-07-27",15.27
"376","2018-07-30",14.33
"377","2018-07-31",14.81
"378","2018-08-01",15.01
"379","2018-08-02",14.89
"380","2018-08-03",14.68
"381","2018-08-06",14.7
"382","2018-08-07",14.7
"383","2018-08-08",14.78
"384","2018-08-09",16.379999
"385","2018-08-10",16
"386","2018-08-13",16.09
"387","2018-08-14",16.17
"388","2018-08-15",15.98
"389","2018-08-16",16.1
"390","2018-08-17",15.85
"391","2018-08-20",16.040001
"392","2018-08-21",16
"393","2018-08-22",15.97
"394","2018-08-23",15.6
"395","2018-08-24",15.59
"396","2018-08-27",16.01
"397","2018-08-28",16
"398","2018-08-29",16
"399","2018-08-30",15.85
"400","2018-08-31",15.97
"401","2018-09-04",15.71
"402","2018-09-05",15.32
"403","2018-09-06",15.22
"404","2018-09-07",15.35
"405","2018-09-10",15.12
"406","2018-09-11",15.31
"407","2018-09-12",15.54
"408","2018-09-13",15.38
"409","2018-09-14",15.34
"410","2018-09-17",15.55
"411","2018-09-18",15.72
"412","2018-09-19",15.81
"413","2018-09-20",15.98
"414","2018-09-21",15.99
"415","2018-09-24",15.45
"416","2018-09-25",15.42
"417","2018-09-26",15.21
"418","2018-09-27",15.18
"419","2018-09-28",15.44
"420","2018-10-01",15.15
"421","2018-10-02",15.1
"422","2018-10-03",15.18
"423","2018-10-04",14.91
"424","2018-10-05",14.99
"425","2018-10-08",14.91
"426","2018-10-09",14.82
"427","2018-10-10",14.9
"428","2018-10-11",15
"429","2018-10-12",15.07
"430","2018-10-15",15.44
"431","2018-10-16",15.79
"432","2018-10-17",15.49
"433","2018-10-18",15.33
"434","2018-10-19",15.18
"435","2018-10-22",15.37
"436","2018-10-23",15.26
"437","2018-10-24",14.74
"438","2018-10-25",15.23
"439","2018-10-26",14.86
"440","2018-10-29",14.46
"441","2018-10-30",14.9
"442","2018-10-31",14.89
"443","2018-11-01",15.21
"444","2018-11-02",15.07
"445","2018-11-05",15.25
"446","2018-11-06",15.34
"447","2018-11-07",15.95
"448","2018-11-08",15.85
"449","2018-11-09",15.9
"450","2018-11-12",15.93
"451","2018-11-13",15.53
"452","2018-11-14",14.135
"453","2018-11-15",14.46
"454","2018-11-16",14.88
"455","2018-11-19",14.99
"456","2018-11-20",14.57
"457","2018-11-21",14.5
"458","2018-11-23",14.49
"459","2018-11-26",14.85
"460","2018-11-27",14.59
"461","2018-11-28",14.54
"462","2018-11-29",14.96
"463","2018-11-30",14.75
"464","2018-12-03",15.455
"465","2018-12-04",15.07
"466","2018-12-06",14.97
"467","2018-12-07",14.69
"468","2018-12-10",14.59
"469","2018-12-11",14.69
"470","2018-12-12",15.4
"471","2018-12-13",14.97
"472","2018-12-14",14.96
"473","2018-12-17",14.64
"474","2018-12-18",14.78
"475","2018-12-19",14.56
"476","2018-12-20",14.42
"477","2018-12-21",13.9
"478","2018-12-24",13.98
"479","2018-12-26",14.54
"480","2018-12-27",14.68
"481","2018-12-28",14.82
"482","2018-12-31",15.24
"483","2019-01-02",15.36
"484","2019-01-03",14.57
"485","2019-01-04",15.06
"486","2019-01-07",14.99
"487","2019-01-08",14.82
"488","2019-01-09",15.21
"489","2019-01-10",15.24
"490","2019-01-11",15.1
"491","2019-01-14",15.05
"492","2019-01-15",15.19
"493","2019-01-16",15.25
"494","2019-01-17",15.26
"495","2019-01-18",15.28
"496","2019-01-22",15.56
"497","2019-01-23",15.62
"498","2019-01-24",15.71
"499","2019-01-25",15.84
"500","2019-01-28",15.92
"501","2019-01-29",15.74
"502","2019-01-30",15.7
"503","2019-01-31",16
"504","2019-02-01",15.7
"505","2019-02-04",15.86
"506","2019-02-05",15.86
"507","2019-02-06",15.1
"508","2019-02-07",14.86
"509","2019-02-08",14.96
"510","2019-02-11",15.08
"511","2019-02-12",15.05
"512","2019-02-13",15.11
"513","2019-02-14",14.95
"514","2019-02-15",14.97
"515","2019-02-19",14.8
"516","2019-02-20",14.78
"517","2019-02-21",15.09
"518","2019-02-22",14.87
"519","2019-02-25",15.03
"520","2019-02-26",14.64
"521","2019-02-27",14.71
"522","2019-02-28",15.29
"523","2019-03-01",15.3
"524","2019-03-04",15.09
"525","2019-03-05",15.1
"526","2019-03-06",14.9
"527","2019-03-07",14.64
"528","2019-03-08",14.51
"529","2019-03-11",14.77
"530","2019-03-12",14.9
"531","2019-03-13",15.26
"532","2019-03-14",14.97
"533","2019-03-15",15.09
"534","2019-03-18",15.25
"535","2019-03-19",15.11
"536","2019-03-20",15.29
"537","2019-03-21",15.52
"538","2019-03-22",15.13
"539","2019-03-25",14.76
"540","2019-03-26",14.74
"541","2019-03-27",14.65
"542","2019-03-28",14.83
"543","2019-03-29",14.97
"544","2019-04-01",14.95
"545","2019-04-02",15.19
"546","2019-04-03",15.25
"547","2019-04-04",15.41
"548","2019-04-05",15.52
"549","2019-04-08",15.61
"550","2019-04-09",15.64
"551","2019-04-10",15.76
"552","2019-04-11",15.7
"553","2019-04-12",15.68
"554","2019-04-15",15.51
"555","2019-04-16",15.5
"556","2019-04-17",15.53
"557","2019-04-18",15.75
"558","2019-04-22",15.58
"559","2019-04-23",15.86
"560","2019-04-24",15.68
"561","2019-04-25",15.66
"562","2019-04-26",15.8
"563","2019-04-29",15.75
"564","2019-04-30",15.74
"565","2019-05-01",15.76
"566","2019-05-02",15.93
"567","2019-05-03",15.95
"568","2019-05-06",15.95
"569","2019-05-07",15.8
"570","2019-05-08",15.61
"571","2019-05-09",16.4
"572","2019-05-10",16.389999
"573","2019-05-13",15.99
"574","2019-05-14",16.549999
"575","2019-05-15",16.809999
"576","2019-05-16",16.59
"577","2019-05-17",16.48
"578","2019-05-20",16.35
"579","2019-05-21",16.5
"580","2019-05-22",16.5
"581","2019-05-23",16.48
"582","2019-05-24",16.49
"583","2019-05-28",16.469999
"584","2019-05-29",16.530001
"585","2019-05-30",16.5
"586","2019-05-31",16.059999
"587","2019-06-03",16.450001
"588","2019-06-04",16.83
"589","2019-06-05",17.01
"590","2019-06-06",17.01
"591","2019-06-07",16.57
"592","2019-06-10",16.48
"593","2019-06-11",16.33
"594","2019-06-12",16.280001
"595","2019-06-13",15.81
"596","2019-06-14",15.88
"597","2019-06-17",15.6
"598","2019-06-18",15.505
"599","2019-06-19",15.73
"600","2019-06-20",15.52
"601","2019-06-21",15.36
"602","2019-06-24",15
"603","2019-06-25",14.89
"604","2019-06-26",14.98
"605","2019-06-27",15.31
"606","2019-06-28",15.71
"607","2019-07-01",15.81
"608","2019-07-02",15.84
"609","2019-07-03",16
"610","2019-07-05",15.92
"611","2019-07-08",15.78
"612","2019-07-09",15.59
"613","2019-07-10",15.64
"614","2019-07-11",15.8
"615","2019-07-12",16.059999
"616","2019-07-15",16.190001
"617","2019-07-16",16.219999
"618","2019-07-17",16.280001
"619","2019-07-18",16.5
"620","2019-07-19",16.48
"621","2019-07-22",16.27
"622","2019-07-23",16.360001
"623","2019-07-24",16.4
"624","2019-07-25",16.27
"625","2019-07-26",16.49
"626","2019-07-29",16.379999
"627","2019-07-30",16.549999
"628","2019-07-31",16.389999
"629","2019-08-01",16.4
"630","2019-08-02",15.99
"631","2019-08-05",15.68
"632","2019-08-06",15.52
"633","2019-08-07",15.44
"634","2019-08-08",16.969999
"635","2019-08-09",17.82
"636","2019-08-12",17.35
"637","2019-08-13",16.879999
"638","2019-08-14",16.57
"639","2019-08-15",16.66
"640","2019-08-16",17.02
"641","2019-08-19",17.16
"642","2019-08-20",17.530001
"643","2019-08-21",17.85
"644","2019-08-22",17.93
"645","2019-08-23",17.540001
"646","2019-08-26",17.459999
"647","2019-08-27",17.34
"648","2019-08-28",17.9
"649","2019-08-29",18.41
"650","2019-08-30",18.299999
"651","2019-09-03",18.18
"652","2019-09-04",17.959999
"653","2019-09-05",17.98
"654","2019-09-06",17.68
"655","2019-09-09",17.549999
"656","2019-09-10",16.379999
"657","2019-09-11",16.690001
"658","2019-09-12",16.77
"659","2019-09-13",16.83
"660","2019-09-16",16.940001
"661","2019-09-17",17.110001
"662","2019-09-18",17.530001
"663","2019-09-19",17.5
"664","2019-09-20",17.389999
"665","2019-09-23",17.120001
"666","2019-09-24",17.549999
"667","2019-09-25",16.950001
"668","2019-09-26",16.709999
"669","2019-09-27",16.620001
"670","2019-09-30",16.575001
"671","2019-10-01",16.4
"672","2019-10-02",16.360001
"673","2019-10-03",16.43
"674","2019-10-04",16.290001
"675","2019-10-07",16.34
"676","2019-10-08",15.51
"677","2019-10-09",15.295
"678","2019-10-10",15.25
"679","2019-10-11",15.615
"680","2019-10-14",15.45
"681","2019-10-15",15.53
"682","2019-10-16",15.59
"683","2019-10-17",15.71
"684","2019-10-18",15.55
"685","2019-10-21",15.7
"686","2019-10-22",15.505
"687","2019-10-23",15.88
"688","2019-10-24",15.65
"689","2019-10-25",15.78
"690","2019-10-28",15.79
"691","2019-10-29",15.88
"692","2019-10-30",15.5
"693","2019-10-31",15.455
"694","2019-11-01",15.6
"695","2019-11-04",15.95
"696","2019-11-05",15.9
"697","2019-11-06",16.209999
"698","2019-11-07",16.85
"699","2019-11-08",16.67
"700","2019-11-11",16.73
"701","2019-11-12",16.790001
"702","2019-11-13",16.84
"703","2019-11-14",16.809999
"704","2019-11-15",16.780001
"705","2019-11-18",16.809999
"706","2019-11-19",16.620001
"707","2019-11-20",16.530001
"708","2019-11-21",16.379999
"709","2019-11-22",16.5
"710","2019-11-25",16.885
"711","2019-11-26",17.25
"712","2019-11-27",17.285
"713","2019-11-29",17.35
"714","2019-12-02",16.91
"715","2019-12-03",16.530001
"716","2019-12-04",16.57
"717","2019-12-05",16.469999
"718","2019-12-06",16.65
"719","2019-12-09",16.26
"720","2019-12-10",16.42
"721","2019-12-11",16.58
"722","2019-12-12",16.809999
"723","2019-12-13",17.139999
"724","2019-12-16",17.059999
"725","2019-12-17",17.35
"726","2019-12-18",17.48
"727","2019-12-19",17.4
"728","2019-12-20",17.5
"729","2019-12-23",17.790001
"730","2019-12-24",17.76
"731","2019-12-26",17.950001
"732","2019-12-27",17.77
"733","2019-12-30",17.264999
"734","2019-12-31",17.610001
"735","2020-01-02",17.83
"736","2020-01-03",17.915001
"737","2020-01-06",18.07
"738","2020-01-07",18.17
"739","2020-01-08",18.299999
"740","2020-01-09",18.15
"741","2020-01-10",17.809999
"742","2020-01-13",17.940001
"743","2020-01-14",17.959999
"744","2020-01-15",17.9
"745","2020-01-16",18.15
"746","2020-01-17",18.200001
"747","2020-01-21",18
"748","2020-01-22",17.799999
"749","2020-01-23",17.735001
"750","2020-01-24",17.65
"751","2020-01-27",17.700001
"752","2020-01-28",20.48
"753","2020-01-29",21.139999
"754","2020-01-30",21.620001
"755","2020-01-31",20.84
"756","2020-02-03",20.385
"757","2020-02-04",20.200001
"758","2020-02-05",20.07
"759","2020-02-06",20.120001
"760","2020-02-07",19.780001
"761","2020-02-10",19.73
"762","2020-02-11",20.43
"763","2020-02-12",20.82
"764","2020-02-13",20.879999
"765","2020-02-14",21.25
"766","2020-02-18",21.07
"767","2020-02-19",21.32
"768","2020-02-20",21.33
"769","2020-02-21",21.09
"770","2020-02-24",20.790001
"771","2020-02-25",20.860001
"772","2020-02-26",19.969999
"773","2020-02-27",18.870001
"774","2020-02-28",18.700001
"775","2020-03-02",19.459999
"776","2020-03-03",19.129999
"777","2020-03-04",19.834999
"778","2020-03-05",18.48
"779","2020-03-06",18.290001
"780","2020-03-09",16.780001
"781","2020-03-10",17.299999
"782","2020-03-11",16.559999
"783","2020-03-12",13.82
"784","2020-03-13",14.85
"785","2020-03-16",11.85
"786","2020-03-17",10.68
"787","2020-03-18",7.98
"788","2020-03-19",10.69
"789","2020-03-20",9
"790","2020-03-23",8.88
"791","2020-03-24",9.97
"792","2020-03-25",10.28
"793","2020-03-26",10.76
"794","2020-03-27",10.38
"795","2020-03-30",10.63
"796","2020-03-31",10.51
"797","2020-04-01",10.2
"798","2020-04-02",9.81
"799","2020-04-03",9.24
"800","2020-04-06",9.92
"801","2020-04-07",10.66
"802","2020-04-08",9.91
"803","2020-04-09",10.39
"804","2020-04-13",10.12
"805","2020-04-14",10.45
"806","2020-04-15",9.63
"807","2020-04-16",9.24
"808","2020-04-17",9.29
"809","2020-04-20",8.72
"810","2020-04-21",8.445
"811","2020-04-22",8.41
"812","2020-04-23",8.33
"813","2020-04-24",8.42
"814","2020-04-27",8.99
"815","2020-04-28",9.62
"816","2020-04-29",9.71
"817","2020-04-30",9.47
"818","2020-05-01",9.21
"819","2020-05-04",9.365
"820","2020-05-05",9.6
"821","2020-05-06",9.35
"822","2020-05-07",8.8
"823","2020-05-08",9.11
"824","2020-05-11",8.55
"825","2020-05-12",8.26
"826","2020-05-13",7.67
"827","2020-05-14",8.33
"828","2020-05-15",8.51
"829","2020-05-18",8.97
"830","2020-05-19",8.72
"831","2020-05-20",8.93
"832","2020-05-21",9.13
"833","2020-05-22",9.06
"834","2020-05-26",9.705
"835","2020-05-27",10.19
"836","2020-05-28",9.94
"837","2020-05-29",9.73
"838","2020-06-01",10.01
"839","2020-06-02",10.13
"840","2020-06-03",10.85
"841","2020-06-04",11.055
"842","2020-06-05",11.45
"843","2020-06-08",11.98
"844","2020-06-09",11.665
"845","2020-06-10",11.22
"846","2020-06-11",10.24
"847","2020-06-12",10.38
"848","2020-06-15",10.15
"849","2020-06-16",10.3
"850","2020-06-17",10.25
"851","2020-06-18",10.08
"852","2020-06-19",10.16
"853","2020-06-22",10.19
"854","2020-06-23",10.29
"855","2020-06-24",9.75
"856","2020-06-25",9.8
"857","2020-06-26",9.7
"858","2020-06-29",9.915
"859","2020-06-30",9.965
"860","2020-07-01",9.92
"861","2020-07-02",10.15
"862","2020-07-06",10.32
"863","2020-07-07",9.78
"864","2020-07-08",9.57
"865","2020-07-09",9.23
"866","2020-07-10",9.52
"867","2020-07-13",9.39
"868","2020-07-14",9.3
"869","2020-07-15",10.095
"870","2020-07-16",10
"871","2020-07-17",10.13
"872","2020-07-20",10.685
"873","2020-07-21",11.025
"874","2020-07-22",11.385
"875","2020-07-23",11.275
"876","2020-07-24",11.04
"877","2020-07-27",11.02
"878","2020-07-28",10.86
"879","2020-07-29",12.825
"880","2020-07-30",12.55
"881","2020-07-31",12.68
"882","2020-08-03",12.18
"883","2020-08-04",12.03
"884","2020-08-05",12.08
"885","2020-08-06",12.72
"886","2020-08-07",12.9
"887","2020-08-10",13.33
"888","2020-08-11",13.31
"889","2020-08-12",13.08
"890","2020-08-13",13.06
"891","2020-08-14",13.1
"892","2020-08-17",12.86
"893","2020-08-18",12.79
"894","2020-08-19",12.89
"895","2020-08-20",12.71
"896","2020-08-21",12.635
"897","2020-08-24",12.87
"898","2020-08-25",12.61
"899","2020-08-26",12.48
"900","2020-08-27",12.5
"901","2020-08-28",12.81
"902","2020-08-31",12.52
"903","2020-09-01",13.04
"904","2020-09-02",12.9
"905","2020-09-03",12.54
"906","2020-09-04",12.31
"907","2020-09-08",12.3
"908","2020-09-09",12.47
"909","2020-09-10",12.17
"910","2020-09-11",13.29
"911","2020-09-14",13.13
"912","2020-09-15",12.62
"913","2020-09-16",13
"914","2020-09-17",13.16
"915","2020-09-18",12.99
"916","2020-09-21",12.625
"917","2020-09-22",12.67
"918","2020-09-23",12.33
"919","2020-09-24",12.7
"920","2020-09-25",12.93
"921","2020-09-28",12.99
"922","2020-09-29",13.03
"923","2020-09-30",13.28
"924","2020-10-01",13.57
"925","2020-10-02",13.47
"926","2020-10-05",13.24
"927","2020-10-06",13.14
"928","2020-10-07",12.99
"929","2020-10-08",13.34
"930","2020-10-09",13.62
"931","2020-10-12",13.71
"932","2020-10-13",13.46
"933","2020-10-14",13.67
"934","2020-10-15",13.62
"935","2020-10-16",13.59
"936","2020-10-19",13.61
"937","2020-10-20",13.74
"938","2020-10-21",13.83
"939","2020-10-22",13.77
"940","2020-10-23",13.81
"941","2020-10-26",13.46
"942","2020-10-27",13.21
"943","2020-10-28",12.7
"944","2020-10-29",12.76
"945","2020-10-30",13
"946","2020-11-02",13.07
"947","2020-11-03",13.15
"948","2020-11-04",13
"949","2020-11-05",14.23
"950","2020-11-06",14.03
"951","2020-11-09",14.17
"952","2020-11-10",13.98
"953","2020-11-11",13.98
"954","2020-11-12",14.01
"955","2020-11-13",14.22
"956","2020-11-16",14.3
"957","2020-11-17",14.12
"958","2020-11-18",14.18
"959","2020-11-19",14.17
"960","2020-11-20",14.13
"961","2020-11-23",14.21
"962","2020-11-24",14.79
"963","2020-11-25",14.79
"964","2020-11-27",14.57
