"","date","FCBP"
"173","2018-09-12",28.18
"174","2018-09-13",28.190001
"175","2018-09-14",28.049999
"176","2018-09-17",27.75
"177","2018-09-18",26.719999
"178","2018-09-19",27.030001
"179","2018-09-20",27.280001
"180","2018-09-21",26.959999
"181","2018-09-24",26.209999
"182","2018-09-25",26.24
"183","2018-09-26",26.35
"184","2018-09-27",27.469999
"185","2018-09-28",27.09
"186","2018-10-01",27.030001
"187","2018-10-02",27.219999
"188","2018-10-03",27.129999
"189","2018-10-04",27
"190","2018-10-05",26.98
"191","2018-10-08",26.700001
"192","2018-10-09",26.530001
"193","2018-10-10",26.25
"194","2018-10-11",26.290001
"195","2018-10-12",25.620001
"196","2018-10-15",25.5
"197","2018-10-16",25.450001
"198","2018-10-17",24.98
"199","2018-10-18",23.719999
"200","2018-10-19",23.450001
"201","2018-10-22",22.58
"202","2018-10-23",22.129999
"203","2018-10-24",21.73
"204","2018-10-25",22
"205","2018-10-26",21.5
"206","2018-10-29",21.49
"207","2018-10-30",21.809999
"208","2018-10-31",22.5
"209","2018-11-01",22.16
"210","2018-11-02",22.27
"211","2018-11-05",22.379999
"212","2018-11-06",23.75
"213","2018-11-07",23.75
"214","2018-11-08",23.68
"215","2018-11-09",23.25
"216","2018-11-12",23.25
"217","2018-11-13",23.16
"218","2018-11-14",23.32
"219","2018-11-15",23.370001
"220","2018-11-16",22.85
"221","2018-11-19",22.780001
"222","2018-11-20",22.360001
"223","2018-11-21",22.959999
"224","2018-11-23",22.299999
"225","2018-11-26",22.5
"226","2018-11-27",22.25
"227","2018-11-28",22.82
"228","2018-11-29",22.52
"229","2018-11-30",22.389999
"230","2018-12-03",22.84
"231","2018-12-04",22.42
"232","2018-12-06",22.77
"233","2018-12-07",22.280001
"234","2018-12-10",22.190001
"235","2018-12-11",21.93
"236","2018-12-12",22.309999
"237","2018-12-13",22.15
"238","2018-12-14",21.620001
"239","2018-12-17",21.83
"240","2018-12-18",21.6
"241","2018-12-19",21.629999
"242","2018-12-20",21.799999
"243","2018-12-21",22.860001
"244","2018-12-24",22.51
"245","2018-12-26",22.440001
"246","2018-12-27",22.110001
"247","2018-12-28",22.35
"248","2018-12-31",22.6
"249","2019-01-02",22.24
"250","2019-01-03",21.629999
"251","2019-01-04",21.5
"252","2019-01-07",21.6
"253","2019-01-08",21.84
"254","2019-01-09",21.690001
"255","2019-01-10",21.440001
"256","2019-01-11",21.43
"257","2019-01-14",21.35
"258","2019-01-15",21.75
"259","2019-01-16",21.860001
"260","2019-01-17",21.5
"261","2019-01-18",21.559999
"262","2019-01-22",21.440001
"263","2019-01-23",21.700001
"264","2019-01-24",21.5
"265","2019-01-25",21.549999
"266","2019-01-28",21.41
"267","2019-01-29",21.58
"268","2019-01-30",21.200001
"269","2019-01-31",21.610001
"270","2019-02-01",21.91
"271","2019-02-04",22.379999
"272","2019-02-05",22.459999
"273","2019-02-06",22.450001
"274","2019-02-07",22.35
"275","2019-02-08",22.040001
"276","2019-02-11",22.1
"277","2019-02-12",22.1
"278","2019-02-13",21.75
"279","2019-02-14",21.75
"280","2019-02-15",21.74
"281","2019-02-19",22
"282","2019-02-20",22.030001
"283","2019-02-21",21.950001
"284","2019-02-22",22.030001
"285","2019-02-25",22.01
"286","2019-02-26",22.5
"287","2019-02-27",23.139999
"288","2019-02-28",23.299999
"289","2019-03-01",24.219999
"290","2019-03-04",23.950001
"291","2019-03-05",23.809999
"292","2019-03-06",23.43
"293","2019-03-07",23.139999
"294","2019-03-08",22.610001
"295","2019-03-11",22.629999
"296","2019-03-12",22.299999
"297","2019-03-13",22.219999
"298","2019-03-14",22.290001
"299","2019-03-15",22.48
"300","2019-03-18",22.32
"301","2019-03-19",22.139999
"302","2019-03-20",22.33
"303","2019-03-21",22.030001
"304","2019-03-22",21.5
"305","2019-03-25",22.219999
"306","2019-03-26",21.4
"307","2019-03-27",21.4
"308","2019-03-28",21.700001
"309","2019-03-29",21.5
"310","2019-04-01",21.530001
"311","2019-04-02",21.33
"312","2019-04-03",21.379999
"313","2019-04-04",21.27
"314","2019-04-05",21.57
"315","2019-04-08",21.73
"316","2019-04-09",21.299999
"317","2019-04-10",21.469999
"318","2019-04-11",21.219999
"319","2019-04-12",21.26
"320","2019-04-15",21.17
"321","2019-04-16",21.129999
"322","2019-04-17",20.889999
"323","2019-04-18",20.889999
"324","2019-04-22",20.549999
"325","2019-04-23",21
"326","2019-04-24",20.58
"327","2019-04-25",20.879999
"328","2019-04-26",20.73
"329","2019-04-29",21.25
"330","2019-04-30",21.26
"331","2019-05-01",21.25
"332","2019-05-02",21.5
"333","2019-05-03",22
"334","2019-05-06",21.91
"335","2019-05-07",21.82
"336","2019-05-08",21.6
"337","2019-05-09",21.610001
"338","2019-05-10",21.809999
"339","2019-05-13",21.540001
"340","2019-05-14",21.82
"341","2019-05-15",21.790001
"342","2019-05-16",21.780001
"343","2019-05-17",21.41
"344","2019-05-20",21.700001
"345","2019-05-21",21.68
"346","2019-05-22",21.68
"347","2019-05-23",21.6
"348","2019-05-24",21.690001
"349","2019-05-28",21.559999
"350","2019-05-29",21.42
"351","2019-05-30",21.719999
"352","2019-05-31",21.73
"353","2019-06-03",21.51
"354","2019-06-04",21.48
"355","2019-06-05",21.299999
"356","2019-06-06",21.1
"357","2019-06-07",20.940001
"358","2019-06-10",21.200001
"359","2019-06-11",21.17
"360","2019-06-12",21.040001
"361","2019-06-13",21.17
"362","2019-06-14",21.08
"363","2019-06-17",21.299999
"364","2019-06-18",21.26
"365","2019-06-19",21.280001
"366","2019-06-20",21.33
"367","2019-06-21",21.190001
"368","2019-06-24",21.299999
"369","2019-06-25",21.32
"370","2019-06-26",21.299999
"371","2019-06-27",22.57
"372","2019-06-28",22.74
"373","2019-07-01",22.700001
"374","2019-07-02",22.549999
"375","2019-07-03",22.549999
"376","2019-07-05",22.58
"377","2019-07-08",22.700001
"378","2019-07-09",22.65
"379","2019-07-10",22.549999
"380","2019-07-11",22.65
"381","2019-07-12",22.700001
"382","2019-07-15",22.48
"383","2019-07-16",22.83
"384","2019-07-17",22.889999
"385","2019-07-18",22.9
"386","2019-07-19",22.76
"387","2019-07-22",22.780001
"388","2019-07-23",22.620001
"389","2019-07-24",22.6
"390","2019-07-25",22.18
"391","2019-07-26",22.51
"392","2019-07-29",22.5
"393","2019-07-30",22.040001
"394","2019-07-31",22.200001
"395","2019-08-01",22.09
"396","2019-08-02",22.1
"397","2019-08-05",21.049999
"398","2019-08-06",21.290001
"399","2019-08-07",21.23
"400","2019-08-08",21.120001
"401","2019-08-09",21.120001
"402","2019-08-12",21.309999
"403","2019-08-13",21.700001
"404","2019-08-14",21.139999
"405","2019-08-15",21.08
"406","2019-08-16",21.91
"407","2019-08-19",21.870001
"408","2019-08-20",21.110001
"409","2019-08-21",21.17
"410","2019-08-22",21.030001
"411","2019-08-23",20.16
"412","2019-08-26",20.59
"413","2019-08-27",20.360001
"414","2019-08-28",20.5
"415","2019-08-29",20.49
"416","2019-08-30",20.940001
"417","2019-09-03",20.32
"418","2019-09-04",20.309999
"419","2019-09-05",20.405001
"420","2019-09-06",20.25
"421","2019-09-09",20.67
"422","2019-09-10",20.860001
"423","2019-09-11",21.549999
"424","2019-09-12",21.549999
"425","2019-09-13",22.049999
"426","2019-09-16",21.809999
"427","2019-09-17",22.33
"428","2019-09-18",21.290001
"429","2019-09-19",21.139999
"430","2019-09-20",21.02
"431","2019-09-23",21.129999
"432","2019-09-24",21.34
"433","2019-09-25",21.5
"434","2019-09-26",21.6
"435","2019-09-27",21.360001
"436","2019-09-30",21.32
"437","2019-10-01",21.040001
"438","2019-10-02",20.6
"439","2019-10-03",20.66
"440","2019-10-04",21
"441","2019-10-07",21.299999
"442","2019-10-08",21.1
"443","2019-10-09",21
"444","2019-10-10",21.030001
"445","2019-10-11",21.219999
"446","2019-10-14",20.82
"447","2019-10-15",20.93
"448","2019-10-16",21.09
"449","2019-10-17",21.27
"450","2019-10-18",21.07
"451","2019-10-21",21.25
"452","2019-10-22",21.58
"453","2019-10-23",21.58
"454","2019-10-24",21.459999
"455","2019-10-25",21.620001
"456","2019-10-28",21.75
"457","2019-10-29",22.17
"458","2019-10-30",22.48
"459","2019-10-31",22.360001
"460","2019-11-01",22.85
"461","2019-11-04",22.83
"462","2019-11-05",22.719999
"463","2019-11-06",22.76
"464","2019-11-07",23.219999
"465","2019-11-08",23.08
"466","2019-11-11",23.280001
"467","2019-11-12",23
"468","2019-11-13",22.700001
"469","2019-11-14",22.700001
"470","2019-11-15",22.799999
"471","2019-11-18",22.799999
"472","2019-11-19",22.700001
"473","2019-11-20",22.549999
"474","2019-11-21",22.5
"475","2019-11-22",22.77
"476","2019-11-25",23.07
"477","2019-11-26",22.719999
"478","2019-11-27",22.799999
"479","2019-11-29",22.76
"480","2019-12-02",22.67
"481","2019-12-03",22.75
"482","2019-12-04",22.9
"483","2019-12-05",23.049999
"484","2019-12-06",22.940001
"485","2019-12-09",23.120001
"486","2019-12-10",23.74
"487","2019-12-11",24
"488","2019-12-12",24.450001
"489","2019-12-13",25.92
"490","2019-12-16",26.75
"491","2019-12-17",26.58
"492","2019-12-18",26.450001
"493","2019-12-19",26.290001
"494","2019-12-20",26.379999
"495","2019-12-23",26.360001
"496","2019-12-24",26.190001
"497","2019-12-26",26.08
"498","2019-12-27",26.290001
"499","2019-12-30",26.389999
"500","2019-12-31",26.959999
"501","2020-01-02",27.200001
"502","2020-01-03",26.620001
"503","2020-01-06",26.91
"504","2020-01-07",26.34
"505","2020-01-08",26.139999
"506","2020-01-09",26.280001
"507","2020-01-10",25.809999
"508","2020-01-13",25.84
"509","2020-01-14",25.52
"510","2020-01-15",25.82
"511","2020-01-16",25.879999
"512","2020-01-17",25.879999
"513","2020-01-21",25.879999
"514","2020-01-22",25.620001
"515","2020-01-23",25.84
"516","2020-01-24",25.75
"517","2020-01-27",25.059999
"518","2020-01-28",25.700001
"519","2020-01-29",25.74
"520","2020-01-30",25.59
"521","2020-01-31",24.34
"522","2020-02-03",24.65
"523","2020-02-04",25.1
"524","2020-02-05",24.299999
"525","2020-02-06",23.99
"526","2020-02-07",24.200001
"527","2020-02-10",24.07
"528","2020-02-11",24.129999
"529","2020-02-12",24.610001
"530","2020-02-13",24.709999
"531","2020-02-14",24.5
"532","2020-02-18",24.4
"533","2020-02-19",24.1
"534","2020-02-20",24.15
"535","2020-02-21",23.780001
"536","2020-02-24",23.950001
"537","2020-02-25",24.16
"538","2020-02-26",24.15
"539","2020-02-27",23.190001
"540","2020-02-28",22.65
"541","2020-03-02",22.959999
"542","2020-03-03",22.200001
"543","2020-03-04",22.4
"544","2020-03-05",22.85
"545","2020-03-06",22
"546","2020-03-09",20.17
"547","2020-03-10",20.34
"548","2020-03-11",19.76
"549","2020-03-12",16.02
"550","2020-03-13",21.1
"551","2020-03-16",16.85
"552","2020-03-17",16.92
"553","2020-03-18",15.58
"554","2020-03-19",15.12
"555","2020-03-20",13.16
"556","2020-03-23",12.14
"557","2020-03-24",13.76
"558","2020-03-25",15.19
"559","2020-03-26",15.5
"560","2020-03-27",13.76
"561","2020-03-30",16.299999
"562","2020-03-31",15.01
"563","2020-04-01",12.17
"564","2020-04-02",12.64
"565","2020-04-03",11.91
"566","2020-04-06",13.12
"567","2020-04-07",12.7
"568","2020-04-08",13.8
"569","2020-04-09",15.41
"570","2020-04-13",15.24
"571","2020-04-14",15.42
"572","2020-04-15",13.78
"573","2020-04-16",13.02
"574","2020-04-17",14.73
"575","2020-04-20",13.82
"576","2020-04-21",13.54
"577","2020-04-22",14.89
"578","2020-04-23",13.69
"579","2020-04-24",14.12
"580","2020-04-27",14.68
"581","2020-04-28",14.79
"582","2020-04-29",15.9
"583","2020-04-30",15.22
"584","2020-05-01",14.14
"585","2020-05-04",14.76
"586","2020-05-05",13.76
"587","2020-05-06",13.39
"588","2020-05-07",13.69
"589","2020-05-08",13.95
"590","2020-05-11",13.33
"591","2020-05-12",12.85
"592","2020-05-13",12.84
"593","2020-05-14",13.08
"594","2020-05-15",13.76
"595","2020-05-18",14.12
"596","2020-05-19",14.05
"597","2020-05-20",14.17
"598","2020-05-21",14.01
"599","2020-05-22",14.09
"600","2020-05-26",14.04
"601","2020-05-27",14.42
"602","2020-05-28",14.39
"603","2020-05-29",14.05
"604","2020-06-01",14.2
"605","2020-06-02",14.56
"606","2020-06-03",15
"607","2020-06-04",16.370001
"608","2020-06-05",17.120001
"609","2020-06-08",17.93
"610","2020-06-09",18.65
"611","2020-06-10",17.1
"612","2020-06-11",14.505
"613","2020-06-12",15.37
"614","2020-06-15",14.99
"615","2020-06-16",15.4
"616","2020-06-17",15.01
"617","2020-06-18",14.89
"618","2020-06-19",14.84
"619","2020-06-22",15.6
"620","2020-06-23",15.04
"621","2020-06-24",14.44
"622","2020-06-25",15.14
"623","2020-06-26",16.4
"624","2020-06-29",15.74
"625","2020-06-30",16.379999
"626","2020-07-01",16.27
"627","2020-07-02",16.030001
"628","2020-07-06",15.67
"629","2020-07-07",15.25
"630","2020-07-08",15.07
"631","2020-07-09",14.69
"632","2020-07-10",15.2
"633","2020-07-13",15.08
"634","2020-07-14",15.19
"635","2020-07-15",15.47
"636","2020-07-16",16
"637","2020-07-17",15.52
"638","2020-07-20",15.12
"639","2020-07-21",15.72
"640","2020-07-22",15.45
"641","2020-07-23",15.59
"642","2020-07-24",15.98
"643","2020-07-27",15.47
"644","2020-07-28",15.51
"645","2020-07-29",15.71
"646","2020-07-30",15.3
"647","2020-07-31",15.13
"648","2020-08-03",15.09
"649","2020-08-04",15.04
"650","2020-08-05",15.04
"651","2020-08-06",14.9
"652","2020-08-07",15.3
"653","2020-08-10",15.76
"654","2020-08-11",15.6
"655","2020-08-12",15.64
"656","2020-08-13",15.72
"657","2020-08-14",15.8
"658","2020-08-17",15.74
"659","2020-08-18",15.89
"660","2020-08-19",15.64
"661","2020-08-20",15.18
"662","2020-08-21",14.84
"663","2020-08-24",14.56
"664","2020-08-25",14.55
"665","2020-08-26",14.25
"666","2020-08-27",14.27
"667","2020-08-28",14.29
"668","2020-08-31",14.15
"669","2020-09-01",14.75
"670","2020-09-02",14.57
"671","2020-09-03",15.26
"672","2020-09-04",14.86
"673","2020-09-08",14.23
"674","2020-09-09",14.25
"675","2020-09-10",14.25
"676","2020-09-11",14.19
"677","2020-09-14",14.4
"678","2020-09-15",14.06
"679","2020-09-16",13.99
"680","2020-09-17",14.05
"681","2020-09-18",13.85
"682","2020-09-21",13.54
"683","2020-09-22",13.32
"684","2020-09-23",12.76
"685","2020-09-24",12.82
"686","2020-09-25",12.83
"687","2020-09-28",13.14
"688","2020-09-29",13.36
"689","2020-09-30",13.29
"690","2020-10-01",13.29
"691","2020-10-02",13.88
"692","2020-10-05",14.1
"693","2020-10-06",13.71
"694","2020-10-07",14.01
"695","2020-10-08",13.56
"696","2020-10-09",13.99
"697","2020-10-12",14.25
"698","2020-10-13",13.98
"699","2020-10-14",13.65
"700","2020-10-15",14.1
"701","2020-10-16",14.03
"702","2020-10-19",13.85
"703","2020-10-20",14.14
"704","2020-10-21",14.3
"705","2020-10-22",14.02
"706","2020-10-23",14.35
"707","2020-10-26",14.6
"708","2020-10-27",14.41
"709","2020-10-28",13.96
"710","2020-10-29",14.41
"711","2020-10-30",14.08
"712","2020-11-02",14.385
"713","2020-11-03",14.84
"714","2020-11-04",14.35
"715","2020-11-05",14.155
"716","2020-11-06",14.12
"717","2020-11-09",15.59
"718","2020-11-10",15.85
"719","2020-11-11",16.09
"720","2020-11-12",15.9
"721","2020-11-13",16.33
"722","2020-11-16",17.459999
"723","2020-11-17",17.299999
"724","2020-11-18",16.620001
"725","2020-11-19",16.639999
"726","2020-11-20",16.5
"727","2020-11-23",16.879999
"728","2020-11-24",17.34
"729","2020-11-25",17.299999
"730","2020-11-27",17.25
