"","date","GWGH"
"88","2015-01-30",6.7
"89","2015-02-02",6.7
"90","2015-02-03",6.7
"91","2015-02-04",6.7
"92","2015-02-05",6.7
"93","2015-02-06",6.5
"94","2015-02-09",6.89
"95","2015-02-10",6.64
"96","2015-02-11",6.64
"97","2015-02-12",6.64
"98","2015-02-13",6.642
"99","2015-02-17",7.5
"100","2015-02-18",7.68
"101","2015-02-19",8.5
"102","2015-02-20",8.405
"103","2015-02-23",8.25
"104","2015-02-24",7.99
"105","2015-02-25",8.22
"106","2015-02-26",8.23
"107","2015-02-27",8.22
"108","2015-03-02",8.16
"109","2015-03-03",8
"110","2015-03-04",8
"111","2015-03-05",8.18
"112","2015-03-06",8.18
"113","2015-03-09",8.2
"114","2015-03-10",8
"115","2015-03-11",8
"116","2015-03-12",8
"117","2015-03-13",8
"118","2015-03-16",8.1
"119","2015-03-17",8.01
"120","2015-03-18",8.225
"121","2015-03-19",7.78
"122","2015-03-20",7.6
"123","2015-03-23",7.75
"124","2015-03-24",8
"125","2015-03-25",7.43
"126","2015-03-26",7.6
"127","2015-03-27",7.447
"128","2015-03-30",7.36
"129","2015-03-31",7.754
"130","2015-04-01",7.4
"131","2015-04-02",7.92
"132","2015-04-06",7.528
"133","2015-04-07",7.55
"134","2015-04-08",7.5
"135","2015-04-09",7.59
"136","2015-04-10",7.38
"137","2015-04-13",7.54
"138","2015-04-14",7.301
"139","2015-04-15",7.252
"140","2015-04-16",7.26
"141","2015-04-17",7.25
"142","2015-04-20",7.25
"143","2015-04-21",7.2
"144","2015-04-22",7.05
"145","2015-04-23",7.3
"146","2015-04-24",7.249
"147","2015-04-27",6.937
"148","2015-04-28",7.18
"149","2015-04-29",7.19
"150","2015-04-30",6.81
"151","2015-05-01",6.908
"152","2015-05-04",7.19
"153","2015-05-05",7.999
"154","2015-05-06",7.98
"155","2015-05-07",7.98
"156","2015-05-08",8
"157","2015-05-11",7.81
"158","2015-05-12",7.987
"159","2015-05-13",9
"160","2015-05-14",9.57
"161","2015-05-15",8.76
"162","2015-05-18",8.474
"163","2015-05-19",9.25
"164","2015-05-20",9.75
"165","2015-05-21",9.7
"166","2015-05-22",9.6
"167","2015-05-26",10
"168","2015-05-27",9.67
"169","2015-05-28",10.24
"170","2015-05-29",9.8
"171","2015-06-01",9.69
"172","2015-06-02",9.5
"173","2015-06-03",9.26
"174","2015-06-04",9.21
"175","2015-06-05",9.3
"176","2015-06-08",9.48
"177","2015-06-09",9.15
"178","2015-06-10",9.43
"179","2015-06-11",9.15
"180","2015-06-12",9.25
"181","2015-06-15",9.25
"182","2015-06-16",9.15
"183","2015-06-17",8.68
"184","2015-06-18",8.3
"185","2015-06-19",8.9
"186","2015-06-22",8.45
"187","2015-06-23",9.35
"188","2015-06-24",8.91
"189","2015-06-25",8.92
"190","2015-06-26",9.07
"191","2015-06-29",8.95
"192","2015-06-30",8.95
"193","2015-07-01",8.95
"194","2015-07-02",9.41
"195","2015-07-06",9.41
"196","2015-07-07",8.6
"197","2015-07-08",8.7
"198","2015-07-09",8.85
"199","2015-07-10",8.85
"200","2015-07-13",8.52
"201","2015-07-14",8.75
"202","2015-07-15",8.75
"203","2015-07-16",8.75
"204","2015-07-17",8.55
"205","2015-07-20",8.55
"206","2015-07-21",8.74
"207","2015-07-22",8.56
"208","2015-07-23",8.564
"209","2015-07-24",8.27
"210","2015-07-27",8.06
"211","2015-07-28",8.06
"212","2015-07-29",7.56
"213","2015-07-30",8
"214","2015-07-31",7.26
"215","2015-08-03",7.26
"216","2015-08-04",7.26
"217","2015-08-05",7.25
"218","2015-08-06",8
"219","2015-08-07",7.55
"220","2015-08-10",7.55
"221","2015-08-11",7.36
"222","2015-08-12",7.66
"223","2015-08-13",7.36
"224","2015-08-14",8
"225","2015-08-17",7.76
"226","2015-08-18",8.175
"227","2015-08-19",7.66
"228","2015-08-20",7.38
"229","2015-08-21",7.35
"230","2015-08-24",7.35
"231","2015-08-25",7.28
"232","2015-08-26",7.11
"233","2015-08-27",7.7
"234","2015-08-28",8.075
"235","2015-08-31",7.7
"236","2015-09-01",8.15
"237","2015-09-02",8.12
"238","2015-09-03",7.7
"239","2015-09-04",7.77
"240","2015-09-08",8
"241","2015-09-09",7.9
"242","2015-09-10",8.15
"243","2015-09-11",8.14
"244","2015-09-14",8.13
"245","2015-09-15",8.12
"246","2015-09-16",8
"247","2015-09-17",8.15
"248","2015-09-18",8.37
"249","2015-09-21",8.37
"250","2015-09-22",8.37
"251","2015-09-23",8.15
"252","2015-09-24",8.41
"253","2015-09-25",8.01
"254","2015-09-28",8.01
"255","2015-09-29",8.05
"256","2015-09-30",8.45
"257","2015-10-01",8.45
"258","2015-10-02",8.475
"259","2015-10-05",7.73
"260","2015-10-06",7.73
"261","2015-10-07",7.57
"262","2015-10-08",7.57
"263","2015-10-09",7.57
"264","2015-10-12",7.3
"265","2015-10-13",7.38
"266","2015-10-14",7.39
"267","2015-10-15",7.23
"268","2015-10-16",7.25
"269","2015-10-19",7.26
"270","2015-10-20",7.06
"271","2015-10-21",7.31
"272","2015-10-22",7.31
"273","2015-10-23",7.29
"274","2015-10-26",7.29
"275","2015-10-27",7.29
"276","2015-10-28",7.29
"277","2015-10-29",7.089
"278","2015-10-30",7.35
"279","2015-11-02",7.13
"280","2015-11-03",7.13
"281","2015-11-04",7.13
"282","2015-11-05",7.13
"283","2015-11-06",7.13
"284","2015-11-09",7.13
"285","2015-11-10",7.211
"286","2015-11-11",6.15
"287","2015-11-12",6
"288","2015-11-13",6.38
"289","2015-11-16",5.79
"290","2015-11-17",5.79
"291","2015-11-18",6.01
"292","2015-11-19",6.33
"293","2015-11-20",6.05
"294","2015-11-23",6.05
"295","2015-11-24",5.9
"296","2015-11-25",6
"297","2015-11-27",6.02
"298","2015-11-30",6.5
"299","2015-12-01",6.5
"300","2015-12-02",6.05
"301","2015-12-03",6.4
"302","2015-12-04",6.45
"303","2015-12-07",6.415
"304","2015-12-08",6.4
"305","2015-12-09",6.4
"306","2015-12-10",5.85
"307","2015-12-11",5
"308","2015-12-14",5.45
"309","2015-12-15",5.66
"310","2015-12-16",5.66
"311","2015-12-17",6
"312","2015-12-18",6.08
"313","2015-12-21",6.08
"314","2015-12-22",6.175
"315","2015-12-23",6.175
"316","2015-12-24",6.2
"317","2015-12-28",6.1
"318","2015-12-29",6
"319","2015-12-30",6.1
"320","2015-12-31",6.44
"321","2016-01-04",5.61
"322","2016-01-05",5.61
"323","2016-01-06",5.14
"324","2016-01-07",5.5
"325","2016-01-08",5.5
"326","2016-01-11",5.78
"327","2016-01-12",5.5
"328","2016-01-13",5.5
"329","2016-01-14",5.19
"330","2016-01-15",5.22
"331","2016-01-19",5.35
"332","2016-01-20",5.39
"333","2016-01-21",4.6
"334","2016-01-22",5
"335","2016-01-25",4.739
"336","2016-01-26",4.739
"337","2016-01-27",4.739
"338","2016-01-28",4.83
"339","2016-01-29",5.07
"340","2016-02-01",5.07
"341","2016-02-02",5.08
"342","2016-02-03",5
"343","2016-02-04",5.03
"344","2016-02-05",5.44
"345","2016-02-08",5.42
"346","2016-02-09",5.42
"347","2016-02-10",5.42
"348","2016-02-11",5.6
"349","2016-02-12",5.6
"350","2016-02-16",5.6
"351","2016-02-17",5.6
"352","2016-02-18",5.6
"353","2016-02-19",5.6
"354","2016-02-22",5.75
"355","2016-02-23",6
"356","2016-02-24",6
"357","2016-02-25",6.25
"358","2016-02-26",6.25
"359","2016-02-29",6
"360","2016-03-01",6.91
"361","2016-03-02",6.5
"362","2016-03-03",6.5
"363","2016-03-04",6.5
"364","2016-03-07",6.55
"365","2016-03-08",6.462
"366","2016-03-09",6.462
"367","2016-03-10",5.956
"368","2016-03-11",5.885
"369","2016-03-14",5.94
"370","2016-03-15",5.8
"371","2016-03-16",6.15
"372","2016-03-17",6.07
"373","2016-03-18",6.27
"374","2016-03-21",6.27
"375","2016-03-22",6.27
"376","2016-03-23",5.96
"377","2016-03-24",5.96
"378","2016-03-28",6
"379","2016-03-29",6
"380","2016-03-30",6.17
"381","2016-03-31",6.17
"382","2016-04-01",6.17
"383","2016-04-04",6.33
"384","2016-04-05",6.33
"385","2016-04-06",6.33
"386","2016-04-07",6.33
"387","2016-04-08",6.1
"388","2016-04-11",6.1
"389","2016-04-12",6.19
"390","2016-04-13",6.19
"391","2016-04-14",6.3
"392","2016-04-15",6.3
"393","2016-04-18",6.265
"394","2016-04-19",6.1
"395","2016-04-20",6.357
"396","2016-04-21",6.25
"397","2016-04-22",6.25
"398","2016-04-25",6.25
"399","2016-04-26",6.279
"400","2016-04-27",6.225
"401","2016-04-28",6.45
"402","2016-04-29",6.35
"403","2016-05-02",6.26
"404","2016-05-03",6.575
"405","2016-05-04",6.38
"406","2016-05-05",6.38
"407","2016-05-06",6.37
"408","2016-05-09",6.3
"409","2016-05-10",6.3
"410","2016-05-11",6.532
"411","2016-05-12",6.532
"412","2016-05-13",6.41
"413","2016-05-16",6.55
"414","2016-05-17",6.585
"415","2016-05-18",6.612
"416","2016-05-19",6.56
"417","2016-05-20",6.73
"418","2016-05-23",7.19
"419","2016-05-24",7.887
"420","2016-05-25",8.2
"421","2016-05-26",8.17
"422","2016-05-27",8.74
"423","2016-05-31",8.102
"424","2016-06-01",8.102
"425","2016-06-02",7.627
"426","2016-06-03",7.627
"427","2016-06-06",7.7
"428","2016-06-07",7.07
"429","2016-06-08",7
"430","2016-06-09",7.29
"431","2016-06-10",7.07
"432","2016-06-13",7.223
"433","2016-06-14",7.088
"434","2016-06-15",7
"435","2016-06-16",6.91
"436","2016-06-17",6.89
"437","2016-06-20",6.66
"438","2016-06-21",6.85
"439","2016-06-22",6.7
"440","2016-06-23",6.7
"441","2016-06-24",6.71
"442","2016-06-27",6.5
"443","2016-06-28",6.815
"444","2016-06-29",7.2
"445","2016-06-30",7
"446","2016-07-01",7
"447","2016-07-05",6.85
"448","2016-07-06",6.82
"449","2016-07-07",6.9
"450","2016-07-08",6.75
"451","2016-07-11",6.75
"452","2016-07-12",7
"453","2016-07-13",6.75
"454","2016-07-14",6.75
"455","2016-07-15",6.85
"456","2016-07-18",6.75
"457","2016-07-19",6.69
"458","2016-07-20",6.72
"459","2016-07-21",6.685
"460","2016-07-22",6.736
"461","2016-07-25",6.482
"462","2016-07-26",6.333
"463","2016-07-27",6.4
"464","2016-07-28",6.93
"465","2016-07-29",6.69
"466","2016-08-01",6.75
"467","2016-08-02",6.75
"468","2016-08-03",6.75
"469","2016-08-04",6.6
"470","2016-08-05",6.6
"471","2016-08-08",6.726
"472","2016-08-09",6.726
"473","2016-08-10",6.8
"474","2016-08-11",6.84
"475","2016-08-12",7.26
"476","2016-08-15",7.5
"477","2016-08-16",7.83
"478","2016-08-17",7.91
"479","2016-08-18",10.1
"480","2016-08-19",9.05
"481","2016-08-22",9
"482","2016-08-23",9.9
"483","2016-08-24",9.8
"484","2016-08-25",9.565
"485","2016-08-26",8.793
"486","2016-08-29",9.75
"487","2016-08-30",10
"488","2016-08-31",9.44
"489","2016-09-01",10
"490","2016-09-02",10
"491","2016-09-06",10.86
"492","2016-09-07",10.2
"493","2016-09-08",10.35
"494","2016-09-09",10.4
"495","2016-09-12",10.5
"496","2016-09-13",10.04
"497","2016-09-14",9.95
"498","2016-09-15",9.98
"499","2016-09-16",9.37
"500","2016-09-19",8.76
"501","2016-09-20",8.62
"502","2016-09-21",8.359
"503","2016-09-22",8.47
"504","2016-09-23",8.3
"505","2016-09-26",8.14
"506","2016-09-27",8.13
"507","2016-09-28",8.45
"508","2016-09-29",8.82
"509","2016-09-30",8.82
"510","2016-10-03",8.75
"511","2016-10-04",8.37
"512","2016-10-05",8.5
"513","2016-10-06",8.795
"514","2016-10-07",8.83
"515","2016-10-10",8.52
"516","2016-10-11",8.48
"517","2016-10-12",8.5
"518","2016-10-13",8.48
"519","2016-10-14",8.48
"520","2016-10-17",8.877
"521","2016-10-18",8.46
"522","2016-10-19",8.35
"523","2016-10-20",8.52
"524","2016-10-21",8.62
"525","2016-10-24",8.72
"526","2016-10-25",8.98
"527","2016-10-26",8.861
"528","2016-10-27",8.85
"529","2016-10-28",8.811
"530","2016-10-31",8.39
"531","2016-11-01",8.39
"532","2016-11-02",8.42
"533","2016-11-03",8.41
"534","2016-11-04",8.35
"535","2016-11-07",8.8
"536","2016-11-08",9.04
"537","2016-11-09",8.33
"538","2016-11-10",8.61
"539","2016-11-11",8.65
"540","2016-11-14",8.3
"541","2016-11-15",8.3
"542","2016-11-16",8.54
"543","2016-11-17",8.8
"544","2016-11-18",8.38
"545","2016-11-21",7.76
"546","2016-11-22",7.5
"547","2016-11-23",7.84
"548","2016-11-25",7.84
"549","2016-11-28",8
"550","2016-11-29",7.88
"551","2016-11-30",7.84
"552","2016-12-01",7.84
"553","2016-12-02",7.99
"554","2016-12-05",7.85
"555","2016-12-06",7.85
"556","2016-12-07",7.59
"557","2016-12-08",7.9
"558","2016-12-09",7.611
"559","2016-12-12",7.608
"560","2016-12-13",7.71
"561","2016-12-14",7.786
"562","2016-12-15",7.94
"563","2016-12-16",7.93
"564","2016-12-19",7.72
"565","2016-12-20",7.93
"566","2016-12-21",7.9
"567","2016-12-22",7.9
"568","2016-12-23",8.228
"569","2016-12-27",7.9
"570","2016-12-28",8
"571","2016-12-29",8
"572","2016-12-30",7.94
"573","2017-01-03",7.9
"574","2017-01-04",7.9
"575","2017-01-05",7.911
"576","2017-01-06",8
"577","2017-01-09",7.99
"578","2017-01-10",8
"579","2017-01-11",7.99
"580","2017-01-12",7.912
"581","2017-01-13",7.972
"582","2017-01-17",7.71
"583","2017-01-18",7.99
"584","2017-01-19",7.72
"585","2017-01-20",7.75
"586","2017-01-23",7.75
"587","2017-01-24",7.921
"588","2017-01-25",7.76
"589","2017-01-26",8.35
"590","2017-01-27",8.161
"591","2017-01-30",7.75
"592","2017-01-31",7.984
"593","2017-02-01",7.984
"594","2017-02-02",8.35
"595","2017-02-03",8.25
"596","2017-02-06",8.35
"597","2017-02-07",8.34
"598","2017-02-08",8.34
"599","2017-02-09",8.34
"600","2017-02-10",8.31
"601","2017-02-13",8.68
"602","2017-02-14",8.49
"603","2017-02-15",8.668
"604","2017-02-16",9.04
"605","2017-02-17",9.5
"606","2017-02-21",9.5
"607","2017-02-22",9.49
"608","2017-02-23",9.1
"609","2017-02-24",9.26
"610","2017-02-27",9.501
"611","2017-02-28",9.501
"612","2017-03-01",9.5
"613","2017-03-02",9.4
"614","2017-03-03",9.613
"615","2017-03-06",9.685
"616","2017-03-07",9
"617","2017-03-08",9.34
"618","2017-03-09",9.6
"619","2017-03-10",9.85
"620","2017-03-13",10
"621","2017-03-14",10.101
"622","2017-03-15",10.51
"623","2017-03-16",10.21
"624","2017-03-17",9.63
"625","2017-03-20",10.28
"626","2017-03-21",10.34
"627","2017-03-22",10.36
"628","2017-03-23",10.139
"629","2017-03-24",10.374
"630","2017-03-27",10.627
"631","2017-03-28",10.41
"632","2017-03-29",10.41
"633","2017-03-30",11.24
"634","2017-03-31",11.1
"635","2017-04-03",11
"636","2017-04-04",10.8
"637","2017-04-05",10.85
"638","2017-04-06",10.571
"639","2017-04-07",10.574
"640","2017-04-10",10.717
"641","2017-04-11",10.5
"642","2017-04-12",10.5
"643","2017-04-13",10.54
"644","2017-04-17",10.38
"645","2017-04-18",10.69
"646","2017-04-19",10.67
"647","2017-04-20",10.6
"648","2017-04-21",10.53
"649","2017-04-24",10.3
"650","2017-04-25",10.27
"651","2017-04-26",10.59
"652","2017-04-27",9.901
"653","2017-04-28",10.13
"654","2017-05-01",10.205
"655","2017-05-02",10
"656","2017-05-03",10
"657","2017-05-04",10.39
"658","2017-05-05",10.038
"659","2017-05-08",10.05
"660","2017-05-09",10.16
"661","2017-05-10",10.13
"662","2017-05-11",10.2
"663","2017-05-12",10.05
"664","2017-05-15",10.05
"665","2017-05-16",10.009
"666","2017-05-17",10.032
"667","2017-05-18",10.2
"668","2017-05-19",10.02
"669","2017-05-22",10.05
"670","2017-05-23",10.05
"671","2017-05-24",10.123
"672","2017-05-25",10.05
"673","2017-05-26",10.05
"674","2017-05-30",10.1
"675","2017-05-31",9.95
"676","2017-06-01",9.95
"677","2017-06-02",9.95
"678","2017-06-05",10
"679","2017-06-06",10.02
"680","2017-06-07",10.16
"681","2017-06-08",10
"682","2017-06-09",10.16
"683","2017-06-12",10.31
"684","2017-06-13",10.15
"685","2017-06-14",10.2
"686","2017-06-15",10.08
"687","2017-06-16",10.51
"688","2017-06-19",10.19
"689","2017-06-20",10.25
"690","2017-06-21",10.25
"691","2017-06-22",10.25
"692","2017-06-23",10.15
"693","2017-06-26",10.2
"694","2017-06-27",10.23
"695","2017-06-28",10.2
"696","2017-06-29",10.2
"697","2017-06-30",10.58
"698","2017-07-03",10
"699","2017-07-05",10.2
"700","2017-07-06",10.2
"701","2017-07-07",10.47
"702","2017-07-10",10.32
"703","2017-07-11",10.38
"704","2017-07-12",10.35
"705","2017-07-13",10.5
"706","2017-07-14",10.52
"707","2017-07-17",10.25
"708","2017-07-18",10.5
"709","2017-07-19",10.344
"710","2017-07-20",10.344
"711","2017-07-21",10.69
"712","2017-07-24",10.75
"713","2017-07-25",10.65
"714","2017-07-26",10.8
"715","2017-07-27",10.8
"716","2017-07-28",10.8
"717","2017-07-31",10.815
"718","2017-08-01",10.95
"719","2017-08-02",10.95
"720","2017-08-03",10.948
"721","2017-08-04",10.948
"722","2017-08-07",10.852
"723","2017-08-08",10.75
"724","2017-08-09",10.75
"725","2017-08-10",10.47
"726","2017-08-11",10.6
"727","2017-08-14",10.7
"728","2017-08-15",10.478
"729","2017-08-16",10.55
"730","2017-08-17",10.47
"731","2017-08-18",10.44
"732","2017-08-21",10.48
"733","2017-08-22",10.44
"734","2017-08-23",10.44
"735","2017-08-24",10.44
"736","2017-08-25",10.647
"737","2017-08-28",10.63
"738","2017-08-29",10.43
"739","2017-08-30",10.43
"740","2017-08-31",10.4
"741","2017-09-01",10.63
"742","2017-09-05",10.63
"743","2017-09-06",10.65
"744","2017-09-07",10.65
"745","2017-09-08",10.13
"746","2017-09-11",10.4
"747","2017-09-12",10.4
"748","2017-09-13",10.149
"749","2017-09-14",10.228
"750","2017-09-15",10.25
"751","2017-09-18",10
"752","2017-09-19",9.97
"753","2017-09-20",9.7
"754","2017-09-21",10.029
"755","2017-09-22",9.622
"756","2017-09-25",9.69
"757","2017-09-26",9.85
"758","2017-09-27",9.94
"759","2017-09-28",10.2
"760","2017-09-29",10.07
"761","2017-10-02",9.7
"762","2017-10-03",10.113
"763","2017-10-04",10.424
"764","2017-10-05",10.29
"765","2017-10-06",10.29
"766","2017-10-09",10.25
"767","2017-10-10",10.25
"768","2017-10-11",10.191
"769","2017-10-12",10.18
"770","2017-10-13",10.06
"771","2017-10-16",10.196
"772","2017-10-17",10.021
"773","2017-10-18",10
"774","2017-10-19",10.15
"775","2017-10-20",10.34
"776","2017-10-23",10.178
"777","2017-10-24",9.95
"778","2017-10-25",10.08
"779","2017-10-26",10.06
"780","2017-10-27",10.09
"781","2017-10-30",10.06
"782","2017-10-31",10.3
"783","2017-11-01",9.95
"784","2017-11-02",9.95
"785","2017-11-03",9.9
"786","2017-11-06",9.9
"787","2017-11-07",9.858
"788","2017-11-08",10.03
"789","2017-11-09",10.06
"790","2017-11-10",10.088
"791","2017-11-13",10.02
"792","2017-11-14",10.033
"793","2017-11-15",10.001
"794","2017-11-16",10
"795","2017-11-17",9.83
"796","2017-11-20",10.09
"797","2017-11-21",9.85
"798","2017-11-22",9.51
"799","2017-11-24",9.05
"800","2017-11-27",9.2
"801","2017-11-28",9.567
"802","2017-11-29",9.49
"803","2017-11-30",9.23
"804","2017-12-01",9.2
"805","2017-12-04",9.19
"806","2017-12-05",9.56
"807","2017-12-06",9.468
"808","2017-12-07",9.468
"809","2017-12-08",9.14
"810","2017-12-11",8.36
"811","2017-12-12",8.5
"812","2017-12-13",8.41
"813","2017-12-14",8.3
"814","2017-12-15",8.36
"815","2017-12-18",8.401
"816","2017-12-19",8.96
"817","2017-12-20",9
"818","2017-12-21",8.8
"819","2017-12-22",8.51
"820","2017-12-26",8.24
"821","2017-12-27",8.3
"822","2017-12-28",8.38
"823","2017-12-29",8.32
"824","2018-01-02",8.467
"825","2018-01-03",8.71
"826","2018-01-04",8.54
"827","2018-01-05",8.56
"828","2018-01-08",8.56
"829","2018-01-09",8.638
"830","2018-01-10",8.68
"831","2018-01-11",8.52
"832","2018-01-12",8.492
"833","2018-01-16",8.492
"834","2018-01-17",8.3
"835","2018-01-18",8.1
"836","2018-01-19",8.6
"837","2018-01-22",8.845
"838","2018-01-23",9.16
"839","2018-01-24",9.1
"840","2018-01-25",8.8
"841","2018-01-26",8.83
"842","2018-01-29",8.83
"843","2018-01-30",9
"844","2018-01-31",8.76
"845","2018-02-01",8.89
"846","2018-02-02",8.89
"847","2018-02-05",8.89
"848","2018-02-06",8.89
"849","2018-02-07",9
"850","2018-02-08",9
"851","2018-02-09",9.05
"852","2018-02-12",8.851
"853","2018-02-13",8.84
"854","2018-02-14",8.81
"855","2018-02-15",9.19
"856","2018-02-16",8.81
"857","2018-02-20",8.875
"858","2018-02-21",8.99
"859","2018-02-22",8.597
"860","2018-02-23",8.77
"861","2018-02-26",8.4
"862","2018-02-27",8.3
"863","2018-02-28",8.02
"864","2018-03-01",7.971
"865","2018-03-02",7.971
"866","2018-03-05",7.971
"867","2018-03-06",7.85
"868","2018-03-07",7.86
"869","2018-03-08",8.12
"870","2018-03-09",8.2
"871","2018-03-12",8.278
"872","2018-03-13",8.041
"873","2018-03-14",8.041
"874","2018-03-15",8
"875","2018-03-16",8.486
"876","2018-03-19",8.884
"877","2018-03-20",9
"878","2018-03-21",8.75
"879","2018-03-22",8.75
"880","2018-03-23",8.75
"881","2018-03-26",8.89
"882","2018-03-27",8.89
"883","2018-03-28",8.25
"884","2018-03-29",8.5
"885","2018-04-02",8.733
"886","2018-04-03",8.5
"887","2018-04-04",8.5
"888","2018-04-05",8.761
"889","2018-04-06",8.25
"890","2018-04-09",8.25
"891","2018-04-10",8.25
"892","2018-04-11",8.35
"893","2018-04-12",8.16
"894","2018-04-13",8.4
"895","2018-04-16",8.3
"896","2018-04-17",8.3
"897","2018-04-18",8.135
"898","2018-04-19",8.19
"899","2018-04-20",8.234
"900","2018-04-23",8.25
"901","2018-04-24",8.462
"902","2018-04-25",8.03
"903","2018-04-26",8.03
"904","2018-04-27",8.03
"905","2018-04-30",8.03
"906","2018-05-01",8.03
"907","2018-05-02",8.04
"908","2018-05-03",8.01
"909","2018-05-04",8.044
"910","2018-05-07",8
"911","2018-05-08",8.15
"912","2018-05-09",8.153
"913","2018-05-10",8.153
"914","2018-05-11",8.1
"915","2018-05-14",8.1
"916","2018-05-15",8.1
"917","2018-05-16",8.1
"918","2018-05-17",8
"919","2018-05-18",8.23
"920","2018-05-21",8
"921","2018-05-22",7.9
"922","2018-05-23",7.9
"923","2018-05-24",7.9
"924","2018-05-25",7.95
"925","2018-05-29",8
"926","2018-05-30",7.81
"927","2018-05-31",7.73
"928","2018-06-01",7.8
"929","2018-06-04",8
"930","2018-06-05",7.65
"931","2018-06-06",8.03
"932","2018-06-07",8.03
"933","2018-06-08",7.45
"934","2018-06-11",8.1
"935","2018-06-12",7.75
"936","2018-06-13",7.87
"937","2018-06-14",7.48
"938","2018-06-15",7.79
"939","2018-06-18",7.88
"940","2018-06-19",7.7
"941","2018-06-20",8.13
"942","2018-06-21",7.929
"943","2018-06-22",8.014
"944","2018-06-25",7.907
"945","2018-06-26",7.6
"946","2018-06-27",7.6
"947","2018-06-28",7.481
"948","2018-06-29",7.68
"949","2018-07-02",7.22
"950","2018-07-03",7.774
"951","2018-07-05",7.774
"952","2018-07-06",7.65
"953","2018-07-09",7.61
"954","2018-07-10",7.38
"955","2018-07-11",7.31
"956","2018-07-12",7.653
"957","2018-07-13",7.95
"958","2018-07-16",8
"959","2018-07-17",7.963
"960","2018-07-18",7.9
"961","2018-07-19",7.7
"962","2018-07-20",7.581
"963","2018-07-23",7.581
"964","2018-07-24",7.581
"965","2018-07-25",7.581
"966","2018-07-26",7.581
"967","2018-07-27",8
"968","2018-07-30",7.738
"969","2018-07-31",7.738
"970","2018-08-01",8
"971","2018-08-02",8.15
"972","2018-08-03",7.589
"973","2018-08-06",7.589
"974","2018-08-07",7.881
"975","2018-08-08",8.15
"976","2018-08-09",8.05
"977","2018-08-10",8.184
"978","2018-08-13",7.89
"979","2018-08-14",7.515
"980","2018-08-15",10.09
"981","2018-08-16",10.95
"982","2018-08-17",10.9
"983","2018-08-20",11.5
"984","2018-08-21",11.05
"985","2018-08-22",11.7
"986","2018-08-23",11.8
"987","2018-08-24",11.52
"988","2018-08-27",11.56
"989","2018-08-28",11.5
"990","2018-08-29",11.35
"991","2018-08-30",10.84
"992","2018-08-31",11.095
"993","2018-09-04",11.09
"994","2018-09-05",11
"995","2018-09-06",6.98
"996","2018-09-07",6.483
"997","2018-09-10",6.15
"998","2018-09-11",6.01
"999","2018-09-12",6.276
"1000","2018-09-13",6.29
"1001","2018-09-14",6.3
"1002","2018-09-17",6.142
"1003","2018-09-18",6.282
"1004","2018-09-19",6.36
"1005","2018-09-20",6.53
"1006","2018-09-21",6.45
"1007","2018-09-24",6.75
"1008","2018-09-25",6.88
