"","date","FITBI"
"1","2013-12-06",25.040001
"2","2013-12-09",24.950001
"3","2013-12-10",24.92
"4","2013-12-11",24.75
"5","2013-12-12",24.6
"6","2013-12-13",24.75
"7","2013-12-16",24.700001
"8","2013-12-17",24.67
"9","2013-12-18",24.65
"10","2013-12-19",24.620001
"11","2013-12-20",24.790001
"12","2013-12-23",24.93
"13","2013-12-24",25
"14","2013-12-26",24.879999
"15","2013-12-27",24.879999
"16","2013-12-30",24.93
"17","2013-12-31",24.969999
"18","2014-01-02",25.09
"19","2014-01-03",25.17
"20","2014-01-06",25.139999
"21","2014-01-07",25.299999
"22","2014-01-08",25.32
"23","2014-01-09",25.33
"24","2014-01-10",25.639999
"25","2014-01-13",25.43
"26","2014-01-14",25.42
"27","2014-01-15",25.370001
"28","2014-01-16",25.370001
"29","2014-01-17",25.42
"30","2014-01-21",25.280001
"31","2014-01-22",25.299999
"32","2014-01-23",25.200001
"33","2014-01-24",25.309999
"34","2014-01-27",25.34
"35","2014-01-28",25.360001
"36","2014-01-29",25.290001
"37","2014-01-30",25.379999
"38","2014-01-31",25.5
"39","2014-02-03",25.4
"40","2014-02-04",25.49
"41","2014-02-05",25.43
"42","2014-02-06",25.5
"43","2014-02-07",25.51
"44","2014-02-10",25.549999
"45","2014-02-11",25.559999
"46","2014-02-12",25.559999
"47","2014-02-13",25.709999
"48","2014-02-14",25.709999
"49","2014-02-18",25.9
"50","2014-02-19",26.049999
"51","2014-02-20",25.98
"52","2014-02-21",26
"53","2014-02-24",25.940001
"54","2014-02-25",26.01
"55","2014-02-26",26.15
"56","2014-02-27",26.299999
"57","2014-02-28",26.530001
"58","2014-03-03",26.530001
"59","2014-03-04",26.549999
"60","2014-03-05",26.940001
"61","2014-03-06",26.76
"62","2014-03-07",26.799999
"63","2014-03-10",26.540001
"64","2014-03-11",26.459999
"65","2014-03-12",26.52
"66","2014-03-13",26.469999
"67","2014-03-14",26.43
"68","2014-03-17",26.51
"69","2014-03-18",26.77
"70","2014-03-19",26.67
"71","2014-03-20",26.77
"72","2014-03-21",26.66
"73","2014-03-24",26.57
"74","2014-03-25",26.65
"75","2014-03-26",26.309999
"76","2014-03-27",26.209999
"77","2014-03-28",26.360001
"78","2014-03-31",26.440001
"79","2014-04-01",26.360001
"80","2014-04-02",26.5
"81","2014-04-03",26.51
"82","2014-04-04",26.41
"83","2014-04-07",26.459999
"84","2014-04-08",26.51
"85","2014-04-09",26.57
"86","2014-04-10",26.57
"87","2014-04-11",26.68
"88","2014-04-14",26.530001
"89","2014-04-15",26.65
"90","2014-04-16",26.629999
"91","2014-04-17",26.370001
"92","2014-04-21",26.35
"93","2014-04-22",26.379999
"94","2014-04-23",26.33
"95","2014-04-24",26.33
"96","2014-04-25",26.530001
"97","2014-04-28",26.5
"98","2014-04-29",26.52
"99","2014-04-30",26.559999
"100","2014-05-01",26.889999
"101","2014-05-02",26.68
"102","2014-05-05",26.65
"103","2014-05-06",26.66
"104","2014-05-07",26.559999
"105","2014-05-08",26.5
"106","2014-05-09",26.58
"107","2014-05-12",26.549999
"108","2014-05-13",26.57
"109","2014-05-14",26.59
"110","2014-05-15",26.6
"111","2014-05-16",26.709999
"112","2014-05-19",26.790001
"113","2014-05-20",26.83
"114","2014-05-21",26.809999
"115","2014-05-22",26.67
"116","2014-05-23",26.700001
"117","2014-05-27",26.780001
"118","2014-05-28",26.74
"119","2014-05-29",26.610001
"120","2014-05-30",26.65
"121","2014-06-02",26.559999
"122","2014-06-03",26.57
"123","2014-06-04",26.65
"124","2014-06-05",26.82
"125","2014-06-06",26.98
"126","2014-06-09",27.02
"127","2014-06-10",26.9
"128","2014-06-11",26.950001
"129","2014-06-12",27.02
"130","2014-06-13",27.040001
"131","2014-06-16",27.02
"132","2014-06-17",27.360001
"133","2014-06-18",27.4
"134","2014-06-19",27.299999
"135","2014-06-20",27.1
"136","2014-06-23",27.049999
"137","2014-06-24",27.200001
"138","2014-06-25",26.99
"139","2014-06-26",26.9
"140","2014-06-27",26.92
"141","2014-06-30",26.780001
"142","2014-07-01",26.68
"143","2014-07-02",26.700001
"144","2014-07-03",26.440001
"145","2014-07-07",26.530001
"146","2014-07-08",26.690001
"147","2014-07-09",26.84
"148","2014-07-10",26.84
"149","2014-07-11",27.139999
"150","2014-07-14",27.25
"151","2014-07-15",27.299999
"152","2014-07-16",27.24
"153","2014-07-17",27.09
"154","2014-07-18",27.639999
"155","2014-07-21",27.24
"156","2014-07-22",27.280001
"157","2014-07-23",27.360001
"158","2014-07-24",27.18
"159","2014-07-25",27.17
"160","2014-07-28",27.08
"161","2014-07-29",27.1
"162","2014-07-30",27.18
"163","2014-07-31",26.83
"164","2014-08-01",26.6
"165","2014-08-04",26.5
"166","2014-08-05",26.6
"167","2014-08-06",26.73
"168","2014-08-07",27.030001
"169","2014-08-08",26.93
"170","2014-08-11",26.92
"171","2014-08-12",26.969999
"172","2014-08-13",27.299999
"173","2014-08-14",27.34
"174","2014-08-15",27.32
"175","2014-08-18",27.450001
"176","2014-08-19",27.389999
"177","2014-08-20",27.41
"178","2014-08-21",27.41
"179","2014-08-22",27.4
"180","2014-08-25",27.389999
"181","2014-08-26",27.440001
"182","2014-08-27",27.35
"183","2014-08-28",27.299999
"184","2014-08-29",27.5
"185","2014-09-02",27.040001
"186","2014-09-03",26.950001
"187","2014-09-04",26.75
"188","2014-09-05",26.76
"189","2014-09-08",26.709999
"190","2014-09-09",26.73
"191","2014-09-10",26.719999
"192","2014-09-11",26.75
"193","2014-09-12",26.73
"194","2014-09-15",26.709999
"195","2014-09-16",26.790001
"196","2014-09-17",26.74
"197","2014-09-18",26.73
"198","2014-09-19",26.83
"199","2014-09-22",26.74
"200","2014-09-23",26.889999
"201","2014-09-24",26.379999
"202","2014-09-25",26.26
"203","2014-09-26",26.33
"204","2014-09-29",26.379999
"205","2014-09-30",26.450001
"206","2014-10-01",26.370001
"207","2014-10-02",26.4
"208","2014-10-03",26.51
"209","2014-10-06",26.389999
"210","2014-10-07",26.34
"211","2014-10-08",26.52
"212","2014-10-09",26.5
"213","2014-10-10",26.690001
"214","2014-10-13",26.6
"215","2014-10-14",26.610001
"216","2014-10-15",26.639999
"217","2014-10-16",26.620001
"218","2014-10-17",26.5
"219","2014-10-20",26.559999
"220","2014-10-21",26.65
"221","2014-10-22",26.719999
"222","2014-10-23",26.709999
"223","2014-10-24",26.860001
"224","2014-10-27",26.860001
"225","2014-10-28",27.059999
"226","2014-10-29",27.059999
"227","2014-10-30",27.059999
"228","2014-10-31",27.139999
"229","2014-11-03",27.120001
"230","2014-11-04",27.280001
"231","2014-11-05",27.219999
"232","2014-11-06",27.280001
"233","2014-11-07",27.440001
"234","2014-11-10",27.41
"235","2014-11-11",27.360001
"236","2014-11-12",27.32
"237","2014-11-13",27.360001
"238","2014-11-14",27.34
"239","2014-11-17",27.41
"240","2014-11-18",27.299999
"241","2014-11-19",27.43
"242","2014-11-20",27.389999
"243","2014-11-21",27.43
"244","2014-11-24",27.35
"245","2014-11-25",27.299999
"246","2014-11-26",27.299999
"247","2014-11-28",27.379999
"248","2014-12-01",27.35
"249","2014-12-02",27.23
"250","2014-12-03",27.190001
"251","2014-12-04",26.870001
"252","2014-12-05",27.049999
"253","2014-12-08",26.969999
"254","2014-12-09",27.129999
"255","2014-12-10",26.99
"256","2014-12-11",26.99
"257","2014-12-12",26.99
"258","2014-12-15",26.92
"259","2014-12-16",26.68
"260","2014-12-17",26.77
"261","2014-12-18",26.92
"262","2014-12-19",26.950001
"263","2014-12-22",27.120001
"264","2014-12-23",26.76
"265","2014-12-24",26.799999
"266","2014-12-26",26.959999
"267","2014-12-29",27.040001
"268","2014-12-30",27.219999
"269","2014-12-31",27.33
"270","2015-01-02",27.389999
"271","2015-01-05",27.25
"272","2015-01-06",27.370001
"273","2015-01-07",27.360001
"274","2015-01-08",27.41
"275","2015-01-09",27.26
"276","2015-01-12",27.540001
"277","2015-01-13",27.35
"278","2015-01-14",27.15
"279","2015-01-15",27.120001
"280","2015-01-16",27.23
"281","2015-01-20",27.290001
"282","2015-01-21",27.200001
"283","2015-01-22",27.299999
"284","2015-01-23",27.35
"285","2015-01-26",27.35
"286","2015-01-27",27.49
"287","2015-01-28",27.58
"288","2015-01-29",27.57
"289","2015-01-30",27.52
"290","2015-02-02",27.450001
"291","2015-02-03",27.530001
"292","2015-02-04",27.559999
"293","2015-02-05",27.5
"294","2015-02-06",27.35
"295","2015-02-09",27.4
"296","2015-02-10",27.42
"297","2015-02-11",27.469999
"298","2015-02-12",27.540001
"299","2015-02-13",27.52
"300","2015-02-17",27.41
"301","2015-02-18",27.1
"302","2015-02-19",27.34
"303","2015-02-20",27.42
"304","2015-02-23",27.469999
"305","2015-02-24",27.540001
"306","2015-02-25",27.65
"307","2015-02-26",27.65
"308","2015-02-27",27.73
"309","2015-03-02",27.82
"310","2015-03-03",27.879999
"311","2015-03-04",27.950001
"312","2015-03-05",28.08
"313","2015-03-06",27.719999
"314","2015-03-09",27.639999
"315","2015-03-10",27.719999
"316","2015-03-11",27.809999
"317","2015-03-12",27.799999
"318","2015-03-13",27.75
"319","2015-03-16",27.809999
"320","2015-03-17",27.68
"321","2015-03-18",27.860001
"322","2015-03-19",28.07
"323","2015-03-20",28.530001
"324","2015-03-23",28.629999
"325","2015-03-24",28.530001
"326","2015-03-25",28.15
"327","2015-03-26",28.110001
"328","2015-03-27",28.18
"329","2015-03-30",28.280001
"330","2015-03-31",28.23
"331","2015-04-01",28.280001
"332","2015-04-02",28.26
"333","2015-04-06",28.24
"334","2015-04-07",28.200001
"335","2015-04-08",28.299999
"336","2015-04-09",28.389999
"337","2015-04-10",28.440001
"338","2015-04-13",28.440001
"339","2015-04-14",28.379999
"340","2015-04-15",28.440001
"341","2015-04-16",28.389999
"342","2015-04-17",28.16
"343","2015-04-20",28.24
"344","2015-04-21",28.35
"345","2015-04-22",28.299999
"346","2015-04-23",28.309999
"347","2015-04-24",28.35
"348","2015-04-27",28.33
"349","2015-04-28",28.17
"350","2015-04-29",28.200001
"351","2015-04-30",28.129999
"352","2015-05-01",28.09
"353","2015-05-04",28.190001
"354","2015-05-05",28.040001
"355","2015-05-06",27.719999
"356","2015-05-07",27.459999
"357","2015-05-08",27.790001
"358","2015-05-11",27.620001
"359","2015-05-12",27.799999
"360","2015-05-13",27.99
"361","2015-05-14",28.440001
"362","2015-05-15",28.42
"363","2015-05-18",28.450001
"364","2015-05-19",28.4
"365","2015-05-20",28.360001
"366","2015-05-21",28.42
"367","2015-05-22",28.57
"368","2015-05-26",28.4
"369","2015-05-27",28.530001
"370","2015-05-28",28.440001
"371","2015-05-29",28.459999
"372","2015-06-01",28.440001
"373","2015-06-02",28.34
"374","2015-06-03",28.26
"375","2015-06-04",28.280001
"376","2015-06-05",28.43
"377","2015-06-08",28.370001
"378","2015-06-09",28.25
"379","2015-06-10",28.32
"380","2015-06-11",28.25
"381","2015-06-12",28.18
"382","2015-06-15",28.16
"383","2015-06-16",28.190001
"384","2015-06-17",28.139999
"385","2015-06-18",28.02
"386","2015-06-19",28.190001
"387","2015-06-22",28.27
"388","2015-06-23",28.540001
"389","2015-06-24",28.219999
"390","2015-06-25",28.16
"391","2015-06-26",28.17
"392","2015-06-29",28
"393","2015-06-30",28.200001
"394","2015-07-01",28.110001
"395","2015-07-02",28.26
"396","2015-07-06",28.360001
"397","2015-07-07",28.370001
"398","2015-07-08",28.27
"399","2015-07-09",28.42
"400","2015-07-10",28.290001
"401","2015-07-13",28.35
"402","2015-07-14",28.290001
"403","2015-07-15",28.26
"404","2015-07-16",28.379999
"405","2015-07-17",28.389999
"406","2015-07-20",28.389999
"407","2015-07-21",28.280001
"408","2015-07-22",28.27
"409","2015-07-23",28.33
"410","2015-07-24",28.280001
"411","2015-07-27",28.209999
"412","2015-07-28",28.23
"413","2015-07-29",28.15
"414","2015-07-30",28.1
"415","2015-07-31",28.07
"416","2015-08-03",28.040001
"417","2015-08-04",27.93
"418","2015-08-05",27.950001
"419","2015-08-06",27.870001
"420","2015-08-07",27.85
"421","2015-08-10",27.860001
"422","2015-08-11",27.870001
"423","2015-08-12",27.85
"424","2015-08-13",27.77
"425","2015-08-14",27.799999
"426","2015-08-17",27.83
"427","2015-08-18",27.780001
"428","2015-08-19",27.75
"429","2015-08-20",27.74
"430","2015-08-21",27.709999
"431","2015-08-24",26.959999
"432","2015-08-25",27.07
"433","2015-08-26",27.43
"434","2015-08-27",27.5
"435","2015-08-28",27.52
"436","2015-08-31",27.49
"437","2015-09-01",27.48
"438","2015-09-02",27.450001
"439","2015-09-03",27.49
"440","2015-09-04",27.49
"441","2015-09-08",27.5
"442","2015-09-09",27.5
"443","2015-09-10",27.469999
"444","2015-09-11",27.5
"445","2015-09-14",27.5
"446","2015-09-15",27.5
"447","2015-09-16",27.5
"448","2015-09-17",27.43
"449","2015-09-18",27.5
"450","2015-09-21",27.5
"451","2015-09-22",27.48
"452","2015-09-23",27.290001
"453","2015-09-24",27.33
"454","2015-09-25",27.379999
"455","2015-09-28",27.35
"456","2015-09-29",27.309999
"457","2015-09-30",27.25
"458","2015-10-01",27.25
"459","2015-10-02",27.129999
"460","2015-10-05",27.200001
"461","2015-10-06",27.25
"462","2015-10-07",27.16
"463","2015-10-08",27.16
"464","2015-10-09",27.07
"465","2015-10-12",27.27
"466","2015-10-13",27.209999
"467","2015-10-14",27.18
"468","2015-10-15",27.26
"469","2015-10-16",27.34
"470","2015-10-19",27.27
"471","2015-10-20",27.23
"472","2015-10-21",27.32
"473","2015-10-22",27.35
"474","2015-10-23",27.6
"475","2015-10-26",27.629999
"476","2015-10-27",27.690001
"477","2015-10-28",27.790001
"478","2015-10-29",27.76
"479","2015-10-30",27.889999
"480","2015-11-02",27.950001
"481","2015-11-03",28.030001
"482","2015-11-04",28.129999
"483","2015-11-05",28.18
"484","2015-11-06",28.07
"485","2015-11-09",28.120001
"486","2015-11-10",28.17
