"","date","BLRX"
"1","2011-07-27",75.449997
"2","2011-07-28",71.099998
"3","2011-07-29",78.599998
"4","2011-08-01",81.599998
"5","2011-08-02",72.75
"6","2011-08-03",70.5
"7","2011-08-04",66.75
"8","2011-08-05",67.5
"9","2011-08-08",62.25
"10","2011-08-09",60.900002
"11","2011-08-10",60.900002
"12","2011-08-11",58.349998
"13","2011-08-12",52.950001
"14","2011-08-15",53.099998
"15","2011-08-16",52.650002
"16","2011-08-17",52.650002
"17","2011-08-18",52.650002
"18","2011-08-19",52.650002
"19","2011-08-22",52.650002
"20","2011-08-23",52.650002
"21","2011-08-24",52.650002
"22","2011-08-25",52.650002
"23","2011-08-26",52.650002
"24","2011-08-29",52.650002
"25","2011-08-30",59.849998
"26","2011-08-31",59.849998
"27","2011-09-01",59.849998
"28","2011-09-02",60
"29","2011-09-06",60
"30","2011-09-07",55.5
"31","2011-09-08",59.099998
"32","2011-09-09",59.099998
"33","2011-09-12",41.25
"34","2011-09-13",57
"35","2011-09-14",50.700001
"36","2011-09-15",48.150002
"37","2011-09-16",50.700001
"38","2011-09-19",50.25
"39","2011-09-20",54.150002
"40","2011-09-21",52.349998
"41","2011-09-22",52.349998
"42","2011-09-23",51.75
"43","2011-09-26",47.700001
"44","2011-09-27",48
"45","2011-09-28",45.599998
"46","2011-09-29",45.599998
"47","2011-09-30",43.349998
"48","2011-10-03",42.75
"49","2011-10-04",47.549999
"50","2011-10-05",51.450001
"51","2011-10-06",53.700001
"52","2011-10-07",51.299999
"53","2011-10-10",51.299999
"54","2011-10-11",51
"55","2011-10-12",53.400002
"56","2011-10-13",53.400002
"57","2011-10-14",50.099998
"58","2011-10-17",55.950001
"59","2011-10-18",55.950001
"60","2011-10-19",55.950001
"61","2011-10-20",55.950001
"62","2011-10-21",56.099998
"63","2011-10-24",55.349998
"64","2011-10-25",59.099998
"65","2011-10-26",58.5
"66","2011-10-27",60
"67","2011-10-28",60
"68","2011-10-31",63.150002
"69","2011-11-01",58.049999
"70","2011-11-02",59.400002
"71","2011-11-03",59.400002
"72","2011-11-04",56.400002
"73","2011-11-07",56.400002
"74","2011-11-08",56.400002
"75","2011-11-09",49.5
"76","2011-11-10",49.5
"77","2011-11-11",49.5
"78","2011-11-14",52.049999
"79","2011-11-15",52.049999
"80","2011-11-16",52.049999
"81","2011-11-17",52.049999
"82","2011-11-18",52.049999
"83","2011-11-21",50.25
"84","2011-11-22",50.25
"85","2011-11-23",48.150002
"86","2011-11-25",48
"87","2011-11-28",48
"88","2011-11-29",48
"89","2011-11-30",46.200001
"90","2011-12-01",46.200001
"91","2011-12-02",46.200001
"92","2011-12-05",47.700001
"93","2011-12-06",47.700001
"94","2011-12-07",47.700001
"95","2011-12-08",47.700001
"96","2011-12-09",47.700001
"97","2011-12-12",47.700001
"98","2011-12-13",49.049999
"99","2011-12-14",49.049999
"100","2011-12-15",49.049999
"101","2011-12-16",49.049999
"102","2011-12-19",49.049999
"103","2011-12-20",49.049999
"104","2011-12-21",50.700001
"105","2011-12-22",50.700001
"106","2011-12-23",50.700001
"107","2011-12-27",45.150002
"108","2011-12-28",45.150002
"109","2011-12-29",47.549999
"110","2011-12-30",47.549999
"111","2012-01-03",47.400002
"112","2012-01-04",44.549999
"113","2012-01-05",43.5
"114","2012-01-06",44.25
"115","2012-01-09",44.400002
"116","2012-01-10",45.900002
"117","2012-01-11",44.25
"118","2012-01-12",45.150002
"119","2012-01-13",43.950001
"120","2012-01-17",43.950001
"121","2012-01-18",45.299999
"122","2012-01-19",46.5
"123","2012-01-20",46.5
"124","2012-01-23",49.349998
"125","2012-01-24",83.25
"126","2012-01-25",71.699997
"127","2012-01-26",60
"128","2012-01-27",59.400002
"129","2012-01-30",57.150002
"130","2012-01-31",59.700001
"131","2012-02-01",62.700001
"132","2012-02-02",60.75
"133","2012-02-03",61.799999
"134","2012-02-06",66.599998
"135","2012-02-07",62.849998
"136","2012-02-08",60.299999
"137","2012-02-09",58.799999
"138","2012-02-10",58.950001
"139","2012-02-13",55.799999
"140","2012-02-14",58.799999
"141","2012-02-15",53.549999
"142","2012-02-16",55.799999
"143","2012-02-17",54.599998
"144","2012-02-21",52.200001
"145","2012-02-22",51.150002
"146","2012-02-23",51
"147","2012-02-24",48.75
"148","2012-02-27",46.5
"149","2012-02-28",45.450001
"150","2012-02-29",47.400002
"151","2012-03-01",45.900002
"152","2012-03-02",46.049999
"153","2012-03-05",47.099998
"154","2012-03-06",49.049999
"155","2012-03-07",46.799999
"156","2012-03-08",47.400002
"157","2012-03-09",47.25
"158","2012-03-12",46.650002
"159","2012-03-13",47.849998
"160","2012-03-14",46.5
"161","2012-03-15",46.349998
"162","2012-03-16",46.200001
"163","2012-03-19",45.75
"164","2012-03-20",45.599998
"165","2012-03-21",44.099998
"166","2012-03-22",41.25
"167","2012-03-23",42.299999
"168","2012-03-26",43.049999
"169","2012-03-27",47.099998
"170","2012-03-28",42.450001
"171","2012-03-29",42.450001
"172","2012-03-30",43.049999
"173","2012-04-02",41.849998
"174","2012-04-03",42.150002
"175","2012-04-04",41.25
"176","2012-04-05",41.549999
"177","2012-04-09",40.799999
"178","2012-04-10",40.650002
"179","2012-04-11",40.650002
"180","2012-04-12",39.599998
"181","2012-04-13",39.900002
"182","2012-04-16",39.75
"183","2012-04-17",40.950001
"184","2012-04-18",42.299999
"185","2012-04-19",42
"186","2012-04-20",42.75
"187","2012-04-23",42.599998
"188","2012-04-24",41.849998
"189","2012-04-25",41.849998
"190","2012-04-26",41.700001
"191","2012-04-27",41.700001
"192","2012-04-30",40.200001
"193","2012-05-01",40.349998
"194","2012-05-02",40.349998
"195","2012-05-03",42.150002
"196","2012-05-04",38.849998
"197","2012-05-07",41.549999
"198","2012-05-08",40.799999
"199","2012-05-09",40.349998
"200","2012-05-10",40.5
"201","2012-05-11",39.900002
"202","2012-05-14",40.799999
"203","2012-05-15",39.599998
"204","2012-05-16",39.599998
"205","2012-05-17",36.900002
"206","2012-05-18",36.450001
"207","2012-05-21",36.299999
"208","2012-05-22",36.75
"209","2012-05-23",39.150002
"210","2012-05-24",38.099998
"211","2012-05-25",37.650002
"212","2012-05-29",36
"213","2012-05-30",34.950001
"214","2012-05-31",34.799999
"215","2012-06-01",34.5
"216","2012-06-04",34.799999
"217","2012-06-05",36.75
"218","2012-06-06",36.75
"219","2012-06-07",35.849998
"220","2012-06-08",36
"221","2012-06-11",35.400002
"222","2012-06-12",34.650002
"223","2012-06-13",34.5
