"","date","BBI"
"1","2007-01-03",450.100006
"2","2007-01-04",450.100006
"3","2007-01-05",469.700012
"4","2007-01-08",467.600006
"5","2007-01-09",471.799988
"6","2007-01-10",466.899994
"7","2007-01-11",478.799988
"8","2007-01-12",477.399994
"9","2007-01-16",468.299988
"10","2007-01-17",475.299988
"11","2007-01-18",465.5
"12","2007-01-19",457.799988
"13","2007-01-22",452.899994
"14","2007-01-23",445.200012
"15","2007-01-24",455
"16","2007-01-25",439.600006
"17","2007-01-26",434.700012
"18","2007-01-29",442.399994
"19","2007-01-30",441.700012
"20","2007-01-31",437.5
"21","2007-02-01",444.5
"22","2007-02-02",441
"23","2007-02-05",436.100006
"24","2007-02-06",440.299988
"25","2007-02-07",454.299988
"26","2007-02-08",444.5
"27","2007-02-09",443.799988
"28","2007-02-12",444.5
"29","2007-02-13",443.100006
"30","2007-02-14",447.299988
"31","2007-02-15",440.299988
"32","2007-02-16",428.399994
"33","2007-02-20",403.899994
"34","2007-02-21",385
"35","2007-02-22",371.700012
"36","2007-02-23",373.100006
"37","2007-02-26",369.600006
"38","2007-02-27",357
"39","2007-02-28",365.399994
"40","2007-03-01",346.5
"41","2007-03-02",339.5
"42","2007-03-05",325.5
"43","2007-03-06",345.799988
"44","2007-03-07",338.799988
"45","2007-03-08",340.200012
"46","2007-03-09",332.5
"47","2007-03-12",336.700012
"48","2007-03-13",333.200012
"49","2007-03-14",318.5
"50","2007-03-15",319.200012
"51","2007-03-16",319.200012
"52","2007-03-19",312.200012
"53","2007-03-20",326.200012
"54","2007-03-21",336.700012
"55","2007-03-22",333.200012
"56","2007-03-23",336
"57","2007-03-26",338.799988
"58","2007-03-27",342.299988
"59","2007-03-28",336
"60","2007-03-29",332.5
"61","2007-03-30",337.399994
"62","2007-04-02",324.100006
"63","2007-04-03",315.700012
"64","2007-04-04",329.700012
"65","2007-04-05",342.299988
"66","2007-04-09",338.100006
"67","2007-04-10",362.600006
"68","2007-04-11",368.899994
"69","2007-04-12",359.100006
"70","2007-04-13",367.5
"71","2007-04-16",376.600006
"72","2007-04-17",365.399994
"73","2007-04-18",361.200012
"74","2007-04-19",365.399994
"75","2007-04-20",364.700012
"76","2007-04-23",381.5
"77","2007-04-24",375.200012
"78","2007-04-25",366.100006
"79","2007-04-26",379.399994
"80","2007-04-27",363.299988
"81","2007-04-30",343
"82","2007-05-01",340.899994
"83","2007-05-02",359.100006
"84","2007-05-03",343.700012
"85","2007-05-04",346.5
"86","2007-05-07",338.100006
"87","2007-05-08",331.100006
"88","2007-05-09",329
"89","2007-05-10",322
"90","2007-05-11",326.899994
"91","2007-05-14",328.299988
"92","2007-05-15",324.799988
"93","2007-05-16",326.899994
"94","2007-05-17",329
"95","2007-05-18",329.700012
"96","2007-05-21",329
"97","2007-05-22",332.5
"98","2007-05-23",341.600006
"99","2007-05-24",335.299988
