"","date","PINS"
"121","2019-10-09",25.65
"122","2019-10-10",25.790001
"123","2019-10-11",26.889999
"124","2019-10-14",25.92
"125","2019-10-15",25.57
"126","2019-10-16",25.74
"127","2019-10-17",25.99
"128","2019-10-18",25.309999
"129","2019-10-21",26.76
"130","2019-10-22",25.879999
"131","2019-10-23",25.700001
"132","2019-10-24",25.77
"133","2019-10-25",25.860001
"134","2019-10-28",26.25
"135","2019-10-29",25.57
"136","2019-10-30",25.92
"137","2019-10-31",25.139999
"138","2019-11-01",20.860001
"139","2019-11-04",20.58
"140","2019-11-05",20.469999
"141","2019-11-06",20.040001
"142","2019-11-07",19.99
"143","2019-11-08",20.059999
"144","2019-11-11",20.4
"145","2019-11-12",20.52
"146","2019-11-13",20.200001
"147","2019-11-14",19.6
"148","2019-11-15",19.540001
"149","2019-11-18",19.5
"150","2019-11-19",19.68
"151","2019-11-20",19.4
"152","2019-11-21",19.07
"153","2019-11-22",18.65
"154","2019-11-25",18.950001
"155","2019-11-26",19.52
"156","2019-11-27",19.809999
"157","2019-11-29",19.48
"158","2019-12-02",18.799999
"159","2019-12-03",18.43
"160","2019-12-04",18.370001
"161","2019-12-05",18.440001
"162","2019-12-06",18.76
"163","2019-12-09",18.209999
"164","2019-12-10",17.99
"165","2019-12-11",18.200001
"166","2019-12-12",17.76
"167","2019-12-13",17.450001
"168","2019-12-16",18.209999
"169","2019-12-17",18.209999
"170","2019-12-18",18.530001
"171","2019-12-19",19.09
"172","2019-12-20",18.98
"173","2019-12-23",18.389999
"174","2019-12-24",18.48
"175","2019-12-26",18.299999
"176","2019-12-27",18.49
"177","2019-12-30",18.110001
"178","2019-12-31",18.639999
"179","2020-01-02",18.799999
"180","2020-01-03",18.360001
"181","2020-01-06",18.91
"182","2020-01-07",19.26
"183","2020-01-08",19.719999
"184","2020-01-09",19.629999
"185","2020-01-10",19.780001
"186","2020-01-13",19.620001
"187","2020-01-14",21.51
"188","2020-01-15",21.76
"189","2020-01-16",22.950001
"190","2020-01-17",23
"191","2020-01-21",22.299999
"192","2020-01-22",22.42
"193","2020-01-23",22.610001
"194","2020-01-24",22.440001
"195","2020-01-27",21.83
"196","2020-01-28",22.18
"197","2020-01-29",22.620001
"198","2020-01-30",22.200001
"199","2020-01-31",22.030001
"200","2020-02-03",22.35
"201","2020-02-04",22.459999
"202","2020-02-05",21.91
"203","2020-02-06",23.01
"204","2020-02-07",25.200001
"205","2020-02-10",24.290001
"206","2020-02-11",24.030001
"207","2020-02-12",23.940001
"208","2020-02-13",23.540001
"209","2020-02-14",23.219999
"210","2020-02-18",22.76
"211","2020-02-19",23.6
"212","2020-02-20",23.540001
"213","2020-02-21",22.48
"214","2020-02-24",21.65
"215","2020-02-25",20.959999
"216","2020-02-26",20.309999
"217","2020-02-27",20.209999
"218","2020-02-28",19.5
"219","2020-03-02",20
"220","2020-03-03",19.280001
"221","2020-03-04",19.799999
"222","2020-03-05",18.940001
"223","2020-03-06",18.51
"224","2020-03-09",16.209999
"225","2020-03-10",16.74
"226","2020-03-11",15.45
"227","2020-03-12",13.31
"228","2020-03-13",14.31
"229","2020-03-16",11.64
"230","2020-03-17",12.65
"231","2020-03-18",10.92
"232","2020-03-19",12.61
"233","2020-03-20",12.21
"234","2020-03-23",12.52
"235","2020-03-24",14.26
"236","2020-03-25",14.03
"237","2020-03-26",15.2
"238","2020-03-27",14.94
"239","2020-03-30",15.42
"240","2020-03-31",15.44
"241","2020-04-01",14.17
"242","2020-04-02",13.7
"243","2020-04-03",13.82
"244","2020-04-06",15.21
"245","2020-04-07",15.06
"246","2020-04-08",16.83
"247","2020-04-09",16.75
"248","2020-04-13",16.469999
"249","2020-04-14",17.24
"250","2020-04-15",17.030001
"251","2020-04-16",17.01
"252","2020-04-17",17.450001
"253","2020-04-20",17.43
"254","2020-04-21",16.870001
"255","2020-04-22",19.26
"256","2020-04-23",18.85
"257","2020-04-24",20.620001
"258","2020-04-27",20.780001
"259","2020-04-28",19.889999
"260","2020-04-29",20.85
"261","2020-04-30",20.66
"262","2020-05-01",19.75
"263","2020-05-04",21.43
"264","2020-05-05",20.809999
"265","2020-05-06",17.719999
"266","2020-05-07",18.700001
"267","2020-05-08",19.790001
"268","2020-05-11",18.610001
"269","2020-05-12",17.76
"270","2020-05-13",16.610001
"271","2020-05-14",17.059999
"272","2020-05-15",18.24
"273","2020-05-18",18.52
"274","2020-05-19",18.66
"275","2020-05-20",18.889999
"276","2020-05-21",18.690001
"277","2020-05-22",18.6
"278","2020-05-26",19.5
"279","2020-05-27",19.110001
"280","2020-05-28",19.799999
"281","2020-05-29",20.290001
"282","2020-06-01",20.43
"283","2020-06-02",20.51
"284","2020-06-03",21.440001
"285","2020-06-04",21.200001
"286","2020-06-05",22.129999
"287","2020-06-08",22.190001
"288","2020-06-09",22.040001
"289","2020-06-10",22.41
"290","2020-06-11",20.26
"291","2020-06-12",20.889999
"292","2020-06-15",21.15
"293","2020-06-16",22.200001
"294","2020-06-17",22.4
"295","2020-06-18",23.059999
"296","2020-06-19",23.209999
"297","2020-06-22",23.950001
"298","2020-06-23",24.07
"299","2020-06-24",23.17
"300","2020-06-25",22.58
"301","2020-06-26",21.610001
"302","2020-06-29",22.040001
"303","2020-06-30",22.17
"304","2020-07-01",23.280001
"305","2020-07-02",24.110001
"306","2020-07-06",25.82
"307","2020-07-07",25.85
"308","2020-07-08",27
"309","2020-07-09",27.42
"310","2020-07-10",26.559999
"311","2020-07-13",24.77
"312","2020-07-14",24.74
"313","2020-07-15",24.620001
"314","2020-07-16",24.65
"315","2020-07-17",24.93
"316","2020-07-20",26.08
"317","2020-07-21",25.719999
"318","2020-07-22",25.389999
"319","2020-07-23",24.639999
"320","2020-07-24",24.540001
"321","2020-07-27",24.27
"322","2020-07-28",24
"323","2020-07-29",24.950001
"324","2020-07-30",25.190001
"325","2020-07-31",34.290001
"326","2020-08-03",36.080002
"327","2020-08-04",34.91
"328","2020-08-05",35.880001
"329","2020-08-06",35.900002
"330","2020-08-07",34.98
"331","2020-08-10",35.860001
"332","2020-08-11",34.400002
"333","2020-08-12",35.529999
"334","2020-08-13",34.860001
"335","2020-08-14",34.68
"336","2020-08-17",35.009998
"337","2020-08-18",35.98
"338","2020-08-19",34.529999
"339","2020-08-20",34.5
"340","2020-08-21",34.189999
"341","2020-08-24",32.900002
"342","2020-08-25",34.07
"343","2020-08-26",34.310001
"344","2020-08-27",34.490002
"345","2020-08-28",35.34
"346","2020-08-31",36.790001
"347","2020-09-01",38.360001
"348","2020-09-02",38.810001
"349","2020-09-03",35.93
"350","2020-09-04",34.380001
"351","2020-09-08",34.029999
"352","2020-09-09",35.509998
"353","2020-09-10",34.689999
"354","2020-09-11",34.110001
"355","2020-09-14",36.32
"356","2020-09-15",37.610001
"357","2020-09-16",37.130001
"358","2020-09-17",36.59
"359","2020-09-18",36.880001
"360","2020-09-21",36.869999
"361","2020-09-22",40.549999
"362","2020-09-23",39.549999
"363","2020-09-24",38.490002
"364","2020-09-25",39.900002
"365","2020-09-28",40.98
"366","2020-09-29",40.560001
"367","2020-09-30",41.509998
"368","2020-10-01",44.529999
"369","2020-10-02",43.82
"370","2020-10-05",44.07
"371","2020-10-06",43.009998
"372","2020-10-07",43.360001
"373","2020-10-08",43.610001
"374","2020-10-09",43.389999
"375","2020-10-12",44.040001
"376","2020-10-13",44.150002
"377","2020-10-14",43.990002
"378","2020-10-15",43.650002
"379","2020-10-16",44.060001
"380","2020-10-19",45.82
"381","2020-10-20",45.32
"382","2020-10-21",49.380001
"383","2020-10-22",50.810001
"384","2020-10-23",53
"385","2020-10-26",50.459999
"386","2020-10-27",52.52
"387","2020-10-28",49.25
"388","2020-10-29",62.509998
"389","2020-10-30",58.950001
"390","2020-11-02",58.380001
"391","2020-11-03",59.580002
"392","2020-11-04",61.450001
"393","2020-11-05",63.470001
"394","2020-11-06",64.739998
"395","2020-11-09",57.75
"396","2020-11-10",55.669998
"397","2020-11-11",59.549999
"398","2020-11-12",60.259998
"399","2020-11-13",62.32
"400","2020-11-16",62.619999
"401","2020-11-17",63.349998
"402","2020-11-18",64.449997
"403","2020-11-19",65.949997
"404","2020-11-20",66.849998
"405","2020-11-23",65.790001
"406","2020-11-24",64.029999
"407","2020-11-25",67.419998
"408","2020-11-27",69.720001
