"","date","UHS"
"1","2007-01-03",27.905001
"2","2007-01-04",27.84
"3","2007-01-05",27.584999
"4","2007-01-08",27.6
"5","2007-01-09",27.584999
"6","2007-01-10",27.799999
"7","2007-01-11",28.205
"8","2007-01-12",28.084999
"9","2007-01-16",28.184999
"10","2007-01-17",28.129999
"11","2007-01-18",27.945
"12","2007-01-19",28.459999
"13","2007-01-22",28.9
"14","2007-01-23",28.75
"15","2007-01-24",29.014999
"16","2007-01-25",28.545
"17","2007-01-26",28.565001
"18","2007-01-29",28.635
"19","2007-01-30",28.559999
"20","2007-01-31",28.965
"21","2007-02-01",29
"22","2007-02-02",28.905001
"23","2007-02-05",29.865
"24","2007-02-06",29.68
"25","2007-02-07",29.84
"26","2007-02-08",29.75
"27","2007-02-09",29.865
"28","2007-02-12",30.094999
"29","2007-02-13",29.950001
"30","2007-02-14",30.055
"31","2007-02-15",30.094999
"32","2007-02-16",29.190001
"33","2007-02-20",29.299999
"34","2007-02-21",29.389999
"35","2007-02-22",29.715
"36","2007-02-23",29.51
"37","2007-02-26",29.475
"38","2007-02-27",28.775
"39","2007-02-28",28.93
"40","2007-03-01",28.325001
"41","2007-03-02",28.360001
"42","2007-03-05",28.780001
"43","2007-03-06",29.309999
"44","2007-03-07",29.235001
"45","2007-03-08",29.209999
"46","2007-03-09",29.1
"47","2007-03-12",28.74
"48","2007-03-13",28.195
"49","2007-03-14",28.34
"50","2007-03-15",28.695
"51","2007-03-16",28.68
"52","2007-03-19",29.57
"53","2007-03-20",29.825001
"54","2007-03-21",29.605
"55","2007-03-22",29.33
"56","2007-03-23",29.02
"57","2007-03-26",28.955
"58","2007-03-27",28.545
"59","2007-03-28",28.34
"60","2007-03-29",28.74
"61","2007-03-30",28.629999
"62","2007-04-02",28.715
"63","2007-04-03",28.65
"64","2007-04-04",28.434999
"65","2007-04-05",28.98
"66","2007-04-09",28.825001
"67","2007-04-10",28.65
"68","2007-04-11",28.66
"69","2007-04-12",29.065001
"70","2007-04-13",29.17
"71","2007-04-16",29.52
"72","2007-04-17",29.51
"73","2007-04-18",29.190001
"74","2007-04-19",29.299999
"75","2007-04-20",29.700001
"76","2007-04-23",29.75
"77","2007-04-24",29.855
"78","2007-04-25",29.885
"79","2007-04-26",29.870001
"80","2007-04-27",30.639999
"81","2007-04-30",30.360001
"82","2007-05-01",30.219999
"83","2007-05-02",30.495001
"84","2007-05-03",30.225
"85","2007-05-04",30.5
"86","2007-05-07",30.59
"87","2007-05-08",30.295
"88","2007-05-09",29.879999
"89","2007-05-10",29.73
"90","2007-05-11",29.83
"91","2007-05-14",29.67
"92","2007-05-15",29.74
"93","2007-05-16",29.889999
"94","2007-05-17",29.73
"95","2007-05-18",29.815001
"96","2007-05-21",30.09
"97","2007-05-22",29.99
"98","2007-05-23",30.165001
"99","2007-05-24",30.110001
"100","2007-05-25",30.275
"101","2007-05-29",30.49
"102","2007-05-30",30.605
"103","2007-05-31",30.895
"104","2007-06-01",31.309999
"105","2007-06-04",31.5
"106","2007-06-05",31.475
"107","2007-06-06",30.975
"108","2007-06-07",30.83
"109","2007-06-08",31.280001
"110","2007-06-11",31.15
"111","2007-06-12",30.805
"112","2007-06-13",30.76
"113","2007-06-14",30.924999
"114","2007-06-15",31.139999
"115","2007-06-18",30.924999
"116","2007-06-19",30.725
"117","2007-06-20",30.57
"118","2007-06-21",30.764999
"119","2007-06-22",30.52
"120","2007-06-25",30.434999
"121","2007-06-26",30.59
"122","2007-06-27",30.645
"123","2007-06-28",30.665001
"124","2007-06-29",30.75
"125","2007-07-02",30.665001
"126","2007-07-03",31.045
"127","2007-07-05",30.924999
"128","2007-07-06",31.15
"129","2007-07-09",30.719999
"130","2007-07-10",30.295
"131","2007-07-11",30.129999
"132","2007-07-12",30.09
"133","2007-07-13",29.745001
"134","2007-07-16",30.09
"135","2007-07-17",30.049999
"136","2007-07-18",29.695
"137","2007-07-19",29.33
"138","2007-07-20",28.924999
"139","2007-07-23",27.870001
"140","2007-07-24",28.18
"141","2007-07-25",27.815001
"142","2007-07-26",27.4
"143","2007-07-27",26.764999
"144","2007-07-30",26.805
"145","2007-07-31",26.219999
"146","2007-08-01",25.969999
"147","2007-08-02",25.594999
"148","2007-08-03",24.530001
"149","2007-08-06",24.379999
"150","2007-08-07",24.450001
"151","2007-08-08",24.620001
"152","2007-08-09",25.445
"153","2007-08-10",25.084999
"154","2007-08-13",26.084999
"155","2007-08-14",26.025
"156","2007-08-15",25.775
"157","2007-08-16",25.855
"158","2007-08-17",25.93
"159","2007-08-20",25.950001
"160","2007-08-21",26.174999
"161","2007-08-22",26.325001
"162","2007-08-23",26.225
"163","2007-08-24",26.365
"164","2007-08-27",25.950001
"165","2007-08-28",25.700001
"166","2007-08-29",26.08
"167","2007-08-30",26.18
"168","2007-08-31",26.4
"169","2007-09-04",26.094999
"170","2007-09-05",25.905001
"171","2007-09-06",26.235001
"172","2007-09-07",26.045
"173","2007-09-10",26.135
"174","2007-09-11",26.110001
"175","2007-09-12",26
"176","2007-09-13",25.754999
"177","2007-09-14",25.84
"178","2007-09-17",26.065001
"179","2007-09-18",26.674999
"180","2007-09-19",26.555
"181","2007-09-20",26.129999
"182","2007-09-21",26.42
"183","2007-09-24",26.25
"184","2007-09-25",26.045
"185","2007-09-26",26.504999
"186","2007-09-27",26.545
"187","2007-09-28",27.209999
"188","2007-10-01",26.82
"189","2007-10-02",26.715
"190","2007-10-03",26.59
"191","2007-10-04",26.424999
"192","2007-10-05",26
"193","2007-10-08",25.32
"194","2007-10-09",25.35
"195","2007-10-10",24.995001
"196","2007-10-11",25.1
"197","2007-10-12",25.035
"198","2007-10-15",24.940001
"199","2007-10-16",24.555
"200","2007-10-17",24.754999
"201","2007-10-18",25.405001
"202","2007-10-19",25.219999
"203","2007-10-22",24.889999
"204","2007-10-23",25.055
"205","2007-10-24",24.795
"206","2007-10-25",24.6
"207","2007-10-26",24.805
"208","2007-10-29",24.834999
"209","2007-10-30",24.495001
"210","2007-10-31",24.375
"211","2007-11-01",24.32
"212","2007-11-02",24.225
"213","2007-11-05",25.225
"214","2007-11-06",25.245001
"215","2007-11-07",25.08
"216","2007-11-08",25.415001
"217","2007-11-09",25.395
"218","2007-11-12",25.155001
"219","2007-11-13",25.565001
"220","2007-11-14",25.49
"221","2007-11-15",25.295
"222","2007-11-16",25.105
"223","2007-11-19",24.83
"224","2007-11-20",24.825001
"225","2007-11-21",24.445
"226","2007-11-23",24.530001
"227","2007-11-26",24.6
"228","2007-11-27",24.780001
"229","2007-11-28",25.195
"230","2007-11-29",25.254999
"231","2007-11-30",25.475
"232","2007-12-03",25.389999
"233","2007-12-04",25.174999
"234","2007-12-05",25.5
"235","2007-12-06",26.280001
"236","2007-12-07",26.424999
"237","2007-12-10",26.9
"238","2007-12-11",26.115
"239","2007-12-12",26
"240","2007-12-13",26.275
"241","2007-12-14",26.004999
"242","2007-12-17",25.549999
"243","2007-12-18",25.684999
"244","2007-12-19",25.75
"245","2007-12-20",25.809999
"246","2007-12-21",26.01
"247","2007-12-24",26.5
"248","2007-12-26",26.02
"249","2007-12-27",25.875
"250","2007-12-28",26.09
"251","2007-12-31",25.6
"252","2008-01-02",25.25
"253","2008-01-03",25.125
"254","2008-01-04",24.985001
"255","2008-01-07",25.4
"256","2008-01-08",25.1
"257","2008-01-09",25.01
"258","2008-01-10",24.635
"259","2008-01-11",24.075001
"260","2008-01-14",24.09
"261","2008-01-15",24.235001
"262","2008-01-16",24.120001
"263","2008-01-17",24.17
"264","2008-01-18",24.184999
