"","date","MASI"
"1","2007-08-08",20.9
"2","2007-08-09",20.5
"3","2007-08-10",20.02
"4","2007-08-13",21
"5","2007-08-14",20.5
"6","2007-08-15",20.4
"7","2007-08-16",19.549999
"8","2007-08-17",20.59
"9","2007-08-20",20.6
"10","2007-08-21",21
"11","2007-08-22",21.129999
"12","2007-08-23",21.4
"13","2007-08-24",21.059999
"14","2007-08-27",21
"15","2007-08-28",20.9
"16","2007-08-29",21.040001
"17","2007-08-30",21.110001
"18","2007-08-31",21
"19","2007-09-04",21.059999
"20","2007-09-05",21.200001
"21","2007-09-06",21.5
"22","2007-09-07",22.35
"23","2007-09-10",24.379999
"24","2007-09-11",24.799999
"25","2007-09-12",24.59
"26","2007-09-13",24.790001
"27","2007-09-14",24.85
"28","2007-09-17",23.43
"29","2007-09-18",23.41
"30","2007-09-19",24.51
"31","2007-09-20",25.27
"32","2007-09-21",26
"33","2007-09-24",26.639999
"34","2007-09-25",26.6
"35","2007-09-26",26.35
"36","2007-09-27",26.030001
"37","2007-09-28",25.66
"38","2007-10-01",26.24
"39","2007-10-02",26.629999
"40","2007-10-03",28.17
"41","2007-10-04",28.98
"42","2007-10-05",28.98
"43","2007-10-08",30.75
"44","2007-10-09",32.209999
"45","2007-10-10",33.799999
"46","2007-10-11",32.759998
"47","2007-10-12",31.959999
"48","2007-10-15",30.83
"49","2007-10-16",32.009998
"50","2007-10-17",31.15
"51","2007-10-18",31.23
"52","2007-10-19",30.290001
"53","2007-10-22",30
"54","2007-10-23",31.190001
"55","2007-10-24",31.889999
"56","2007-10-25",31.889999
"57","2007-10-26",30.959999
"58","2007-10-29",32.119999
"59","2007-10-30",33.290001
"60","2007-10-31",34.220001
"61","2007-11-01",31.450001
"62","2007-11-02",31.889999
"63","2007-11-05",31.17
"64","2007-11-06",31.26
"65","2007-11-07",29.969999
"66","2007-11-08",30.129999
"67","2007-11-09",30.049999
"68","2007-11-12",30.059999
"69","2007-11-13",30.65
"70","2007-11-14",30.389999
"71","2007-11-15",30.950001
"72","2007-11-16",31.629999
"73","2007-11-19",31.16
"74","2007-11-20",30.77
"75","2007-11-21",30.08
"76","2007-11-23",30.08
"77","2007-11-26",31.190001
"78","2007-11-27",32.610001
"79","2007-11-28",35
"80","2007-11-29",37.700001
"81","2007-11-30",36.959999
"82","2007-12-03",38.299999
"83","2007-12-04",37.860001
"84","2007-12-05",37.810001
"85","2007-12-06",37.310001
"86","2007-12-07",38.189999
"87","2007-12-10",38.330002
"88","2007-12-11",36.990002
"89","2007-12-12",38.599998
"90","2007-12-13",41.18
"91","2007-12-14",40.25
"92","2007-12-17",39.639999
"93","2007-12-18",41.27
"94","2007-12-19",41.009998
"95","2007-12-20",40.5
"96","2007-12-21",41.790001
"97","2007-12-24",41.369999
"98","2007-12-26",41.18
"99","2007-12-27",40.459999
"100","2007-12-28",40.5
"101","2007-12-31",39.450001
"102","2008-01-02",39.02
"103","2008-01-03",38.759998
"104","2008-01-04",39.5
"105","2008-01-07",39.400002
"106","2008-01-08",37.029999
"107","2008-01-09",34.700001
"108","2008-01-10",35.25
"109","2008-01-11",34.049999
"110","2008-01-14",36.16
"111","2008-01-15",36.619999
"112","2008-01-16",37.07
"113","2008-01-17",36.720001
"114","2008-01-18",35.880001
"115","2008-01-22",35.369999
"116","2008-01-23",36.16
"117","2008-01-24",35.73
"118","2008-01-25",35.950001
"119","2008-01-28",37
"120","2008-01-29",37.040001
"121","2008-01-30",36.509998
"122","2008-01-31",35.689999
"123","2008-02-01",32.959999
"124","2008-02-04",31.27
"125","2008-02-05",31.25
"126","2008-02-06",31.26
"127","2008-02-07",30.790001
"128","2008-02-08",30.879999
"129","2008-02-11",30.76
"130","2008-02-12",30.65
"131","2008-02-13",31.299999
"132","2008-02-14",31.610001
"133","2008-02-15",31.780001
"134","2008-02-19",31.940001
"135","2008-02-20",31.85
"136","2008-02-21",31.08
"137","2008-02-22",31.299999
"138","2008-02-25",32.66
"139","2008-02-26",32.110001
"140","2008-02-27",33.75
"141","2008-02-28",33.400002
"142","2008-02-29",32.060001
"143","2008-03-03",31.66
"144","2008-03-04",31.700001
"145","2008-03-05",32.549999
"146","2008-03-06",31.799999
"147","2008-03-07",31.41
"148","2008-03-10",31.629999
"149","2008-03-11",29.5
"150","2008-03-12",29.860001
"151","2008-03-13",28.84
"152","2008-03-14",28.290001
"153","2008-03-17",28.5
"154","2008-03-18",28.559999
"155","2008-03-19",28.68
"156","2008-03-20",27.5
"157","2008-03-24",27.57
"158","2008-03-25",27
"159","2008-03-26",26.02
"160","2008-03-27",25.860001
"161","2008-03-28",26.27
"162","2008-03-31",26
"163","2008-04-01",26
"164","2008-04-02",25.959999
"165","2008-04-03",26.049999
"166","2008-04-04",26.6
"167","2008-04-07",26.360001
"168","2008-04-08",26.17
"169","2008-04-09",26.17
"170","2008-04-10",26.139999
"171","2008-04-11",25.540001
"172","2008-04-14",25.059999
"173","2008-04-15",25.209999
