"","date","CHL"
"1","2007-01-03",46.139999
"2","2007-01-04",44.43
"3","2007-01-05",43.240002
"4","2007-01-08",43.900002
"5","2007-01-09",41.849998
"6","2007-01-10",41.959999
"7","2007-01-11",42.389999
"8","2007-01-12",42.599998
"9","2007-01-16",43.900002
"10","2007-01-17",44.060001
"11","2007-01-18",44.439999
"12","2007-01-19",45.369999
"13","2007-01-22",47.099998
"14","2007-01-23",49.470001
"15","2007-01-24",50.650002
"16","2007-01-25",47.720001
"17","2007-01-26",47.360001
"18","2007-01-29",46.049999
"19","2007-01-30",48.200001
"20","2007-01-31",46.150002
"21","2007-02-01",47.369999
"22","2007-02-02",47.080002
"23","2007-02-05",47.009998
"24","2007-02-06",48.990002
"25","2007-02-07",48.650002
"26","2007-02-08",49.560001
"27","2007-02-09",48.240002
"28","2007-02-12",47.700001
"29","2007-02-13",47.400002
"30","2007-02-14",47.759998
"31","2007-02-15",48.360001
"32","2007-02-16",48.450001
"33","2007-02-20",49.009998
"34","2007-02-21",50.32
"35","2007-02-22",51.389999
"36","2007-02-23",49.91
"37","2007-02-26",49.279999
"38","2007-02-27",44.16
"39","2007-02-28",46.470001
"40","2007-03-01",45.43
"41","2007-03-02",45
"42","2007-03-05",42.849998
"43","2007-03-06",44.599998
"44","2007-03-07",43.049999
"45","2007-03-08",44
"46","2007-03-09",43.459999
"47","2007-03-12",44.900002
"48","2007-03-13",42.59
"49","2007-03-14",43.259998
"50","2007-03-15",43.950001
"51","2007-03-16",44.610001
"52","2007-03-19",46.459999
"53","2007-03-20",47.080002
"54","2007-03-21",46.18
"55","2007-03-22",46.290001
"56","2007-03-23",45.790001
"57","2007-03-26",46.049999
"58","2007-03-27",44.84
"59","2007-03-28",44.189999
"60","2007-03-29",45.310001
"61","2007-03-30",44.849998
"62","2007-04-02",45.349998
"63","2007-04-03",45.970001
"64","2007-04-04",45.549999
"65","2007-04-05",45.389999
"66","2007-04-09",46.330002
"67","2007-04-10",45.98
"68","2007-04-11",45.560001
"69","2007-04-12",46.060001
"70","2007-04-13",45.990002
"71","2007-04-16",48.439999
"72","2007-04-17",48.639999
"73","2007-04-18",48.09
"74","2007-04-19",47.060001
"75","2007-04-20",47.599998
"76","2007-04-23",46.209999
"77","2007-04-24",46.57
"78","2007-04-25",47.32
"79","2007-04-26",46.59
"80","2007-04-27",46.389999
"81","2007-04-30",45.009998
"82","2007-05-01",45.07
"83","2007-05-02",45.799999
"84","2007-05-03",46.360001
"85","2007-05-04",45.970001
"86","2007-05-07",46.48
"87","2007-05-08",45.799999
"88","2007-05-09",46.810001
"89","2007-05-10",44.939999
"90","2007-05-11",47.5
"91","2007-05-14",47.09
"92","2007-05-15",46.939999
"93","2007-05-16",48
"94","2007-05-17",47.880001
"95","2007-05-18",48.200001
"96","2007-05-21",47.900002
"97","2007-05-22",47.150002
"98","2007-05-23",46.900002
"99","2007-05-24",45.869999
"100","2007-05-25",46.27
"101","2007-05-29",45.580002
"102","2007-05-30",46.200001
"103","2007-05-31",46.419998
"104","2007-06-01",46.509998
"105","2007-06-04",46.32
"106","2007-06-05",46.509998
"107","2007-06-06",45.959999
"108","2007-06-07",45.77
"109","2007-06-08",46.849998
"110","2007-06-11",47.299999
"111","2007-06-12",47.080002
"112","2007-06-13",47.950001
"113","2007-06-14",48.48
"114","2007-06-15",49.369999
"115","2007-06-18",50.970001
"116","2007-06-19",51.560001
"117","2007-06-20",51.610001
"118","2007-06-21",53.439999
"119","2007-06-22",53.419998
"120","2007-06-25",53.299999
"121","2007-06-26",53.91
"122","2007-06-27",53.919998
"123","2007-06-28",54.360001
"124","2007-06-29",53.900002
"125","2007-07-02",55.27
"126","2007-07-03",56.150002
"127","2007-07-05",55.48
"128","2007-07-06",56.220001
"129","2007-07-09",56.099998
"130","2007-07-10",54.189999
"131","2007-07-11",55.25
"132","2007-07-12",57.779999
"133","2007-07-13",58.689999
"134","2007-07-16",58.09
"135","2007-07-17",58.490002
"136","2007-07-18",57.299999
"137","2007-07-19",58.419998
"138","2007-07-20",58.810001
"139","2007-07-23",60.23
"140","2007-07-24",58.27
"141","2007-07-25",59.52
"142","2007-07-26",56.68
"143","2007-07-27",56.240002
"144","2007-07-30",58.360001
"145","2007-07-31",57.389999
"146","2007-08-01",55.98
"147","2007-08-02",56.439999
"148","2007-08-03",54.700001
"149","2007-08-06",55.43
"150","2007-08-07",55.139999
"151","2007-08-08",57.119999
"152","2007-08-09",54.860001
"153","2007-08-10",54.18
"154","2007-08-13",54.610001
"155","2007-08-14",53.77
"156","2007-08-15",52.259998
"157","2007-08-16",51.150002
"158","2007-08-17",55.110001
"159","2007-08-20",56.34
"160","2007-08-21",56.700001
"161","2007-08-22",60.790001
"162","2007-08-23",61.349998
"163","2007-08-24",63.919998
"164","2007-08-27",67.029999
"165","2007-08-28",61.73
"166","2007-08-29",65.720001
"167","2007-08-30",64.370003
"168","2007-08-31",67.790001
"169","2007-09-04",68.209999
"170","2007-09-05",66.959999
"171","2007-09-06",66.699997
"172","2007-09-07",63.560001
"173","2007-09-10",65.260002
"174","2007-09-11",66.370003
"175","2007-09-12",66.400002
"176","2007-09-13",68.199997
"177","2007-09-14",70.019997
"178","2007-09-17",68.620003
"179","2007-09-18",71.959999
"180","2007-09-19",72.190002
"181","2007-09-20",71.75
"182","2007-09-21",72.5
"183","2007-09-24",76.230003
"184","2007-09-25",78.059998
"185","2007-09-26",79.5
"186","2007-09-27",83.959999
"187","2007-09-28",82.040001
"188","2007-10-01",84.949997
"189","2007-10-02",86
"190","2007-10-03",80.769997
"191","2007-10-04",82.169998
"192","2007-10-05",84.959999
"193","2007-10-08",84.339996
"194","2007-10-09",85.040001
"195","2007-10-10",85.230003
"196","2007-10-11",83.349998
"197","2007-10-12",87.150002
"198","2007-10-15",88.980003
"199","2007-10-16",90
"200","2007-10-17",98.769997
"201","2007-10-18",95.019997
"202","2007-10-19",90.550003
"203","2007-10-22",93.900002
"204","2007-10-23",99
"205","2007-10-24",97.699997
"206","2007-10-25",98.720001
"207","2007-10-26",101.139999
"208","2007-10-29",103.690002
"209","2007-10-30",100.790001
"210","2007-10-31",103.68
"211","2007-11-01",99.209999
"212","2007-11-02",99.150002
"213","2007-11-05",88.040001
"214","2007-11-06",92.059998
"215","2007-11-07",88.160004
"216","2007-11-08",86.480003
"217","2007-11-09",85.389999
"218","2007-11-12",80.709999
"219","2007-11-13",87.029999
"220","2007-11-14",89.580002
"221","2007-11-15",87.790001
"222","2007-11-16",86.209999
"223","2007-11-19",81.800003
"224","2007-11-20",85.309998
"225","2007-11-21",81.269997
"226","2007-11-23",84.050003
"227","2007-11-26",82.599998
"228","2007-11-27",86.349998
"229","2007-11-28",90.809998
"230","2007-11-29",90.400002
"231","2007-11-30",91.660004
"232","2007-12-03",89.809998
"233","2007-12-04",90.949997
"234","2007-12-05",95.900002
"235","2007-12-06",96.239998
"236","2007-12-07",92.900002
"237","2007-12-10",91.809998
"238","2007-12-11",89.400002
"239","2007-12-12",90.660004
"240","2007-12-13",87.769997
"241","2007-12-14",87.110001
"242","2007-12-17",83.040001
"243","2007-12-18",85.669998
"244","2007-12-19",86.669998
"245","2007-12-20",86.919998
"246","2007-12-21",89.57
"247","2007-12-24",91.300003
"248","2007-12-26",91.449997
"249","2007-12-27",87.019997
"250","2007-12-28",86.75
"251","2007-12-31",86.870003
"252","2008-01-02",84.650002
"253","2008-01-03",85.440002
"254","2008-01-04",83.879997
"255","2008-01-07",85.220001
"256","2008-01-08",84.389999
"257","2008-01-09",88.839996
"258","2008-01-10",88.940002
"259","2008-01-11",85.07
"260","2008-01-14",84.209999
"261","2008-01-15",77.650002
"262","2008-01-16",74.900002
"263","2008-01-17",74.720001
"264","2008-01-18",77.389999
"265","2008-01-22",75.529999
"266","2008-01-23",78.779999
"267","2008-01-24",77.849998
"268","2008-01-25",75.57
"269","2008-01-28",77.110001
"270","2008-01-29",76.209999
"271","2008-01-30",73.919998
"272","2008-01-31",75.519997
"273","2008-02-01",77.540001
"274","2008-02-04",78.610001
"275","2008-02-05",74.199997
"276","2008-02-06",72.389999
"277","2008-02-07",74.139999
"278","2008-02-08",73.599998
"279","2008-02-11",74.32
"280","2008-02-12",75.5
"281","2008-02-13",76.419998
"282","2008-02-14",74.57
"283","2008-02-15",75.970001
"284","2008-02-19",75.209999
"285","2008-02-20",75.559998
"286","2008-02-21",74.029999
"287","2008-02-22",74.800003
"288","2008-02-25",75.68
"289","2008-02-26",76.080002
"290","2008-02-27",78.18
"291","2008-02-28",76.5
"292","2008-02-29",74.620003
"293","2008-03-03",75.059998
"294","2008-03-04",72.43
"295","2008-03-05",74.010002
"296","2008-03-06",71.120003
"297","2008-03-07",69.690002
"298","2008-03-10",69.349998
"299","2008-03-11",74.220001
"300","2008-03-12",71.739998
"301","2008-03-13",70.720001
"302","2008-03-14",67.720001
"303","2008-03-17",67.580002
"304","2008-03-18",71.559998
"305","2008-03-19",67.209999
"306","2008-03-20",69.190002
"307","2008-03-24",71.040001
"308","2008-03-25",73.599998
"309","2008-03-26",72.029999
"310","2008-03-27",74.309998
"311","2008-03-28",74.800003
"312","2008-03-31",75.010002
"313","2008-04-01",79.949997
"314","2008-04-02",79.019997
"315","2008-04-03",81.419998
"316","2008-04-04",81.440002
"317","2008-04-07",82.529999
"318","2008-04-08",80.849998
"319","2008-04-09",80.209999
"320","2008-04-10",82.860001
"321","2008-04-11",81.400002
"322","2008-04-14",80.589996
"323","2008-04-15",81.870003
"324","2008-04-16",84.699997
"325","2008-04-17",83.400002
"326","2008-04-18",86.739998
"327","2008-04-21",85.419998
"328","2008-04-22",84.580002
"329","2008-04-23",89.309998
"330","2008-04-24",88.949997
"331","2008-04-25",87.099998
"332","2008-04-28",86.870003
"333","2008-04-29",86.110001
"334","2008-04-30",86.32
"335","2008-05-01",87.769997
"336","2008-05-02",88.139999
"337","2008-05-05",86.589996
"338","2008-05-06",88.099998
"339","2008-05-07",83.139999
"340","2008-05-08",84.870003
"341","2008-05-09",83.519997
"342","2008-05-12",83.25
"343","2008-05-13",84.849998
"344","2008-05-14",85.029999
"345","2008-05-15",85.970001
"346","2008-05-16",86.230003
"347","2008-05-19",86.18
"348","2008-05-20",82.029999
"349","2008-05-21",82.300003
"350","2008-05-22",83.169998
"351","2008-05-23",78.339996
"352","2008-05-27",74.050003
"353","2008-05-28",73.010002
"354","2008-05-29",74.260002
"355","2008-05-30",73.790001
"356","2008-06-02",74.459999
"357","2008-06-03",72.970001
"358","2008-06-04",72.669998
"359","2008-06-05",74.830002
"360","2008-06-06",71.269997
"361","2008-06-09",71.040001
"362","2008-06-10",69.150002
"363","2008-06-11",67.099998
"364","2008-06-12",68.75
"365","2008-06-13",68.540001
"366","2008-06-16",68.879997
"367","2008-06-17",68.660004
"368","2008-06-18",69.050003
"369","2008-06-19",69.160004
"370","2008-06-20",67.010002
"371","2008-06-23",68.470001
"372","2008-06-24",68.68
"373","2008-06-25",69.129997
"374","2008-06-26",66.040001
"375","2008-06-27",66.379997
"376","2008-06-30",66.949997
"377","2008-07-01",66.379997
"378","2008-07-02",64.330002
"379","2008-07-03",65.910004
"380","2008-07-07",66.900002
"381","2008-07-08",67.339996
"382","2008-07-09",65.809998
"383","2008-07-10",65.540001
"384","2008-07-11",66.029999
"385","2008-07-14",66.010002
"386","2008-07-15",64.860001
"387","2008-07-16",67.959999
"388","2008-07-17",69.07
"389","2008-07-18",68.440002
"390","2008-07-21",68.889999
"391","2008-07-22",69.75
"392","2008-07-23",71.010002
"393","2008-07-24",68.82
"394","2008-07-25",69
"395","2008-07-28",66.980003
"396","2008-07-29",67.760002
"397","2008-07-30",69.419998
"398","2008-07-31",66.849998
"399","2008-08-01",67.260002
"400","2008-08-04",66.43
"401","2008-08-05",67.120003
"402","2008-08-06",67.360001
"403","2008-08-07",63.59
"404","2008-08-08",64.550003
"405","2008-08-11",63.540001
"406","2008-08-12",58.779999
"407","2008-08-13",58.900002
"408","2008-08-14",60.82
"409","2008-08-15",59.419998
"410","2008-08-18",59.25
"411","2008-08-19",58.259998
"412","2008-08-20",60.720001
"413","2008-08-21",58.939999
"414","2008-08-22",59.75
"415","2008-08-25",59.5
"416","2008-08-26",59.93
"417","2008-08-27",61.509998
"418","2008-08-28",57.82
"419","2008-08-29",56.720001
"420","2008-09-02",56.34
"421","2008-09-03",54.709999
"422","2008-09-04",52.18
"423","2008-09-05",52.990002
"424","2008-09-08",53.619999
"425","2008-09-09",51.490002
"426","2008-09-10",51.630001
"427","2008-09-11",49.119999
"428","2008-09-12",49.860001
"429","2008-09-15",46.75
"430","2008-09-16",47.619999
"431","2008-09-17",44.110001
"432","2008-09-18",51.68
"433","2008-09-19",54.970001
"434","2008-09-22",52.16
"435","2008-09-23",51.139999
"436","2008-09-24",52.360001
"437","2008-09-25",52.139999
"438","2008-09-26",50.529999
"439","2008-09-29",45.619999
"440","2008-09-30",50.080002
"441","2008-10-01",50.48
"442","2008-10-02",49.040001
"443","2008-10-03",48.380001
"444","2008-10-06",46.450001
"445","2008-10-07",43.25
"446","2008-10-08",43.990002
"447","2008-10-09",42.139999
"448","2008-10-10",43.939999
"449","2008-10-13",52.029999
"450","2008-10-14",48.880001
"451","2008-10-15",42.470001
"452","2008-10-16",46.259998
"453","2008-10-17",44.310001
"454","2008-10-20",45.57
"455","2008-10-21",42.639999
"456","2008-10-22",39.130001
"457","2008-10-23",38.93
"458","2008-10-24",36.5
"459","2008-10-27",34.830002
"460","2008-10-28",40.25
"461","2008-10-29",39.98
"462","2008-10-30",44.040001
"463","2008-10-31",43.889999
"464","2008-11-03",45.549999
"465","2008-11-04",48.09
"466","2008-11-05",43.43
"467","2008-11-06",40.619999
"468","2008-11-07",43.860001
"469","2008-11-10",44.919998
