"","date","KZR"
"111","2018-11-27",23.969999
"112","2018-11-28",25.32
"113","2018-11-29",26.549999
"114","2018-11-30",29.68
"115","2018-12-03",29.65
"116","2018-12-04",28.639999
"117","2018-12-06",28.200001
"118","2018-12-07",27.85
"119","2018-12-10",26.73
"120","2018-12-11",26.85
"121","2018-12-12",29.299999
"122","2018-12-13",32.900002
"123","2018-12-14",29.98
"124","2018-12-17",22.690001
"125","2018-12-18",22.74
"126","2018-12-19",20.299999
"127","2018-12-20",22.379999
"128","2018-12-21",22.370001
"129","2018-12-24",21.33
"130","2018-12-26",22.379999
"131","2018-12-27",22.4
"132","2018-12-28",22.68
"133","2018-12-31",23.6
"134","2019-01-02",22.74
"135","2019-01-03",23.139999
"136","2019-01-04",22.85
"137","2019-01-07",23.09
"138","2019-01-08",22.780001
"139","2019-01-09",22.860001
"140","2019-01-10",23.1
"141","2019-01-11",23.51
"142","2019-01-14",23.200001
"143","2019-01-15",23.75
"144","2019-01-16",22.379999
"145","2019-01-17",21.26
"146","2019-01-18",20.57
"147","2019-01-22",19.809999
"148","2019-01-23",19.799999
"149","2019-01-24",19.07
"150","2019-01-25",19.24
"151","2019-01-28",18.73
"152","2019-01-29",17.48
"153","2019-01-30",17.209999
"154","2019-01-31",17.91
"155","2019-02-01",17.74
"156","2019-02-04",18.139999
"157","2019-02-05",18.389999
"158","2019-02-06",18.33
"159","2019-02-07",18.6
"160","2019-02-08",18.700001
"161","2019-02-11",18.809999
"162","2019-02-12",19.209999
"163","2019-02-13",19.450001
"164","2019-02-14",20.309999
"165","2019-02-15",21.959999
"166","2019-02-19",21.530001
"167","2019-02-20",21.110001
"168","2019-02-21",20.73
"169","2019-02-22",20.290001
"170","2019-02-25",20.32
"171","2019-02-26",20.09
"172","2019-02-27",20.360001
"173","2019-02-28",20.35
"174","2019-03-01",20.290001
"175","2019-03-04",20.25
"176","2019-03-05",19.4
"177","2019-03-06",18.51
"178","2019-03-07",18.5
"179","2019-03-08",18.049999
"180","2019-03-11",18.35
"181","2019-03-12",17.799999
"182","2019-03-13",17.879999
"183","2019-03-14",17.969999
"184","2019-03-15",18.190001
"185","2019-03-18",18.58
"186","2019-03-19",19.190001
"187","2019-03-20",18.35
"188","2019-03-21",18.07
"189","2019-03-22",16.83
"190","2019-03-25",17.73
"191","2019-03-26",17.24
"192","2019-03-27",17.15
"193","2019-03-28",17.25
"194","2019-03-29",17.74
"195","2019-04-01",18.16
"196","2019-04-02",19.620001
"197","2019-04-03",20.120001
"198","2019-04-04",20.25
"199","2019-04-05",21.9
"200","2019-04-08",21.85
"201","2019-04-09",20.24
"202","2019-04-10",20.09
"203","2019-04-11",19.940001
"204","2019-04-12",20.15
"205","2019-04-15",20.09
"206","2019-04-16",20.469999
"207","2019-04-17",20
"208","2019-04-18",19.23
"209","2019-04-22",19.040001
"210","2019-04-23",19.76
"211","2019-04-24",20
"212","2019-04-25",19.6
"213","2019-04-26",20
"214","2019-04-29",19.799999
"215","2019-04-30",18.870001
"216","2019-05-01",18.950001
"217","2019-05-02",18.99
"218","2019-05-03",19.290001
"219","2019-05-06",21.01
"220","2019-05-07",20.27
"221","2019-05-08",19.870001
"222","2019-05-09",19.92
"223","2019-05-10",20.65
"224","2019-05-13",19.75
"225","2019-05-14",20.110001
"226","2019-05-15",20.34
"227","2019-05-16",20.59
"228","2019-05-17",20.389999
"229","2019-05-20",19.66
"230","2019-05-21",19.57
"231","2019-05-22",18.27
"232","2019-05-23",17
"233","2019-05-24",16.889999
"234","2019-05-28",9.9
"235","2019-05-29",9.87
"236","2019-05-30",9.74
"237","2019-05-31",9.47
"238","2019-06-03",9.29
"239","2019-06-04",9.02
"240","2019-06-05",8.85
"241","2019-06-06",8.95
"242","2019-06-07",9.26
"243","2019-06-10",9.56
"244","2019-06-11",9.4
"245","2019-06-12",9.43
"246","2019-06-13",9.81
"247","2019-06-14",8.93
"248","2019-06-17",8.1
"249","2019-06-18",7.86
"250","2019-06-19",8.16
"251","2019-06-20",8.14
"252","2019-06-21",8.01
"253","2019-06-24",7.66
"254","2019-06-25",7.63
"255","2019-06-26",7.09
"256","2019-06-27",7.17
"257","2019-06-28",7.71
"258","2019-07-01",7.07
"259","2019-07-02",7.01
"260","2019-07-03",6.82
"261","2019-07-05",7.1
"262","2019-07-08",7.16
"263","2019-07-09",7.42
"264","2019-07-10",7.58
"265","2019-07-11",7.18
"266","2019-07-12",7.15
"267","2019-07-15",6.79
"268","2019-07-16",6.66
"269","2019-07-17",6.45
"270","2019-07-18",5.73
"271","2019-07-19",5.82
"272","2019-07-22",5.94
"273","2019-07-23",6
"274","2019-07-24",5.99
"275","2019-07-25",5.76
"276","2019-07-26",5.71
"277","2019-07-29",5.77
"278","2019-07-30",5.88
"279","2019-07-31",5.63
"280","2019-08-01",5.35
"281","2019-08-02",5.21
"282","2019-08-05",4.27
"283","2019-08-06",4.6
"284","2019-08-07",4.49
"285","2019-08-08",4.67
"286","2019-08-09",4.88
"287","2019-08-12",4.5
"288","2019-08-13",4.78
"289","2019-08-14",4.73
"290","2019-08-15",4.83
"291","2019-08-16",4.87
"292","2019-08-19",4.99
"293","2019-08-20",4.42
"294","2019-08-21",4.3
"295","2019-08-22",4.15
"296","2019-08-23",3.86
"297","2019-08-26",4.03
"298","2019-08-27",3.83
"299","2019-08-28",3.71
"300","2019-08-29",3.87
"301","2019-08-30",3.38
"302","2019-09-03",3
"303","2019-09-04",3.25
"304","2019-09-05",3.3
"305","2019-09-06",3.38
"306","2019-09-09",3.38
"307","2019-09-10",3.53
"308","2019-09-11",3.4
"309","2019-09-12",3.4
"310","2019-09-13",3.52
"311","2019-09-16",3.51
"312","2019-09-17",3.77
"313","2019-09-18",3.62
"314","2019-09-19",3.49
"315","2019-09-20",3.53
"316","2019-09-23",3.72
"317","2019-09-24",3.57
"318","2019-09-25",3.69
"319","2019-09-26",3.27
"320","2019-09-27",3.06
"321","2019-09-30",3.28
"322","2019-10-01",2.95
"323","2019-10-02",3.15
"324","2019-10-03",3.12
"325","2019-10-04",3.11
"326","2019-10-07",3.12
"327","2019-10-08",3.09
"328","2019-10-09",3.11
"329","2019-10-10",3.23
"330","2019-10-11",3.22
"331","2019-10-14",3.27
"332","2019-10-15",3.15
"333","2019-10-16",3.27
"334","2019-10-17",3.69
"335","2019-10-18",3.53
"336","2019-10-21",3.64
"337","2019-10-22",3.47
"338","2019-10-23",3.61
"339","2019-10-24",3.38
"340","2019-10-25",3.39
"341","2019-10-28",3.51
"342","2019-10-29",3.47
"343","2019-10-30",3.5
"344","2019-10-31",3.25
"345","2019-11-01",3.23
"346","2019-11-04",3.09
"347","2019-11-05",2.88
"348","2019-11-06",3.09
"349","2019-11-07",2.92
"350","2019-11-08",2.89
"351","2019-11-11",2.95
"352","2019-11-12",2.61
"353","2019-11-13",2.72
"354","2019-11-14",2.61
"355","2019-11-15",2.53
"356","2019-11-18",2.54
"357","2019-11-19",2.5
"358","2019-11-20",2.64
"359","2019-11-21",2.6
"360","2019-11-22",2.87
"361","2019-11-25",2.81
"362","2019-11-26",2.6
"363","2019-11-27",2.69
"364","2019-11-29",2.61
"365","2019-12-02",2.59
"366","2019-12-03",2.63
"367","2019-12-04",2.73
"368","2019-12-05",2.65
"369","2019-12-06",2.65
"370","2019-12-09",2.67
"371","2019-12-10",2.65
"372","2019-12-11",2.71
"373","2019-12-12",2.72
"374","2019-12-13",2.7
"375","2019-12-16",2.73
"376","2019-12-17",2.87
"377","2019-12-18",3.03
"378","2019-12-19",3.22
"379","2019-12-20",3.49
"380","2019-12-23",3.69
"381","2019-12-24",3.86
"382","2019-12-26",3.8
"383","2019-12-27",3.73
"384","2019-12-30",4.26
"385","2019-12-31",4.01
"386","2020-01-02",3.58
"387","2020-01-03",3.91
"388","2020-01-06",3.74
"389","2020-01-07",4
"390","2020-01-08",3.93
"391","2020-01-09",3.82
"392","2020-01-10",3.29
"393","2020-01-13",3.19
"394","2020-01-14",3.14
"395","2020-01-15",3.15
"396","2020-01-16",3.35
"397","2020-01-17",3.27
"398","2020-01-21",3.49
"399","2020-01-22",3.31
"400","2020-01-23",3.23
"401","2020-01-24",3.09
"402","2020-01-27",3
"403","2020-01-28",2.94
"404","2020-01-29",2.87
"405","2020-01-30",2.77
"406","2020-01-31",3.07
"407","2020-02-03",3.09
"408","2020-02-04",3.04
"409","2020-02-05",3
"410","2020-02-06",3.85
"411","2020-02-07",3.73
"412","2020-02-10",5.02
"413","2020-02-11",5.25
"414","2020-02-12",5.16
"415","2020-02-13",5.35
"416","2020-02-14",5.13
"417","2020-02-18",5.15
"418","2020-02-19",5.24
"419","2020-02-20",5.75
"420","2020-02-21",5.28
"421","2020-02-24",5.35
"422","2020-02-25",5.5
"423","2020-02-26",5.28
"424","2020-02-27",4.53
"425","2020-02-28",4.38
"426","2020-03-02",4.9
"427","2020-03-03",5.14
"428","2020-03-04",5.5
"429","2020-03-05",5.02
"430","2020-03-06",4.9
"431","2020-03-09",4.36
"432","2020-03-10",4.11
"433","2020-03-11",3.99
"434","2020-03-12",3.46
"435","2020-03-13",3.26
"436","2020-03-16",3.01
"437","2020-03-17",2.92
"438","2020-03-18",2.83
"439","2020-03-19",3.49
"440","2020-03-20",3.98
"441","2020-03-23",4.46
"442","2020-03-24",4.7
"443","2020-03-25",4.72
"444","2020-03-26",4.84
"445","2020-03-27",4.58
"446","2020-03-30",4.47
"447","2020-03-31",4.36
"448","2020-04-01",3.61
"449","2020-04-02",3.85
"450","2020-04-03",3.6
"451","2020-04-06",3.96
"452","2020-04-07",3.73
"453","2020-04-08",3.83
"454","2020-04-09",4.2
"455","2020-04-13",4.24
"456","2020-04-14",4.45
"457","2020-04-15",4.39
"458","2020-04-16",4.38
"459","2020-04-17",4.55
"460","2020-04-20",4.52
"461","2020-04-21",4.47
"462","2020-04-22",4.64
"463","2020-04-23",4.64
"464","2020-04-24",4.7
"465","2020-04-27",4.69
"466","2020-04-28",4.89
"467","2020-04-29",5
"468","2020-04-30",4.7
"469","2020-05-01",4.56
"470","2020-05-04",5.16
"471","2020-05-05",5.13
"472","2020-05-06",5.21
"473","2020-05-07",6.08
"474","2020-05-08",6.01
"475","2020-05-11",6.27
"476","2020-05-12",5.83
"477","2020-05-13",5.5
"478","2020-05-14",5.16
"479","2020-05-15",5.17
"480","2020-05-18",5.11
"481","2020-05-19",4.81
"482","2020-05-20",5.17
"483","2020-05-21",5.2
"484","2020-05-22",5.51
"485","2020-05-26",5.27
"486","2020-05-27",5.3
"487","2020-05-28",5.25
"488","2020-05-29",4.77
"489","2020-06-01",4.89
"490","2020-06-02",4.87
"491","2020-06-03",4.47
"492","2020-06-04",7.75
"493","2020-06-05",6.88
"494","2020-06-08",6.26
"495","2020-06-09",5.5
"496","2020-06-10",5.33
"497","2020-06-11",4.84
"498","2020-06-12",4.84
"499","2020-06-15",4.96
"500","2020-06-16",5.22
"501","2020-06-17",5.19
"502","2020-06-18",5.44
"503","2020-06-19",5.75
"504","2020-06-22",5.4
"505","2020-06-23",5.48
"506","2020-06-24",5.6
"507","2020-06-25",5.65
"508","2020-06-26",5.41
"509","2020-06-29",5.46
"510","2020-06-30",5.18
"511","2020-07-01",5.28
"512","2020-07-02",5.25
"513","2020-07-06",5.08
"514","2020-07-07",5
"515","2020-07-08",5.5
"516","2020-07-09",5.11
"517","2020-07-10",5.03
"518","2020-07-13",4.8
"519","2020-07-14",4.91
"520","2020-07-15",5.02
"521","2020-07-16",4.8
"522","2020-07-17",4.86
"523","2020-07-20",4.87
"524","2020-07-21",4.96
"525","2020-07-22",4.89
"526","2020-07-23",4.88
"527","2020-07-24",4.79
"528","2020-07-27",4.69
"529","2020-07-28",4.52
"530","2020-07-29",4.36
"531","2020-07-30",4.41
"532","2020-07-31",4.37
"533","2020-08-03",4.56
"534","2020-08-04",4.64
"535","2020-08-05",4.72
"536","2020-08-06",4.56
"537","2020-08-07",4.62
"538","2020-08-10",4.74
"539","2020-08-11",4.56
"540","2020-08-12",4.48
"541","2020-08-13",4.5
"542","2020-08-14",4.48
"543","2020-08-17",4.6
"544","2020-08-18",4.82
"545","2020-08-19",4.67
"546","2020-08-20",4.89
"547","2020-08-21",4.99
"548","2020-08-24",4.56
"549","2020-08-25",4.81
"550","2020-08-26",4.94
"551","2020-08-27",4.68
"552","2020-08-28",4.75
"553","2020-08-31",4.86
"554","2020-09-01",4.66
"555","2020-09-02",4.68
"556","2020-09-03",4.58
"557","2020-09-04",4.64
"558","2020-09-08",4.7
"559","2020-09-09",4.65
"560","2020-09-10",4.66
"561","2020-09-11",4.67
"562","2020-09-14",5.08
"563","2020-09-15",4.91
"564","2020-09-16",4.93
"565","2020-09-17",5.16
"566","2020-09-18",5.03
"567","2020-09-21",4.98
"568","2020-09-22",4.88
"569","2020-09-23",4.86
"570","2020-09-24",4.53
"571","2020-09-25",4.51
"572","2020-09-28",4.61
"573","2020-09-29",4.71
"574","2020-09-30",4.84
"575","2020-10-01",4.77
"576","2020-10-02",4.77
"577","2020-10-05",5.17
"578","2020-10-06",5.16
"579","2020-10-07",5.2
"580","2020-10-08",5.32
"581","2020-10-09",5.3
"582","2020-10-12",5.39
"583","2020-10-13",5.42
"584","2020-10-14",5.4
"585","2020-10-15",5.29
"586","2020-10-16",5.63
"587","2020-10-19",5.69
"588","2020-10-20",5.81
"589","2020-10-21",5.69
"590","2020-10-22",5.62
"591","2020-10-23",5.77
"592","2020-10-26",5.63
"593","2020-10-27",5.74
"594","2020-10-28",5.6
"595","2020-10-29",5.35
"596","2020-10-30",5.12
"597","2020-11-02",4.86
"598","2020-11-03",5.09
"599","2020-11-04",5.47
"600","2020-11-05",5.47
"601","2020-11-06",5.1
"602","2020-11-09",5.39
"603","2020-11-10",5.53
"604","2020-11-11",5.63
"605","2020-11-12",5.5
"606","2020-11-13",5.53
"607","2020-11-16",5.68
"608","2020-11-17",5.69
"609","2020-11-18",5.54
"610","2020-11-19",5.68
"611","2020-11-20",5.68
"612","2020-11-23",6
"613","2020-11-24",5.77
"614","2020-11-25",5.64
"615","2020-11-27",5.94
