"","date","NPO"
"1","2007-01-03",32.91
"2","2007-01-04",32.610001
"3","2007-01-05",31.99
"4","2007-01-08",31.98
"5","2007-01-09",32.130001
"6","2007-01-10",32.700001
"7","2007-01-11",32.849998
"8","2007-01-12",33.369999
"9","2007-01-16",32.639999
"10","2007-01-17",32.75
"11","2007-01-18",31.969999
"12","2007-01-19",32.369999
"13","2007-01-22",31.48
"14","2007-01-23",32.75
"15","2007-01-24",32.84
"16","2007-01-25",32.23
"17","2007-01-26",32.459999
"18","2007-01-29",32.73
"19","2007-01-30",33.049999
"20","2007-01-31",33.049999
"21","2007-02-01",33.439999
"22","2007-02-02",33.689999
"23","2007-02-05",33.150002
"24","2007-02-06",33.669998
"25","2007-02-07",33.919998
"26","2007-02-08",33.860001
"27","2007-02-09",33.52
"28","2007-02-12",33.689999
"29","2007-02-13",34.400002
"30","2007-02-14",34.869999
"31","2007-02-15",38.23
"32","2007-02-16",39.380001
"33","2007-02-20",40.299999
"34","2007-02-21",40.560001
"35","2007-02-22",40.34
"36","2007-02-23",40.099998
"37","2007-02-26",39.779999
"38","2007-02-27",37.709999
"39","2007-02-28",37.959999
"40","2007-03-01",37.75
"41","2007-03-02",36.93
"42","2007-03-05",36.650002
"43","2007-03-06",37.380001
"44","2007-03-07",37.259998
"45","2007-03-08",37.470001
"46","2007-03-09",37.75
"47","2007-03-12",37.400002
"48","2007-03-13",36.75
"49","2007-03-14",36.630001
"50","2007-03-15",36.720001
"51","2007-03-16",36.720001
"52","2007-03-19",36.889999
"53","2007-03-20",36.900002
"54","2007-03-21",36.880001
"55","2007-03-22",36.799999
"56","2007-03-23",36.330002
"57","2007-03-26",37.150002
"58","2007-03-27",36.919998
"59","2007-03-28",36.18
"60","2007-03-29",36.23
"61","2007-03-30",36.049999
"62","2007-04-02",36.27
"63","2007-04-03",36.18
"64","2007-04-04",36.330002
"65","2007-04-05",36.419998
"66","2007-04-09",36.41
"67","2007-04-10",36.75
"68","2007-04-11",36.700001
"69","2007-04-12",36.889999
"70","2007-04-13",37.130001
"71","2007-04-16",37.950001
"72","2007-04-17",37.57
"73","2007-04-18",37.209999
"74","2007-04-19",37.290001
"75","2007-04-20",37.75
"76","2007-04-23",38.240002
"77","2007-04-24",37.509998
"78","2007-04-25",38.52
"79","2007-04-26",38.580002
"80","2007-04-27",38.450001
"81","2007-04-30",37.66
"82","2007-05-01",36.900002
"83","2007-05-02",38.150002
"84","2007-05-03",39.48
"85","2007-05-04",38.59
"86","2007-05-07",39.200001
"87","2007-05-08",39.380001
"88","2007-05-09",39.560001
"89","2007-05-10",38.549999
"90","2007-05-11",39.75
"91","2007-05-14",39.810001
"92","2007-05-15",39.139999
"93","2007-05-16",40.810001
"94","2007-05-17",40.490002
"95","2007-05-18",40.990002
"96","2007-05-21",41
"97","2007-05-22",41.34
"98","2007-05-23",41.299999
"99","2007-05-24",40.099998
"100","2007-05-25",40.32
"101","2007-05-29",41.169998
"102","2007-05-30",42.099998
"103","2007-05-31",41.540001
"104","2007-06-01",41.709999
"105","2007-06-04",41.650002
"106","2007-06-05",41.330002
"107","2007-06-06",40.84
"108","2007-06-07",40.279999
"109","2007-06-08",40.560001
"110","2007-06-11",40.41
"111","2007-06-12",39.630001
"112","2007-06-13",41.57
"113","2007-06-14",41.91
"114","2007-06-15",42.77
"115","2007-06-18",41.75
"116","2007-06-19",42.5
"117","2007-06-20",42.209999
"118","2007-06-21",42.849998
"119","2007-06-22",44.040001
"120","2007-06-25",42.860001
"121","2007-06-26",42.689999
"122","2007-06-27",43.779999
"123","2007-06-28",44.25
"124","2007-06-29",42.790001
"125","2007-07-02",44.27
"126","2007-07-03",44.209999
"127","2007-07-05",44.009998
"128","2007-07-06",44.150002
"129","2007-07-09",44.939999
"130","2007-07-10",45.02
"131","2007-07-11",45.060001
"132","2007-07-12",45.889999
"133","2007-07-13",45.360001
"134","2007-07-16",45.23
"135","2007-07-17",45.709999
"136","2007-07-18",45.59
"137","2007-07-19",45.799999
"138","2007-07-20",44.91
"139","2007-07-23",44.830002
"140","2007-07-24",43.060001
"141","2007-07-25",42.599998
"142","2007-07-26",41.25
"143","2007-07-27",39.77
"144","2007-07-30",39.990002
"145","2007-07-31",39.380001
"146","2007-08-01",39.900002
"147","2007-08-02",41
"148","2007-08-03",40.290001
"149","2007-08-06",40.419998
"150","2007-08-07",38.139999
"151","2007-08-08",34.880001
"152","2007-08-09",34.98
"153","2007-08-10",40.450001
"154","2007-08-13",40.700001
"155","2007-08-14",41.02
"156","2007-08-15",40.299999
"157","2007-08-16",40.080002
"158","2007-08-17",41.57
"159","2007-08-20",42.209999
"160","2007-08-21",41.830002
"161","2007-08-22",41.639999
