"","date","IDRA"
"1","2007-01-03",42.240002
"2","2007-01-04",44.560001
"3","2007-01-05",45.200001
"4","2007-01-08",50.240002
"5","2007-01-09",50.560001
"6","2007-01-10",51.439999
"7","2007-01-11",58.400002
"8","2007-01-12",64.239998
"9","2007-01-16",60.400002
"10","2007-01-17",61.360001
"11","2007-01-18",61.599998
"12","2007-01-19",59.599998
"13","2007-01-22",62.560001
"14","2007-01-23",63.200001
"15","2007-01-24",61.52
"16","2007-01-25",60.400002
"17","2007-01-26",60.560001
"18","2007-01-29",60.959999
"19","2007-01-30",62.240002
"20","2007-01-31",68.400002
"21","2007-02-01",72
"22","2007-02-02",73.440002
"23","2007-02-05",71.839996
"24","2007-02-06",74
"25","2007-02-07",75.599998
"26","2007-02-08",75.519997
"27","2007-02-09",74.400002
"28","2007-02-12",74.559998
"29","2007-02-13",74
"30","2007-02-14",69.599998
"31","2007-02-15",73.360001
"32","2007-02-16",72.160004
"33","2007-02-20",73.120003
"34","2007-02-21",73.919998
"35","2007-02-22",74.400002
"36","2007-02-23",73.839996
"37","2007-02-26",72.800003
"38","2007-02-27",67.599998
"39","2007-02-28",63.360001
"40","2007-03-01",62.720001
"41","2007-03-02",60.240002
"42","2007-03-05",58.639999
"43","2007-03-06",59.599998
"44","2007-03-07",58.959999
"45","2007-03-08",60
"46","2007-03-09",59.599998
"47","2007-03-12",56.16
"48","2007-03-13",57.200001
"49","2007-03-14",61.040001
"50","2007-03-15",62.400002
"51","2007-03-16",65.519997
"52","2007-03-19",67.839996
"53","2007-03-20",68.800003
"54","2007-03-21",69.599998
"55","2007-03-22",68
"56","2007-03-23",66.400002
"57","2007-03-26",65.919998
"58","2007-03-27",66.400002
"59","2007-03-28",65.279999
"60","2007-03-29",66
"61","2007-03-30",68.720001
"62","2007-04-02",72
"63","2007-04-03",72.32
"64","2007-04-04",71.199997
"65","2007-04-05",72
"66","2007-04-09",71.760002
"67","2007-04-10",72.800003
"68","2007-04-11",73.519997
"69","2007-04-12",71.279999
"70","2007-04-13",70.879997
"71","2007-04-16",71.120003
"72","2007-04-17",71.599998
"73","2007-04-18",71.440002
"74","2007-04-19",73.040001
"75","2007-04-20",73.199997
"76","2007-04-23",74.32
"77","2007-04-24",72.800003
"78","2007-04-25",73.519997
"79","2007-04-26",72.800003
"80","2007-04-27",72.959999
"81","2007-04-30",72
"82","2007-05-01",70.720001
"83","2007-05-02",72
"84","2007-05-03",71.440002
"85","2007-05-04",71.279999
"86","2007-05-07",71.199997
"87","2007-05-08",71.919998
"88","2007-05-09",70.400002
"89","2007-05-10",67.440002
"90","2007-05-11",69.839996
"91","2007-05-14",70.480003
"92","2007-05-15",70.559998
"93","2007-05-16",70
"94","2007-05-17",70.160004
"95","2007-05-18",69.760002
"96","2007-05-21",69.199997
"97","2007-05-22",70.239998
"98","2007-05-23",71.199997
"99","2007-05-24",71.040001
"100","2007-05-25",70.160004
"101","2007-05-29",69.599998
"102","2007-05-30",70.400002
"103","2007-05-31",68.080002
"104","2007-06-01",64.879997
"105","2007-06-04",66.400002
"106","2007-06-05",68
"107","2007-06-06",67.440002
"108","2007-06-07",64.959999
"109","2007-06-08",65.519997
"110","2007-06-11",64.879997
"111","2007-06-12",63.52
"112","2007-06-13",59.84
"113","2007-06-14",60.639999
"114","2007-06-15",61.84
"115","2007-06-18",59.68
"116","2007-06-19",60
"117","2007-06-20",58.16
"118","2007-06-21",51.200001
"119","2007-06-22",53.279999
"120","2007-06-25",56.400002
"121","2007-06-26",57.759998
"122","2007-06-27",59.439999
"123","2007-06-28",58.799999
"124","2007-06-29",57.279999
"125","2007-07-02",52.560001
"126","2007-07-03",53.52
"127","2007-07-05",52.32
"128","2007-07-06",55.52
"129","2007-07-09",52.48
"130","2007-07-10",53.360001
"131","2007-07-11",54.080002
"132","2007-07-12",54.720001
"133","2007-07-13",55.84
"134","2007-07-16",55.040001
"135","2007-07-17",55.119999
"136","2007-07-18",54.560001
"137","2007-07-19",55.439999
"138","2007-07-20",53.759998
